partition,variant,n,wr,pf,expectancy,net,max_dd,max_loss_streak,positive_week_rate,wr_5bps,pf_5bps,expectancy_5bps,net_5bps,max_dd_5bps,max_loss_streak_5bps,positive_week_rate_5bps,cuts,restores,restore_rate_of_cuts,parent_winners_cut,parent_winners_restored,parent_losses_cut,parent_losses_restored,winner_pnl_delta,loss_pnl_delta,delta_net,delta_net_5bps
development,BASELINE,601,0.4059900166389351,1.2780237033255166,0.5639111828323288,338.9106208822296,148.06095812456638,10,0.5949367088607594,0.40266222961730447,1.1441769326833608,0.31391118283232855,188.66062088222947,168.56095812456653,10,0.5506329113924051,0,0,,0,0,0,0,0.0,0.0,0.0,0.0
development,A59_H05_HALF_RESTORE_H10,601,0.46921797004991683,1.329737472617159,0.6224597885474116,374.09833291699437,138.44839596411293,9,0.6012658227848101,0.41430948419301167,1.176004845361561,0.35852468039433344,215.4733329169944,160.19839596411316,10,0.569620253164557,219,67,0.3059360730593607,37,29,182,38,-56.03279380389736,91.2205058386622,35.18771203476484,26.812712034764907
external,BASELINE,281,0.4092526690391459,1.5465971940535803,1.494029510304015,419.82229239542824,130.72341119413184,10,0.6617647058823529,0.40569395017793597,1.4317170296866153,1.2440295103040147,349.5722923954281,145.22341119413184,10,0.6617647058823529,0,0,,0,0,0,0,0.0,0.0,0.0,0.0
external,A59_H05_HALF_RESTORE_H10,281,0.4804270462633452,1.4867897453711838,1.2855857170810971,361.2495864997883,132.09041381404342,8,0.6323529411764706,0.4377224199288256,1.3603319456078318,1.006226286476115,282.7495864997883,147.21541381404342,10,0.6323529411764706,148,66,0.44594594594594594,38,33,110,33,-92.13707542322646,33.564369527586564,-58.5727058956399,-66.82270589563987
reference_validation,BASELINE,337,0.44510385756676557,1.5654565040642079,0.7813931147549744,263.3294796724264,64.8471694764039,14,0.6626506024096386,0.4391691394658754,1.3492422229172052,0.5313931147549742,179.07947967242632,77.8471694764039,14,0.6144578313253012,0,0,,0,0,0,0,0.0,0.0,0.0,0.0
reference_validation,A59_H05_HALF_RESTORE_H10,337,0.5103857566765578,1.6063666044643101,0.7783498610424643,262.3039031713105,59.21427440899468,11,0.6746987951807228,0.44807121661721067,1.3604204911472495,0.512400306146322,172.6789031713105,71.15028367129602,14,0.6506024096385542,138,43,0.3115942028985507,32,26,106,17,-37.282487038154954,36.25691053703911,-1.0255765011158493,-6.400576501115824
