scope,unfiltered_n,unfiltered_event_n,unfiltered_event_rate,unfiltered_mean_r,unfiltered_pf_r,unfiltered_cum_r,accepted_n,accepted_event_n,accepted_event_rate,accepted_mean_r,accepted_pf_r,accepted_cum_r,event_rate_lift,gate_accepted_buy_n_ge_8,gate_accepted_buy_event_rate_ge_50pct,gate_event_rate_lift_ge_20pp,gate_accepted_buy_mean_r_gt_0,gate_accepted_buy_pf_ge_1_20,random_subset_exceedance_fraction,random_subset_total_combinations,gate_accepted_buy_n_ge_3,gate_event_rate_lift_ge_10pp,gate_accepted_mean_r_gt_unfiltered,gate_accepted_mean_r_gt_0
POOLED_BUY,29,9,0.3103448275862069,-0.33932958173987526,0.5258441352263419,-9.840557870456383,9,6,0.6666666666666666,0.5071281342154362,2.1410383019847314,4.564153207938926,0.3563218390804597,True,True,True,True,True,,,,,,
OUT_OF_CONSTRUCTION_BUY_2025_2026PRE,13,3,0.23076923076923078,-0.22070409867025415,0.6722408376513801,-2.8691532827133037,4,2,0.5,0.5185048335358866,2.0370096670717732,2.0740193341435464,0.2692307692307692,,,,,,0.1020979020979021,715.0,True,True,True,True
