partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,minutes_break_to_retest,eligible,outcome,persistent_like,reclaim_close,reclaim_close_ext_r4,reclaim_body_ratio,reclaim_close_pos,time_left_min,final_close_loc_r4,net_from_reclaim_r4,close_span_r4,directionality_efficiency,nb_class,RECLAIM_C05,RECLAIM_C10,RECLAIM_STRONG_BODY,QUICK_RECLAIM,SLOW_RECLAIM,TIME_LEFT_120,HOLD_5M_ABOVE_L,HIGHER_CLOSE_5M,HOLD_10M_ABOVE_L,EXT10_CLOSE_BEFORE_REBREAK,EXT25_CLOSE_BEFORE_REBREAK
development,BULL,00-04,2023-07-12 00:00:00+00:00,2023-07-12 04:00:00+00:00,2023-07-12 01:40:00+00:00,30640.0,30492.8,147.20000000000073,0.0,True,NO_BOUNDARY,True,30494.1,0.008831521739125449,0.35714285714285715,0.6499999999998961,140.0,0.6012228260869535,0.592391304347828,0.7894021739130198,0.7504302925989924,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
development,BEAR,04-08,2023-07-18 04:00:00+00:00,2023-07-18 08:00:00+00:00,2023-07-18 04:30:00+00:00,30227.5,30061.3,166.20000000000073,15.0,True,REBREAK_LOW,False,30066.4,0.030685920577630327,0.39014373716634776,0.4722792607803157,210.0,,,,,,False,False,False,False,False,True,True,True,True,True,True
development,BEAR,12-16,2023-07-25 12:00:00+00:00,2023-07-25 16:00:00+00:00,2023-07-25 12:25:00+00:00,29277.6,29106.3,171.29999999999927,0.0,True,REBREAK_LOW,False,29121.5,0.08873321657910561,0.9157509157509401,0.9194139194138906,215.0,,,,,,True,False,True,True,False,True,True,True,True,True,False
development,SIDEWAYS,16-20,2023-07-31 16:00:00+00:00,2023-07-31 20:00:00+00:00,2023-07-31 16:20:00+00:00,29461.4,29208.9,252.5,0.0,True,REBREAK_LOW,False,29225.9,0.06732673267326733,0.4647058823529733,0.929411764705893,220.0,,,,,,True,False,False,True,False,True,True,True,True,True,False
development,BULL,04-08,2023-08-02 04:00:00+00:00,2023-08-02 08:00:00+00:00,2023-08-02 04:25:00+00:00,30059.9,29607.6,452.3000000000029,5.0,True,REBREAK_LOW,False,29622.9,0.033827105903167835,1.0,1.0,215.0,,,,,,False,False,True,True,False,True,True,True,True,True,False
development,BEAR,04-08,2023-08-03 04:00:00+00:00,2023-08-03 08:00:00+00:00,2023-08-03 05:40:00+00:00,29273.1,29110.0,163.09999999999854,25.0,True,REBREAK_LOW,False,29120.5,0.06437768240343406,0.6864864864865258,0.778378378378457,140.0,,,,,,True,False,True,False,False,True,True,True,True,True,False
development,BEAR,20-00,2023-08-04 20:00:00+00:00,2023-08-05 00:00:00+00:00,2023-08-04 21:00:00+00:00,29273.6,28919.9,353.6999999999971,0.0,True,NO_BOUNDARY,True,28952.1,0.09103760248797668,0.5881435257409642,0.5897035881434943,180.0,0.5122985581000808,0.42126095561210414,0.3542550183771566,1.0,INTERNAL_UP,True,False,False,True,False,True,True,True,True,True,True
development,BEAR,12-16,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2023-08-13 15:05:00+00:00,29400.7,29362.0,38.70000000000073,0.0,True,REBREAK_LOW,False,29364.7,0.0697674418604826,0.8775510204077541,0.8979591836734997,55.0,,,,,,True,False,True,True,False,False,True,True,True,False,False
development,BEAR,04-08,2023-08-15 04:00:00+00:00,2023-08-15 08:00:00+00:00,2023-08-15 06:00:00+00:00,29446.5,29355.9,90.59999999999854,0.0,True,REBREAK_LOW,False,29360.4,0.049668874172186225,0.7184466019416859,1.0,120.0,,,,,,False,False,True,True,False,True,True,True,True,True,False
development,BEAR,08-12,2023-08-17 08:00:00+00:00,2023-08-17 12:00:00+00:00,2023-08-17 08:40:00+00:00,28694.9,28590.2,104.70000000000073,10.0,True,REBREAK_LOW,False,28596.1,0.05635148042022709,0.67932489451479,0.6835443037974295,200.0,,,,,,True,False,False,True,False,True,True,False,False,False,False
development,BEAR,12-16,2023-08-17 12:00:00+00:00,2023-08-17 16:00:00+00:00,2023-08-17 12:30:00+00:00,28627.8,28469.2,158.59999999999854,5.0,True,REBREAK_LOW,False,28516.8,0.3001261034047855,0.7391732283464265,0.8779527559055001,210.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BEAR,04-08,2023-08-21 04:00:00+00:00,2023-08-21 08:00:00+00:00,2023-08-21 04:15:00+00:00,26183.2,26052.5,130.70000000000073,0.0,True,REBREAK_LOW,False,26062.4,0.07574598316757,0.8370370370371178,0.9962962962963502,225.0,,,,,,True,False,True,True,False,True,True,False,False,False,False
development,BEAR,12-16,2023-08-23 12:00:00+00:00,2023-08-23 16:00:00+00:00,2023-08-23 13:50:00+00:00,26085.6,25887.4,198.1999999999971,60.0,True,HIGH_BREAK,True,25918.1,0.15489404641774743,0.7719486081370174,0.7719486081370174,130.0,,,,,,True,True,True,False,True,True,True,True,True,True,True
development,BEAR,08-12,2023-08-26 08:00:00+00:00,2023-08-26 12:00:00+00:00,2023-08-26 11:20:00+00:00,26079.2,26033.7,45.5,160.0,True,REBREAK_LOW,False,26038.3,0.10109890109886911,0.9866666666663756,1.0,40.0,,,,,,True,True,True,False,True,False,True,False,False,False,False
development,SIDEWAYS,00-04,2023-08-28 00:00:00+00:00,2023-08-28 04:00:00+00:00,2023-08-28 00:45:00+00:00,26123.8,26025.2,98.59999999999854,0.0,True,REBREAK_LOW,False,26026.3,0.01115618661256147,0.1812080536913063,0.41610738255034374,195.0,,,,,,False,False,False,True,False,True,True,True,False,True,False
development,BULL,00-04,2023-08-30 00:00:00+00:00,2023-08-30 04:00:00+00:00,2023-08-30 01:45:00+00:00,27875.0,27517.5,357.5,5.0,True,REBREAK_LOW,False,27532.3,0.04139860139859936,0.6855345911949734,0.6855345911949734,135.0,,,,,,False,False,False,True,False,True,True,True,True,False,False
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:40:00+00:00,26135.2,25915.0,220.20000000000073,0.0,True,REBREAK_LOW,False,25924.9,0.04495912806540155,0.9936708860758123,1.0,200.0,,,,,,False,False,True,True,False,True,True,True,True,False,False
development,BEAR,12-16,2023-09-04 12:00:00+00:00,2023-09-04 16:00:00+00:00,2023-09-04 12:25:00+00:00,26000.0,25845.2,154.79999999999927,0.0,True,REBREAK_LOW,False,25849.0,0.024547803617566474,0.7546012269937699,0.8711656441717655,215.0,,,,,,False,False,True,True,False,True,True,True,True,True,False
development,BEAR,20-00,2023-09-05 20:00:00+00:00,2023-09-06 00:00:00+00:00,2023-09-05 20:45:00+00:00,25837.7,25668.0,169.70000000000073,0.0,True,NO_BOUNDARY,True,25677.6,0.05657041838537716,0.5922746781115753,0.742489270386258,195.0,0.6582203889216278,0.6016499705362507,0.5763111373011343,1.0,INTERNAL_UP,True,False,False,True,False,True,True,True,True,True,True
development,BEAR,04-08,2023-09-06 04:00:00+00:00,2023-09-06 08:00:00+00:00,2023-09-06 04:25:00+00:00,25858.5,25758.1,100.40000000000146,0.0,True,REBREAK_LOW,False,25778.0,0.19820717131475266,0.9478260869564901,1.0,215.0,,,,,,True,True,True,True,False,True,True,False,True,True,False
development,BEAR,08-12,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,2023-09-06 09:20:00+00:00,25780.9,25711.0,69.90000000000146,0.0,True,REBREAK_LOW,False,25712.0,0.01430615164520714,0.08121827411159827,0.2538071065989754,160.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 13:30:00+00:00,25856.1,25780.0,76.09999999999854,10.0,True,REBREAK_LOW,False,25787.8,0.10249671484887544,0.9958847736626112,1.0,150.0,,,,,,True,True,True,True,False,True,False,False,False,False,False
development,BULL,08-12,2023-09-21 08:00:00+00:00,2023-09-21 12:00:00+00:00,2023-09-21 08:15:00+00:00,27092.4,26966.1,126.30000000000291,0.0,True,REBREAK_LOW,False,27005.9,0.31512272367380834,0.9504504504504356,0.952702702702737,225.0,,,,,,True,True,True,True,False,True,True,False,False,True,False
development,BEAR,20-00,2023-09-21 20:00:00+00:00,2023-09-22 00:00:00+00:00,2023-09-21 20:40:00+00:00,26685.7,26530.8,154.90000000000146,0.0,True,NO_BOUNDARY,True,26535.6,0.030987734021944657,0.43656716417900776,0.7126865671641441,200.0,0.14073595868301528,0.10974822466107063,0.3957391865719735,0.277324632952695,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
development,BEAR,12-16,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,2023-09-22 13:10:00+00:00,26737.7,26573.0,164.70000000000073,0.0,True,REBREAK_LOW,False,26584.4,0.06921675774135644,0.6719576719576588,0.7619047619047803,170.0,,,,,,True,False,True,True,False,True,True,False,True,True,False
development,BEAR,12-16,2023-09-23 12:00:00+00:00,2023-09-23 16:00:00+00:00,2023-09-23 15:35:00+00:00,26583.7,26540.9,42.79999999999927,0.0,True,NO_BOUNDARY,True,26546.5,0.13084112149529534,0.9426229508196159,0.9426229508196159,25.0,0.6214953271027803,0.49065420560748496,0.6098130841121259,0.8045977011494702,INTERNAL_UP,True,True,True,True,False,False,True,False,True,True,True
development,BEAR,00-04,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:45:00+00:00,26512.0,26081.0,431.0,0.0,True,NO_BOUNDARY,True,26120.3,0.0911832946635714,0.5208913649024899,0.8467966573816166,195.0,0.15684454756380173,0.06566125290023032,0.37587006960556846,0.17469135802468685,FLAT_CHOP_LIKE,True,False,True,True,False,True,True,True,True,True,True
development,BEAR,12-16,2023-09-26 12:00:00+00:00,2023-09-26 16:00:00+00:00,2023-09-26 14:05:00+00:00,26322.4,26170.1,152.3000000000029,0.0,True,REBREAK_LOW,False,26183.1,0.08535784635587493,0.41573033707864826,0.8735955056179724,115.0,,,,,,True,False,False,True,False,False,False,False,False,False,False
development,BULL,12-16,2023-09-30 12:00:00+00:00,2023-09-30 16:00:00+00:00,2023-09-30 13:15:00+00:00,26987.6,26906.0,81.59999999999854,0.0,True,HIGH_BREAK,True,26908.1,0.025735294117629686,0.28089887640450584,0.9943820224717873,165.0,,,,,,False,False,False,True,False,True,False,False,False,True,True
development,BULL,12-16,2023-10-03 12:00:00+00:00,2023-10-03 16:00:00+00:00,2023-10-03 12:25:00+00:00,27630.0,27458.3,171.70000000000073,0.0,True,REBREAK_LOW,False,27470.0,0.06814210832848386,0.721818181818195,0.8909090909090909,215.0,,,,,,True,False,True,True,False,True,True,True,True,True,True
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:40:00+00:00,27934.0,27800.0,134.0,0.0,True,REBREAK_LOW,False,27817.3,0.12910447761193486,0.6873339238263955,0.8449955713020342,200.0,,,,,,True,True,True,True,False,True,False,False,False,False,False
development,BEAR,12-16,2023-10-09 12:00:00+00:00,2023-10-09 16:00:00+00:00,2023-10-09 13:10:00+00:00,27834.8,27392.0,442.7999999999993,0.0,True,NO_BOUNDARY,True,27438.3,0.10456187895212138,0.5703971119133411,0.9638989169675084,170.0,0.09259259259259274,-0.011969286359528639,0.307362240289075,0.03894195444525487,FLAT_CHOP_LIKE,True,True,True,True,False,True,True,False,True,True,True
development,BEAR,12-16,2023-10-10 12:00:00+00:00,2023-10-10 16:00:00+00:00,2023-10-10 12:15:00+00:00,27727.3,27486.5,240.79999999999927,0.0,True,REBREAK_LOW,False,27505.8,0.08014950166112679,0.8604651162790389,0.8604651162790389,225.0,,,,,,True,False,True,True,False,True,True,True,True,True,False
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 10:10:00+00:00,26909.9,26768.8,141.10000000000218,40.0,True,REBREAK_LOW,False,26771.6,0.019844082211192268,0.7100591715976484,0.911242603550294,110.0,,,,,,False,False,True,False,True,False,False,False,False,False,False
development,BEAR,12-16,2023-10-15 12:00:00+00:00,2023-10-15 16:00:00+00:00,2023-10-15 12:30:00+00:00,26909.6,26830.1,79.5,15.0,True,REBREAK_LOW,False,26832.7,0.03270440251575073,0.5984251968505313,0.5984251968505313,210.0,,,,,,False,False,False,False,False,True,False,False,False,False,False
development,BULL,12-16,2023-10-17 12:00:00+00:00,2023-10-17 16:00:00+00:00,2023-10-17 12:45:00+00:00,28605.0,28339.0,266.0,0.0,True,REBREAK_LOW,False,28340.3,0.004887218045110046,0.1689708141320988,0.4562211981566779,195.0,,,,,,False,False,False,True,False,True,True,True,False,True,False
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 01:00:00+00:00,28544.3,28360.0,184.29999999999927,15.0,True,REBREAK_LOW,False,28361.4,0.007596310363545636,0.5730027548210282,0.9008264462810298,180.0,,,,,,False,False,True,False,False,True,False,False,False,False,False
development,BULL,00-04,2023-10-20 00:00:00+00:00,2023-10-20 04:00:00+00:00,2023-10-20 01:20:00+00:00,28883.7,28579.1,304.6000000000022,0.0,True,HIGH_BREAK,True,28582.2,0.010177281680900067,0.22314049586782203,0.4958677685950264,160.0,,,,,,False,False,False,True,False,True,True,True,True,True,True
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 10:15:00+00:00,34809.4,34401.7,407.70000000000437,5.0,True,REBREAK_LOW,False,34426.0,0.05960264900662902,0.7726358148894106,1.0,105.0,,,,,,True,False,True,True,False,False,True,True,True,False,False
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:25:00+00:00,34684.0,34406.4,277.59999999999854,0.0,True,REBREAK_LOW,False,34442.8,0.13112391930836328,0.9709762532981926,0.9973614775725979,155.0,,,,,,True,True,True,True,False,True,True,True,True,True,False
development,BULL,16-20,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,2023-11-06 18:25:00+00:00,35281.5,34911.0,370.5,5.0,True,REBREAK_LOW,False,34925.1,0.038056680161939395,0.9311701081612567,0.9311701081612567,95.0,,,,,,False,False,True,True,False,False,False,False,False,False,False
development,SIDEWAYS,12-16,2023-11-13 12:00:00+00:00,2023-11-13 16:00:00+00:00,2023-11-13 14:50:00+00:00,37065.9,36710.0,355.90000000000146,0.0,True,NO_BOUNDARY,True,36744.7,0.09749929755548455,0.1974891356832181,0.9570255915016826,70.0,0.45434110705253283,0.3568418094970483,0.481033998314123,0.7418224299065547,INTERNAL_UP,True,False,False,True,False,False,True,False,True,True,True
development,BULL,08-12,2023-11-16 08:00:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 08:40:00+00:00,37645.9,37351.0,294.90000000000146,5.0,True,REBREAK_LOW,False,37370.0,0.06442861987114244,0.7257019438444154,0.8056155507559517,200.0,,,,,,True,False,True,True,False,True,True,True,True,True,False
development,SIDEWAYS,16-20,2023-11-16 16:00:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 18:30:00+00:00,37352.5,36251.0,1101.5,5.0,True,REBREAK_LOW,False,36291.5,0.03676804357694054,0.9391061452513885,0.9581005586592178,90.0,,,,,,False,False,True,True,False,False,True,True,True,False,False
development,BULL,12-16,2023-11-20 12:00:00+00:00,2023-11-20 16:00:00+00:00,2023-11-20 14:30:00+00:00,37445.5,37070.1,375.40000000000146,10.0,True,HIGH_BREAK,True,37135.8,0.17501331912627627,0.9382716049382722,0.9987004548408246,90.0,,,,,,True,True,True,True,False,False,True,True,True,True,True
development,SIDEWAYS,16-20,2023-11-26 16:00:00+00:00,2023-11-26 20:00:00+00:00,2023-11-26 16:45:00+00:00,37669.8,37248.0,421.8000000000029,0.0,True,REBREAK_LOW,False,37260.0,0.028449502133712463,0.3661041819515803,0.983125458547301,195.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BEAR,04-08,2023-11-27 04:00:00+00:00,2023-11-27 08:00:00+00:00,2023-11-27 07:40:00+00:00,37560.0,37174.2,385.8000000000029,0.0,True,NO_BOUNDARY,True,37218.2,0.11404872991187058,0.7558528428093404,0.9799331103678599,20.0,0.2537584240539158,0.13970969414204523,0.0741316744427121,1.0,INTERNAL_UP,True,True,True,True,False,False,True,True,True,True,True
development,BULL,00-04,2023-12-02 00:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-02 00:35:00+00:00,38888.0,38622.3,265.6999999999971,0.0,True,NO_BOUNDARY,True,38644.6,0.08392924350769995,0.8209459459458388,1.0,205.0,0.5464809936018016,0.4625517500941016,0.4531426420775415,1.0,INTERNAL_UP,True,False,True,True,False,True,True,True,True,True,True
development,BULL,04-08,2023-12-06 04:00:00+00:00,2023-12-06 08:00:00+00:00,2023-12-06 06:15:00+00:00,44160.1,43569.2,590.9000000000015,0.0,True,REBREAK_LOW,False,43601.6,0.05483161279404531,0.5324909747292279,0.6534296028880826,105.0,,,,,,True,False,False,True,False,False,False,False,False,False,False
development,BULL,20-00,2023-12-09 20:00:00+00:00,2023-12-10 00:00:00+00:00,2023-12-09 20:40:00+00:00,44131.0,43903.6,227.40000000000146,0.0,True,REBREAK_LOW,False,43955.5,0.22823218997361971,0.7717842323651544,0.7717842323651544,200.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BEAR,16-20,2023-12-11 16:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 16:25:00+00:00,42398.3,41682.2,716.1000000000058,5.0,True,REBREAK_LOW,False,41717.5,0.049294791230278766,0.9699346405228854,0.9983660130718954,215.0,,,,,,False,False,True,True,False,True,True,True,True,True,False
development,BEAR,16-20,2023-12-12 16:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 18:15:00+00:00,42085.9,41171.2,914.7000000000044,45.0,True,REBREAK_LOW,False,41183.6,0.013556357275611016,0.6981345392877274,0.8055398530243009,105.0,,,,,,False,False,True,False,True,False,True,True,True,True,True
development,BEAR,08-12,2023-12-16 08:00:00+00:00,2023-12-16 12:00:00+00:00,2023-12-16 08:50:00+00:00,42380.9,42162.1,218.8000000000029,0.0,True,NO_BOUNDARY,True,42195.6,0.15310786106032703,0.9545454545453794,1.0,190.0,0.8583180987202944,0.7052102376599674,0.7787934186471627,0.905516431924892,INTERNAL_UP,True,True,True,True,False,True,True,False,True,True,True
development,BEAR,04-08,2023-12-17 04:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 06:00:00+00:00,42322.2,41880.0,442.1999999999971,0.0,True,REBREAK_LOW,False,41919.0,0.08819538670284997,0.6365475387727553,0.9831422791638573,120.0,,,,,,True,False,True,True,False,True,True,True,True,True,False
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,0.0,True,REBREAK_LOW,False,42963.6,0.0047746941211535415,0.23984526112189852,0.8278529980657262,200.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,0.0,True,NO_BOUNDARY,True,43407.7,0.06469500924214343,0.8336673346692852,0.8757515030059282,190.0,0.6039081066807545,0.5392130974386111,0.9611829944547025,0.560989010989023,INTERNAL_UP,True,False,True,True,False,True,True,True,True,True,True
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,0.0,True,REBREAK_LOW,False,42326.7,0.11844880739899344,0.5614583333333106,0.8786458333333181,210.0,,,,,,True,True,True,True,False,True,True,True,True,True,False
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,170.0,True,REBREAK_LOW,False,41967.3,0.029771615008168828,0.5024691358025231,0.5024691358025231,45.0,,,,,,False,False,False,False,True,False,False,False,False,False,False
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,0.0,True,REBREAK_LOW,False,42320.0,0.10986964618250267,0.6459770114942194,0.8574712643677994,190.0,,,,,,True,True,True,True,False,True,True,True,True,True,False
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,0.0,True,NO_BOUNDARY,True,42272.6,0.004626334519570364,0.16975308641976453,0.9984567901234791,120.0,0.45729537366548045,0.45266903914591006,0.39377224199288774,1.0,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,0.0,True,REBREAK_LOW,False,46683.0,0.029432253570186914,0.9909173478655768,0.9909173478655768,195.0,,,,,,False,False,True,True,False,True,False,False,False,False,False
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,5.0,True,REBREAK_LOW,False,46092.8,0.013658755038070203,0.7472707423580984,0.756004366812239,145.0,,,,,,False,False,True,True,False,True,True,True,True,True,False
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,0.0,True,REBREAK_LOW,False,45960.4,0.09365654021722085,0.5943238731218918,0.6711185308848039,180.0,,,,,,True,False,False,True,False,True,True,False,True,True,True
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,0.0,True,NO_BOUNDARY,True,42673.2,0.1804416403785397,0.6561656165616123,0.7677767776777386,225.0,0.20504731861198738,0.024605678233447666,0.7457413249211402,0.03299492385788013,FLAT_CHOP_LIKE,True,True,True,True,False,True,True,True,True,True,True
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,0.0,True,REBREAK_LOW,False,41534.5,0.006597690808219292,0.6066945606694807,0.7336122733612368,195.0,,,,,,False,False,False,True,False,True,True,True,False,False,False
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,0.0,True,REBREAK_LOW,False,39666.6,0.01899592944368239,0.3846815834767488,0.8657487091222122,210.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,0.0,True,NO_BOUNDARY,True,39910.3,0.09163290962425714,0.6026038437694172,0.9665220086795144,95.0,0.2821623131722302,0.19052940354797304,0.3802207012152487,0.5011021307861706,INTERNAL_UP,True,False,True,True,False,False,True,True,True,True,True
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,25.0,True,REBREAK_LOW,False,41684.3,0.010322047894302354,0.5062656641605843,0.827067669173053,10.0,,,,,,False,False,True,False,False,False,False,False,False,False,False
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,5.0,True,REBREAK_LOW,False,42617.3,0.16414634146342172,1.0,1.0,70.0,,,,,,True,True,True,True,False,False,False,False,False,False,False
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,0.0,True,REBREAK_LOW,False,47164.5,0.048392857142854545,0.7923832923832782,0.9987714987715167,20.0,,,,,,False,False,True,True,False,False,True,False,True,False,False
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,10.0,True,REBREAK_LOW,False,49743.9,0.14538341158059695,0.324132043255552,0.43056346044394506,125.0,,,,,,True,True,False,True,False,True,False,False,False,False,False
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,0.0,True,NO_BOUNDARY,True,51359.9,0.07255639097744543,0.7491479209270868,0.9536468984322033,35.0,0.5081453634085213,0.43558897243107586,0.39373433583959533,1.0,INTERNAL_UP,True,False,True,True,False,False,True,True,True,True,True
development,BULL,08-12,2024-02-16 08:00:00+00:00,2024-02-16 12:00:00+00:00,2024-02-16 09:15:00+00:00,52372.6,51758.0,614.5999999999985,0.0,True,NO_BOUNDARY,True,51775.5,0.02847380410022786,0.43441704035874085,0.9181614349775873,165.0,0.7860397006182878,0.75756589651806,0.901724698991223,0.8401299169974646,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
development,BULL,04-08,2024-02-17 04:00:00+00:00,2024-02-17 08:00:00+00:00,2024-02-17 05:40:00+00:00,52192.8,51870.0,322.8000000000029,0.0,True,NO_BOUNDARY,True,51893.2,0.07187112763319975,0.5150784077201006,0.5162846803376946,140.0,0.1979553903345752,0.12608426270137546,0.2481412639405137,0.5081148564295269,INTERNAL_UP,True,False,False,True,False,True,True,True,True,True,True
development,BULL,00-04,2024-02-18 00:00:00+00:00,2024-02-18 04:00:00+00:00,2024-02-18 03:05:00+00:00,52109.0,51331.0,778.0,10.0,True,REBREAK_LOW,False,51346.0,0.019280205655526992,0.6009174311926917,0.795107033639126,55.0,,,,,,False,False,True,True,False,False,True,False,True,False,False
development,BULL,04-08,2024-02-21 04:00:00+00:00,2024-02-21 08:00:00+00:00,2024-02-21 05:05:00+00:00,52402.3,52021.0,381.3000000000029,40.0,True,REBREAK_LOW,False,52072.8,0.13585103592972073,0.9225053078556703,0.9235668789809203,175.0,,,,,,True,True,True,False,True,True,True,True,True,True,False
development,BEAR,16-20,2024-02-23 16:00:00+00:00,2024-02-23 20:00:00+00:00,2024-02-23 16:25:00+00:00,51372.3,50804.4,567.9000000000015,5.0,True,NO_BOUNDARY,True,50890.0,0.15073076245817632,0.6503294892915962,0.9242174629324497,215.0,0.5751012502201052,0.4243704877619288,0.583377355168167,0.7274373679444548,INTERNAL_UP,True,True,True,True,False,True,True,True,True,True,True
development,SIDEWAYS,00-04,2024-02-25 00:00:00+00:00,2024-02-25 04:00:00+00:00,2024-02-25 01:20:00+00:00,51712.5,51474.4,238.09999999999854,0.0,True,HIGH_BREAK,True,51479.5,0.02141957160856185,0.1841359773370953,0.39660056657220527,160.0,,,,,,False,False,False,True,False,True,True,True,True,True,True
development,BULL,08-12,2024-03-02 08:00:00+00:00,2024-03-02 12:00:00+00:00,2024-03-02 09:45:00+00:00,62380.0,61820.0,560.0,0.0,True,NO_BOUNDARY,True,61832.7,0.022678571428566233,0.23361823361821335,0.8357075023741459,135.0,0.14285714285714285,0.12017857142857663,0.3669642857142857,0.32749391727495336,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
development,BULL,16-20,2024-03-09 16:00:00+00:00,2024-03-09 20:00:00+00:00,2024-03-09 17:25:00+00:00,68580.0,68125.4,454.6000000000058,5.0,True,NO_BOUNDARY,True,68131.9,0.01429828420589511,0.32920536635702885,0.4324045407636398,155.0,0.2850857897052445,0.27078750549934943,0.5224373075230906,0.5183157894737087,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
