candidate,eligible,eligible_rate,h2,h2_rate,non_h2,winner_capture,median_leave_entry_min,median_entry_h2_min,median_entry_depth_R,median_mae_R,p75_mae_R
E2_F95_RECLAIM,21,0.21649484536082475,20,0.9523809523809523,1,0.2631578947368421,15.0,5.0,0.03577235772358148,0.0,0.09927536231883712
E3_F90_RECLAIM,36,0.3711340206185567,33,0.9166666666666666,3,0.4342105263157895,12.5,10.0,0.07799985170803023,0.11370935341308028,0.20486108349308063
E4_F85_RECLAIM,38,0.3917525773195876,31,0.8157894736842105,7,0.40789473684210525,15.0,15.0,0.11386395099184615,0.2100589156983248,0.35276500312269576
E0_NEXT_OPEN,97,1.0,76,0.7835051546391752,21,1.0,0.0,15.0,0.12971014492753402,0.24954792043399424,0.6461611826418698
E1_FIRST_BULL_CLOSE,66,0.6804123711340206,48,0.7272727272727273,18,0.631578947368421,10.0,20.0,0.17621826670558008,0.3416322943686164,0.7781266352694957
E5_MICRO_HL_BULL,50,0.5154639175257731,33,0.66,17,0.4342105263157895,15.0,20.0,0.24678652215397112,0.348826257064199,0.815893145446294
