role,partition,ref_min,hour,parent_n,parent_wr,parent_pf,parent_expectancy,parent_net,parent_pf_5bps,parent_expectancy_5bps,parent_net_5bps,recovery_n,recovery_wr,recovery_pf,recovery_expectancy,recovery_net,recovery_wr_5bps,recovery_pf_5bps,recovery_expectancy_5bps,recovery_net_5bps,recovery_rescue_rate,recovery_rescue_rate_5bps,recovery_combined_pf,recovery_combined_expectancy,recovery_combined_net,recovery_combined_pf_5bps,recovery_combined_expectancy_5bps,recovery_combined_net_5bps,recovery_represented_parent_loss,recovery_overlay_pf,recovery_overlay_net,recovery_overlay_pf_5bps,recovery_overlay_net_5bps,episode_wr,episode_pf,episode_net,episode_gross_loss,episode_wr_5bps,episode_pf_5bps,episode_net_5bps,episode_gross_loss_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps
CENTRAL,development,420,3,609,0.39408866995073893,1.2114217590762149,0.4621871676182687,281.47198507952567,1.0907055866366002,0.2121871676182687,129.22198507952564,239,0.2175732217573222,0.7897730929409185,-0.39575224062740655,-94.58478550995017,0.2175732217573222,0.689259405153749,-0.6457522406274065,-154.33478550995017,0.19665271966527198,0.19246861924686193,0.36527813148154203,-1.9340768326588893,-462.24436300547455,0.29451225317276647,-2.434076832658889,-581.7443630054745,367.6595774955244,1.1049193114565086,186.8871995695755,0.9869292564813138,-25.112800430424528,0.47126436781609193,1.1104578280535322,186.88719956957553,1691.9325942114547,0.45648604269293924,0.9862155438315978,-25.112800430424514,1821.8201809071147,6,1,1,False,41,-42.89696987996794,-53.14696987996793,32,-19.94127496463494,-27.94127496463494,36,13.443258404511656,4.443258404511659,39,-33.092476774823695,-42.842476774823695,48,-11.52732189431066,-23.527321894310663,43,-0.5700004007245765,-11.320000400724577
