partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,entry_fraction,entry_px,filled,fill_ts,terminal_type,terminal_ts,minutes_reclaim_to_fill,minutes_fill_to_rebreak
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,0.1,20030.510000000002,True,2022-09-15 13:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-15 14:35:00+00:00,0.0,50.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,0.15,20040.665,True,2022-09-15 13:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-15 14:35:00+00:00,0.0,50.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,0.25,20060.975,True,2022-09-15 13:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-15 14:35:00+00:00,0.0,50.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,0.5,20111.75,True,2022-09-15 13:50:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-15 14:35:00+00:00,5.0,45.0
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,0.05,19654.815,True,2022-09-15 23:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-09-16 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,0.1,19669.63,True,2022-09-15 23:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-09-16 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,0.15,19684.445,True,2022-09-15 23:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-09-16 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,0.25,19714.075,True,2022-09-15 23:20:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-09-16 00:00:00+00:00,5.0,
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,0.5,19788.15,False,,NO_FILL_BEFORE_BLOCK_END,2022-09-16 00:00:00+00:00,,
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,0.05,19722.6,True,2022-09-18 16:25:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-18 16:40:00+00:00,0.0,15.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,0.1,19738.2,True,2022-09-18 16:25:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-18 16:40:00+00:00,0.0,15.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,0.15,19753.8,False,,LOW_BREAK_BEFORE_FILL,2022-09-18 16:40:00+00:00,,
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,0.25,19785.0,False,,LOW_BREAK_BEFORE_FILL,2022-09-18 16:40:00+00:00,,
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,0.5,19863.0,False,,LOW_BREAK_BEFORE_FILL,2022-09-18 16:40:00+00:00,,
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,0.05,19421.915,True,2022-09-20 01:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-20 03:20:00+00:00,0.0,110.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,0.1,19435.83,True,2022-09-20 01:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-20 03:20:00+00:00,0.0,110.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,0.15,19449.745,True,2022-09-20 01:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-20 03:20:00+00:00,0.0,110.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,0.25,19477.575,True,2022-09-20 02:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-09-20 03:20:00+00:00,60.0,50.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,0.5,19547.15,False,,LOW_BREAK_BEFORE_FILL,2022-09-20 03:20:00+00:00,,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,0.05,18623.325,True,2022-09-28 09:30:00+00:00,HIGH_BREAK_AFTER_FILL,2022-09-28 10:20:00+00:00,0.0,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,0.1,18636.35,True,2022-09-28 09:30:00+00:00,HIGH_BREAK_AFTER_FILL,2022-09-28 10:20:00+00:00,0.0,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,0.15,18649.375,True,2022-09-28 09:30:00+00:00,HIGH_BREAK_AFTER_FILL,2022-09-28 10:20:00+00:00,0.0,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,0.25,18675.425,True,2022-09-28 09:30:00+00:00,HIGH_BREAK_AFTER_FILL,2022-09-28 10:20:00+00:00,0.0,
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,0.5,18740.55,True,2022-09-28 10:00:00+00:00,HIGH_BREAK_AFTER_FILL,2022-09-28 10:20:00+00:00,30.0,
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,0.05,19222.37,True,2022-10-02 11:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-02 11:40:00+00:00,0.0,10.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,0.1,19231.14,True,2022-10-02 11:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-02 11:40:00+00:00,0.0,10.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,0.15,19239.91,True,2022-10-02 11:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-02 11:40:00+00:00,0.0,10.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,0.25,19257.449999999997,True,2022-10-02 11:30:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-02 11:40:00+00:00,0.0,10.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,0.5,19301.3,False,,LOW_BREAK_BEFORE_FILL,2022-10-02 11:40:00+00:00,,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,0.05,19446.01,True,2022-10-08 14:35:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-08 16:00:00+00:00,0.0,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,0.1,19450.92,True,2022-10-08 14:35:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-08 16:00:00+00:00,0.0,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,0.15,19455.829999999998,True,2022-10-08 14:35:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-08 16:00:00+00:00,0.0,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,0.25,19465.649999999998,True,2022-10-08 14:35:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-08 16:00:00+00:00,0.0,
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,0.5,19490.199999999997,True,2022-10-08 14:45:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-08 16:00:00+00:00,10.0,
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,0.05,19112.775,True,2022-10-10 22:20:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-11 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,0.1,19125.55,True,2022-10-10 22:20:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-11 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,0.15,19138.325,True,2022-10-10 22:20:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-11 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,0.25,19163.875,True,2022-10-10 22:30:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-10-11 00:00:00+00:00,10.0,
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,0.5,19227.75,False,,NO_FILL_BEFORE_BLOCK_END,2022-10-11 00:00:00+00:00,,
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,0.05,19013.995,True,2022-10-11 00:20:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-11 00:25:00+00:00,0.0,5.0
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,0.1,19027.99,False,,LOW_BREAK_BEFORE_FILL,2022-10-11 00:25:00+00:00,,
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,0.15,19041.985,False,,LOW_BREAK_BEFORE_FILL,2022-10-11 00:25:00+00:00,,
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,0.25,19069.975,False,,LOW_BREAK_BEFORE_FILL,2022-10-11 00:25:00+00:00,,
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,0.5,19139.95,False,,LOW_BREAK_BEFORE_FILL,2022-10-11 00:25:00+00:00,,
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,0.05,19086.735,True,2022-10-12 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-12 12:55:00+00:00,0.0,10.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,0.1,19092.17,True,2022-10-12 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-12 12:55:00+00:00,0.0,10.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,0.15,19097.605,True,2022-10-12 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-12 12:55:00+00:00,0.0,10.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,0.25,19108.475,True,2022-10-12 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-12 12:55:00+00:00,0.0,10.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,0.5,19135.65,False,,LOW_BREAK_BEFORE_FILL,2022-10-12 12:55:00+00:00,,
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,0.05,19140.47,True,2022-10-19 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-19 13:10:00+00:00,0.0,25.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,0.1,19147.54,True,2022-10-19 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-19 13:10:00+00:00,0.0,25.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,0.15,19154.61,True,2022-10-19 12:45:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-19 13:10:00+00:00,0.0,25.0
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,0.25,19168.75,False,,LOW_BREAK_BEFORE_FILL,2022-10-19 13:10:00+00:00,,
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,0.5,19204.1,False,,LOW_BREAK_BEFORE_FILL,2022-10-19 13:10:00+00:00,,
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,0.05,18986.845,True,2022-10-21 08:50:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-21 08:55:00+00:00,0.0,5.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,0.1,18991.49,True,2022-10-21 08:50:00+00:00,REBREAK_LOW_AFTER_FILL,2022-10-21 08:55:00+00:00,0.0,5.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,0.15,18996.135000000002,False,,LOW_BREAK_BEFORE_FILL,2022-10-21 08:55:00+00:00,,
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,0.25,19005.425,False,,LOW_BREAK_BEFORE_FILL,2022-10-21 08:55:00+00:00,,
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,0.5,19028.65,False,,LOW_BREAK_BEFORE_FILL,2022-10-21 08:55:00+00:00,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,0.05,20754.785,False,,LOW_BREAK_BEFORE_FILL,2022-10-29 23:05:00+00:00,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,0.1,20766.370000000003,False,,LOW_BREAK_BEFORE_FILL,2022-10-29 23:05:00+00:00,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,0.15,20777.955,False,,LOW_BREAK_BEFORE_FILL,2022-10-29 23:05:00+00:00,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,0.25,20801.125,False,,LOW_BREAK_BEFORE_FILL,2022-10-29 23:05:00+00:00,,
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,0.5,20859.050000000003,False,,LOW_BREAK_BEFORE_FILL,2022-10-29 23:05:00+00:00,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,0.05,20615.295,False,,LOW_BREAK_BEFORE_FILL,2022-10-30 17:15:00+00:00,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,0.1,20623.489999999998,False,,LOW_BREAK_BEFORE_FILL,2022-10-30 17:15:00+00:00,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,0.15,20631.684999999998,False,,LOW_BREAK_BEFORE_FILL,2022-10-30 17:15:00+00:00,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,0.25,20648.074999999997,False,,LOW_BREAK_BEFORE_FILL,2022-10-30 17:15:00+00:00,,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,0.5,20689.05,False,,LOW_BREAK_BEFORE_FILL,2022-10-30 17:15:00+00:00,,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,0.05,20423.15,True,2022-11-02 00:15:00+00:00,HIGH_BREAK_AFTER_FILL,2022-11-02 00:50:00+00:00,0.0,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,0.1,20426.9,True,2022-11-02 00:15:00+00:00,HIGH_BREAK_AFTER_FILL,2022-11-02 00:50:00+00:00,0.0,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,0.15,20430.65,True,2022-11-02 00:15:00+00:00,HIGH_BREAK_AFTER_FILL,2022-11-02 00:50:00+00:00,0.0,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,0.25,20438.15,True,2022-11-02 00:15:00+00:00,HIGH_BREAK_AFTER_FILL,2022-11-02 00:50:00+00:00,0.0,
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,0.5,20456.9,True,2022-11-02 00:15:00+00:00,HIGH_BREAK_AFTER_FILL,2022-11-02 00:50:00+00:00,0.0,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,0.05,20134.8,True,2022-11-02 21:35:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-02 22:45:00+00:00,0.0,70.0
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,0.1,20169.6,False,,LOW_BREAK_BEFORE_FILL,2022-11-02 22:45:00+00:00,,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,0.15,20204.4,False,,LOW_BREAK_BEFORE_FILL,2022-11-02 22:45:00+00:00,,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,0.25,20274.0,False,,LOW_BREAK_BEFORE_FILL,2022-11-02 22:45:00+00:00,,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,0.5,20448.0,False,,LOW_BREAK_BEFORE_FILL,2022-11-02 22:45:00+00:00,,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,0.05,20175.98,True,2022-11-03 23:25:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-11-04 00:00:00+00:00,0.0,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,0.1,20182.760000000002,True,2022-11-03 23:30:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-11-04 00:00:00+00:00,5.0,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,0.15,20189.54,True,2022-11-03 23:35:00+00:00,NO_BOUNDARY_AFTER_FILL,2022-11-04 00:00:00+00:00,10.0,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,0.25,20203.1,False,,NO_FILL_BEFORE_BLOCK_END,2022-11-04 00:00:00+00:00,,
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,0.5,20237.0,False,,NO_FILL_BEFORE_BLOCK_END,2022-11-04 00:00:00+00:00,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,0.05,21234.305,False,,LOW_BREAK_BEFORE_FILL,2022-11-06 02:10:00+00:00,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,0.1,21241.61,False,,LOW_BREAK_BEFORE_FILL,2022-11-06 02:10:00+00:00,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,0.15,21248.915,False,,LOW_BREAK_BEFORE_FILL,2022-11-06 02:10:00+00:00,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,0.25,21263.525,False,,LOW_BREAK_BEFORE_FILL,2022-11-06 02:10:00+00:00,,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,0.5,21300.05,False,,LOW_BREAK_BEFORE_FILL,2022-11-06 02:10:00+00:00,,
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,0.05,20653.8,True,2022-11-07 22:10:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-07 22:20:00+00:00,0.0,10.0
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,0.1,20666.0,True,2022-11-07 22:15:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-07 22:20:00+00:00,5.0,5.0
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,0.15,20678.199999999997,False,,LOW_BREAK_BEFORE_FILL,2022-11-07 22:20:00+00:00,,
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,0.25,20702.6,False,,LOW_BREAK_BEFORE_FILL,2022-11-07 22:20:00+00:00,,
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,0.5,20763.6,False,,LOW_BREAK_BEFORE_FILL,2022-11-07 22:20:00+00:00,,
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,0.05,19571.385,True,2022-11-08 14:05:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-08 14:10:00+00:00,0.0,5.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,0.1,19582.77,True,2022-11-08 14:05:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-08 14:10:00+00:00,0.0,5.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,0.15,19594.155,True,2022-11-08 14:05:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-08 14:10:00+00:00,0.0,5.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,0.25,19616.925,True,2022-11-08 14:05:00+00:00,REBREAK_LOW_AFTER_FILL,2022-11-08 14:10:00+00:00,0.0,5.0
