trades_n,gross_mean_r,gross_pf,funding_records,crossing_funding_trades,crossing_funding_share,total_funding_events,funding_mean_r_all,funding_total_r,funding_adjusted_mean_r_before_trading_cost,funding_adjusted_pf_before_trading_cost,snapshot_time_utc,snapshot_bid,snapshot_ask,snapshot_full_spread_bps,snapshot_top_bid_notional_usd,snapshot_top_ask_notional_usd,snapshot_buy_500_depth_slippage_bps,snapshot_sell_500_depth_slippage_bps,reference_taker_taker_fee_bps,reference_fee_plus_snapshot_spread_bps,reference_fee_plus_snapshot_spread_mean_r,reference_fee_plus_snapshot_spread_pf,repo_existing_total_cost_bps,repo_15bps_mean_r_with_funding,repo_15bps_pf_with_funding,pf_1_10_cost_ceiling_bps,breakeven_cost_ceiling_bps,extra_budget_after_fee_plus_spread_to_pf_1_10_bps,extra_budget_after_fee_plus_spread_to_breakeven_bps,extra_budget_after_repo_15bps_to_pf_1_10_bps,extra_budget_after_repo_15bps_to_breakeven_bps
279,0.17078856508686716,1.4702289843918555,6623,112,0.4014336917562724,132,-0.001019412564706069,-0.28441610555299324,0.16976915252216107,1.4660443621115087,2026-09-21 10:36:42.975000+00:00,115.57,115.58,0.8652390222803475,125847.6401,34123.8392,0.0,1.2296318002251453e-12,10.0,10.865239022280347,0.09919888914295498,1.2513140423208622,15.0,0.07234341264497918,1.1779174676771633,19.68,26.14,8.814760977719653,15.274760977719653,4.68,11.14
