track,anchor_hour,or_min,trigger,geom,entry_ts,side,net_ret,reason,ref_t,trigger_ts,body_ratio,extension,ref_hour
H4,20,240,CLASSIC,,2023-02-23 04:00:00+00:00,LONG,-0.02112011593704871,SL,2023-02-22 20:00:00+00:00,2023-02-23 00:00:00+00:00,0.5771670190274841,0.48936613844871024,20
H4,20,240,CLASSIC,,2023-02-26 04:00:00+00:00,LONG,0.0001334939530553427,TIME,2023-02-25 20:00:00+00:00,2023-02-26 00:00:00+00:00,0.2877846790890183,0.05398025624868894,20
H4,20,240,CLASSIC,,2023-03-01 04:00:00+00:00,LONG,0.00540093719592344,TP,2023-02-28 20:00:00+00:00,2023-03-01 00:00:00+00:00,0.6292205085452236,0.30364873222015043,20
H4,20,240,CLASSIC,,2023-03-03 04:00:00+00:00,SHORT,-0.00991910841731508,SL,2023-03-02 20:00:00+00:00,2023-03-03 00:00:00+00:00,0.7259193843436572,5.675718849840285,20
H4,20,240,CLASSIC,,2023-03-05 04:00:00+00:00,LONG,0.003215252388912239,TP,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00,0.08082508945485492,0.07440758293839207,20
H4,20,240,CLASSIC,,2023-03-07 04:00:00+00:00,LONG,-0.0072730599444966165,SL,2023-03-06 20:00:00+00:00,2023-03-07 00:00:00+00:00,0.279870828848225,0.08950617283949595,20
H4,20,240,CLASSIC,,2023-03-11 04:00:00+00:00,LONG,-0.021003172025336914,SL,2023-03-10 20:00:00+00:00,2023-03-11 00:00:00+00:00,0.43823903947607995,0.37408805031446724,20
H4,20,240,CLASSIC,,2023-03-13 04:00:00+00:00,LONG,0.03074761270464138,TP,2023-03-12 20:00:00+00:00,2023-03-13 00:00:00+00:00,0.3173854447439353,0.02630477253698068,20
H4,20,240,CLASSIC,,2023-03-14 04:00:00+00:00,LONG,0.006996753473147934,TP,2023-03-13 20:00:00+00:00,2023-03-14 00:00:00+00:00,0.5036750483559023,0.07216992517499761,20
H4,20,240,CLASSIC,,2023-03-17 04:00:00+00:00,LONG,0.008110048933057725,TP,2023-03-16 20:00:00+00:00,2023-03-17 00:00:00+00:00,0.7632197414806119,1.3569553805774341,20
H4,20,240,CLASSIC,,2023-03-20 04:00:00+00:00,SHORT,-0.026242978913817605,SL,2023-03-19 20:00:00+00:00,2023-03-20 00:00:00+00:00,0.7456329523398737,0.6790690779721363,20
H4,20,240,CLASSIC,,2023-04-03 04:00:00+00:00,SHORT,-0.014925577094321461,SL,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00,0.6837938277589307,0.23388829215897608,20
H4,20,240,CLASSIC,,2023-04-05 04:00:00+00:00,LONG,-0.00985783446231264,SL,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00,0.5334640156818813,0.9899371069182329,20
H4,20,240,CLASSIC,,2023-04-08 04:00:00+00:00,LONG,0.0012154992340898687,TP,2023-04-07 20:00:00+00:00,2023-04-08 00:00:00+00:00,0.5241128298453103,0.20315581854044543,20
H4,20,240,CLASSIC,,2023-04-09 04:00:00+00:00,LONG,-0.005451891874524604,SL,2023-04-08 20:00:00+00:00,2023-04-09 00:00:00+00:00,0.511150234741782,0.3152664859982148,20
H4,20,240,CLASSIC,,2023-04-11 04:00:00+00:00,LONG,0.0009480414007979067,TIME,2023-04-10 20:00:00+00:00,2023-04-11 00:00:00+00:00,0.5263330062152454,0.3398976982097177,20
H4,20,240,CLASSIC,,2023-04-13 04:00:00+00:00,LONG,0.0019617329624848647,TP,2023-04-12 20:00:00+00:00,2023-04-13 00:00:00+00:00,0.4209554581121581,0.4195098510331566,20
H4,20,240,CLASSIC,,2023-04-14 04:00:00+00:00,LONG,0.0017622333751568533,TP,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00,0.48995433789954007,1.4955044955044792,20
H4,20,240,CLASSIC,,2023-04-17 04:00:00+00:00,SHORT,0.002320933375602742,TP,2023-04-16 20:00:00+00:00,2023-04-17 00:00:00+00:00,0.5395246923984442,0.8925764192139801,20
H4,20,240,CLASSIC,,2023-04-23 04:00:00+00:00,SHORT,0.004551871106399709,TP,2023-04-22 20:00:00+00:00,2023-04-23 00:00:00+00:00,0.6282973621103117,0.028194361127767777,20
H4,20,240,CLASSIC,,2023-04-24 04:00:00+00:00,LONG,-0.010654034722697157,SL,2023-04-23 20:00:00+00:00,2023-04-24 00:00:00+00:00,0.34593220338982805,0.5403067243413364,20
H4,20,240,CLASSIC,,2023-04-27 04:00:00+00:00,LONG,0.007507293102373693,TIME,2023-04-26 20:00:00+00:00,2023-04-27 00:00:00+00:00,0.4311473939176444,0.09646197109410774,20
H4,20,240,CLASSIC,,2023-05-01 04:00:00+00:00,SHORT,0.004204907236141477,TP,2023-04-30 20:00:00+00:00,2023-05-01 00:00:00+00:00,0.6825188916876589,1.841264967761742,20
H4,20,240,CLASSIC,,2023-05-03 04:00:00+00:00,SHORT,-0.00919676027433297,SL,2023-05-02 20:00:00+00:00,2023-05-03 00:00:00+00:00,0.42214145932345887,0.4339106654512145,20
H4,20,240,CLASSIC,,2023-05-05 04:00:00+00:00,LONG,-0.007739079042039241,SL,2023-05-04 20:00:00+00:00,2023-05-05 00:00:00+00:00,0.48249131248329274,1.503020318506331,20
H4,20,240,CLASSIC,,2023-05-06 04:00:00+00:00,SHORT,0.0020762942779291595,TP,2023-05-05 20:00:00+00:00,2023-05-06 00:00:00+00:00,0.2601980198019831,0.3804761904761974,20
H4,20,240,CLASSIC,,2023-05-08 04:00:00+00:00,SHORT,0.00874723198796651,TP,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00,0.3706372078130012,0.315042409555132,20
H4,20,240,CLASSIC,,2023-05-12 04:00:00+00:00,SHORT,0.0034577229470134654,TP,2023-05-11 20:00:00+00:00,2023-05-12 00:00:00+00:00,0.6636521739130473,0.8064516129032258,20
H4,20,240,CLASSIC,,2023-05-15 04:00:00+00:00,LONG,0.000715575902764666,TP,2023-05-14 20:00:00+00:00,2023-05-15 00:00:00+00:00,0.5378036264112189,2.2313432835820373,20
H4,20,240,CLASSIC,,2023-05-17 04:00:00+00:00,LONG,-0.0075993416407598696,SL,2023-05-16 20:00:00+00:00,2023-05-17 00:00:00+00:00,0.10193452380951597,0.035757575757562526,20
H4,20,240,CLASSIC,,2023-05-21 04:00:00+00:00,LONG,-0.008019082395900932,SL,2023-05-20 20:00:00+00:00,2023-05-21 00:00:00+00:00,0.3231092436974851,0.20666290231506546,20
H4,20,240,CLASSIC,,2023-05-22 04:00:00+00:00,SHORT,-0.011748632577136929,SL,2023-05-21 20:00:00+00:00,2023-05-22 00:00:00+00:00,0.3491189427312703,0.015750915750913086,20
