track,anchor_hour,or_min,trigger,geom,entry_ts,side,net_ret,reason,ref_t,trigger_ts,body_ratio,extension,ref_hour
H4,20,240,CLASSIC,,2024-02-06 04:00:00+00:00,LONG,0.004079046413837219,TP,2024-02-05 20:00:00+00:00,2024-02-06 00:00:00+00:00,0.3590348806713953,0.08516426030551212,20
H4,20,240,CLASSIC,,2024-02-07 04:00:00+00:00,SHORT,-0.008794936552049824,SL,2024-02-06 20:00:00+00:00,2024-02-07 00:00:00+00:00,0.711436809226335,0.6959307914129863,20
H4,20,240,CLASSIC,,2024-02-08 04:00:00+00:00,LONG,0.007393056475793637,TP,2024-02-07 20:00:00+00:00,2024-02-08 00:00:00+00:00,0.40405488429243785,0.17123374163404256,20
H4,20,240,CLASSIC,,2024-02-09 04:00:00+00:00,LONG,0.0028434354402613895,TP,2024-02-08 20:00:00+00:00,2024-02-09 00:00:00+00:00,0.6340647687413346,1.11625,20
H4,20,240,CLASSIC,,2024-02-11 04:00:00+00:00,LONG,-0.009266253895493458,TIME,2024-02-10 20:00:00+00:00,2024-02-11 00:00:00+00:00,0.7601744186046512,0.4351003055666285,20
H4,20,240,CLASSIC,,2024-02-15 04:00:00+00:00,LONG,-0.009932623964535923,SL,2024-02-14 20:00:00+00:00,2024-02-15 00:00:00+00:00,0.6662677994495633,1.0305637310391835,20
H4,20,240,CLASSIC,,2024-02-16 04:00:00+00:00,LONG,-0.009156309142837436,TIME,2024-02-15 20:00:00+00:00,2024-02-16 00:00:00+00:00,0.7460116026105893,0.39206167904054534,20
H4,20,240,CLASSIC,,2024-02-20 04:00:00+00:00,SHORT,-0.00976603214955579,SL,2024-02-19 20:00:00+00:00,2024-02-20 00:00:00+00:00,0.3780690419051075,0.265119549929674,20
H4,20,240,CLASSIC,,2024-02-23 04:00:00+00:00,SHORT,0.002249281241076763,TIME,2024-02-22 20:00:00+00:00,2024-02-23 00:00:00+00:00,0.3192360163710844,0.07981878977456534,20
H4,20,240,CLASSIC,,2024-02-26 04:00:00+00:00,SHORT,0.0020729444667329524,TP,2024-02-25 20:00:00+00:00,2024-02-26 00:00:00+00:00,0.4066490002409142,0.231082180634676,20
H4,20,240,CLASSIC,,2024-02-27 04:00:00+00:00,LONG,0.004513651742506676,TP,2024-02-26 20:00:00+00:00,2024-02-27 00:00:00+00:00,0.38435312024353296,1.1665175909361905,20
H4,20,240,CLASSIC,,2024-03-04 04:00:00+00:00,LONG,0.00394597317549278,TP,2024-03-03 20:00:00+00:00,2024-03-04 00:00:00+00:00,0.16213678824578745,0.2789420436479254,20
H4,20,240,CLASSIC,,2024-03-10 04:00:00+00:00,LONG,0.00025485493006610757,TP,2024-03-09 20:00:00+00:00,2024-03-10 00:00:00+00:00,0.7840036985668134,2.92424866200073,20
H4,20,240,CLASSIC,,2024-03-12 04:00:00+00:00,SHORT,-0.014968055747398288,SL,2024-03-11 20:00:00+00:00,2024-03-12 00:00:00+00:00,0.3780487804878049,0.21889568009945332,20
H4,20,240,CLASSIC,,2024-03-13 04:00:00+00:00,LONG,0.005427905422827508,TP,2024-03-12 20:00:00+00:00,2024-03-13 00:00:00+00:00,0.693606755126663,0.5127563781890946,20
H4,20,240,CLASSIC,,2024-03-15 04:00:00+00:00,SHORT,0.01602629420209173,TP,2024-03-14 20:00:00+00:00,2024-03-15 00:00:00+00:00,0.5461737358516429,0.4706005265577369,20
H4,20,240,CLASSIC,,2024-03-19 04:00:00+00:00,SHORT,0.006607792459927321,TP,2024-03-18 20:00:00+00:00,2024-03-19 00:00:00+00:00,0.5264038959062536,0.9870919464970643,20
H4,20,240,CLASSIC,,2024-03-22 04:00:00+00:00,LONG,-0.0234622586635726,SL,2024-03-21 20:00:00+00:00,2024-03-22 00:00:00+00:00,0.4608486017357847,0.012276708738535686,20
H4,20,240,CLASSIC,,2024-03-27 04:00:00+00:00,LONG,-0.01495726891257315,SL,2024-03-26 20:00:00+00:00,2024-03-27 00:00:00+00:00,0.43992099198947376,0.08132911392405677,20
H4,20,240,CLASSIC,,2024-03-29 04:00:00+00:00,SHORT,0.0023706684616769404,TP,2024-03-28 20:00:00+00:00,2024-03-29 00:00:00+00:00,0.5406668744157156,0.18416712479384376,20
H4,20,240,CLASSIC,,2024-03-31 04:00:00+00:00,LONG,0.0012278871806448723,TP,2024-03-30 20:00:00+00:00,2024-03-31 00:00:00+00:00,0.5498214865303546,0.05709795704558079,20
H4,20,240,CLASSIC,,2024-04-01 04:00:00+00:00,SHORT,0.0040520169851379646,TP,2024-03-31 20:00:00+00:00,2024-04-01 00:00:00+00:00,0.8911249999999927,0.07762906309750692,20
H4,20,240,CLASSIC,,2024-04-02 04:00:00+00:00,SHORT,0.0029055437924539475,TP,2024-04-01 20:00:00+00:00,2024-04-02 00:00:00+00:00,0.7178574886242594,4.467517006802711,20
H4,20,240,CLASSIC,,2024-04-03 04:00:00+00:00,LONG,0.005471843953861301,TP,2024-04-02 20:00:00+00:00,2024-04-03 00:00:00+00:00,0.40710174828971357,0.11376921411559963,20
H4,20,240,CLASSIC,,2024-04-09 04:00:00+00:00,SHORT,0.0021782124784479064,TP,2024-04-08 20:00:00+00:00,2024-04-09 00:00:00+00:00,0.3685639800130358,0.4068216463414612,20
H4,20,240,CLASSIC,,2024-04-12 04:00:00+00:00,LONG,-0.01566780344143598,SL,2024-04-11 20:00:00+00:00,2024-04-12 00:00:00+00:00,0.9529698149951287,0.22645071542131365,20
H4,20,240,CLASSIC,,2024-04-18 04:00:00+00:00,LONG,-0.017679850726995572,SL,2024-04-17 20:00:00+00:00,2024-04-18 00:00:00+00:00,0.5398517145505085,0.2092976855546729,20
H4,20,240,CLASSIC,,2024-04-19 04:00:00+00:00,SHORT,-0.012710047103895615,SL,2024-04-18 20:00:00+00:00,2024-04-19 00:00:00+00:00,0.4318094604620228,1.9734219269103177,20
H4,20,240,CLASSIC,,2024-04-21 04:00:00+00:00,LONG,0.0023376325975375547,TP,2024-04-20 20:00:00+00:00,2024-04-21 00:00:00+00:00,0.21115322144017382,0.23644728945788507,20
H4,20,240,CLASSIC,,2024-04-22 04:00:00+00:00,LONG,0.005498591602908056,TP,2024-04-21 20:00:00+00:00,2024-04-22 00:00:00+00:00,0.4691199018705972,0.4738387903839926,20
H4,20,240,CLASSIC,,2024-04-24 04:00:00+00:00,LONG,0.0024978493913115365,TP,2024-04-23 20:00:00+00:00,2024-04-24 00:00:00+00:00,0.38174512055108645,0.2415477084898369,20
H4,20,240,CLASSIC,,2024-04-26 04:00:00+00:00,SHORT,0.005159457174997941,TP,2024-04-25 20:00:00+00:00,2024-04-26 00:00:00+00:00,0.14782176988954482,0.06264582361176452,20
H4,20,240,CLASSIC,,2024-04-27 04:00:00+00:00,SHORT,0.0020592381580784593,TP,2024-04-26 20:00:00+00:00,2024-04-27 00:00:00+00:00,0.44721407624633475,1.3400178253119375,20
H4,20,240,CLASSIC,,2024-04-28 04:00:00+00:00,LONG,-0.0080260298890919,SL,2024-04-27 20:00:00+00:00,2024-04-28 00:00:00+00:00,0.6123129910666262,1.0948275862069108,20
H4,20,240,CLASSIC,,2024-04-29 04:00:00+00:00,SHORT,0.00666657270570631,TP,2024-04-28 20:00:00+00:00,2024-04-29 00:00:00+00:00,0.6464071155496584,0.43278591798603394,20
H4,20,240,CLASSIC,,2024-05-03 04:00:00+00:00,LONG,0.0072362765317593464,TP,2024-05-02 20:00:00+00:00,2024-05-03 00:00:00+00:00,0.544663767146207,0.04851855403202462,20
H4,20,240,CLASSIC,,2024-05-05 04:00:00+00:00,SHORT,-0.012507786767241789,SL,2024-05-04 20:00:00+00:00,2024-05-05 00:00:00+00:00,0.4893092105263163,0.42152917505029375,20
H4,20,240,CLASSIC,,2024-05-14 04:00:00+00:00,SHORT,0.0023309575953177077,TP,2024-05-13 20:00:00+00:00,2024-05-14 00:00:00+00:00,0.6193244739756275,0.4569577935645586,20
H4,20,240,CLASSIC,,2024-05-15 04:00:00+00:00,LONG,0.001118566223967722,TP,2024-05-14 20:00:00+00:00,2024-05-15 00:00:00+00:00,0.5465610793371408,0.475794017884657,20
H4,20,240,CLASSIC,,2024-05-17 04:00:00+00:00,LONG,0.0020189510733830698,TP,2024-05-16 20:00:00+00:00,2024-05-17 00:00:00+00:00,0.41518762677484633,0.14133969217428285,20
H4,20,240,CLASSIC,,2024-05-19 04:00:00+00:00,LONG,0.0005407220879119503,TP,2024-05-18 20:00:00+00:00,2024-05-19 00:00:00+00:00,0.5289978678038504,0.35729927007297146,20
H4,20,240,CLASSIC,,2024-05-20 04:00:00+00:00,LONG,0.0020997779211618397,TP,2024-05-19 20:00:00+00:00,2024-05-20 00:00:00+00:00,0.5470189701897177,0.42746977907462397,20
H4,20,240,CLASSIC,,2024-05-28 04:00:00+00:00,SHORT,0.003922359335977789,TP,2024-05-27 20:00:00+00:00,2024-05-28 00:00:00+00:00,0.744914346895075,1.5467353020861656,20
H4,20,240,CLASSIC,,2024-05-29 04:00:00+00:00,LONG,-0.009455040515814304,SL,2024-05-28 20:00:00+00:00,2024-05-29 00:00:00+00:00,0.6199647162599433,0.27765607886090726,20
H4,20,240,CLASSIC,,2024-05-30 04:00:00+00:00,LONG,-0.01181163800692536,SL,2024-05-29 20:00:00+00:00,2024-05-30 00:00:00+00:00,0.6270212481624954,0.3895845190665933,20
H4,20,240,CLASSIC,,2024-06-03 04:00:00+00:00,LONG,0.0016584300053042469,TP,2024-06-02 20:00:00+00:00,2024-06-03 00:00:00+00:00,0.5226480836236959,0.9188063844552264,20
H4,20,240,CLASSIC,,2024-06-05 04:00:00+00:00,LONG,0.0025080851902977166,TP,2024-06-04 20:00:00+00:00,2024-06-05 00:00:00+00:00,0.44660194174757284,0.38253382533824437,20
H4,20,240,CLASSIC,,2024-06-07 04:00:00+00:00,LONG,0.0047372594069219915,TP,2024-06-06 20:00:00+00:00,2024-06-07 00:00:00+00:00,0.5577240241890944,0.05067148177405923,20
H4,20,240,CLASSIC,,2024-06-09 04:00:00+00:00,SHORT,-0.004227237308606467,SL,2024-06-08 20:00:00+00:00,2024-06-09 00:00:00+00:00,0.20176600441506243,0.1275132275132583,20
H4,20,240,CLASSIC,,2024-06-11 04:00:00+00:00,SHORT,0.0012317655924594675,TP,2024-06-10 20:00:00+00:00,2024-06-11 00:00:00+00:00,0.6323846109073956,2.373964180700287,20
H4,20,240,CLASSIC,,2024-06-17 04:00:00+00:00,SHORT,0.002483389703005824,TP,2024-06-16 20:00:00+00:00,2024-06-17 00:00:00+00:00,0.5673004753565215,0.44160030337502904,20
H4,20,240,CLASSIC,,2024-06-18 04:00:00+00:00,SHORT,0.003264421175137312,TP,2024-06-17 20:00:00+00:00,2024-06-18 00:00:00+00:00,0.5001253824163736,1.0376662926751201,20
H4,20,240,CLASSIC,,2024-06-19 04:00:00+00:00,LONG,-0.0088726233996666,TIME,2024-06-18 20:00:00+00:00,2024-06-19 00:00:00+00:00,0.2771407660404956,0.08582726700817853,20
H4,20,240,CLASSIC,,2024-06-20 04:00:00+00:00,LONG,0.002033059119651183,TP,2024-06-19 20:00:00+00:00,2024-06-20 00:00:00+00:00,0.3879295307866742,0.20764552562988323,20
H4,20,240,CLASSIC,,2024-06-21 04:00:00+00:00,SHORT,0.0010832358771213925,TP,2024-06-20 20:00:00+00:00,2024-06-21 00:00:00+00:00,0.5081441922563399,1.0735514860402284,20
H4,20,240,CLASSIC,,2024-06-23 04:00:00+00:00,LONG,-0.0029148379381571097,SL,2024-06-22 20:00:00+00:00,2024-06-23 00:00:00+00:00,0.5726923076923133,0.9001097694840978,20
H4,20,240,CLASSIC,,2024-06-24 04:00:00+00:00,SHORT,0.0064153405474219345,TP,2024-06-23 20:00:00+00:00,2024-06-24 00:00:00+00:00,0.49346314325452423,0.2993566546039447,20
H4,20,240,CLASSIC,,2024-06-25 04:00:00+00:00,LONG,0.0067404265632574085,TIME,2024-06-24 20:00:00+00:00,2024-06-25 00:00:00+00:00,0.7469861475102947,0.3791218718944776,20
H4,20,240,CLASSIC,,2024-06-28 04:00:00+00:00,LONG,-0.007261856220571792,SL,2024-06-27 20:00:00+00:00,2024-06-28 00:00:00+00:00,0.16208607051883794,0.30019657399607386,20
H4,20,240,CLASSIC,,2024-06-29 04:00:00+00:00,LONG,0.0020138248847925712,TP,2024-06-28 20:00:00+00:00,2024-06-29 00:00:00+00:00,0.5302616792422458,0.691100702576109,20
H4,20,240,CLASSIC,,2024-07-01 04:00:00+00:00,LONG,-0.006177016233945452,TIME,2024-06-30 20:00:00+00:00,2024-07-01 00:00:00+00:00,0.5252827140549297,0.29034874290348744,20
H4,20,240,CLASSIC,,2024-07-03 04:00:00+00:00,SHORT,0.0010055998845586735,TP,2024-07-02 20:00:00+00:00,2024-07-03 00:00:00+00:00,0.6792992491955678,2.903468586387458,20
H4,20,240,CLASSIC,,2024-07-04 04:00:00+00:00,SHORT,0.007489311654290511,TP,2024-07-03 20:00:00+00:00,2024-07-04 00:00:00+00:00,0.38615437867774266,0.19474774096385786,20
H4,20,240,CLASSIC,,2024-07-05 04:00:00+00:00,SHORT,0.01878445323437422,TP,2024-07-04 20:00:00+00:00,2024-07-05 00:00:00+00:00,0.7002791480249336,0.6006250000000006,20
H4,20,240,CLASSIC,,2024-07-08 04:00:00+00:00,SHORT,-0.03076912432032447,SL,2024-07-07 20:00:00+00:00,2024-07-08 00:00:00+00:00,0.3954667122273483,0.34167802701697886,20
H4,20,240,CLASSIC,,2024-07-09 04:00:00+00:00,LONG,0.00532190078667122,TP,2024-07-08 20:00:00+00:00,2024-07-09 00:00:00+00:00,0.4142439202779277,0.23665982555156534,20
H4,20,240,CLASSIC,,2024-07-12 04:00:00+00:00,SHORT,-0.009853314254776034,SL,2024-07-11 20:00:00+00:00,2024-07-12 00:00:00+00:00,0.40605140851749727,0.48484848484849086,20
H4,20,240,CLASSIC,,2024-07-15 04:00:00+00:00,LONG,0.004386552118983035,TIME,2024-07-14 20:00:00+00:00,2024-07-15 00:00:00+00:00,0.8593111771258827,0.7711853558627755,20
H4,20,240,CLASSIC,,2024-07-17 04:00:00+00:00,LONG,-0.016226755484079314,TIME,2024-07-16 20:00:00+00:00,2024-07-17 00:00:00+00:00,0.5374166460854569,0.20661654135338564,20
H4,20,240,CLASSIC,,2024-07-18 04:00:00+00:00,LONG,-0.011285910078839554,SL,2024-07-17 20:00:00+00:00,2024-07-18 00:00:00+00:00,0.5926608321817877,0.2733291298865086,20
H4,20,240,CLASSIC,,2024-07-19 04:00:00+00:00,LONG,-0.01212554142514771,SL,2024-07-18 20:00:00+00:00,2024-07-19 00:00:00+00:00,0.3123844731977819,0.2952283372365278,20
H4,20,240,CLASSIC,,2024-07-20 04:00:00+00:00,SHORT,-0.004929539708601936,TIME,2024-07-19 20:00:00+00:00,2024-07-20 00:00:00+00:00,0.0928045148142305,0.0304109589041056,20
H4,20,240,CLASSIC,,2024-07-25 04:00:00+00:00,SHORT,0.006453316404963662,TP,2024-07-24 20:00:00+00:00,2024-07-25 00:00:00+00:00,0.7160403813796955,0.9482927786499242,20
H4,20,240,CLASSIC,,2024-07-26 04:00:00+00:00,LONG,0.011580848777867305,TP,2024-07-25 20:00:00+00:00,2024-07-26 00:00:00+00:00,0.6963303781842678,0.4962354551676942,20
H4,20,240,CLASSIC,,2024-07-29 04:00:00+00:00,LONG,0.0019844085160643523,TP,2024-07-28 20:00:00+00:00,2024-07-29 00:00:00+00:00,0.6704194661340184,2.211550403643196,20
H4,20,240,CLASSIC,,2024-08-01 04:00:00+00:00,SHORT,-0.015559803450644281,SL,2024-07-31 20:00:00+00:00,2024-08-01 00:00:00+00:00,0.6249999999999992,0.6539060761184059,20
H4,20,240,CLASSIC,,2024-08-05 04:00:00+00:00,SHORT,0.013294668052873772,TP,2024-08-04 20:00:00+00:00,2024-08-05 00:00:00+00:00,0.7057659648139294,2.5795582883674326,20
H4,20,240,CLASSIC,,2024-08-06 04:00:00+00:00,LONG,0.014247302657711293,TP,2024-08-05 20:00:00+00:00,2024-08-06 00:00:00+00:00,0.701695642841811,0.25446555955030675,20
H4,20,240,CLASSIC,,2024-08-08 04:00:00+00:00,LONG,0.007531803309732523,TP,2024-08-07 20:00:00+00:00,2024-08-08 00:00:00+00:00,0.6394377403527366,1.4382644146767631,20
H4,20,240,CLASSIC,,2024-08-16 04:00:00+00:00,LONG,0.014755286640937117,TP,2024-08-15 20:00:00+00:00,2024-08-16 00:00:00+00:00,0.24218313791178064,0.004306220095693006,20
H4,20,240,CLASSIC,,2024-08-20 04:00:00+00:00,LONG,0.0043270133771261005,TP,2024-08-19 20:00:00+00:00,2024-08-20 00:00:00+00:00,0.7615817762989473,1.420761931737713,20
H4,20,240,CLASSIC,,2024-08-22 04:00:00+00:00,SHORT,0.0008812277947615756,TIME,2024-08-21 20:00:00+00:00,2024-08-22 00:00:00+00:00,0.4014995687081143,0.3771939269947173,20
H4,20,240,CLASSIC,,2024-08-26 04:00:00+00:00,SHORT,0.006900752073272511,TP,2024-08-25 20:00:00+00:00,2024-08-26 00:00:00+00:00,0.1351060972334109,0.008450965824664302,20
H4,20,240,CLASSIC,,2024-09-01 04:00:00+00:00,SHORT,0.0015041913383566099,TP,2024-08-31 20:00:00+00:00,2024-09-01 00:00:00+00:00,0.548523732403145,0.7237553342816542,20
H4,20,240,CLASSIC,,2024-09-04 04:00:00+00:00,SHORT,0.006424722202112156,TP,2024-09-03 20:00:00+00:00,2024-09-04 00:00:00+00:00,0.3463424947145871,0.7654857397504452,20
H4,20,240,CLASSIC,,2024-09-05 04:00:00+00:00,SHORT,0.003669506217592046,TP,2024-09-04 20:00:00+00:00,2024-09-05 00:00:00+00:00,0.5799931010693372,1.1470189701897207,20
H4,20,240,CLASSIC,,2024-09-06 04:00:00+00:00,LONG,-0.012689365152059038,SL,2024-09-05 20:00:00+00:00,2024-09-06 00:00:00+00:00,0.4627949183303093,0.5071112515802666,20
H4,20,240,CLASSIC,,2024-09-10 04:00:00+00:00,SHORT,-0.002579646017699165,TIME,2024-09-09 20:00:00+00:00,2024-09-10 00:00:00+00:00,0.9291309892512273,0.19547295342783033,20
H4,20,240,CLASSIC,,2024-09-11 04:00:00+00:00,SHORT,0.0031580952783411566,TP,2024-09-10 20:00:00+00:00,2024-09-11 00:00:00+00:00,0.751104972375688,1.1770931770931858,20
H4,20,240,CLASSIC,,2024-09-12 04:00:00+00:00,LONG,-0.009696172026825765,SL,2024-09-11 20:00:00+00:00,2024-09-12 00:00:00+00:00,0.7547153852660076,1.1528301886792482,20
H4,20,240,CLASSIC,,2024-09-16 04:00:00+00:00,SHORT,0.009228242897940721,TP,2024-09-15 20:00:00+00:00,2024-09-16 00:00:00+00:00,0.5024943310657597,0.08557554529533534,20
H4,20,240,CLASSIC,,2024-09-18 04:00:00+00:00,LONG,-0.013108511144798883,SL,2024-09-17 20:00:00+00:00,2024-09-18 00:00:00+00:00,0.22974607013301163,0.13073198518940943,20
H4,20,240,CLASSIC,,2024-09-19 04:00:00+00:00,LONG,0.017304379689014937,TP,2024-09-18 20:00:00+00:00,2024-09-19 00:00:00+00:00,0.3439764936336896,0.13768736616702357,20
H4,20,240,CLASSIC,,2024-09-20 04:00:00+00:00,LONG,0.0032557247595853002,TP,2024-09-19 20:00:00+00:00,2024-09-20 00:00:00+00:00,0.6931244560487393,0.8147170433921863,20
H4,20,240,CLASSIC,,2024-09-23 04:00:00+00:00,LONG,-0.012857258461973773,TIME,2024-09-22 20:00:00+00:00,2024-09-23 00:00:00+00:00,0.3476990504017522,0.1927152317880786,20
H4,20,240,CLASSIC,,2024-09-27 04:00:00+00:00,LONG,0.003187930453947109,TP,2024-09-26 20:00:00+00:00,2024-09-27 00:00:00+00:00,0.3187500000000023,0.20208945478289783,20
H4,20,240,CLASSIC,,2024-09-28 04:00:00+00:00,LONG,-0.006993557032752449,SL,2024-09-27 20:00:00+00:00,2024-09-28 00:00:00+00:00,0.535156967137877,0.2508269018743089,20
H4,20,240,CLASSIC,,2024-09-30 04:00:00+00:00,SHORT,0.0028996039659188746,TP,2024-09-29 20:00:00+00:00,2024-09-30 00:00:00+00:00,0.7146927995551804,1.6754710336326775,20
H4,20,240,CLASSIC,,2024-10-03 04:00:00+00:00,LONG,-0.015850266300313776,SL,2024-10-02 20:00:00+00:00,2024-10-03 00:00:00+00:00,0.8667236223836017,0.5233666061706014,20
H4,20,240,CLASSIC,,2024-10-05 04:00:00+00:00,SHORT,-0.00628527706576326,TIME,2024-10-04 20:00:00+00:00,2024-10-05 00:00:00+00:00,0.4197199309418793,0.18830051615369964,20
H4,20,240,CLASSIC,,2024-10-07 04:00:00+00:00,LONG,-0.011311873469355636,SL,2024-10-06 20:00:00+00:00,2024-10-07 00:00:00+00:00,0.5304158207384019,0.973675762439805,20
H4,20,240,CLASSIC,,2024-10-11 04:00:00+00:00,LONG,0.004655423409264227,TP,2024-10-10 20:00:00+00:00,2024-10-11 00:00:00+00:00,0.4035543996532238,0.3713289526619318,20
H4,20,240,CLASSIC,,2024-10-13 04:00:00+00:00,SHORT,0.001522993896583337,TP,2024-10-12 20:00:00+00:00,2024-10-13 00:00:00+00:00,0.7598510704312814,0.7387862796833773,20
H4,20,240,CLASSIC,,2024-10-14 04:00:00+00:00,LONG,0.0027329902552551424,TP,2024-10-13 20:00:00+00:00,2024-10-14 00:00:00+00:00,0.7365651818553344,2.137633223079725,20
H4,20,240,CLASSIC,,2024-10-15 04:00:00+00:00,SHORT,-0.014087523821468327,SL,2024-10-14 20:00:00+00:00,2024-10-15 00:00:00+00:00,0.6744369814302643,0.3984204131227235,20
H4,20,240,CLASSIC,,2024-10-18 04:00:00+00:00,LONG,0.003467252707223091,TP,2024-10-17 20:00:00+00:00,2024-10-18 00:00:00+00:00,0.11858567543064634,0.08764346400358239,20
H4,20,240,CLASSIC,,2024-10-23 04:00:00+00:00,SHORT,0.0026635723211915776,TP,2024-10-22 20:00:00+00:00,2024-10-23 00:00:00+00:00,0.5887219314536475,0.3739255014326739,20
H4,20,240,CLASSIC,,2024-10-24 04:00:00+00:00,LONG,0.002266778236326207,TP,2024-10-23 20:00:00+00:00,2024-10-24 00:00:00+00:00,0.4812494485131852,0.7635322007111858,20
H4,20,240,CLASSIC,,2024-10-29 04:00:00+00:00,LONG,0.0044969771907613105,TP,2024-10-28 20:00:00+00:00,2024-10-29 00:00:00+00:00,0.5270010672358623,0.7011872575526061,20
H4,20,240,CLASSIC,,2024-11-01 04:00:00+00:00,SHORT,-0.015401037066069932,SL,2024-10-31 20:00:00+00:00,2024-11-01 00:00:00+00:00,0.5671330387825195,0.3185446252721093,20
H4,20,240,CLASSIC,,2024-11-03 04:00:00+00:00,SHORT,0.0015708990808511194,TP,2024-11-02 20:00:00+00:00,2024-11-03 00:00:00+00:00,0.6455385410609341,1.8637770897833215,20
H4,20,240,CLASSIC,,2024-11-05 04:00:00+00:00,LONG,0.007902546235903531,TP,2024-11-04 20:00:00+00:00,2024-11-05 00:00:00+00:00,0.48376743611900497,0.10389711613406306,20
H4,20,240,CLASSIC,,2024-11-06 04:00:00+00:00,LONG,-0.016139538182879443,SL,2024-11-05 20:00:00+00:00,2024-11-06 00:00:00+00:00,0.7854748253281939,4.126021860935016,20
H4,20,240,CLASSIC,,2024-11-07 04:00:00+00:00,SHORT,0.00462820198553743,TP,2024-11-06 20:00:00+00:00,2024-11-07 00:00:00+00:00,0.48205128205128206,0.4751086956521802,20
H4,20,240,CLASSIC,,2024-11-10 04:00:00+00:00,LONG,0.0034297963836072433,TP,2024-11-09 20:00:00+00:00,2024-11-10 00:00:00+00:00,0.5075815738963476,0.3730951129795075,20
H4,20,240,CLASSIC,,2024-11-13 04:00:00+00:00,SHORT,-0.03057625492698829,SL,2024-11-12 20:00:00+00:00,2024-11-13 00:00:00+00:00,0.49685373057660576,0.07351897136546863,20
H4,20,240,CLASSIC,,2024-11-17 04:00:00+00:00,SHORT,-0.011504994744996498,SL,2024-11-16 20:00:00+00:00,2024-11-17 00:00:00+00:00,0.2240159506045829,0.061323887535985264,20
H4,20,240,CLASSIC,,2024-11-18 04:00:00+00:00,LONG,0.006987951979860853,TP,2024-11-17 20:00:00+00:00,2024-11-18 00:00:00+00:00,0.6215587727852391,0.29366316062849224,20
H4,20,240,CLASSIC,,2024-11-21 04:00:00+00:00,LONG,0.0030751074484732257,TP,2024-11-20 20:00:00+00:00,2024-11-21 00:00:00+00:00,0.7576537045443079,1.3273245864232677,20
H4,20,240,CLASSIC,,2024-11-22 04:00:00+00:00,LONG,0.00474589817461807,TP,2024-11-21 20:00:00+00:00,2024-11-22 00:00:00+00:00,0.3359933071626187,0.09868048247388804,20
H4,20,240,CLASSIC,,2024-11-24 04:00:00+00:00,LONG,-0.01081092631962449,SL,2024-11-23 20:00:00+00:00,2024-11-24 00:00:00+00:00,0.5378353934277901,0.18843589463330399,20
H4,20,240,CLASSIC,,2024-11-27 04:00:00+00:00,LONG,0.007009885023725073,TP,2024-11-26 20:00:00+00:00,2024-11-27 00:00:00+00:00,0.49156816390859176,0.12817097919837991,20
H4,20,240,CLASSIC,,2024-11-28 04:00:00+00:00,SHORT,0.006212270644482877,TP,2024-11-27 20:00:00+00:00,2024-11-28 00:00:00+00:00,0.2184177432262429,0.17205103841455205,20
H4,20,240,CLASSIC,,2024-11-29 04:00:00+00:00,LONG,0.005301591366474736,TP,2024-11-28 20:00:00+00:00,2024-11-29 00:00:00+00:00,0.6228735933001855,0.42876701909180676,20
H4,20,240,CLASSIC,,2024-11-30 04:00:00+00:00,SHORT,0.0018632136294684533,TP,2024-11-29 20:00:00+00:00,2024-11-30 00:00:00+00:00,0.7201675429997211,0.5054573405072842,20
H4,20,240,CLASSIC,,2024-12-02 04:00:00+00:00,SHORT,0.00409451641068498,TP,2024-12-01 20:00:00+00:00,2024-12-02 00:00:00+00:00,0.38379393614166735,0.2803850782190071,20
H4,20,240,CLASSIC,,2024-12-05 04:00:00+00:00,LONG,-0.02003427327236723,SL,2024-12-04 20:00:00+00:00,2024-12-05 00:00:00+00:00,0.6629228667097109,2.0856798911336893,20
H4,20,240,CLASSIC,,2024-12-09 04:00:00+00:00,SHORT,0.006858044321480463,TP,2024-12-08 20:00:00+00:00,2024-12-09 00:00:00+00:00,0.7214900532161899,0.37396706677121794,20
H4,20,240,CLASSIC,,2024-12-11 04:00:00+00:00,LONG,0.006804339836294972,TP,2024-12-10 20:00:00+00:00,2024-12-11 00:00:00+00:00,0.4036628198695434,0.10378291506985408,20
H4,20,240,CLASSIC,,2024-12-14 04:00:00+00:00,LONG,-0.009278268867226434,SL,2024-12-13 20:00:00+00:00,2024-12-14 00:00:00+00:00,0.4365820223252206,0.27504094746126206,20
H4,20,240,CLASSIC,,2024-12-15 04:00:00+00:00,LONG,0.002876597836774909,TP,2024-12-14 20:00:00+00:00,2024-12-15 00:00:00+00:00,0.3305708070030143,0.2809481015502209,20
H4,20,240,CLASSIC,,2024-12-17 04:00:00+00:00,LONG,0.004089546957436742,TP,2024-12-16 20:00:00+00:00,2024-12-17 00:00:00+00:00,0.5904200442151784,0.17266789482498543,20
H4,20,240,CLASSIC,,2024-12-18 04:00:00+00:00,SHORT,0.006260454864931044,TP,2024-12-17 20:00:00+00:00,2024-12-18 00:00:00+00:00,0.6938170669391941,0.3292930535901041,20
H4,20,240,CLASSIC,,2024-12-23 04:00:00+00:00,LONG,-0.018040299073443233,SL,2024-12-22 20:00:00+00:00,2024-12-23 00:00:00+00:00,0.35377458236413617,0.1273540341374299,20
H4,20,240,CLASSIC,,2024-12-27 04:00:00+00:00,LONG,-0.009836982168092643,SL,2024-12-26 20:00:00+00:00,2024-12-27 00:00:00+00:00,0.586490784919087,0.3707529558183058,20
