local_date,partition,duration_regime,H,L,R,leave_ts,terminal,terminal_start,measurement_end_exclusive,preterminal_bars,preterminal_low,preterminal_low_bar_start,depth_from_H_R,lowest_level_fraction,h2,F95_reached_preterminal,F95_first_touch_bar_start,F95_first_touch_signal_ts,F95_minutes_leave_to_touch,F90_reached_preterminal,F90_first_touch_bar_start,F90_first_touch_signal_ts,F90_minutes_leave_to_touch,F85_reached_preterminal,F85_first_touch_bar_start,F85_first_touch_signal_ts,F85_minutes_leave_to_touch,F80_reached_preterminal,F80_first_touch_bar_start,F80_first_touch_signal_ts,F80_minutes_leave_to_touch,F75_reached_preterminal,F75_first_touch_bar_start,F75_first_touch_signal_ts,F75_minutes_leave_to_touch,F70_reached_preterminal,F70_first_touch_bar_start,F70_first_touch_signal_ts,F70_minutes_leave_to_touch,F65_reached_preterminal,F65_first_touch_bar_start,F65_first_touch_signal_ts,F65_minutes_leave_to_touch,F60_reached_preterminal,F60_first_touch_bar_start,F60_first_touch_signal_ts,F60_minutes_leave_to_touch,F55_reached_preterminal,F55_first_touch_bar_start,F55_first_touch_signal_ts,F55_minutes_leave_to_touch,F50_reached_preterminal,F50_first_touch_bar_start,F50_first_touch_signal_ts,F50_minutes_leave_to_touch,F45_reached_preterminal,F45_first_touch_bar_start,F45_first_touch_signal_ts,F45_minutes_leave_to_touch,F40_reached_preterminal,F40_first_touch_bar_start,F40_first_touch_signal_ts,F40_minutes_leave_to_touch,F35_reached_preterminal,F35_first_touch_bar_start,F35_first_touch_signal_ts,F35_minutes_leave_to_touch
2023-01-09,development,NORMAL_6H30,280.31,276.51,3.8000000000000114,2023-01-09 15:05:00+00:00,H2_ARRIVAL,2023-01-09 15:05:00+00:00,2023-01-09 15:05:00+00:00,0,280.31,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-01-20,development,NORMAL_6H30,290.05,286.7,3.3500000000000227,2023-01-20 15:15:00+00:00,H2_ARRIVAL,2023-01-20 16:20:00+00:00,2023-01-20 16:20:00+00:00,13,288.9,2023-01-20 16:05:00+00:00,0.3432835820895601,0.6567164179104399,True,True,2023-01-20 15:15:00+00:00,2023-01-20 15:20:00+00:00,5.0,True,2023-01-20 15:15:00+00:00,2023-01-20 15:20:00+00:00,5.0,True,2023-01-20 15:15:00+00:00,2023-01-20 15:20:00+00:00,5.0,True,2023-01-20 15:15:00+00:00,2023-01-20 15:20:00+00:00,5.0,True,2023-01-20 15:15:00+00:00,2023-01-20 15:20:00+00:00,5.0,True,2023-01-20 15:25:00+00:00,2023-01-20 15:30:00+00:00,15.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-01-31,development,NORMAL_6H30,313.19,308.1,5.089999999999975,2023-01-31 15:50:00+00:00,H2_ARRIVAL,2023-01-31 16:35:00+00:00,2023-01-31 16:35:00+00:00,9,312.15,2023-01-31 16:20:00+00:00,0.20432220039293233,0.7956777996070676,True,True,2023-01-31 15:50:00+00:00,2023-01-31 15:55:00+00:00,5.0,True,2023-01-31 15:50:00+00:00,2023-01-31 15:55:00+00:00,5.0,True,2023-01-31 15:50:00+00:00,2023-01-31 15:55:00+00:00,5.0,True,2023-01-31 16:20:00+00:00,2023-01-31 16:25:00+00:00,35.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-03-06,development,NORMAL_6H30,286.13,283.09,3.0400000000000205,2023-03-06 14:40:00+00:00,H2_ARRIVAL,2023-03-06 14:40:00+00:00,2023-03-06 14:40:00+00:00,0,286.13,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-03-14,development,DST_MISMATCH_5H30,318.99,302.02,16.970000000000027,2023-03-14 15:05:00+00:00,H2_ARRIVAL,2023-03-14 15:05:00+00:00,2023-03-14 15:05:00+00:00,0,318.99,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-03-20,development,DST_MISMATCH_5H30,338.34,333.58,4.759999999999991,2023-03-20 16:05:00+00:00,H2_ARRIVAL,2023-03-20 18:30:00+00:00,2023-03-20 18:30:00+00:00,29,333.45,2023-03-20 17:00:00+00:00,1.027310924369747,-0.027310924369746997,True,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:05:00+00:00,2023-03-20 16:10:00+00:00,5.0,True,2023-03-20 16:10:00+00:00,2023-03-20 16:15:00+00:00,10.0,True,2023-03-20 16:10:00+00:00,2023-03-20 16:15:00+00:00,10.0,True,2023-03-20 16:10:00+00:00,2023-03-20 16:15:00+00:00,10.0,True,2023-03-20 16:15:00+00:00,2023-03-20 16:20:00+00:00,15.0,True,2023-03-20 16:15:00+00:00,2023-03-20 16:20:00+00:00,15.0,True,2023-03-20 16:20:00+00:00,2023-03-20 16:25:00+00:00,20.0
2023-03-21,development,DST_MISMATCH_5H30,337.48,327.18,10.300000000000011,2023-03-21 13:40:00+00:00,H2_ARRIVAL,2023-03-21 15:55:00+00:00,2023-03-21 15:55:00+00:00,27,333.83,2023-03-21 14:25:00+00:00,0.35436893203883785,0.6456310679611621,True,True,2023-03-21 13:40:00+00:00,2023-03-21 13:45:00+00:00,5.0,True,2023-03-21 13:40:00+00:00,2023-03-21 13:45:00+00:00,5.0,True,2023-03-21 13:40:00+00:00,2023-03-21 13:45:00+00:00,5.0,True,2023-03-21 13:40:00+00:00,2023-03-21 13:45:00+00:00,5.0,True,2023-03-21 13:45:00+00:00,2023-03-21 13:50:00+00:00,10.0,True,2023-03-21 14:25:00+00:00,2023-03-21 14:30:00+00:00,50.0,True,2023-03-21 14:25:00+00:00,2023-03-21 14:30:00+00:00,50.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-03-28,development,NORMAL_6H30,312.0,307.26,4.740000000000009,2023-03-28 14:35:00+00:00,H2_ARRIVAL,2023-03-28 14:45:00+00:00,2023-03-28 14:45:00+00:00,2,311.08,2023-03-28 14:40:00+00:00,0.1940928270042224,0.8059071729957776,True,True,2023-03-28 14:35:00+00:00,2023-03-28 14:40:00+00:00,5.0,True,2023-03-28 14:35:00+00:00,2023-03-28 14:40:00+00:00,5.0,True,2023-03-28 14:35:00+00:00,2023-03-28 14:40:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-04-12,development,NORMAL_6H30,321.54,317.86,3.680000000000007,2023-04-12 14:40:00+00:00,H2_ARRIVAL,2023-04-12 14:50:00+00:00,2023-04-12 14:50:00+00:00,2,320.66,2023-04-12 14:40:00+00:00,0.239130434782607,0.760869565217393,True,True,2023-04-12 14:40:00+00:00,2023-04-12 14:45:00+00:00,5.0,True,2023-04-12 14:40:00+00:00,2023-04-12 14:45:00+00:00,5.0,True,2023-04-12 14:40:00+00:00,2023-04-12 14:45:00+00:00,5.0,True,2023-04-12 14:40:00+00:00,2023-04-12 14:45:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-04-25,development,NORMAL_6H30,330.77,327.99,2.7799999999999727,2023-04-25 15:20:00+00:00,H2_ARRIVAL,2023-04-25 15:20:00+00:00,2023-04-25 15:20:00+00:00,0,330.77,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-05-08,development,NORMAL_6H30,317.68,313.84,3.840000000000032,2023-05-08 15:10:00+00:00,H2_ARRIVAL,2023-05-08 16:00:00+00:00,2023-05-08 16:00:00+00:00,10,316.69,2023-05-08 15:35:00+00:00,0.2578125000000002,0.7421874999999998,True,True,2023-05-08 15:10:00+00:00,2023-05-08 15:15:00+00:00,5.0,True,2023-05-08 15:10:00+00:00,2023-05-08 15:15:00+00:00,5.0,True,2023-05-08 15:10:00+00:00,2023-05-08 15:15:00+00:00,5.0,True,2023-05-08 15:10:00+00:00,2023-05-08 15:15:00+00:00,5.0,True,2023-05-08 15:35:00+00:00,2023-05-08 15:40:00+00:00,30.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-05-12,development,NORMAL_6H30,306.79,302.64,4.150000000000034,2023-05-12 14:25:00+00:00,NO_H2_BY_END,,2023-05-12 20:00:00+00:00,67,301.2,2023-05-12 19:25:00+00:00,1.3469879518072254,-0.3469879518072255,False,True,2023-05-12 14:25:00+00:00,2023-05-12 14:30:00+00:00,5.0,True,2023-05-12 14:25:00+00:00,2023-05-12 14:30:00+00:00,5.0,True,2023-05-12 14:25:00+00:00,2023-05-12 14:30:00+00:00,5.0,True,2023-05-12 14:25:00+00:00,2023-05-12 14:30:00+00:00,5.0,True,2023-05-12 14:45:00+00:00,2023-05-12 14:50:00+00:00,25.0,True,2023-05-12 14:45:00+00:00,2023-05-12 14:50:00+00:00,25.0,True,2023-05-12 14:50:00+00:00,2023-05-12 14:55:00+00:00,30.0,True,2023-05-12 14:50:00+00:00,2023-05-12 14:55:00+00:00,30.0,True,2023-05-12 14:50:00+00:00,2023-05-12 14:55:00+00:00,30.0,True,2023-05-12 15:25:00+00:00,2023-05-12 15:30:00+00:00,65.0,True,2023-05-12 19:05:00+00:00,2023-05-12 19:10:00+00:00,285.0,True,2023-05-12 19:05:00+00:00,2023-05-12 19:10:00+00:00,285.0,True,2023-05-12 19:20:00+00:00,2023-05-12 19:25:00+00:00,300.0
2023-06-15,development,NORMAL_6H30,237.75,230.3,7.449999999999989,2023-06-15 19:20:00+00:00,NO_H2_BY_END,,2023-06-15 20:00:00+00:00,8,235.8,2023-06-15 19:45:00+00:00,0.2617449664429519,0.7382550335570481,False,True,2023-06-15 19:20:00+00:00,2023-06-15 19:25:00+00:00,5.0,True,2023-06-15 19:20:00+00:00,2023-06-15 19:25:00+00:00,5.0,True,2023-06-15 19:20:00+00:00,2023-06-15 19:25:00+00:00,5.0,True,2023-06-15 19:20:00+00:00,2023-06-15 19:25:00+00:00,5.0,True,2023-06-15 19:45:00+00:00,2023-06-15 19:50:00+00:00,30.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-06-16,development,NORMAL_6H30,240.68,231.77,8.909999999999997,2023-06-16 17:30:00+00:00,H2_ARRIVAL,2023-06-16 17:50:00+00:00,2023-06-16 17:50:00+00:00,4,239.53,2023-06-16 17:45:00+00:00,0.12906846240179642,0.8709315375982036,True,True,2023-06-16 17:30:00+00:00,2023-06-16 17:35:00+00:00,5.0,True,2023-06-16 17:30:00+00:00,2023-06-16 17:35:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-06-21,development,NORMAL_6H30,250.45,245.15,5.299999999999983,2023-06-21 15:40:00+00:00,H2_ARRIVAL,2023-06-21 16:05:00+00:00,2023-06-21 16:05:00+00:00,5,248.1,2023-06-21 15:45:00+00:00,0.4433962264150947,0.5566037735849053,True,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,True,2023-06-21 15:40:00+00:00,2023-06-21 15:45:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,
2023-06-28,development,NORMAL_6H30,235.34,230.29,5.050000000000011,2023-06-28 14:45:00+00:00,H2_ARRIVAL,2023-06-28 14:45:00+00:00,2023-06-28 14:45:00+00:00,0,235.34,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-07-07,development,NORMAL_6H30,235.26,232.26,3.0,2023-07-07 13:40:00+00:00,H2_ARRIVAL,2023-07-07 13:45:00+00:00,2023-07-07 13:45:00+00:00,1,234.93,2023-07-07 13:40:00+00:00,0.1099999999999947,0.8900000000000053,True,True,2023-07-07 13:40:00+00:00,2023-07-07 13:45:00+00:00,5.0,True,2023-07-07 13:40:00+00:00,2023-07-07 13:45:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-07-10,development,NORMAL_6H30,244.85,231.15,13.699999999999989,2023-07-10 15:10:00+00:00,H2_ARRIVAL,2023-07-10 15:30:00+00:00,2023-07-10 15:30:00+00:00,4,243.87,2023-07-10 15:10:00+00:00,0.07153284671532778,0.9284671532846722,True,True,2023-07-10 15:10:00+00:00,2023-07-10 15:15:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-07-26,development,NORMAL_6H30,238.23,236.45,1.7800000000000011,2023-07-26 13:50:00+00:00,H2_ARRIVAL,2023-07-26 13:50:00+00:00,2023-07-26 13:50:00+00:00,0,238.23,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-08-10,development,NORMAL_6H30,242.95,241.5,1.4499999999999886,2023-08-10 14:10:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2023-08-10 17:00:00+00:00,2023-08-10 17:00:00+00:00,34,241.65,2023-08-10 14:40:00+00:00,0.8965517241379263,0.1034482758620737,False,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:10:00+00:00,2023-08-10 14:15:00+00:00,5.0,True,2023-08-10 14:15:00+00:00,2023-08-10 14:20:00+00:00,10.0,True,2023-08-10 14:15:00+00:00,2023-08-10 14:20:00+00:00,10.0,True,2023-08-10 14:20:00+00:00,2023-08-10 14:25:00+00:00,15.0,True,2023-08-10 14:35:00+00:00,2023-08-10 14:40:00+00:00,30.0,True,2023-08-10 14:35:00+00:00,2023-08-10 14:40:00+00:00,30.0
2023-08-11,development,NORMAL_6H30,241.0,240.02,0.9799999999999898,2023-08-11 14:30:00+00:00,H2_ARRIVAL,2023-08-11 14:30:00+00:00,2023-08-11 14:30:00+00:00,0,241.0,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-08-28,development,NORMAL_6H30,218.53,215.08,3.4499999999999886,2023-08-28 14:25:00+00:00,H2_ARRIVAL,2023-08-28 14:30:00+00:00,2023-08-28 14:30:00+00:00,1,218.2,2023-08-28 14:25:00+00:00,0.09565217391304742,0.9043478260869526,True,True,2023-08-28 14:25:00+00:00,2023-08-28 14:30:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-08-29,development,NORMAL_6H30,218.25,216.88,1.3700000000000045,2023-08-29 13:55:00+00:00,H2_ARRIVAL,2023-08-29 14:00:00+00:00,2023-08-29 14:00:00+00:00,1,217.88,2023-08-29 13:55:00+00:00,0.2700729927007324,0.7299270072992676,True,True,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,5.0,True,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,5.0,True,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,5.0,True,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,5.0,True,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-09-06,development,NORMAL_6H30,215.16,214.05,1.1099999999999852,2023-09-06 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2023-09-06 14:25:00+00:00,2023-09-06 14:25:00+00:00,6,214.06,2023-09-06 14:05:00+00:00,0.9909909909909991,0.009009009009000936,False,True,2023-09-06 13:55:00+00:00,2023-09-06 14:00:00+00:00,5.0,True,2023-09-06 13:55:00+00:00,2023-09-06 14:00:00+00:00,5.0,True,2023-09-06 13:55:00+00:00,2023-09-06 14:00:00+00:00,5.0,True,2023-09-06 13:55:00+00:00,2023-09-06 14:00:00+00:00,5.0,True,2023-09-06 13:55:00+00:00,2023-09-06 14:00:00+00:00,5.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0,True,2023-09-06 14:00:00+00:00,2023-09-06 14:05:00+00:00,10.0
2023-09-25,development,NORMAL_6H30,210.14,207.76,2.3799999999999955,2023-09-25 16:10:00+00:00,H2_ARRIVAL,2023-09-25 16:10:00+00:00,2023-09-25 16:10:00+00:00,0,210.14,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-10-16,development,NORMAL_6H30,217.77,212.32,5.450000000000017,2023-10-16 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2023-10-16 13:45:00+00:00,2023-10-16 13:45:00+00:00,1,212.73,2023-10-16 13:40:00+00:00,0.9247706422018357,0.07522935779816428,False,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0,True,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,5.0
2023-10-19,development,NORMAL_6H30,211.4,209.54,1.8600000000000136,2023-10-19 13:40:00+00:00,H2_ARRIVAL,2023-10-19 15:00:00+00:00,2023-10-19 15:00:00+00:00,16,210.27,2023-10-19 14:30:00+00:00,0.6075268817204232,0.3924731182795768,True,True,2023-10-19 13:40:00+00:00,2023-10-19 13:45:00+00:00,5.0,True,2023-10-19 13:40:00+00:00,2023-10-19 13:45:00+00:00,5.0,True,2023-10-19 13:40:00+00:00,2023-10-19 13:45:00+00:00,5.0,True,2023-10-19 13:40:00+00:00,2023-10-19 13:45:00+00:00,5.0,True,2023-10-19 13:40:00+00:00,2023-10-19 13:45:00+00:00,5.0,True,2023-10-19 13:45:00+00:00,2023-10-19 13:50:00+00:00,10.0,True,2023-10-19 13:55:00+00:00,2023-10-19 14:00:00+00:00,20.0,True,2023-10-19 14:00:00+00:00,2023-10-19 14:05:00+00:00,25.0,True,2023-10-19 14:20:00+00:00,2023-10-19 14:25:00+00:00,45.0,True,2023-10-19 14:25:00+00:00,2023-10-19 14:30:00+00:00,50.0,True,2023-10-19 14:25:00+00:00,2023-10-19 14:30:00+00:00,50.0,True,2023-10-19 14:30:00+00:00,2023-10-19 14:35:00+00:00,55.0,False,,,
2023-10-25,development,NORMAL_6H30,226.85,223.82,3.030000000000001,2023-10-25 15:05:00+00:00,H2_ARRIVAL,2023-10-25 15:30:00+00:00,2023-10-25 15:30:00+00:00,5,225.7,2023-10-25 15:20:00+00:00,0.37953795379538124,0.6204620462046188,True,True,2023-10-25 15:05:00+00:00,2023-10-25 15:10:00+00:00,5.0,True,2023-10-25 15:05:00+00:00,2023-10-25 15:10:00+00:00,5.0,True,2023-10-25 15:05:00+00:00,2023-10-25 15:10:00+00:00,5.0,True,2023-10-25 15:05:00+00:00,2023-10-25 15:10:00+00:00,5.0,True,2023-10-25 15:15:00+00:00,2023-10-25 15:20:00+00:00,15.0,True,2023-10-25 15:15:00+00:00,2023-10-25 15:20:00+00:00,15.0,True,2023-10-25 15:20:00+00:00,2023-10-25 15:25:00+00:00,20.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-11-02,development,DST_MISMATCH_5H30,233.8,228.5,5.300000000000011,2023-11-02 13:40:00+00:00,NO_H2_BY_END,,2023-11-02 20:00:00+00:00,76,227.77,2023-11-02 16:30:00+00:00,1.1377358490566016,-0.13773584905660155,False,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 13:40:00+00:00,2023-11-02 13:45:00+00:00,5.0,True,2023-11-02 14:10:00+00:00,2023-11-02 14:15:00+00:00,35.0
2023-12-05,development,NORMAL_6H30,231.82,228.4,3.4199999999999875,2023-12-05 14:40:00+00:00,H2_ARRIVAL,2023-12-05 16:30:00+00:00,2023-12-05 16:30:00+00:00,22,230.14,2023-12-05 15:15:00+00:00,0.4912280701754424,0.5087719298245577,True,True,2023-12-05 14:40:00+00:00,2023-12-05 14:45:00+00:00,5.0,True,2023-12-05 14:40:00+00:00,2023-12-05 14:45:00+00:00,5.0,True,2023-12-05 14:40:00+00:00,2023-12-05 14:45:00+00:00,5.0,True,2023-12-05 14:40:00+00:00,2023-12-05 14:45:00+00:00,5.0,True,2023-12-05 14:40:00+00:00,2023-12-05 14:45:00+00:00,5.0,True,2023-12-05 14:45:00+00:00,2023-12-05 14:50:00+00:00,10.0,True,2023-12-05 15:00:00+00:00,2023-12-05 15:05:00+00:00,25.0,True,2023-12-05 15:10:00+00:00,2023-12-05 15:15:00+00:00,35.0,True,2023-12-05 15:15:00+00:00,2023-12-05 15:20:00+00:00,40.0,False,,,,False,,,,False,,,,False,,,
2023-12-19,development,NORMAL_6H30,253.59,244.82,8.77000000000001,2023-12-19 16:45:00+00:00,H2_ARRIVAL,2023-12-19 16:50:00+00:00,2023-12-19 16:50:00+00:00,1,252.71,2023-12-19 16:45:00+00:00,0.10034207525655581,0.8996579247434442,True,True,2023-12-19 16:45:00+00:00,2023-12-19 16:50:00+00:00,5.0,True,2023-12-19 16:45:00+00:00,2023-12-19 16:50:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-12-21,development,NORMAL_6H30,274.34,260.54,13.799999999999955,2023-12-21 15:10:00+00:00,H2_ARRIVAL,2023-12-21 15:30:00+00:00,2023-12-21 15:30:00+00:00,4,272.55,2023-12-21 15:10:00+00:00,0.12971014492753402,0.8702898550724659,True,True,2023-12-21 15:10:00+00:00,2023-12-21 15:15:00+00:00,5.0,True,2023-12-21 15:10:00+00:00,2023-12-21 15:15:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2023-12-22,development,NORMAL_6H30,271.55,265.11,6.439999999999998,2023-12-22 15:20:00+00:00,H2_ARRIVAL,2023-12-22 15:20:00+00:00,2023-12-22 15:20:00+00:00,0,271.55,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-01-18,development,NORMAL_6H30,314.0,309.75,4.25,2024-01-18 14:40:00+00:00,H2_ARRIVAL,2024-01-18 14:40:00+00:00,2024-01-18 14:40:00+00:00,0,314.0,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-02-15,development,NORMAL_6H30,360.78,342.59,18.189999999999998,2024-02-15 14:45:00+00:00,H2_ARRIVAL,2024-02-15 14:45:00+00:00,2024-02-15 14:45:00+00:00,0,360.78,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
