cohort_id,partition,date_utc,variant,entry_bar_start,entry_px,entry_fraction,H,L,R,target_px,floor_px,breakout_bar_start,diag_class,exit_reason,exit_bar_start,exit_ts,exit_px,hold_min,ambiguous,pnl_0,pnl_5
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,BASE_F50,2022-01-25 17:20:00+00:00,2452.46,0.9074884921971504,2460.7,2371.63,89.06999999999971,2474.0604999999996,,,E15_SAME_OR_BEFORE_BO_BAR,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,5.0,False,4.003843487763237,3.7517676039612984
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,BO_FLOOR_F90,2022-01-25 17:20:00+00:00,2452.46,0.9074884921971504,2460.7,2371.63,89.06999999999971,2474.0604999999996,2451.7929999999997,,E15_SAME_OR_BEFORE_BO_BAR,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,5.0,False,4.003843487763237,3.7517676039612984
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,BO_FLOOR_F95,2022-01-25 17:20:00+00:00,2452.46,0.9074884921971504,2460.7,2371.63,89.06999999999971,2474.0604999999996,2456.2464999999997,,E15_SAME_OR_BEFORE_BO_BAR,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,5.0,False,4.003843487763237,3.7517676039612984
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,BO_FLOOR_H,2022-01-25 17:20:00+00:00,2452.46,0.9074884921971504,2460.7,2371.63,89.06999999999971,2474.0604999999996,2460.7,,E15_SAME_OR_BEFORE_BO_BAR,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,5.0,False,4.003843487763237,3.7517676039612984
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,BASE_F50,2022-02-09 15:10:00+00:00,3195.52,0.910142474255888,3208.26,3066.48,141.7800000000002,3229.527,,2022-02-09 16:45:00+00:00,BREAKOUT_TO_E15,TARGET,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,3229.527,240.0,False,4.921043210494647,4.668508956016737
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,BO_FLOOR_F90,2022-02-09 15:10:00+00:00,3195.52,0.910142474255888,3208.26,3066.48,141.7800000000002,3229.527,3194.0820000000003,2022-02-09 16:45:00+00:00,BREAKOUT_GIVEBACK,FLOOR_TOUCH,2022-02-09 17:50:00+00:00,2022-02-09 17:55:00+00:00,3194.0820000000003,165.0,False,-0.6250025035048786,-1.1245277383838288
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,BO_FLOOR_F95,2022-02-09 15:10:00+00:00,3195.52,0.910142474255888,3208.26,3066.48,141.7800000000002,3229.527,3201.1710000000003,2022-02-09 16:45:00+00:00,BREAKOUT_GIVEBACK,FLOOR_TOUCH,2022-02-09 16:50:00+00:00,2022-02-09 16:55:00+00:00,3201.1710000000003,105.0,False,0.4842066392950043,-0.016427250399342008
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,BO_FLOOR_H,2022-02-09 15:10:00+00:00,3195.52,0.910142474255888,3208.26,3066.48,141.7800000000002,3229.527,3208.26,2022-02-09 16:45:00+00:00,BREAKOUT_GIVEBACK,FLOOR_TOUCH,2022-02-09 16:50:00+00:00,2022-02-09 16:55:00+00:00,3208.26,105.0,False,1.5934157820949983,1.091673237585256
development|2022-02-14|2022-02-14 13:55:00+00:00,development,2022-02-14,BASE_F50,2022-02-14 13:55:00+00:00,2937.43,0.9399552208426613,2943.33,2845.07,98.25999999999976,2958.069,,2022-02-14 14:10:00+00:00,BREAKOUT_TO_E15,TARGET,2022-02-14 14:25:00+00:00,2022-02-14 14:30:00+00:00,2958.069,35.0,False,3.1131049931402814,2.861474256012309
development|2022-02-14|2022-02-14 13:55:00+00:00,development,2022-02-14,BO_FLOOR_F90,2022-02-14 13:55:00+00:00,2937.43,0.9399552208426613,2943.33,2845.07,98.25999999999976,2958.069,2933.504,2022-02-14 14:10:00+00:00,BREAKOUT_TO_E15,TARGET,2022-02-14 14:25:00+00:00,2022-02-14 14:30:00+00:00,2958.069,35.0,False,3.1131049931402814,2.861474256012309
