role,partition,dev_block,execution_start,lane,horizon_min,required_closes_above_H,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,signal_ts,signal_delay_min,signal_close,reentry_ts,reentry_price,exit_ts,exit_price,exit_reason,invalidation_close_ts,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,parent_mae_R,scope
CENTRAL,development,5,2024-12-12 15:00:00+00:00,RC30_C2,30,2,233.48,228.29,5.189999999999998,2024-12-12 17:30:00+00:00,2024-12-12 17:40:00+00:00,-0.3854719890354352,-0.6354719890354352,2024-12-12 17:55:00+00:00,20.0,233.98,2024-12-12 18:00:00+00:00,233.98,2024-12-12 18:15:00+00:00,233.16,FAILED_RECLAIM,2024-12-12 18:10:00+00:00,-1.7522865202153626,-2.002286520215363,-2.137758509250798,-2.6377585092507982,False,False,0.1213872832369934,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-12-20 15:00:00+00:00,RC30_C2,30,2,189.44,175.2,14.240000000000009,2024-12-20 15:15:00+00:00,2024-12-20 15:35:00+00:00,-1.8739442567567988,-2.1239442567567988,2024-12-20 15:50:00+00:00,20.0,189.95,2024-12-20 15:55:00+00:00,189.94,2024-12-20 16:05:00+00:00,189.29,FAILED_RECLAIM,2024-12-20 16:00:00+00:00,-1.7110666526271578,-1.961066652627158,-3.5850109093839566,-4.085010909383957,False,False,0.09339887640449321,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-12-28 15:00:00+00:00,RC30_C2,30,2,190.1,185.42,4.680000000000007,2024-12-28 15:00:00+00:00,2024-12-28 15:55:00+00:00,-0.2630194634402616,-0.5130194634402616,2024-12-28 16:15:00+00:00,25.0,190.69,2024-12-28 16:20:00+00:00,190.69,2024-12-28 16:55:00+00:00,191.972,TARGET,,3.3614767423567615,3.1114767423567615,3.0984572789165,2.5984572789165,True,True,0.0833333333333303,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-12-30 15:00:00+00:00,RC30_C2,30,2,194.77,187.14,7.630000000000024,2024-12-30 19:00:00+00:00,2024-12-30 19:20:00+00:00,-0.3080556553884395,-0.5580556553884395,2024-12-30 19:35:00+00:00,20.0,195.93,2024-12-30 19:40:00+00:00,195.93,2024-12-30 21:05:00+00:00,194.58,FAILED_RECLAIM,2024-12-30 21:00:00+00:00,-3.445107946715653,-3.6951079467156536,-3.7531636021040926,-4.2531636021040935,False,False,0.07339449541284411,DEVELOPMENT_FROZEN
CENTRAL,external,,2020-09-21 15:00:00+00:00,RC30_C2,30,2,2.7324,2.4576,0.2748000000000004,2020-09-21 18:10:00+00:00,2020-09-21 18:40:00+00:00,-0.27448397013613013,-0.5244839701361301,2020-09-21 18:50:00+00:00,15.0,2.7497,2020-09-21 18:55:00+00:00,2.7493,2020-09-21 20:10:00+00:00,2.8423200000000004,TARGET,,16.917033426690487,16.667033426690487,16.642549456554356,16.142549456554356,True,True,0.02729257641921497,OOS
CENTRAL,external,,2020-10-02 15:00:00+00:00,RC30_C2,30,2,2.6598,2.4224,0.23740000000000006,2020-10-02 16:40:00+00:00,2020-10-02 17:15:00+00:00,-1.109105947815603,-1.359105947815603,2020-10-02 17:25:00+00:00,15.0,2.6618,2020-10-02 17:30:00+00:00,2.6613,2020-10-02 17:45:00+00:00,2.6503,FAILED_RECLAIM,2020-10-02 17:40:00+00:00,-2.066659151542527,-2.3166591515425274,-3.17576509935813,-3.6757650993581303,False,False,0.026958719460826376,OOS
CENTRAL,external,,2020-10-27 15:00:00+00:00,RC30_C2,30,2,1.7347,1.6188,0.11589999999999989,2020-10-27 15:10:00+00:00,2020-10-27 16:10:00+00:00,-2.478814780653704,-2.728814780653704,2020-10-27 16:20:00+00:00,15.0,1.7367,2020-10-27 16:25:00+00:00,1.7361,2020-10-27 17:40:00+00:00,1.7289,FAILED_RECLAIM,2020-10-27 17:35:00+00:00,-2.0736132711248745,-2.3236132711248745,-4.552428051778579,-5.052428051778579,False,False,0.10871440897325242,OOS
CENTRAL,external,,2020-11-10 15:00:00+00:00,RC30_C2,30,2,2.2455,2.1059,0.13959999999999972,2020-11-10 16:25:00+00:00,2020-11-10 16:35:00+00:00,-1.6922734357603941,-1.9422734357603941,2020-11-10 16:55:00+00:00,25.0,2.2465,2020-11-10 17:00:00+00:00,2.2463,2020-11-10 17:10:00+00:00,2.2427,FAILED_RECLAIM,2020-11-10 17:05:00+00:00,-0.8013177224769907,-1.0513177224769907,-2.493591158237385,-2.993591158237385,False,False,0.1002865329512881,OOS
CENTRAL,external,,2020-11-22 15:00:00+00:00,RC30_C2,30,2,2.246,2.0302,0.2158000000000002,2020-11-22 18:00:00+00:00,2020-11-22 18:30:00+00:00,-3.9626001780943554,-4.212600178094355,2020-11-22 18:40:00+00:00,15.0,2.2668,2020-11-22 18:45:00+00:00,2.2675,2020-11-22 19:00:00+00:00,2.2413,FAILED_RECLAIM,2020-11-22 18:55:00+00:00,-5.777287761852323,-6.027287761852324,-9.739887939946678,-10.23988793994668,False,False,0.13531047265986962,OOS
CENTRAL,external,,2020-12-27 15:00:00+00:00,RC30_C2,30,2,1.3776,1.2544,0.12319999999999998,2020-12-27 15:00:00+00:00,2020-12-27 15:15:00+00:00,-1.3792102206736656,-1.6292102206736656,2020-12-27 15:20:00+00:00,10.0,1.3777,2020-12-27 15:25:00+00:00,1.3778,2020-12-27 16:25:00+00:00,1.3758,FAILED_RECLAIM,2020-12-27 16:20:00+00:00,-0.7257947452460334,-0.9757947452460334,-2.105004965919699,-2.605004965919699,False,False,0.07711038961038834,OOS
CENTRAL,external,,2020-12-28 15:00:00+00:00,RC30_C2,30,2,1.4129,1.3413,0.07160000000000011,2020-12-28 16:05:00+00:00,2020-12-28 16:25:00+00:00,-1.6632458064973488,-1.9132458064973488,2020-12-28 16:35:00+00:00,15.0,1.4191,2020-12-28 16:40:00+00:00,1.4191,2020-12-28 18:15:00+00:00,1.44154,TARGET,,7.9064195616940225,7.6564195616940225,6.243173755196674,5.743173755196674,True,True,0.12569832402234785,OOS
CENTRAL,external,,2021-01-03 15:00:00+00:00,RC30_C2,30,2,2.3589,1.939,0.41990000000000016,2021-01-04 02:05:00+00:00,2021-01-04 02:15:00+00:00,-4.345245665352548,-4.595245665352548,2021-01-04 02:20:00+00:00,10.0,2.3797,2021-01-04 02:25:00+00:00,2.3777,2021-01-04 02:35:00+00:00,2.3382,FAILED_RECLAIM,2021-01-04 02:30:00+00:00,-8.306346469277026,-8.556346469277026,-12.651592134629574,-13.151592134629574,False,False,0.09002143367468507,OOS
CENTRAL,external,,2021-01-27 15:00:00+00:00,RC30_C2,30,2,3.7466,3.5183,0.22829999999999995,2021-01-27 16:05:00+00:00,2021-01-27 16:20:00+00:00,-0.7740351251801503,-1.0240351251801503,2021-01-27 16:30:00+00:00,15.0,3.7551,2021-01-27 16:35:00+00:00,3.7555,2021-01-27 16:45:00+00:00,3.7426,FAILED_RECLAIM,2021-01-27 16:40:00+00:00,-1.7174810278258734,-1.9674810278258736,-2.4915161530060237,-2.9915161530060237,False,False,0.1292159439334213,OOS
CENTRAL,external,,2021-02-01 15:00:00+00:00,RC30_C2,30,2,4.409,4.1463,0.2626999999999997,2021-02-01 18:05:00+00:00,2021-02-01 22:55:00+00:00,-0.06804264005438876,-0.31804264005438876,2021-02-01 23:05:00+00:00,15.0,4.4287,2021-02-01 23:10:00+00:00,4.4258,2021-02-01 23:20:00+00:00,4.51408,TARGET,,9.973338153554167,9.723338153554167,9.905295513499778,9.405295513499778,True,True,0.14312904453749317,OOS
CENTRAL,external,,2021-02-10 15:00:00+00:00,RC30_C2,30,2,8.4551,7.2879,1.1672000000000002,2021-02-10 20:05:00+00:00,2021-02-10 20:35:00+00:00,-0.4612600678879919,-0.7112600678879919,2021-02-10 20:45:00+00:00,15.0,8.5137,2021-02-10 20:50:00+00:00,8.5161,2021-02-10 22:20:00+00:00,8.92198,TARGET,,23.830156996747288,23.580156996747288,23.368896928859296,22.868896928859296,True,True,0.10083961617546199,OOS
CENTRAL,external,,2021-03-01 15:00:00+00:00,RC30_C2,30,2,15.3207,14.4118,0.9089000000000009,2021-03-01 15:00:00+00:00,2021-03-01 15:20:00+00:00,-0.930114159274742,-1.180114159274742,2021-03-01 15:25:00+00:00,10.0,15.3827,2021-03-01 15:30:00+00:00,15.3842,2021-03-01 16:10:00+00:00,15.2725,FAILED_RECLAIM,2021-03-01 16:05:00+00:00,-3.63034801939649,-3.8803480193964903,-4.560462178671232,-5.060462178671232,False,False,0.08471779073605444,OOS
CENTRAL,external,,2021-03-08 15:00:00+00:00,RC30_C2,30,2,13.6351,13.1,0.5350999999999999,2021-03-08 15:20:00+00:00,2021-03-08 15:30:00+00:00,-0.9754237225982898,-1.2254237225982898,2021-03-08 15:40:00+00:00,15.0,13.7594,2021-03-08 15:45:00+00:00,13.7622,2021-03-08 16:45:00+00:00,13.6299,FAILED_RECLAIM,2021-03-08 16:40:00+00:00,-4.806644286523998,-5.056644286523998,-5.782068009122288,-6.282068009122288,False,False,0.07905064473929943,OOS
CENTRAL,external,,2021-03-13 15:00:00+00:00,RC30_C2,30,2,15.1755,14.3762,0.7992999999999988,2021-03-13 17:50:00+00:00,2021-03-13 19:05:00+00:00,0.0,-0.25,2021-03-13 19:15:00+00:00,15.0,15.2012,2021-03-13 19:20:00+00:00,15.2042,2021-03-13 19:30:00+00:00,15.1539,FAILED_RECLAIM,2021-03-13 19:25:00+00:00,-1.654148195893268,-1.904148195893268,-1.654148195893268,-2.154148195893268,False,False,0.05780057550356434,OOS
CENTRAL,external,,2021-03-15 15:00:00+00:00,RC30_C2,30,2,14.3665,13.6121,0.7544000000000004,2021-03-15 20:10:00+00:00,2021-03-15 20:25:00+00:00,-0.810914279748054,-1.060914279748054,2021-03-15 20:30:00+00:00,10.0,14.4074,2021-03-15 20:35:00+00:00,14.4072,2021-03-15 20:45:00+00:00,14.3248,FAILED_RECLAIM,2021-03-15 20:40:00+00:00,-2.8596812704758667,-3.1096812704758667,-3.6705955502239207,-4.17059555022392,False,False,0.048913043478262225,OOS
CENTRAL,external,,2021-03-29 15:00:00+00:00,RC30_C2,30,2,18.78,18.0762,0.7038000000000011,2021-03-29 17:45:00+00:00,2021-03-29 19:45:00+00:00,-0.44462193823219254,-0.6946219382321925,2021-03-29 19:55:00+00:00,15.0,18.8561,2021-03-29 20:00:00+00:00,18.857,2021-03-29 20:15:00+00:00,18.7387,FAILED_RECLAIM,2021-03-29 20:10:00+00:00,-3.136766187622597,-3.386766187622597,-3.5813881258547897,-4.08138812585479,False,False,0.10230179028133364,OOS
CENTRAL,external,,2021-04-06 15:00:00+00:00,RC30_C2,30,2,23.5388,21.6509,1.8878999999999984,2021-04-06 17:00:00+00:00,2021-04-06 17:15:00+00:00,-2.3939198259893546,-2.6439198259893546,2021-04-06 17:20:00+00:00,10.0,23.78,2021-04-06 17:25:00+00:00,23.7787,2021-04-06 17:50:00+00:00,24.29396,TARGET,,10.834486325997595,10.584486325997593,8.440566500008241,7.940566500008239,True,True,0.10000529689072363,OOS
CENTRAL,external,,2021-04-19 15:00:00+00:00,RC30_C2,30,2,34.9967,29.9007,5.0959999999999965,2021-04-19 17:40:00+00:00,2021-04-19 18:05:00+00:00,-2.2587843996719204,-2.508784399671921,2021-04-19 18:10:00+00:00,10.0,35.1273,2021-04-19 18:15:00+00:00,35.1176,2021-04-19 18:25:00+00:00,34.8368,FAILED_RECLAIM,2021-04-19 18:20:00+00:00,-3.997995307196467,-4.247995307196467,-6.256779706868388,-6.756779706868388,False,False,0.06138147566718916,OOS
CENTRAL,external,,2021-04-23 15:00:00+00:00,RC30_C2,30,2,36.7278,33.1831,3.544699999999999,2021-04-23 20:20:00+00:00,2021-04-23 21:35:00+00:00,-0.8290722558934038,-1.0790722558934038,2021-04-23 21:40:00+00:00,10.0,36.7929,2021-04-23 21:45:00+00:00,36.7834,2021-04-23 21:55:00+00:00,36.5635,FAILED_RECLAIM,2021-04-23 21:50:00+00:00,-2.9891200922155248,-3.2391200922155248,-3.8181923481089286,-4.318192348108928,False,False,0.13651366829351022,OOS
CENTRAL,external,,2021-05-08 15:00:00+00:00,RC30_C2,30,2,45.4999,43.6203,1.8795999999999964,2021-05-08 22:20:00+00:00,2021-05-08 22:40:00+00:00,-0.725276319288537,-0.975276319288537,2021-05-08 22:45:00+00:00,10.0,45.9136,2021-05-08 22:50:00+00:00,45.9137,2021-05-08 22:55:00+00:00,46.25174,TARGET,,3.6812541790358644,3.4312541790358644,2.9559778597473274,2.4559778597473274,True,True,0.10635241540753347,OOS
CENTRAL,external,,2021-05-11 15:00:00+00:00,RC30_C2,30,2,42.288,40.04,2.2479999999999976,2021-05-11 18:15:00+00:00,2021-05-11 18:55:00+00:00,-0.342886870979886,-0.592886870979886,2021-05-11 19:05:00+00:00,15.0,42.372,2021-05-11 19:10:00+00:00,42.37,2021-05-11 20:30:00+00:00,43.1872,TARGET,,9.643615765872028,9.393615765872026,9.300728894892142,8.80072889489214,True,True,0.06361209964412533,OOS
CENTRAL,external,,2021-05-15 15:00:00+00:00,RC30_C2,30,2,41.579,40.104,1.4750000000000014,2021-05-15 15:00:00+00:00,2021-05-15 15:20:00+00:00,-1.8999975949397507,-2.1499975949397507,2021-05-15 15:30:00+00:00,15.0,41.795,2021-05-15 15:35:00+00:00,41.8,2021-05-15 15:45:00+00:00,41.529,FAILED_RECLAIM,2021-05-15 15:40:00+00:00,-3.2416267942583232,-3.4916267942583232,-5.141624389198074,-5.641624389198074,False,False,0.10915254237288217,OOS
CENTRAL,external,,2021-05-20 15:00:00+00:00,RC30_C2,30,2,45.001,39.334,5.6669999999999945,2021-05-20 15:10:00+00:00,2021-05-20 15:20:00+00:00,-0.9666451856624736,-1.2166451856624736,2021-05-20 15:40:00+00:00,25.0,46.093,2021-05-20 15:45:00+00:00,46.093,2021-05-20 16:05:00+00:00,44.427,FAILED_RECLAIM,2021-05-20 16:00:00+00:00,-18.07215846223942,-18.32215846223942,-19.038803647901894,-19.538803647901894,False,False,0.13058055408505304,OOS
CENTRAL,external,,2021-05-23 15:00:00+00:00,RC30_C2,30,2,26.568,21.227,5.341000000000001,2021-05-24 02:55:00+00:00,2021-05-24 02:55:00+00:00,-1.1479975910870244,-1.3979975910870244,2021-05-24 03:05:00+00:00,15.0,27.097,2021-05-24 03:10:00+00:00,27.097,2021-05-24 04:10:00+00:00,26.401,FAILED_RECLAIM,2021-05-24 04:05:00+00:00,-12.842750119939517,-13.092750119939517,-13.990747711026541,-14.490747711026541,False,False,0.13817637146601816,OOS
CENTRAL,external,,2021-06-20 15:00:00+00:00,RC30_C2,30,2,35.123,31.241,3.881999999999998,2021-06-20 19:35:00+00:00,2021-06-20 19:50:00+00:00,-0.15659254619476703,-0.40659254619476703,2021-06-20 20:10:00+00:00,25.0,35.6,2021-06-20 20:15:00+00:00,35.61,2021-06-20 21:50:00+00:00,35.026,FAILED_RECLAIM,2021-06-20 21:45:00+00:00,-8.19994383600109,-8.44994383600109,-8.356536382195857,-8.856536382195857,False,False,0.12879958784131898,OOS
CENTRAL,external,,2021-06-22 15:00:00+00:00,RC30_C2,30,2,25.162,20.098,5.064,2021-06-22 15:25:00+00:00,2021-06-22 15:40:00+00:00,-4.51077020904539,-4.76077020904539,2021-06-22 15:50:00+00:00,15.0,25.656,2021-06-22 15:55:00+00:00,25.647,2021-06-22 16:05:00+00:00,27.1876,TARGET,,30.03470191445401,29.784701914454008,25.52393170540862,25.023931705408618,True,True,0.07089257503949412,OOS
CENTRAL,external,,2021-07-07 15:00:00+00:00,RC30_C2,30,2,37.58,34.595,2.9849999999999994,2021-07-07 18:00:00+00:00,2021-07-07 18:35:00+00:00,-0.1463544438530806,-0.3963544438530806,2021-07-07 18:40:00+00:00,10.0,37.886,2021-07-07 18:45:00+00:00,37.892,2021-07-07 20:00:00+00:00,37.554,FAILED_RECLAIM,2021-07-07 19:55:00+00:00,-4.460044336535407,-4.710044336535407,-4.6063987803884885,-5.1063987803884885,False,False,0.12194304857621349,OOS
CENTRAL,external,,2021-07-22 15:00:00+00:00,RC30_C2,30,2,27.558,26.299,1.2590000000000003,2021-07-22 15:40:00+00:00,2021-07-22 15:50:00+00:00,-0.07257420712680762,-0.3225742071268076,2021-07-22 15:55:00+00:00,10.0,27.787,2021-07-22 16:00:00+00:00,27.789,2021-07-22 17:35:00+00:00,28.0616,TARGET,,4.904818453344784,4.654818453344784,4.832244246217976,4.332244246217976,True,True,0.12787926926131957,OOS
CENTRAL,external,,2021-07-25 15:00:00+00:00,RC30_C2,30,2,28.444,26.526,1.9179999999999993,2021-07-26 00:20:00+00:00,2021-07-26 00:30:00+00:00,-0.33398959358738045,-0.5839895935873805,2021-07-26 00:35:00+00:00,10.0,28.613,2021-07-26 00:40:00+00:00,28.613,2021-07-26 00:55:00+00:00,29.211199999999998,TARGET,,10.453290462377197,10.203290462377195,10.119300868789816,9.619300868789814,True,True,0.06517205422314915,OOS
CENTRAL,external,,2021-08-04 15:00:00+00:00,RC30_C2,30,2,35.358,33.269,2.0889999999999986,2021-08-04 15:00:00+00:00,2021-08-04 15:35:00+00:00,-0.24039821256854887,-0.4903982125685489,2021-08-04 15:40:00+00:00,10.0,35.467,2021-08-04 15:45:00+00:00,35.467,2021-08-04 16:55:00+00:00,36.193599999999996,TARGET,,10.243324780782048,9.993324780782048,10.0029265682135,9.5029265682135,True,True,0.07707036859741233,OOS
CENTRAL,external,,2021-08-11 15:00:00+00:00,RC30_C2,30,2,43.483,41.942,1.5409999999999968,2021-08-11 20:00:00+00:00,2021-08-11 20:15:00+00:00,-1.7593082354023237,-2.009308235402324,2021-08-11 20:20:00+00:00,10.0,43.638,2021-08-11 20:25:00+00:00,43.637,2021-08-11 20:40:00+00:00,43.44,FAILED_RECLAIM,2021-08-11 20:35:00+00:00,-2.2572587483099538,-2.5072587483099538,-4.016566983712277,-4.516566983712278,False,False,0.140817650876054,OOS
CENTRAL,external,,2021-08-28 15:00:00+00:00,RC30_C2,30,2,95.0,87.698,7.302000000000007,2021-08-28 16:00:00+00:00,2021-08-28 16:50:00+00:00,-1.0999999999999899,-1.3499999999999899,2021-08-28 17:00:00+00:00,15.0,95.247,2021-08-28 17:05:00+00:00,95.249,2021-08-28 19:05:00+00:00,94.289,FAILED_RECLAIM,2021-08-28 19:00:00+00:00,-5.039422986068076,-5.289422986068076,-6.139422986068066,-6.639422986068066,False,False,0.10503971514653454,OOS
CENTRAL,external,,2021-09-06 15:00:00+00:00,RC30_C2,30,2,146.347,135.721,10.626000000000005,2021-09-06 15:10:00+00:00,2021-09-06 15:20:00+00:00,-0.9805462360007455,-1.2305462360007455,2021-09-06 15:30:00+00:00,15.0,148.277,2021-09-06 15:35:00+00:00,148.277,2021-09-06 15:55:00+00:00,150.59740000000002,TARGET,,7.824544602332284,7.574544602332284,6.8439983663315385,6.3439983663315385,True,True,0.10511951816299814,OOS
CENTRAL,external,,2021-09-17 15:00:00+00:00,RC30_C2,30,2,144.529,134.0,10.528999999999996,2021-09-17 15:30:00+00:00,2021-09-17 15:40:00+00:00,-1.0240159414373062,-1.2740159414373062,2021-09-17 15:45:00+00:00,10.0,144.942,2021-09-17 15:50:00+00:00,144.933,2021-09-17 16:05:00+00:00,143.68,FAILED_RECLAIM,2021-09-17 16:00:00+00:00,-4.322687034698736,-4.572687034698736,-5.346702976136042,-5.846702976136042,False,False,0.11235634913097095,OOS
CENTRAL,external,,2021-11-03 15:00:00+00:00,RC30_C2,30,2,235.269,222.992,12.277000000000015,2021-11-03 18:45:00+00:00,2021-11-03 19:35:00+00:00,-1.0902413832676872,-1.3402413832676872,2021-11-03 19:45:00+00:00,15.0,235.715,2021-11-03 19:50:00+00:00,235.694,2021-11-03 20:00:00+00:00,234.76,FAILED_RECLAIM,2021-11-03 19:55:00+00:00,-1.9813826402029777,-2.2313826402029777,-3.071624023470665,-3.571624023470665,False,False,0.11908446688930649,OOS
CENTRAL,external,,2021-11-10 15:00:00+00:00,RC30_C2,30,2,244.427,236.709,7.717999999999989,2021-11-10 15:05:00+00:00,2021-11-10 15:15:00+00:00,-0.12682723267065654,-0.37682723267065654,2021-11-10 15:20:00+00:00,10.0,246.901,2021-11-10 15:25:00+00:00,246.898,2021-11-10 15:30:00+00:00,247.5142,TARGET,,1.2478837414641175,0.9978837414641175,1.121056508793461,0.621056508793461,True,True,0.11518528116092029,OOS
CENTRAL,external,,2021-11-13 15:00:00+00:00,RC30_C2,30,2,235.16,225.144,10.015999999999991,2021-11-13 15:00:00+00:00,2021-11-13 15:25:00+00:00,-0.04890287463854559,-0.2989028746385456,2021-11-13 15:30:00+00:00,10.0,235.88,2021-11-13 15:35:00+00:00,235.885,2021-11-13 16:00:00+00:00,233.736,FAILED_RECLAIM,2021-11-13 15:55:00+00:00,-4.555185789685668,-4.805185789685668,-4.604088664324213,-5.104088664324213,False,False,0.09454872204472879,OOS
CENTRAL,external,,2021-12-04 15:00:00+00:00,RC30_C2,30,2,205.145,185.433,19.712000000000018,2021-12-04 15:00:00+00:00,2021-12-04 15:20:00+00:00,-0.6556338199810163,-0.9056338199810163,2021-12-04 15:35:00+00:00,20.0,206.345,2021-12-04 15:40:00+00:00,206.337,2021-12-04 15:50:00+00:00,204.568,FAILED_RECLAIM,2021-12-04 15:45:00+00:00,-4.286676650334109,-4.536676650334109,-4.9423104703151255,-5.4423104703151255,False,False,0.1294135551948059,OOS
CENTRAL,reference_validation,,2025-01-03 15:00:00+00:00,RC30_C2,30,2,218.56,208.97,9.590000000000003,2025-01-03 16:20:00+00:00,2025-01-03 16:30:00+00:00,-0.983711566617862,-1.233711566617862,2025-01-03 16:35:00+00:00,10.0,219.68,2025-01-03 16:40:00+00:00,219.67,2025-01-03 16:50:00+00:00,218.48,FAILED_RECLAIM,2025-01-03 16:45:00+00:00,-2.708608367096077,-2.958608367096077,-3.692319933713939,-4.192319933713939,False,False,0.1105318039624611,OOS
CENTRAL,reference_validation,,2025-01-13 15:00:00+00:00,RC30_C2,30,2,180.8,167.71,13.090000000000003,2025-01-13 20:45:00+00:00,2025-01-13 21:35:00+00:00,-0.7190265486726188,-0.9690265486726188,2025-01-13 21:40:00+00:00,10.0,181.9,2025-01-13 21:45:00+00:00,181.9,2025-01-14 05:00:00+00:00,186.036,TARGET,,11.368884002199042,11.118884002199042,10.649857453526423,10.149857453526423,True,True,0.06111535523300315,OOS
CENTRAL,reference_validation,,2025-01-22 15:00:00+00:00,RC30_C2,30,2,264.9,252.08,12.819999999999965,2025-01-22 19:50:00+00:00,2025-01-22 20:05:00+00:00,-0.3963759909399456,-0.6463759909399456,2025-01-22 20:10:00+00:00,10.0,268.86,2025-01-22 20:15:00+00:00,268.87,2025-01-22 20:30:00+00:00,270.02799999999996,TARGET,,2.1534570610330928,1.9034570610330928,1.7570810700931472,1.2570810700931472,True,True,0.12636505460218478,OOS
CENTRAL,reference_validation,,2025-02-04 15:00:00+00:00,RC30_C2,30,2,216.05,203.41,12.640000000000015,2025-02-04 15:50:00+00:00,2025-02-04 16:25:00+00:00,-0.43971302939133095,-0.689713029391331,2025-02-04 16:35:00+00:00,15.0,216.13,2025-02-04 16:40:00+00:00,216.13,2025-02-04 16:55:00+00:00,215.22,FAILED_RECLAIM,2025-02-04 16:50:00+00:00,-2.1052144542636486,-2.355214454263649,-2.5449274836549796,-3.04492748365498,False,False,0.07832278481012721,OOS
CENTRAL,reference_validation,,2025-03-19 15:00:00+00:00,RC30_C2,30,2,132.71,125.97,6.740000000000009,2025-03-19 18:55:00+00:00,2025-03-19 19:05:00+00:00,-0.5651420390325179,-0.8151420390325179,2025-03-19 19:10:00+00:00,10.0,133.43,2025-03-19 19:15:00+00:00,133.43,2025-03-19 19:25:00+00:00,131.95,FAILED_RECLAIM,2025-03-19 19:20:00+00:00,-5.5459791651053525,-5.7959791651053525,-6.11112120413787,-6.61112120413787,False,False,0.14391691394658718,OOS
CENTRAL,reference_validation,,2025-03-31 15:00:00+00:00,RC30_C2,30,2,127.2,122.94,4.260000000000005,2025-03-31 15:00:00+00:00,2025-03-31 15:10:00+00:00,-1.3757861635220192,-1.6257861635220192,2025-03-31 15:25:00+00:00,20.0,127.41,2025-03-31 15:30:00+00:00,127.42,2025-03-31 15:45:00+00:00,126.83,FAILED_RECLAIM,2025-03-31 15:40:00+00:00,-2.315178150996744,-2.5651781509967444,-3.690964314518763,-4.190964314518764,False,False,0.12910798122065645,OOS
CENTRAL,reference_validation,,2025-04-17 15:00:00+00:00,RC30_C2,30,2,134.43,130.48,3.950000000000017,2025-04-17 16:20:00+00:00,2025-04-17 16:40:00+00:00,-0.22316447221604196,-0.47316447221604196,2025-04-17 17:00:00+00:00,25.0,134.7,2025-04-17 17:05:00+00:00,134.69,2025-04-17 18:10:00+00:00,136.01000000000002,TARGET,,4.900141064667074,4.650141064667074,4.676976592451032,4.176976592451032,True,True,0.13417721518987313,OOS
CENTRAL,reference_validation,,2025-04-27 15:00:00+00:00,RC30_C2,30,2,149.71,146.87,2.8400000000000034,2025-04-27 18:25:00+00:00,2025-04-27 18:40:00+00:00,-0.06679580522345185,-0.31679580522345185,2025-04-27 18:45:00+00:00,10.0,149.85,2025-04-27 18:50:00+00:00,149.84,2025-04-27 19:00:00+00:00,149.66,FAILED_RECLAIM,2025-04-27 18:55:00+00:00,-0.600640683395659,-0.850640683395659,-0.6674364886191109,-1.1674364886191109,False,False,0.07746478873239387,OOS
CENTRAL,reference_validation,,2025-05-04 15:00:00+00:00,RC30_C2,30,2,146.6,144.57,2.030000000000001,2025-05-04 15:00:00+00:00,2025-05-04 15:45:00+00:00,-0.03410641200540798,-0.284106412005408,2025-05-04 15:50:00+00:00,10.0,146.89,2025-05-04 15:55:00+00:00,146.88,2025-05-04 16:20:00+00:00,146.56,FAILED_RECLAIM,2025-05-04 16:15:00+00:00,-1.0893246187363426,-1.3393246187363426,-1.1234310307417505,-1.6234310307417505,False,False,0.13300492610836534,OOS
CENTRAL,reference_validation,,2025-05-05 15:00:00+00:00,RC30_C2,30,2,146.73,143.31,3.4199999999999875,2025-05-05 18:35:00+00:00,2025-05-05 18:55:00+00:00,-0.5452191099297732,-0.7952191099297732,2025-05-05 19:05:00+00:00,15.0,146.92,2025-05-05 19:10:00+00:00,146.93,2025-05-05 19:35:00+00:00,146.65,FAILED_RECLAIM,2025-05-05 19:30:00+00:00,-0.9528346831824686,-1.2028346831824686,-1.4980537931122417,-1.9980537931122417,False,False,0.08771929824560937,OOS
CENTRAL,reference_validation,,2025-05-06 15:00:00+00:00,RC30_C2,30,2,144.53,141.3,3.2299999999999898,2025-05-06 18:25:00+00:00,2025-05-06 18:35:00+00:00,-1.0032519200166012,-1.2532519200166012,2025-05-06 19:00:00+00:00,30.0,144.69,2025-05-06 19:05:00+00:00,144.69,2025-05-06 19:20:00+00:00,144.48,FAILED_RECLAIM,2025-05-06 19:15:00+00:00,-0.7256894049347262,-0.9756894049347262,-1.7289413249513275,-2.2289413249513275,False,False,0.10216718266254289,OOS
CENTRAL,reference_validation,,2025-05-19 15:00:00+00:00,RC30_C2,30,2,164.03,160.05,3.9799999999999898,2025-05-19 15:05:00+00:00,2025-05-19 15:20:00+00:00,-0.6706090349326566,-0.9206090349326566,2025-05-19 15:40:00+00:00,25.0,164.36,2025-05-19 15:45:00+00:00,164.35,2025-05-19 15:55:00+00:00,163.81,FAILED_RECLAIM,2025-05-19 15:50:00+00:00,-1.6428354122299815,-1.8928354122299815,-2.313444447162638,-2.813444447162638,False,False,0.13316582914572928,OOS
