qualified,reason,symbol,clock,side,partition,reference_start,execution_start,H,L,R,k1_start,k1_signal,leave,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2
False,NO_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-12 23:30:00+00:00,2020-04-13 05:00:00+00:00,6998.21,6558.0,440.21000000000004,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-12 20:00:00+00:00,2020-04-13 01:30:00+00:00,7149.26,6558.0,591.2600000000002,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-13 03:30:00+00:00,2020-04-13 09:00:00+00:00,6732.0,6633.33,98.67000000000007,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-13 05:30:00+00:00,2020-04-13 11:00:00+00:00,6732.0,6651.0,81.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-13 08:00:00+00:00,2020-04-13 13:30:00+00:00,6830.0,6650.0,180.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-13 23:30:00+00:00,2020-04-14 05:00:00+00:00,6916.55,6801.0,115.55000000000018,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-13 20:00:00+00:00,2020-04-14 01:30:00+00:00,6890.38,6767.4,122.98000000000047,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-14 03:30:00+00:00,2020-04-14 09:00:00+00:00,6916.55,6751.0,165.55000000000018,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-14 05:30:00+00:00,2020-04-14 11:00:00+00:00,6895.0,6751.0,144.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-14 08:00:00+00:00,2020-04-14 13:30:00+00:00,6875.0,6751.0,124.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-14 23:30:00+00:00,2020-04-15 05:00:00+00:00,6929.0,6805.0,124.0,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-14 20:00:00+00:00,2020-04-15 01:30:00+00:00,6925.95,6805.0,120.94999999999982,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-15 03:30:00+00:00,2020-04-15 09:00:00+00:00,6929.0,6830.09,98.90999999999985,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-15 05:30:00+00:00,2020-04-15 11:00:00+00:00,6912.0,6755.0,157.0,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,external,2020-04-15 08:00:00+00:00,2020-04-15 13:30:00+00:00,6878.02,6672.1,205.92000000000007,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,external,2020-04-15 23:30:00+00:00,2020-04-16 05:00:00+00:00,6677.0,6465.33,211.67000000000007,2020-04-16 06:20:00+00:00,2020-04-16 06:25:00+00:00,True,2020-04-16 06:35:00+00:00,2020-04-16 06:40:00+00:00,H2_ARRIVAL,2020-04-16 06:40:00+00:00,5.0
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-15 20:00:00+00:00,2020-04-16 01:30:00+00:00,6757.9,6465.33,292.5699999999997,,,,,,,,
False,NO_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-16 03:30:00+00:00,2020-04-16 09:00:00+00:00,7172.26,6613.0,559.2600000000002,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-16 05:30:00+00:00,2020-04-16 11:00:00+00:00,7172.26,6618.0,554.2600000000002,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,external,2020-04-16 08:00:00+00:00,2020-04-16 13:30:00+00:00,7172.26,6864.59,307.6700000000001,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-16 23:30:00+00:00,2020-04-17 05:00:00+00:00,7144.5,7003.16,141.34000000000015,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-16 20:00:00+00:00,2020-04-17 01:30:00+00:00,7190.92,6960.21,230.71000000000004,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,external,2020-04-17 03:30:00+00:00,2020-04-17 09:00:00+00:00,7090.0,7011.11,78.89000000000033,2020-04-17 09:15:00+00:00,2020-04-17 09:20:00+00:00,True,2020-04-17 09:25:00+00:00,2020-04-17 09:30:00+00:00,H2_ARRIVAL,2020-04-17 09:30:00+00:00,5.0
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-17 05:30:00+00:00,2020-04-17 11:00:00+00:00,7122.64,7021.01,101.63000000000011,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-17 08:00:00+00:00,2020-04-17 13:30:00+00:00,7122.64,7013.33,109.3100000000004,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-19 23:30:00+00:00,2020-04-20 05:00:00+00:00,7208.55,7081.04,127.51000000000022,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-19 20:00:00+00:00,2020-04-20 01:30:00+00:00,7199.0,7081.04,117.96000000000004,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-20 03:30:00+00:00,2020-04-20 09:00:00+00:00,7208.55,7130.0,78.55000000000018,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-20 05:30:00+00:00,2020-04-20 11:00:00+00:00,7185.8,7029.4,156.40000000000055,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-20 08:00:00+00:00,2020-04-20 13:30:00+00:00,7182.0,6911.99,270.0100000000002,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-20 23:30:00+00:00,2020-04-21 05:00:00+00:00,6912.0,6809.48,102.52000000000044,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-20 20:00:00+00:00,2020-04-21 01:30:00+00:00,6912.0,6735.95,176.05000000000018,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-21 03:30:00+00:00,2020-04-21 09:00:00+00:00,6897.0,6827.14,69.85999999999967,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-21 05:30:00+00:00,2020-04-21 11:00:00+00:00,6897.0,6767.04,129.96000000000004,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-21 08:00:00+00:00,2020-04-21 13:30:00+00:00,6889.99,6759.16,130.82999999999993,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,external,2020-04-21 23:30:00+00:00,2020-04-22 05:00:00+00:00,6881.82,6812.57,69.25,2020-04-22 05:40:00+00:00,2020-04-22 05:45:00+00:00,True,2020-04-22 05:45:00+00:00,2020-04-22 05:50:00+00:00,H2_ARRIVAL,2020-04-22 05:50:00+00:00,5.0
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-21 20:00:00+00:00,2020-04-22 01:30:00+00:00,6906.0,6812.57,93.43000000000029,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,external,2020-04-22 03:30:00+00:00,2020-04-22 09:00:00+00:00,6959.0,6837.87,121.13000000000011,2020-04-22 09:00:00+00:00,2020-04-22 09:05:00+00:00,True,2020-04-22 09:15:00+00:00,2020-04-22 09:20:00+00:00,H2_ARRIVAL,2020-04-22 12:00:00+00:00,165.0
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-22 05:30:00+00:00,2020-04-22 11:00:00+00:00,6970.0,6854.98,115.02000000000044,,,,,,,,
True,,BTCUSDT,LONDON,LONG,external,2020-04-22 08:00:00+00:00,2020-04-22 13:30:00+00:00,7075.0,6915.0,160.0,2020-04-22 13:45:00+00:00,2020-04-22 13:50:00+00:00,True,2020-04-22 13:50:00+00:00,2020-04-22 13:55:00+00:00,H2_ARRIVAL,2020-04-22 14:25:00+00:00,35.0
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-22 23:30:00+00:00,2020-04-23 05:00:00+00:00,7178.0,7087.49,90.51000000000022,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-22 20:00:00+00:00,2020-04-23 01:30:00+00:00,7140.0,7072.01,67.98999999999978,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,external,2020-04-23 03:30:00+00:00,2020-04-23 09:00:00+00:00,7133.0,7020.0,113.0,2020-04-23 11:45:00+00:00,2020-04-23 11:50:00+00:00,True,2020-04-23 11:50:00+00:00,2020-04-23 11:55:00+00:00,H2_ARRIVAL,2020-04-23 12:00:00+00:00,10.0
True,,BTCUSDT,RAW_0530,LONG,external,2020-04-23 05:30:00+00:00,2020-04-23 11:00:00+00:00,7123.41,7020.0,103.40999999999985,2020-04-23 11:40:00+00:00,2020-04-23 11:45:00+00:00,False,,,BREAK_DURING_K1,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-23 08:00:00+00:00,2020-04-23 13:30:00+00:00,7176.0,7040.05,135.94999999999982,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,external,2020-04-23 23:30:00+00:00,2020-04-24 05:00:00+00:00,7563.2,7431.0,132.19999999999982,2020-04-24 07:35:00+00:00,2020-04-24 07:40:00+00:00,False,,,BREAK_DURING_K1,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-23 20:00:00+00:00,2020-04-24 01:30:00+00:00,7619.0,7431.0,188.0,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,external,2020-04-24 03:30:00+00:00,2020-04-24 09:00:00+00:00,7585.0,7487.37,97.63000000000011,2020-04-24 09:20:00+00:00,2020-04-24 09:25:00+00:00,False,,,BREAK_DURING_K1,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-24 05:30:00+00:00,2020-04-24 11:00:00+00:00,7612.91,7487.37,125.53999999999996,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-24 08:00:00+00:00,2020-04-24 13:30:00+00:00,7612.91,7448.0,164.90999999999985,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-26 23:30:00+00:00,2020-04-27 05:00:00+00:00,7795.6,7631.0,164.60000000000036,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-26 20:00:00+00:00,2020-04-27 01:30:00+00:00,7795.6,7580.0,215.60000000000036,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-27 03:30:00+00:00,2020-04-27 09:00:00+00:00,7752.4,7630.6,121.79999999999927,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-27 05:30:00+00:00,2020-04-27 11:00:00+00:00,7738.99,7630.6,108.38999999999942,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-27 08:00:00+00:00,2020-04-27 13:30:00+00:00,7738.0,7650.0,88.0,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-27 23:30:00+00:00,2020-04-28 05:00:00+00:00,7780.0,7662.71,117.28999999999996,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,external,2020-04-27 20:00:00+00:00,2020-04-28 01:30:00+00:00,7780.0,7680.0,100.0,2020-04-28 02:05:00+00:00,2020-04-28 02:10:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,ALT_0330,LONG,external,2020-04-28 03:30:00+00:00,2020-04-28 09:00:00+00:00,7729.76,7662.71,67.05000000000018,2020-04-28 09:30:00+00:00,2020-04-28 09:35:00+00:00,False,,,BREAK_DURING_K1,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-28 05:30:00+00:00,2020-04-28 11:00:00+00:00,7753.73,7680.5,73.22999999999956,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-28 08:00:00+00:00,2020-04-28 13:30:00+00:00,7760.0,7681.05,78.94999999999982,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,external,2020-04-28 23:30:00+00:00,2020-04-29 05:00:00+00:00,7879.99,7710.0,169.98999999999978,2020-04-29 06:00:00+00:00,2020-04-29 06:05:00+00:00,True,2020-04-29 06:05:00+00:00,2020-04-29 06:10:00+00:00,H2_ARRIVAL,2020-04-29 06:10:00+00:00,5.0
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-28 20:00:00+00:00,2020-04-29 01:30:00+00:00,7767.08,7701.0,66.07999999999993,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,external,2020-04-29 03:30:00+00:00,2020-04-29 09:00:00+00:00,7965.99,7795.01,170.97999999999956,2020-04-29 09:40:00+00:00,2020-04-29 09:45:00+00:00,True,2020-04-29 09:50:00+00:00,2020-04-29 09:55:00+00:00,H2_ARRIVAL,2020-04-29 09:55:00+00:00,5.0
True,,BTCUSDT,RAW_0530,LONG,external,2020-04-29 05:30:00+00:00,2020-04-29 11:00:00+00:00,8165.0,7840.0,325.0,2020-04-29 11:10:00+00:00,2020-04-29 11:15:00+00:00,True,2020-04-29 11:15:00+00:00,2020-04-29 11:20:00+00:00,H2_ARRIVAL,2020-04-29 12:30:00+00:00,75.0
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-29 08:00:00+00:00,2020-04-29 13:30:00+00:00,8388.0,7926.12,461.8800000000001,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,external,2020-04-29 23:30:00+00:00,2020-04-30 05:00:00+00:00,9320.0,8710.0,610.0,2020-04-30 05:30:00+00:00,2020-04-30 05:35:00+00:00,True,2020-04-30 05:35:00+00:00,2020-04-30 05:40:00+00:00,H2_ARRIVAL,2020-04-30 05:45:00+00:00,10.0
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-29 20:00:00+00:00,2020-04-30 01:30:00+00:00,8939.9,8692.36,247.53999999999905,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-04-30 03:30:00+00:00,2020-04-30 09:00:00+00:00,9479.77,9018.46,461.3100000000013,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,external,2020-04-30 05:30:00+00:00,2020-04-30 11:00:00+00:00,9479.77,8548.9,930.8700000000008,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-04-30 08:00:00+00:00,2020-04-30 13:30:00+00:00,9229.57,8548.9,680.6700000000001,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-04-30 23:30:00+00:00,2020-05-01 05:00:00+00:00,8806.0,8588.85,217.14999999999964,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-04-30 20:00:00+00:00,2020-05-01 01:30:00+00:00,8896.22,8588.85,307.369999999999,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-01 03:30:00+00:00,2020-05-01 09:00:00+00:00,8840.0,8665.68,174.3199999999997,,,,,,,,
True,,BTCUSDT,RAW_0530,LONG,external,2020-05-01 05:30:00+00:00,2020-05-01 11:00:00+00:00,8911.15,8715.0,196.14999999999964,2020-05-01 11:00:00+00:00,2020-05-01 11:05:00+00:00,True,2020-05-01 11:05:00+00:00,2020-05-01 11:10:00+00:00,H2_ARRIVAL,2020-05-01 11:20:00+00:00,15.0
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-05-01 08:00:00+00:00,2020-05-01 13:30:00+00:00,9065.0,8755.0,310.0,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-03 23:30:00+00:00,2020-05-04 05:00:00+00:00,8943.88,8631.11,312.7699999999986,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,external,2020-05-03 20:00:00+00:00,2020-05-04 01:30:00+00:00,8960.0,8631.11,328.8899999999994,2020-05-04 05:05:00+00:00,2020-05-04 05:10:00+00:00,False,,,BREAK_DURING_K1,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-04 03:30:00+00:00,2020-05-04 09:00:00+00:00,8759.99,8526.0,233.98999999999978,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-04 05:30:00+00:00,2020-05-04 11:00:00+00:00,8720.0,8526.0,194.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-05-04 08:00:00+00:00,2020-05-04 13:30:00+00:00,8780.0,8596.78,183.21999999999935,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-04 23:30:00+00:00,2020-05-05 05:00:00+00:00,9090.0,8820.0,270.0,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,external,2020-05-04 20:00:00+00:00,2020-05-05 01:30:00+00:00,8954.94,8822.0,132.9400000000005,2020-05-05 03:10:00+00:00,2020-05-05 03:15:00+00:00,True,2020-05-05 03:20:00+00:00,2020-05-05 03:25:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2020-05-05 04:45:00+00:00,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-05 03:30:00+00:00,2020-05-05 09:00:00+00:00,9118.17,8847.03,271.1399999999994,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-05 05:30:00+00:00,2020-05-05 11:00:00+00:00,9078.51,8766.12,312.3899999999994,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,external,2020-05-05 08:00:00+00:00,2020-05-05 13:30:00+00:00,9078.51,8766.12,312.3899999999994,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,external,2020-05-05 23:30:00+00:00,2020-05-06 05:00:00+00:00,9071.98,8916.01,155.96999999999935,2020-05-06 08:00:00+00:00,2020-05-06 08:05:00+00:00,True,2020-05-06 08:10:00+00:00,2020-05-06 08:15:00+00:00,H2_ARRIVAL,2020-05-06 08:15:00+00:00,5.0
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-05 20:00:00+00:00,2020-05-06 01:30:00+00:00,9045.67,8900.07,145.60000000000036,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-06 03:30:00+00:00,2020-05-06 09:00:00+00:00,9110.0,8952.66,157.34000000000015,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-06 05:30:00+00:00,2020-05-06 11:00:00+00:00,9300.0,8982.2,317.7999999999993,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,external,2020-05-06 08:00:00+00:00,2020-05-06 13:30:00+00:00,9393.59,8994.6,398.9899999999998,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-06 23:30:00+00:00,2020-05-07 05:00:00+00:00,9379.0,9022.0,357.0,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-06 20:00:00+00:00,2020-05-07 01:30:00+00:00,9405.0,9022.0,383.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-07 03:30:00+00:00,2020-05-07 09:00:00+00:00,9348.46,9232.04,116.41999999999825,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-07 05:30:00+00:00,2020-05-07 11:00:00+00:00,9348.46,9240.0,108.45999999999913,,,,,,,,
True,,BTCUSDT,LONDON,LONG,external,2020-05-07 08:00:00+00:00,2020-05-07 13:30:00+00:00,9630.0,9251.99,378.0100000000002,2020-05-07 16:50:00+00:00,2020-05-07 16:55:00+00:00,False,,,BREAK_DURING_K1,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-07 23:30:00+00:00,2020-05-08 05:00:00+00:00,10080.0,9833.34,246.65999999999985,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,external,2020-05-07 20:00:00+00:00,2020-05-08 01:30:00+00:00,10080.0,9730.0,350.0,2020-05-08 07:00:00+00:00,2020-05-08 07:05:00+00:00,True,2020-05-08 07:05:00+00:00,2020-05-08 07:10:00+00:00,NO_H2_BY_END,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-08 03:30:00+00:00,2020-05-08 09:00:00+00:00,9954.24,9726.0,228.23999999999978,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-08 05:30:00+00:00,2020-05-08 11:00:00+00:00,9972.57,9726.0,246.5699999999997,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-05-08 08:00:00+00:00,2020-05-08 13:30:00+00:00,9972.57,9800.0,172.5699999999997,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-10 23:30:00+00:00,2020-05-11 05:00:00+00:00,8800.0,8562.0,238.0,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-10 20:00:00+00:00,2020-05-11 01:30:00+00:00,8837.4,8495.0,342.39999999999964,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-11 03:30:00+00:00,2020-05-11 09:00:00+00:00,8729.38,8560.11,169.26999999999862,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-11 05:30:00+00:00,2020-05-11 11:00:00+00:00,8888.88,8472.01,416.869999999999,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-05-11 08:00:00+00:00,2020-05-11 13:30:00+00:00,9164.0,8472.01,691.9899999999998,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-11 23:30:00+00:00,2020-05-12 05:00:00+00:00,8749.8,8520.43,229.36999999999898,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-11 20:00:00+00:00,2020-05-12 01:30:00+00:00,8812.35,8457.12,355.22999999999956,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-12 03:30:00+00:00,2020-05-12 09:00:00+00:00,8777.77,8608.05,169.72000000000116,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-12 05:30:00+00:00,2020-05-12 11:00:00+00:00,8829.0,8608.05,220.95000000000073,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-05-12 08:00:00+00:00,2020-05-12 13:30:00+00:00,8829.0,8626.58,202.42000000000007,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-12 23:30:00+00:00,2020-05-13 05:00:00+00:00,8971.0,8775.01,195.98999999999978,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-12 20:00:00+00:00,2020-05-13 01:30:00+00:00,8955.61,8725.0,230.61000000000058,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-13 03:30:00+00:00,2020-05-13 09:00:00+00:00,8940.0,8828.0,112.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-13 05:30:00+00:00,2020-05-13 11:00:00+00:00,8958.0,8828.0,130.0,,,,,,,,
True,,BTCUSDT,LONDON,LONG,external,2020-05-13 08:00:00+00:00,2020-05-13 13:30:00+00:00,9115.0,8828.0,287.0,2020-05-13 14:05:00+00:00,2020-05-13 14:10:00+00:00,True,2020-05-13 14:25:00+00:00,2020-05-13 14:30:00+00:00,H2_ARRIVAL,2020-05-13 15:10:00+00:00,45.0
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-13 23:30:00+00:00,2020-05-14 05:00:00+00:00,9383.78,9250.66,133.1200000000008,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-13 20:00:00+00:00,2020-05-14 01:30:00+00:00,9397.0,9132.82,264.1800000000003,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-14 03:30:00+00:00,2020-05-14 09:00:00+00:00,9655.0,9263.0,392.0,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-14 05:30:00+00:00,2020-05-14 11:00:00+00:00,9950.0,9316.04,633.9599999999991,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,external,2020-05-14 08:00:00+00:00,2020-05-14 13:30:00+00:00,9950.0,9472.84,477.15999999999985,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-14 23:30:00+00:00,2020-05-15 05:00:00+00:00,9849.0,9231.0,618.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-14 20:00:00+00:00,2020-05-15 01:30:00+00:00,9876.0,9581.8,294.2000000000007,,,,,,,,
False,NO_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-15 03:30:00+00:00,2020-05-15 09:00:00+00:00,9722.64,9364.82,357.8199999999997,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-15 05:30:00+00:00,2020-05-15 11:00:00+00:00,9722.64,9422.89,299.75,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2020-05-15 08:00:00+00:00,2020-05-15 13:30:00+00:00,9700.0,9460.0,240.0,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2020-05-17 23:30:00+00:00,2020-05-18 05:00:00+00:00,9958.67,9656.08,302.59000000000015,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,external,2020-05-17 20:00:00+00:00,2020-05-18 01:30:00+00:00,9945.0,9600.0,345.0,,,,,,,,
False,NO_K1,BTCUSDT,ALT_0330,LONG,external,2020-05-18 03:30:00+00:00,2020-05-18 09:00:00+00:00,9910.99,9450.0,460.9899999999998,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,external,2020-05-18 05:30:00+00:00,2020-05-18 11:00:00+00:00,9898.73,9450.0,448.72999999999956,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,external,2020-05-18 08:00:00+00:00,2020-05-18 13:30:00+00:00,9795.0,9450.0,345.0,,,,,,,,
