visit_n,lane,n,wr,pf,expectancy,net,wr_5bps,pf_5bps,expectancy_5bps,net_5bps,rescue_rate,rescue_rate_5bps,combined_pf,combined_expectancy,combined_net,combined_pf_5bps,combined_expectancy_5bps,combined_net_5bps,represented_parent_loss,overlay_pf,overlay_net,overlay_pf_5bps,overlay_net_5bps,adequate_blocks,positive_blocks,eligible,b1_n,b1_net,b2_n,b2_net,b3_n,b3_net,b4_n,b4_net,b5_n,b5_net,b6_n,b6_net
2,REC_H2,216,0.26851851851851855,1.5774472273701292,0.6238821832929867,134.75855159128514,0.25925925925925924,1.2955837675176112,0.3738821832929868,80.75855159128514,0.25,0.24537037037037038,0.5659113236195671,-1.0075501726299616,-217.6308372880717,0.4412807325056714,-1.5075501726299616,-325.6308372880717,352.3893888793568,1.3064354291509468,448.8184127547937,1.151280715633054,240.56841275479363,6,5,True,30,-17.499291974803878,31,39.5201518130594,30,19.068376479057296,38,6.358454539112543,47,75.56143987920915,40,11.749420855650612
3,REC_H3,166,0.25903614457831325,1.205109779458992,0.24423595788856833,40.54316900950234,0.2469879518072289,0.9958170553246286,-0.005764042111431671,-0.9568309904976573,0.21686746987951808,0.21686746987951808,0.3744598464555891,-1.8278714689946123,-303.42666385310565,0.2974871078383852,-2.3278714689946125,-386.4266638531057,343.969832862608,1.2481582817591614,354.6030301730109,1.102768228111201,158.85303017301084,6,3,False,21,-3.261849314569023,21,-11.616283875759581,24,9.230052308633331,28,-20.001450475265024,34,24.48759306734777,38,41.70510729911487
4,REC_H4,128,0.234375,0.721963170827026,-0.4244784893892973,-54.33324664183005,0.2265625,0.6076186137909644,-0.6744784893892974,-86.33324664183007,0.203125,0.1953125,0.2549614311493686,-2.473779569247613,-316.64378486369446,0.20039818784511698,-2.9737795692476134,-380.6437848636945,262.3105382218645,1.1820483020750796,259.72661452167847,1.047804633085023,73.47661452167844,6,2,False,18,-33.89773163444316,16,-9.313149893274918,15,8.957755772789401,24,-17.58471268041334,26,19.889232474006754,29,-22.38464068049478
