slippage_bps_per_fill,n,wins,wr,pf,expectancy,net
0,56,43,0.7678571428571429,2.8112565195612578,1.387970041620002,77.72632233072011
2,56,41,0.7321428571428571,2.4559618209173615,1.1886453647012978,66.56414042327268
5,56,40,0.7142857142857143,1.9866178581829634,0.8895087810313752,49.812491737757014
10,56,35,0.625,1.3666552650779675,0.39054856022189277,21.870719372425995
