partition,tf,week,week_start,signal_ts,signal_idx,side,eligible,net_positive,sr_dist,sr_sweep,sr_room,pw_dist,pw_sweep,pw_pos,orb_near,orb_state,orb_reclaim,fvg_dist,fvg_touch,fib_dist,fib_touch,body_align,reject_wick,entry_ts,exit_ts,entry,sl,tp,risk_frac,net_ret,reason,prob,route,threshold
development,H1,2022-W09,2022-02-28 00:00:00+00:00,2022-03-04 12:00:00+00:00,19024,SHORT,True,1,2.9344316858046158,0.0,1.6353136961224806,9.0,0.0,0.5,1.0528540522549505,0.6657513729405867,0.0,1.217107671825594,1.0,0.6116821101680747,1.0,0.3296721584290219,0.23997337327342233,2022-03-04 13:00:00+00:00,2022-03-04 14:00:00+00:00,41502.0,41931.21428571429,40948.27971428571,0.010342014498440731,0.011842014498440858,TP,0.41745915873295025,FORCED_FALLBACK,0.4499497564158261
development,H1,2022-W10,2022-03-07 00:00:00+00:00,2022-03-09 17:00:00+00:00,19149,LONG,True,0,8.659020235955936,0.0,0.7234627705289404,9.0,0.0,0.5,1.916837252910391,4.981654816782575,0.0,0.48981951714977995,1.0,0.898235580904771,0.0,0.18573326041097257,0.28855379326510167,2022-03-09 18:00:00+00:00,2022-03-09 18:00:00+00:00,42316.8,41859.69285714286,42900.85754285715,0.010802025267911169,-0.012302025267911186,SL,0.45757084659297814,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W11,2022-03-14 00:00:00+00:00,2022-03-18 00:00:00+00:00,19348,SHORT,True,0,3.787927776133344,0.0,-0.42300598829665076,9.0,0.0,0.5,9.0,0.0,0.0,9.0,0.0,1.983952275780405,1.0,1.8740408479245925,0.05100298276372411,2022-03-18 01:00:00+00:00,2022-03-18 02:00:00+00:00,40310.1,40623.80714285714,39875.462557142855,0.007782345934570814,-0.009282345934570722,SL,0.4511456452713529,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W12,2022-03-21 00:00:00+00:00,2022-03-25 12:00:00+00:00,19528,LONG,False,0,4.187746987659722,0.0,-0.5597013116105467,9.0,0.0,0.5,1.2385385603801549,2.2781778068708194,1.0,2.2021480350085936,0.0,2.587778844522047,0.0,0.8634809804349464,0.482992702499586,2022-03-25 13:00:00+00:00,2022-03-25 15:00:00+00:00,44808.9,44514.27857142857,45237.94812857143,0.006575064966366689,-0.008075064966366728,SL,0.3833321164841052,FORCED_FALLBACK,0.4499497564158261
development,H1,2022-W13,2022-03-28 00:00:00+00:00,2022-03-30 18:00:00+00:00,19654,SHORT,True,0,1.7477730086491485,1.0,1.7338826219183328,9.0,0.0,0.5,1.0109785820589792,-0.36145201992967685,0.0,9.0,0.0,9.0,0.0,1.6028298427625578,0.14675495546016873,2022-03-30 19:00:00+00:00,2022-03-31 06:00:00+00:00,47109.1,47440.264285714286,46636.608414285714,0.0070297306829102115,-0.0013089541086541132,TIME,0.4677721732627569,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W14,2022-04-04 00:00:00+00:00,2022-04-04 02:00:00+00:00,19758,LONG,True,0,0.6701603065239388,1.0,3.4299410663047025,9.0,0.0,0.5,9.0,0.0,0.0,9.0,0.0,9.0,0.0,0.43755261937080425,0.25305407123588214,2022-04-04 03:00:00+00:00,2022-04-04 14:00:00+00:00,46022.1,45606.37857142857,46575.88772857143,0.009033082553195725,-0.0043681872404779925,TIME,0.4589124020905584,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W15,2022-04-11 00:00:00+00:00,2022-04-12 20:00:00+00:00,19968,LONG,True,1,0.6731576174819826,1.0,3.0623966867086816,9.0,0.0,0.5,0.6250930954932774,-0.10795444224445686,0.0,9.0,0.0,9.0,0.0,0.53328731539846,0.15792628653430088,2022-04-12 21:00:00+00:00,2022-04-12 23:00:00+00:00,39495.8,39102.578571428574,40007.50882857143,0.0099560314912327,0.0114560314912327,TP,0.4546129901964252,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W16,2022-04-18 00:00:00+00:00,2022-04-22 12:00:00+00:00,20200,SHORT,True,1,6.438672438672456,0.0,2.731240981240979,9.0,0.0,0.5,0.6724386724386784,0.13293650793650283,0.0,9.0,0.0,0.3653712121212313,1.0,0.6168831168831176,0.1327561327561434,2022-04-22 13:00:00+00:00,2022-04-22 13:00:00+00:00,40387.1,40664.299999999996,39988.738699999994,0.006863577726551293,0.008363577726551443,TP,0.41157703230680454,FORCED_FALLBACK,0.4499497564158261
development,H1,2022-W17,2022-04-25 00:00:00+00:00,2022-04-27 23:00:00+00:00,20331,LONG,True,1,2.2012757871878432,0.0,0.6199104234527678,9.0,0.0,0.5,1.7770765472312609,2.5089746199782774,0.0,0.5637384636264887,1.0,9.0,0.0,0.37764657980455973,0.04037730727470135,2022-04-28 00:00:00+00:00,2022-04-28 08:00:00+00:00,39209.0,38787.97142857143,39747.65557142857,0.010738059410558087,0.012238059410558057,TP,0.4515888408023526,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W18,2022-05-02 00:00:00+00:00,2022-05-05 20:00:00+00:00,20520,SHORT,True,1,5.538596061697736,0.0,1.736187378312516,9.0,0.0,0.5,5.057582222844022,5.256467652991036,0.0,0.17154582444359878,1.0,2.139723222925628,0.0,-0.2781294813052961,0.013547386706777263,2022-05-05 21:00:00+00:00,2022-05-06 08:00:00+00:00,36450.7,37063.364285714284,35728.683614285714,0.01680802524270553,0.005446368656843283,TIME,0.46505820003015347,MODEL_TRIGGER,0.4499497564158261
development,H1,2022-W19,2022-05-09 00:00:00+00:00,2022-05-10 00:00:00+00:00,20620,LONG,True,1,0.8949570797704302,1.0,3.550073601164389,9.0,0.0,0.5,9.0,0.0,0.0,9.0,0.0,9.0,0.0,0.8342898728105701,0.4105456409917118,2022-05-10 01:00:00+00:00,2022-05-10 05:00:00+00:00,30776.6,29912.871428571427,31732.658371428566,0.028064457133945002,0.0295644571339449,TP,0.4509372393691885,MODEL_TRIGGER,0.4499497564158261
