clock,side,partition,reference_start,execution_start,H,L,level,fraction,price,filled,fill_ts,outcome,minutes_to_h2,mae_ru,tail_frac
RAW_2330,LONG,external,2020-08-27 23:30:00+00:00,2020-08-28 05:00:00+00:00,388.8,379.94,F80,0.8,387.028,True,2020-08-28 05:15:00+00:00,H2,40.0,0.06072234762979678,0.7392776523702033
RAW_2330,LONG,external,2020-08-27 23:30:00+00:00,2020-08-28 05:00:00+00:00,388.8,379.94,F75,0.75,386.58500000000004,True,2020-08-28 05:20:00+00:00,H2,35.0,0.010722347629796736,0.7392776523702033
SHORT_2000,SHORT,external,2020-08-30 20:00:00+00:00,2020-08-31 01:30:00+00:00,430.86,420.6,F05,0.05,421.113,True,2020-08-31 07:25:00+00:00,H2,10.0,0.14883040935672176,0.19883040935672178
SHORT_2000,SHORT,external,2020-08-30 20:00:00+00:00,2020-08-31 01:30:00+00:00,430.86,420.6,F10,0.1,421.62600000000003,True,2020-08-31 06:25:00+00:00,H2,70.0,0.2615984405458073,0.3615984405458073
SHORT_2000,SHORT,external,2020-08-30 20:00:00+00:00,2020-08-31 01:30:00+00:00,430.86,420.6,F15,0.15,422.139,True,2020-08-31 06:20:00+00:00,H2,75.0,0.21159844054580731,0.3615984405458073
SHORT_2000,SHORT,external,2020-08-30 20:00:00+00:00,2020-08-31 01:30:00+00:00,430.86,420.6,F20,0.2,422.65200000000004,True,2020-08-31 06:20:00+00:00,H2,75.0,0.1615984405458073,0.3615984405458073
SHORT_2000,SHORT,external,2020-08-30 20:00:00+00:00,2020-08-31 01:30:00+00:00,430.86,420.6,F25,0.25,423.165,True,2020-08-31 06:35:00+00:00,H2,60.0,0.11159844054580731,0.3615984405458073
SHORT_2000,SHORT,external,2020-09-06 20:00:00+00:00,2020-09-07 01:30:00+00:00,360.0,347.89,F05,0.05,348.4955,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-06 20:00:00+00:00,2020-09-07 01:30:00+00:00,360.0,347.89,F10,0.1,349.101,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-06 20:00:00+00:00,2020-09-07 01:30:00+00:00,360.0,347.89,F15,0.15,349.7065,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-06 20:00:00+00:00,2020-09-07 01:30:00+00:00,360.0,347.89,F20,0.2,350.312,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-06 20:00:00+00:00,2020-09-07 01:30:00+00:00,360.0,347.89,F25,0.25,350.9175,False,,H2,,,
RAW_0530,LONG,external,2020-09-10 05:30:00+00:00,2020-09-10 11:00:00+00:00,373.2,361.07,F95,0.95,372.5935,True,2020-09-10 13:30:00+00:00,H2,5.0,0.1866034624896954,0.7633965375103046
RAW_0530,LONG,external,2020-09-10 05:30:00+00:00,2020-09-10 11:00:00+00:00,373.2,361.07,F90,0.9,371.98699999999997,True,2020-09-10 13:20:00+00:00,H2,15.0,0.13660346248969546,0.7633965375103046
RAW_0530,LONG,external,2020-09-10 05:30:00+00:00,2020-09-10 11:00:00+00:00,373.2,361.07,F85,0.85,371.3805,True,2020-09-10 13:25:00+00:00,H2,10.0,0.08660346248969542,0.7633965375103046
RAW_0530,LONG,external,2020-09-10 05:30:00+00:00,2020-09-10 11:00:00+00:00,373.2,361.07,F80,0.8,370.774,True,2020-09-10 13:25:00+00:00,H2,10.0,0.03660346248969548,0.7633965375103046
RAW_0530,LONG,external,2020-09-10 05:30:00+00:00,2020-09-10 11:00:00+00:00,373.2,361.07,F75,0.75,370.1675,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-10 20:00:00+00:00,2020-09-11 01:30:00+00:00,371.8,362.5,F05,0.05,362.965,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-10 20:00:00+00:00,2020-09-11 01:30:00+00:00,371.8,362.5,F10,0.1,363.43,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-10 20:00:00+00:00,2020-09-11 01:30:00+00:00,371.8,362.5,F15,0.15,363.895,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-10 20:00:00+00:00,2020-09-11 01:30:00+00:00,371.8,362.5,F20,0.2,364.36,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-10 20:00:00+00:00,2020-09-11 01:30:00+00:00,371.8,362.5,F25,0.25,364.825,False,,H2,,,
LONDON,LONG,external,2020-09-14 08:00:00+00:00,2020-09-14 13:30:00+00:00,375.95,361.42,F95,0.95,375.2235,True,2020-09-14 13:50:00+00:00,H2,10.0,0.10003441156228565,0.8499655884377143
LONDON,LONG,external,2020-09-14 08:00:00+00:00,2020-09-14 13:30:00+00:00,375.95,361.42,F90,0.9,374.497,True,2020-09-14 13:45:00+00:00,H2,15.0,0.05003441156228572,0.8499655884377143
LONDON,LONG,external,2020-09-14 08:00:00+00:00,2020-09-14 13:30:00+00:00,375.95,361.42,F85,0.85,373.77049999999997,True,2020-09-14 13:55:00+00:00,H2,5.0,3.4411562285674435e-05,0.8499655884377143
LONDON,LONG,external,2020-09-14 08:00:00+00:00,2020-09-14 13:30:00+00:00,375.95,361.42,F80,0.8,373.044,False,,H2,,,
LONDON,LONG,external,2020-09-14 08:00:00+00:00,2020-09-14 13:30:00+00:00,375.95,361.42,F75,0.75,372.3175,False,,H2,,,
RAW_0530,LONG,external,2020-09-15 05:30:00+00:00,2020-09-15 11:00:00+00:00,379.25,367.5,F95,0.95,378.6625,True,2020-09-15 12:05:00+00:00,OPPOSITE,,1.144042553191487,-0.19404255319148703
RAW_0530,LONG,external,2020-09-15 05:30:00+00:00,2020-09-15 11:00:00+00:00,379.25,367.5,F90,0.9,378.075,True,2020-09-15 12:05:00+00:00,OPPOSITE,,1.094042553191487,-0.19404255319148703
RAW_0530,LONG,external,2020-09-15 05:30:00+00:00,2020-09-15 11:00:00+00:00,379.25,367.5,F85,0.85,377.4875,True,2020-09-15 11:30:00+00:00,OPPOSITE,,1.044042553191487,-0.19404255319148703
RAW_0530,LONG,external,2020-09-15 05:30:00+00:00,2020-09-15 11:00:00+00:00,379.25,367.5,F80,0.8,376.9,True,2020-09-15 11:30:00+00:00,OPPOSITE,,0.994042553191487,-0.19404255319148703
RAW_0530,LONG,external,2020-09-15 05:30:00+00:00,2020-09-15 11:00:00+00:00,379.25,367.5,F75,0.75,376.3125,True,2020-09-15 11:30:00+00:00,OPPOSITE,,0.944042553191487,-0.19404255319148703
RAW_2330,LONG,external,2020-09-15 23:30:00+00:00,2020-09-16 05:00:00+00:00,364.76,354.75,F95,0.95,364.2595,True,2020-09-16 07:35:00+00:00,H2,15.0,0.11783216783216865,0.8321678321678313
RAW_2330,LONG,external,2020-09-15 23:30:00+00:00,2020-09-16 05:00:00+00:00,364.76,354.75,F90,0.9,363.759,True,2020-09-16 07:30:00+00:00,H2,20.0,0.09780219780219979,0.8021978021978002
RAW_2330,LONG,external,2020-09-15 23:30:00+00:00,2020-09-16 05:00:00+00:00,364.76,354.75,F85,0.85,363.25849999999997,True,2020-09-16 07:20:00+00:00,H2,30.0,0.09175824175824354,0.7582417582417564
RAW_2330,LONG,external,2020-09-15 23:30:00+00:00,2020-09-16 05:00:00+00:00,364.76,354.75,F80,0.8,362.758,True,2020-09-16 07:10:00+00:00,H2,40.0,0.04175824175824361,0.7582417582417564
RAW_2330,LONG,external,2020-09-15 23:30:00+00:00,2020-09-16 05:00:00+00:00,364.76,354.75,F75,0.75,362.2575,False,,H2,,,
ALT_0330,LONG,external,2020-09-16 03:30:00+00:00,2020-09-16 09:00:00+00:00,366.37,358.63,F95,0.95,365.983,False,,H2,,,
ALT_0330,LONG,external,2020-09-16 03:30:00+00:00,2020-09-16 09:00:00+00:00,366.37,358.63,F90,0.9,365.596,False,,H2,,,
ALT_0330,LONG,external,2020-09-16 03:30:00+00:00,2020-09-16 09:00:00+00:00,366.37,358.63,F85,0.85,365.209,False,,H2,,,
ALT_0330,LONG,external,2020-09-16 03:30:00+00:00,2020-09-16 09:00:00+00:00,366.37,358.63,F80,0.8,364.822,False,,H2,,,
ALT_0330,LONG,external,2020-09-16 03:30:00+00:00,2020-09-16 09:00:00+00:00,366.37,358.63,F75,0.75,364.435,True,2020-09-16 12:15:00+00:00,H2,10.0,0.1505167958656355,0.5994832041343645
RAW_0530,LONG,external,2020-09-16 05:30:00+00:00,2020-09-16 11:00:00+00:00,366.37,360.64,F95,0.95,366.0835,False,,H2,,,
RAW_0530,LONG,external,2020-09-16 05:30:00+00:00,2020-09-16 11:00:00+00:00,366.37,360.64,F90,0.9,365.797,False,,H2,,,
RAW_0530,LONG,external,2020-09-16 05:30:00+00:00,2020-09-16 11:00:00+00:00,366.37,360.64,F85,0.85,365.5105,False,,H2,,,
RAW_0530,LONG,external,2020-09-16 05:30:00+00:00,2020-09-16 11:00:00+00:00,366.37,360.64,F80,0.8,365.224,False,,H2,,,
RAW_0530,LONG,external,2020-09-16 05:30:00+00:00,2020-09-16 11:00:00+00:00,366.37,360.64,F75,0.75,364.9375,False,,H2,,,
LONDON,LONG,external,2020-09-16 08:00:00+00:00,2020-09-16 13:30:00+00:00,370.6,360.75,F95,0.95,370.1075,True,2020-09-16 15:50:00+00:00,H2,10.0,0.08502538071066368,0.8649746192893363
LONDON,LONG,external,2020-09-16 08:00:00+00:00,2020-09-16 13:30:00+00:00,370.6,360.75,F90,0.9,369.615,True,2020-09-16 15:50:00+00:00,H2,10.0,0.035025380710663745,0.8649746192893363
LONDON,LONG,external,2020-09-16 08:00:00+00:00,2020-09-16 13:30:00+00:00,370.6,360.75,F85,0.85,369.1225,False,,H2,,,
LONDON,LONG,external,2020-09-16 08:00:00+00:00,2020-09-16 13:30:00+00:00,370.6,360.75,F80,0.8,368.63,False,,H2,,,
LONDON,LONG,external,2020-09-16 08:00:00+00:00,2020-09-16 13:30:00+00:00,370.6,360.75,F75,0.75,368.13750000000005,False,,H2,,,
RAW_0530,LONG,external,2020-09-17 05:30:00+00:00,2020-09-17 11:00:00+00:00,382.85,374.15,F95,0.95,382.415,False,,H2,,,
RAW_0530,LONG,external,2020-09-17 05:30:00+00:00,2020-09-17 11:00:00+00:00,382.85,374.15,F90,0.9,381.98,False,,H2,,,
RAW_0530,LONG,external,2020-09-17 05:30:00+00:00,2020-09-17 11:00:00+00:00,382.85,374.15,F85,0.85,381.545,False,,H2,,,
RAW_0530,LONG,external,2020-09-17 05:30:00+00:00,2020-09-17 11:00:00+00:00,382.85,374.15,F80,0.8,381.11,False,,H2,,,
RAW_0530,LONG,external,2020-09-17 05:30:00+00:00,2020-09-17 11:00:00+00:00,382.85,374.15,F75,0.75,380.675,False,,H2,,,
ALT_0330,LONG,external,2020-09-18 03:30:00+00:00,2020-09-18 09:00:00+00:00,388.89,381.69,F95,0.95,388.53,True,2020-09-18 10:10:00+00:00,OPPOSITE,,1.2736111111111095,-0.3236111111111094
ALT_0330,LONG,external,2020-09-18 03:30:00+00:00,2020-09-18 09:00:00+00:00,388.89,381.69,F90,0.9,388.16999999999996,True,2020-09-18 10:00:00+00:00,OPPOSITE,,1.2236111111111094,-0.3236111111111094
ALT_0330,LONG,external,2020-09-18 03:30:00+00:00,2020-09-18 09:00:00+00:00,388.89,381.69,F85,0.85,387.81,True,2020-09-18 10:00:00+00:00,OPPOSITE,,1.1736111111111094,-0.3236111111111094
ALT_0330,LONG,external,2020-09-18 03:30:00+00:00,2020-09-18 09:00:00+00:00,388.89,381.69,F80,0.8,387.45,True,2020-09-18 10:00:00+00:00,OPPOSITE,,1.1236111111111096,-0.3236111111111094
ALT_0330,LONG,external,2020-09-18 03:30:00+00:00,2020-09-18 09:00:00+00:00,388.89,381.69,F75,0.75,387.09,True,2020-09-18 10:30:00+00:00,OPPOSITE,,1.0736111111111093,-0.3236111111111094
RAW_0530,LONG,external,2020-09-23 05:30:00+00:00,2020-09-23 11:00:00+00:00,341.64,332.6,F95,0.95,341.188,True,2020-09-23 12:55:00+00:00,H2,20.0,0.11924778761061705,0.8307522123893829
RAW_0530,LONG,external,2020-09-23 05:30:00+00:00,2020-09-23 11:00:00+00:00,341.64,332.6,F90,0.9,340.736,True,2020-09-23 12:55:00+00:00,H2,20.0,0.06924778761061712,0.8307522123893829
RAW_0530,LONG,external,2020-09-23 05:30:00+00:00,2020-09-23 11:00:00+00:00,341.64,332.6,F85,0.85,340.284,True,2020-09-23 12:55:00+00:00,H2,20.0,0.019247787610617073,0.8307522123893829
RAW_0530,LONG,external,2020-09-23 05:30:00+00:00,2020-09-23 11:00:00+00:00,341.64,332.6,F80,0.8,339.832,False,,H2,,,
RAW_0530,LONG,external,2020-09-23 05:30:00+00:00,2020-09-23 11:00:00+00:00,341.64,332.6,F75,0.75,339.38,False,,H2,,,
ALT_0330,LONG,external,2020-09-24 03:30:00+00:00,2020-09-24 09:00:00+00:00,328.9,323.4,F95,0.95,328.625,False,,H2,,,
ALT_0330,LONG,external,2020-09-24 03:30:00+00:00,2020-09-24 09:00:00+00:00,328.9,323.4,F90,0.9,328.34999999999997,False,,H2,,,
ALT_0330,LONG,external,2020-09-24 03:30:00+00:00,2020-09-24 09:00:00+00:00,328.9,323.4,F85,0.85,328.075,False,,H2,,,
ALT_0330,LONG,external,2020-09-24 03:30:00+00:00,2020-09-24 09:00:00+00:00,328.9,323.4,F80,0.8,327.79999999999995,False,,H2,,,
ALT_0330,LONG,external,2020-09-24 03:30:00+00:00,2020-09-24 09:00:00+00:00,328.9,323.4,F75,0.75,327.525,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-24 20:00:00+00:00,2020-09-25 01:30:00+00:00,353.09,344.57,F05,0.05,344.996,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-24 20:00:00+00:00,2020-09-25 01:30:00+00:00,353.09,344.57,F10,0.1,345.42199999999997,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-24 20:00:00+00:00,2020-09-25 01:30:00+00:00,353.09,344.57,F15,0.15,345.848,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-24 20:00:00+00:00,2020-09-25 01:30:00+00:00,353.09,344.57,F20,0.2,346.274,False,,H2,,,
SHORT_2000,SHORT,external,2020-09-24 20:00:00+00:00,2020-09-25 01:30:00+00:00,353.09,344.57,F25,0.25,346.7,False,,H2,,,
ALT_0330,LONG,external,2020-09-25 03:30:00+00:00,2020-09-25 09:00:00+00:00,348.1,337.5,F95,0.95,347.57000000000005,False,,NO_H2,,,
ALT_0330,LONG,external,2020-09-25 03:30:00+00:00,2020-09-25 09:00:00+00:00,348.1,337.5,F90,0.9,347.04,True,2020-09-25 15:15:00+00:00,NO_H2,,0.10566037735849076,0.7943396226415093
ALT_0330,LONG,external,2020-09-25 03:30:00+00:00,2020-09-25 09:00:00+00:00,348.1,337.5,F85,0.85,346.51,True,2020-09-25 15:00:00+00:00,NO_H2,,0.26509433962264384,0.5849056603773561
ALT_0330,LONG,external,2020-09-25 03:30:00+00:00,2020-09-25 09:00:00+00:00,348.1,337.5,F80,0.8,345.98,True,2020-09-25 12:30:00+00:00,NO_H2,,0.5226415094339631,0.27735849056603695
ALT_0330,LONG,external,2020-09-25 03:30:00+00:00,2020-09-25 09:00:00+00:00,348.1,337.5,F75,0.75,345.45000000000005,True,2020-09-25 12:30:00+00:00,NO_H2,,0.47264150943396305,0.27735849056603695
RAW_0530,LONG,external,2020-09-25 05:30:00+00:00,2020-09-25 11:00:00+00:00,344.79,337.5,F95,0.95,344.4255,True,2020-09-25 11:50:00+00:00,H2,10.0,0.179080932784638,0.770919067215362
RAW_0530,LONG,external,2020-09-25 05:30:00+00:00,2020-09-25 11:00:00+00:00,344.79,337.5,F90,0.9,344.06100000000004,True,2020-09-25 11:50:00+00:00,H2,10.0,0.12908093278463806,0.770919067215362
RAW_0530,LONG,external,2020-09-25 05:30:00+00:00,2020-09-25 11:00:00+00:00,344.79,337.5,F85,0.85,343.6965,True,2020-09-25 11:50:00+00:00,H2,10.0,0.07908093278463801,0.770919067215362
RAW_0530,LONG,external,2020-09-25 05:30:00+00:00,2020-09-25 11:00:00+00:00,344.79,337.5,F80,0.8,343.332,True,2020-09-25 11:50:00+00:00,H2,10.0,0.02908093278463808,0.770919067215362
RAW_0530,LONG,external,2020-09-25 05:30:00+00:00,2020-09-25 11:00:00+00:00,344.79,337.5,F75,0.75,342.96750000000003,False,,H2,,,
LONDON,LONG,external,2020-09-25 08:00:00+00:00,2020-09-25 13:30:00+00:00,348.67,337.5,F95,0.95,348.11150000000004,True,2020-09-25 17:35:00+00:00,H2,5.0,0.10398388540734327,0.8460161145926567
LONDON,LONG,external,2020-09-25 08:00:00+00:00,2020-09-25 13:30:00+00:00,348.67,337.5,F90,0.9,347.553,True,2020-09-25 17:10:00+00:00,H2,30.0,0.0906893464637415,0.8093106535362585
LONDON,LONG,external,2020-09-25 08:00:00+00:00,2020-09-25 13:30:00+00:00,348.67,337.5,F85,0.85,346.9945,True,2020-09-25 17:05:00+00:00,H2,35.0,0.04964189794091445,0.8003581020590855
LONDON,LONG,external,2020-09-25 08:00:00+00:00,2020-09-25 13:30:00+00:00,348.67,337.5,F80,0.8,346.43600000000004,True,2020-09-25 16:25:00+00:00,H2,75.0,0.14019695613249838,0.6598030438675017
LONDON,LONG,external,2020-09-25 08:00:00+00:00,2020-09-25 13:30:00+00:00,348.67,337.5,F75,0.75,345.8775,True,2020-09-25 16:25:00+00:00,H2,75.0,0.09019695613249834,0.6598030438675017
LONDON,LONG,external,2020-09-28 08:00:00+00:00,2020-09-28 13:30:00+00:00,367.65,355.88,F95,0.95,367.06149999999997,False,,NO_H2,,,
LONDON,LONG,external,2020-09-28 08:00:00+00:00,2020-09-28 13:30:00+00:00,367.65,355.88,F90,0.9,366.47299999999996,False,,NO_H2,,,
LONDON,LONG,external,2020-09-28 08:00:00+00:00,2020-09-28 13:30:00+00:00,367.65,355.88,F85,0.85,365.8845,False,,NO_H2,,,
LONDON,LONG,external,2020-09-28 08:00:00+00:00,2020-09-28 13:30:00+00:00,367.65,355.88,F80,0.8,365.296,True,2020-09-28 17:55:00+00:00,NO_H2,,0.39388275276125434,0.4061172472387457
LONDON,LONG,external,2020-09-28 08:00:00+00:00,2020-09-28 13:30:00+00:00,367.65,355.88,F75,0.75,364.7075,True,2020-09-28 17:50:00+00:00,NO_H2,,0.3438827527612543,0.4061172472387457
SHORT_2000,SHORT,external,2020-09-28 20:00:00+00:00,2020-09-29 01:30:00+00:00,363.81,351.27,F05,0.05,351.897,False,,NO_H2,,,
SHORT_2000,SHORT,external,2020-09-28 20:00:00+00:00,2020-09-29 01:30:00+00:00,363.81,351.27,F10,0.1,352.524,True,2020-09-29 06:20:00+00:00,NO_H2,,0.2771929824561412,0.3771929824561412
SHORT_2000,SHORT,external,2020-09-28 20:00:00+00:00,2020-09-29 01:30:00+00:00,363.81,351.27,F15,0.15,353.151,True,2020-09-29 06:45:00+00:00,NO_H2,,0.2271929824561412,0.3771929824561412
SHORT_2000,SHORT,external,2020-09-28 20:00:00+00:00,2020-09-29 01:30:00+00:00,363.81,351.27,F20,0.2,353.77799999999996,True,2020-09-29 06:50:00+00:00,NO_H2,,0.17719298245614118,0.3771929824561412
SHORT_2000,SHORT,external,2020-09-28 20:00:00+00:00,2020-09-29 01:30:00+00:00,363.81,351.27,F25,0.25,354.405,True,2020-09-29 06:50:00+00:00,NO_H2,,0.1271929824561412,0.3771929824561412
ALT_0330,LONG,external,2020-09-29 03:30:00+00:00,2020-09-29 09:00:00+00:00,356.0,350.07,F95,0.95,355.7035,False,,H2,,,
ALT_0330,LONG,external,2020-09-29 03:30:00+00:00,2020-09-29 09:00:00+00:00,356.0,350.07,F90,0.9,355.407,True,2020-09-29 10:00:00+00:00,H2,10.0,0.2086003372681251,0.6913996627318749
ALT_0330,LONG,external,2020-09-29 03:30:00+00:00,2020-09-29 09:00:00+00:00,356.0,350.07,F85,0.85,355.1105,True,2020-09-29 09:30:00+00:00,H2,40.0,0.17377740303541545,0.6762225969645845
ALT_0330,LONG,external,2020-09-29 03:30:00+00:00,2020-09-29 09:00:00+00:00,356.0,350.07,F80,0.8,354.814,True,2020-09-29 09:30:00+00:00,H2,40.0,0.12377740303541551,0.6762225969645845
ALT_0330,LONG,external,2020-09-29 03:30:00+00:00,2020-09-29 09:00:00+00:00,356.0,350.07,F75,0.75,354.5175,True,2020-09-29 09:50:00+00:00,H2,20.0,0.07377740303541547,0.6762225969645845
LONDON,LONG,external,2020-09-29 08:00:00+00:00,2020-09-29 13:30:00+00:00,358.98,353.9,F95,0.95,358.726,False,,H2,,,
LONDON,LONG,external,2020-09-29 08:00:00+00:00,2020-09-29 13:30:00+00:00,358.98,353.9,F90,0.9,358.47200000000004,False,,H2,,,
LONDON,LONG,external,2020-09-29 08:00:00+00:00,2020-09-29 13:30:00+00:00,358.98,353.9,F85,0.85,358.218,False,,H2,,,
LONDON,LONG,external,2020-09-29 08:00:00+00:00,2020-09-29 13:30:00+00:00,358.98,353.9,F80,0.8,357.964,False,,H2,,,
LONDON,LONG,external,2020-09-29 08:00:00+00:00,2020-09-29 13:30:00+00:00,358.98,353.9,F75,0.75,357.71000000000004,False,,H2,,,
LONDON,LONG,external,2020-09-30 08:00:00+00:00,2020-09-30 13:30:00+00:00,356.1,351.02,F95,0.95,355.846,False,,H2,,,
LONDON,LONG,external,2020-09-30 08:00:00+00:00,2020-09-30 13:30:00+00:00,356.1,351.02,F90,0.9,355.59200000000004,True,2020-09-30 13:55:00+00:00,H2,5.0,0.15196850393701167,0.7480314960629884
LONDON,LONG,external,2020-09-30 08:00:00+00:00,2020-09-30 13:30:00+00:00,356.1,351.02,F85,0.85,355.338,True,2020-09-30 13:45:00+00:00,H2,15.0,0.15905511811024353,0.6909448818897564
LONDON,LONG,external,2020-09-30 08:00:00+00:00,2020-09-30 13:30:00+00:00,356.1,351.02,F80,0.8,355.084,True,2020-09-30 13:45:00+00:00,H2,15.0,0.1090551181102436,0.6909448818897564
LONDON,LONG,external,2020-09-30 08:00:00+00:00,2020-09-30 13:30:00+00:00,356.1,351.02,F75,0.75,354.83000000000004,True,2020-09-30 13:45:00+00:00,H2,15.0,0.059055118110243554,0.6909448818897564
RAW_0530,LONG,external,2020-10-02 05:30:00+00:00,2020-10-02 11:00:00+00:00,344.67,334.01,F95,0.95,344.137,False,,H2,,,
RAW_0530,LONG,external,2020-10-02 05:30:00+00:00,2020-10-02 11:00:00+00:00,344.67,334.01,F90,0.9,343.60400000000004,False,,H2,,,
RAW_0530,LONG,external,2020-10-02 05:30:00+00:00,2020-10-02 11:00:00+00:00,344.67,334.01,F85,0.85,343.071,False,,H2,,,
RAW_0530,LONG,external,2020-10-02 05:30:00+00:00,2020-10-02 11:00:00+00:00,344.67,334.01,F80,0.8,342.538,False,,H2,,,
RAW_0530,LONG,external,2020-10-02 05:30:00+00:00,2020-10-02 11:00:00+00:00,344.67,334.01,F75,0.75,342.005,False,,H2,,,
LONDON,LONG,external,2020-10-02 08:00:00+00:00,2020-10-02 13:30:00+00:00,343.4,334.01,F95,0.95,342.9305,False,,H2,,,
LONDON,LONG,external,2020-10-02 08:00:00+00:00,2020-10-02 13:30:00+00:00,343.4,334.01,F90,0.9,342.46099999999996,True,2020-10-02 14:00:00+00:00,H2,5.0,0.05974440894568711,0.8402555910543129
LONDON,LONG,external,2020-10-02 08:00:00+00:00,2020-10-02 13:30:00+00:00,343.4,334.01,F85,0.85,341.9915,True,2020-10-02 14:00:00+00:00,H2,5.0,0.009744408945687066,0.8402555910543129
LONDON,LONG,external,2020-10-02 08:00:00+00:00,2020-10-02 13:30:00+00:00,343.4,334.01,F80,0.8,341.522,False,,H2,,,
LONDON,LONG,external,2020-10-02 08:00:00+00:00,2020-10-02 13:30:00+00:00,343.4,334.01,F75,0.75,341.0525,False,,H2,,,
SHORT_2000,SHORT,external,2020-10-04 20:00:00+00:00,2020-10-05 01:30:00+00:00,356.51,350.84,F05,0.05,351.1235,True,2020-10-05 04:30:00+00:00,H2,15.0,0.15458553791887508,0.2045855379188751
SHORT_2000,SHORT,external,2020-10-04 20:00:00+00:00,2020-10-05 01:30:00+00:00,356.51,350.84,F10,0.1,351.407,True,2020-10-05 04:30:00+00:00,H2,15.0,0.1045855379188751,0.2045855379188751
SHORT_2000,SHORT,external,2020-10-04 20:00:00+00:00,2020-10-05 01:30:00+00:00,356.51,350.84,F15,0.15,351.6905,True,2020-10-05 04:25:00+00:00,H2,20.0,0.054585537918875104,0.2045855379188751
SHORT_2000,SHORT,external,2020-10-04 20:00:00+00:00,2020-10-05 01:30:00+00:00,356.51,350.84,F20,0.2,351.974,True,2020-10-05 04:35:00+00:00,H2,10.0,0.004585537918875088,0.2045855379188751
SHORT_2000,SHORT,external,2020-10-04 20:00:00+00:00,2020-10-05 01:30:00+00:00,356.51,350.84,F25,0.25,352.2575,False,,H2,,,
ALT_0330,LONG,external,2020-10-05 03:30:00+00:00,2020-10-05 09:00:00+00:00,352.54,348.2,F95,0.95,352.32300000000004,True,2020-10-05 13:20:00+00:00,H2,10.0,0.17119815668203442,0.7788018433179655
ALT_0330,LONG,external,2020-10-05 03:30:00+00:00,2020-10-05 09:00:00+00:00,352.54,348.2,F90,0.9,352.106,True,2020-10-05 13:15:00+00:00,H2,15.0,0.12119815668203449,0.7788018433179655
ALT_0330,LONG,external,2020-10-05 03:30:00+00:00,2020-10-05 09:00:00+00:00,352.54,348.2,F85,0.85,351.889,True,2020-10-05 13:15:00+00:00,H2,15.0,0.07119815668203444,0.7788018433179655
ALT_0330,LONG,external,2020-10-05 03:30:00+00:00,2020-10-05 09:00:00+00:00,352.54,348.2,F80,0.8,351.672,True,2020-10-05 13:25:00+00:00,H2,5.0,0.021198156682034508,0.7788018433179655
ALT_0330,LONG,external,2020-10-05 03:30:00+00:00,2020-10-05 09:00:00+00:00,352.54,348.2,F75,0.75,351.45500000000004,False,,H2,,,
RAW_0530,LONG,external,2020-10-05 05:30:00+00:00,2020-10-05 11:00:00+00:00,352.32,348.2,F95,0.95,352.114,False,,H2,,,
RAW_0530,LONG,external,2020-10-05 05:30:00+00:00,2020-10-05 11:00:00+00:00,352.32,348.2,F90,0.9,351.908,False,,H2,,,
RAW_0530,LONG,external,2020-10-05 05:30:00+00:00,2020-10-05 11:00:00+00:00,352.32,348.2,F85,0.85,351.702,True,2020-10-05 12:20:00+00:00,H2,35.0,0.22378640776699488,0.6262135922330051
RAW_0530,LONG,external,2020-10-05 05:30:00+00:00,2020-10-05 11:00:00+00:00,352.32,348.2,F80,0.8,351.496,True,2020-10-05 12:15:00+00:00,H2,40.0,0.18349514563106373,0.6165048543689363
RAW_0530,LONG,external,2020-10-05 05:30:00+00:00,2020-10-05 11:00:00+00:00,352.32,348.2,F75,0.75,351.28999999999996,True,2020-10-05 11:20:00+00:00,H2,95.0,0.38349514563107057,0.36650485436892943
LONDON,LONG,external,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,354.2,349.5,F95,0.95,353.965,False,,NO_H2,,,
LONDON,LONG,external,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,354.2,349.5,F90,0.9,353.73,True,2020-10-05 16:55:00+00:00,NO_H2,,0.9808510638297865,-0.08085106382978646
LONDON,LONG,external,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,354.2,349.5,F85,0.85,353.495,True,2020-10-05 16:55:00+00:00,NO_H2,,0.9308510638297864,-0.08085106382978646
LONDON,LONG,external,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,354.2,349.5,F80,0.8,353.26,True,2020-10-05 15:20:00+00:00,NO_H2,,0.8808510638297865,-0.08085106382978646
LONDON,LONG,external,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,354.2,349.5,F75,0.75,353.025,True,2020-10-05 14:40:00+00:00,NO_H2,,0.8308510638297865,-0.08085106382978646
