partition,side,source,anchor_date_utc,execution_end,entry_ts,entry_px,confirmation_bar_start,H,L,R,entry_level,stop_level,target_level,touch_elapsed_min,candidate_id,exit_ts,exit_px,exit_reason,pnl,priority,accepted,blocked_by,structural_outcome,structural_h2_ts,full_mfe_R,full_mae_R,pre_h2_mfe_R,pre_h2_mae_R,post_h2_extension_R,e10_reached,e20_reached,e30_reached,e50_reached,first_e10_ts,first_e20_ts,first_e30_ts,first_e50_ts,e20_before_or_at_exit,e20_after_exit,execution_end_open,execution_end_return_R,economic_label,pre_h2_retest_episodes,pre_h2_retest_bucket,first_f85_retest_ts,first_f85_retest_hold,first_f85_retest_close_below,first_close_below_f85_ts,second_reclaim_ts,entry2_exists,entry2_ts,entry2_px,entry2_depth_R,entry2_reward_to_H_R,minutes_entry1_to_entry2,deepest_below_f85_pre_h2_R,pre_h2_path,h2_bar_close_above_H,strict_H_breakout_ts,strict_H_breakout,post_breakout_first_event,post_breakout_first_event_ts,h_retest_episodes_before_E10,h_retest_episodes_before_E20,hold_retest_then_E10,hold_retest_then_E20
external,LONG,ALT_0330,2020-02-27,2020-02-27 15:30:00+00:00,2020-02-27 09:50:00+00:00,18.787,2020-02-27 09:45:00+00:00,18.875,18.288,0.5869999999999997,18.78695,18.49345,18.9924,45.0,external|LONG|ALT_0330|2020-02-27T09:50:00+00:00,2020-02-27 11:05:00+00:00,18.9924,TP_E20,5.06654601586205,0,True,,H2,2020-02-27 10:35:00+00:00,1.1124361158432752,0.277683134582624,0.0613287904599682,0.277683134582624,0.9625212947189123,True,True,True,True,2020-02-27 11:00:00+00:00,2020-02-27 11:05:00+00:00,2020-02-27 11:05:00+00:00,2020-02-27 12:05:00+00:00,True,False,19.376,1.003407155025558,WIN,1,1,2020-02-27 09:50:00+00:00,False,True,2020-02-27 09:50:00+00:00,2020-02-27 10:20:00+00:00,True,2020-02-27 10:25:00+00:00,18.802,0.8756388415672905,0.12436115843270942,35.0,0.2775979557069885,ACCEPT_BELOW_RERECLAIM_THEN_H2,True,2020-02-27 10:35:00+00:00,True,H_HOLD_RETEST,2020-02-27 10:40:00+00:00,1.0,1.0,True,True
external,LONG,ALT_0330,2020-03-02,2020-03-02 15:30:00+00:00,2020-03-02 09:15:00+00:00,19.437,2020-03-02 09:10:00+00:00,19.484,19.113,0.3710000000000022,19.42835,19.24285,19.558200000000003,10.0,external|LONG|ALT_0330|2020-03-02T09:15:00+00:00,2020-03-02 10:00:00+00:00,19.558200000000003,TP_E20,2.717765087204849,0,True,,H2,2020-03-02 09:25:00+00:00,0.921832884097026,0.2830188679245277,0.115902964959566,0.0835579514824856,0.795148247978427,True,True,True,True,2020-03-02 09:35:00+00:00,2020-03-02 10:00:00+00:00,2020-03-02 10:00:00+00:00,2020-03-02 10:35:00+00:00,True,False,19.504,0.180592991913746,WIN,1,1,2020-03-02 09:15:00+00:00,False,True,2020-03-02 09:15:00+00:00,2020-03-02 09:20:00+00:00,False,,,,,,0.06024258760107626,ACCEPT_BELOW_RERECLAIM_THEN_H2,True,2020-03-02 09:25:00+00:00,True,H_HOLD_RETEST,2020-03-02 09:30:00+00:00,1.0,1.0,True,True
external,LONG,RAW_0530,2020-04-03,2020-04-03 17:30:00+00:00,2020-04-03 11:55:00+00:00,13.52,2020-04-03 11:50:00+00:00,13.574,13.095,0.4789999999999992,13.50215,13.26265,13.6698,50.0,external|LONG|RAW_0530|2020-04-03T11:55:00+00:00,2020-04-03 14:00:00+00:00,13.257,CLOSE_INVALIDATION_F35,-10.12633136094675,1,True,,OPPOSITE_BREAK,2020-04-03 14:40:00+00:00,0.0167014613778724,1.2693110647181625,,,,False,False,False,False,,,,,False,False,13.112,-0.851774530271399,LOSS,1,1,2020-04-03 12:00:00+00:00,False,True,2020-04-03 12:00:00+00:00,,False,,,,,,1.2320459290187902,RETEST_NO_H2,False,,False,NO_H2,,,,False,False
external,LONG,ALT_0330,2020-05-15,2020-05-15 15:30:00+00:00,2020-05-15 12:00:00+00:00,16.21,2020-05-15 11:55:00+00:00,16.252,15.975,0.2769999999999992,16.210449999999998,16.07195,16.307399999999998,175.0,external|LONG|ALT_0330|2020-05-15T12:00:00+00:00,2020-05-15 15:05:00+00:00,16.034,CLOSE_INVALIDATION_F35,-5.828747686613278,0,True,,NO_H2_BY_END,,0.0469314079422316,1.115523465703978,,,,False,False,False,False,,,,,False,False,16.03,-0.6498194945848385,LOSS,1,1,2020-05-15 12:00:00+00:00,False,True,2020-05-15 12:00:00+00:00,,False,,,,,,1.11714801444043,RETEST_NO_H2,False,,False,NO_H2,,,,False,False
external,LONG,ALT_0330,2020-05-20,2020-05-20 15:30:00+00:00,2020-05-20 10:05:00+00:00,17.209,2020-05-20 10:00:00+00:00,17.239,17.02,0.2190000000000012,17.20615,17.09665,17.2828,60.0,external|LONG|ALT_0330|2020-05-20T10:05:00+00:00,2020-05-20 15:20:00+00:00,16.882,CLOSE_INVALIDATION_F35,-9.900842582369664,0,True,,H2,2020-05-20 13:35:00+00:00,0.2648401826483996,2.1324200913241835,0.0958904109589072,0.497716894977158,0.1278538812785321,True,False,False,False,2020-05-20 14:00:00+00:00,,,,False,False,16.952,-1.1735159817351437,LOSS,2,2,2020-05-20 10:05:00+00:00,True,False,2020-05-20 10:15:00+00:00,2020-05-20 12:30:00+00:00,True,2020-05-20 12:35:00+00:00,17.212,0.8767123287671192,0.12328767123288072,150.0,0.48470319634702713,ACCEPT_BELOW_RERECLAIM_THEN_H2,True,2020-05-20 13:35:00+00:00,True,H_FAIL_ACCEPT_BELOW,2020-05-20 13:45:00+00:00,1.0,2.0,False,False
external,LONG,ALT_0330,2020-06-08,2020-06-08 15:30:00+00:00,2020-06-08 09:35:00+00:00,17.468,2020-06-08 09:30:00+00:00,17.48,17.339,0.1410000000000018,17.45885,17.38835,17.508200000000002,30.0,external|LONG|ALT_0330|2020-06-08T09:35:00+00:00,2020-06-08 13:40:00+00:00,17.384,CLOSE_INVALIDATION_F35,-2.8043966109457137,0,True,,H2,2020-06-08 10:00:00+00:00,0.0851063829787255,1.1914893617021074,0.0,0.2695035460992891,0.0,False,False,False,False,,,,,False,False,17.359,-0.7730496453900484,LOSS,1,1,2020-06-08 09:35:00+00:00,False,True,2020-06-08 09:35:00+00:00,2020-06-08 09:55:00+00:00,False,,,,,,0.20460992907802605,ACCEPT_BELOW_RERECLAIM_THEN_H2,False,,False,NO_STRICT_H_BREAKOUT,,,,False,False
external,LONG,ALT_0330,2020-07-07,2020-07-07 15:30:00+00:00,2020-07-07 09:15:00+00:00,16.346,2020-07-07 09:10:00+00:00,16.4,16.02,0.379999999999999,16.343,16.153,16.476,10.0,external|LONG|ALT_0330|2020-07-07T09:15:00+00:00,2020-07-07 10:55:00+00:00,16.476,TP_E20,3.576508014193025,0,True,,H2,2020-07-07 10:35:00+00:00,1.4026315789473751,0.2973684210526311,0.0631578947368446,0.2973684210526311,1.2605263157894842,True,True,True,True,2020-07-07 10:50:00+00:00,2020-07-07 10:55:00+00:00,2020-07-07 11:15:00+00:00,2020-07-07 13:35:00+00:00,True,False,16.793,1.176315789473685,WIN,1,1,2020-07-07 09:15:00+00:00,False,True,2020-07-07 09:15:00+00:00,2020-07-07 10:20:00+00:00,True,2020-07-07 10:25:00+00:00,16.36,0.8947368421052652,0.10526315789473488,70.0,0.28947368421052555,ACCEPT_BELOW_RERECLAIM_THEN_H2,True,2020-07-07 10:35:00+00:00,True,E10_CONTINUATION,2020-07-07 10:50:00+00:00,0.0,0.0,False,False
external,LONG,RAW_0530,2020-08-25,2020-08-25 17:30:00+00:00,2020-08-25 11:20:00+00:00,22.416,2020-08-25 11:15:00+00:00,22.495,21.975,0.5199999999999996,22.417,22.157,22.599,15.0,external|LONG|RAW_0530|2020-08-25T11:20:00+00:00,2020-08-25 12:40:00+00:00,22.113,CLOSE_INVALIDATION_F35,-7.158565310492515,1,True,,OPPOSITE_BREAK,2020-08-25 14:00:00+00:00,0.1307692307692335,2.723076923076926,,,,False,False,False,False,,,,,False,False,21.262,-2.2192307692307707,LOSS,2,2,2020-08-25 11:20:00+00:00,False,True,2020-08-25 11:20:00+00:00,2020-08-25 11:45:00+00:00,True,2020-08-25 11:50:00+00:00,22.464,0.9403846153846108,0.0596153846153892,30.0,2.7250000000000054,RETEST_NO_H2,False,,False,NO_H2,,,,False,False
external,LONG,RAW_0530,2020-09-04,2020-09-04 17:30:00+00:00,2020-09-04 12:20:00+00:00,21.379,2020-09-04 12:15:00+00:00,21.6,19.7,1.900000000000002,21.315,20.365,21.98,75.0,external|LONG|RAW_0530|2020-09-04T12:20:00+00:00,2020-09-04 14:45:00+00:00,20.193,CLOSE_INVALIDATION_F35,-28.13749941531412,1,True,,H2,2020-09-04 13:20:00+00:00,0.2442105263157885,1.2115789473684195,0.0626315789473682,0.077894736842105,0.1278947368421043,True,False,False,False,2020-09-04 13:30:00+00:00,,,,False,False,20.631,-0.3936842105263159,LOSS,2,2,2020-09-04 12:25:00+00:00,False,True,2020-09-04 12:25:00+00:00,2020-09-04 12:30:00+00:00,True,2020-09-04 12:35:00+00:00,21.362,0.8747368421052618,0.12526315789473835,15.0,0.044210526315789235,ACCEPT_BELOW_RERECLAIM_THEN_H2,True,2020-09-04 13:20:00+00:00,True,H_HOLD_RETEST,2020-09-04 13:25:00+00:00,1.0,2.0,True,False
external,LONG,ALT_0330,2020-11-25,2020-11-25 15:30:00+00:00,2020-11-25 10:55:00+00:00,33.575,2020-11-25 10:50:00+00:00,33.77,32.319,1.4510000000000003,33.552350000000004,32.82685,34.0602,110.0,external|LONG|ALT_0330|2020-11-25T10:55:00+00:00,2020-11-25 11:25:00+00:00,34.0602,TP_E20,6.82561429635149,0,True,,H2,2020-11-25 11:05:00+00:00,0.346657477601654,0.5685733976567903,0.0889042039972417,0.0406616126809128,0.2122674017918675,True,True,False,False,2020-11-25 11:10:00+00:00,2020-11-25 11:25:00+00:00,,,True,False,33.276,-0.2060647829083386,WIN,1,1,2020-11-25 10:55:00+00:00,True,False,,2020-11-25 10:55:00+00:00,True,2020-11-25 11:00:00+00:00,33.564,0.8580289455547878,0.1419710544452123,5.0,0.02505168849070012,RETEST_THEN_H2,True,2020-11-25 11:05:00+00:00,True,AMBIGUOUS_E10_H_INTERACTION,2020-11-25 11:10:00+00:00,0.0,1.0,False,False
