role,partition,dev_block,execution_start,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,signal_ts,confirm_ts,reentry_ts,reentry_price,reentry_R,exit_ts,exit_price,exit_reason,floor_close_ts,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,loss_class,parent_loss_R,parent_mfe_R,parent_mae_R,parent_hold_min,ref_width_pct,exit_to_signal_min,signal_to_confirm_min,signal_close_R,confirm_close_R,confirm_body_R,max_close_R_to_confirm,running_mfe_R_to_confirm,running_mae_R_to_confirm,above_H_frac_to_confirm,closes_above_H_to_confirm,preconfirm_30m_return_R,preexit_60m_return_R,preexit_60m_range_R,stress_outcome,raw_outcome
CENTRAL,development,2,2023-04-25 15:00:00+00:00,21.163,20.726,0.43700000000000117,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,-1.1576808581014175,-1.4076808581014175,2023-04-25 18:15:00+00:00,2023-04-25 18:25:00+00:00,2023-04-25 18:30:00+00:00,21.219,0.12814645308924666,2023-04-25 18:45:00+00:00,21.142,E10_FLOOR,2023-04-25 18:40:00+00:00,-1.8144116122343346,-2.064411612234335,-2.972092470335752,-3.4720924703357525,False,False,L2_BREAK_FAST_FAIL_5M,0.11212814645309031,0.23798627002288084,0.19908466819221857,10.0,0.020649246326135292,10.0,10.0,0.06407322654461926,0.12814645308924666,0.08924485125858438,0.12814645308924666,0.27231121281464404,0.11212814645308777,0.8,4,0.0503432494279221,0.3569794050343294,1.0,FAIL,FAIL
CENTRAL,development,3,2023-08-12 15:00:00+00:00,24.636,24.46,0.17599999999999838,2023-08-12 15:00:00+00:00,2023-08-12 15:45:00+00:00,-0.04059100503328583,-0.29059100503328583,2023-08-12 16:00:00+00:00,2023-08-12 16:10:00+00:00,2023-08-12 16:15:00+00:00,24.661,0.14204545454546796,2023-08-12 16:20:00+00:00,24.7064,TARGET,,0.9204817322897574,0.6704817322897574,0.8798907272564715,0.37989072725647155,True,True,L4_BREAK_FAIL_30M,0.011363636363636806,0.3806818181818227,0.2727272727272654,45.0,0.007144016885858028,15.0,10.0,0.1363636363636428,0.14204545454546796,-0.05681818181817104,0.193181818181834,0.30681818181819626,0.2727272727272654,0.6666666666666666,4,0.14772727272727296,0.18750000000000883,0.8352272727272717,WIN,WIN
CENTRAL,development,3,2023-12-11 15:00:00+00:00,70.014,66.936,3.0779999999999887,2023-12-11 16:35:00+00:00,2023-12-11 16:55:00+00:00,-1.4997000599879518,-1.7497000599879518,2023-12-11 17:20:00+00:00,2023-12-11 17:30:00+00:00,2023-12-11 17:35:00+00:00,70.445,0.14002599090318354,2023-12-11 17:45:00+00:00,70.132,E10_FLOOR,2023-12-11 17:40:00+00:00,-2.2215913123712627,-2.471591312371263,-3.7212913723592145,-4.2212913723592145,False,False,L4_BREAK_FAIL_30M,0.06822612085769775,0.3073424301494482,0.14294996751137082,20.0,0.04396263604421957,25.0,10.0,0.03216374269005982,0.13937621832358793,0.062053281351528,0.13937621832358793,0.1825860948667965,0.15919428200129845,0.5,4,0.19460688758934566,0.35769980506822713,0.8866146848603019,FAIL,FAIL
CENTRAL,development,3,2023-12-23 15:00:00+00:00,97.645,94.75,2.894999999999996,2023-12-23 16:45:00+00:00,2023-12-23 17:00:00+00:00,-0.6247119668185697,-0.8747119668185697,2023-12-23 17:05:00+00:00,2023-12-23 17:15:00+00:00,2023-12-23 17:20:00+00:00,98.075,0.1485319516407625,2023-12-23 17:30:00+00:00,97.163,E10_FLOOR,2023-12-23 17:25:00+00:00,-4.649502931430072,-4.899502931430072,-5.274214898248641,-5.774214898248641,False,False,L3_BREAK_FAST_FAIL_10M,0.042141623488773275,0.12262521588946614,0.20449050086355772,15.0,0.029648215474422614,5.0,10.0,0.01899827288428563,0.14887737478410984,0.06943005181346933,0.14887737478410984,0.1848013816925774,0.14196891191709912,1.0,4,0.11709844559585461,0.4411053540587229,0.6379965457685653,FAIL,FAIL
CENTRAL,development,4,2024-01-23 15:00:00+00:00,81.744,78.96,2.784000000000006,2024-01-23 15:00:00+00:00,2024-01-23 15:10:00+00:00,-0.8502153063221773,-1.1002153063221773,2024-01-23 15:15:00+00:00,2024-01-23 15:25:00+00:00,2024-01-23 15:30:00+00:00,82.138,0.1415229885057488,2024-01-23 15:35:00+00:00,82.8576,TARGET,,4.3804329299471645,4.1304329299471645,3.530217623624987,3.030217623624987,True,True,L2_BREAK_FAST_FAIL_5M,0.049928160919540165,0.2640086206896544,0.25071839080459474,10.0,0.034057545507927264,5.0,10.0,0.010057471264369877,0.1415229885057488,-0.017600574712640905,0.18821839080459762,0.2557471264367822,0.09626436781609199,1.0,4,0.38721264367816116,0.994612068965517,1.249640804597698,WIN,WIN
CENTRAL,development,4,2024-02-06 15:00:00+00:00,96.29,93.116,3.1740000000000066,2024-02-06 18:50:00+00:00,2024-02-06 19:05:00+00:00,-0.7425485512514429,-0.9925485512514429,2024-02-06 19:20:00+00:00,2024-02-06 19:30:00+00:00,2024-02-06 19:35:00+00:00,96.999,0.2233774417139217,2024-02-06 19:55:00+00:00,97.5596,TARGET,,2.8897205125826275,2.6397205125826275,2.1471719613311846,1.6471719613311846,True,True,L3_BREAK_FAST_FAIL_10M,0.04505356017643434,0.09766855702583095,0.10396975425331186,15.0,0.03296292449890961,15.0,10.0,0.1871455576559524,0.2233774417139217,0.061436672967861615,0.2233774417139217,0.3112791430371763,0.06773787019533804,0.6666666666666666,4,0.2712665406427184,0.07466918714555586,0.40894770006300724,WIN,WIN
CENTRAL,development,4,2024-02-07 15:00:00+00:00,96.201,94.56,1.6409999999999911,2024-02-07 15:25:00+00:00,2024-02-07 15:50:00+00:00,-0.2130954979677746,-0.4630954979677746,2024-02-07 15:55:00+00:00,2024-02-07 16:05:00+00:00,2024-02-07 16:10:00+00:00,96.795,0.36197440585009844,2024-02-07 16:25:00+00:00,96.296,E10_FLOOR,2024-02-07 16:20:00+00:00,-2.577612479983449,-2.827612479983449,-2.7907079779512234,-3.2907079779512234,False,False,L4_BREAK_FAIL_30M,0.02498476538695673,0.2931139549055523,0.21328458257160038,25.0,0.017058034739763528,5.0,10.0,0.014625228519196246,0.3625837903717345,0.2230347349177341,0.3625837903717345,0.398537477148089,0.09201706276660394,1.0,4,0.3272394881170073,0.3443022547227305,0.9006703229738066,FAIL,FAIL
CENTRAL,development,4,2024-02-26 15:00:00+00:00,104.15,100.35,3.8000000000000114,2024-02-26 15:25:00+00:00,2024-02-26 15:45:00+00:00,-1.4882381180988946,-1.7382381180988946,2024-02-26 15:55:00+00:00,2024-02-26 16:05:00+00:00,2024-02-26 16:10:00+00:00,105.649,0.39447368421052387,2024-02-26 16:15:00+00:00,105.67000000000002,TARGET,,0.09938570171041938,-0.15061429828958062,-1.3888524163884752,-1.8888524163884752,False,False,L3_BREAK_FAST_FAIL_10M,0.08157894736842075,0.1613157894736836,0.19105263157894656,20.0,0.03648583773403755,10.0,10.0,0.24657894736841968,0.39394736842105144,0.12210526315789401,0.39394736842105144,0.394736842105262,0.19105263157894656,0.8,4,0.3655263157894752,0.09552631578947328,0.532631578947367,FAIL,WIN
CENTRAL,development,4,2024-03-14 15:00:00+00:00,174.599,164.55,10.048999999999978,2024-03-14 23:10:00+00:00,2024-03-14 23:20:00+00:00,-0.7474269612082196,-0.9974269612082196,2024-03-14 23:25:00+00:00,2024-03-14 23:35:00+00:00,2024-03-14 23:40:00+00:00,176.227,0.16200616976813792,2024-03-14 23:45:00+00:00,178.6186,TARGET,,6.785566343409322,6.535566343409322,6.038139382201102,5.538139382201102,True,True,L2_BREAK_FAST_FAIL_5M,0.025972733605332712,0.1025972733605342,0.11722559458652601,10.0,0.057554739717867676,5.0,10.0,0.02766444422330785,0.16210568215743085,0.08936212558463509,0.16210568215743085,0.19076525027365965,0.051646930042788156,1.0,4,0.22022091750423198,0.16588715295054285,0.3501840979201924,WIN,WIN
CENTRAL,development,4,2024-05-30 15:00:00+00:00,169.791,164.708,5.082999999999998,2024-05-30 16:45:00+00:00,2024-05-30 17:10:00+00:00,-0.4770570878315228,-0.7270570878315228,2024-05-30 17:15:00+00:00,2024-05-30 17:25:00+00:00,2024-05-30 17:30:00+00:00,171.208,0.27877237851662445,2024-05-30 17:35:00+00:00,171.8242,TARGET,,1.7995654408672346,1.5495654408672346,1.3225083530357118,0.8225083530357118,True,True,L4_BREAK_FAIL_30M,0.031870942356876694,0.0485933503836345,0.13732048003147898,25.0,0.029936804659846508,5.0,10.0,0.09777690340350467,0.27877237851662445,0.017115876450912674,0.27877237851662445,0.3165453472358862,0.058036592563444345,1.0,4,0.25791855203620057,0.32402124729490855,0.3615974818020899,WIN,WIN
CENTRAL,development,5,2024-08-21 15:00:00+00:00,142.42,138.689,3.7309999999999945,2024-08-21 18:20:00+00:00,2024-08-21 18:40:00+00:00,-0.48097177362732557,-0.7309717736273256,2024-08-21 18:55:00+00:00,2024-08-21 19:05:00+00:00,2024-08-21 19:10:00+00:00,143.148,0.19512195121951478,2024-08-21 19:20:00+00:00,142.385,E10_FLOOR,2024-08-21 19:15:00+00:00,-2.6650739095202547,-2.915073909520255,-3.1460456831475803,-3.6460456831475807,False,False,L4_BREAK_FAIL_30M,0.03671937818279486,0.1554543017957688,0.1500938086303872,20.0,0.026197163319758424,15.0,10.0,0.048780487804882505,0.19512195121951478,0.18064861967301196,0.19512195121951478,0.19914232109354718,0.1500938086303872,0.6666666666666666,4,0.23210935406057,0.08844813722862852,0.5065666041275768,FAIL,FAIL
