component,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate
ALL,302,0.6258278145695364,0.5728476821192053,0.12744925209527638,0.2192817200442566,1.3358952842659029,38.489674132773466,6.513851283375694,6,165.0,0.36423841059602646,0.6357615894039735
BUY_SIDE,131,0.648854961832061,0.5877862595419847,0.13235761637933888,0.23474178403755763,1.381530309417436,17.338847745693393,5.070914249716149,4,165.0,0.3282442748091603,0.6717557251908397
SELL_SIDE,171,0.6081871345029239,0.5614035087719298,0.12368904319929863,0.18187221396731848,1.3059007147177255,21.150826387080066,5.366580525773005,5,165.0,0.391812865497076,0.6081871345029239
SCORE3_ALL,274,0.6277372262773723,0.5693430656934306,0.0878363541115356,0.17618956320485837,1.23233471244061,24.067161026560754,6.513851283375694,6,162.5,0.3613138686131387,0.6386861313868614
SCORE3_BUY_SIDE,131,0.648854961832061,0.5877862595419847,0.13235761637933888,0.23474178403755763,1.381530309417436,17.338847745693393,5.070914249716149,4,165.0,0.3282442748091603,0.6717557251908397
SCORE3_SELL_SIDE,143,0.6083916083916084,0.5524475524475524,0.04705114182424732,0.15595075239398232,1.1157205256814628,6.728313280867367,9.654547126479187,6,150.0,0.3916083916083916,0.6083916083916084
SCORE4_SELL_SIDE_LONG,28,0.6071428571428571,0.6071428571428571,0.5150897537933109,0.6531083690800423,2.3111375551102458,14.422513106212705,2.0,2,170.0,0.39285714285714285,0.6071428571428571
