role,partition,dev_block,execution_start,loss_class,episode_class_before_a10,lane,snapshot_min,required_above,require_e10,H,L,R,parent_pnl,parent_pnl_5bps,h2_recovery_pnl,h2_recovery_pnl_5bps,episode_pnl_before_a10,episode_pnl_before_a10_5bps,h2_exit_ts,reclaim_signal_ts,acceptance_snapshot_ts,acceptance_closes_above,acceptance_e10_reached,entry_ts,entry_price,exit_ts,exit_price,exit_reason,invalidation_close_ts,a10_pnl,a10_pnl_5bps,a10_won,a10_won_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,selection_scope
CENTRAL,development,5.0,2024-08-19 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,146.2,141.584,4.6159999999999854,-0.9404924760600952,-1.1904924760600952,-0.5745554035567202,-0.8245554035567202,-1.5150478796168154,-2.0150478796168154,2024-08-20 04:25:00+00:00,2024-08-20 04:35:00+00:00,2024-08-20 04:50:00+00:00,4,True,2024-08-20 04:55:00+00:00,146.661,2024-08-20 05:15:00+00:00,148.04639999999998,TARGET,,4.7231370302942555,4.4731370302942555,True,True,3.20808915067744,2.45808915067744,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-08-21 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,142.42,139.024,3.3959999999999866,-0.4809717736273255,-0.7309717736273256,-0.12287600056171133,-0.37287600056171133,-0.6038477741890369,-1.103847774189037,2024-08-21 19:20:00+00:00,2024-08-21 19:20:00+00:00,2024-08-21 19:35:00+00:00,4,True,2024-08-21 19:40:00+00:00,143.01,2024-08-21 20:00:00+00:00,143.77839999999998,TARGET,,2.6865254178028986,2.4365254178028986,True,True,2.0826776436138617,1.3326776436138617,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-09-24 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,148.45,144.101,4.3489999999999895,-0.7477265072414196,-0.9977265072414196,-0.7409902324014839,-0.9909902324014839,-1.4887167396429035,-1.9887167396429035,2024-09-24 21:45:00+00:00,2024-09-24 21:45:00+00:00,2024-09-24 22:00:00+00:00,4,True,2024-09-24 22:05:00+00:00,149.179,2024-09-24 22:10:00+00:00,150.18959999999998,TARGET,,3.3872059740311933,3.1372059740311933,True,True,1.8984892343882898,1.1484892343882898,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-10-19 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,157.47,154.73,2.740000000000009,-0.2222645583285221,-0.4722645583285221,-0.5397853559407917,-0.7897853559407917,-0.7620499142693138,-1.2620499142693138,2024-10-19 21:55:00+00:00,2024-10-19 22:10:00+00:00,2024-10-19 22:25:00+00:00,4,True,2024-10-19 22:30:00+00:00,157.79,2024-10-19 22:40:00+00:00,158.566,TARGET,,2.458964446416134,2.208964446416134,True,True,1.6969145321468204,0.9469145321468204,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-11-12 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,213.76,206.81,6.949999999999989,-1.0759730538921763,-1.3259730538921763,-0.9122380239520722,-1.1622380239520722,-1.9882110778442486,-2.4882110778442486,2024-11-12 20:00:00+00:00,2024-11-12 22:30:00+00:00,2024-11-12 22:45:00+00:00,4,True,2024-11-12 22:50:00+00:00,214.92,2024-11-12 23:05:00+00:00,213.58,FAILED_ACCEPTANCE,2024-11-12 23:00:00+00:00,-3.1174390470872226,-3.367439047087223,False,False,-5.105650124931471,-5.855650124931472,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-11-24 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,248.85,243.86,4.989999999999981,-0.1406469760900086,-0.3906469760900086,-0.3013863773357328,-0.5513863773357328,-0.4420333534257414,-0.9420333534257415,2024-11-24 20:00:00+00:00,2024-11-24 20:00:00+00:00,2024-11-24 20:15:00+00:00,4,True,2024-11-24 20:20:00+00:00,250.05,2024-11-24 20:25:00+00:00,250.84599999999998,TARGET,,1.5916816636671882,1.3416816636671882,True,True,1.1496483102414468,0.39964831024144676,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-12-04 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,235.42,224.82,10.599999999999994,-2.845977402089805,-3.095977402089805,-0.679636394528893,-0.929636394528893,-3.525613796618698,-4.025613796618698,2024-12-05 03:45:00+00:00,2024-12-05 04:05:00+00:00,2024-12-05 04:20:00+00:00,4,True,2024-12-05 04:25:00+00:00,237.84,2024-12-05 05:40:00+00:00,235.02,FAILED_ACCEPTANCE,2024-12-05 05:35:00+00:00,-5.928355196770929,-6.178355196770929,False,False,-9.453968993389626,-10.203968993389626,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,external,,2020-09-18 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,3.0622,2.7989,0.2632999999999996,-6.057736268042513,-6.307736268042513,-2.6125008164065155,-2.8625008164065155,-8.670237084449028,-9.170237084449028,2020-09-18 23:35:00+00:00,2020-09-18 23:45:00+00:00,2020-09-19 00:00:00+00:00,4,True,2020-09-19 00:05:00+00:00,3.089,2020-09-19 01:20:00+00:00,3.1675199999999997,TARGET,,12.709614762058896,12.459614762058896,True,True,4.039377677609869,3.2893776776098687,True,True,FROZEN_OOS
CENTRAL,external,,2020-11-23 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,2.3121,2.15,0.1621000000000001,-3.157302884823354,-3.407302884823354,-1.6435275290861417,-1.8935275290861417,-4.800830413909496,-5.300830413909496,2020-11-24 01:15:00+00:00,2020-11-24 01:15:00+00:00,2020-11-24 01:30:00+00:00,4,True,2020-11-24 01:35:00+00:00,2.3226,2020-11-24 01:50:00+00:00,2.3769400000000003,TARGET,,11.698096960303218,11.448096960303216,True,True,6.8972665463937215,6.14726654639372,True,True,FROZEN_OOS
CENTRAL,external,,2021-04-15 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,27.7735,26.7152,1.0582999999999991,-0.1278196842313117,-0.3778196842313117,-0.07381136695044921,-0.3238113669504492,-0.20163105118176092,-0.701631051181761,2021-04-16 03:30:00+00:00,2021-04-16 03:30:00+00:00,2021-04-16 03:45:00+00:00,4,True,2021-04-16 03:50:00+00:00,27.9811,2021-04-16 04:10:00+00:00,27.7017,FAILED_ACCEPTANCE,2021-04-16 04:05:00+00:00,-4.992655756921705,-5.242655756921705,False,False,-5.194286808103466,-5.944286808103466,False,False,FROZEN_OOS
CENTRAL,external,,2021-04-16 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,26.1245,25.1111,1.0134000000000007,-2.137839958659571,-2.387839958659571,-0.4440276368926077,-0.6940276368926077,-2.5818675955521786,-3.0818675955521786,2021-04-17 08:35:00+00:00,2021-04-17 08:35:00+00:00,2021-04-17 08:50:00+00:00,4,True,2021-04-17 08:55:00+00:00,26.3105,2021-04-17 09:05:00+00:00,26.529860000000003,TARGET,,4.1686779042587885,3.9186779042587885,True,True,1.5868103087066099,0.8368103087066099,True,True,FROZEN_OOS
CENTRAL,external,,2021-05-08 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,45.4999,43.4275,2.0723999999999947,-0.725276319288537,-0.975276319288537,-0.11758267600586736,-0.36758267600586736,-0.8428589952944043,-1.3428589952944043,2021-05-09 04:50:00+00:00,2021-05-09 04:50:00+00:00,2021-05-09 05:05:00+00:00,4,True,2021-05-09 05:10:00+00:00,45.7329,2021-05-09 05:20:00+00:00,45.4216,FAILED_ACCEPTANCE,2021-05-09 05:15:00+00:00,-3.4034579044845414,-3.653457904484542,False,False,-4.246316899778946,-4.996316899778947,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-23 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,24.458,19.127,5.331,-5.540109575598917,-5.790109575598917,-5.846757707089645,-6.096757707089645,-11.386867282688563,-11.886867282688563,2021-05-23 23:15:00+00:00,2021-05-23 23:15:00+00:00,2021-05-23 23:30:00+00:00,4,True,2021-05-23 23:35:00+00:00,24.741,2021-05-24 02:55:00+00:00,26.5904,TARGET,,37.37520714603293,37.12520714603293,True,True,25.988339863344365,25.238339863344365,True,True,FROZEN_OOS
CENTRAL,external,,2021-06-05 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,40.632,39.164,1.4679999999999964,-4.085449891711002,-4.335449891711002,-2.448808820633974,-2.6988088206339746,-6.534258712344975,-7.034258712344976,2021-06-06 09:20:00+00:00,2021-06-06 09:30:00+00:00,2021-06-06 09:45:00+00:00,4,True,2021-06-06 09:50:00+00:00,40.687,2021-06-06 09:55:00+00:00,41.219199999999994,TARGET,,6.540172536682376,6.290172536682376,True,True,0.005913824337400619,-0.7440861756626003,True,False,FROZEN_OOS
CENTRAL,external,,2021-06-06 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,43.47,40.229,3.241,-1.0121923165401503,-1.2621923165401503,-0.19553715205883337,-0.4455371520588334,-1.2077294685989837,-1.7077294685989837,2021-06-07 06:00:00+00:00,2021-06-07 06:35:00+00:00,2021-06-07 06:50:00+00:00,4,True,2021-06-07 06:55:00+00:00,43.906,2021-06-07 07:20:00+00:00,43.354,FAILED_ACCEPTANCE,2021-06-07 07:15:00+00:00,-6.286156789504838,-6.536156789504838,False,False,-7.493886258103821,-8.24388625810382,False,False,FROZEN_OOS
CENTRAL,external,,2021-07-20 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,23.941,22.65,1.2910000000000004,-1.5663506119209525,-1.8163506119209525,-1.670773986048979,-1.920773986048979,-3.2371245979699315,-3.7371245979699315,2021-07-21 03:50:00+00:00,2021-07-21 03:50:00+00:00,2021-07-21 04:05:00+00:00,4,True,2021-07-21 04:10:00+00:00,24.163,2021-07-21 04:15:00+00:00,24.4574,TARGET,,6.091958779952833,5.841958779952833,True,True,2.8548341819829015,2.1048341819829015,True,True,FROZEN_OOS
CENTRAL,external,,2021-08-07 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,39.145,37.535,1.6100000000000063,-0.9835227998468145,-1.2335227998468143,-1.1623451270915686,-1.4123451270915686,-2.145867926938383,-2.645867926938383,2021-08-07 21:50:00+00:00,2021-08-07 23:05:00+00:00,2021-08-07 23:20:00+00:00,4,True,2021-08-07 23:25:00+00:00,39.203,2021-08-08 00:40:00+00:00,39.032,FAILED_ACCEPTANCE,2021-08-08 00:35:00+00:00,-2.1809555391170132,-2.4309555391170132,False,False,-4.326823466055396,-5.076823466055396,False,False,FROZEN_OOS
CENTRAL,external,,2021-08-10 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,41.273,39.149,2.1240000000000023,-2.471349308264481,-2.721349308264481,-0.5451505827054337,-0.7951505827054337,-3.0164998909699148,-3.5164998909699148,2021-08-10 22:15:00+00:00,2021-08-11 00:00:00+00:00,2021-08-11 00:15:00+00:00,4,True,2021-08-11 00:20:00+00:00,41.832,2021-08-11 00:35:00+00:00,41.244,FAILED_ACCEPTANCE,2021-08-11 00:30:00+00:00,-7.028112449799229,-7.278112449799229,False,False,-10.044612340769143,-10.794612340769143,False,False,FROZEN_OOS
CENTRAL,external,,2021-08-15 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,52.8,46.635,6.164999999999999,-0.8143939393939204,-1.0643939393939204,-1.6003787878787756,-1.8503787878787756,-2.414772727272696,-2.914772727272696,2021-08-15 20:25:00+00:00,2021-08-15 20:30:00+00:00,2021-08-15 20:45:00+00:00,4,True,2021-08-15 20:50:00+00:00,52.828,2021-08-15 21:00:00+00:00,52.584,FAILED_ACCEPTANCE,2021-08-15 20:55:00+00:00,-2.30938138865755,-2.55938138865755,False,False,-4.724154115930245,-5.474154115930245,False,False,FROZEN_OOS
CENTRAL,external,,2021-09-10 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,180.557,168.12,12.436999999999983,-0.0692302153889601,-0.3192302153889601,-0.9775306412933005,-1.2275306412933005,-1.0467608566822606,-1.5467608566822606,2021-09-10 20:30:00+00:00,2021-09-11 00:10:00+00:00,2021-09-11 00:25:00+00:00,4,True,2021-09-11 00:30:00+00:00,181.442,2021-09-11 01:20:00+00:00,185.53179999999998,TARGET,,11.270268184874421,11.020268184874421,True,True,10.223507328192161,9.473507328192161,True,True,FROZEN_OOS
CENTRAL,external,,2021-10-13 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,147.993,144.283,3.710000000000008,-0.0912205307007085,-0.3412205307007085,-0.8851770016149452,-1.1351770016149452,-0.9763975323156536,-1.4763975323156537,2021-10-14 00:55:00+00:00,2021-10-14 01:10:00+00:00,2021-10-14 01:25:00+00:00,4,True,2021-10-14 01:30:00+00:00,148.861,2021-10-14 01:55:00+00:00,149.477,TARGET,,2.069044276204024,1.819044276204024,True,True,1.0926467438883702,0.34264674388837024,True,True,FROZEN_OOS
CENTRAL,external,,2021-10-15 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,163.227,158.02,5.206999999999994,-1.5836840718753686,-1.8336840718753689,-4.129218817965185,-4.379218817965186,-5.712902889840554,-6.212902889840555,2021-10-16 00:05:00+00:00,2021-10-16 10:10:00+00:00,2021-10-16 10:25:00+00:00,4,True,2021-10-16 10:30:00+00:00,164.802,2021-10-16 10:55:00+00:00,162.989,FAILED_ACCEPTANCE,2021-10-16 10:50:00+00:00,-5.500540041989743,-5.750540041989743,False,False,-11.213442931830297,-11.963442931830297,False,False,FROZEN_OOS
CENTRAL,external,,2021-11-01 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,205.202,199.81,5.391999999999996,-1.491213535930458,-1.741213535930458,-0.18274675685420183,-0.43274675685420183,-1.6739602927846597,-2.1739602927846597,2021-11-02 05:50:00+00:00,2021-11-02 05:50:00+00:00,2021-11-02 06:05:00+00:00,4,True,2021-11-02 06:10:00+00:00,205.298,2021-11-02 06:20:00+00:00,204.549,FAILED_ACCEPTANCE,2021-11-02 06:15:00+00:00,-1.8241775370437252,-2.0741775370437256,False,False,-3.498137829828385,-4.248137829828385,False,False,FROZEN_OOS
CENTRAL,external,,2021-11-12 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,230.495,221.115,9.379999999999995,-1.848196273238012,-2.0981962732380124,-0.5813575131781712,-0.8313575131781712,-2.429553786416183,-2.9295537864161836,2021-11-12 20:20:00+00:00,2021-11-12 20:25:00+00:00,2021-11-12 20:40:00+00:00,4,True,2021-11-12 20:45:00+00:00,230.982,2021-11-12 21:55:00+00:00,230.399,FAILED_ACCEPTANCE,2021-11-12 21:50:00+00:00,-1.2620030998086174,-1.5120030998086174,False,False,-3.6915568862248005,-4.4415568862248005,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-01-25 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,258.08,248.91,9.169999999999987,-0.3487290762554385,-0.5987290762554385,0.019373837569780505,-0.2306261624302195,-0.32935523868565797,-0.829355238685658,2025-01-25 20:55:00+00:00,2025-01-25 21:00:00+00:00,2025-01-25 21:15:00+00:00,4,True,2025-01-25 21:20:00+00:00,258.86,2025-01-25 21:35:00+00:00,257.72,FAILED_ACCEPTANCE,2025-01-25 21:30:00+00:00,-2.2019624507455537,-2.4519624507455537,False,False,-2.5313176894312117,-3.2813176894312117,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-02-08 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,196.79,192.67,4.1200000000000045,-0.0508155902230189,-0.3008155902230189,-0.3811169266731418,-0.6311169266731418,-0.4319325168961607,-0.9319325168961607,2025-02-08 19:10:00+00:00,2025-02-08 19:10:00+00:00,2025-02-08 19:25:00+00:00,4,True,2025-02-08 19:30:00+00:00,197.62,2025-02-08 19:50:00+00:00,196.78,FAILED_ACCEPTANCE,2025-02-08 19:45:00+00:00,-2.1252909624531746,-2.3752909624531746,False,False,-2.5572234793493354,-3.3072234793493354,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-03-04 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,143.26,130.52,12.73999999999998,-0.1396063102052092,-0.3896063102052092,-1.012145748987836,-1.262145748987836,-1.1517520591930452,-1.6517520591930452,2025-03-04 20:35:00+00:00,2025-03-04 21:20:00+00:00,2025-03-04 21:35:00+00:00,4,True,2025-03-04 21:40:00+00:00,144.9,2025-03-05 00:35:00+00:00,143.15,FAILED_ACCEPTANCE,2025-03-05 00:30:00+00:00,-6.038647342995196,-6.288647342995196,False,False,-7.190399402188241,-7.940399402188241,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-03-14 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,133.77,127.5,6.27000000000001,-0.4485310607759696,-0.6985310607759696,-0.7101741795619287,-0.9601741795619287,-1.1587052403378983,-1.6587052403378983,2025-03-14 21:10:00+00:00,2025-03-14 21:30:00+00:00,2025-03-14 21:45:00+00:00,4,True,2025-03-14 21:50:00+00:00,134.7,2025-03-14 23:45:00+00:00,133.58,FAILED_ACCEPTANCE,2025-03-14 23:40:00+00:00,-4.15738678544908,-4.40738678544908,False,False,-5.316092025786978,-6.066092025786978,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-03-18 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,123.96,121.8,2.1599999999999966,-0.1613423685059567,-0.4113423685059567,-0.5243626976443871,-0.7743626976443871,-0.6857050661503439,-1.1857050661503439,2025-03-18 19:40:00+00:00,2025-03-18 19:50:00+00:00,2025-03-18 20:05:00+00:00,4,True,2025-03-18 20:10:00+00:00,124.16,2025-03-18 20:20:00+00:00,123.67,FAILED_ACCEPTANCE,2025-03-18 20:15:00+00:00,-1.9732603092783574,-2.2232603092783574,False,False,-2.6589653754287013,-3.4089653754287013,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-05-09 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,172.64,167.4,5.239999999999981,-0.9267840593141784,-1.1767840593141785,-0.4344300278034674,-0.6844300278034674,-1.361214087117646,-1.861214087117646,2025-05-09 23:40:00+00:00,2025-05-09 23:50:00+00:00,2025-05-10 00:05:00+00:00,4,True,2025-05-10 00:10:00+00:00,174.19,2025-05-10 00:15:00+00:00,174.736,TARGET,,1.5672541477697033,1.3172541477697033,True,True,0.20604006065205738,-0.5439599393479426,True,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-05-28 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,172.84,168.8,4.039999999999992,-0.1157139551029584,-0.3657139551029584,-0.46285582041194484,-0.7128558204119448,-0.5785697755149033,-1.0785697755149033,2025-05-29 02:05:00+00:00,2025-05-29 02:25:00+00:00,2025-05-29 02:40:00+00:00,4,True,2025-05-29 02:45:00+00:00,174.3,2025-05-29 02:50:00+00:00,174.456,TARGET,,0.44750430292594956,0.19750430292594956,True,True,-0.13106547258895374,-0.8810654725889537,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-06-08 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,153.8,149.4,4.400000000000006,-0.3901170351105487,-0.6401170351105487,-0.06501950585180438,-0.3150195058518044,-0.45513654096235306,-0.9551365409623531,2025-06-08 19:00:00+00:00,2025-06-08 19:00:00+00:00,2025-06-08 19:15:00+00:00,4,True,2025-06-08 19:20:00+00:00,153.97,2025-06-08 22:15:00+00:00,153.76,FAILED_ACCEPTANCE,2025-06-08 22:10:00+00:00,-0.6819510294213682,-0.9319510294213682,False,False,-1.1370875703837213,-1.8870875703837213,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-06-19 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,145.17,142.83,2.339999999999975,-0.4477509127229773,-0.6977509127229773,-0.06888475580346665,-0.31888475580346665,-0.5166356685264439,-1.016635668526444,2025-06-19 19:10:00+00:00,2025-06-19 19:10:00+00:00,2025-06-19 19:25:00+00:00,4,True,2025-06-19 19:30:00+00:00,145.45,2025-06-19 19:40:00+00:00,145.1,FAILED_ACCEPTANCE,2025-06-19 19:35:00+00:00,-1.2031625988311867,-1.4531625988311867,False,False,-1.7197982673576306,-2.4697982673576306,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-07-17 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,175.3,171.15,4.150000000000006,-0.5134055904164603,-0.7634055904164603,-1.3976041072447654,-1.6476041072447654,-1.9110096976612256,-2.4110096976612256,2025-07-17 21:40:00+00:00,2025-07-17 21:40:00+00:00,2025-07-17 21:55:00+00:00,4,True,2025-07-17 22:00:00+00:00,175.46,2025-07-17 22:10:00+00:00,176.96,TARGET,,4.274478513621283,4.024478513621283,True,True,2.363468815960057,1.613468815960057,True,True,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-10 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,182.4,178.44,3.960000000000008,-0.1644736842105199,-0.4144736842105199,-2.796052631578949,-3.0460526315789496,-2.960526315789469,-3.4605263157894695,2025-08-10 21:05:00+00:00,2025-08-10 21:05:00+00:00,2025-08-10 21:20:00+00:00,4,True,2025-08-10 21:25:00+00:00,183.46,2025-08-10 23:20:00+00:00,182.04,FAILED_ACCEPTANCE,2025-08-10 23:15:00+00:00,-3.8700534176387413,-4.120053417638742,False,False,-6.830579733428211,-7.580579733428211,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-06 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,202.56,199.5,3.0600000000000023,-0.5430489731437782,-0.7930489731437782,-0.0493680884676162,-0.2993680884676162,-0.5924170616113944,-1.0924170616113944,2025-09-07 03:15:00+00:00,2025-09-07 03:15:00+00:00,2025-09-07 03:30:00+00:00,4,True,2025-09-07 03:35:00+00:00,202.78,2025-09-07 04:15:00+00:00,202.44,FAILED_ACCEPTANCE,2025-09-07 04:10:00+00:00,-0.8383469770194552,-1.0883469770194552,False,False,-1.4307640386308496,-2.1807640386308496,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-11 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,228.29,225.15,3.1399999999999864,-0.2847255683560146,-0.5347255683560146,-0.24092163476274742,-0.4909216347627474,-0.525647203118762,-1.025647203118762,2025-09-11 23:30:00+00:00,2025-09-11 23:30:00+00:00,2025-09-11 23:45:00+00:00,4,True,2025-09-11 23:50:00+00:00,228.45,2025-09-12 00:10:00+00:00,228.24,FAILED_ACCEPTANCE,2025-09-12 00:05:00+00:00,-0.4596191726854437,-0.7096191726854437,False,False,-0.9852663758042057,-1.7352663758042057,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-05 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,231.92,228.21,3.70999999999998,0.0,-0.25,-1.207312866505661,-1.457312866505661,-1.207312866505661,-1.707312866505661,2025-10-06 04:35:00+00:00,2025-10-06 05:45:00+00:00,2025-10-06 06:00:00+00:00,4,True,2025-10-06 06:05:00+00:00,232.74,2025-10-06 06:10:00+00:00,233.40399999999997,TARGET,,1.4264844891294093,1.1764844891294093,True,True,0.21917162262374834,-0.5308283773762517,True,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-08 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,227.56,219.33,8.22999999999999,-0.8788890841975872,-1.1288890841975872,-0.37352786078398426,-0.6235278607839843,-1.2524169449815714,-1.7524169449815714,2025-10-08 18:45:00+00:00,2025-10-08 18:45:00+00:00,2025-10-08 19:00:00+00:00,4,True,2025-10-08 19:05:00+00:00,228.49,2025-10-08 21:10:00+00:00,227.47,FAILED_ACCEPTANCE,2025-10-08 21:05:00+00:00,-2.232045166090435,-2.482045166090435,False,False,-3.4844621110720064,-4.234462111072006,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-02 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,185.27,181.91,3.3600000000000136,-0.1889134776272838,-0.4389134776272838,-2.4828628488152704,-2.7328628488152704,-2.6717763264425543,-3.1717763264425543,2025-11-02 22:35:00+00:00,2025-11-02 23:00:00+00:00,2025-11-02 23:15:00+00:00,4,True,2025-11-02 23:20:00+00:00,186.31,2025-11-02 23:30:00+00:00,186.614,TARGET,,0.8158445601417208,0.5658445601417208,True,True,-1.8559317663008335,-2.6059317663008335,False,False,FROZEN_OOS
