transition,partition,n,wins,losses,wr,tp_rate,net_pf,net_expectancy_usd,total_net_usd,median_risk_pct,median_hold_min,time_exit_rate,samebar_rate,repeatable_pass
ASIA_TO_LONDON,external,348,129,219,0.3706896551724138,0.3103448275862069,0.8078707422476883,-0.3012511948579689,-104.83541581057318,0.003025706919464682,15.0,0.09770114942528736,0.020114942528735632,False
ASIA_TO_LONDON,development,506,174,332,0.3438735177865613,0.2707509881422925,0.6245658281815819,-0.4114665584357757,-208.2020785685025,0.002238045243358461,15.0,0.13043478260869565,0.02766798418972332,False
ASIA_TO_LONDON,reference_validation,267,78,189,0.29213483146067415,0.2808988764044944,0.4046491637615536,-0.539598782929358,-144.0728750421386,0.0015181096926705532,10.0,0.0749063670411985,0.033707865168539325,False
ASIA_TO_LONDON,august,7,3,4,0.42857142857142855,0.42857142857142855,1.3256619144923547,0.14566675303729149,1.0196672712610404,0.0009908167823649845,15.0,0.0,0.0,False
LONDON_TO_NEWYORK,external,378,112,266,0.2962962962962963,0.23809523809523808,0.643835930299493,-0.6039824908624113,-228.30538154599145,0.0033690528861774123,10.0,0.09523809523809523,0.021164021164021163,False
LONDON_TO_NEWYORK,development,650,221,429,0.34,0.30923076923076925,0.7878556805195375,-0.2948977145189882,-191.68351443734235,0.003016746779593997,10.0,0.06,0.023076923076923078,False
LONDON_TO_NEWYORK,reference_validation,363,114,249,0.3140495867768595,0.3002754820936639,0.5973928884515382,-0.5192283457310182,-188.47988950035958,0.0026637324955036848,10.0,0.01928374655647383,0.030303030303030304,False
LONDON_TO_NEWYORK,august,10,1,9,0.1,0.0,0.3527842120690221,-0.7839712390666216,-7.839712390666216,0.001612759403152598,2.5,0.1,0.1,False
