partition,n,wr,pf,exp,total,e20_rate,median_hold,ceiling_hits,gap_exits,time_exits,median_ratchets,median_trough_ext,median_exit_ext,median_capture,median_giveback
external,50,0.54,1.592776203409881,0.9077880495287718,45.38940247643859,0.56,80.0,8,20,15,0.0,0.5847701149425287,0.17483100918324462,0.2832502465620357,0.4097811432121736
development,79,0.5443037974683544,0.8416761507252304,-0.2719510917972668,-21.484136251984076,0.5949367088607594,50.0,14,33,10,0.0,0.639602031586994,0.13201908155641842,0.16842818428184725,0.5856187290969856
reference_validation,34,0.5,0.43288803747252685,-1.1459906512189253,-38.96368214144346,0.5,52.5,8,9,4,0.0,0.8344198174706626,0.18186657203690373,0.21802816901408026,0.6645773843517889
august,1,0.0,0.0,-2.41989561044702,-2.41989561044702,0.0,85.0,0,0,0,0.0,,,,
POOLED_MAJOR,163,0.5337423312883436,0.9464063248621912,-0.09238291973612858,-15.05841591698896,0.5644171779141104,55.0,30,62,29,0.0,0.6432350227969048,0.16479379061347088,0.21316520468343553,0.5279071844456305
