character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_trades,H1_exp,H1_pf,H2_trades,H2_exp,H2_pf,min_half_exp,positive_anchors,dev_eligible
ALL,60,120,1040,0.39807692307692305,-830.452566529967,-0.7985120832018914,0.6296389108214107,832.7349340862535,21,516,-1.2728652925613078,0.5294891055453982,524,-0.33140090757315327,0.7948204828107378,-1.2728652925613078,0,False
ALL,60,240,1040,0.44134615384615383,-867.0620281195572,-0.8337134885764973,0.7299544955650774,891.6407753441385,18,516,-1.1738282596737282,0.6674578279430634,524,-0.49879130940441496,0.8118839522882225,-1.1738282596737282,0,False
ALL,60,360,1040,0.4442307692307692,-877.756937756958,-0.8439970555355365,0.7829958848427623,1046.3515870379188,20,516,-1.0784275748964924,0.7524831820794171,524,-0.6131456280732214,0.8211767461355641,-1.0784275748964924,0,False
ALL,60,480,1040,0.510576923076923,-729.8993905700464,-0.7018263370865832,0.8432335099628416,919.7658982203786,19,516,-1.01844371225445,0.8005535885323801,524,-0.3900428149747142,0.8988750273889392,-1.01844371225445,0,False
ALL,120,120,1040,0.39807692307692305,-830.452566529967,-0.7985120832018914,0.6296389108214107,832.7349340862535,21,516,-1.2728652925613078,0.5294891055453982,524,-0.33140090757315327,0.7948204828107378,-1.2728652925613078,0,False
ALL,120,240,1040,0.44134615384615383,-867.0620281195572,-0.8337134885764973,0.7299544955650774,891.6407753441385,18,516,-1.1738282596737282,0.6674578279430634,524,-0.49879130940441496,0.8118839522882225,-1.1738282596737282,0,False
ALL,120,360,1040,0.4442307692307692,-877.756937756958,-0.8439970555355365,0.7829958848427623,1046.3515870379188,20,516,-1.0784275748964924,0.7524831820794171,524,-0.6131456280732214,0.8211767461355641,-1.0784275748964924,0,False
ALL,120,480,1040,0.510576923076923,-729.8993905700464,-0.7018263370865832,0.8432335099628416,919.7658982203786,19,516,-1.01844371225445,0.8005535885323801,524,-0.3900428149747142,0.8988750273889392,-1.01844371225445,0,False
ALL,180,120,1039,0.39846005774783444,-829.6237978420959,-0.7984829623119306,0.6298717177834756,831.9061653983823,21,516,-1.2728652925613078,0.5294891055453982,523,-0.3304499175534629,0.7955995535411486,-1.2728652925613078,0,False
ALL,180,240,1039,0.4408084696823869,-869.0571168918685,-0.8364361086543489,0.7293331273855947,891.6407753441385,18,516,-1.1738282596737282,0.6674578279430634,523,-0.5035597225625712,0.8104480069591552,-1.1738282596737282,0,False
ALL,180,360,1039,0.44465832531280075,-854.7193375238029,-0.8226365134974041,0.7874809732293941,1023.3139868047633,20,516,-1.0784275748964924,0.7524831820794171,523,-0.5702690418302345,0.8318428944700305,-1.0784275748964924,0,False
ALL,180,480,1039,0.5110683349374399,-706.9799433686981,-0.6804426788919135,0.8474049438575822,901.4230897350005,19,516,-1.01844371225445,0.8005535885323801,523,-0.3469655599338466,0.9091853298544117,-1.01844371225445,0,False
ALL,240,120,1040,0.39807692307692305,-830.452566529967,-0.7985120832018914,0.6296389108214107,832.7349340862535,21,516,-1.2728652925613078,0.5294891055453982,524,-0.33140090757315327,0.7948204828107378,-1.2728652925613078,0,False
ALL,240,240,1040,0.44134615384615383,-867.0620281195572,-0.8337134885764973,0.7299544955650774,891.6407753441385,18,516,-1.1738282596737282,0.6674578279430634,524,-0.49879130940441496,0.8118839522882225,-1.1738282596737282,0,False
ALL,240,360,1040,0.4442307692307692,-877.756937756958,-0.8439970555355365,0.7829958848427623,1046.3515870379188,20,516,-1.0784275748964924,0.7524831820794171,524,-0.6131456280732214,0.8211767461355641,-1.0784275748964924,0,False
ALL,240,480,1040,0.510576923076923,-729.8993905700464,-0.7018263370865832,0.8432335099628416,919.7658982203786,19,516,-1.01844371225445,0.8005535885323801,524,-0.3900428149747142,0.8988750273889392,-1.01844371225445,0,False
ALL,360,120,1039,0.39846005774783444,-826.9853553165004,-0.7959435566087588,0.6306140226917721,829.2677228727867,21,516,-1.2728652925613078,0.5294891055453982,523,-0.32540509436876786,0.7980899815995748,-1.2728652925613078,0,False
ALL,360,240,1039,0.44177093358999037,-864.1323681759634,-0.8316962157612737,0.7306211430323923,891.6407753441385,17,516,-1.1738282596737282,0.6674578279430634,523,-0.49414337702546757,0.8135995030320331,-1.1738282596737282,0,False
ALL,360,360,1039,0.44465832531280075,-871.6571980643197,-0.8389385929396724,0.7841784358876496,1040.2518473452803,20,516,-1.0784275748964924,0.7524831820794171,523,-0.6026550084469016,0.8239741421698196,-1.0784275748964924,0,False
ALL,360,480,1039,0.5110683349374399,-723.888015469716,-0.6967160880363004,0.8443236266910032,913.7545231200479,19,516,-1.01844371225445,0.8005535885323801,523,-0.37929456968722686,0.9015565511494237,-1.01844371225445,0,False
DRIVE_UP,60,120,543,0.36095764272559855,-229.4542801334597,-0.42256773505241196,0.7716102868973997,242.6574884896336,24,258,-0.5537050908135593,0.7355526922791343,285,-0.30385391825811014,0.8135486641900792,-0.5537050908135593,0,False
DRIVE_UP,60,240,543,0.4419889502762431,-86.71527611584011,-0.15969664109731144,0.9402295236887586,210.41296173480194,16,258,0.04365590244637314,1.016513169512719,285,-0.3437842068315943,0.8725448681041895,-0.3437842068315943,1,False
DRIVE_UP,60,360,543,0.4419889502762431,185.7196060101942,0.34202505710901326,1.1111376090041154,229.5237152940181,18,258,1.0986983851768544,1.4193742299159462,285,-0.3429634293524008,0.9017796566529515,-0.3429634293524008,4,False
DRIVE_UP,60,480,543,0.5138121546961326,220.6921760250058,0.4064312633978007,1.1126754029835288,332.72566636946715,18,258,0.8880457439340794,1.262357932168659,285,-0.02955658214030445,0.99223886232162,-0.02955658214030445,4,False
DRIVE_UP,120,120,535,0.37570093457943926,-198.54092841318047,-0.371104539090057,0.784634264285019,231.3367010574633,21,269,-0.34213650889639824,0.8189853770243449,266,-0.40039927639116296,0.7423901285216287,-0.40039927639116296,0,False
DRIVE_UP,120,240,535,0.41495327102803736,-366.96627447875534,-0.6859182700537483,0.7495202109311135,455.57049716172287,15,269,-0.4976488193141935,0.8110369078888789,266,-0.876311060463298,0.6919215037453827,-0.876311060463298,0,False
DRIVE_UP,120,360,535,0.42990654205607476,-94.28263487453731,-0.1762292240645557,0.944363212359139,387.56525287922545,18,269,0.328991344257303,1.1227862494396839,266,-0.6871477687208715,0.8123117107319141,-0.6871477687208715,1,False
DRIVE_UP,120,480,535,0.497196261682243,-37.83343751886591,-0.07071670564274002,0.9806124076412992,371.1162996050256,18,269,0.40214896078467866,1.1236522779643656,266,-0.5489154434960317,0.8643731908068916,-0.5489154434960317,1,False
DRIVE_UP,180,120,496,0.3810483870967742,-137.56798794962407,-0.27735481441456467,0.8332215020025994,208.49978654603638,22,239,-0.020728855001708364,0.9872548627075369,257,-0.5160069712226296,0.6959388104084198,-0.5160069712226296,1,False
DRIVE_UP,180,240,496,0.4435483870967742,-108.5658047817496,-0.2188826709309468,0.9097978131518806,278.291854211377,18,239,0.26468942992470085,1.1279311548968183,257,-0.6685859086916464,0.7576808691286033,-0.6685859086916464,1,False
DRIVE_UP,180,360,496,0.4375,30.564870004128863,0.06162272178251787,1.0208051705676613,290.28368606505387,12,239,0.8943511873489509,1.392006847755826,257,-0.7127823493084451,0.8017110250396486,-0.7127823493084451,1,False
DRIVE_UP,180,480,496,0.5120967741935484,113.20813593777335,0.2282422095519624,1.0648119502911058,261.24821419675516,12,239,1.0304579115020305,1.3401709502556667,257,-0.5177871786428481,0.8698861477078625,-0.5177871786428481,2,False
DRIVE_UP,240,120,485,0.38144329896907214,-155.94702751484576,-0.3215402629172077,0.8182551527032036,282.0564056864963,17,221,0.012780723684071411,1.0071806879198846,264,-0.6014074524584299,0.6583371512462753,-0.6014074524584299,0,False
DRIVE_UP,240,240,485,0.4247422680412371,-76.47004824695249,-0.15767020257103606,0.9382228969738913,322.13480816156266,23,221,0.30719313402036297,1.130621819315362,264,-0.5468171623691391,0.79896869028214,-0.5468171623691391,1,False
DRIVE_UP,240,360,485,0.44742268041237115,40.70137212291756,0.08392035489261353,1.025808863517379,390.0108953044651,20,221,1.2266332471179837,1.4676682408013246,264,-0.8726688465536245,0.7690093954927281,-0.8726688465536245,2,False
DRIVE_UP,240,480,485,0.5051546391752577,71.95098465434373,0.14835254567905923,1.0392485198502137,414.7536265114974,15,221,1.5229731032445404,1.4714621464211137,264,-1.0023714816768923,0.7635820747535385,-1.0023714816768923,3,False
DRIVE_UP,360,120,486,0.3333333333333333,-409.82828789489855,-0.8432680820882686,0.5946734667315433,435.61637850540274,22,228,-0.8565894052166592,0.6281428040731503,258,-0.8314957500213186,0.5584964337797497,-0.8565894052166592,0,False
DRIVE_UP,360,240,486,0.39094650205761317,-460.2200272563023,-0.9469547885932146,0.6867500526433467,535.0085291840442,22,228,-0.8950687818349874,0.7118846384944969,258,-0.9928075387516478,0.6633515293128409,-0.9928075387516478,0,False
DRIVE_UP,360,360,486,0.4156378600823045,-543.7498496589462,-1.1188268511500952,0.7182662000450754,791.250072074279,20,228,-0.5432167659260574,0.8583965760790501,258,-1.6275055311155235,0.6021307748057083,-1.6275055311155235,0,False
DRIVE_UP,360,480,486,0.4691358024691358,-418.4849049868299,-0.8610800514132303,0.8037653581768212,719.3845454837642,15,228,-0.005027848437767564,0.998857210041927,258,-1.6175913005543372,0.6304970448470558,-1.6175913005543372,0,False
DRIVE_DOWN,60,120,497,0.4386317907444668,-600.9982863965073,-1.2092520853048436,0.5143907049096894,603.1226100839524,15,258,-1.9920254943090556,0.3994037740704954,239,-0.3642498278860708,0.7720435967993818,-1.9920254943090556,0,False
DRIVE_DOWN,60,240,497,0.44064386317907445,-780.346752003717,-1.5701141891422878,0.5566199571846482,785.3526569278868,14,258,-2.3913124217938293,0.45849191785052473,239,-0.6836324149828833,0.7367514489830086,-2.3913124217938293,0,False
DRIVE_DOWN,60,360,497,0.44668008048289737,-1063.4765437671522,-2.1397918385656984,0.5519955905154995,1072.964608442515,12,258,-3.2555535349698386,0.4657879471585293,239,-0.9353294215269197,0.7211018722062034,-3.2555535349698386,0,False
DRIVE_DOWN,60,480,497,0.5070422535211268,-950.5915665950524,-1.9126590877164034,0.6475780916172763,976.3653373778914,12,258,-2.92493316844298,0.5716167452253091,239,-0.8199113353002655,0.7905814384313027,-2.92493316844298,0,False
DRIVE_DOWN,120,120,505,0.42178217821782177,-631.9116381167865,-1.2513101744886863,0.5214241372147603,634.4302689974907,25,247,-2.2864929962287595,0.3636379727338743,258,-0.26026305445070924,0.8448925604933837,-2.2864929962287595,0,False
DRIVE_DOWN,120,240,505,0.4693069306930693,-500.09575364080195,-0.990288621070895,0.7135346877505182,619.4261963361438,21,247,-1.9102342088911968,0.5760668716828516,258,-0.10956551955300878,0.9553266761729208,-1.9102342088911968,0,False
DRIVE_DOWN,120,360,505,0.4594059405940594,-783.4743028824207,-1.5514342631335063,0.6666459065379087,803.1315201968259,11,247,-2.611203644744148,0.5777493800428549,258,-0.536848847405489,0.8316689694852099,-2.611203644744148,0,False
DRIVE_DOWN,120,480,505,0.5247524752475248,-692.0659530511805,-1.3704276298043179,0.7441095870313749,896.3166393098383,11,247,-2.565566906778845,0.6399502818946864,258,-0.2262439033984722,0.9382003990230333,-2.565566906778845,0,False
DRIVE_DOWN,180,120,543,0.4143646408839779,-692.0558098924718,-1.2745042539456202,0.5114652646454158,694.3381774487581,21,277,-2.35322850041959,0.3528241362089197,266,-0.1511711100610727,0.9017749208270707,-2.35322850041959,0,False
DRIVE_DOWN,180,240,543,0.43830570902394106,-760.4913121101189,-1.4005364863906424,0.621121501757179,799.2414650483828,19,277,-2.4150041723597373,0.4958573799600144,266,-0.34411712919726184,0.8654485189716212,-2.4150041723597373,0,False
DRIVE_DOWN,180,360,543,0.45119705340699817,-885.2842075279317,-1.6303576565891928,0.6532035598537347,905.39863409001,13,277,-2.780572427519817,0.5477109639345434,266,-0.4325776131764752,0.8645990912631327,-2.780572427519817,0,False
DRIVE_DOWN,180,480,543,0.5101289134438306,-820.1880793064713,-1.5104752841739804,0.7158369583055557,977.4774941809095,15,277,-2.786268578961305,0.5961064645287587,266,-0.18192362005334495,0.9503898161087658,-2.786268578961305,0,False
DRIVE_DOWN,240,120,555,0.4126126126126126,-674.5055390151214,-1.2153252955227412,0.5127191545887061,688.4019166403608,25,295,-2.2360102742231,0.3420704384084271,260,-0.05724041584348771,0.9610047692134548,-2.2360102742231,0,False
DRIVE_DOWN,240,240,555,0.45585585585585586,-790.5919798726048,-1.4244900538245133,0.5992867010560612,802.2202633649007,15,295,-2.2833392020682846,0.48252118898493085,260,-0.4500265971633106,0.825699634955523,-2.2833392020682846,0,False
DRIVE_DOWN,240,360,555,0.44144144144144143,-918.4583098798757,-1.6548798376213978,0.6278313858587415,958.091331079574,17,295,-2.805269750032761,0.5040279823336345,260,-0.3496297446931198,0.8862714490992671,-2.805269750032761,0,False
DRIVE_DOWN,240,480,555,0.5153153153153153,-801.8503752243903,-1.4447754508547572,0.7159329512034631,1001.7434667253177,31,295,-2.9223525808147106,0.5512211780623439,260,0.23170629275365137,1.066805772280114,-2.9223525808147106,0,False
