n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,hour_utc,probe,positive_probe
55,22,0.4,0.40129181341543796,-1.7434111725403418,-95.8876144897188,6,development,LONG,0,330,390,0.9,0.2,0.35,0.0,20,18,17,LONG|E0000|R330|X390|F0.90|T0.20|S0.35,0,F90,False
60,24,0.4,0.4735314033671573,-1.397101015466401,-83.82606092798406,6,development,LONG,0,330,390,0.85,0.2,0.35,0.0,21,20,19,LONG|E0000|R330|X390|F0.85|T0.20|S0.35,0,F85,False
59,24,0.4067796610169492,0.6064998609959972,-0.9392795923419175,-55.41749594817313,6,development,LONG,0,330,390,0.8,0.2,0.35,0.0,20,21,18,LONG|E0000|R330|X390|F0.80|T0.20|S0.35,0,F80,False
52,25,0.4807692307692308,0.5929916996724165,-0.8338335403130306,-43.35934409627759,6,development,LONG,60,330,390,0.9,0.2,0.35,0.0,22,16,14,LONG|E0060|R330|X390|F0.90|T0.20|S0.35,1,F90,False
53,25,0.4716981132075472,0.5789922369850338,-0.9962544883554563,-52.80148788283918,7,development,LONG,60,330,390,0.85,0.2,0.35,0.0,20,20,13,LONG|E0060|R330|X390|F0.85|T0.20|S0.35,1,F85,False
49,20,0.40816326530612246,0.6335772346146955,-0.9265346237107466,-45.40019656182658,7,development,LONG,60,330,390,0.8,0.2,0.35,0.0,17,22,10,LONG|E0060|R330|X390|F0.80|T0.20|S0.35,1,F80,False
63,33,0.5238095238095238,0.7988956600730379,-0.3774409631383042,-23.778780677713165,7,development,LONG,120,330,390,0.9,0.2,0.35,0.0,30,13,20,LONG|E0120|R330|X390|F0.90|T0.20|S0.35,2,F90,False
60,35,0.5833333333333334,0.8601116460093545,-0.25138602160489226,-15.083161296293534,6,development,LONG,120,330,390,0.85,0.2,0.35,0.0,27,15,18,LONG|E0120|R330|X390|F0.85|T0.20|S0.35,2,F85,False
54,30,0.5555555555555556,0.9144220620738519,-0.1585283831469075,-8.560532689933005,4,development,LONG,120,330,390,0.8,0.2,0.35,0.0,23,17,14,LONG|E0120|R330|X390|F0.80|T0.20|S0.35,2,F80,False
79,40,0.5063291139240507,0.7736212278148604,-0.4199097803882442,-33.172872650671295,5,development,LONG,180,330,390,0.9,0.2,0.35,0.0,34,15,30,LONG|E0180|R330|X390|F0.90|T0.20|S0.35,3,F90,False
73,37,0.5068493150684932,0.8564513174233503,-0.24924956109958846,-18.195217960269957,5,development,LONG,180,330,390,0.85,0.2,0.35,0.0,27,16,30,LONG|E0180|R330|X390|F0.85|T0.20|S0.35,3,F85,False
65,31,0.47692307692307695,0.8390173837424578,-0.286979249094192,-18.653651191122478,7,development,LONG,180,330,390,0.8,0.2,0.35,0.0,20,19,26,LONG|E0180|R330|X390|F0.80|T0.20|S0.35,3,F80,False
80,52,0.65,1.034082492755623,0.05037369791081645,4.029895832865316,3,development,LONG,240,330,390,0.9,0.2,0.35,0.0,45,9,26,LONG|E0240|R330|X390|F0.90|T0.20|S0.35,4,F90,False
82,48,0.5853658536585366,1.077247449267917,0.10959393046499903,8.98670229812992,3,development,LONG,240,330,390,0.85,0.2,0.35,0.0,39,12,31,LONG|E0240|R330|X390|F0.85|T0.20|S0.35,4,F85,False
66,40,0.6060606060606061,1.1215040965731402,0.17673310396979172,11.664384862006253,3,development,LONG,240,330,390,0.8,0.2,0.35,0.0,27,12,27,LONG|E0240|R330|X390|F0.80|T0.20|S0.35,4,F80,True
74,46,0.6216216216216216,0.9539229668261301,-0.08226935087844313,-6.087931965004792,4,development,LONG,300,330,390,0.9,0.2,0.35,0.0,40,11,23,LONG|E0300|R330|X390|F0.90|T0.20|S0.35,5,F90,False
74,43,0.581081081081081,0.9731149817040262,-0.047031350267800164,-3.4803199198172123,4,development,LONG,300,330,390,0.85,0.2,0.35,0.0,36,12,26,LONG|E0300|R330|X390|F0.85|T0.20|S0.35,5,F85,False
64,35,0.546875,1.060300890525719,0.10314387114543361,6.601207753307751,3,development,LONG,300,330,390,0.8,0.2,0.35,0.0,26,13,25,LONG|E0300|R330|X390|F0.80|T0.20|S0.35,5,F80,False
76,43,0.5657894736842105,0.6061545231990166,-0.9352836317912935,-71.08155601613831,3,development,LONG,360,330,390,0.9,0.2,0.35,0.0,41,15,20,LONG|E0360|R330|X390|F0.90|T0.20|S0.35,6,F90,False
82,48,0.5853658536585366,0.6989744379190236,-0.665149594187981,-54.54226672341444,4,development,LONG,360,330,390,0.85,0.2,0.35,0.0,40,17,25,LONG|E0360|R330|X390|F0.85|T0.20|S0.35,6,F85,False
