n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,clock_utc,probe,positive
75,48,0.64,0.7961367801041157,-0.5240059613975718,-39.300447104817884,3,development,LONG,840,330,390,0.9,0.2,0.35,0.0,45,22,8,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,F90,False
82,47,0.573170731707317,0.6887451259504838,-0.8978717952490132,-73.62548721041908,5,development,LONG,840,330,390,0.85,0.2,0.35,0.0,43,31,8,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,F85,False
79,43,0.5443037974683544,0.881086543010313,-0.3074058135299738,-24.28505926886793,5,development,LONG,840,330,390,0.8,0.2,0.35,0.0,40,32,7,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,F80,False
57,31,0.543859649122807,0.7948635551798852,-0.5759865400018809,-32.83123278010721,7,external,LONG,840,330,390,0.9,0.2,0.35,0.0,27,9,21,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,F90,False
57,34,0.5964912280701754,0.8532402831578608,-0.4197352583438084,-23.92490972559708,7,external,LONG,840,330,390,0.85,0.2,0.35,0.0,26,11,20,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,F85,False
50,31,0.62,0.8848045023819414,-0.32253519324459823,-16.12675966222991,3,external,LONG,840,330,390,0.8,0.2,0.35,0.0,20,11,19,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,F80,False
36,18,0.5,0.6189071513258106,-1.2172935688371298,-43.822568478136674,5,reference_validation,LONG,840,330,390,0.9,0.2,0.35,0.0,17,12,7,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,F90,False
35,16,0.45714285714285713,0.6502866608813079,-1.0730456874625638,-37.556599061189736,5,reference_validation,LONG,840,330,390,0.85,0.2,0.35,0.0,16,12,7,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,F85,False
38,16,0.42105263157894735,0.7000727237411505,-0.8444387641436407,-32.08867303745835,7,reference_validation,LONG,840,330,390,0.8,0.2,0.35,0.0,16,14,8,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,F80,False
0,0,,,,0.0,0,august,LONG,840,330,390,0.9,0.2,0.35,0.0,0,0,0,LONG|E0840|R330|X390|F0.90|T0.20|S0.35,14:00,F90,False
0,0,,,,0.0,0,august,LONG,840,330,390,0.85,0.2,0.35,0.0,0,0,0,LONG|E0840|R330|X390|F0.85|T0.20|S0.35,14:00,F85,False
1,1,1.0,inf,5.258068103258973,5.258068103258973,0,august,LONG,840,330,390,0.8,0.2,0.35,0.0,1,0,0,LONG|E0840|R330|X390|F0.80|T0.20|S0.35,14:00,F80,False
64,36,0.5625,0.7225824215921264,-0.6789572079579225,-43.45326130930704,5,development,LONG,870,330,390,0.9,0.2,0.35,0.0,35,20,9,LONG|E0870|R330|X390|F0.90|T0.20|S0.35,14:30,F90,False
66,31,0.4696969696969697,0.5687148071182948,-1.2163937408741021,-80.28198689769074,6,development,LONG,870,330,390,0.85,0.2,0.35,0.0,30,25,11,LONG|E0870|R330|X390|F0.85|T0.20|S0.35,14:30,F85,False
65,26,0.4,0.5443390673082129,-1.3197403045073843,-85.78311979297999,7,development,LONG,870,330,390,0.8,0.2,0.35,0.0,25,29,11,LONG|E0870|R330|X390|F0.80|T0.20|S0.35,14:30,F80,False
48,29,0.6041666666666666,0.8568170859816737,-0.3805690292964736,-18.267313406230734,3,external,LONG,870,330,390,0.9,0.2,0.35,0.0,25,7,16,LONG|E0870|R330|X390|F0.90|T0.20|S0.35,14:30,F90,False
48,30,0.625,1.0410993350590818,0.09853962707565082,4.729902099631239,3,external,LONG,870,330,390,0.85,0.2,0.35,0.0,24,8,16,LONG|E0870|R330|X390|F0.85|T0.20|S0.35,14:30,F85,True
43,26,0.6046511627906976,0.9679388797197778,-0.08319842391789627,-3.5775322284695394,3,external,LONG,870,330,390,0.8,0.2,0.35,0.0,20,10,13,LONG|E0870|R330|X390|F0.80|T0.20|S0.35,14:30,F80,False
28,20,0.7142857142857143,1.663976503750636,0.9055214639032886,25.35460098929208,2,reference_validation,LONG,870,330,390,0.9,0.2,0.35,0.0,18,5,5,LONG|E0870|R330|X390|F0.90|T0.20|S0.35,14:30,F90,True
27,17,0.6296296296296297,1.1541835500433957,0.31839185540494563,8.596580095933533,3,reference_validation,LONG,870,330,390,0.85,0.2,0.35,0.0,14,7,6,LONG|E0870|R330|X390|F0.85|T0.20|S0.35,14:30,F85,True
26,14,0.5384615384615384,1.01997933492844,0.04454635240762728,1.1582051625983092,3,reference_validation,LONG,870,330,390,0.8,0.2,0.35,0.0,11,9,6,LONG|E0870|R330|X390|F0.80|T0.20|S0.35,14:30,F80,True
3,1,0.3333333333333333,0.011555798938120547,-1.3372989501512478,-4.011896850453743,2,august,LONG,870,330,390,0.9,0.2,0.35,0.0,0,0,3,LONG|E0870|R330|X390|F0.90|T0.20|S0.35,14:30,F90,False
