signal_ts,friday_wib,entry_ts,signal_ret,body_ratio,upper_ratio,lower_ratio,close_pos,range_open,direction,range_ratio_prev3median,body_delta_prev3median,upper_delta_prev3median,lower_delta_prev3median,prior3h_ret,signal_minus_prior3avg,cont_pnl,cont_win,cont_reason,rev_pnl,rev_win,rev_reason,period,cont_leaf,rev_leaf
2023-11-30 17:00:00+00:00,2023-12-01,2023-11-30 18:00:00+00:00,0.0020503831188662947,0.5933897002305761,0.16295157571102692,0.24365872405839695,0.8370484242889731,0.0034553736238927676,1,0.6135912310491959,0.40541977541854607,-0.17840180774761238,-0.25634127594160305,-0.0015407258117980938,0.0025639583894656592,-0.9077048771889134,0,TIME,-0.5922951228110866,0,TIME,discovery,5,6
2023-11-30 18:00:00+00:00,2023-12-01,2023-11-30 19:00:00+00:00,0.00012987460474400692,0.04324801412181226,0.6478375992939062,0.30891438658428155,0.35216240070609384,0.003003018921934838,1,0.5661917465050867,-0.1447219106902178,0.30648421583526686,-0.16176230514504902,0.002194118381452448,-0.0006014981890734757,-1.6510537028006915,0,TIME,0.1510537028006915,1,TIME,discovery,2,3
2023-11-30 19:00:00+00:00,2023-12-01,2023-11-30 20:00:00+00:00,0.0003100684800816378,0.09621710526318919,0.4029605263157702,0.5008223684210407,0.5970394736842298,0.003222592066487317,1,0.932632015306292,-0.09175281954884087,0.06160714285713087,0.1919079818367591,0.003182334190285907,-0.0007507095833469979,1.6595651390633188,1,TIME,-3.159565139063319,0,TIME,discovery,5,6
2023-11-30 20:00:00+00:00,2023-12-01,2023-11-30 21:00:00+00:00,-0.0006702803520429734,0.34944751381218786,0.14640883977898247,0.5041436464088297,0.5041436464088297,0.001918114525213707,-1,0.5952086040180959,0.2532304085489987,-0.2565516865367877,0.19522925982454814,0.002491268608156405,-0.001500703221428442,-4.164616041272356,0,TIME,2.664616041272356,1,TIME,discovery,5,6
2023-11-30 21:00:00+00:00,2023-12-01,2023-11-30 22:00:00+00:00,0.00028101653755818745,0.13929040735880432,0.38764783180023316,0.4730617608409625,0.6123521681997668,0.0020174866517146204,1,0.6718194937029429,0.043073302095615135,-0.015312694515537018,-0.027760607580078145,-0.00022794318383612122,0.0003569975988368945,3.216245173054439,1,TIME,-4.716245173054439,0,TIME,discovery,5,6
2023-11-30 22:00:00+00:00,2023-12-01,2023-11-30 23:00:00+00:00,-0.0011953067644820958,0.326811594202888,0.5369565217391199,0.1362318840579921,0.1362318840579921,0.00365747967845983,-1,1.8128891585733236,0.1875211868440837,0.14930868993888674,-0.36459048436304853,-7.420442258343485e-05,-0.0011705719569542843,-7.249999999999999,0,SL,5.75,1,TP,discovery,2,3
2023-11-30 23:00:00+00:00,2023-12-01,2023-12-01 00:00:00+00:00,0.0008199353073696791,0.22871946706144922,0.024426350851189268,0.7468541820873615,0.9755736491488107,0.003584895146460574,1,1.7769114573391827,-0.0980921271414388,-0.3632214809490439,0.273792421246399,-0.0015790003550101295,0.0013462687590397224,5.75,1,TP,-7.249999999999999,0,SL,discovery,5,6
2023-12-01 00:00:00+00:00,2023-12-01,2023-12-01 01:00:00+00:00,-0.0013601329907814153,0.3811292719168162,0.13150074294203032,0.48736998514115343,0.48736998514115343,0.00356869201869715,-1,0.9954801668943033,0.152409804855367,-0.2561470888582028,0.014308224300190908,-9.013737997132232e-05,-0.0013300871974576411,-7.249999999999999,0,SL,5.75,1,TP,discovery,5,6
2023-12-01 01:00:00+00:00,2023-12-01,2023-12-01 02:00:00+00:00,0.006950657763736157,0.7852429514097233,0.0980803839232062,0.11667666466707044,0.9019196160767938,0.008851601598279631,1,2.469138213712879,0.4584313572068353,-0.03342035901882412,-0.370693320474083,-0.0017306769782857723,0.007527550089831414,3.303797518416724,1,TIME,-4.803797518416724,0,TIME,discovery,5,6
2023-12-01 02:00:00+00:00,2023-12-01,2023-12-01 03:00:00+00:00,0.0013288546011591684,0.23129876089950033,0.42312987608993335,0.34557136301056635,0.5768701239100666,0.005745186856995245,1,1.6026094550261987,-0.1498305110173159,0.3250494921667272,-0.14179862213058708,0.006405578744304918,-0.0008063383136091376,3.465609604533155,1,TIME,-4.965609604533155,0,TIME,discovery,5,6
