hour_wib,character_rule,raw_component_id,component_size,halo_cell_count,halo_economic_support_count,halo_economic_support_ratio,component_min_half_exp_floor,component_min_half_exp_mean,component_exp_floor,component_exp_mean,component_pf_median,component_dd_max,component_wr_min,component_wr_mean,component_trade_sum,component_ls_max,min_lb,max_lb,min_hold,max_hold,component_cells
4,STR_B60_80,1,1,5,1,0.2,0.49363698152208546,0.49363698152208546,1.1933812585828316,1.1933812585828316,1.279742813398853,152.25731291358517,0.5977011494252874,0.5977011494252874,174,6,120,120,720,720,LB120/H720
5,DRIVE_DOWN__EFF_LOW,1,1,4,1,0.25,0.13542469345079408,0.13542469345079408,0.37893418521033706,0.37893418521033706,1.1834209734938586,84.55664466080515,0.5632183908045977,0.5632183908045977,174,9,120,120,240,240,LB120/H240
5,DRIVE_DOWN__EFF_LOW,2,2,8,2,0.25,0.5745648453142939,0.704001983062331,1.784833203262319,2.083523751716996,1.9762300772151185,56.593301201461315,0.5586592178770949,0.5614525139664804,358,8,60,60,360,480,LB60/H360;LB60/H480
5,DRIVE_DOWN__EFF_LOW,3,1,4,1,0.25,0.4990313243738145,0.4990313243738145,1.1427582550755693,1.1427582550755693,1.3988400031396975,145.47139972144285,0.569620253164557,0.569620253164557,158,7,360,360,480,480,LB360/H480
5,DRIVE_DOWN__EFF_MID,1,1,4,1,0.25,1.5365274406098453,1.5365274406098453,1.9383804405789706,1.9383804405789706,1.410512535805286,149.35471280297966,0.5730994152046783,0.5730994152046783,171,9,240,240,960,960,LB240/H960
5,DRIVE_DOWN__EXT_HIGH,1,1,4,1,0.25,0.21713067864189278,0.21713067864189278,0.6735752810885572,0.6735752810885572,1.2101020778986022,125.36647127661352,0.6086956521739131,0.6086956521739131,161,5,30,30,480,480,LB30/H480
5,DRIVE_DOWN__EXT_HIGH,2,1,5,1,0.2,0.9464812493590306,0.9464812493590306,1.310604799913996,1.310604799913996,1.329652465056643,157.28190430522554,0.6089743589743589,0.6089743589743589,156,7,120,120,720,720,LB120/H720
5,DRIVE_DOWN__EXT_LOW,1,1,5,1,0.2,0.10568052945265022,0.10568052945265022,1.028925479369525,1.028925479369525,1.3515244155709654,115.03836071326795,0.55,0.55,200,6,60,60,360,360,LB60/H360
5,DRIVE_DOWN__RANGE_LOW,1,1,5,1,0.2,0.2786459967264346,0.2786459967264346,1.0564087093109884,1.0564087093109884,1.4699309106094387,144.4076200616937,0.5576036866359447,0.5576036866359447,217,15,60,60,480,480,LB60/H480
5,DRIVE_DOWN__RANGE_LOW,2,2,5,2,0.4,0.282444203785612,0.5495742312561581,0.6983281604130178,0.9824077497177061,1.3568797884885067,114.43645484406697,0.5377358490566038,0.5400943396226415,424,15,30,30,720,960,LB30/H720;LB30/H960
5,DRIVE_DOWN__RANGE_MID,1,1,3,1,0.3333333333333333,0.25947521846790444,0.25947521846790444,0.8706916433135593,0.8706916433135593,1.4525329754037888,110.40737306327065,0.5950920245398773,0.5950920245398773,163,12,360,360,240,240,LB360/H240
5,DRIVE_DOWN__RV_LOW,1,1,5,1,0.2,0.6074849648920485,0.6074849648920485,0.8976964864059654,0.8976964864059654,1.3814581978884617,122.47414257652198,0.5643564356435643,0.5643564356435643,202,11,60,60,480,480,LB60/H480
5,DRIVE_DOWN__RV_LOW,2,2,6,2,0.3333333333333333,0.028002112543586657,0.636678125500576,0.5937480477142394,0.9942297610972467,1.4416351801086982,109.66975344867316,0.5862068965517241,0.5890804597701149,348,11,360,360,480,720,LB360/H480;LB360/H720
5,DRIVE_DOWN__RV_LOW,3,2,5,2,0.4,0.27451343589494104,0.2915307207843917,0.7549197514194969,0.9779619082914635,1.3356834439015999,151.90362079029154,0.5490196078431373,0.5563725490196079,408,9,30,30,720,960,LB30/H720;LB30/H960
5,DRIVE_DOWN__RV_LOW,4,1,5,1,0.2,0.9106072994204076,0.9106072994204076,0.9170748069025838,0.9170748069025838,1.302543468752146,89.29445925374893,0.5393258426966292,0.5393258426966292,178,12,120,120,720,720,LB120/H720
5,DRIVE_DOWN__STR_B0_20,1,3,10,3,0.3,0.030609277814629663,0.7432751517396379,1.1743659808922153,1.2951649653479909,1.520614437038242,69.01134422622096,0.5254237288135594,0.5464304057524396,346,8,60,120,480,720,LB60/H480;LB120/H480;LB60/H720
5,DRIVE_DOWN__STR_B0_20,2,3,7,3,0.42857142857142855,0.6971588571390294,0.9104803294486811,1.3073827402429383,1.7229198719915815,1.5402284237229686,136.8548856632093,0.5428571428571428,0.5523809523809524,315,8,360,360,480,960,LB360/H480;LB360/H720;LB360/H960
5,DRIVE_DOWN__STR_B20_40,1,6,12,6,0.5,0.256856055062759,0.9149356118941695,0.7064799981387214,1.5361701192208617,1.6840135995564536,85.5408436987269,0.5357142857142857,0.5720663265306122,616,6,30,60,360,960,LB30/H360;LB60/H360;LB30/H480;LB60/H480;LB30/H720;LB30/H960
5,DRIVE_DOWN__STR_B20_40,2,2,6,2,0.3333333333333333,0.22578235950886827,0.31277625434201106,0.6958513104103023,0.8115905385240327,1.2794458220285723,77.35270518744204,0.6067415730337079,0.6123595505617978,178,4,360,360,480,720,LB360/H480;LB360/H720
5,DRIVE_DOWN__STR_B40_60,1,4,13,4,0.3076923076923077,0.009833408429881826,0.9307666081863069,0.4705937196779569,1.279817080898825,1.394578132560807,115.07939325422888,0.6,0.6342105263157896,380,9,240,240,360,960,LB240/H360;LB240/H480;LB240/H720;LB240/H960
5,DRIVE_DOWN__STR_B40_60,2,1,3,1,0.3333333333333333,0.32865028790642564,0.32865028790642564,1.9784742657771763,1.9784742657771763,1.5456981985496308,107.45315453972609,0.5714285714285714,0.5714285714285714,98,7,30,30,960,960,LB30/H960
5,DRIVE_DOWN__STR_B60_80,1,8,18,8,0.4444444444444444,0.1671023442181126,1.1471904332424727,0.5791770893661642,2.0768171994979117,1.7224491149202337,77.75183393650218,0.5274725274725275,0.6156328611147888,696,9,60,120,360,960,LB60/H360;LB120/H360;LB60/H480;LB120/H480;LB60/H720;LB120/H720;LB60/H960;LB120/H960
5,DRIVE_UP__EFF_LOW,1,1,4,1,0.25,0.17268487871894608,0.17268487871894608,0.7461253932505415,0.7461253932505415,1.2498113839739875,92.58354598996229,0.559748427672956,0.559748427672956,159,5,30,30,360,360,LB30/H360
5,DRIVE_UP__EXT_LOW,1,1,5,1,0.2,1.323296022969588,1.323296022969588,1.8141352145608582,1.8141352145608582,1.5980438240012476,120.4985817747212,0.5568862275449101,0.5568862275449101,167,8,180,180,480,480,LB180/H480
5,DRIVE_UP__EXT_LOW,2,3,7,3,0.42857142857142855,0.1006045947227273,0.7112546784546262,0.4519848348258991,1.0467031651778964,1.3583499776468966,132.67388561297827,0.5562130177514792,0.5581854043392505,507,8,360,360,480,960,LB360/H480;LB360/H720;LB360/H960
5,DRIVE_UP__EXT_MID,1,1,4,1,0.25,0.6503266475455732,0.6503266475455732,1.3323085388128886,1.3323085388128886,1.3294391001278858,131.1082630113103,0.5406976744186046,0.5406976744186046,172,6,30,30,720,720,LB30/H720
5,DRIVE_UP__RANGE_HIGH,1,1,4,1,0.25,1.439105719567581,1.439105719567581,1.5696024199399552,1.5696024199399552,1.5399874743579267,153.44825048741984,0.5723684210526315,0.5723684210526315,152,7,360,360,720,720,LB360/H720
5,DRIVE_UP__RANGE_MID,1,4,12,4,0.3333333333333333,0.5758582895680783,1.1247583927619482,1.7680367240948427,2.0452837251646945,1.8807438652028037,137.832657050703,0.5570469798657718,0.5881281715501718,626,12,180,240,360,480,LB180/H360;LB240/H360;LB180/H480;LB240/H480
5,DRIVE_UP__RV_HIGH,1,1,4,1,0.25,1.3838039002184728,1.3838039002184728,2.3284694882358323,2.3284694882358323,1.8481316960252983,153.44825048741978,0.6071428571428571,0.6071428571428571,140,10,360,360,720,720,LB360/H720
5,DRIVE_UP__STR_B20_40,1,1,5,1,0.2,1.0113546096667727,1.0113546096667727,1.2683611627586886,1.2683611627586886,1.4384597706468711,67.47000147873742,0.5567010309278351,0.5567010309278351,97,5,60,60,720,720,LB60/H720
5,DRIVE_UP__STR_B20_40,2,1,5,1,0.2,0.1927161704539385,0.1927161704539385,1.3279468709579036,1.3279468709579036,1.437196778544869,106.10198260143108,0.5486725663716814,0.5486725663716814,113,10,180,180,720,720,LB180/H720
5,DRIVE_UP__STR_B40_60,1,2,7,2,0.2857142857142857,0.008686571291977379,0.48678492885603447,2.20595101569346,2.3656512150566344,1.6442404118057004,106.8233472739305,0.5462962962962963,0.5509259259259259,216,6,240,240,720,960,LB240/H720;LB240/H960
5,DRIVE_UP__STR_B60_80,1,5,13,5,0.38461538461538464,0.6222593934745175,1.109359755559836,1.1683773867117144,1.694853770278137,1.5662193490916947,154.6331668415726,0.53,0.5634394450332401,511,10,180,360,360,720,LB180/H360;LB180/H480;LB240/H480;LB240/H720;LB360/H720
5,DRIVE_UP__STR_B60_80,2,1,4,1,0.25,1.8227361629560963,1.8227361629560963,1.9807336278497103,1.9807336278497103,2.095536354537101,41.59570956505837,0.5773195876288659,0.5773195876288659,97,10,360,360,360,360,LB360/H360
5,DRIVE_UP__STR_B60_80,3,1,3,1,0.3333333333333333,3.3373971821554727,3.3373971821554727,3.7877061343523017,3.7877061343523017,2.170564757588021,42.422216301302996,0.5393258426966292,0.5393258426966292,89,5,30,30,960,960,LB30/H960
5,EFF_HIGH__RANGE_LOW,1,1,3,1,0.3333333333333333,0.1292455959305301,0.1292455959305301,1.2826911881028322,1.2826911881028322,1.5121887588753624,78.52548179755925,0.5494505494505495,0.5494505494505495,91,9,30,30,960,960,LB30/H960
5,EFF_HIGH__RANGE_MID,1,1,4,1,0.25,0.11494232474802715,0.11494232474802715,0.6953505518101473,0.6953505518101473,1.3341417160815403,75.72528915656429,0.5208333333333334,0.5208333333333334,96,9,120,120,240,240,LB120/H240
5,EFF_HIGH__RANGE_MID,2,1,5,1,0.2,0.291324897384574,0.291324897384574,0.5312284842132279,0.5312284842132279,1.2088413877020638,76.28631494224067,0.5277777777777778,0.5277777777777778,108,7,180,180,360,360,LB180/H360
5,EFF_HIGH__RANGE_MID,3,3,8,3,0.375,0.3044773432093506,0.7719263860659188,1.1446083912242229,1.3041987024238375,1.5745564824780154,110.7369612869649,0.6057692307692307,0.625,312,7,360,360,360,720,LB360/H360;LB360/H480;LB360/H720
5,EFF_HIGH__RANGE_MID,4,4,11,4,0.36363636363636365,0.6764760266146026,1.6480174000528796,1.7285667513040217,2.3945035691628425,1.8581968163214475,139.82039125180071,0.5520833333333334,0.5833333333333334,396,8,120,180,480,960,LB120/H480;LB120/H720;LB180/H720;LB120/H960
5,EFF_HIGH__RV_LOW,1,6,12,6,0.5,0.019386669995765125,0.8046811075621819,0.9454818790919794,1.702276768892457,1.715135334712448,124.40952216073944,0.5303030303030303,0.555990058465306,657,9,180,360,360,960,LB360/H360;LB360/H480;LB240/H720;LB360/H720;LB180/H960;LB240/H960
5,EFF_HIGH__RV_MID,1,1,5,1,0.2,0.5942327715941139,0.5942327715941139,0.6552911509802225,0.6552911509802225,1.229449478255732,97.95931410262664,0.5803571428571429,0.5803571428571429,112,6,60,60,360,360,LB60/H360
5,EFF_LOW,1,1,5,1,0.2,0.6243333670788231,0.6243333670788231,0.6925511942246974,0.6925511942246974,1.2256229993663885,142.79706160386957,0.5355029585798816,0.5355029585798816,338,9,60,60,480,480,LB60/H480
5,EFF_LOW__EXT_HIGH,1,3,8,3,0.375,0.9482807847445636,1.6727547446968842,1.021690102115601,2.397462401450954,2.2696020744977785,34.1809981564393,0.5769230769230769,0.6666666666666666,156,4,30,30,360,720,LB30/H360;LB30/H480;LB30/H720
5,EFF_LOW__EXT_LOW,1,2,8,2,0.25,0.3799469953696384,0.5142579859742749,0.9789899641325449,1.2330176889990059,1.4839315016747001,122.83952532017284,0.5282051282051282,0.5384615384615385,390,9,60,60,360,480,LB60/H360;LB60/H480
5,EFF_LOW__EXT_LOW,2,2,6,2,0.3333333333333333,0.30786290737499233,0.46259137576802806,0.6261029869814503,0.8901127062060218,1.2984339040680863,158.46872559406484,0.53125,0.5520833333333333,384,8,360,360,360,480,LB360/H360;LB360/H480
5,EFF_LOW__EXT_MID,1,4,9,4,0.4444444444444444,0.9054639762566988,1.845088947723887,1.899752327202531,2.8064284533716757,1.9956671536823376,116.77249311830842,0.5684210526315789,0.5921052631578947,380,8,30,30,360,960,LB30/H360;LB30/H480;LB30/H720;LB30/H960
5,EFF_LOW__RANGE_LOW,1,3,9,3,0.3333333333333333,0.06714970131643538,0.4681971661524333,0.5168521752949147,0.8944220426701696,1.412963714579607,130.53508883994795,0.5411764705882353,0.5513598987982289,542,14,30,60,480,720,LB60/H480;LB30/H720;LB60/H720
5,EFF_LOW__RANGE_MID,1,1,5,1,0.2,0.01625489132206689,0.01625489132206689,0.99837194596056,0.99837194596056,1.3666430989858078,60.02890230906888,0.5979381443298969,0.5979381443298969,97,5,180,180,360,360,LB180/H360
5,EFF_LOW__RANGE_MID,2,1,4,1,0.25,0.33299298495042184,0.33299298495042184,1.025037007013887,1.025037007013887,1.317817681765997,96.23727261144589,0.5517241379310345,0.5517241379310345,87,8,30,30,720,720,LB30/H720
5,EFF_LOW__RV_HIGH,1,5,10,5,0.5,0.6537817898941297,1.1246311215025,1.3332634050580146,2.8155869628380397,1.9580664114517066,154.3380952099186,0.6024096385542169,0.6650602409638553,415,11,360,360,240,960,LB360/H240;LB360/H360;LB360/H480;LB360/H720;LB360/H960
5,EFF_LOW__RV_HIGH,2,1,5,1,0.2,0.22353537260953865,0.22353537260953865,1.1921055828138076,1.1921055828138076,1.295741604997,105.07464558043591,0.5454545454545454,0.5454545454545454,88,13,60,60,360,360,LB60/H360
5,EFF_LOW__RV_LOW,1,5,14,5,0.35714285714285715,0.6447007813798185,0.8507869409496586,0.6472098232461098,1.0706867157349929,1.4479278853761866,89.480474480375,0.5405405405405406,0.553818497396479,701,11,30,60,240,720,LB60/H240;LB60/H360;LB60/H480;LB30/H720;LB60/H720
5,EFF_MID__EXT_HIGH,1,3,10,3,0.3,1.727414871565132,2.0658218127616164,1.8014070672625413,3.017385027977473,2.3771218595962313,80.34128595429998,0.5934065934065934,0.6336996336996337,273,5,240,240,480,960,LB240/H480;LB240/H720;LB240/H960
5,EFF_MID__EXT_MID,1,1,4,1,0.25,0.815870935347021,0.815870935347021,0.8561001266060645,0.8561001266060645,1.3957307651224653,61.18433404433186,0.528,0.528,125,6,120,120,240,240,LB120/H240
5,EFF_MID__EXT_MID,2,3,9,3,0.3333333333333333,0.23534588136831716,0.5272467308884153,0.5730288274308009,1.0619543694169045,1.2839331091284074,117.67183309118343,0.536,0.5512144702842378,379,9,120,180,720,960,LB120/H720;LB180/H720;LB120/H960
5,EFF_MID__RANGE_HIGH,1,1,4,1,0.25,0.40753685697403386,0.40753685697403386,2.0163214747119307,2.0163214747119307,1.5233619026511864,127.09483918652394,0.6025641025641025,0.6025641025641025,78,8,360,360,720,720,LB360/H720
5,EFF_MID__RANGE_HIGH,2,1,4,1,0.25,2.045137398577669,2.045137398577669,4.527223427665284,4.527223427665284,1.9502629215334017,113.5725618097398,0.5512820512820513,0.5512820512820513,78,8,120,120,960,960,LB120/H960
5,EFF_MID__RANGE_LOW,1,3,10,3,0.3,0.009247486096733868,0.11925648336375999,0.5697110008762593,1.0843130234611833,1.5110501897853776,134.9344496962719,0.5220588235294118,0.5371648659463787,419,10,60,120,480,720,LB60/H480;LB60/H720;LB120/H720
5,EFF_MID__RANGE_MID,1,7,17,7,0.4117647058823529,0.948138039906121,1.5384389998883274,0.983434602195724,1.8039814652066473,1.7745878229120176,120.38222196759796,0.5689655172413793,0.6277269528501056,800,8,180,240,240,720,LB180/H240;LB180/H360;LB240/H360;LB180/H480;LB240/H480;LB180/H720;LB240/H720
5,EFF_MID__RV_LOW,1,1,5,1,0.2,0.33585596839592813,0.33585596839592813,0.8360967389955226,0.8360967389955226,1.3538237816325749,77.04437177453214,0.5234375,0.5234375,128,8,60,60,480,480,LB60/H480
5,RANGE_MID,1,1,5,1,0.2,0.02555359650062929,0.02555359650062929,0.6300453292091986,0.6300453292091986,1.2360820116954643,146.0519374408695,0.5610561056105611,0.5610561056105611,303,15,240,240,360,360,LB240/H360
5,RV_HIGH__RANGE_MID,1,3,7,3,0.42857142857142855,0.5267463099033902,1.065348986452549,3.1197901184736576,4.17566893987993,4.013421663566956,65.84945132413156,0.6935483870967742,0.7526881720430109,186,7,360,360,240,480,LB360/H240;LB360/H360;LB360/H480
5,RV_HIGH__RANGE_MID,2,3,9,3,0.3333333333333333,0.7254983119229739,0.8790793299911498,1.2145453325313447,1.7559989717097269,1.630288148437309,80.80066134616261,0.5409836065573771,0.5695013661202185,186,9,60,120,720,960,LB60/H720;LB120/H720;LB120/H960
5,RV_HIGH__RANGE_MID,3,1,3,1,0.3333333333333333,1.4890915350596228,1.4890915350596228,6.7855562934720295,6.7855562934720295,5.436522679734698,38.82596321600613,0.6774193548387096,0.6774193548387096,62,7,360,360,960,960,LB360/H960
5,RV_LOW__RANGE_MID,1,7,16,7,0.4375,0.4900133428576174,1.1949890200642286,0.8325283443776047,2.2666052842056277,2.3090613576350165,150.9098554061625,0.5420560747663551,0.5660064979416347,697,16,180,360,360,720,LB180/H360;LB360/H360;LB180/H480;LB240/H480;LB360/H480;LB180/H720;LB360/H720
5,RV_MID__RANGE_HIGH,1,1,5,1,0.2,0.4382937314542169,0.4382937314542169,1.2869024153598592,1.2869024153598592,1.385317278106944,119.94612501982559,0.5897435897435898,0.5897435897435898,78,9,120,120,720,720,LB120/H720
5,STR_B0_20,1,1,5,1,0.2,0.6379676639143976,0.6379676639143976,0.8698819080999372,0.8698819080999372,1.2879739019437793,149.80759305068324,0.5580357142857143,0.5580357142857143,224,9,60,60,720,720,LB60/H720
5,STR_B20_40,1,2,8,2,0.25,0.33020509806649256,0.44102578340254056,0.6718502245929248,0.8118504212861734,1.2818372111054943,116.28765032479626,0.5454545454545454,0.5478468899521531,418,9,60,60,480,720,LB60/H480;LB60/H720
5,STR_B20_40,2,1,4,1,0.25,0.5207470819134136,0.5207470819134136,0.6621003981920159,0.6621003981920159,1.1814806096302946,142.0635649479649,0.5252525252525253,0.5252525252525253,198,8,360,360,720,720,LB360/H720
5,STR_B40_60,1,1,5,1,0.2,0.20921202273808964,0.20921202273808964,0.6448811189820919,0.6448811189820919,1.256991022702564,96.01705514318186,0.5517241379310345,0.5517241379310345,203,12,240,240,360,360,LB240/H360
5,STR_B40_60,2,2,8,2,0.25,0.16871677631729243,0.519856541351109,0.9702833958623616,1.4909779955551037,1.463644406495233,110.48628551025291,0.5602094240837696,0.5682820519433627,394,7,180,240,720,720,LB180/H720;LB240/H720
5,STR_B60_80,1,2,8,2,0.25,0.9576597760886468,1.2097863300768887,1.2916137333191036,2.16737531536915,1.696327251434261,137.35884062199682,0.5297619047619048,0.5525153609831029,354,8,60,120,720,720,LB60/H720;LB120/H720
6,DRIVE_DOWN__EFF_HIGH,1,2,7,2,0.2857142857142857,0.43502267394741906,0.5628391870076165,0.7112371956166772,0.9183808915604738,1.3057282935817003,130.57636125208182,0.5637583892617449,0.5738255033557047,298,9,60,60,240,360,LB60/H240;LB60/H360
6,DRIVE_DOWN__EFF_HIGH,2,1,4,1,0.25,0.4947231428472533,0.4947231428472533,0.7834425726522283,0.7834425726522283,1.288067453805289,144.11543983644037,0.5882352941176471,0.5882352941176471,153,11,180,180,240,240,LB180/H240
6,DRIVE_DOWN__EFF_HIGH,3,2,5,2,0.4,1.440606908196923,1.4847022811385608,1.788453579709436,2.131368403617709,1.478416692809902,134.82503734336524,0.6027397260273972,0.6335846281143698,295,9,30,60,960,960,LB30/H960;LB60/H960
6,DRIVE_DOWN__EFF_LOW,1,7,15,7,0.4666666666666667,0.0881462183328582,1.045170777020735,0.9859783924294073,1.5795201248594428,1.4023215546290841,159.71631110980653,0.524390243902439,0.5587741975111867,1175,7,120,360,480,960,LB240/H480;LB360/H480;LB120/H720;LB180/H720;LB240/H720;LB360/H720;LB180/H960
6,DRIVE_DOWN__EFF_MID,1,1,4,1,0.25,0.3084160397437289,0.3084160397437289,0.9782455678006967,0.9782455678006967,1.2974937475826571,114.72636773982846,0.5679012345679012,0.5679012345679012,162,5,30,30,480,480,LB30/H480
6,DRIVE_DOWN__EXT_HIGH,1,10,19,10,0.5263157894736842,0.10853319404938136,0.9026241228676483,0.5324018087716081,1.4548885825550273,1.3559332630873102,123.93495408266705,0.5448275862068965,0.5830732509646162,1389,11,30,180,240,960,LB60/H240;LB30/H360;LB60/H360;LB120/H360;LB180/H360;LB60/H480;LB30/H720;LB60/H720;LB30/H960;LB60/H960
6,DRIVE_DOWN__RANGE_LOW,1,6,11,6,0.5454545454545454,0.16732913049884152,0.8985049668764323,0.3472913767534141,1.0300680214121682,1.4679462597603254,122.72841800015823,0.5279503105590062,0.5644623066617952,1011,10,30,60,240,960,LB30/H240;LB30/H360;LB60/H360;LB30/H480;LB30/H720;LB30/H960
6,DRIVE_DOWN__RANGE_MID,1,1,5,1,0.2,0.012448965223003169,0.012448965223003169,0.9191014410508422,0.9191014410508422,1.2525457956078607,148.67090824707407,0.5772357723577236,0.5772357723577236,123,8,240,240,720,720,LB240/H720
6,DRIVE_DOWN__RV_LOW,1,7,13,7,0.5384615384615384,0.0386408910475193,0.6540834210879022,0.34812622401801474,1.32477964748452,1.6012991615721994,108.24669272363462,0.5286624203821656,0.5704293362063672,1123,8,30,60,240,960,LB30/H240;LB30/H360;LB60/H360;LB60/H480;LB30/H720;LB60/H720;LB30/H960
6,DRIVE_DOWN__RV_LOW,2,1,4,1,0.25,0.11903974036067987,0.11903974036067987,0.42356200461145666,0.42356200461145666,1.282736406675281,64.11960026536175,0.547486033519553,0.547486033519553,179,7,120,120,240,240,LB120/H240
6,DRIVE_DOWN__RV_LOW,3,2,6,2,0.3333333333333333,0.22337042759165723,0.5069224162040135,1.1077920952929363,1.2917054320311512,1.6210197919721483,103.47042049048298,0.5679012345679012,0.5833333333333333,324,10,360,360,480,720,LB360/H480;LB360/H720
6,DRIVE_DOWN__RV_LOW,4,1,5,1,0.2,0.5977923858069631,0.5977923858069631,1.2721646850268968,1.2721646850268968,1.4348186627425543,118.54444523870768,0.55625,0.55625,160,7,180,180,720,720,LB180/H720
6,DRIVE_DOWN__RV_MID,1,1,5,1,0.2,0.3630399709438585,0.3630399709438585,0.6272071391002068,0.6272071391002068,1.2702905487571903,135.89517781200607,0.6418918918918919,0.6418918918918919,148,8,180,180,480,480,LB180/H480
6,DRIVE_DOWN__STR_B0_20,1,1,5,1,0.2,0.08116816227686309,0.08116816227686309,1.1830542307840066,1.1830542307840066,1.3976675185107614,63.09960393557215,0.5257731958762887,0.5257731958762887,97,6,60,60,720,720,LB60/H720
6,DRIVE_DOWN__STR_B0_20,2,1,5,1,0.2,1.8796571648796647,1.8796571648796647,1.9605232522067841,1.9605232522067841,1.6701409685070456,116.02265266198762,0.5892857142857143,0.5892857142857143,112,7,180,180,720,720,LB180/H720
6,DRIVE_DOWN__STR_B20_40,1,4,12,4,0.3333333333333333,0.3052419122098581,1.1494968747724035,1.3759370904485697,1.6773837593825758,1.93505640517827,62.78371410432545,0.5591397849462365,0.5877016129032258,381,7,60,120,360,720,LB120/H360;LB60/H480;LB120/H480;LB120/H720
6,DRIVE_DOWN__STR_B20_40,2,4,9,4,0.4444444444444444,0.4469107626760006,1.2627217703099773,0.6755228518388368,1.7347592083049013,1.706172745191743,82.7528923193361,0.5555555555555556,0.5786868686868687,348,8,240,360,480,960,LB240/H480;LB240/H720;LB360/H720;LB360/H960
6,DRIVE_DOWN__STR_B20_40,3,1,3,1,0.3333333333333333,1.1761030755655115,1.1761030755655115,1.4619456403173727,1.4619456403173727,1.4438305409695413,60.62759643470399,0.5742574257425742,0.5742574257425742,101,5,30,30,960,960,LB30/H960
6,DRIVE_DOWN__STR_B40_60,1,4,9,4,0.4444444444444444,0.5979222738237489,1.2338679564020303,1.035243284734028,1.7137623442965912,1.982654817382071,62.57832804411907,0.5578947368421052,0.6236842105263157,380,6,360,360,240,720,LB360/H240;LB360/H360;LB360/H480;LB360/H720
6,DRIVE_DOWN__STR_B60_80,1,1,5,1,0.2,0.012653206569377375,0.012653206569377375,0.7777970469915062,0.7777970469915062,1.2567171229165859,97.0624831672132,0.5853658536585366,0.5853658536585366,82,5,180,180,360,360,LB180/H360
6,DRIVE_DOWN__STR_B80_100,1,1,4,1,0.25,0.08103988722508593,0.08103988722508593,1.8198979220452531,1.8198979220452531,1.515814346199732,158.858732724893,0.6330275229357798,0.6330275229357798,109,8,180,180,240,240,LB180/H240
6,DRIVE_UP__EFF_LOW,1,1,4,1,0.25,1.039219705795971,1.039219705795971,1.5260950000471243,1.5260950000471243,1.5653091284610947,108.2422791504853,0.5337078651685393,0.5337078651685393,178,9,30,30,480,480,LB30/H480
6,DRIVE_UP__EFF_LOW,2,1,4,1,0.25,0.016899494659139928,0.016899494659139928,0.7924181348856938,0.7924181348856938,1.1835046620784853,141.51534286663156,0.5511363636363636,0.5511363636363636,176,9,120,120,960,960,LB120/H960
6,DRIVE_UP__EXT_LOW,1,1,5,1,0.2,0.9759082412191981,0.9759082412191981,1.4860247189979123,1.4860247189979123,1.7335930057500188,60.54050384211334,0.543046357615894,0.543046357615894,151,5,240,240,360,360,LB240/H360
6,DRIVE_UP__EXT_LOW,2,2,7,2,0.2857142857142857,0.9950792692796332,1.479342700227778,1.0104049688755432,1.5373054397670431,1.4773809326266831,136.73338245568965,0.5827814569536424,0.5894039735099338,302,8,240,240,720,960,LB240/H720;LB240/H960
6,DRIVE_UP__RANGE_LOW,1,3,9,3,0.3333333333333333,1.0135037585528934,1.0883339505640999,1.2331400022619239,1.4279296386526346,1.5500912374729252,141.18346468739367,0.5275229357798165,0.5376850423533869,662,16,60,120,720,960,LB60/H720;LB120/H720;LB120/H960
6,DRIVE_UP__RV_LOW,1,1,5,1,0.2,1.5051431362895684,1.5051431362895684,1.5306793538951236,1.5306793538951236,1.6002383673744365,120.96215848615105,0.525691699604743,0.525691699604743,253,16,60,60,720,720,LB60/H720
6,DRIVE_UP__STR_B0_20,1,3,9,3,0.3333333333333333,0.7812120166652914,0.9421180607180989,0.8907509740471851,1.1816668459136441,1.2657197622451728,147.43048183429056,0.5565217391304348,0.5643115942028986,342,11,60,120,720,960,LB60/H720;LB120/H720;LB120/H960
6,DRIVE_UP__STR_B20_40,1,1,5,1,0.2,0.4618360399682791,0.4618360399682791,1.468082456158458,1.468082456158458,1.5244072345365807,52.623610542233905,0.5346534653465347,0.5346534653465347,101,6,240,240,720,720,LB240/H720
6,EFF_HIGH__RANGE_LOW,1,1,5,1,0.2,0.22258245700561727,0.22258245700561727,1.4074422934558222,1.4074422934558222,1.6310432441305198,40.457257282581324,0.5428571428571428,0.5428571428571428,70,5,60,60,480,480,LB60/H480
6,EFF_HIGH__RANGE_LOW,2,3,6,3,0.5,0.11542009658801702,0.5954265442646943,2.1400187562852797,2.333471735580183,1.9517146730212656,87.71686759654048,0.5581395348837209,0.5854928017718716,242,8,30,60,720,960,LB30/H720;LB30/H960;LB60/H960
6,EFF_HIGH__RV_LOW,1,7,14,7,0.5,0.06818697901544478,0.682178292174069,0.9496999234978105,1.7091731509958894,1.7433377216331387,90.11508965038253,0.5267175572519084,0.5668900221254278,1043,12,30,60,360,960,LB30/H360;LB60/H360;LB60/H480;LB30/H720;LB60/H720;LB30/H960;LB60/H960
6,EFF_LOW__EXT_HIGH,1,1,5,1,0.2,0.9089394846177556,0.9089394846177556,1.7203601904519454,1.7203601904519454,1.55471397625941,41.473284335473004,0.54,0.54,50,5,120,120,360,360,LB120/H360
