character_rule,lookback_min,hold_min,manhattan_distance,trades,wr,net,exp,pf,dd,ls,wr_change_pp,exp_retention,pf_retention,dd_cap,ls_warning_threshold,risk_clustering_warning,economically_viable,performance_stable
EFF_MID__RV_HIGH,180,480,0,94,0.4574468085106383,-32.58712587643412,-0.34667155187695875,0.8416833431499089,90.00834597491533,7,-22.588652482269506,-0.07269254374670954,0.3942484168868137,160.0,12,False,False,False
EFF_MID__RV_HIGH,120,480,1,93,0.3978494623655914,-73.175051988214,-0.786828516002301,0.7213886486100602,97.92990858173752,9,-28.548387096774196,-0.16498777015587396,0.33790181900270744,160.0,12,False,False,False
EFF_MID__RV_HIGH,180,360,1,94,0.5212765957446809,23.327941616254844,0.24816959166228558,1.1366118321203778,43.94481157805075,6,-16.205673758865245,0.05203795581391273,0.5323943013429329,160.0,12,False,False,False
EFF_MID__RV_HIGH,240,480,1,93,0.3978494623655914,-106.50959787832893,-1.1452644933153648,0.5352490761968588,119.08718168147385,11,-28.548387096774196,-0.24014716186296214,0.2507131721782891,160.0,12,False,False,False
