regime,market_state,development_n,development_long_rate,development_short_rate,development_none_rate,development_ambiguous_rate,development_D,development_expansion_rate,development_median_fwd_ret_4h,development_median_max_up_4h,development_median_max_down_4h,validation_2025_n,validation_2025_long_rate,validation_2025_short_rate,validation_2025_none_rate,validation_2025_ambiguous_rate,validation_2025_D,validation_2025_expansion_rate,validation_2025_median_fwd_ret_4h,validation_2025_median_max_up_4h,validation_2025_median_max_down_4h,validation_2026_n,validation_2026_long_rate,validation_2026_short_rate,validation_2026_none_rate,validation_2026_ambiguous_rate,validation_2026_D,validation_2026_expansion_rate,validation_2026_median_fwd_ret_4h,validation_2026_median_max_up_4h,validation_2026_median_max_down_4h,classification
BULL,EVENT_CONFLICT,10,0.2,0.6,0.0,0.2,-0.39999999999999997,1.0,0.01696755996098187,0.03585199472641076,-0.03984478180951734,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.032533717697930786,0.05600741274580456,-0.055714285714285716,2,0.5,0.5,0.0,0.0,0.0,1.0,0.013803474577843422,0.04197005301513135,-0.009208261299564813,UNSTABLE_OR_WEAK
BULL,POST_BREAKDOWN_UNWIND_30M,57,0.43859649122807015,0.5087719298245614,0.017543859649122806,0.03508771929824561,-0.07017543859649128,0.9824561403508771,0.006891766448818171,0.018639838339673753,-0.01997456422533095,45,0.35555555555555557,0.6222222222222222,0.022222222222222223,0.0,-0.26666666666666666,0.9777777777777777,-0.0034290853898475415,0.011039558417663242,-0.017964539561040382,36,0.2777777777777778,0.6111111111111112,0.1111111111111111,0.0,-0.33333333333333337,0.8888888888888888,0.004013856392807824,0.011680772189969879,-0.026509727244734216,UNSTABLE_OR_WEAK
BULL,UP_POSITION_BUILD,290,0.5793103448275863,0.40344827586206894,0.010344827586206896,0.006896551724137931,0.17586206896551732,0.9896551724137931,0.00575424785789036,0.02180392137495657,-0.015822945037045122,135,0.4740740740740741,0.5111111111111111,0.0,0.014814814814814815,-0.03703703703703698,1.0,-0.0005997361161090842,0.017031056632683228,-0.02082465639316955,48,0.5208333333333334,0.4375,0.041666666666666664,0.0,0.08333333333333337,0.9583333333333334,-0.0006787330316742612,0.02018530836960908,-0.02326547536688023,UNSTABLE_OR_WEAK
BULL,UP_UNWIND_LIKE,92,0.41304347826086957,0.5543478260869565,0.0,0.03260869565217391,-0.14130434782608697,1.0,0.00972521461198339,0.02654981166108794,-0.020318799913439878,30,0.3,0.7,0.0,0.0,-0.39999999999999997,1.0,0.0003286008216314418,0.0156951986795566,-0.030515500529644746,11,0.45454545454545453,0.5454545454545454,0.0,0.0,-0.09090909090909088,1.0,0.015421634036968168,0.01768441621885697,-0.019796565678661282,UNSTABLE_OR_WEAK
BULL,DOWN_POSITION_BUILD,72,0.7083333333333334,0.2916666666666667,0.0,0.0,0.4166666666666667,1.0,0.022388226110370946,0.032544742015097494,-0.013258540438218003,47,0.7446808510638298,0.2553191489361702,0.0,0.0,0.48936170212765956,1.0,0.007587003133762371,0.023157257454215152,-0.014428152492668711,25,0.64,0.32,0.04,0.0,0.32,0.96,-0.00033043286705580766,0.017536620590055785,-0.013810420590081751,UNSTABLE_OR_WEAK
BULL,DOWN_UNWIND_LIKE,368,0.5027173913043478,0.47554347826086957,0.005434782608695652,0.016304347826086956,0.027173913043478215,0.9945652173913043,0.008765284560280584,0.023806640432279758,-0.018587816955407344,172,0.47674418604651164,0.4883720930232558,0.011627906976744186,0.023255813953488372,-0.011627906976744151,0.9883720930232558,0.005529155729617763,0.021753998168681066,-0.018501047531897796,70,0.44285714285714284,0.5,0.02857142857142857,0.02857142857142857,-0.05714285714285716,0.9714285714285714,0.0032311396116594393,0.018051640255687396,-0.026340944465084892,UNSTABLE_OR_WEAK
BULL,HIGHLOC_BUY_BUILD,214,0.4532710280373832,0.5046728971962616,0.04205607476635514,0.0,-0.051401869158878455,0.9579439252336449,-0.0012138137713769148,0.01318735494367318,-0.01607829185467463,45,0.5333333333333333,0.4222222222222222,0.044444444444444446,0.0,0.1111111111111111,0.9555555555555556,0.002204408817635173,0.013416048822312954,-0.011380095178977867,52,0.5,0.34615384615384615,0.15384615384615385,0.0,0.15384615384615385,0.8461538461538461,0.001645609136496251,0.010816306049729163,-0.009964232814096974,UNSTABLE_OR_WEAK
BULL,HIGHLOC_BUY_EXHAUSTION_LIKE,34,0.38235294117647056,0.5882352941176471,0.029411764705882353,0.0,-0.20588235294117652,0.9705882352941176,0.007120863130090416,0.01962333466117827,-0.014925012111492775,19,0.10526315789473684,0.8421052631578947,0.05263157894736842,0.0,-0.7368421052631579,0.9473684210526316,-0.0037296304796878843,0.005737234652897216,-0.024918442423821796,26,0.46153846153846156,0.34615384615384615,0.19230769230769232,0.0,0.11538461538461542,0.8076923076923077,0.001737777684106434,0.010625757134717806,-0.008058507121561143,UNSTABLE_OR_WEAK
BULL,HIGHLOC_SELL_ABSORPTION_LIKE,29,0.6206896551724138,0.3448275862068966,0.034482758620689655,0.0,0.27586206896551724,0.9655172413793104,0.012037369744879456,0.02688606022974227,-0.008712349181784318,16,0.6875,0.3125,0.0,0.0,0.375,1.0,0.005679359434406783,0.024580878396456063,-0.011747195122049858,20,0.6,0.15,0.25,0.0,0.44999999999999996,0.75,0.0058724122006441615,0.01484148092237636,-0.00756102987770535,UNSTABLE_OR_WEAK
BULL,HIGHLOC_SELL_UNWIND_LIKE,129,0.5193798449612403,0.4496124031007752,0.031007751937984496,0.0,0.06976744186046513,0.9689922480620154,0.00019327406262070745,0.013261569193208311,-0.015926611056478968,39,0.3076923076923077,0.6410256410256411,0.05128205128205128,0.0,-0.33333333333333337,0.9487179487179487,0.0029689742194072277,0.009856797470708445,-0.02256466703357174,60,0.31666666666666665,0.43333333333333335,0.25,0.0,-0.1166666666666667,0.75,0.002134085504728267,0.008995640993283982,-0.01010762233798529,UNSTABLE_OR_WEAK
