symbol,partition,side,source,entry_ts,entry_px,confirmation_bar_start,H,L,R,entry_level,stop_level,target_level,touch_elapsed_min,outcome,outcome_bar_start,minutes_entry_to_h2
BTCUSDT,development,LONG,LONDON,2024-09-19 14:25:00+00:00,63180.2,2024-09-19 14:20:00+00:00,63369.6,61851.3,1518.2999999999956,63141.854999999996,62382.705,63673.259999999995,50.0,H2,2024-09-19 14:30:00+00:00,5.0
BTCUSDT,development,SHORT,SHORT_2000,2024-09-24 02:35:00+00:00,62846.3,2024-09-24 02:30:00+00:00,63467.1,62750.2,716.9000000000015,62857.735,63216.185,62606.82,60.0,OPPOSITE_BREAK,2024-09-24 07:15:00+00:00,
BTCUSDT,development,LONG,RAW_2330,2024-10-01 05:15:00+00:00,63730.9,2024-10-01 05:10:00+00:00,63850.0,62825.0,1025.0,63696.25,63183.75,64055.0,10.0,H2,2024-10-01 06:05:00+00:00,50.0
BTCUSDT,development,LONG,RAW_0530,2024-10-11 12:05:00+00:00,61147.3,2024-10-11 12:00:00+00:00,61213.0,60561.4,651.5999999999985,61115.26,60789.46,61343.32,60.0,H2,2024-10-11 12:05:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2024-10-14 12:05:00+00:00,64839.9,2024-10-14 12:00:00+00:00,65000.0,63752.8,1247.199999999997,64812.92,64189.32,65249.44,60.0,H2,2024-10-14 12:30:00+00:00,25.0
BTCUSDT,development,LONG,RAW_0530,2024-10-24 12:20:00+00:00,67417.9,2024-10-24 12:15:00+00:00,67457.0,66700.0,757.0,67343.45,66964.95,67608.4,75.0,H2,2024-10-24 12:45:00+00:00,25.0
BTCUSDT,development,LONG,RAW_2330,2024-11-20 05:45:00+00:00,92329.9,2024-11-20 05:40:00+00:00,92459.2,91500.0,959.1999999999971,92315.31999999999,91835.72,92651.04,40.0,H2,2024-11-20 05:45:00+00:00,0.0
BTCUSDT,development,LONG,RAW_2330,2024-12-11 05:15:00+00:00,97406.0,2024-12-11 05:10:00+00:00,97643.0,95650.0,1993.0,97344.05,96347.55,98041.6,10.0,H2,2024-12-11 06:05:00+00:00,50.0
BTCUSDT,development,LONG,ALT_0330,2024-12-19 09:35:00+00:00,101764.1,2024-12-19 09:30:00+00:00,101816.7,100613.2,1203.5,101636.175,101034.425,102057.4,30.0,H2,2024-12-19 09:35:00+00:00,0.0
BTCUSDT,development,LONG,RAW_2330,2024-12-23 11:15:00+00:00,96106.8,2024-12-23 11:10:00+00:00,96488.8,93655.3,2833.5,96063.77500000001,94647.02500000001,97055.5,370.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,LONDON,2024-12-31 14:55:00+00:00,95639.9,2024-12-31 14:50:00+00:00,96032.1,92800.0,3232.100000000006,95547.285,93931.235,96678.52,80.0,NO_H2_BY_END,,
BTCUSDT,reference_validation,LONG,RAW_0530,2025-01-01 12:40:00+00:00,93806.1,2025-01-01 12:35:00+00:00,93914.7,92796.5,1118.199999999997,93746.97,93187.87,94138.34,95.0,H2,2025-01-01 13:55:00+00:00,75.0
BTCUSDT,reference_validation,LONG,LONDON,2025-01-02 14:45:00+00:00,96797.9,2025-01-02 14:40:00+00:00,96991.8,95612.5,1379.300000000003,96784.905,96095.255,97267.66,70.0,H2,2025-01-02 14:45:00+00:00,0.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-01-08 05:05:00+00:00,96234.4,2025-01-08 05:00:00+00:00,97242.2,96153.0,1089.199999999997,96316.38,96860.98,95935.16,210.0,H2,2025-01-08 05:05:00+00:00,0.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-01-17 08:50:00+00:00,101819.1,2025-01-17 08:45:00+00:00,102133.7,99760.0,2373.699999999997,101777.645,100590.795,102608.44,225.0,H2,2025-01-17 08:55:00+00:00,5.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-01-20 06:00:00+00:00,102330.2,2025-01-20 05:55:00+00:00,102792.8,99501.0,3291.800000000003,102299.03,100653.13,103451.16,55.0,H2,2025-01-20 06:35:00+00:00,35.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-02-17 04:35:00+00:00,96135.0,2025-02-17 04:30:00+00:00,97247.6,96000.0,1247.6000000000058,96187.14,96810.94,95750.48,180.0,H2,2025-02-17 04:55:00+00:00,20.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-02-20 11:20:00+00:00,97247.1,2025-02-20 11:15:00+00:00,97332.9,96743.8,589.0999999999913,97244.53499999999,96949.985,97450.71999999999,15.0,H2,2025-02-20 12:05:00+00:00,45.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-03-05 09:00:00+00:00,87713.1,2025-03-05 08:55:00+00:00,87850.0,86328.0,1522.0,87621.7,86860.7,88154.4,235.0,H2,2025-03-05 09:05:00+00:00,5.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-03-07 13:25:00+00:00,89448.7,2025-03-07 13:20:00+00:00,89666.0,87763.8,1902.199999999997,89380.67,88429.57,90046.44,140.0,H2,2025-03-07 13:30:00+00:00,5.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-03-10 05:40:00+00:00,82348.5,2025-03-10 05:35:00+00:00,82694.2,80001.0,2693.199999999997,82290.22,80943.62,83232.84,35.0,H2,2025-03-10 09:15:00+00:00,215.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-03-11 11:20:00+00:00,81701.1,2025-03-11 11:15:00+00:00,81874.9,80019.5,1855.3999999999942,81596.59,80668.89,82245.98,15.0,H2,2025-03-11 11:30:00+00:00,10.0
BTCUSDT,reference_validation,LONG,LONDON,2025-03-19 14:20:00+00:00,84258.0,2025-03-19 14:15:00+00:00,84325.2,83137.8,1187.3999999999942,84147.09,83553.39,84562.68,45.0,H2,2025-03-19 15:00:00+00:00,40.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-03-24 09:15:00+00:00,87295.4,2025-03-24 09:10:00+00:00,87475.5,86188.0,1287.5,87282.375,86638.625,87733.0,10.0,H2,2025-03-24 10:30:00+00:00,75.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-03-26 07:15:00+00:00,87809.8,2025-03-26 07:10:00+00:00,87864.4,86980.0,884.3999999999942,87731.73999999999,87289.54,88041.28,130.0,H2,2025-03-26 07:25:00+00:00,10.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-04-07 12:50:00+00:00,77200.8,2025-04-07 12:45:00+00:00,77550.6,74457.0,3093.600000000006,77086.56,75539.76000000001,78169.32,105.0,H2,2025-04-07 12:55:00+00:00,5.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-04-25 11:05:00+00:00,93732.6,2025-04-25 11:00:00+00:00,93859.6,92959.2,900.4000000000087,93724.54000000001,93274.34,94039.68000000001,120.0,H2,2025-04-25 11:10:00+00:00,5.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-05-01 09:15:00+00:00,95133.8,2025-05-01 09:10:00+00:00,95174.9,94660.2,514.6999999999971,95097.69499999999,94840.345,95277.84,10.0,H2,2025-05-01 09:15:00+00:00,0.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-05-13 02:45:00+00:00,101887.4,2025-05-13 02:40:00+00:00,103080.9,101728.3,1352.5999999999913,101931.19,102607.48999999999,101457.78,70.0,H2,2025-05-13 03:25:00+00:00,40.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-05-16 15:35:00+00:00,103990.0,2025-05-16 15:30:00+00:00,104150.0,103062.3,1087.699999999997,103986.845,103442.995,104367.54,270.0,H2,2025-05-16 16:00:00+00:00,25.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-06-09 09:25:00+00:00,105831.8,2025-06-09 09:20:00+00:00,105906.6,105265.0,641.6000000000058,105810.36,105489.56,106034.92000000001,20.0,H2,2025-06-09 09:25:00+00:00,0.0
BTCUSDT,reference_validation,LONG,LONDON,2025-06-09 15:00:00+00:00,107561.1,2025-06-09 14:55:00+00:00,107912.8,105429.2,2483.600000000006,107540.26000000001,106298.45999999999,108409.52,85.0,H2,2025-06-09 15:10:00+00:00,10.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-07-02 09:30:00+00:00,107490.5,2025-07-02 09:25:00+00:00,107717.0,106026.5,1690.5,107463.425,106618.175,108055.1,25.0,H2,2025-07-02 10:20:00+00:00,50.0
BTCUSDT,reference_validation,LONG,LONDON,2025-07-22 15:10:00+00:00,119172.1,2025-07-22 15:05:00+00:00,119475.2,117441.5,2033.699999999997,119170.145,118153.295,119881.94,95.0,H2,2025-07-22 18:25:00+00:00,195.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-08-18 15:00:00+00:00,115592.3,2025-08-18 14:55:00+00:00,115684.5,114605.0,1079.5,115522.575,114982.825,115900.4,235.0,H2,2025-08-18 15:35:00+00:00,35.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-08-19 09:55:00+00:00,115311.7,2025-08-19 09:50:00+00:00,115430.0,114303.8,1126.199999999997,115261.07,114697.97,115655.24,50.0,H2,2025-08-19 10:05:00+00:00,10.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-09-02 09:05:00+00:00,110387.0,2025-09-02 09:00:00+00:00,110597.9,108632.4,1965.5,110303.075,109320.325,110991.0,240.0,H2,2025-09-02 09:10:00+00:00,5.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-09-03 09:35:00+00:00,111160.6,2025-09-03 09:30:00+00:00,111221.0,110486.9,734.1000000000058,111110.885,110743.83499999999,111367.82,30.0,H2,2025-09-03 09:55:00+00:00,20.0
BTCUSDT,reference_validation,LONG,LONDON,2025-09-03 14:05:00+00:00,111765.1,2025-09-03 14:00:00+00:00,111831.4,110843.0,988.3999999999942,111683.14,111188.94,112029.07999999999,30.0,H2,2025-09-03 14:35:00+00:00,30.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-09-08 07:45:00+00:00,111371.7,2025-09-08 07:40:00+00:00,111445.7,110566.5,879.1999999999971,111313.81999999999,110874.22,111621.54,160.0,H2,2025-09-08 08:20:00+00:00,35.0
BTCUSDT,reference_validation,LONG,LONDON,2025-09-08 13:50:00+00:00,112156.8,2025-09-08 13:45:00+00:00,112321.3,111201.0,1120.300000000003,112153.255,111593.105,112545.36,15.0,H2,2025-09-08 14:30:00+00:00,40.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-09-10 06:05:00+00:00,111540.1,2025-09-10 06:00:00+00:00,111607.0,110855.8,751.1999999999971,111494.32,111118.72,111757.24,60.0,H2,2025-09-10 06:25:00+00:00,20.0
BTCUSDT,reference_validation,LONG,RAW_0530,2025-09-11 12:30:00+00:00,114343.9,2025-09-11 12:25:00+00:00,114419.9,113722.2,697.6999999999971,114315.245,113966.39499999999,114559.43999999999,85.0,AMBIGUOUS,2025-09-11 12:30:00+00:00,
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-09-22 02:55:00+00:00,114188.1,2025-09-22 02:50:00+00:00,115510.7,114122.0,1388.699999999997,114330.305,115024.655,113844.26,80.0,H2,2025-09-22 05:55:00+00:00,180.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-10-07 02:35:00+00:00,124500.0,2025-10-07 02:30:00+00:00,125500.0,124387.6,1112.3999999999942,124554.46,125110.66,124165.12000000001,60.0,H2,2025-10-07 02:35:00+00:00,0.0
BTCUSDT,reference_validation,LONG,LONDON,2025-10-28 13:45:00+00:00,115079.9,2025-10-28 13:40:00+00:00,115140.3,114058.0,1082.300000000003,114977.955,114436.80500000001,115356.76000000001,10.0,H2,2025-10-28 13:45:00+00:00,0.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-11-05 05:30:00+00:00,101825.7,2025-11-05 05:25:00+00:00,102222.0,98909.7,3312.300000000003,101725.155,100069.005,102884.46,25.0,NO_H2_BY_END,,
BTCUSDT,reference_validation,LONG,RAW_0530,2025-11-28 13:40:00+00:00,91756.3,2025-11-28 13:35:00+00:00,91855.0,90824.1,1030.8999999999942,91700.365,91184.91500000001,92061.18,155.0,H2,2025-11-28 13:40:00+00:00,0.0
BTCUSDT,reference_validation,LONG,ALT_0330,2025-12-01 09:20:00+00:00,86673.8,2025-12-01 09:15:00+00:00,86842.0,85563.7,1278.300000000003,86650.255,86011.105,87097.66,15.0,H2,2025-12-01 09:45:00+00:00,25.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-12-03 05:25:00+00:00,93206.2,2025-12-03 05:20:00+00:00,93456.0,90954.8,2501.199999999997,93080.82,91830.22,93956.24,20.0,H2,2025-12-03 05:35:00+00:00,10.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-12-10 01:55:00+00:00,92269.1,2025-12-10 01:50:00+00:00,93819.1,91999.3,1819.800000000003,92272.27,93182.17,91635.34,20.0,H2,2025-12-10 02:05:00+00:00,10.0
BTCUSDT,reference_validation,LONG,RAW_2330,2025-12-18 08:15:00+00:00,86705.0,2025-12-18 08:10:00+00:00,86859.1,85820.6,1038.5,86703.32500000001,86184.07500000001,87066.8,190.0,H2,2025-12-18 08:20:00+00:00,5.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2025-12-23 04:55:00+00:00,88006.0,2025-12-23 04:50:00+00:00,88904.9,87872.6,1032.2999999999884,88027.445,88543.595,87666.14000000001,200.0,H2,2025-12-23 05:05:00+00:00,10.0
BTCUSDT,reference_validation,LONG,LONDON,2026-01-01 15:30:00+00:00,87965.9,2026-01-01 15:25:00+00:00,88000.0,87590.0,410.0,87938.5,87733.5,88082.0,115.0,H2,2026-01-01 15:40:00+00:00,10.0
BTCUSDT,reference_validation,LONG,ALT_0330,2026-02-25 09:30:00+00:00,65535.4,2026-02-25 09:25:00+00:00,65627.5,64720.4,907.0999999999985,65491.435,65037.885,65808.92,25.0,H2,2026-02-25 10:15:00+00:00,45.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2026-03-06 04:55:00+00:00,70471.0,2026-03-06 04:50:00+00:00,71530.4,70339.6,1190.7999999999884,70518.22,71113.62,70101.44,200.0,H2,2026-03-06 05:20:00+00:00,25.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2026-03-11 05:55:00+00:00,69526.2,2026-03-11 05:50:00+00:00,70375.4,69388.0,987.3999999999942,69536.11,70029.81,69190.52,260.0,NO_H2_BY_END,,
BTCUSDT,reference_validation,LONG,LONDON,2026-03-13 13:45:00+00:00,73243.7,2026-03-13 13:40:00+00:00,73269.1,71347.1,1922.0,72980.8,72019.8,73653.5,10.0,H2,2026-03-13 13:45:00+00:00,0.0
BTCUSDT,reference_validation,LONG,RAW_0530,2026-03-31 14:30:00+00:00,67692.7,2026-03-31 14:25:00+00:00,67756.8,65938.0,1818.800000000003,67483.98,66574.58,68120.56,205.0,H2,2026-03-31 16:40:00+00:00,130.0
BTCUSDT,reference_validation,LONG,LONDON,2026-03-31 14:15:00+00:00,67300.0,2026-03-31 14:10:00+00:00,67476.9,65938.0,1538.8999999999942,67246.065,66476.61499999999,67784.68,40.0,H2,2026-03-31 14:15:00+00:00,0.0
BTCUSDT,reference_validation,SHORT,SHORT_2000,2026-04-01 01:50:00+00:00,67828.5,2026-04-01 01:45:00+00:00,68382.9,67794.8,588.0999999999913,67883.015,68177.065,67677.18000000001,15.0,H2,2026-04-01 01:55:00+00:00,5.0
BTCUSDT,reference_validation,LONG,ALT_0330,2026-04-08 09:20:00+00:00,71836.8,2026-04-08 09:15:00+00:00,71919.0,71250.0,669.0,71818.65,71484.15,72052.8,15.0,H2,2026-04-08 12:35:00+00:00,195.0
BTCUSDT,reference_validation,LONG,ALT_0330,2026-04-09 09:30:00+00:00,71248.7,2026-04-09 09:25:00+00:00,71342.0,70666.0,676.0,71240.6,70902.6,71477.2,25.0,H2,2026-04-09 09:50:00+00:00,20.0
BTCUSDT,reference_validation,LONG,RAW_2330,2026-04-21 07:40:00+00:00,76136.0,2026-04-21 07:35:00+00:00,76232.3,75433.1,799.1999999999971,76112.42,75712.82,76392.14,155.0,H2,2026-04-21 07:40:00+00:00,0.0
BTCUSDT,reference_validation,LONG,LONDON,2026-05-01 13:50:00+00:00,78302.7,2026-05-01 13:45:00+00:00,78400.0,77010.5,1389.5,78191.575,77496.825,78677.9,15.0,H2,2026-05-01 13:50:00+00:00,0.0
BTCUSDT,reference_validation,LONG,RAW_2330,2026-05-29 06:55:00+00:00,73749.9,2026-05-29 06:50:00+00:00,73844.0,73158.8,685.1999999999971,73741.22,73398.62,73981.04,110.0,H2,2026-05-29 09:20:00+00:00,145.0
BTCUSDT,reference_validation,LONG,RAW_2330,2026-06-03 05:35:00+00:00,66923.3,2026-06-03 05:30:00+00:00,67195.7,65359.1,1836.5999999999985,66920.20999999999,66001.91,67563.01999999999,30.0,H2,2026-06-03 05:50:00+00:00,15.0
BTCUSDT,reference_validation,LONG,RAW_0530,2026-06-10 12:45:00+00:00,61660.0,2026-06-10 12:40:00+00:00,61783.4,60691.9,1091.5,61619.675,61073.925,62001.700000000004,100.0,H2,2026-06-10 13:30:00+00:00,45.0
BTCUSDT,reference_validation,LONG,RAW_0530,2026-06-11 11:30:00+00:00,63129.7,2026-06-11 11:25:00+00:00,63188.0,62507.9,680.0999999999985,63085.985,62745.935,63324.02,25.0,H2,2026-06-11 11:30:00+00:00,0.0
BTCUSDT,reference_validation,LONG,ALT_0330,2026-07-07 10:15:00+00:00,63329.5,2026-07-07 10:10:00+00:00,63424.2,62745.6,678.5999999999985,63322.409999999996,62983.11,63559.92,70.0,H2,2026-07-07 10:20:00+00:00,5.0
BTCUSDT,august,SHORT,SHORT_2000,2026-08-03 02:45:00+00:00,63157.0,2026-08-03 02:40:00+00:00,63779.0,63088.0,691.0,63191.65,63537.15,62949.8,70.0,H2,2026-08-03 03:05:00+00:00,20.0
BTCUSDT,august,LONG,RAW_0530,2026-08-20 15:25:00+00:00,72047.3,2026-08-20 15:20:00+00:00,72487.5,69330.3,3157.199999999997,72013.92,70435.32,73118.94,260.0,H2,2026-08-20 15:30:00+00:00,5.0
BTCUSDT,august,LONG,LONDON,2026-08-20 15:20:00+00:00,72208.9,2026-08-20 15:15:00+00:00,72487.5,69771.8,2715.699999999997,72080.145,70722.295,73030.64,105.0,H2,2026-08-20 15:30:00+00:00,10.0
BNBUSDT,external,SHORT,SHORT_2000,2020-02-17 02:20:00+00:00,22.843,2020-02-17 02:15:00+00:00,23.714,22.691,1.0229999999999997,22.84445,23.35595,22.4864,45.0,H2,2020-02-17 02:35:00+00:00,15.0
BNBUSDT,external,SHORT,SHORT_2000,2020-02-25 02:25:00+00:00,21.738,2020-02-25 02:20:00+00:00,22.133,21.68,0.4529999999999994,21.74795,21.97445,21.5894,50.0,H2,2020-02-25 04:00:00+00:00,95.0
BNBUSDT,external,LONG,ALT_0330,2020-02-27 09:50:00+00:00,18.787,2020-02-27 09:45:00+00:00,18.875,18.288,0.5869999999999997,18.78695,18.49345,18.9924,45.0,H2,2020-02-27 10:35:00+00:00,45.0
BNBUSDT,external,LONG,LONDON,2020-02-27 14:05:00+00:00,19.274,2020-02-27 14:00:00+00:00,19.378,18.537,0.8410000000000011,19.25185,18.83135,19.5462,30.0,H2,2020-02-27 14:25:00+00:00,20.0
BNBUSDT,external,LONG,ALT_0330,2020-03-02 09:15:00+00:00,19.437,2020-03-02 09:10:00+00:00,19.484,19.113,0.3710000000000022,19.428350000000002,19.24285,19.558200000000003,10.0,H2,2020-03-02 09:25:00+00:00,10.0
BNBUSDT,external,LONG,RAW_2330,2020-03-19 06:45:00+00:00,10.51,2020-03-19 06:40:00+00:00,10.543,10.245,0.29800000000000004,10.498299999999999,10.3493,10.602599999999999,100.0,H2,2020-03-19 07:10:00+00:00,25.0
BNBUSDT,external,LONG,RAW_0530,2020-04-03 11:55:00+00:00,13.52,2020-04-03 11:50:00+00:00,13.574,13.095,0.4789999999999992,13.50215,13.26265,13.6698,50.0,OPPOSITE_BREAK,2020-04-03 14:40:00+00:00,
BNBUSDT,external,LONG,RAW_2330,2020-04-09 08:35:00+00:00,15.14,2020-04-09 08:30:00+00:00,15.166,14.881,0.28500000000000014,15.12325,14.98075,15.223,210.0,H2,2020-04-09 08:45:00+00:00,10.0
BNBUSDT,external,LONG,RAW_2330,2020-04-29 05:15:00+00:00,16.446,2020-04-29 05:10:00+00:00,16.456,16.294,0.16199999999999903,16.4317,16.3507,16.4884,10.0,H2,2020-04-29 05:20:00+00:00,5.0
BNBUSDT,external,LONG,ALT_0330,2020-05-15 12:00:00+00:00,16.21,2020-05-15 11:55:00+00:00,16.252,15.975,0.27699999999999925,16.210449999999998,16.07195,16.307399999999998,175.0,NO_H2_BY_END,,
BNBUSDT,external,SHORT,SHORT_2000,2020-05-19 01:45:00+00:00,16.503,2020-05-19 01:40:00+00:00,16.669,16.478,0.19099999999999895,16.50665,16.60215,16.4398,10.0,H2,2020-05-19 02:00:00+00:00,15.0
BNBUSDT,external,LONG,ALT_0330,2020-05-20 10:05:00+00:00,17.209,2020-05-20 10:00:00+00:00,17.239,17.02,0.2190000000000012,17.20615,17.09665,17.2828,60.0,H2,2020-05-20 13:35:00+00:00,210.0
BNBUSDT,external,LONG,RAW_0530,2020-05-20 13:55:00+00:00,17.234,2020-05-20 13:50:00+00:00,17.255,17.074,0.18099999999999739,17.22785,17.13735,17.2912,170.0,H2,2020-05-20 13:55:00+00:00,0.0
BNBUSDT,external,LONG,LONDON,2020-05-20 13:55:00+00:00,17.234,2020-05-20 13:50:00+00:00,17.255,17.1,0.15499999999999758,17.231749999999998,17.15425,17.285999999999998,20.0,H2,2020-05-20 13:55:00+00:00,0.0
BNBUSDT,external,LONG,LONDON,2020-05-27 18:30:00+00:00,16.48,2020-05-27 18:25:00+00:00,16.515,16.231,0.2839999999999989,16.4724,16.3304,16.5718,295.0,NO_H2_BY_END,,
BNBUSDT,external,LONG,LONDON,2020-06-05 18:25:00+00:00,17.849,2020-06-05 18:20:00+00:00,17.902,17.473,0.42900000000000205,17.83765,17.62315,17.9878,290.0,NO_H2_BY_END,,
BNBUSDT,external,LONG,ALT_0330,2020-06-08 09:35:00+00:00,17.468,2020-06-08 09:30:00+00:00,17.48,17.339,0.1410000000000018,17.45885,17.38835,17.508200000000002,30.0,H2,2020-06-08 10:00:00+00:00,25.0
BNBUSDT,external,SHORT,SHORT_2000,2020-06-17 03:20:00+00:00,16.335,2020-06-17 03:15:00+00:00,16.447,16.319,0.1280000000000001,16.3382,16.4022,16.2934,105.0,OPPOSITE_BREAK,2020-06-17 04:15:00+00:00,
BNBUSDT,external,SHORT,SHORT_2000,2020-06-26 03:00:00+00:00,15.855,2020-06-26 02:55:00+00:00,16.037,15.837,0.1999999999999993,15.866999999999999,15.966999999999999,15.797,85.0,H2,2020-06-26 03:00:00+00:00,0.0
BNBUSDT,external,LONG,RAW_2330,2020-07-03 08:15:00+00:00,15.471,2020-07-03 08:10:00+00:00,15.494,15.318,0.17600000000000016,15.4676,15.3796,15.5292,190.0,NO_H2_BY_END,,
BNBUSDT,external,LONG,ALT_0330,2020-07-07 09:15:00+00:00,16.346,2020-07-07 09:10:00+00:00,16.4,16.02,0.379999999999999,16.343,16.153,16.476,10.0,H2,2020-07-07 10:35:00+00:00,80.0
BNBUSDT,external,SHORT,SHORT_2000,2020-07-13 01:45:00+00:00,18.049,2020-07-13 01:40:00+00:00,18.386,18.0,0.38599999999999923,18.0579,18.250899999999998,17.9228,10.0,H2,2020-07-13 02:05:00+00:00,20.0
BNBUSDT,external,SHORT,SHORT_2000,2020-07-24 04:55:00+00:00,18.51,2020-07-24 04:50:00+00:00,18.89,18.472,0.41799999999999926,18.5347,18.7437,18.3884,200.0,H2,2020-07-24 05:00:00+00:00,5.0
BNBUSDT,external,SHORT,SHORT_2000,2020-07-29 04:50:00+00:00,20.105,2020-07-29 04:45:00+00:00,20.554,20.047,0.5069999999999979,20.12305,20.376549999999998,19.945600000000002,195.0,H2,2020-07-29 04:55:00+00:00,5.0
BNBUSDT,external,LONG,RAW_0530,2020-08-25 11:20:00+00:00,22.416,2020-08-25 11:15:00+00:00,22.495,21.975,0.5199999999999996,22.417,22.157,22.599,15.0,OPPOSITE_BREAK,2020-08-25 14:00:00+00:00,
BNBUSDT,external,LONG,RAW_0530,2020-09-04 12:20:00+00:00,21.379,2020-09-04 12:15:00+00:00,21.6,19.7,1.9000000000000021,21.315,20.365,21.98,75.0,H2,2020-09-04 13:20:00+00:00,60.0
BNBUSDT,external,LONG,LONDON,2020-09-10 14:25:00+00:00,25.302,2020-09-10 14:20:00+00:00,25.497,24.1,1.3969999999999985,25.28745,24.58895,25.7764,50.0,NO_H2_BY_END,,
BNBUSDT,external,LONG,LONDON,2020-09-25 16:00:00+00:00,24.469,2020-09-25 15:55:00+00:00,24.549,23.726,0.8230000000000004,24.42555,24.014049999999997,24.7136,145.0,H2,2020-09-25 17:40:00+00:00,100.0
BNBUSDT,external,LONG,LONDON,2020-10-02 14:20:00+00:00,26.9,2020-10-02 14:15:00+00:00,27.08,25.57,1.509999999999998,26.853499999999997,26.0985,27.381999999999998,45.0,H2,2020-10-02 14:55:00+00:00,35.0
BNBUSDT,external,LONG,RAW_2330,2020-10-06 06:35:00+00:00,28.749,2020-10-06 06:30:00+00:00,28.78,28.296,0.48400000000000176,28.7074,28.4654,28.876800000000003,90.0,H2,2020-10-06 06:35:00+00:00,0.0
BNBUSDT,external,LONG,LONDON,2020-10-15 14:20:00+00:00,30.97,2020-10-15 14:15:00+00:00,31.036,30.332,0.7040000000000006,30.930400000000002,30.578400000000002,31.1768,45.0,H2,2020-10-15 14:55:00+00:00,35.0
BNBUSDT,external,SHORT,SHORT_2000,2020-11-18 03:50:00+00:00,28.364,2020-11-18 03:45:00+00:00,28.84,28.301,0.5390000000000015,28.38185,28.65135,28.193199999999997,135.0,H2,2020-11-18 05:30:00+00:00,100.0
BNBUSDT,external,LONG,LONDON,2020-11-20 14:50:00+00:00,29.148,2020-11-20 14:45:00+00:00,29.322,28.135,1.1869999999999976,29.14395,28.55045,29.5594,75.0,NO_H2_BY_END,,
BNBUSDT,external,LONG,ALT_0330,2020-11-25 10:55:00+00:00,33.575,2020-11-25 10:50:00+00:00,33.77,32.319,1.4510000000000005,33.552350000000004,32.82685,34.0602,110.0,H2,2020-11-25 11:05:00+00:00,10.0
BNBUSDT,external,SHORT,SHORT_2000,2020-12-04 04:25:00+00:00,30.415,2020-12-04 04:20:00+00:00,31.16,30.308,0.8520000000000003,30.4358,30.8618,30.1376,170.0,H2,2020-12-04 05:50:00+00:00,85.0
BNBUSDT,external,LONG,LONDON,2020-12-07 14:30:00+00:00,29.602,2020-12-07 14:25:00+00:00,29.65,29.181,0.46899999999999764,29.579649999999997,29.34515,29.743799999999997,55.0,OPPOSITE_BREAK,2020-12-07 18:20:00+00:00,
BNBUSDT,external,LONG,RAW_0530,2020-12-14 14:00:00+00:00,29.164,2020-12-14 13:55:00+00:00,29.201,28.69,0.5109999999999992,29.12435,28.868850000000002,29.3032,175.0,H2,2020-12-14 14:05:00+00:00,5.0
BNBUSDT,external,LONG,LONDON,2020-12-14 14:35:00+00:00,29.242,2020-12-14 14:30:00+00:00,29.277,28.764,0.5130000000000017,29.20005,28.94355,29.3796,60.0,H2,2020-12-14 14:45:00+00:00,10.0
BNBUSDT,external,LONG,ALT_0330,2021-01-07 12:00:00+00:00,43.923,2021-01-07 11:55:00+00:00,44.208,41.88,2.327999999999996,43.8588,42.6948,44.6736,175.0,H2,2021-01-07 12:00:00+00:00,0.0
BNBUSDT,external,LONG,RAW_0530,2021-01-07 11:55:00+00:00,43.978,2021-01-07 11:50:00+00:00,44.208,42.154,2.053999999999995,43.8999,42.8729,44.6188,50.0,H2,2021-01-07 12:00:00+00:00,5.0
