transition,partition,side,k,purity,entry_depth,setups,fills,fill_rate,wins,losses,wr,tp_rate,net_pf,net_exp,total_net,time_exit_rate,median_nominal_rr,screen_pass
ASIA_TO_LONDON,external,SHORT,1,OPP0,DEEP,107,17,0.1588785046728972,8,9,0.47058823529411764,0.17647058823529413,0.771465255764581,-0.337533954669588,-5.738077229382997,0.35294117647058826,3.0,False
ASIA_TO_LONDON,external,SHORT,1,OPP0,NEAR_OPPOSITE_EDGE,107,11,0.102803738317757,5,6,0.45454545454545453,0.18181818181818182,2.3722875086548565,1.0809585391697007,11.89054393086671,0.2727272727272727,9.0,False
ASIA_TO_LONDON,external,SHORT,2,ALL,SHALLOW,35,15,0.42857142857142855,6,9,0.4,0.3333333333333333,0.7348200819839135,-0.23606001072317845,-3.5409001608476767,0.6666666666666666,0.3333333333333333,False
ASIA_TO_LONDON,external,SHORT,2,ALL,MID,35,8,0.22857142857142856,5,3,0.625,0.125,12.156326359841355,1.257240731867758,10.057925854942065,0.875,1.0,False
ASIA_TO_LONDON,external,SHORT,2,ALL,DEEP,35,2,0.05714285714285714,2,0,1.0,0.0,inf,0.8285036026620789,1.6570072053241578,1.0,3.0000000000001377,False
ASIA_TO_LONDON,external,SHORT,2,ALL,NEAR_OPPOSITE_EDGE,35,1,0.02857142857142857,1,0,1.0,0.0,inf,1.2744358923064807,1.2744358923064807,1.0,8.999999999999774,False
ASIA_TO_LONDON,external,SHORT,2,OPP0,SHALLOW,31,13,0.41935483870967744,5,8,0.38461538461538464,0.3076923076923077,0.6541971830576374,-0.3529061958548497,-4.587780546113047,0.6923076923076923,0.3333333333333333,False
ASIA_TO_LONDON,external,SHORT,2,OPP0,MID,31,8,0.25806451612903225,5,3,0.625,0.125,12.156326359841355,1.257240731867758,10.057925854942065,0.875,1.0,False
ASIA_TO_LONDON,external,SHORT,2,OPP0,DEEP,31,2,0.06451612903225806,2,0,1.0,0.0,inf,0.8285036026620789,1.6570072053241578,1.0,3.0000000000001377,False
ASIA_TO_LONDON,external,SHORT,2,OPP0,NEAR_OPPOSITE_EDGE,31,1,0.03225806451612903,1,0,1.0,0.0,inf,1.2744358923064807,1.2744358923064807,1.0,8.999999999999774,False
ASIA_TO_LONDON,external,SHORT,3,ALL,SHALLOW,6,0,0.0,0,0,,,,,,,0.3333333333333333,False
ASIA_TO_LONDON,external,SHORT,3,ALL,MID,6,0,0.0,0,0,,,,,,,1.0,False
ASIA_TO_LONDON,external,SHORT,3,ALL,DEEP,6,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,external,SHORT,3,ALL,NEAR_OPPOSITE_EDGE,6,0,0.0,0,0,,,,,,,8.99999999999988,False
ASIA_TO_LONDON,external,SHORT,3,OPP0,SHALLOW,6,0,0.0,0,0,,,,,,,0.3333333333333333,False
ASIA_TO_LONDON,external,SHORT,3,OPP0,MID,6,0,0.0,0,0,,,,,,,1.0,False
ASIA_TO_LONDON,external,SHORT,3,OPP0,DEEP,6,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,external,SHORT,3,OPP0,NEAR_OPPOSITE_EDGE,6,0,0.0,0,0,,,,,,,8.99999999999988,False
ASIA_TO_LONDON,development,LONG,1,ALL,SHALLOW,164,71,0.4329268292682927,41,30,0.5774647887323944,0.4647887323943662,0.8721711526499767,-0.13151255016107846,-9.33739106143657,0.4507042253521127,0.3333333333333333,False
ASIA_TO_LONDON,development,LONG,1,ALL,MID,164,35,0.21341463414634146,14,21,0.4,0.22857142857142856,0.8048387729333434,-0.23863560386164734,-8.352246135157657,0.5428571428571428,1.0,False
ASIA_TO_LONDON,development,LONG,1,ALL,DEEP,164,18,0.10975609756097561,8,10,0.4444444444444444,0.05555555555555555,1.2743912029156534,0.2191452382832974,3.9446142890993534,0.5555555555555556,2.9999999999999782,False
ASIA_TO_LONDON,development,LONG,1,ALL,NEAR_OPPOSITE_EDGE,164,9,0.054878048780487805,2,7,0.2222222222222222,0.0,0.31729529677866936,-0.47663349864736904,-4.2897014878263215,0.3333333333333333,8.999999999999888,False
ASIA_TO_LONDON,development,LONG,1,OPP0,SHALLOW,161,69,0.42857142857142855,39,30,0.5652173913043478,0.4492753623188406,0.7932633971518862,-0.21885927687105122,-15.101290104102535,0.463768115942029,0.3333333333333333,False
ASIA_TO_LONDON,development,LONG,1,OPP0,MID,161,33,0.20496894409937888,13,20,0.3939393939393939,0.21212121212121213,0.6756414123961081,-0.3935426170346889,-12.986906362144733,0.5757575757575758,1.0,False
ASIA_TO_LONDON,development,LONG,1,OPP0,DEEP,161,17,0.10559006211180125,7,10,0.4117647058823529,0.0,0.48274105712032417,-0.43741477294132236,-7.43605114000248,0.5882352941176471,2.9999999999999565,False
ASIA_TO_LONDON,development,LONG,1,OPP0,NEAR_OPPOSITE_EDGE,161,9,0.055900621118012424,2,7,0.2222222222222222,0.0,0.31729529677866936,-0.47663349864736904,-4.2897014878263215,0.3333333333333333,8.999999999999888,False
ASIA_TO_LONDON,development,LONG,2,ALL,SHALLOW,43,15,0.3488372093023256,5,10,0.3333333333333333,0.26666666666666666,0.44835075661026247,-0.7744836693634051,-11.617255040451075,0.6666666666666666,0.3333333333333333,False
ASIA_TO_LONDON,development,LONG,2,ALL,MID,43,9,0.20930232558139536,3,6,0.3333333333333333,0.1111111111111111,0.26996232651288904,-0.7624316648778652,-6.8618849839007865,0.6666666666666666,1.0,False
ASIA_TO_LONDON,development,LONG,2,ALL,DEEP,43,7,0.16279069767441862,4,3,0.5714285714285714,0.0,1.2836034078814915,0.16237107233670617,1.1365975063569431,0.7142857142857143,3.0,False
ASIA_TO_LONDON,development,LONG,2,ALL,NEAR_OPPOSITE_EDGE,43,2,0.046511627906976744,1,1,0.5,0.0,1.5003048339306777,0.2677666766798652,0.5355333533597304,0.5,8.999999999999954,False
ASIA_TO_LONDON,development,LONG,2,OPP0,SHALLOW,43,15,0.3488372093023256,5,10,0.3333333333333333,0.26666666666666666,0.44835075661026247,-0.7744836693634051,-11.617255040451075,0.6666666666666666,0.3333333333333333,False
ASIA_TO_LONDON,development,LONG,2,OPP0,MID,43,9,0.20930232558139536,3,6,0.3333333333333333,0.1111111111111111,0.26996232651288904,-0.7624316648778652,-6.8618849839007865,0.6666666666666666,1.0,False
ASIA_TO_LONDON,development,LONG,2,OPP0,DEEP,43,7,0.16279069767441862,4,3,0.5714285714285714,0.0,1.2836034078814915,0.16237107233670617,1.1365975063569431,0.7142857142857143,3.0,False
ASIA_TO_LONDON,development,LONG,2,OPP0,NEAR_OPPOSITE_EDGE,43,2,0.046511627906976744,1,1,0.5,0.0,1.5003048339306777,0.2677666766798652,0.5355333533597304,0.5,8.999999999999954,False
ASIA_TO_LONDON,development,LONG,3,ALL,SHALLOW,8,2,0.25,1,1,0.5,0.5,0.10702260359240935,-1.5537035696716768,-3.1074071393433536,0.0,0.33333333333333326,False
ASIA_TO_LONDON,development,LONG,3,ALL,MID,8,1,0.125,0,1,0.0,0.0,0.0,-2.457442591322567,-2.457442591322567,0.0,1.0,False
ASIA_TO_LONDON,development,LONG,3,ALL,DEEP,8,1,0.125,0,1,0.0,0.0,0.0,-1.4308421942967215,-1.4308421942967215,0.0,3.0000000000001332,False
ASIA_TO_LONDON,development,LONG,3,ALL,NEAR_OPPOSITE_EDGE,8,0,0.0,0,0,,,,,,,9.0,False
ASIA_TO_LONDON,development,LONG,3,OPP0,SHALLOW,8,2,0.25,1,1,0.5,0.5,0.10702260359240935,-1.5537035696716768,-3.1074071393433536,0.0,0.33333333333333326,False
ASIA_TO_LONDON,development,LONG,3,OPP0,MID,8,1,0.125,0,1,0.0,0.0,0.0,-2.457442591322567,-2.457442591322567,0.0,1.0,False
ASIA_TO_LONDON,development,LONG,3,OPP0,DEEP,8,1,0.125,0,1,0.0,0.0,0.0,-1.4308421942967215,-1.4308421942967215,0.0,3.0000000000001332,False
ASIA_TO_LONDON,development,LONG,3,OPP0,NEAR_OPPOSITE_EDGE,8,0,0.0,0,0,,,,,,,9.0,False
ASIA_TO_LONDON,development,SHORT,1,ALL,SHALLOW,155,74,0.4774193548387097,39,35,0.527027027027027,0.527027027027027,0.7428414361930934,-0.33408451830239355,-24.722254354377124,0.3783783783783784,0.3333333333333333,False
ASIA_TO_LONDON,development,SHORT,1,ALL,MID,155,42,0.2709677419354839,21,21,0.5,0.19047619047619047,0.7314687269430628,-0.3135186599745392,-13.167783718930647,0.6190476190476191,1.0,False
ASIA_TO_LONDON,development,SHORT,1,ALL,DEEP,155,16,0.1032258064516129,7,9,0.4375,0.0625,0.6113177255698561,-0.41343375892829193,-6.614940142852671,0.5,3.0,False
ASIA_TO_LONDON,development,SHORT,1,ALL,NEAR_OPPOSITE_EDGE,155,5,0.03225806451612903,1,4,0.2,0.0,0.1809792441783387,-0.8572426078679026,-4.286213039339513,0.2,9.0,False
ASIA_TO_LONDON,development,SHORT,1,OPP0,SHALLOW,150,73,0.4866666666666667,39,34,0.5342465753424658,0.5342465753424658,0.749014335666081,-0.32780768143019423,-23.929960744404177,0.3698630136986301,0.3333333333333333,False
ASIA_TO_LONDON,development,SHORT,1,OPP0,MID,150,41,0.2733333333333333,20,21,0.4878048780487805,0.1951219512195122,0.7314019409139259,-0.321245333160975,-13.171058659599975,0.6097560975609756,1.0,False
ASIA_TO_LONDON,development,SHORT,1,OPP0,DEEP,150,15,0.1,6,9,0.4,0.06666666666666667,0.5645274905782006,-0.4940838611530714,-7.411257917296071,0.4666666666666667,3.0,False
ASIA_TO_LONDON,development,SHORT,1,OPP0,NEAR_OPPOSITE_EDGE,150,5,0.03333333333333333,1,4,0.2,0.0,0.1809792441783387,-0.8572426078679026,-4.286213039339513,0.2,9.0,False
ASIA_TO_LONDON,development,SHORT,2,ALL,SHALLOW,44,16,0.36363636363636365,5,11,0.3125,0.3125,0.28016887380208605,-1.0084062012072683,-16.134499219316293,0.5,0.3333333333333333,False
ASIA_TO_LONDON,development,SHORT,2,ALL,MID,44,12,0.2727272727272727,6,6,0.5,0.25,1.10176953907113,0.09291810147406028,1.1150172176887234,0.5,1.0,False
ASIA_TO_LONDON,development,SHORT,2,ALL,DEEP,44,4,0.09090909090909091,0,4,0.0,0.0,0.0,-1.6641878655154927,-6.656751462061971,0.0,2.999999999999961,False
ASIA_TO_LONDON,development,SHORT,2,ALL,NEAR_OPPOSITE_EDGE,44,1,0.022727272727272728,0,1,0.0,0.0,0.0,-0.8698106764475796,-0.8698106764475796,0.0,9.000000000000702,False
ASIA_TO_LONDON,development,SHORT,2,OPP0,SHALLOW,44,16,0.36363636363636365,5,11,0.3125,0.3125,0.28016887380208605,-1.0084062012072683,-16.134499219316293,0.5,0.3333333333333333,False
ASIA_TO_LONDON,development,SHORT,2,OPP0,MID,44,12,0.2727272727272727,6,6,0.5,0.25,1.10176953907113,0.09291810147406028,1.1150172176887234,0.5,1.0,False
ASIA_TO_LONDON,development,SHORT,2,OPP0,DEEP,44,4,0.09090909090909091,0,4,0.0,0.0,0.0,-1.6641878655154927,-6.656751462061971,0.0,2.999999999999961,False
ASIA_TO_LONDON,development,SHORT,2,OPP0,NEAR_OPPOSITE_EDGE,44,1,0.022727272727272728,0,1,0.0,0.0,0.0,-0.8698106764475796,-0.8698106764475796,0.0,9.000000000000702,False
ASIA_TO_LONDON,development,SHORT,3,ALL,SHALLOW,12,5,0.4166666666666667,0,5,0.0,0.0,0.0,-2.2213028830111665,-11.106514415055832,0.6,0.3333333333333333,False
ASIA_TO_LONDON,development,SHORT,3,ALL,MID,12,5,0.4166666666666667,1,4,0.2,0.0,0.1872814328280164,-1.4097653198843036,-7.048826599421519,0.4,1.0,False
ASIA_TO_LONDON,development,SHORT,3,ALL,DEEP,12,3,0.25,0,3,0.0,0.0,0.0,-1.6346121247592453,-4.903836374277736,0.0,3.0,False
ASIA_TO_LONDON,development,SHORT,3,ALL,NEAR_OPPOSITE_EDGE,12,1,0.08333333333333333,0,1,0.0,0.0,0.0,-0.8698106764475796,-0.8698106764475796,0.0,9.000000000000702,False
ASIA_TO_LONDON,development,SHORT,3,OPP0,SHALLOW,12,5,0.4166666666666667,0,5,0.0,0.0,0.0,-2.2213028830111665,-11.106514415055832,0.6,0.3333333333333333,False
ASIA_TO_LONDON,development,SHORT,3,OPP0,MID,12,5,0.4166666666666667,1,4,0.2,0.0,0.1872814328280164,-1.4097653198843036,-7.048826599421519,0.4,1.0,False
ASIA_TO_LONDON,development,SHORT,3,OPP0,DEEP,12,3,0.25,0,3,0.0,0.0,0.0,-1.6346121247592453,-4.903836374277736,0.0,3.0,False
ASIA_TO_LONDON,development,SHORT,3,OPP0,NEAR_OPPOSITE_EDGE,12,1,0.08333333333333333,0,1,0.0,0.0,0.0,-0.8698106764475796,-0.8698106764475796,0.0,9.000000000000702,False
ASIA_TO_LONDON,reference_validation,LONG,1,ALL,SHALLOW,78,29,0.3717948717948718,20,9,0.6896551724137931,0.6206896551724138,0.6971327078457136,-0.34267960968120487,-9.937708680754941,0.2413793103448276,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,LONG,1,ALL,MID,78,13,0.16666666666666666,6,7,0.46153846153846156,0.38461538461538464,0.9498812168817158,-0.06429164504755791,-0.8357913856182528,0.3076923076923077,1.0,False
ASIA_TO_LONDON,reference_validation,LONG,1,ALL,DEEP,78,8,0.10256410256410256,4,4,0.5,0.125,1.2578640900275109,0.24554725854710358,1.9643780683768286,0.375,3.0,False
ASIA_TO_LONDON,reference_validation,LONG,1,ALL,NEAR_OPPOSITE_EDGE,78,3,0.038461538461538464,1,2,0.3333333333333333,0.0,0.6358122572736247,-0.23869221552105577,-0.7160766465631673,0.3333333333333333,8.999999999999707,False
ASIA_TO_LONDON,reference_validation,LONG,1,OPP0,SHALLOW,77,29,0.37662337662337664,20,9,0.6896551724137931,0.6206896551724138,0.6971327078457136,-0.34267960968120487,-9.937708680754941,0.2413793103448276,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,LONG,1,OPP0,MID,77,13,0.16883116883116883,6,7,0.46153846153846156,0.38461538461538464,0.9498812168817158,-0.06429164504755791,-0.8357913856182528,0.3076923076923077,1.0,False
ASIA_TO_LONDON,reference_validation,LONG,1,OPP0,DEEP,77,8,0.1038961038961039,4,4,0.5,0.125,1.2578640900275109,0.24554725854710358,1.9643780683768286,0.375,3.0,False
ASIA_TO_LONDON,reference_validation,LONG,1,OPP0,NEAR_OPPOSITE_EDGE,77,3,0.03896103896103896,1,2,0.3333333333333333,0.0,0.6358122572736247,-0.23869221552105577,-0.7160766465631673,0.3333333333333333,8.999999999999707,False
ASIA_TO_LONDON,reference_validation,LONG,2,ALL,SHALLOW,18,4,0.2222222222222222,1,3,0.25,0.25,0.08385504964241798,-2.932590705550744,-11.730362822202975,0.5,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,LONG,2,ALL,MID,18,3,0.16666666666666666,0,3,0.0,0.0,0.0,-2.461918408950481,-7.385755226851442,0.6666666666666666,1.0,False
ASIA_TO_LONDON,reference_validation,LONG,2,ALL,DEEP,18,3,0.16666666666666666,2,1,0.6666666666666666,0.0,0.20268667339085353,-0.6422861121059161,-1.9268583363177483,0.6666666666666666,3.0,False
ASIA_TO_LONDON,reference_validation,LONG,2,ALL,NEAR_OPPOSITE_EDGE,18,1,0.05555555555555555,1,0,1.0,0.0,inf,1.2501527525991656,1.2501527525991656,1.0,8.999999999999455,False
ASIA_TO_LONDON,reference_validation,LONG,2,OPP0,SHALLOW,18,4,0.2222222222222222,1,3,0.25,0.25,0.08385504964241798,-2.932590705550744,-11.730362822202975,0.5,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,LONG,2,OPP0,MID,18,3,0.16666666666666666,0,3,0.0,0.0,0.0,-2.461918408950481,-7.385755226851442,0.6666666666666666,1.0,False
ASIA_TO_LONDON,reference_validation,LONG,2,OPP0,DEEP,18,3,0.16666666666666666,2,1,0.6666666666666666,0.0,0.20268667339085353,-0.6422861121059161,-1.9268583363177483,0.6666666666666666,3.0,False
ASIA_TO_LONDON,reference_validation,LONG,2,OPP0,NEAR_OPPOSITE_EDGE,18,1,0.05555555555555555,1,0,1.0,0.0,inf,1.2501527525991656,1.2501527525991656,1.0,8.999999999999455,False
ASIA_TO_LONDON,reference_validation,LONG,3,ALL,SHALLOW,3,0,0.0,0,0,,,,,,,0.33333333333332843,False
ASIA_TO_LONDON,reference_validation,LONG,3,ALL,MID,3,0,0.0,0,0,,,,,,,1.000000000000022,False
ASIA_TO_LONDON,reference_validation,LONG,3,ALL,DEEP,3,0,0.0,0,0,,,,,,,3.000000000000044,False
ASIA_TO_LONDON,reference_validation,LONG,3,ALL,NEAR_OPPOSITE_EDGE,3,0,0.0,0,0,,,,,,,9.00000000000011,False
ASIA_TO_LONDON,reference_validation,LONG,3,OPP0,SHALLOW,3,0,0.0,0,0,,,,,,,0.33333333333332843,False
ASIA_TO_LONDON,reference_validation,LONG,3,OPP0,MID,3,0,0.0,0,0,,,,,,,1.000000000000022,False
ASIA_TO_LONDON,reference_validation,LONG,3,OPP0,DEEP,3,0,0.0,0,0,,,,,,,3.000000000000044,False
ASIA_TO_LONDON,reference_validation,LONG,3,OPP0,NEAR_OPPOSITE_EDGE,3,0,0.0,0,0,,,,,,,9.00000000000011,False
ASIA_TO_LONDON,reference_validation,SHORT,1,ALL,SHALLOW,65,17,0.26153846153846155,10,7,0.5882352941176471,0.47058823529411764,0.46086146475575784,-0.7440874626099172,-12.649486864368592,0.47058823529411764,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,SHORT,1,ALL,MID,65,6,0.09230769230769231,2,4,0.3333333333333333,0.16666666666666666,0.33926039419419385,-1.1417924753508608,-6.850754852105165,0.6666666666666666,1.0,False
ASIA_TO_LONDON,reference_validation,SHORT,1,ALL,DEEP,65,4,0.06153846153846154,2,2,0.5,0.25,1.7781692075322968,0.7233106541210929,2.8932426164843714,0.5,3.0,False
ASIA_TO_LONDON,reference_validation,SHORT,1,ALL,NEAR_OPPOSITE_EDGE,65,3,0.046153846153846156,2,1,0.6666666666666666,0.3333333333333333,4.420873899418357,1.6688236720072436,5.006471016021731,0.3333333333333333,8.99999999999977,False
ASIA_TO_LONDON,reference_validation,SHORT,1,OPP0,SHALLOW,65,17,0.26153846153846155,10,7,0.5882352941176471,0.47058823529411764,0.46086146475575784,-0.7440874626099172,-12.649486864368592,0.47058823529411764,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,SHORT,1,OPP0,MID,65,6,0.09230769230769231,2,4,0.3333333333333333,0.16666666666666666,0.33926039419419385,-1.1417924753508608,-6.850754852105165,0.6666666666666666,1.0,False
ASIA_TO_LONDON,reference_validation,SHORT,1,OPP0,DEEP,65,4,0.06153846153846154,2,2,0.5,0.25,1.7781692075322968,0.7233106541210929,2.8932426164843714,0.5,3.0,False
ASIA_TO_LONDON,reference_validation,SHORT,1,OPP0,NEAR_OPPOSITE_EDGE,65,3,0.046153846153846156,2,1,0.6666666666666666,0.3333333333333333,4.420873899418357,1.6688236720072436,5.006471016021731,0.3333333333333333,8.99999999999977,False
ASIA_TO_LONDON,reference_validation,SHORT,2,ALL,SHALLOW,15,3,0.2,2,1,0.6666666666666666,0.6666666666666666,2.763795853465587,0.6370796790278118,1.9112390370834356,0.3333333333333333,0.3333333333333299,False
ASIA_TO_LONDON,reference_validation,SHORT,2,ALL,MID,15,0,0.0,0,0,,,,,,,1.0,False
ASIA_TO_LONDON,reference_validation,SHORT,2,ALL,DEEP,15,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,reference_validation,SHORT,2,ALL,NEAR_OPPOSITE_EDGE,15,0,0.0,0,0,,,,,,,9.000000000000126,False
ASIA_TO_LONDON,reference_validation,SHORT,2,OPP0,SHALLOW,15,3,0.2,2,1,0.6666666666666666,0.6666666666666666,2.763795853465587,0.6370796790278118,1.9112390370834356,0.3333333333333333,0.3333333333333299,False
ASIA_TO_LONDON,reference_validation,SHORT,2,OPP0,MID,15,0,0.0,0,0,,,,,,,1.0,False
ASIA_TO_LONDON,reference_validation,SHORT,2,OPP0,DEEP,15,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,reference_validation,SHORT,2,OPP0,NEAR_OPPOSITE_EDGE,15,0,0.0,0,0,,,,,,,9.000000000000126,False
ASIA_TO_LONDON,reference_validation,SHORT,3,ALL,SHALLOW,5,0,0.0,0,0,,,,,,,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,SHORT,3,ALL,MID,5,0,0.0,0,0,,,,,,,1.0,False
ASIA_TO_LONDON,reference_validation,SHORT,3,ALL,DEEP,5,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,reference_validation,SHORT,3,ALL,NEAR_OPPOSITE_EDGE,5,0,0.0,0,0,,,,,,,9.0,False
ASIA_TO_LONDON,reference_validation,SHORT,3,OPP0,SHALLOW,5,0,0.0,0,0,,,,,,,0.3333333333333333,False
ASIA_TO_LONDON,reference_validation,SHORT,3,OPP0,MID,5,0,0.0,0,0,,,,,,,1.0,False
ASIA_TO_LONDON,reference_validation,SHORT,3,OPP0,DEEP,5,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,reference_validation,SHORT,3,OPP0,NEAR_OPPOSITE_EDGE,5,0,0.0,0,0,,,,,,,9.0,False
ASIA_TO_LONDON,august,LONG,1,ALL,SHALLOW,2,1,0.5,0,1,0.0,0.0,0.0,-2.24506002126511,-2.24506002126511,1.0,0.33333333333332776,False
ASIA_TO_LONDON,august,LONG,1,ALL,MID,2,1,0.5,0,1,0.0,0.0,0.0,-1.1144687117214276,-1.1144687117214276,1.0,0.999999999999975,False
ASIA_TO_LONDON,august,LONG,1,ALL,DEEP,2,0,0.0,0,0,,,,,,,3.000000000000025,False
ASIA_TO_LONDON,august,LONG,1,ALL,NEAR_OPPOSITE_EDGE,2,0,0.0,0,0,,,,,,,8.999999999999684,False
ASIA_TO_LONDON,august,LONG,1,OPP0,SHALLOW,2,1,0.5,0,1,0.0,0.0,0.0,-2.24506002126511,-2.24506002126511,1.0,0.33333333333332776,False
ASIA_TO_LONDON,august,LONG,1,OPP0,MID,2,1,0.5,0,1,0.0,0.0,0.0,-1.1144687117214276,-1.1144687117214276,1.0,0.999999999999975,False
ASIA_TO_LONDON,august,LONG,1,OPP0,DEEP,2,0,0.0,0,0,,,,,,,3.000000000000025,False
ASIA_TO_LONDON,august,LONG,1,OPP0,NEAR_OPPOSITE_EDGE,2,0,0.0,0,0,,,,,,,8.999999999999684,False
ASIA_TO_LONDON,august,LONG,2,ALL,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,ALL,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,ALL,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,ALL,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,OPP0,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,OPP0,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,OPP0,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,2,OPP0,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,ALL,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,ALL,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,ALL,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,ALL,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,OPP0,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,OPP0,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,OPP0,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,LONG,3,OPP0,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,1,ALL,SHALLOW,3,1,0.3333333333333333,0,1,0.0,0.0,0.0,-0.9540856484533841,-0.9540856484533841,1.0,0.3333333333333333,False
ASIA_TO_LONDON,august,SHORT,1,ALL,MID,3,1,0.3333333333333333,1,0,1.0,0.0,inf,0.31740180391016704,0.31740180391016704,1.0,1.0,False
ASIA_TO_LONDON,august,SHORT,1,ALL,DEEP,3,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,august,SHORT,1,ALL,NEAR_OPPOSITE_EDGE,3,0,0.0,0,0,,,,,,,8.999999999999751,False
ASIA_TO_LONDON,august,SHORT,1,OPP0,SHALLOW,3,1,0.3333333333333333,0,1,0.0,0.0,0.0,-0.9540856484533841,-0.9540856484533841,1.0,0.3333333333333333,False
ASIA_TO_LONDON,august,SHORT,1,OPP0,MID,3,1,0.3333333333333333,1,0,1.0,0.0,inf,0.31740180391016704,0.31740180391016704,1.0,1.0,False
ASIA_TO_LONDON,august,SHORT,1,OPP0,DEEP,3,0,0.0,0,0,,,,,,,3.0,False
ASIA_TO_LONDON,august,SHORT,1,OPP0,NEAR_OPPOSITE_EDGE,3,0,0.0,0,0,,,,,,,8.999999999999751,False
ASIA_TO_LONDON,august,SHORT,2,ALL,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,ALL,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,ALL,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,ALL,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,OPP0,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,OPP0,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,OPP0,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,2,OPP0,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,ALL,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,ALL,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,ALL,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,ALL,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,OPP0,SHALLOW,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,OPP0,MID,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,OPP0,DEEP,0,0,,0,0,,,,,,,,False
ASIA_TO_LONDON,august,SHORT,3,OPP0,NEAR_OPPOSITE_EDGE,0,0,,0,0,,,,,,,,False
LONDON_TO_NEWYORK,external,LONG,1,ALL,SHALLOW,104,41,0.3942307692307692,32,9,0.7804878048780488,0.7317073170731707,2.01106095470784,0.8629491247375343,35.380914114238905,0.1951219512195122,0.3333333333333333,False
LONDON_TO_NEWYORK,external,LONG,1,ALL,MID,104,18,0.17307692307692307,12,6,0.6666666666666666,0.4444444444444444,2.0338583899610705,1.1063055116896576,19.913499210413836,0.3333333333333333,1.0,False
LONDON_TO_NEWYORK,external,LONG,1,ALL,DEEP,104,9,0.08653846153846154,4,5,0.4444444444444444,0.3333333333333333,2.56859232244601,1.9801520715000278,17.82136864350025,0.1111111111111111,3.0,False
