outcome,n,ascent_bars_median,ascent_bars_p25,ascent_bars_p75,up_path_efficiency_median,up_path_efficiency_p25,up_path_efficiency_p75,median_adjacent_overlap_median,median_adjacent_overlap_p25,median_adjacent_overlap_p75,overlap_gt50_share_median,overlap_gt50_share_p25,overlap_gt50_share_p75,range_contraction_ratio_median,range_contraction_ratio_p25,range_contraction_ratio_p75,body_contraction_ratio_median,body_contraction_ratio_p25,body_contraction_ratio_p75,largest_bull_body_share_median,largest_bull_body_share_p25,largest_bull_body_share_p75,sign_flip_rate_median,sign_flip_rate_p25,sign_flip_rate_p75,higher_low_share_median,higher_low_share_p25,higher_low_share_p75,rise_per_bar_range_units_median,rise_per_bar_range_units_p25,rise_per_bar_range_units_p75,max_bull_body_range_units_median,max_bull_body_range_units_p25,max_bull_body_range_units_p75,pre_return_drawup_fraction_median,pre_return_drawup_fraction_p25,pre_return_drawup_fraction_p75
CONTINUATION,71,29.0,13.5,51.0,0.3244837758112091,0.2279306333252027,0.519636789113918,0.7812499999999549,0.7351964793954386,0.8600190291541072,0.782608695652174,0.7257053291536051,0.8441295546558705,0.8730158730158354,0.7079937304075294,1.1213235294117667,0.9411764705882869,0.7099999999999479,1.5090361445782796,0.17260692464358332,0.11238869137913016,0.28172994194174683,0.5,0.4083333333333333,0.5577777777777778,0.625,0.5785519125683061,0.75,0.16989247311827715,0.12666779357484653,0.27955657492354635,1.8309859154929515,1.2912464811317315,2.3939574637248304,1.0430672268907566,1.0254132475111266,1.0906292749657986
INVALIDATED,180,68.0,21.5,187.0,0.26731047508080696,0.14942606490298826,0.5432263814616742,0.8000000000000427,0.7458861226393604,0.836647727272724,0.7738261969188094,0.7333333333333333,0.8154970284132541,0.9294069819287959,0.7139519359145593,1.1817812428823236,0.9378313253011925,0.7524117880269999,1.2633406432748455,0.10664971471056589,0.053203169476361965,0.23557103708448932,0.4924908424908425,0.4350780798149219,0.5371383203952012,0.6,0.5473454295708284,0.7142857142857143,0.14662363422648775,0.08123237215058715,0.31341487828315207,2.570322580645187,1.7860747947704465,3.4037530266343916,1.0424489406610147,1.0160756312767167,1.1109312196914896
