event_ts,utc_date,session,session_wib,side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,displacement_ok,fvg,fvg_low,fvg_high,baseline_entry_idx,baseline_entry_ts,baseline_entry,baseline_signed1h,baseline_signed3h,fvg_entry_idx,fvg_entry_ts,fvg_entry,fvg_signed1h,fvg_signed3h
2020-02-14 00:00:00+00:00,2020-02-14,ASIA_OPEN,07:00,LONG,LOW_SWEEP,10265.37,10200.0,10240.02,10256.37,10192.55,10240.55,True,False,,,1057,2020-02-14 01:00:00+00:00,10239.87,0.00041797405631105455,0.0026445648235768893,,,,,
2020-02-15 07:00:00+00:00,2020-02-15,LONDON_OPEN,14:00,LONG,LOW_SWEEP,10294.9,10212.1,10254.99,10260.0,10203.98,10236.13,True,False,,,1088,2020-02-15 08:00:00+00:00,10236.14,0.0031466939686248807,0.0020906318201980856,,,,,
2020-02-16 00:00:00+00:00,2020-02-16,ASIA_OPEN,07:00,LONG,LOW_SWEEP,9947.09,9895.31,9914.31,9939.72,9865.0,9937.02,True,False,,,1105,2020-02-16 01:00:00+00:00,9937.01,0.00032303479618112085,0.007436844684668653,,,,,
2020-02-16 13:00:00+00:00,2020-02-16,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,9998.99,9888.0,9929.47,9965.0,9870.19,9948.58,False,False,,,1118,2020-02-16 14:00:00+00:00,9950.15,-0.004295412631970308,-0.02029115138967752,,,,,
2020-02-18 07:00:00+00:00,2020-02-18,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9818.0,9729.44,9781.46,9821.0,9770.0,9797.79,True,True,9756.51,9770.0,1160,2020-02-18 08:00:00+00:00,9797.78,0.0049021308908753225,0.005866635094888939,1162.0,2020-02-18 10:00:00+00:00,9702.11,-0.003936257164678381,0.0035816951158047505
2020-02-19 07:00:00+00:00,2020-02-19,LONDON_OPEN,14:00,LONG,LOW_SWEEP,10175.0,10053.0,10077.63,10097.0,10037.26,10067.74,True,True,10097.0,10112.06,1184,2020-02-19 08:00:00+00:00,10068.19,0.010000804514018746,0.00634870815906341,1186.0,2020-02-19 10:00:00+00:00,10123.02,0.0008979533775494986,-0.0006845783175376541
2020-02-20 07:00:00+00:00,2020-02-20,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9624.9,9538.0,9621.29,9628.67,9594.35,9607.38,True,False,,,1208,2020-02-20 08:00:00+00:00,9607.94,0.0021794474153669086,-0.0001706921566952957,,,,,
2020-02-20 13:00:00+00:00,2020-02-20,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,9642.0,9535.0,9561.89,9598.25,9523.86,9595.7,True,False,,,1214,2020-02-20 14:00:00+00:00,9593.22,0.0010872261868277722,0.0046491167720537074,,,,,
2020-02-24 00:00:00+00:00,2020-02-24,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,9980.29,9861.0,9943.12,10000.0,9920.56,9956.2,True,False,,,1297,2020-02-24 01:00:00+00:00,9957.37,0.006167291162224697,0.01989882870677706,,,,,
2020-02-24 07:00:00+00:00,2020-02-24,LONDON_OPEN,14:00,LONG,LOW_SWEEP,9767.99,9717.26,9732.05,9763.22,9668.0,9756.87,True,False,,,1304,2020-02-24 08:00:00+00:00,9756.86,0.0006293008201407879,-0.0002931270921178175,,,,,
2020-02-25 07:00:00+00:00,2020-02-25,LONDON_OPEN,14:00,LONG,LOW_SWEEP,9614.48,9515.0,9546.44,9547.38,9497.5,9530.57,True,True,9547.38,9561.0,1328,2020-02-25 08:00:00+00:00,9530.56,0.003298861766779737,0.0033219454050967823,1330.0,2020-02-25 10:00:00+00:00,9570.69,-0.0008849936629439226,0.005878364046897344
2020-02-28 00:00:00+00:00,2020-02-28,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,8903.68,8684.46,8827.12,8908.0,8790.0,8861.16,False,False,,,1393,2020-02-28 01:00:00+00:00,8861.16,-0.0042917631551626645,0.002149831399049229,,,,,
2020-02-29 07:00:00+00:00,2020-02-29,LONDON_OPEN,14:00,LONG,LOW_SWEEP,8799.83,8715.0,8722.59,8766.0,8711.0,8756.41,True,False,,,1424,2020-02-29 08:00:00+00:00,8756.5,0.0005093359218864002,-0.012937817621195835,,,,,
2020-03-01 00:00:00+00:00,2020-03-01,ASIA_OPEN,07:00,LONG,LOW_SWEEP,8671.41,8530.0,8532.5,8618.47,8526.0,8554.99,True,True,8618.47,8624.21,1441,2020-03-01 01:00:00+00:00,8554.94,0.01073882458556108,0.00851204099619629,1443.0,2020-03-01 03:00:00+00:00,8639.09,-0.0013114807230854009,-0.005230875011141278
2020-03-01 13:00:00+00:00,2020-03-01,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,8762.24,8547.46,8583.56,8634.52,8544.7,8617.43,False,False,,,1454,2020-03-01 14:00:00+00:00,8617.42,-0.005162798146080783,-0.010257130324389352,,,,,
2020-03-03 13:00:00+00:00,2020-03-03,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,8907.0,8766.73,8791.65,8810.0,8766.0,8804.65,False,False,,,1502,2020-03-03 14:00:00+00:00,8803.34,-0.007014383177294081,-0.011133274416301076,,,,,
2020-03-06 07:00:00+00:00,2020-03-06,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9126.01,9020.0,9103.55,9145.6,9100.0,9107.48,False,False,,,1568,2020-03-06 08:00:00+00:00,9107.83,-0.0015558041816765567,-0.004556518951275956,,,,,
2020-03-07 00:00:00+00:00,2020-03-07,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,9147.4,9070.0,9139.77,9153.57,9111.56,9127.46,True,False,,,1585,2020-03-07 01:00:00+00:00,9127.97,0.0028451013752235355,0.003223060549059631,,,,,
2020-03-07 07:00:00+00:00,2020-03-07,LONDON_OPEN,14:00,LONG,LOW_SWEEP,9116.29,9065.12,9076.1,9100.04,9056.1,9092.24,True,False,,,1592,2020-03-07 08:00:00+00:00,9093.17,0.002070784995771513,0.0014439408919000307,,,,,
2020-03-08 07:00:00+00:00,2020-03-08,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,8758.08,8710.0,8735.64,8763.64,8734.5,8749.93,True,False,,,1616,2020-03-08 08:00:00+00:00,8749.93,0.0018914437029783349,0.0006137191954679322,,,,,
2020-03-08 13:00:00+00:00,2020-03-08,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,8760.0,8658.0,8689.93,8704.04,8636.0,8663.7,False,False,,,1622,2020-03-08 14:00:00+00:00,8661.76,-0.008547916358800145,-0.04338148367075512,,,,,
2020-03-09 13:00:00+00:00,2020-03-09,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,7935.84,7762.06,7886.08,7898.0,7710.73,7807.87,False,False,,,1646,2020-03-09 14:00:00+00:00,7807.87,-0.00993100551110615,-0.0018391699656884475,,,,,
2020-03-10 00:00:00+00:00,2020-03-10,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,7943.91,7819.83,7932.45,7954.76,7900.0,7940.87,True,False,,,1657,2020-03-10 01:00:00+00:00,7940.88,0.003954221698350913,0.003591541491623107,,,,,
2020-03-10 13:00:00+00:00,2020-03-10,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,8149.7,7884.82,8139.14,8156.31,8022.0,8061.83,True,False,,,1670,2020-03-10 14:00:00+00:00,8062.21,0.0022326384452898695,0.02693058106896251,,,,,
2020-03-11 00:00:00+00:00,2020-03-11,ASIA_OPEN,07:00,LONG,LOW_SWEEP,8041.41,7872.3,7898.21,7959.24,7870.0,7944.58,False,False,,,1681,2020-03-11 01:00:00+00:00,7944.52,-0.0020441763630780763,-0.002316061889201637,,,,,
2020-03-11 07:00:00+00:00,2020-03-11,LONDON_OPEN,14:00,LONG,LOW_SWEEP,7948.22,7823.68,7830.93,7878.46,7817.25,7865.69,False,False,,,1688,2020-03-11 08:00:00+00:00,7865.7,-0.0045386933140089125,-0.0022820600836542804,,,,,
2020-03-11 13:00:00+00:00,2020-03-11,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,7869.29,7758.18,7847.0,7902.37,7836.0,7854.03,True,True,7829.39,7836.0,1694,2020-03-11 14:00:00+00:00,7855.27,0.006607029421012989,0.01034592063671913,1696.0,2020-03-11 16:00:00+00:00,7786.96,0.0016643208646249796,-0.0012084305043302823
2020-03-13 13:00:00+00:00,2020-03-13,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,5656.08,5230.77,5512.17,5971.0,5442.57,5597.2,True,True,5433.34,5442.57,1742,2020-03-13 14:00:00+00:00,5596.5,0.03564727954971858,0.07202537300098277,1744.0,2020-03-13 16:00:00+00:00,5205.49,0.0023206268766244875,0.04593419639649676
2020-03-15 07:00:00+00:00,2020-03-15,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,5304.74,5173.15,5287.55,5326.74,5233.7,5267.08,True,False,,,1784,2020-03-15 08:00:00+00:00,5267.31,0.007314929252313029,-0.030451976435789785,,,,,
2020-03-16 00:00:00+00:00,2020-03-16,ASIA_OPEN,07:00,LONG,LOW_SWEEP,5954.47,5182.41,5354.81,5360.96,5175.0,5251.68,True,False,,,1801,2020-03-16 01:00:00+00:00,5252.52,0.008546373930989226,0.002863387478772017,,,,,
2020-03-18 00:00:00+00:00,2020-03-18,ASIA_OPEN,07:00,LONG,LOW_SWEEP,5529.98,5300.0,5306.42,5417.89,5261.65,5353.2,True,False,,,1849,2020-03-18 01:00:00+00:00,5351.51,0.001580862223933055,0.007003630750946899,,,,,
2020-03-19 00:00:00+00:00,2020-03-19,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,5416.0,5250.01,5389.94,5448.07,5317.84,5343.99,False,False,,,1873,2020-03-19 01:00:00+00:00,5344.64,-0.0011338462459584697,0.011664022272781738,,,,,
2020-03-19 13:00:00+00:00,2020-03-19,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,5844.93,5523.0,5844.88,5880.0,5706.38,5836.6,True,False,,,1886,2020-03-19 14:00:00+00:00,5836.65,0.005969177524778657,-0.05492876907129962,,,,,
2020-03-20 13:00:00+00:00,2020-03-20,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,6911.0,6530.0,6612.0,6612.89,6421.1,6543.18,True,False,,,1910,2020-03-20 14:00:00+00:00,6544.92,0.0086448726646009,-0.016771786362553054,,,,,
2020-03-21 13:00:00+00:00,2020-03-21,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,6219.0,5854.01,6124.77,6269.7,6124.08,6157.79,False,False,,,1934,2020-03-21 14:00:00+00:00,6158.47,-0.0030705678520801527,0.0049379147742864005,,,,,
2020-03-22 07:00:00+00:00,2020-03-22,LONDON_OPEN,14:00,LONG,LOW_SWEEP,6408.91,6276.0,6303.65,6326.54,6259.57,6284.36,False,False,,,1952,2020-03-22 08:00:00+00:00,6284.87,-0.00754033098536655,-0.005160011265149533,,,,,
2020-03-23 00:00:00+00:00,2020-03-23,ASIA_OPEN,07:00,LONG,LOW_SWEEP,6145.92,5730.35,5810.3,5941.64,5670.0,5900.64,False,False,,,1969,2020-03-23 01:00:00+00:00,5900.63,-0.005862085912860193,0.008438082035308048,,,,,
2020-03-23 13:00:00+00:00,2020-03-23,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,6380.0,5777.29,6321.03,6619.9,6136.63,6284.63,True,False,,,1982,2020-03-23 14:00:00+00:00,6285.04,0.009920382368290515,-0.014135152680014862,,,,,
2020-03-24 07:00:00+00:00,2020-03-24,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,6584.0,6369.0,6560.81,6619.99,6520.0,6564.21,False,False,,,2000,2020-03-24 08:00:00+00:00,6564.22,-0.02283744298637158,-0.02362199926266939,,,,,
2020-03-25 00:00:00+00:00,2020-03-25,ASIA_OPEN,07:00,LONG,LOW_SWEEP,6790.75,6605.0,6740.86,6740.98,6600.0,6697.91,False,False,,,2017,2020-03-25 01:00:00+00:00,6696.83,-0.014033505404795976,-0.02111894732283781,,,,,
2020-03-26 07:00:00+00:00,2020-03-26,LONDON_OPEN,14:00,LONG,LOW_SWEEP,6758.71,6580.0,6635.21,6635.21,6555.0,6588.76,True,False,,,2048,2020-03-26 08:00:00+00:00,6588.35,0.0034636896946882434,0.004140642194176092,,,,,
2020-03-27 13:00:00+00:00,2020-03-27,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,6689.0,6579.0,6630.44,6642.0,6566.0,6591.79,True,False,,,2078,2020-03-27 14:00:00+00:00,6590.8,0.0033971596771256163,0.007123566183164343,,,,,
2020-03-28 00:00:00+00:00,2020-03-28,ASIA_OPEN,07:00,LONG,LOW_SWEEP,6689.9,6230.0,6353.64,6354.74,6174.9,6297.52,False,False,,,2089,2020-03-28 01:00:00+00:00,6298.45,-0.004642412022005327,-0.02975176432296822,,,,,
2020-03-28 13:00:00+00:00,2020-03-28,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,6317.34,6205.0,6228.11,6242.18,6131.65,6218.33,True,False,,,2102,2020-03-28 14:00:00+00:00,6218.3,0.0022884067992858803,0.0011096280333853237,,,,,
2020-03-29 07:00:00+00:00,2020-03-29,LONDON_OPEN,14:00,LONG,LOW_SWEEP,6207.64,6125.0,6146.75,6166.41,6109.0,6148.84,False,False,,,2120,2020-03-29 08:00:00+00:00,6148.98,-0.0036884166154385056,0.00264434101265576,,,,,
2020-03-30 00:00:00+00:00,2020-03-30,ASIA_OPEN,07:00,LONG,LOW_SWEEP,5940.81,5862.0,5876.27,5913.97,5850.0,5894.28,True,True,5913.97,5933.26,2137,2020-03-30 01:00:00+00:00,5894.27,0.006584360743569606,0.01818545808047478,2139.0,2020-03-30 03:00:00+00:00,5981.68,0.0033067633173289313,0.036028339864385917
2020-03-30 07:00:00+00:00,2020-03-30,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,6245.0,5984.0,6210.74,6330.0,6204.14,6238.58,False,False,,,2144,2020-03-30 08:00:00+00:00,6238.4,-0.004552449345986309,-0.005349127981533863,,,,,
2020-03-31 07:00:00+00:00,2020-03-31,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,6467.55,6374.0,6467.07,6472.23,6421.0,6440.81,False,False,,,2168,2020-03-31 08:00:00+00:00,6441.76,-0.00703534437793385,0.0022664613397581634,,,,,
2020-03-31 13:00:00+00:00,2020-03-31,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,6458.52,6320.0,6442.96,6480.0,6392.84,6411.23,False,False,,,2174,2020-03-31 14:00:00+00:00,6413.63,-0.0050922800348631725,-0.0013455718524455484,,,,,
2020-04-01 13:00:00+00:00,2020-04-01,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,6337.0,6180.0,6214.9,6233.7,6154.94,6200.0,True,False,,,2198,2020-04-01 14:00:00+00:00,6200.01,0.007019343517187693,-0.0038741872996980176,,,,,
2020-04-02 00:00:00+00:00,2020-04-02,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,6693.0,6328.49,6641.22,6750.0,6560.21,6613.32,True,False,,,2209,2020-04-02 01:00:00+00:00,6613.31,0.007453151296400784,0.0016754091370283497,,,,,
2020-04-02 07:00:00+00:00,2020-04-02,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,6644.21,6558.93,6634.42,6675.54,6606.74,6641.51,False,False,,,2216,2020-04-02 08:00:00+00:00,6641.42,-0.0007287598134133599,-0.0008401817683567625,,,,,
2020-04-03 13:00:00+00:00,2020-04-03,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,7049.11,6835.0,6914.92,6941.26,6806.21,6837.41,False,False,,,2246,2020-04-03 14:00:00+00:00,6838.37,-0.0077123642037503215,-0.013077677867678994,,,,,
2020-04-05 00:00:00+00:00,2020-04-05,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,6891.66,6780.0,6851.4,6893.44,6832.4,6853.86,True,False,,,2281,2020-04-05 01:00:00+00:00,6853.86,0.0010694703422596818,0.008938029081422605,,,,,
2020-04-06 13:00:00+00:00,2020-04-06,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,7159.69,7065.16,7129.8,7155.0,7026.77,7094.48,True,False,,,2318,2020-04-06 14:00:00+00:00,7094.4,0.00023116824537661174,0.006395184934596454,,,,,
2020-04-07 00:00:00+00:00,2020-04-07,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,7370.0,7200.0,7325.73,7450.0,7299.4,7362.37,True,False,,,2329,2020-04-07 01:00:00+00:00,7362.54,0.002295403488470016,0.006000646516012176,,,,,
2020-04-08 13:00:00+00:00,2020-04-08,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,7343.46,7210.46,7275.31,7306.18,7192.0,7217.99,True,False,,,2366,2020-04-08 14:00:00+00:00,7217.99,0.0068828025530653925,0.014014982010227106,,,,,
2020-04-09 13:00:00+00:00,2020-04-09,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,7323.0,7105.98,7296.92,7339.43,7272.0,7322.34,True,False,,,2390,2020-04-09 14:00:00+00:00,7322.15,0.0005367276004997201,0.006235873343211962,,,,,
2020-04-10 00:00:00+00:00,2020-04-10,ASIA_OPEN,07:00,LONG,LOW_SWEEP,7311.76,7261.06,7278.83,7290.0,7247.15,7288.01,False,False,,,2401,2020-04-10 01:00:00+00:00,7288.06,-0.004114949657384903,-0.015795698718177542,,,,,
2020-04-10 07:00:00+00:00,2020-04-10,LONDON_OPEN,14:00,LONG,LOW_SWEEP,7173.03,6900.0,6955.01,6957.8,6860.0,6919.58,False,False,,,2408,2020-04-10 08:00:00+00:00,6919.58,-0.0001719757557538948,0.0021431936620430747,,,,,
2020-04-10 13:00:00+00:00,2020-04-10,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,6949.0,6883.0,6921.21,6921.55,6799.68,6894.47,False,False,,,2414,2020-04-10 14:00:00+00:00,6894.46,-0.006669122744928591,-0.005578391926271298,,,,,
2020-04-12 00:00:00+00:00,2020-04-12,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,6885.69,6767.34,6874.17,6908.0,6860.0,6865.97,True,True,6850.57,6860.0,2449,2020-04-12 01:00:00+00:00,6865.97,0.0028488327213781472,0.008687774633445944,2451.0,2020-04-12 03:00:00+00:00,6817.75,0.0016765061787247237,-0.001820248615745701
2020-04-16 13:00:00+00:00,2020-04-16,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,7077.0,6906.2,7054.15,7094.0,6968.91,6976.0,False,False,,,2558,2020-04-16 14:00:00+00:00,6978.0,-0.005994554313556888,-0.0034981370020061853,,,,,
