event_ts,utc_date,session,session_wib,side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,displacement_ok,fvg,fvg_low,fvg_high,baseline_entry_idx,baseline_entry_ts,baseline_entry,baseline_signed1h,baseline_signed3h,fvg_entry_idx,fvg_entry_ts,fvg_entry,fvg_signed1h,fvg_signed3h
2020-01-03 13:00:00+00:00,2020-01-03,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,7368.33,7280.44,7321.31,7379.0,7310.85,7346.07,True,False,,,62,2020-01-03 14:00:00+00:00,7345.74,0.012665844421392514,-0.005072327634792373,,,,,
2020-01-04 00:00:00+00:00,2020-01-04,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,7342.0,7255.84,7341.6,7347.02,7283.21,7302.87,False,False,,,73,2020-01-04 01:00:00+00:00,7303.02,-0.00030124523827135263,-0.00359714200426664,,,,,
2020-01-04 13:00:00+00:00,2020-01-04,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,7364.0,7295.2,7309.82,7322.76,7286.16,7299.98,True,False,,,86,2020-01-04 14:00:00+00:00,7299.98,0.0017780870632522205,0.0005726043085050314,,,,,
2020-01-07 13:00:00+00:00,2020-01-07,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,7969.0,7850.0,7872.85,7881.98,7810.0,7853.22,False,False,,,158,2020-01-07 14:00:00+00:00,7853.95,-0.0013967494063497066,0.007936134047199062,,,,,
2020-01-08 07:00:00+00:00,2020-01-08,LONDON_OPEN,14:00,LONG,LOW_SWEEP,8381.87,8289.13,8342.54,8350.0,8280.0,8301.47,True,False,,,176,2020-01-08 08:00:00+00:00,8301.5,0.0018599048364753568,0.003434319098958083,,,,,
2020-01-09 13:00:00+00:00,2020-01-09,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,7939.94,7851.91,7905.0,7948.11,7894.15,7900.57,True,False,,,206,2020-01-09 14:00:00+00:00,7900.51,0.0016150856083975151,0.01020440452578375,,,,,
2020-01-10 13:00:00+00:00,2020-01-10,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,7896.52,7670.0,7890.93,7942.9,7866.0,7868.57,False,False,,,230,2020-01-10 14:00:00+00:00,7868.0,-0.01359811896288754,-0.010504575495678736,,,,,
2020-01-12 00:00:00+00:00,2020-01-12,ASIA_OPEN,07:00,LONG,LOW_SWEEP,8292.19,8003.87,8020.58,8078.59,7956.28,8062.17,True,False,,,265,2020-01-12 01:00:00+00:00,8061.62,0.00044035814141585305,0.003780877788831516,,,,,
2020-01-13 00:00:00+00:00,2020-01-13,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,8189.0,8088.82,8186.22,8200.0,8146.99,8154.95,False,False,,,289,2020-01-13 01:00:00+00:00,8155.16,-0.0002403386322280543,0.005754638780845589,,,,,
2020-01-15 00:00:00+00:00,2020-01-15,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,8893.0,8678.01,8825.0,8918.5,8710.0,8781.05,False,False,,,337,2020-01-15 01:00:00+00:00,8783.7,-0.00045083506950360785,0.0060669194075391175,,,,,
2020-01-18 13:00:00+00:00,2020-01-18,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,8929.9,8868.0,8917.45,8955.0,8904.0,8925.2,False,False,,,422,2020-01-18 14:00:00+00:00,8925.92,-0.00016917023679363652,0.004118342983132295,,,,,
2020-01-19 07:00:00+00:00,2020-01-19,LONDON_OPEN,14:00,LONG,LOW_SWEEP,9173.17,9065.2,9081.96,9099.65,9047.95,9092.21,True,False,,,440,2020-01-19 08:00:00+00:00,9091.84,0.0024857454596649564,-0.004821906236801343,,,,,
2020-01-20 13:00:00+00:00,2020-01-20,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,8676.0,8550.97,8590.26,8652.01,8526.06,8612.98,True,False,,,470,2020-01-20 14:00:00+00:00,8612.1,0.006410747668977201,0.007388441843452664,,,,,
2020-01-24 07:00:00+00:00,2020-01-24,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,8358.0,8305.61,8354.2,8361.96,8315.77,8345.04,True,False,,,560,2020-01-24 08:00:00+00:00,8345.68,0.0007476922192080071,0.01074567920169478,,,,,
2020-01-27 13:00:00+00:00,2020-01-27,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,8764.0,8624.11,8747.05,8788.0,8731.6,8739.01,False,False,,,638,2020-01-27 14:00:00+00:00,8739.0,-0.002016248998741421,-0.005893122782927085,,,,,
2020-01-29 00:00:00+00:00,2020-01-29,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,9436.06,9051.93,9399.72,9450.0,9341.02,9355.05,False,False,,,673,2020-01-29 01:00:00+00:00,9355.0,-0.0008829502939604605,-0.0004853019775521439,,,,,
2020-01-30 13:00:00+00:00,2020-01-30,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,9406.75,9322.12,9384.1,9409.12,9362.15,9397.0,True,False,,,710,2020-01-30 14:00:00+00:00,9397.95,0.004380742608760424,0.002072792470698581,,,,,
2020-01-31 13:00:00+00:00,2020-01-31,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,9392.99,9255.0,9293.18,9302.97,9220.0,9279.46,False,False,,,734,2020-01-31 14:00:00+00:00,9279.72,-0.0006465712327526907,0.0019537227416346337,,,,,
2020-02-01 07:00:00+00:00,2020-02-01,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9460.55,9391.49,9406.48,9469.0,9406.39,9434.58,True,False,,,752,2020-02-01 08:00:00+00:00,9434.58,0.003918563412467657,0.0048576619202974625,,,,,
2020-02-02 07:00:00+00:00,2020-02-02,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9389.72,9160.01,9370.4,9395.99,9358.44,9379.19,True,False,,,776,2020-02-02 08:00:00+00:00,9379.4,0.00025481374075098095,-0.005927884512868742,,,,,
2020-02-03 00:00:00+00:00,2020-02-03,ASIA_OPEN,07:00,LONG,LOW_SWEEP,9456.96,9325.0,9340.49,9428.95,9290.0,9418.69,True,False,,,793,2020-02-03 01:00:00+00:00,9417.47,0.011890667026282165,-0.0022734343725012707,,,,,
2020-02-04 07:00:00+00:00,2020-02-04,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9327.27,9226.4,9280.77,9327.82,9262.82,9284.0,True,False,,,824,2020-02-04 08:00:00+00:00,9284.0,0.003988582507539973,0.01109435588108576,,,,,
2020-02-04 13:00:00+00:00,2020-02-04,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,9260.75,9111.0,9144.28,9168.9,9105.0,9166.61,False,False,,,830,2020-02-04 14:00:00+00:00,9166.6,-0.0004080029672942631,0.006655684768616554,,,,,
2020-02-05 07:00:00+00:00,2020-02-05,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9300.0,9220.02,9268.0,9307.78,9260.0,9277.0,True,False,,,848,2020-02-05 08:00:00+00:00,9276.05,0.0013313856652344969,-0.012269230976547307,,,,,
2020-02-06 07:00:00+00:00,2020-02-06,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9698.68,9617.07,9658.72,9705.0,9620.0,9641.0,False,False,,,872,2020-02-06 08:00:00+00:00,9641.01,-0.0011803742553944119,-0.00463125751347615,,,,,
2020-02-07 00:00:00+00:00,2020-02-07,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,9810.3,9662.0,9777.97,9831.76,9762.0,9798.09,False,False,,,889,2020-02-07 01:00:00+00:00,9798.09,-0.001726867175133151,0.001015504042114368,,,,,
2020-02-09 00:00:00+00:00,2020-02-09,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,9956.0,9838.06,9906.09,9968.88,9892.15,9950.0,False,False,,,937,2020-02-09 01:00:00+00:00,9951.96,-0.0008078810606153564,-0.01073456886884605,,,,,
2020-02-09 07:00:00+00:00,2020-02-09,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,10150.0,10058.5,10105.71,10184.34,10105.06,10136.71,True,False,,,944,2020-02-09 08:00:00+00:00,10136.72,0.0014482002067728317,7.694796738977328e-05,,,,,
2020-02-11 07:00:00+00:00,2020-02-11,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,9793.48,9729.36,9774.12,9796.04,9738.12,9749.61,False,False,,,992,2020-02-11 08:00:00+00:00,9749.61,-0.005607403783330911,-0.004843270653902998,,,,,
2020-02-11 13:00:00+00:00,2020-02-11,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,9885.99,9770.05,9856.59,9920.0,9856.01,9880.0,True,False,,,998,2020-02-11 14:00:00+00:00,9879.93,0.0013471755366687432,-0.039331250322623745,,,,,
2020-02-12 13:00:00+00:00,2020-02-12,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,10387.66,10259.09,10354.09,10395.0,10343.33,10387.0,True,False,,,1022,2020-02-12 14:00:00+00:00,10387.0,0.002220082795802436,0.003045152594589262,,,,,
2020-02-13 13:00:00+00:00,2020-02-13,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,10249.0,10101.0,10224.96,10540.0,10150.0,10179.39,False,False,,,1046,2020-02-13 14:00:00+00:00,10150.0,-0.010803940886699559,-0.002719211822660217,,,,,
