checkpoint,pass,max_abs_numeric_diff,string_mismatch
2023-06-30 23:00:00+00:00,True,0.0,0
2024-06-30 23:00:00+00:00,True,0.0,0
2025-06-30 23:00:00+00:00,True,0.0,0
2026-06-30 23:00:00+00:00,True,0.0,0
