candidate_id,shape_rule,scale_state,lookback_min,hold_min,pooled_gate,year_gate,concentration_gate,plateau_pass,eligible,rejection_reason
RV_MID__RANGE_MID|RANGE_RATIO_24_72_MID|LB120|H720,RV_MID__RANGE_MID,RANGE_RATIO_24_72_MID,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_MID|LB120|H960,RV_MID__RANGE_MID,RANGE_RATIO_24_72_MID,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_HIGH|LB120|H60,RV_MID__RANGE_MID,RANGE_RATIO_24_72_HIGH,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_HIGH|LB120|H120,RV_MID__RANGE_MID,RANGE_RATIO_24_72_HIGH,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_HIGH|LB120|H240,RV_MID__RANGE_MID,RANGE_RATIO_24_72_HIGH,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_HIGH|LB120|H360,RV_MID__RANGE_MID,RANGE_RATIO_24_72_HIGH,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_HIGH|LB120|H720,RV_MID__RANGE_MID,RANGE_RATIO_24_72_HIGH,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_MID|RANGE_RATIO_24_72_HIGH|LB120|H960,RV_MID__RANGE_MID,RANGE_RATIO_24_72_HIGH,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|NONE|LB120|H60,RV_MID__RANGE_HIGH,NONE,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|NONE|LB120|H120,RV_MID__RANGE_HIGH,NONE,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|NONE|LB120|H240,RV_MID__RANGE_HIGH,NONE,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|NONE|LB120|H360,RV_MID__RANGE_HIGH,NONE,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|NONE|LB120|H720,RV_MID__RANGE_HIGH,NONE,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|NONE|LB120|H960,RV_MID__RANGE_HIGH,NONE,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_LOW|LB120|H60,RV_MID__RANGE_HIGH,RAW_RANGE_LB_LOW,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_LOW|LB120|H120,RV_MID__RANGE_HIGH,RAW_RANGE_LB_LOW,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_LOW|LB120|H240,RV_MID__RANGE_HIGH,RAW_RANGE_LB_LOW,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_LOW|LB120|H360,RV_MID__RANGE_HIGH,RAW_RANGE_LB_LOW,120,360,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_LOW|LB120|H720,RV_MID__RANGE_HIGH,RAW_RANGE_LB_LOW,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_LOW|LB120|H960,RV_MID__RANGE_HIGH,RAW_RANGE_LB_LOW,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_MID|LB120|H60,RV_MID__RANGE_HIGH,RAW_RANGE_LB_MID,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_MID|LB120|H120,RV_MID__RANGE_HIGH,RAW_RANGE_LB_MID,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_MID|LB120|H240,RV_MID__RANGE_HIGH,RAW_RANGE_LB_MID,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_MID|LB120|H360,RV_MID__RANGE_HIGH,RAW_RANGE_LB_MID,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_MID|LB120|H720,RV_MID__RANGE_HIGH,RAW_RANGE_LB_MID,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_MID|LB120|H960,RV_MID__RANGE_HIGH,RAW_RANGE_LB_MID,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_HIGH|LB120|H60,RV_MID__RANGE_HIGH,RAW_RANGE_LB_HIGH,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_HIGH|LB120|H120,RV_MID__RANGE_HIGH,RAW_RANGE_LB_HIGH,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_HIGH|LB120|H240,RV_MID__RANGE_HIGH,RAW_RANGE_LB_HIGH,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_HIGH|LB120|H360,RV_MID__RANGE_HIGH,RAW_RANGE_LB_HIGH,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_HIGH|LB120|H720,RV_MID__RANGE_HIGH,RAW_RANGE_LB_HIGH,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RAW_RANGE_LB_HIGH|LB120|H960,RV_MID__RANGE_HIGH,RAW_RANGE_LB_HIGH,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_LOW|LB120|H60,RV_MID__RANGE_HIGH,RANGE_24H_LOW,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_LOW|LB120|H120,RV_MID__RANGE_HIGH,RANGE_24H_LOW,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_LOW|LB120|H240,RV_MID__RANGE_HIGH,RANGE_24H_LOW,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_LOW|LB120|H360,RV_MID__RANGE_HIGH,RANGE_24H_LOW,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_LOW|LB120|H720,RV_MID__RANGE_HIGH,RANGE_24H_LOW,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_LOW|LB120|H960,RV_MID__RANGE_HIGH,RANGE_24H_LOW,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_MID|LB120|H60,RV_MID__RANGE_HIGH,RANGE_24H_MID,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_MID|LB120|H120,RV_MID__RANGE_HIGH,RANGE_24H_MID,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_MID|LB120|H240,RV_MID__RANGE_HIGH,RANGE_24H_MID,120,240,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_24H_MID|LB120|H360,RV_MID__RANGE_HIGH,RANGE_24H_MID,120,360,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_24H_MID|LB120|H720,RV_MID__RANGE_HIGH,RANGE_24H_MID,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_24H_MID|LB120|H960,RV_MID__RANGE_HIGH,RANGE_24H_MID,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_24H_HIGH|LB120|H60,RV_MID__RANGE_HIGH,RANGE_24H_HIGH,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_HIGH|LB120|H120,RV_MID__RANGE_HIGH,RANGE_24H_HIGH,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_HIGH|LB120|H240,RV_MID__RANGE_HIGH,RANGE_24H_HIGH,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_HIGH|LB120|H360,RV_MID__RANGE_HIGH,RANGE_24H_HIGH,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_HIGH|LB120|H720,RV_MID__RANGE_HIGH,RANGE_24H_HIGH,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_24H_HIGH|LB120|H960,RV_MID__RANGE_HIGH,RANGE_24H_HIGH,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_LOW|LB120|H60,RV_MID__RANGE_HIGH,RANGE_72H_LOW,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_LOW|LB120|H120,RV_MID__RANGE_HIGH,RANGE_72H_LOW,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_LOW|LB120|H240,RV_MID__RANGE_HIGH,RANGE_72H_LOW,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_LOW|LB120|H360,RV_MID__RANGE_HIGH,RANGE_72H_LOW,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_LOW|LB120|H720,RV_MID__RANGE_HIGH,RANGE_72H_LOW,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_LOW|LB120|H960,RV_MID__RANGE_HIGH,RANGE_72H_LOW,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_MID|LB120|H60,RV_MID__RANGE_HIGH,RANGE_72H_MID,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_MID|LB120|H120,RV_MID__RANGE_HIGH,RANGE_72H_MID,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_MID|LB120|H240,RV_MID__RANGE_HIGH,RANGE_72H_MID,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_MID|LB120|H360,RV_MID__RANGE_HIGH,RANGE_72H_MID,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_MID|LB120|H720,RV_MID__RANGE_HIGH,RANGE_72H_MID,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_72H_MID|LB120|H960,RV_MID__RANGE_HIGH,RANGE_72H_MID,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_72H_HIGH|LB120|H60,RV_MID__RANGE_HIGH,RANGE_72H_HIGH,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_HIGH|LB120|H120,RV_MID__RANGE_HIGH,RANGE_72H_HIGH,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_HIGH|LB120|H240,RV_MID__RANGE_HIGH,RANGE_72H_HIGH,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_HIGH|LB120|H360,RV_MID__RANGE_HIGH,RANGE_72H_HIGH,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_HIGH|LB120|H720,RV_MID__RANGE_HIGH,RANGE_72H_HIGH,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_72H_HIGH|LB120|H960,RV_MID__RANGE_HIGH,RANGE_72H_HIGH,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_LOW|LB120|H60,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_LOW,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_LOW|LB120|H120,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_LOW,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_LOW|LB120|H240,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_LOW,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_LOW|LB120|H360,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_LOW,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_LOW|LB120|H720,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_LOW,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_LOW|LB120|H960,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_LOW,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_MID|LB120|H60,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_MID,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_MID|LB120|H120,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_MID,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_MID|LB120|H240,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_MID,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_MID|LB120|H360,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_MID,120,360,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_MID|LB120|H720,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_MID,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_MID|LB120|H960,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_MID,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_HIGH|LB120|H60,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_HIGH,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_HIGH|LB120|H120,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_HIGH,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_HIGH|LB120|H240,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_HIGH,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_HIGH|LB120|H360,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_HIGH,120,360,False,False,True,True,False,POOLED_GATE|YEAR_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_HIGH|LB120|H720,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_HIGH,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_MID__RANGE_HIGH|RANGE_RATIO_24_72_HIGH|LB120|H960,RV_MID__RANGE_HIGH,RANGE_RATIO_24_72_HIGH,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|NONE|LB120|H60,RV_HIGH__RANGE_LOW,NONE,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|NONE|LB120|H120,RV_HIGH__RANGE_LOW,NONE,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|NONE|LB120|H240,RV_HIGH__RANGE_LOW,NONE,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|NONE|LB120|H360,RV_HIGH__RANGE_LOW,NONE,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|NONE|LB120|H720,RV_HIGH__RANGE_LOW,NONE,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|NONE|LB120|H960,RV_HIGH__RANGE_LOW,NONE,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_LOW|LB120|H60,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_LOW,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_LOW|LB120|H120,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_LOW,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_LOW|LB120|H240,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_LOW,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_LOW|LB120|H360,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_LOW,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_LOW|LB120|H720,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_LOW,120,720,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_LOW|LB120|H960,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_LOW,120,960,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_MID|LB120|H60,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_MID,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_MID|LB120|H120,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_MID,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_MID|LB120|H240,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_MID,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_MID|LB120|H360,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_MID,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_MID|LB120|H720,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_MID,120,720,False,False,True,False,False,POOLED_GATE|YEAR_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_MID|LB120|H960,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_MID,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_HIGH|LB120|H60,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_HIGH,120,60,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_HIGH|LB120|H120,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_HIGH,120,120,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_HIGH|LB120|H240,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_HIGH,120,240,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_HIGH|LB120|H360,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_HIGH,120,360,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_HIGH|LB120|H720,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_HIGH,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RAW_RANGE_LB_HIGH|LB120|H960,RV_HIGH__RANGE_LOW,RAW_RANGE_LB_HIGH,120,960,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
RV_HIGH__RANGE_LOW|RANGE_24H_LOW|LB120|H60,RV_HIGH__RANGE_LOW,RANGE_24H_LOW,120,60,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RANGE_24H_LOW|LB120|H120,RV_HIGH__RANGE_LOW,RANGE_24H_LOW,120,120,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RANGE_24H_LOW|LB120|H240,RV_HIGH__RANGE_LOW,RANGE_24H_LOW,120,240,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RANGE_24H_LOW|LB120|H360,RV_HIGH__RANGE_LOW,RANGE_24H_LOW,120,360,False,False,False,False,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE|PLATEAU_GATE
RV_HIGH__RANGE_LOW|RANGE_24H_LOW|LB120|H720,RV_HIGH__RANGE_LOW,RANGE_24H_LOW,120,720,False,False,False,True,False,POOLED_GATE|YEAR_GATE|CONCENTRATION_GATE
