bar_start,open,high,low,close,n5,ema7,ema20,atr14,regime,available_ts
2020-01-01 00:00:00+00:00,7189.43,7239.74,7170.15,7221.65,48,7221.65,7221.65,0.0,SIDEWAYS,2020-01-01 04:00:00+00:00
2020-01-01 04:00:00+00:00,7221.8,7230.0,7193.52,7205.26,48,7217.5525,7220.089047619048,36.47999999999956,SIDEWAYS,2020-01-01 08:00:00+00:00
2020-01-01 08:00:00+00:00,7205.26,7234.57,7174.0,7192.65,48,7211.326875000001,7217.475804988662,48.524999999999636,SIDEWAYS,2020-01-01 12:00:00+00:00
2020-01-01 12:00:00+00:00,7192.74,7260.43,7191.79,7229.49,48,7215.86765625,7218.620014037361,55.22999999999987,SIDEWAYS,2020-01-01 16:00:00+00:00
2020-01-01 16:00:00+00:00,7229.66,7248.0,7210.81,7226.35,48,7218.488242187501,7219.3562031766605,50.7199999999998,SIDEWAYS,2020-01-01 20:00:00+00:00
2020-01-01 20:00:00+00:00,7226.56,7242.0,7174.0,7197.57,48,7213.258681640626,7217.281326683646,54.17599999999984,SIDEWAYS,2020-01-02 00:00:00+00:00
2020-01-02 00:00:00+00:00,7197.57,7209.59,7121.0,7127.29,48,7191.766511230469,7208.7107241423455,59.911666666666555,SIDEWAYS,2020-01-02 04:00:00+00:00
2020-01-02 04:00:00+00:00,7126.94,7159.3,7101.0,7107.56,48,7170.714883422853,7199.077321843075,59.681428571428505,SIDEWAYS,2020-01-02 08:00:00+00:00
2020-01-02 08:00:00+00:00,7107.53,7175.0,7106.75,7136.24,48,7162.096162567139,7193.092815000878,60.75249999999994,SIDEWAYS,2020-01-02 12:00:00+00:00
2020-01-02 12:00:00+00:00,7136.36,7160.0,7103.0,7126.25,48,7153.134621925354,7186.726832619842,60.3355555555555,SIDEWAYS,2020-01-02 16:00:00+00:00
2020-01-02 16:00:00+00:00,7126.25,7143.29,6922.0,6979.44,48,7109.710966444015,7166.9852295131905,76.43099999999995,SIDEWAYS,2020-01-02 20:00:00+00:00
2020-01-02 20:00:00+00:00,6979.45,6982.83,6938.36,6962.04,48,7072.793224833012,7147.4666362262205,73.52545454545452,SIDEWAYS,2020-01-03 00:00:00+00:00
2020-01-03 00:00:00+00:00,6962.34,6962.8,6863.44,6947.35,48,7041.4324186247595,7128.40790896658,75.67833333333336,SIDEWAYS,2020-01-03 04:00:00+00:00
2020-01-03 04:00:00+00:00,6947.44,7300.0,6945.84,7198.02,48,7080.579313968569,7135.037631922144,97.10000000000001,SIDEWAYS,2020-01-03 08:00:00+00:00
2020-01-03 08:00:00+00:00,7198.02,7368.33,7198.0,7338.11,48,7144.961985476427,7154.377857453368,102.3307142857143,SIDEWAYS,2020-01-03 12:00:00+00:00
2020-01-03 12:00:00+00:00,7338.4,7379.0,7229.0,7316.01,48,7187.72398910732,7169.771394838761,105.73566326530613,SIDEWAYS,2020-01-03 16:00:00+00:00
2020-01-03 16:00:00+00:00,7315.36,7407.28,7276.35,7338.9,48,7225.517991830491,7185.878881044593,107.53525874635565,SIDEWAYS,2020-01-03 20:00:00+00:00
2020-01-03 20:00:00+00:00,7338.91,7359.0,7255.84,7341.72,48,7254.568493872868,7200.72089237368,107.22274026447309,SIDEWAYS,2020-01-04 00:00:00+00:00
2020-01-04 00:00:00+00:00,7341.6,7347.02,7279.0,7329.29,48,7273.248870404652,7212.965569290472,104.42254453129647,SIDEWAYS,2020-01-04 04:00:00+00:00
2020-01-04 04:00:00+00:00,7329.4,7368.47,7310.0,7344.13,48,7290.969152803489,7225.457419834237,101.14021992191816,SIDEWAYS,2020-01-04 08:00:00+00:00
2020-01-04 08:00:00+00:00,7344.11,7366.0,7295.2,7333.07,48,7301.494364602617,7235.706236992881,98.97306135606688,SIDEWAYS,2020-01-04 12:00:00+00:00
2020-01-04 12:00:00+00:00,7333.07,7333.54,7286.16,7315.45,48,7304.983273451963,7243.300881088797,95.28784268777639,SIDEWAYS,2020-01-04 16:00:00+00:00
2020-01-04 16:00:00+00:00,7315.94,7400.0,7269.21,7331.35,48,7311.574955088972,7251.686511461293,97.82371106722093,SIDEWAYS,2020-01-04 20:00:00+00:00
2020-01-04 20:00:00+00:00,7331.87,7362.87,7307.0,7350.71,48,7321.3587163167285,7261.11731989355,94.82701741956228,SIDEWAYS,2020-01-05 00:00:00+00:00
2020-01-05 00:00:00+00:00,7350.54,7488.0,7350.54,7475.15,48,7359.806537237546,7281.501384665594,97.87223046102213,SIDEWAYS,2020-01-05 04:00:00+00:00
2020-01-05 04:00:00+00:00,7475.19,7495.0,7440.0,7462.98,48,7385.599902928159,7298.7850623164895,94.80992828523483,SIDEWAYS,2020-01-05 08:00:00+00:00
2020-01-05 08:00:00+00:00,7463.42,7470.0,7385.76,7422.48,48,7394.819927196119,7310.565532572062,94.05493340771804,SIDEWAYS,2020-01-05 12:00:00+00:00
2020-01-05 12:00:00+00:00,7422.48,7474.21,7414.13,7463.59,48,7412.012445397089,7325.139291374723,91.62815245002389,SIDEWAYS,2020-01-05 16:00:00+00:00
