hour_wib,component_rank,character_rule,component_size,component_cells,dev_component_wr_min,dev_component_wr_mean,dev_component_exp_floor,dev_component_exp_mean,test_viable_cells,test_stable_cells,test_viable_fraction,test_positive_net_cells,test_positive_exp_cells,test_median_wr,test_median_exp,test_median_pf,test_max_dd,verdict
3,1,DRIVE_UP__STR_B60_80,2,LB360/H240;LB360/H360,0.6582278481012658,0.6708860759493671,4.803437646917924,5.9787701497872,0,0,0.0,0,0,0.37681159420289856,-1.260334306611858,0.7223740947787087,149.915727187595,PLATEAU_DEGRADATION_FAIL
4,1,EFF_MID__RANGE_MID,2,LB120/H360;LB120/H480,0.5656565656565656,0.5909090909090908,2.320852545654602,2.4755835671400988,1,1,0.5,2,2,0.5388888888888889,1.6738869646686951,1.5690125693679267,109.4515228578015,PLATEAU_DEGRADATION_FAIL
5,1,DRIVE_DOWN__STR_B80_100,4,LB180/H120;LB180/H240;LB240/H120;LB360/H120,0.4823529411764706,0.5878501400560223,0.3775953981449481,2.197850179385473,3,3,0.75,4,4,0.6049913941480206,2.9337273622568483,3.10035399308226,120.81906337461027,STABLE_PLATEAU_FROZEN
6,3,DRIVE_DOWN__STR_B80_100,3,LB180/H120;LB240/H120;LB360/H120,0.5846153846153846,0.6182748758091224,3.745306541504162,3.891002776522484,0,0,0.0,2,2,0.4025974025974026,0.24792072910437535,1.0796611760020882,171.19032204366115,PLATEAU_DEGRADATION_FAIL
10,1,RV_MID__RANGE_LOW,2,LB240/H360;LB360/H360,0.5357142857142857,0.5630378657487092,3.2223472962761823,3.636930768358257,0,0,0.0,1,1,0.5687229437229437,-0.16646864817453305,0.9472455963691021,113.66750850965997,PLATEAU_DEGRADATION_FAIL
14,2,DRIVE_UP__STR_B80_100,3,LB120/H360;LB180/H360;LB240/H360,0.5471698113207547,0.5866760413930225,2.182491885723757,3.381407515429743,0,0,0.0,0,0,0.39,-2.331643616056196,0.5466638938351309,430.79534581636784,PLATEAU_DEGRADATION_FAIL
14,3,EFF_LOW__RV_HIGH,2,LB120/H240;LB180/H240,0.5656565656565656,0.5883838383838385,0.5527442774541746,1.905963520475276,0,0,0.0,0,0,0.43370462046204616,-1.1788510469528939,0.8053021581142084,283.39455688949545,PLATEAU_DEGRADATION_FAIL
15,1,RV_HIGH__RANGE_MID,3,LB180/H120;LB180/H240;LB180/H360,0.5964912280701754,0.6257309941520467,1.7000019768254622,2.581294323194175,0,0,0.0,0,0,0.3392857142857143,-3.6241086550703696,0.401360646350259,257.50687343098394,PLATEAU_DEGRADATION_FAIL
