hour_wib,component_rank,character_rule,raw_component_id,component_size,lookback_min,hold_min,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,dev_H1_exp,dev_H1_pf,dev_H2_exp,dev_H2_pf,dev_min_half_exp,dev_positive_anchors
0,2,DRIVE_UP__RV_MID,1,5,180,480,101,0.594059405940594,136.18184627631993,1.348335111646732,1.5122355177481768,70.10219224765831,8,1.9085412363906356,1.7808870327800057,0.8981694756918092,1.32267877822214,0.8981694756918092,3
0,2,DRIVE_UP__RV_MID,1,5,240,480,124,0.6209677419354839,339.62848260733824,2.738939375865631,1.8969721127860768,103.21538962569264,6,0.9355183141323448,1.2807818705609275,3.802495386631416,2.316007846507375,0.9355183141323448,4
0,3,DRIVE_UP__RANGE_MID,2,4,180,360,138,0.5942028985507246,311.44998713886207,2.256883964774363,2.113520306196368,116.14196811238412,7,3.3100106252427657,4.119140189784117,1.3722575699809043,1.4835449109837753,1.3722575699809043,4
0,3,DRIVE_UP__RANGE_MID,2,4,120,480,112,0.5892857142857143,263.43583617367847,2.352105680122129,1.659347507114104,118.53015638078077,7,1.4043295641923976,1.576126105030289,1.797228926743639,1.4079142483267453,1.4043295641923976,4
0,3,DRIVE_UP__RANGE_MID,2,4,180,480,138,0.6304347826086957,399.9284225898299,2.89803204775239,2.5016907857642026,42.71181338608199,6,3.348266492782365,4.253618119062322,1.8434922884385472,1.679272042367651,1.8434922884385472,4
0,3,DRIVE_UP__RANGE_MID,2,4,240,480,128,0.609375,291.0093904972525,2.2735108632597854,1.874551779863675,118.91588792668672,7,1.9086505720762972,1.8951637776769048,2.585492851373202,1.8620226113192329,1.9086505720762972,4
1,1,DRIVE_UP__RANGE_MID,1,8,360,120,111,0.5765765765765766,237.38041382843565,2.138562286742664,2.3076521579757325,42.57633865404485,6,2.3352197902248144,2.289282127697427,1.9941419326229592,2.323873923444008,1.9941419326229592,4
1,1,DRIVE_UP__RANGE_MID,1,8,360,240,111,0.6486486486486487,376.7059672727513,3.393747452907669,2.977023633212741,76.67003016738079,7,4.420611137565289,4.298413324586625,2.639644434487229,2.3244634379533937,2.639644434487229,4
1,1,DRIVE_UP__RANGE_MID,1,8,180,360,121,0.6363636363636364,359.14633792550154,2.9681515531033185,2.2222870108142363,88.29947458176702,7,3.676418399202312,3.456593432334223,2.193304835486196,1.706588514945052,2.193304835486196,4
1,1,DRIVE_UP__RANGE_MID,1,8,240,360,143,0.5594405594405595,295.33349675935006,2.065269208107343,1.980914790615024,61.16265158476307,6,2.3797830029072884,2.4566164510858384,1.0201606193263482,1.4088658468407924,1.0201606193263482,4
1,1,DRIVE_UP__RANGE_MID,1,8,360,360,111,0.6396396396396397,402.6503765597123,3.627480869907318,2.4597614328833486,81.89210064717815,6,5.110669313852273,4.589497290243829,2.538264356385241,1.7775832519677108,2.538264356385241,4
1,1,DRIVE_UP__RANGE_MID,1,8,180,480,121,0.6363636363636364,469.4291017271794,3.879579353117185,2.6495267651250924,78.08372207449406,7,4.640498135158881,3.697156056890783,2.605869373264236,1.9209831921626055,2.605869373264236,4
1,1,DRIVE_UP__RANGE_MID,1,8,240,480,143,0.5734265734265734,421.36752340858703,2.946626037822287,2.5129271754681937,39.74463874191707,12,3.609720854245845,3.641346882186663,1.3735967755270773,1.5712533905826702,1.3735967755270773,4
1,1,DRIVE_UP__RANGE_MID,1,8,360,480,111,0.6216216216216216,376.76446477155855,3.3942744574014285,2.286529209805116,70.92427362681045,11,6.138270669516013,5.69743251385873,1.3791522391297792,1.381381046585707,1.3791522391297792,4
1,2,EFF_HIGH__RV_LOW,1,8,240,120,94,0.6063829787234043,134.46329430504494,1.430460577713244,1.8874126093376653,33.37608566435213,6,1.609839323663948,1.716023691825747,1.308739285818124,2.108978837149582,1.308739285818124,4
1,2,EFF_HIGH__RV_LOW,1,8,360,120,115,0.5652173913043478,115.32815648595016,1.0028535346604364,1.6813989970148182,57.347085020987706,9,0.4142769719289383,1.2018853044384796,1.3952379098147685,2.286051703547587,0.4142769719289383,4
1,2,EFF_HIGH__RV_LOW,1,8,240,240,94,0.6276595744680851,211.71918484769935,2.25233175369893,2.282904438558366,50.475562452017954,6,2.354974858918691,2.1852084425363767,2.182681075156949,2.3652995685547493,2.182681075156949,4
1,2,EFF_HIGH__RV_LOW,1,8,360,240,115,0.6434782608695652,221.25207955382703,1.9239311265550176,2.4370165301630995,53.3984287637533,10,1.3926672813133565,1.9654503443572136,2.278107023382792,2.7941735132202665,1.3926672813133565,4
1,2,EFF_HIGH__RV_LOW,1,8,180,360,105,0.6285714285714286,186.3878507194261,1.775122387804058,1.6120168018205916,119.28105510588458,10,2.37758778159994,1.840817973496074,1.357283485655301,1.4599565181024232,1.357283485655301,4
1,2,EFF_HIGH__RV_LOW,1,8,240,360,94,0.7340425531914894,291.1416782061344,3.09725189580994,2.891726646169846,55.84295430666865,4,2.7212282681071525,2.264378917176481,3.3524107860368315,3.603162341647805,2.7212282681071525,4
1,2,EFF_HIGH__RV_LOW,1,8,360,360,115,0.6260869565217392,276.14628087296063,2.401272007590962,2.526223865772276,104.95326619320132,8,0.0862242263510584,1.0308155428761407,3.9446371950842303,6.211895828578561,0.0862242263510584,4
1,2,EFF_HIGH__RV_LOW,1,8,240,480,94,0.648936170212766,321.8519399681536,3.4239568081718468,3.0790007716787278,44.71566449466897,4,4.1452850939511725,3.833221965443408,2.9344840428215897,2.656344727832701,2.9344840428215897,4
1,3,EFF_LOW__RANGE_MID,1,5,240,240,92,0.5543478260869565,200.03972115414547,2.174344795153755,2.3550956903819187,52.91983989527509,9,3.1485542596047744,3.627646479509654,1.4887899868363714,1.7875096898543563,1.4887899868363714,4
1,3,EFF_LOW__RANGE_MID,1,5,360,240,108,0.6018518518518519,151.68193206233542,1.4044623339105131,1.7768410377610795,66.702341836773,13,1.3844883802919608,1.8397883398094343,1.42519002162788,1.72226439127368,1.3844883802919608,4
1,3,EFF_LOW__RANGE_MID,1,5,240,360,92,0.5652173913043478,297.51787172115564,3.2338899100125613,2.891223229852438,49.21845790475544,7,3.126139733675469,2.8566594756046,2.7254880475473104,2.5489555987769674,2.7254880475473104,4
1,3,EFF_LOW__RANGE_MID,1,5,360,360,108,0.5555555555555556,267.0392237944332,2.4725854055040117,2.0810991170959365,68.97536433043291,8,1.587380330836362,1.7364717141419523,3.3911944452534577,2.399127755935824,1.587380330836362,4
1,3,EFF_LOW__RANGE_MID,1,5,240,480,92,0.5978260869565217,305.4065021443077,3.31963589287291,2.873208926482176,33.170947776353046,4,2.614825028634429,2.1315773996475285,3.183426568104902,3.216973939502113,2.614825028634429,4
2,1,DRIVE_DOWN__RANGE_MID,1,8,60,120,134,0.6268656716417911,90.08599781558136,0.6722835657879206,1.444161549293452,41.79033694300478,6,0.3741606080998377,1.219087422271925,1.0399685469365565,1.8162554485078,0.3741606080998377,3
2,1,DRIVE_DOWN__RANGE_MID,1,8,120,120,145,0.6275862068965518,134.30652941599607,0.9262519270068694,1.7600723162070455,34.147233974870765,8,0.3903854139167855,1.2998015813478323,1.426394005890948,2.250461015863091,0.3903854139167855,4
2,1,DRIVE_DOWN__RANGE_MID,1,8,180,120,145,0.5793103448275863,83.72583145998045,0.5774195273102101,1.3843008343343026,46.26017959806519,9,0.2348440415833292,1.1471930018827454,0.9344700335607616,1.6648063828353052,0.2348440415833292,4
2,1,DRIVE_DOWN__RANGE_MID,1,8,240,120,148,0.5608108108108109,85.95411314811687,0.5807710347845735,1.4296884045681288,41.987907428499696,13,1.0361285083531344,1.816829377952768,0.1001159237955369,1.0695557655571033,0.1001159237955369,3
2,1,DRIVE_DOWN__RANGE_MID,1,8,60,240,134,0.5746268656716418,183.174432157045,1.366973374306306,1.5822973980917316,82.78139012677964,7,0.0110831742711878,1.0050737628684512,3.039237954349618,2.1924372762061446,0.0110831742711878,3
2,1,DRIVE_DOWN__RANGE_MID,1,8,120,240,145,0.6068965517241379,136.26552684699223,0.9397622541171878,1.3801534469033685,115.10845368248906,10,0.6881920050062305,1.3811891893427646,1.1745611532874145,1.3795894248730969,0.6881920050062305,3
2,1,DRIVE_DOWN__RANGE_MID,1,8,180,240,145,0.6,200.9179530042996,1.3856410552020664,1.5839453699355617,56.95508526869263,8,0.7334074963234372,1.340648928670761,2.065433778540356,1.7937531779947062,0.7334074963234372,4
2,1,DRIVE_DOWN__RANGE_MID,1,8,180,360,145,0.6275862068965518,271.4220122151333,1.8718759463112644,1.7404331742976284,83.8652513550122,6,0.0789861879621209,1.0307752183561163,2.2253920856772407,1.857095850474607,0.0789861879621209,4
2,2,DRIVE_DOWN__EFF_MID,1,6,180,240,157,0.5859872611464968,115.51846496838942,0.7357864010725441,1.2693543381343164,63.46480162541715,5,0.4667490643267044,1.1600861053329112,0.9578986209441092,1.371306564205003,0.4667490643267044,3
2,2,DRIVE_DOWN__EFF_MID,1,6,60,360,142,0.6056338028169014,265.0228978582111,1.8663584356212048,1.6599917280513714,84.36702574188837,6,2.51615177456644,2.1563385209063832,0.8263479265021823,1.2390854418786474,0.8263479265021823,4
2,2,DRIVE_DOWN__EFF_MID,1,6,120,360,140,0.65,448.5459192548644,3.203899423249031,2.23948571142843,72.81383212214674,7,1.6340652620971563,1.5647853673677374,3.941503477308872,2.693982357500272,1.6340652620971563,4
2,2,DRIVE_DOWN__EFF_MID,1,6,180,360,157,0.6242038216560509,402.30061292457566,2.562424286143794,1.889826377578747,91.59745834968672,6,1.962431992960516,1.6546609095618183,1.901822366821192,1.6587792302318043,1.901822366821192,4
2,2,DRIVE_DOWN__EFF_MID,1,6,60,480,142,0.5845070422535211,296.13413874737216,2.085451681319522,1.651429588976973,92.14959722649552,8,3.1034228839671565,2.1205674333863573,0.801701380323731,1.220514524185573,0.801701380323731,4
2,2,DRIVE_DOWN__EFF_MID,1,6,120,480,140,0.6214285714285714,296.0576801927206,2.1146977156622904,1.6163317695608368,100.78240026922532,7,1.2176226883039314,1.3415811371318735,2.20560125712276,1.6507406930163135,1.2176226883039314,4
