zone,selected_filter,selection_label,dev_n,dev_retention,dev_wr,dev_pf,dev_expectancy,dev_total_net,external_n,external_retention,external_wr,external_pf,external_expectancy,external_total_net,reference_validation_n,reference_validation_retention,reference_validation_wr,reference_validation_pf,reference_validation_expectancy,reference_validation_total_net,replication_supported
LONDON,BASE,NO_FILTER_IMPROVEMENT,30,1.0,0.6666666666666666,1.169454844550486,0.305477199960904,9.16431599882712,27.0,1.0,0.7407407407407407,2.1760904251256123,1.34187409616372,36.230600596420445,11.0,1.0,0.9090909090909091,6.228115566751987,1.4915967936781387,16.407564730459526,False
ALT_0330,TOUCH_FIRST_HALF,BEST_BELOW_75,30,0.8108108108108109,0.7333333333333333,1.8592230986656246,0.8038876892557872,24.116630677673616,20.0,0.7407407407407407,0.8,3.556227003818883,2.7616988500863338,55.23397700172667,12.0,0.8,0.8333333333333334,1.6385878171119057,0.403316445202674,4.839797342432088,False
