trades_n,tp_n,sl_n,time_exit_n,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,gate_n_ge_40,gate_mean_r_gt_0,gate_pf_ge_1_05,gate_cum_r_gt_0,gate_buy_mean_r_gt_0,gate_sell_mean_r_gt_0,gate_score3_mean_r_gt_0,gate_score4_mean_r_gt_0_if_n_ge5,gate_h1_cum_r_gt_0,gate_h2_cum_r_gt_0
60,3,23,34,0.5333333333333333,0.05576443838602274,0.09814700846608274,1.140652432654111,3.3458663031613645,5.103550295857987,6,120.0,23,0.15142118072128632,1.3999448283828189,37,-0.0036978609034654304,0.9909271600853761,48,0.02117604044499845,1.0541004817048798,12,0.19411803015011989,1.4658832723602875,True,True,True,True,True,False,True,True,False,True
