character_rule,lookback_min,hold_min,manhattan_distance,trades,wr,net,exp,pf,dd,ls,wr_change_pp,exp_retention,pf_retention,dd_cap,ls_cap,economically_viable,performance_stable
DRIVE_DOWN__STR_B80_100,240,360,0,77,0.6103896103896104,160.5038776650438,2.0844659437018676,2.993482257656949,45.9709747717816,6,3.5047144636185745,0.6160213341657215,1.5696241850759256,144.6902158372214,11,True,True
DRIVE_DOWN__STR_B80_100,180,360,1,92,0.5978260869565217,183.0218376078145,1.9893678000849402,2.704624336225324,51.28259418343706,8,2.2483621203097104,0.5879170202120262,1.4181623287812692,144.6902158372214,11,True,False
DRIVE_DOWN__STR_B80_100,240,240,1,77,0.6363636363636364,158.33402752880866,2.05628607180271,3.027522010373978,35.474287244500424,6,6.102117061021173,0.6076933486035736,1.5874728357509,144.6902158372214,11,True,True
DRIVE_DOWN__STR_B80_100,240,480,1,77,0.7012987012987013,189.72313677723378,2.4639368412627762,3.137882141926824,48.75656275001554,6,12.595623554527668,0.7281662071960716,1.645339867068832,144.6902158372214,11,True,True
DRIVE_DOWN__STR_B80_100,360,360,1,82,0.6463414634146342,190.9870542386825,2.3291104175449084,3.2935878749165837,36.54983015422127,4,7.099899766120954,0.6883210115139717,1.7269837397293624,144.6902158372214,11,True,True
