cohort_id,partition,date_utc,entry_bar_start,entry_px,entry_fraction,H,L,R,breakout_bar_start,breakout_bar_close,session_end,max_causal_extension_R,E05_px,E05_same_breakout_bar,E05_causal_hit,E05_causal_ts,E05_minutes_after_breakout_completion,E10_px,E10_same_breakout_bar,E10_causal_hit,E10_causal_ts,E10_minutes_after_breakout_completion,E15_px,E15_same_breakout_bar,E15_causal_hit,E15_causal_ts,E15_minutes_after_breakout_completion,E20_px,E20_same_breakout_bar,E20_causal_hit,E20_causal_ts,E20_minutes_after_breakout_completion,E25_px,E25_same_breakout_bar,E25_causal_hit,E25_causal_ts,E25_minutes_after_breakout_completion,E30_px,E30_same_breakout_bar,E30_causal_hit,E30_causal_ts,E30_minutes_after_breakout_completion
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,2022-01-25 17:20:00+00:00,2452.46,0.9074884921971504,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,2467.5,2022-01-25 20:00:00+00:00,0.49713708319299815,2465.1535,True,True,2022-01-25 17:25:00+00:00,0.0,2469.607,True,True,2022-01-25 17:25:00+00:00,0.0,2474.0604999999996,True,True,2022-01-25 17:40:00+00:00,15.0,2478.5139999999997,False,True,2022-01-25 17:40:00+00:00,15.0,2482.9674999999997,False,True,2022-01-25 17:40:00+00:00,15.0,2487.421,False,True,2022-01-25 17:40:00+00:00,15.0
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,2022-02-09 15:10:00+00:00,3195.52,0.910142474255888,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,3210.25,2022-02-09 20:00:00+00:00,0.35082522217519896,3215.349,False,True,2022-02-09 17:15:00+00:00,25.0,3222.438,False,True,2022-02-09 19:00:00+00:00,130.0,3229.527,False,True,2022-02-09 19:05:00+00:00,135.0,3236.6160000000004,False,True,2022-02-09 19:05:00+00:00,135.0,3243.7050000000004,False,True,2022-02-09 19:20:00+00:00,150.0,3250.7940000000003,False,True,2022-02-09 19:25:00+00:00,155.0
development|2022-02-14|2022-02-14 13:55:00+00:00,development,2022-02-14,2022-02-14 13:55:00+00:00,2937.43,0.9399552208426613,2943.33,2845.07,98.25999999999976,2022-02-14 14:10:00+00:00,2951.35,2022-02-14 20:00:00+00:00,0.21483818440871338,2948.243,True,True,2022-02-14 14:15:00+00:00,0.0,2953.156,True,True,2022-02-14 14:15:00+00:00,0.0,2958.069,False,True,2022-02-14 14:25:00+00:00,10.0,2962.982,False,True,2022-02-14 14:25:00+00:00,10.0,2967.895,False,False,,,2972.808,False,False,,
development|2022-03-21|2022-03-21 15:15:00+00:00,development,2022-03-21,2022-03-21 15:15:00+00:00,2932.34,0.9059541984732846,2938.5,2873.0,65.5,2022-03-21 15:20:00+00:00,2947.39,2022-03-21 20:00:00+00:00,0.3282442748091603,2941.775,True,True,2022-03-21 15:25:00+00:00,0.0,2945.05,True,True,2022-03-21 15:25:00+00:00,0.0,2948.325,False,True,2022-03-21 15:25:00+00:00,0.0,2951.6,False,True,2022-03-21 15:25:00+00:00,0.0,2954.875,False,True,2022-03-21 15:35:00+00:00,10.0,2958.15,False,True,2022-03-21 16:00:00+00:00,35.0
development|2022-04-18|2022-04-18 14:25:00+00:00,development,2022-04-18,2022-04-18 14:25:00+00:00,2941.46,0.9076666666666672,2947.0,2887.0,60.0,2022-04-18 17:10:00+00:00,2958.47,2022-04-18 20:00:00+00:00,1.4404999999999972,2950.0,True,True,2022-04-18 17:15:00+00:00,0.0,2953.0,True,True,2022-04-18 17:15:00+00:00,0.0,2956.0,True,True,2022-04-18 17:15:00+00:00,0.0,2959.0,True,True,2022-04-18 17:15:00+00:00,0.0,2962.0,True,True,2022-04-18 17:30:00+00:00,15.0,2965.0,True,True,2022-04-18 17:35:00+00:00,20.0
development|2022-05-19|2022-05-19 14:20:00+00:00,development,2022-05-19,2022-05-19 14:20:00+00:00,1978.79,0.9021739130434776,1985.99,1912.39,73.59999999999991,2022-05-19 15:10:00+00:00,1986.17,2022-05-19 20:00:00+00:00,0.7243206521739132,1989.67,False,True,2022-05-19 15:15:00+00:00,0.0,1993.35,False,True,2022-05-19 15:15:00+00:00,0.0,1997.03,False,True,2022-05-19 15:15:00+00:00,0.0,2000.71,False,True,2022-05-19 15:20:00+00:00,5.0,2004.3899999999999,False,True,2022-05-19 15:20:00+00:00,5.0,2008.07,False,True,2022-05-19 15:20:00+00:00,5.0
development|2022-07-28|2022-07-28 15:15:00+00:00,development,2022-07-28,2022-07-28 15:15:00+00:00,1657.31,0.9735937499999991,1659.0,1595.0,64.0,2022-07-28 15:15:00+00:00,1661.62,2022-07-28 20:00:00+00:00,1.5685937500000016,1662.2,True,True,2022-07-28 15:20:00+00:00,0.0,1665.4,False,True,2022-07-28 15:20:00+00:00,0.0,1668.6,False,True,2022-07-28 15:20:00+00:00,0.0,1671.8,False,True,2022-07-28 15:20:00+00:00,0.0,1675.0,False,True,2022-07-28 15:25:00+00:00,5.0,1678.2,False,True,2022-07-28 15:25:00+00:00,5.0
development|2022-08-12|2022-08-12 15:55:00+00:00,development,2022-08-12,2022-08-12 15:55:00+00:00,1898.45,0.9084686094269498,1903.13,1852.0,51.13000000000011,2022-08-12 16:00:00+00:00,1904.0,2022-08-12 20:00:00+00:00,0.5840015646391519,1905.6865,True,True,2022-08-12 18:30:00+00:00,145.0,1908.2430000000002,False,True,2022-08-12 18:35:00+00:00,150.0,1910.7995,False,True,2022-08-12 18:40:00+00:00,155.0,1913.3560000000002,False,True,2022-08-12 18:40:00+00:00,155.0,1915.9125000000001,False,True,2022-08-12 18:40:00+00:00,155.0,1918.469,False,True,2022-08-12 18:40:00+00:00,155.0
development|2022-08-22|2022-08-22 15:25:00+00:00,development,2022-08-22,2022-08-22 15:25:00+00:00,1574.84,0.9007692307692292,1580.0,1528.0,52.0,2022-08-22 15:40:00+00:00,1580.46,2022-08-22 20:00:00+00:00,0.39711538461538637,1582.6,True,True,2022-08-22 15:45:00+00:00,0.0,1585.2,True,True,2022-08-22 15:45:00+00:00,0.0,1587.8,True,True,2022-08-22 15:50:00+00:00,5.0,1590.4,False,True,2022-08-22 15:50:00+00:00,5.0,1593.0,False,True,2022-08-22 15:50:00+00:00,5.0,1595.6,False,True,2022-08-22 16:00:00+00:00,15.0
development|2022-08-24|2022-08-24 15:15:00+00:00,development,2022-08-24,2022-08-24 15:15:00+00:00,1657.19,0.912745936698034,1660.25,1625.18,35.069999999999936,2022-08-24 15:20:00+00:00,1667.99,2022-08-24 20:00:00+00:00,0.95779868833761,1662.0035,True,True,2022-08-24 15:25:00+00:00,0.0,1663.757,True,True,2022-08-24 15:25:00+00:00,0.0,1665.5105,True,True,2022-08-24 15:25:00+00:00,0.0,1667.264,True,True,2022-08-24 15:25:00+00:00,0.0,1669.0175,False,True,2022-08-24 15:25:00+00:00,0.0,1670.771,False,True,2022-08-24 15:25:00+00:00,0.0
development|2022-09-08|2022-09-08 15:00:00+00:00,development,2022-09-08,2022-09-08 15:00:00+00:00,1642.59,0.9191532258064516,1646.6,1597.0,49.59999999999991,2022-09-08 19:55:00+00:00,1649.03,2022-09-08 20:00:00+00:00,0.0,1649.08,True,False,,,1651.56,False,False,,,1654.04,False,False,,,1656.52,False,False,,,1659.0,False,False,,,1661.4799999999998,False,False,,
development|2022-09-26|2022-09-26 13:50:00+00:00,development,2022-09-26,2022-09-26 13:50:00+00:00,1322.4,0.9393689986282628,1324.61,1288.16,36.44999999999982,2022-09-26 14:10:00+00:00,1325.43,2022-09-26 20:00:00+00:00,0.42222222222222705,1326.4325,False,True,2022-09-26 14:15:00+00:00,0.0,1328.2549999999999,False,True,2022-09-26 14:15:00+00:00,0.0,1330.0774999999999,False,True,2022-09-26 14:15:00+00:00,0.0,1331.8999999999999,False,True,2022-09-26 14:15:00+00:00,0.0,1333.7224999999999,False,True,2022-09-26 14:20:00+00:00,5.0,1335.5449999999998,False,True,2022-09-26 14:20:00+00:00,5.0
development|2022-11-22|2022-11-22 13:45:00+00:00,development,2022-11-22,2022-11-22 13:45:00+00:00,1115.74,0.9121287128712874,1120.0,1071.52,48.48000000000002,2022-11-22 13:50:00+00:00,1128.13,2022-11-22 20:00:00+00:00,0.47359735973597417,1122.424,True,True,2022-11-22 13:55:00+00:00,0.0,1124.848,True,True,2022-11-22 13:55:00+00:00,0.0,1127.272,True,True,2022-11-22 13:55:00+00:00,0.0,1129.696,True,True,2022-11-22 13:55:00+00:00,0.0,1132.12,False,True,2022-11-22 13:55:00+00:00,0.0,1134.544,False,True,2022-11-22 13:55:00+00:00,0.0
development|2022-12-29|2022-12-29 13:45:00+00:00,development,2022-12-29,2022-12-29 13:45:00+00:00,1202.45,0.9018920812894278,1203.85,1189.58,14.269999999999982,2022-12-29 15:05:00+00:00,1205.04,2022-12-29 20:00:00+00:00,0.11492641906097423,1204.5635,True,True,2022-12-29 15:10:00+00:00,0.0,1205.2769999999998,True,True,2022-12-29 15:10:00+00:00,0.0,1205.9904999999999,True,False,,,1206.704,True,False,,,1207.4175,False,False,,,1208.1309999999999,False,False,,
development|2023-01-09|2023-01-09 15:35:00+00:00,development,2023-01-09,2023-01-09 15:35:00+00:00,1326.25,0.9146341463414634,1328.0,1307.5,20.5,2023-01-09 15:40:00+00:00,1331.82,2023-01-09 20:00:00+00:00,0.8292682926829268,1329.025,True,True,2023-01-09 15:45:00+00:00,0.0,1330.05,True,True,2023-01-09 15:45:00+00:00,0.0,1331.075,True,True,2023-01-09 15:45:00+00:00,0.0,1332.1,False,True,2023-01-09 15:45:00+00:00,0.0,1333.125,False,True,2023-01-09 15:45:00+00:00,0.0,1334.15,False,True,2023-01-09 15:45:00+00:00,0.0
development|2023-02-15|2023-02-15 19:00:00+00:00,development,2023-02-15,2023-02-15 19:00:00+00:00,1590.75,0.9176356589147284,1595.0,1543.4,51.59999999999991,2023-02-15 19:10:00+00:00,1605.61,2023-02-15 20:00:00+00:00,0.6724806201550408,1597.58,True,True,2023-02-15 19:15:00+00:00,0.0,1600.16,True,True,2023-02-15 19:15:00+00:00,0.0,1602.74,True,True,2023-02-15 19:15:00+00:00,0.0,1605.32,True,True,2023-02-15 19:15:00+00:00,0.0,1607.9,False,True,2023-02-15 19:15:00+00:00,0.0,1610.48,False,True,2023-02-15 19:15:00+00:00,0.0
development|2023-03-22|2023-03-22 14:30:00+00:00,development,2023-03-22,2023-03-22 14:30:00+00:00,1801.69,0.961828672880608,1802.55,1780.02,22.529999999999973,2023-03-22 14:40:00+00:00,1803.77,2023-03-22 20:00:00+00:00,0.7478916999556217,1803.6765,True,True,2023-03-22 14:45:00+00:00,0.0,1804.8029999999999,False,True,2023-03-22 14:45:00+00:00,0.0,1805.9295,False,True,2023-03-22 14:45:00+00:00,0.0,1807.056,False,True,2023-03-22 14:45:00+00:00,0.0,1808.1825,False,True,2023-03-22 14:45:00+00:00,0.0,1809.309,False,True,2023-03-22 14:45:00+00:00,0.0
development|2023-05-12|2023-05-12 13:55:00+00:00,development,2023-05-12,2023-05-12 13:55:00+00:00,1774.62,0.9081177520071292,1776.68,1754.26,22.420000000000076,2023-05-12 14:10:00+00:00,1779.22,2023-05-12 20:00:00+00:00,0.8171275646743923,1777.8010000000002,True,True,2023-05-12 14:15:00+00:00,0.0,1778.922,True,True,2023-05-12 14:15:00+00:00,0.0,1780.0430000000001,True,True,2023-05-12 14:15:00+00:00,0.0,1781.164,True,True,2023-05-12 14:15:00+00:00,0.0,1782.285,True,True,2023-05-12 14:15:00+00:00,0.0,1783.4060000000002,False,True,2023-05-12 19:55:00+00:00,340.0
development|2023-06-08|2023-06-08 14:50:00+00:00,development,2023-06-08,2023-06-08 14:50:00+00:00,1855.19,0.910925196850396,1857.0,1836.68,20.319999999999936,2023-06-08 15:40:00+00:00,1857.1,2023-06-08 20:00:00+00:00,0.17372047244094407,1858.016,False,True,2023-06-08 15:45:00+00:00,0.0,1859.032,False,True,2023-06-08 15:45:00+00:00,0.0,1860.048,False,True,2023-06-08 15:50:00+00:00,5.0,1861.064,False,False,,,1862.08,False,False,,,1863.096,False,False,,
