side,atoms,k,disc_n,disc_wr,disc_exp,val_n,val_wr,val_exp,pooled_n,pooled_wr,pooled_exp,val_quartiles,candidate80,validated80
SHORT,COMPRESSED + OI_BUILD_4H + TOP_MORE_LONG + GLOBAL_LONGING,4,72,0.2361111111111111,-0.001232614786451632,1,1.0,0.0135,73,0.2465753424657534,-0.0010307981455413358,1,False,False
SHORT,COMPRESSED + OI_BUILD_4H + TOP_MORE_LONG + METRIC_SELL,4,106,0.1320754716981132,-0.0020730379982288917,3,0.6666666666666666,0.005833333333333334,109,0.14678899082568808,-0.0018554314478189222,2,False,False
SHORT,COMPRESSED + TOP_MORE_LONG + GLOBAL_LONGING + METRIC_SELL,4,115,0.1565217391304348,-0.0005251113861203513,4,0.5,0.0055075660404509084,119,0.16806722689075632,-0.0003223323129582921,2,False,False
SHORT,OI_BUILD_1H + TOP_MORE_LONG + GLOBAL_LONGING + AGG_SELL,4,84,0.14285714285714285,-0.0018285615356740108,2,0.5,0.002705692963895329,86,0.1511627906976744,-0.0017231137566142585,1,False,False
SHORT,OI_BUILD_1H + TOP_MORE_LONG + GLOBAL_LONGING + METRIC_SELL,4,87,0.16091954022988506,-0.001337733112314633,2,0.5,0.002,89,0.16853932584269662,-0.0012627278738356529,1,False,False
SHORT,OI_BUILD_1H + TOP_MORE_LONG + AGG_SELL + METRIC_SELL,4,98,0.11224489795918367,-0.0026570519266776713,2,0.5,0.002,100,0.12,-0.002563910888144118,1,False,False
SHORT,OI_BUILD_1H + TOP_MORE_LONG + AGG_SELL + HIGH_VOLUME,4,75,0.09333333333333334,-0.003599598536429258,2,0.5,0.008012064752596188,77,0.1038961038961039,-0.0032979968925584673,1,False,False
SHORT,OI_BUILD_1H + TOP_MORE_LONG + AGG_SELL + HIGH_FUNDING,4,107,0.17757009345794392,-0.0013037665580259133,2,0.5,0.008012064752596188,109,0.1834862385321101,-0.0011328338734273424,1,False,False
SHORT,OI_BUILD_4H + TOP_MORE_LONG + GLOBAL_LONGING + METRIC_SELL,4,53,0.20754716981132076,-0.0007891523515488727,2,0.5,0.003953040672119318,55,0.21818181818181817,-0.0006167089688700294,2,False,False
SHORT,TOP_MORE_LONG + GLOBAL_LONGING + METRIC_SELL + HIGH_FUNDING,4,144,0.2222222222222222,0.0002654033142008808,2,0.5,0.002,146,0.22602739726027396,0.0002891649126364851,2,False,False
SHORT,OI_BUILD_1H + OI_BUILD_4H + TOP_LONG + LOW_BREAKOUT_POS,4,72,0.3055555555555556,7.774252548710874e-05,43,0.4883720930232558,0.004286222493452962,115,0.3739130434782609,0.0016513480787265142,2,False,False
SHORT,OI_BUILD_4H + TOP_LONG + TOP_LONGING + LOW_BREAKOUT_POS,4,53,0.24528301886792453,-0.0007766611192022541,29,0.4827586206896552,0.0051424616592228595,82,0.32926829268292684,0.001316687180484676,2,False,False
SHORT,OI_BUILD_4H + TOP_LONG + GLOBAL_LONGING + AGG_SELL,4,54,0.2222222222222222,-0.0014773109550804237,19,0.47368421052631576,0.004326241870543785,73,0.2876712328767123,3.320279405464404e-05,2,False,False
SHORT,OI_BUILD_4H + TOP_LONG + AGG_SELL + LOW_BREAKOUT_POS,4,64,0.265625,-0.0006440165421236444,30,0.4666666666666667,0.004822515876275436,94,0.32978723404255317,0.001100621463748402,2,False,False
SHORT,OI_BUILD_4H + GLOBAL_LONGING + METRIC_SELL + HIGH_FUNDING,4,76,0.17105263157894737,-0.001830456213916357,22,0.45454545454545453,0.005728337325598179,98,0.23469387755102042,-0.00013358419484166539,4,False,False
SHORT,OI_BUILD_4H + TOP_LONG + AGG_SELL + HIGH_VOLUME,4,85,0.25882352941176473,0.0003663945277596022,36,0.4444444444444444,0.004202352197743777,121,0.3140495867768595,0.0015076711899036541,2,False,False
SHORT,COMPRESSED + OI_BUILD_4H + GLOBAL_LONGING + HIGH_FUNDING,4,97,0.1958762886597938,-0.0013123494297604963,18,0.4444444444444444,0.003460645025906401,115,0.23478260869565218,-0.0005652720366995908,4,False,False
SHORT,OI_BUILD_4H + GLOBAL_LONGING + TOP_LONGING + METRIC_SELL,4,53,0.20754716981132076,-0.00016030206525387774,18,0.4444444444444444,0.003987569802189336,71,0.2676056338028169,0.0008912710842387678,4,False,False
SHORT,COMPRESSED + OI_BUILD_4H + GLOBAL_LONGING + AGG_SELL,4,48,0.16666666666666666,-0.002304567852030655,16,0.4375,0.0030510689401813786,64,0.234375,-0.0009656586539776469,4,False,False
SHORT,OI_BUILD_4H + TOP_LONG + GLOBAL_LONGING + LOW_BREAKOUT_POS,4,63,0.2222222222222222,-0.0013608735837042842,42,0.42857142857142855,0.0035683584149157964,105,0.3047619047619048,0.0006108192157437476,2,False,False
LONG,COMPRESSED + OI_BUILD_1H + GLOBAL_SHORT + METRIC_BUY,4,130,0.16153846153846155,-0.0006230032503480279,14,0.42857142857142855,0.004257205236805209,144,0.1875,-0.000148538536319241,2,False,False
SHORT,OI_BUILD_4H + TOP_LONG + AGG_SELL + HIGH_FUNDING,4,104,0.16346153846153846,-0.002158801589800234,40,0.425,0.0048689653014089935,144,0.2361111111111111,-0.0002066441200198926,2,False,False
LONG,COMPRESSED + OI_BUILD_4H + GLOBAL_SHORT + HIGH_BREAKOUT_POS,4,240,0.25833333333333336,-6.604883457706669e-05,26,0.4230769230769231,0.0039056170941798346,266,0.2744360902255639,0.0003221591133465403,1,False,False
SHORT,OI_BUILD_4H + TOP_LONG + LOW_BREAKOUT_POS + HIGH_VOLUME,4,64,0.296875,-0.0003716063166406626,29,0.41379310344827586,0.0027432412848013552,93,0.3333333333333333,0.0005996902472498583,2,False,False
SHORT,OI_BUILD_1H + TOP_LONG + TOP_LONGING + LOW_BREAKOUT_POS,4,79,0.26582278481012656,-0.0008654614206849944,44,0.4090909090909091,0.0029206888134729156,123,0.3170731707317073,0.00048893378503003,2,False,False
SHORT,GLOBAL_LONGING + TOP_LONGING + METRIC_SELL + HIGH_FUNDING,4,126,0.1746031746031746,-0.00206683395842564,47,0.40425531914893614,0.001993558450533411,173,0.23699421965317918,-0.0009637215698645105,4,False,False
LONG,COMPRESSED + OI_BUILD_1H + GLOBAL_SHORT + HIGH_BREAKOUT_POS,4,201,0.24875621890547264,-8.821544308126589e-05,15,0.4,0.004009242592408254,216,0.25925925925925924,0.00019633025382772868,2,False,False
LONG,COMPRESSED + GLOBAL_SHORT + GLOBAL_SHORTING + METRIC_BUY,4,91,0.16483516483516483,-0.0003682861194291325,15,0.4,0.004531709260366013,106,0.19811320754716982,0.0003251094531833881,2,False,False
SHORT,COMPRESSED + OI_BUILD_4H + AGG_SELL + HIGH_VOLUME,4,41,0.2926829268292683,3.150228317876433e-05,15,0.4,0.0031206089595981015,56,0.32142857142857145,0.0008589415715053725,4,False,False
SHORT,COMPRESSED + OI_BUILD_1H + AGG_SELL + HIGH_VOLUME,4,36,0.25,-0.0011364565924888081,10,0.4,0.0028692093956382927,46,0.2826086956521739,-0.0002656596385481342,4,False,False
SHORT,COMPRESSED + OI_BUILD_1H + TOP_MORE_LONG + GLOBAL_LONGING,4,121,0.1652892561983471,-0.0013612028319682854,5,0.4,0.005571667680527378,126,0.1746031746031746,-0.001086088922742267,2,False,False
SHORT,COMPRESSED + OI_BUILD_4H + TOP_LONG + TOP_MORE_LONG,4,73,0.2191780821917808,-0.0011475370301876505,5,0.4,0.005885096905050688,78,0.23076923076923078,-0.0006967271625441673,1,False,False
SHORT,COMPRESSED + OI_BUILD_4H + TOP_MORE_LONG + HIGH_FUNDING,4,165,0.17575757575757575,-0.0024383525741492494,5,0.4,0.008053770201404948,170,0.18235294117647058,-0.00212976072780942,1,False,False
SHORT,OI_BUILD_4H + TOP_LONGING + METRIC_SELL + LOW_BREAKOUT_POS,4,42,0.16666666666666666,-0.0014798681406140723,18,0.3888888888888889,0.0018874669841312728,60,0.23333333333333334,-0.00046966760319046877,4,False,False
SHORT,OI_BUILD_4H + TOP_LONG + METRIC_SELL + HIGH_FUNDING,4,121,0.2066115702479339,-0.0012787668207950402,62,0.3870967741935484,0.004415367189584089,183,0.2677595628415301,0.0006503933357268499,2,False,False
SHORT,OI_BUILD_1H + GLOBAL_LONGING + TOP_LONGING + METRIC_SELL,4,71,0.22535211267605634,-0.000563823864622061,21,0.38095238095238093,0.0027983590112379284,92,0.2608695652173913,0.00020363092225902355,4,False,False
SHORT,OI_BUILD_1H + TOP_LONGING + AGG_SELL + METRIC_SELL,4,67,0.1791044776119403,-0.0010294264421078054,21,0.38095238095238093,0.004021157500249551,88,0.22727272727272727,0.0001758265441365636,4,False,False
SHORT,OI_BUILD_4H + AGG_SELL + METRIC_SELL + HIGH_VOLUME,4,103,0.17475728155339806,-0.0020415163433226695,29,0.3793103448275862,0.0026558998174328005,132,0.2196969696969697,-0.001009508247399119,4,False,False
SHORT,OI_BUILD_4H + TOP_LONG + GLOBAL_LONGING + HIGH_FUNDING,4,96,0.23958333333333334,-0.0017405382425002836,45,0.37777777777777777,0.0027783524453099994,141,0.28368794326241137,-0.0002983390868161505,2,False,False
SHORT,OI_BUILD_4H + GLOBAL_LONG + TOP_LONG + LOW_BREAKOUT_POS,4,111,0.24324324324324326,-0.0008000504590639536,85,0.3764705882352941,0.002621887942358292,196,0.3010204081632653,0.00068395343951202,2,False,False
SHORT,OI_BUILD_1H + AGG_SELL + METRIC_SELL + HIGH_VOLUME,4,89,0.24719101123595505,-0.0010979520263951813,32,0.375,0.002928061636609107,121,0.2809917355371901,-3.322114031140304e-05,4,False,False
SHORT,COMPRESSED + OI_BUILD_4H + LOW_BREAKOUT_POS + HIGH_VOLUME,4,23,0.34782608695652173,-6.6749107435400554e-06,16,0.375,0.0021813936360690267,39,0.358974358974359,0.0008909942366667436,4,False,False
LONG,COMPRESSED + OI_BUILD_1H + GLOBAL_SHORT + GLOBAL_SHORTING,4,109,0.26605504587155965,0.0002477011566766781,8,0.375,0.003260311459973587,117,0.27350427350427353,0.00045369160476535557,2,False,False
SHORT,OI_BUILD_4H + GLOBAL_LONG + TOP_LONGING + LOW_BREAKOUT_POS,4,100,0.21,-0.0022241801114043862,62,0.3709677419354839,0.002334588634833542,162,0.2716049382716049,-0.00047946614679480895,4,False,False
SHORT,OI_BUILD_1H + AGG_SELL + METRIC_SELL + HIGH_FUNDING,4,98,0.16326530612244897,-0.0023381115569445594,27,0.37037037037037035,0.0030572307306192177,125,0.208,-0.0011727176228307841,4,False,False
LONG,COMPRESSED + OI_BUILD_4H + GLOBAL_SHORT + METRIC_BUY,4,122,0.19672131147540983,-0.00045795782372662667,19,0.3684210526315789,0.0025669884029158345,141,0.2198581560283688,-5.0340956306720406e-05,1,False,False
SHORT,COMPRESSED + OI_BUILD_4H + LOW_BREAKOUT_POS + HIGH_FUNDING,4,64,0.15625,-0.0035057973322274874,30,0.36666666666666664,0.0028302567761472907,94,0.22340425531914893,-0.0014836524040227706,4,False,False
