partition,outcome,n,local_low_breach_rate,median_minutes_to_mae,median_minutes_to_mfe,median_detector_exit_return,reach_1r_rate,reach_1p5r_rate,reach_2r_rate,mae_pct_entry_p25,mae_pct_entry_p50,mae_pct_entry_p75,mae_pct_entry_p90,mfe_pct_entry_p25,mfe_pct_entry_p50,mfe_pct_entry_p75,mfe_pct_entry_p90,mae_local_r_p25,mae_local_r_p50,mae_local_r_p75,mae_local_r_p90,mfe_local_r_p25,mfe_local_r_p50,mfe_local_r_p75,mfe_local_r_p90
external,ALL,6,0.6666666666666666,90.0,190.0,0.00635775210500622,1.0,0.8333333333333334,0.8333333333333334,0.002272517231449894,0.003525926171526242,0.005394580159365171,0.027007202466262925,0.005021165946146652,0.010202287003969732,0.021640207422569776,0.02764466725814755,0.773242462334416,2.065135230284935,5.474931347381078,10.680621904607328,3.011575821492385,4.154676506623234,5.969140564444827,7.713738933917923
external,TRANSITION,5,0.6,60.0,230.0,0.006688872272449187,1.0,1.0,1.0,0.0020262134694327325,0.0030114285175013786,0.004040423825551105,0.0051237488926023575,0.009220199503600382,0.011184374504339081,0.025125485061980007,0.028148503697381057,0.359114949779226,2.015624999999986,2.114645460569884,4.802874170018839,3.85624999999992,4.453103013246548,6.474486414844254,7.961589437732657
external,RESUME,1,1.0,460.0,140.0,-0.04709227091341095,1.0,0.0,0.0,0.04816843932855599,0.04816843932855599,0.04816843932855599,0.04816843932855599,0.0036214880936620755,0.0036214880936620755,0.0036214880936620755,0.0036214880936620755,14.766217166229845,14.766217166229845,14.766217166229845,14.766217166229845,1.1101808653415852,1.1101808653415852,1.1101808653415852,1.1101808653415852
development,ALL,20,0.8,182.5,167.5,-0.0024466325890952767,0.7,0.55,0.5,0.005879202465615005,0.007850713388395544,0.015847214871026506,0.022894530908025634,0.0039992331956191516,0.0064493856933140435,0.012838532360394906,0.022883801591567002,1.5441204743816495,2.2172254217679535,5.06079461485233,11.30169804545255,0.9359369346779081,2.0785619936596937,4.619741267086047,11.334553869587618
development,TRANSITION,11,0.7272727272727273,130.0,215.0,0.00149343339587249,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.003615852848533649,0.00614453595364187,0.007850713388395544,0.015533882203926461,0.00440973474702543,0.00624765478424015,0.01822733750233815,0.03299254409806378,0.9860342904116075,2.195329087048846,2.78891676002139,4.773545706371163,1.3767277611681519,3.3979591836734695,7.579058628033007,16.7514792899393
development,RESUME,9,0.8888888888888888,300.0,110.0,-0.010600217085055763,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.00830115830115835,0.013165079541498969,0.019987664225791044,0.025777600458526007,0.004038924719742196,0.006651116602387936,0.011234074664605577,0.013709366742607747,1.8860958366064948,3.718749999999954,6.269318181818232,11.437592982096385,0.8424717145343608,1.371833348044838,3.5734485467401185,5.502898289828873
reference_validation,ALL,8,0.75,205.0,127.5,-0.0013989219811195719,0.625,0.625,0.625,0.005893819333975134,0.010059450682378996,0.012206762085432471,0.017658210885502193,0.004079879989802417,0.007175053657718025,0.012473934264577914,0.013850235164656898,0.938209356296582,2.5469886220956086,4.659828112675716,7.3545254555568285,0.8063365497289006,2.3399974583927565,4.835348461550545,7.5434656239817945
reference_validation,TRANSITION,6,0.6666666666666666,120.0,127.5,0.0051738566759654825,0.5,0.5,0.5,0.005749472532825701,0.00796358508619385,0.01010858730464957,0.01486773623942058,0.0033869439507489213,0.007175053657718025,0.012093319969795808,0.014018778693808078,0.7838475632099953,1.4649861575364826,2.8631919020268684,3.9125727569817474,0.6262379025878131,1.7549348524520647,3.837507298239613,5.425181802649835
reference_validation,RESUME,2,1.0,712.5,237.5,-0.009948732133330751,1.0,1.0,1.0,0.012206762085432471,0.013749692018824453,0.015292621952216433,0.016218379912251623,0.006539849025921503,0.00839304570476784,0.010246242383614174,0.011358160390921974,6.9124481220784855,9.122834789470208,11.33322145686193,12.659453457296962,3.9832763843755417,5.900041683570255,7.8168069827649695,8.966866162281798
POOLED_OOS,ALL,14,0.7142857142857143,122.5,155.0,0.0051738566759654825,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.00326867734451381,0.005905979169259855,0.010537305095760403,0.01875508955202724,0.0038877791570153487,0.008400609884996616,0.013222924668812723,0.021919880798391824,0.7838475632099953,2.065135230284935,4.687983674016414,11.459033679873006,1.349263420301396,3.2931338809948967,5.969140564444827,8.248548562548642
POOLED_OOS,TRANSITION,11,0.6363636363636364,75.0,160.0,0.006026631937563254,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.0025188209934670558,0.005677299132250985,0.00796358508619385,0.010157723926920144,0.00451432498351368,0.009220199503600382,0.014018778693808078,0.025125485061980007,0.538505794512409,1.91458206223309,2.647020321264006,4.645750332005367,1.7549348524520647,3.85624999999992,5.463794714045401,6.604848484848414
POOLED_OOS,RESUME,3,1.0,670.0,140.0,-0.012145478415711675,1.0,0.6666666666666666,0.6666666666666666,0.013749692018824453,0.016835551885608414,0.0325019956070822,0.04190186183996648,0.004154070220368622,0.0046866523470751684,0.00839304570476784,0.010616881719383442,9.122834789470208,13.543608124253652,14.154912645241748,14.521695357834606,1.5883459752612066,2.066511085180828,5.900041683570255,8.200160042603912
POOLED_MAJOR,ALL,34,0.7647058823529411,140.0,160.0,-0.0008586001291248646,0.7352941176470589,0.6176470588235294,0.5882352941176471,0.004431816793007162,0.00725194277780127,0.014941681538319589,0.021849096365996398,0.003919850147373064,0.007175053657718025,0.013253070104584042,0.024116021937306206,1.108131263407135,2.1549872738093647,4.755674643450063,12.117067665315563,1.0028642223797142,2.671750796797279,5.532726827297125,9.593155344597387
POOLED_MAJOR,TRANSITION,22,0.6818181818181818,120.0,210.0,0.00499452349662366,0.7727272727272727,0.6818181818181818,0.6363636363636364,0.0030128257148516716,0.0057616323681104215,0.00805629772978329,0.014996266376225842,0.004144946685137725,0.008400609884996616,0.014630584647878224,0.02966001301508159,0.6159523809524009,2.0174484743041035,2.810926160440249,4.760766168934584,1.3363230642575454,3.4713590868635222,6.329015169128353,9.234263386975986
POOLED_MAJOR,RESUME,12,0.9166666666666666,407.5,125.0,-0.011372847750383719,0.6666666666666666,0.5,0.5,0.010073163689319955,0.014976146206912802,0.021271656195003152,0.02806648970412889,0.003934565563222166,0.005670869717762064,0.011364178896069443,0.012064944315260564,2.047689110533016,5.312301397491299,11.505540450418302,13.441722559352995,0.9359369346779081,1.719172216612833,3.728950046418717,9.179760508309167
