role,partition,dev_block,execution_start,loss_class,episode_class_before_a8,lane,window_min,H,L,R,parent_pnl,parent_pnl_5bps,h2_recovery_pnl,h2_recovery_pnl_5bps,episode_pnl_before_a8,episode_pnl_before_a8_5bps,h2_exit_ts,reclaim_signal_ts,reclaim_signal_close,reentry_ts,reentry_price,a8_exit_ts,a8_exit_price,a8_exit_reason,a8_invalidation_close_ts,a8_pnl,a8_pnl_5bps,a8_won,a8_won_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,selection_scope
CLOCK_SUPPORT,external,,2020-12-21 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,1.55,1.5169,0.0331000000000001,-0.7419354838709702,-0.9919354838709702,-0.2258064516129643,-0.4758064516129643,-0.9677419354839345,-1.4677419354839345,2020-12-21 21:45:00+00:00,2020-12-21 21:45:00+00:00,1.5529,2020-12-21 21:50:00+00:00,1.5522,2020-12-21 23:15:00+00:00,1.5484,FAILED_RECLAIM,2020-12-21 23:10:00+00:00,-1.2240690632650542,-1.4740690632650542,False,False,-2.1918109987489887,-2.9418109987489887,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-01-10 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,3.454,3.2236,0.2304000000000003,-0.3908511870295839,-0.6408511870295839,-0.37637521713956845,-0.6263752171395685,-0.7672264041691523,-1.2672264041691523,2021-01-10 22:40:00+00:00,2021-01-10 22:40:00+00:00,3.4586,2021-01-10 22:45:00+00:00,3.4581,2021-01-10 22:55:00+00:00,3.4292,FAILED_RECLAIM,2021-01-10 22:50:00+00:00,-4.178595182325551,-4.428595182325551,False,False,-4.945821586494703,-5.695821586494703,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-01-17 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,3.7056,3.449,0.2566000000000001,-2.7795768566493684,-3.029576856649369,-1.6191709844559643,-1.8691709844559643,-4.398747841105333,-4.898747841105333,2021-01-17 17:35:00+00:00,2021-01-17 17:35:00+00:00,3.7417,2021-01-17 17:40:00+00:00,3.7409,2021-01-17 17:45:00+00:00,3.80824,TARGET,,9.00050789916862,8.75050789916862,True,True,4.601760058063286,3.8517600580632863,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-02-03 17:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,5.7104,5.1897,0.5206999999999997,-0.3502381619500672,-0.6002381619500672,-0.472821518632649,-0.722821518632649,-0.8230596805827162,-1.3230596805827162,2021-02-04 00:15:00+00:00,2021-02-04 00:30:00+00:00,5.7146,2021-02-04 00:35:00+00:00,5.7142,2021-02-04 02:10:00+00:00,5.91868,TARGET,,17.8922683840258,17.6422683840258,True,True,17.069208703443085,16.319208703443085,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-02-06 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,6.0719,5.7099,0.3620000000000001,-1.185790279813581,-1.435790279813581,-1.391656647836803,-1.641656647836803,-2.577446927650384,-3.077446927650384,2021-02-06 19:40:00+00:00,2021-02-06 19:40:00+00:00,6.0853,2021-02-06 19:45:00+00:00,6.082,2021-02-06 21:05:00+00:00,6.2167,TARGET,,11.073659980269657,10.823659980269657,True,True,8.496213052619272,7.7462130526192725,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-02-08 17:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,8.0197,7.0749,0.9448,-0.3616095365163718,-0.6116095365163718,-0.39278277242288384,-0.6427827724228838,-0.7543923089392557,-1.2543923089392557,2021-02-08 21:35:00+00:00,2021-02-08 21:40:00+00:00,8.0415,2021-02-08 21:45:00+00:00,8.0412,2021-02-08 21:55:00+00:00,7.9975,FAILED_RECLAIM,2021-02-08 21:50:00+00:00,-2.7172561309257715,-2.9672561309257715,False,False,-3.471648439865027,-4.221648439865027,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-03-07 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,13.8696,13.3797,0.4899000000000004,-2.065668800830589,-2.315668800830589,-0.7246063332756458,-0.9746063332756458,-2.790275134106235,-3.290275134106235,2021-03-07 18:30:00+00:00,2021-03-07 18:45:00+00:00,13.8986,2021-03-07 18:50:00+00:00,13.897,2021-03-07 19:00:00+00:00,13.7339,FAILED_RECLAIM,2021-03-07 18:55:00+00:00,-5.868172986975617,-6.118172986975617,False,False,-8.658448121081852,-9.408448121081852,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-03-25 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,13.0627,12.6159,0.4467999999999996,-0.0535876962649561,-0.3035876962649562,-0.2679384813246699,-0.5179384813246699,-0.321526177589626,-0.8215261775896261,2021-03-25 22:40:00+00:00,2021-03-25 23:05:00+00:00,13.0818,2021-03-25 23:10:00+00:00,13.0818,2021-03-25 23:20:00+00:00,12.9824,FAILED_RECLAIM,2021-03-25 23:15:00+00:00,-3.79917136785457,-4.04917136785457,False,False,-4.120697545444196,-4.870697545444196,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-03-29 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,18.6908,18.0394,0.6513999999999989,-0.4119673850236371,-0.6619673850236372,-0.16585699916538132,-0.4158569991653813,-0.5778243841890185,-1.0778243841890185,2021-03-29 22:35:00+00:00,2021-03-29 22:40:00+00:00,18.7646,2021-03-29 22:45:00+00:00,18.7664,2021-03-29 23:35:00+00:00,18.951359999999998,TARGET,,4.927956347514639,4.677956347514639,True,True,4.350131963325621,3.600131963325621,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-04-12 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,28.4929,26.851,1.6418999999999997,-0.1000249184884283,-0.3500249184884283,-1.1494091510516613,-1.3994091510516613,-1.2494340695400896,-1.7494340695400896,2021-04-12 23:40:00+00:00,2021-04-12 23:45:00+00:00,28.6177,2021-04-12 23:50:00+00:00,28.6177,2021-04-13 01:45:00+00:00,28.4486,FAILED_RECLAIM,2021-04-13 01:40:00+00:00,-2.954465243538096,-3.2044652435380963,False,False,-4.203899313078185,-4.953899313078185,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-04-15 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,27.7735,27.1408,0.6326999999999998,-0.1278196842313117,-0.3778196842313117,-0.07381136695044921,-0.3238113669504492,-0.20163105118176092,-0.701631051181761,2021-04-16 03:30:00+00:00,2021-04-16 03:30:00+00:00,27.9317,2021-04-16 03:35:00+00:00,27.928,2021-04-16 03:50:00+00:00,28.02658,TARGET,,1.764895445431125,1.514895445431125,True,True,1.563264394249364,0.813264394249364,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-04-16 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,26.1245,24.9098,1.2147000000000006,-2.137839958659571,-2.387839958659571,-0.4440276368926077,-0.6940276368926077,-2.5818675955521786,-3.0818675955521786,2021-04-17 08:35:00+00:00,2021-04-17 08:35:00+00:00,26.2789,2021-04-17 08:40:00+00:00,26.2713,2021-04-17 09:50:00+00:00,26.1005,FAILED_RECLAIM,2021-04-17 09:45:00+00:00,-3.2506956260253683,-3.5006956260253688,False,False,-5.832563221577547,-6.582563221577548,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-04-19 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,34.9967,30.028,4.968699999999998,-2.2587843996719204,-2.508784399671921,-3.007426414490477,-3.257426414490477,-5.266210814162397,-5.766210814162398,2021-04-19 19:30:00+00:00,2021-04-19 19:35:00+00:00,35.1714,2021-04-19 19:40:00+00:00,35.1796,2021-04-19 19:50:00+00:00,34.62,FAILED_RECLAIM,2021-04-19 19:45:00+00:00,-7.953473035509251,-8.203473035509251,False,False,-13.219683849671648,-13.96968384967165,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-04-27 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,44.8809,42.567,2.3138999999999967,-0.5982500350928954,-0.8482500350928954,-0.9692319004297456,-1.2192319004297456,-1.567481935522641,-2.067481935522641,2021-04-28 12:20:00+00:00,2021-04-28 12:25:00+00:00,45.294,2021-04-28 12:30:00+00:00,45.2711,2021-04-28 12:55:00+00:00,44.8595,FAILED_RECLAIM,2021-04-28 12:50:00+00:00,-4.54594653100987,-4.795946531009871,False,False,-6.113428466532511,-6.863428466532511,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-05-08 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,45.4999,43.4275,2.0723999999999947,-0.725276319288537,-0.975276319288537,-0.11758267600586736,-0.36758267600586736,-0.8428589952944043,-1.3428589952944043,2021-05-09 04:50:00+00:00,2021-05-09 04:50:00+00:00,45.747,2021-05-09 04:55:00+00:00,45.7525,2021-05-09 05:20:00+00:00,45.4216,FAILED_RECLAIM,2021-05-09 05:15:00+00:00,-3.616195836293079,-3.8661958362930795,False,False,-4.459054831587483,-5.209054831587483,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-05-23 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,24.458,19.127,5.331,-5.540109575598917,-5.790109575598917,-5.846757707089645,-6.096757707089645,-11.386867282688563,-11.886867282688563,2021-05-23 23:15:00+00:00,2021-05-23 23:15:00+00:00,24.667,2021-05-23 23:20:00+00:00,24.651,2021-05-23 23:40:00+00:00,24.364,FAILED_RECLAIM,2021-05-23 23:35:00+00:00,-5.821264857409414,-6.071264857409414,False,False,-17.208132140097977,-17.958132140097977,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-05-27 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,35.026,33.055,1.971000000000004,-0.5281790669788844,-0.7781790669788844,-0.8136812653457559,-1.063681265345756,-1.3418603323246403,-1.8418603323246403,2021-05-27 22:00:00+00:00,2021-05-27 22:00:00+00:00,35.035,2021-05-27 22:05:00+00:00,35.03,2021-05-27 22:15:00+00:00,34.695,FAILED_RECLAIM,2021-05-27 22:10:00+00:00,-4.781615757921798,-5.031615757921798,False,False,-6.123476090246438,-6.873476090246438,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-06-24 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,32.575,29.982,2.5930000000000035,-0.2455871066769921,-0.4955871066769921,-2.056792018419018,-2.306792018419018,-2.30237912509601,-2.80237912509601,2021-06-24 17:30:00+00:00,2021-06-24 17:55:00+00:00,32.818,2021-06-24 18:00:00+00:00,32.817,2021-06-24 18:10:00+00:00,32.311,FAILED_RECLAIM,2021-06-24 18:05:00+00:00,-7.709418898741493,-7.959418898741494,False,False,-10.011798023837503,-10.761798023837503,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-07-14 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,31.18,28.933,2.247,-5.259781911481687,-5.509781911481687,-0.43296985246954467,-0.6829698524695447,-5.6927517639512315,-6.1927517639512315,2021-07-15 00:05:00+00:00,2021-07-15 00:20:00+00:00,31.187,2021-07-15 00:25:00+00:00,31.185,2021-07-15 01:00:00+00:00,31.1,FAILED_RECLAIM,2021-07-15 00:55:00+00:00,-1.3628346961679916,-1.6128346961679916,False,False,-7.055586460119223,-7.805586460119223,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-07-20 17:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,23.941,22.6,1.3409999999999975,-1.5663506119209525,-1.8163506119209525,-1.670773986048979,-1.920773986048979,-3.2371245979699315,-3.7371245979699315,2021-07-21 03:50:00+00:00,2021-07-21 03:50:00+00:00,23.988,2021-07-21 03:55:00+00:00,23.994,2021-07-21 04:10:00+00:00,24.4774,TARGET,,10.073351671251118,9.823351671251118,True,True,6.8362270732811865,6.0862270732811865,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-07-22 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,28.058,26.83,1.2280000000000015,-1.2652362962435326,-1.5152362962435326,-0.14256183619643092,-0.3925618361964309,-1.4077981324399635,-1.9077981324399635,2021-07-23 01:50:00+00:00,2021-07-23 01:50:00+00:00,28.173,2021-07-23 01:55:00+00:00,28.17,2021-07-23 02:05:00+00:00,28.5492,TARGET,,6.73056443024489,6.48056443024489,True,True,5.322766297804926,4.572766297804926,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-08-12 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,41.214,39.363,1.850999999999999,-1.0918619886445824,-1.3418619886445824,-2.074537778424812,-2.324537778424812,-3.1663997670693944,-3.6663997670693944,2021-08-12 23:45:00+00:00,2021-08-13 00:00:00+00:00,41.364,2021-08-13 00:05:00+00:00,41.359,2021-08-13 00:20:00+00:00,40.794,FAILED_RECLAIM,2021-08-13 00:15:00+00:00,-6.830435938973423,-7.080435938973423,False,False,-9.996835706042818,-10.746835706042818,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-08-14 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,44.231,43.079,1.152000000000001,-0.972168840858212,-1.222168840858212,-2.4191178132983437,-2.669117813298344,-3.3912866541565556,-3.8912866541565565,2021-08-15 00:35:00+00:00,2021-08-15 00:50:00+00:00,44.491,2021-08-15 00:55:00+00:00,44.495,2021-08-15 01:00:00+00:00,44.6918,TARGET,,2.2114844364535813,1.961484436453581,True,True,-1.1798022177029743,-1.9298022177029754,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-08-23 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,73.246,71.6,1.6460000000000008,-1.8840619282963769,-2.1340619282963766,-0.6689785107719115,-0.9189785107719115,-2.5530404390682886,-3.053040439068288,2021-08-23 21:25:00+00:00,2021-08-23 21:25:00+00:00,73.324,2021-08-23 21:30:00+00:00,73.324,2021-08-23 21:35:00+00:00,73.9044,TARGET,,3.957776444274752,3.707776444274752,True,True,1.4047360052064635,0.6547360052064639,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-08-25 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,71.576,67.003,4.572999999999993,-1.53682798703475,-1.78682798703475,-0.04889907231470092,-0.2988990723147009,-1.585727059349451,-2.085727059349451,2021-08-25 23:25:00+00:00,2021-08-25 23:25:00+00:00,71.67,2021-08-25 23:30:00+00:00,71.686,2021-08-25 23:40:00+00:00,71.475,FAILED_RECLAIM,2021-08-25 23:35:00+00:00,-1.4716960075887298,-1.7216960075887298,False,False,-3.0574230669381808,-3.8074230669381808,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-08-28 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,96.607,91.525,5.081999999999994,-0.06210730071321,-0.31210730071321,-1.9408531472874802,-2.1908531472874806,-2.00296044800069,-2.5029604480006906,2021-08-29 00:00:00+00:00,2021-08-29 00:05:00+00:00,96.764,2021-08-29 00:10:00+00:00,96.754,2021-08-29 00:20:00+00:00,96.057,FAILED_RECLAIM,2021-08-29 00:15:00+00:00,-3.601918266945059,-3.8519182669450593,False,False,-5.604878714945749,-6.35487871494575,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-09-03 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,143.49,138.287,5.203000000000003,-2.3346574674193987,-2.584657467419399,-1.961809185309138,-2.2118091853091384,-4.296466652728537,-4.796466652728538,2021-09-03 20:30:00+00:00,2021-09-03 20:30:00+00:00,143.63,2021-09-03 20:35:00+00:00,143.635,2021-09-03 20:50:00+00:00,143.364,FAILED_RECLAIM,2021-09-03 20:45:00+00:00,-0.9433633863611957,-1.1933633863611957,False,False,-5.239830039089732,-5.989830039089734,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-09-04 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,143.722,138.5,5.222000000000008,-3.468501690764181,-3.718501690764181,-0.37224642017225085,-0.6222464201722508,-3.8407481109364316,-4.340748110936431,2021-09-05 02:10:00+00:00,2021-09-05 02:10:00+00:00,143.822,2021-09-05 02:15:00+00:00,143.838,2021-09-05 02:25:00+00:00,143.343,FAILED_RECLAIM,2021-09-05 02:20:00+00:00,-1.7206857714929247,-1.970685771492925,False,False,-5.561433882429356,-6.311433882429356,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-09-17 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,145.99,137.56,8.430000000000007,-0.6062059045141011,-0.8562059045141011,-0.45208575929861494,-0.7020857592986149,-1.058291663812716,-1.558291663812716,2021-09-17 23:30:00+00:00,2021-09-17 23:30:00+00:00,146.781,2021-09-17 23:35:00+00:00,146.768,2021-09-18 00:10:00+00:00,145.798,FAILED_RECLAIM,2021-09-18 00:05:00+00:00,-3.304535048511914,-3.554535048511914,False,False,-4.36282671232463,-5.11282671232463,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-09-28 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,136.449,129.429,7.02000000000001,-2.78125893190867,-3.0312589319086705,-1.1066405763326403,-1.3566405763326403,-3.8878995082413104,-4.387899508241311,2021-09-29 02:25:00+00:00,2021-09-29 02:25:00+00:00,137.108,2021-09-29 02:30:00+00:00,137.099,2021-09-29 03:50:00+00:00,139.257,TARGET,,7.870225165756195,7.620225165756195,True,True,3.9823256575148847,3.2323256575148838,True,True,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-09-29 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,138.673,134.0,4.673000000000002,-0.2920539686888657,-0.5420539686888657,-0.11177374110321603,-0.36177374110321603,-0.4038277097920817,-0.9038277097920817,2021-09-30 02:35:00+00:00,2021-09-30 03:00:00+00:00,138.701,2021-09-30 03:05:00+00:00,138.712,2021-09-30 03:20:00+00:00,138.552,FAILED_RECLAIM,2021-09-30 03:15:00+00:00,-0.5767345290962345,-0.8267345290962345,False,False,-0.9805622388883162,-1.7305622388883162,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-11-19 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,217.1,203.3,13.799999999999985,-0.7047443574389467,-0.9547443574389468,-0.2924919391985026,-0.5424919391985026,-0.9972362966374493,-1.4972362966374493,2021-11-19 19:35:00+00:00,2021-11-19 19:35:00+00:00,217.101,2021-11-19 19:40:00+00:00,217.15,2021-11-19 20:15:00+00:00,216.971,FAILED_RECLAIM,2021-11-19 20:10:00+00:00,-0.4121574948192652,-0.6621574948192652,False,False,-1.4093937914567145,-2.1593937914567145,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-11-23 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,223.568,211.874,11.694000000000017,-1.3195090531739615,-1.5695090531739615,-0.9303657052888159,-1.180365705288816,-2.249874758462777,-2.749874758462777,2021-11-23 20:25:00+00:00,2021-11-23 20:30:00+00:00,223.859,2021-11-23 20:35:00+00:00,223.859,2021-11-23 21:55:00+00:00,223.587,FAILED_RECLAIM,2021-11-23 21:50:00+00:00,-0.6075252726046587,-0.8575252726046587,False,False,-2.857400031067436,-3.607400031067436,False,False,FROZEN_OOS
CLOCK_SUPPORT,external,,2021-12-01 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,229.77,220.767,9.003000000000014,-0.1893197545371761,-0.4393197545371761,-2.3567045306175927,-2.606704530617593,-2.5460242851547688,-3.046024285154769,2021-12-01 20:05:00+00:00,2021-12-01 20:10:00+00:00,230.274,2021-12-01 20:15:00+00:00,230.29,2021-12-01 20:25:00+00:00,226.018,FAILED_RECLAIM,2021-12-01 20:20:00+00:00,-9.27526162664466,-9.52526162664466,False,False,-11.821285911799428,-12.571285911799428,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-01-29 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,229.68,225.88,3.8000000000000114,-0.3047718564960222,-0.5547718564960222,-0.19592476489027622,-0.4459247648902762,-0.5006966213862984,-1.0006966213862984,2025-01-29 18:40:00+00:00,2025-01-29 18:45:00+00:00,229.87,2025-01-29 18:50:00+00:00,229.88,2025-01-29 18:55:00+00:00,231.20000000000002,TARGET,,2.8710631633895867,2.6210631633895867,True,True,2.3703665420032882,1.6203665420032882,True,True,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-02-19 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,172.69,168.03,4.659999999999997,-1.4476808153338627,-1.6976808153338627,-0.11581446522668237,-0.3658144652266824,-1.563495280560545,-2.063495280560545,2025-02-20 04:10:00+00:00,2025-02-20 04:10:00+00:00,173.46,2025-02-20 04:15:00+00:00,173.45,2025-02-20 04:20:00+00:00,174.554,TARGET,,3.1824733352551204,2.9324733352551204,True,True,1.6189780546945753,0.8689780546945753,True,True,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-02-25 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,145.0,134.4,10.599999999999994,-3.5862068965517024,-3.836206896551703,-0.48275862068958286,-0.7327586206895829,-4.068965517241285,-4.568965517241286,2025-02-25 20:45:00+00:00,2025-02-25 20:45:00+00:00,145.04,2025-02-25 20:50:00+00:00,145.04,2025-02-25 21:00:00+00:00,144.53,FAILED_RECLAIM,2025-02-25 20:55:00+00:00,-1.758135686707074,-2.0081356867070745,False,False,-5.827101203948359,-6.57710120394836,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-03-11 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,126.71,118.53,8.179999999999993,-0.7102833241259265,-0.9602833241259264,-0.1973009233683376,-0.4473009233683376,-0.9075842474942641,-1.4075842474942641,2025-03-11 20:40:00+00:00,2025-03-11 20:40:00+00:00,127.0,2025-03-11 20:45:00+00:00,127.0,2025-03-11 20:55:00+00:00,126.47,FAILED_RECLAIM,2025-03-11 20:50:00+00:00,-2.0866141732283627,-2.336614173228363,False,False,-2.994198420722627,-3.7441984207226273,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-03-18 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,123.96,121.66,2.299999999999997,-0.1613423685059567,-0.4113423685059567,-0.5243626976443871,-0.7743626976443871,-0.6857050661503439,-1.1857050661503439,2025-03-18 19:40:00+00:00,2025-03-18 19:50:00+00:00,124.03,2025-03-18 19:55:00+00:00,124.03,2025-03-18 20:15:00+00:00,123.79,FAILED_RECLAIM,2025-03-18 20:10:00+00:00,-0.9675078610013599,-1.2175078610013599,False,False,-1.6532129271517038,-2.4032129271517038,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-04-03 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,115.54,112.17,3.3700000000000045,-1.8608274190756724,-2.1108274190756724,-0.12982516877274586,-0.37982516877274586,-1.9906525878484183,-2.4906525878484183,2025-04-03 20:20:00+00:00,2025-04-03 20:20:00+00:00,115.75,2025-04-03 20:25:00+00:00,115.74,2025-04-03 20:35:00+00:00,115.24,FAILED_RECLAIM,2025-04-03 20:30:00+00:00,-2.1600138240884803,-2.4100138240884803,False,False,-4.150666411936898,-4.900666411936898,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-04-11 17:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,121.54,117.6,3.940000000000012,-0.2056935988152264,-0.4556935988152264,-0.9461905545499749,-1.196190554549975,-1.1518841533652013,-1.6518841533652013,2025-04-11 20:40:00+00:00,2025-04-11 20:40:00+00:00,121.88,2025-04-11 20:45:00+00:00,121.87,2025-04-11 20:55:00+00:00,121.46,FAILED_RECLAIM,2025-04-11 20:50:00+00:00,-1.6821202921146194,-1.9321202921146194,False,False,-2.8340044454798208,-3.5840044454798208,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-04-19 17:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,140.71,137.57,3.140000000000015,-0.4264089261601933,-0.6764089261601933,-0.49747708052028106,-0.7474770805202811,-0.9238860066804744,-1.4238860066804744,2025-04-20 03:35:00+00:00,2025-04-20 03:50:00+00:00,140.79,2025-04-20 03:55:00+00:00,140.79,2025-04-20 04:05:00+00:00,140.61,FAILED_RECLAIM,2025-04-20 04:00:00+00:00,-0.6392499467290924,-0.8892499467290924,False,False,-1.5631359534095668,-2.313135953409567,False,False,FROZEN_OOS
CLOCK_SUPPORT,reference_validation,,2025-04-22 17:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,147.69,140.93,6.759999999999991,-0.5416751303405909,-0.7916751303405909,-1.2864784345588687,-1.5364784345588687,-1.8281535648994596,-2.3281535648994596,2025-04-23 02:00:00+00:00,2025-04-23 02:00:00+00:00,147.74,2025-04-23 02:05:00+00:00,147.74,2025-04-23 04:40:00+00:00,150.394,TARGET,,8.981995397319587,8.731995397319587,True,True,7.153841832420127,6.403841832420127,True,True,FROZEN_OOS
