stop_slippage_bps,n,wins,wr,pf,expectancy,total_net,max_loss_streak
0,229,148,0.6462882096069869,0.9959517351134987,-0.008321673666000146,-1.9056632695140334,4
2,229,146,0.6375545851528385,0.976542889053745,-0.048319447174252475,-11.065153402903817,4
5,229,145,0.6331877729257642,0.9476152715118045,-0.10831610743663006,-24.804388602988283,4
10,229,139,0.6069868995633187,0.9000696960188521,-0.2083105412072809,-47.703113936467325,4
