local_date,action,baseline_win,baseline_failed_before_H,baseline_exit_type,baseline_net_return,transition,entry_ts,entry_px,H,R,ext_R,stop_R,target_px,stop_px,gross_rr,exit_type,exit_ts,exit_px,same_bar_collision,gross_return,net_return,gross_win,net_win,pnl_usd_500,executed,trade_legs,triggered,repair_reentered,trigger_ts,trigger_r,first_leg_exit_ts,first_leg_exit_px,repair_entry_ts,repair_entry_px,repair_signal_ts
2022-07-20,BASELINE,False,False,SL,-0.009770396964172865,L_TO_L,2022-07-20 14:15:00+00:00,268.79,270.92,7.410000000000025,0.3,0.3,273.14300000000003,266.567,1.9581646423751609,SL,2022-07-20 16:30:00+00:00,266.567,False,-0.008270396964172866,-0.009770396964172865,False,False,-4.885198482086433,True,1,False,False,,,,,,,
2022-07-28,BASELINE,True,False,TP,0.02303555413196673,W_TO_W,2022-07-28 14:00:00+00:00,265.37,269.97,6.3700000000000045,0.3,0.3,271.88100000000003,263.459,3.407116692830989,TP,2022-07-28 15:25:00+00:00,271.88100000000003,False,0.02453555413196673,0.02303555413196673,True,True,11.517777065983365,True,1,False,False,,,,,,,
2022-09-07,BASELINE,True,False,TP,0.0076845558103687,W_TO_W,2022-09-07 14:10:00+00:00,265.99,266.93,5.009999999999991,0.3,0.3,268.433,264.487,1.6254158349966776,TP,2022-09-07 16:35:00+00:00,268.433,False,0.0091845558103687,0.0076845558103687,True,True,3.84227790518435,True,1,False,False,,,,,,,
2022-09-22,BASELINE,True,False,TP,0.00870128764893058,W_TO_W,2022-09-22 18:25:00+00:00,270.26,271.19,6.089999999999975,0.3,0.3,273.017,268.433,1.5090311986863754,TP,2022-09-22 19:25:00+00:00,273.017,False,0.01020128764893058,0.00870128764893058,True,True,4.35064382446529,True,1,False,False,,,,,,,
2022-10-19,BASELINE,True,False,TP,0.0028441414885776463,W_TO_W,2022-10-19 14:10:00+00:00,271.4,272.03,1.829999999999984,0.3,0.3,272.57899999999995,270.851,2.1475409836065946,TP,2022-10-19 14:20:00+00:00,272.57899999999995,False,0.004344141488577646,0.0028441414885776463,True,True,1.4220707442888232,True,1,False,False,,,,,,,
2022-11-10,BASELINE,True,False,SESSION_CLOSE,0.016127567925778685,W_TO_W,2022-11-10 14:50:00+00:00,301.8,303.88,32.98000000000002,0.3,0.3,313.774,291.906,1.2102284212654117,SESSION_CLOSE,2022-11-10 20:55:00+00:00,307.12,False,0.017627567925778687,0.016127567925778685,True,True,8.063783962889342,True,1,False,False,,,,,,,
2022-11-23,BASELINE,False,True,SESSION_CLOSE,-0.003923344889098455,L_TO_L,2022-11-23 19:25:00+00:00,297.11,300.95,25.599999999999966,0.3,0.3,308.63,289.43,1.4999999999999962,SESSION_CLOSE,2022-11-23 20:55:00+00:00,296.39,False,-0.0024233448890984555,-0.003923344889098455,False,False,-1.9616724445492275,True,1,False,False,,,,,,,
2023-01-20,BASELINE,True,False,TP,0.0035241712707181918,W_TO_W,2023-01-20 15:25:00+00:00,289.6,290.05,3.3500000000000227,0.3,0.3,291.055,288.595,1.4477611940298414,TP,2023-01-20 16:35:00+00:00,291.055,False,0.005024171270718192,0.0035241712707181918,True,True,1.762085635359096,True,1,False,False,,,,,,,
2023-01-31,BASELINE,False,False,SESSION_CLOSE,-0.0011161228406910127,L_TO_L,2023-01-31 16:00:00+00:00,312.6,313.19,5.089999999999975,0.3,0.3,314.717,311.07300000000004,1.386378519973792,SESSION_CLOSE,2023-01-31 20:55:00+00:00,312.72,False,0.00038387715930898736,-0.0011161228406910127,True,False,-0.5580614203455063,True,1,False,False,,,,,,,
2023-03-20,BASELINE,False,True,SL,-0.005746208742194501,L_TO_L,2023-03-20 16:35:00+00:00,336.3,338.34,4.759999999999991,0.3,0.3,339.768,334.872,2.4285714285714057,SL,2023-03-20 16:55:00+00:00,334.872,False,-0.004246208742194502,-0.005746208742194501,False,False,-2.873104371097251,True,1,False,False,,,,,,,
2023-03-21,BASELINE,True,False,SESSION_CLOSE,0.0008212213195251685,W_TO_W,2023-03-21 13:55:00+00:00,336.03,337.48,10.300000000000011,0.3,0.3,340.57000000000005,332.93999999999994,1.4692556634304306,SESSION_CLOSE,2023-03-21 19:55:00+00:00,336.81,False,0.0023212213195251685,0.0008212213195251685,True,True,0.41061065976258426,True,1,False,False,,,,,,,
2023-04-12,BASELINE,False,False,SL,-0.00493390357698281,L_TO_L,2023-04-12 14:50:00+00:00,321.5,321.54,3.680000000000007,0.3,0.3,322.644,320.396,1.03623188405799,SL,2023-04-12 15:05:00+00:00,320.396,False,-0.003433903576982811,-0.00493390357698281,False,False,-2.4669517884914054,True,1,False,False,,,,,,,
2023-05-08,BASELINE,False,False,SL,-0.005132694248234091,L_TO_L,2023-05-08 15:20:00+00:00,317.12,317.68,3.840000000000032,0.3,0.3,318.832,315.968,1.4861111111111187,SL,2023-05-08 17:00:00+00:00,315.968,False,-0.003632694248234092,-0.005132694248234091,False,False,-2.566347124117046,True,1,False,False,,,,,,,
2023-05-12,BASELINE,False,True,SL,-0.005564244442268161,L_TO_L,2023-05-12 14:40:00+00:00,306.33,306.79,4.150000000000034,0.3,0.3,308.035,305.085,1.3694779116466143,SL,2023-05-12 14:50:00+00:00,305.085,False,-0.004064244442268161,-0.005564244442268161,False,False,-2.7821222211340806,True,1,False,False,,,,,,,
