cohort_id,partition,date_utc,variant,entry_bar_start,entry_px,H,L,R,h2_bar_start,exit_reason,exit_bar_start,exit_ts,exit_px,f75_breach,f75_signal_bar,f75_state,conditional_exit,pnl_0,pnl_5,baseline_pnl_0,baseline_pnl_5,delta_vs_base_0,delta_vs_base_5
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,BASE_F50,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,,NO_F75_BREACH,False,4.003843487763237,3.7517676039612984,4.003843487763237,3.7517676039612984,0.0,0.0
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,F75_PRE_H2_EXIT,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,,NO_F75_BREACH,False,4.003843487763237,3.7517676039612984,4.003843487763237,3.7517676039612984,0.0,0.0
development|2022-01-25|2022-01-25 17:20:00+00:00,development,2022-01-25,F75_POST_H2_EXIT,2022-01-25 17:20:00+00:00,2452.46,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,TARGET,2022-01-25 17:20:00+00:00,2022-01-25 17:25:00+00:00,2474.0604999999996,False,,NO_F75_BREACH,False,4.003843487763237,3.7517676039612984,4.003843487763237,3.7517676039612984,0.0,0.0
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,BASE_F50,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,TARGET,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,3229.527,True,2022-02-09 15:15:00+00:00,PRE_H2,False,4.921043210494647,4.668508956016737,4.921043210494647,4.668508956016737,0.0,0.0
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,F75_PRE_H2_EXIT,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,F75_CONDITIONAL_NEXT_OPEN,2022-02-09 15:20:00+00:00,2022-02-09 15:20:00+00:00,3166.29,True,2022-02-09 15:15:00+00:00,PRE_H2,True,-4.973590526737448,-5.468769346800562,4.921043210494647,4.668508956016737,-9.894633737232095,-10.137278302817299
development|2022-02-09|2022-02-09 15:10:00+00:00,development,2022-02-09,F75_POST_H2_EXIT,2022-02-09 15:10:00+00:00,3195.52,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,TARGET,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,3229.527,True,2022-02-09 15:15:00+00:00,PRE_H2,False,4.921043210494647,4.668508956016737,4.921043210494647,4.668508956016737,0.0,0.0
development|2022-02-14|2022-02-14 13:55:00+00:00,development,2022-02-14,BASE_F50,2022-02-14 13:55:00+00:00,2937.43,2943.33,2845.07,98.25999999999976,2022-02-14 14:05:00+00:00,TARGET,2022-02-14 14:25:00+00:00,2022-02-14 14:30:00+00:00,2958.069,False,,NO_F75_BREACH,False,3.1131049931402814,2.861474256012309,3.1131049931402814,2.861474256012309,0.0,0.0
development|2022-02-14|2022-02-14 13:55:00+00:00,development,2022-02-14,F75_PRE_H2_EXIT,2022-02-14 13:55:00+00:00,2937.43,2943.33,2845.07,98.25999999999976,2022-02-14 14:05:00+00:00,TARGET,2022-02-14 14:25:00+00:00,2022-02-14 14:30:00+00:00,2958.069,False,,NO_F75_BREACH,False,3.1131049931402814,2.861474256012309,3.1131049931402814,2.861474256012309,0.0,0.0
development|2022-02-14|2022-02-14 13:55:00+00:00,development,2022-02-14,F75_POST_H2_EXIT,2022-02-14 13:55:00+00:00,2937.43,2943.33,2845.07,98.25999999999976,2022-02-14 14:05:00+00:00,TARGET,2022-02-14 14:25:00+00:00,2022-02-14 14:30:00+00:00,2958.069,False,,NO_F75_BREACH,False,3.1131049931402814,2.861474256012309,3.1131049931402814,2.861474256012309,0.0,0.0
development|2022-03-21|2022-03-21 15:15:00+00:00,development,2022-03-21,BASE_F50,2022-03-21 15:15:00+00:00,2932.34,2938.5,2873.0,65.5,2022-03-21 15:15:00+00:00,TARGET,2022-03-21 15:25:00+00:00,2022-03-21 15:30:00+00:00,2948.325,False,,NO_F75_BREACH,False,2.325638909539807,2.074401708685514,2.325638909539807,2.074401708685514,0.0,0.0
development|2022-03-21|2022-03-21 15:15:00+00:00,development,2022-03-21,F75_PRE_H2_EXIT,2022-03-21 15:15:00+00:00,2932.34,2938.5,2873.0,65.5,2022-03-21 15:15:00+00:00,TARGET,2022-03-21 15:25:00+00:00,2022-03-21 15:30:00+00:00,2948.325,False,,NO_F75_BREACH,False,2.325638909539807,2.074401708685514,2.325638909539807,2.074401708685514,0.0,0.0
development|2022-03-21|2022-03-21 15:15:00+00:00,development,2022-03-21,F75_POST_H2_EXIT,2022-03-21 15:15:00+00:00,2932.34,2938.5,2873.0,65.5,2022-03-21 15:15:00+00:00,TARGET,2022-03-21 15:25:00+00:00,2022-03-21 15:30:00+00:00,2948.325,False,,NO_F75_BREACH,False,2.325638909539807,2.074401708685514,2.325638909539807,2.074401708685514,0.0,0.0
development|2022-04-18|2022-04-18 14:25:00+00:00,development,2022-04-18,BASE_F50,2022-04-18 14:25:00+00:00,2941.46,2947.0,2887.0,60.0,2022-04-18 17:10:00+00:00,CLOSE_INVALIDATION,2022-04-18 15:20:00+00:00,2022-04-18 15:25:00+00:00,2911.15,True,2022-04-18 14:35:00+00:00,PRE_H2,False,-5.552203327599193,-6.0468038240233835,-5.552203327599193,-6.0468038240233835,0.0,0.0
development|2022-04-18|2022-04-18 14:25:00+00:00,development,2022-04-18,F75_PRE_H2_EXIT,2022-04-18 14:25:00+00:00,2941.46,2947.0,2887.0,60.0,2022-04-18 17:10:00+00:00,F75_CONDITIONAL_NEXT_OPEN,2022-04-18 14:40:00+00:00,2022-04-18 14:40:00+00:00,2924.09,True,2022-04-18 14:35:00+00:00,PRE_H2,True,-3.352615367878497,-3.849414353018043,-5.552203327599193,-6.0468038240233835,2.1995879597206955,2.1973894710053403
development|2022-04-18|2022-04-18 14:25:00+00:00,development,2022-04-18,F75_POST_H2_EXIT,2022-04-18 14:25:00+00:00,2941.46,2947.0,2887.0,60.0,2022-04-18 17:10:00+00:00,CLOSE_INVALIDATION,2022-04-18 15:20:00+00:00,2022-04-18 15:25:00+00:00,2911.15,True,2022-04-18 14:35:00+00:00,PRE_H2,False,-5.552203327599193,-6.0468038240233835,-5.552203327599193,-6.0468038240233835,0.0,0.0
development|2022-05-19|2022-05-19 14:20:00+00:00,development,2022-05-19,BASE_F50,2022-05-19 14:20:00+00:00,1978.79,1985.99,1912.39,73.59999999999991,2022-05-19 14:20:00+00:00,TARGET,2022-05-19 15:15:00+00:00,2022-05-19 15:20:00+00:00,1997.03,False,,NO_F75_BREACH,False,4.208877142091905,3.9566987926956236,4.208877142091905,3.9566987926956236,0.0,0.0
development|2022-05-19|2022-05-19 14:20:00+00:00,development,2022-05-19,F75_PRE_H2_EXIT,2022-05-19 14:20:00+00:00,1978.79,1985.99,1912.39,73.59999999999991,2022-05-19 14:20:00+00:00,TARGET,2022-05-19 15:15:00+00:00,2022-05-19 15:20:00+00:00,1997.03,False,,NO_F75_BREACH,False,4.208877142091905,3.9566987926956236,4.208877142091905,3.9566987926956236,0.0,0.0
development|2022-05-19|2022-05-19 14:20:00+00:00,development,2022-05-19,F75_POST_H2_EXIT,2022-05-19 14:20:00+00:00,1978.79,1985.99,1912.39,73.59999999999991,2022-05-19 14:20:00+00:00,TARGET,2022-05-19 15:15:00+00:00,2022-05-19 15:20:00+00:00,1997.03,False,,NO_F75_BREACH,False,4.208877142091905,3.9566987926956236,4.208877142091905,3.9566987926956236,0.0,0.0
development|2022-06-01|2022-06-01 14:05:00+00:00,development,2022-06-01,BASE_F50,2022-06-01 14:05:00+00:00,1965.12,1967.86,1924.0,43.8599999999999,,CLOSE_INVALIDATION,2022-06-01 14:10:00+00:00,2022-06-01 14:15:00+00:00,1943.44,True,2022-06-01 14:05:00+00:00,PRE_H2,False,-5.916202572870832,-6.410439251958378,-5.916202572870832,-6.410439251958378,0.0,0.0
development|2022-06-01|2022-06-01 14:05:00+00:00,development,2022-06-01,F75_PRE_H2_EXIT,2022-06-01 14:05:00+00:00,1965.12,1967.86,1924.0,43.8599999999999,,F75_CONDITIONAL_NEXT_OPEN,2022-06-01 14:10:00+00:00,2022-06-01 14:10:00+00:00,1950.98,True,2022-06-01 14:05:00+00:00,PRE_H2,True,-3.9977446669923085,-4.493898845236144,-5.916202572870832,-6.410439251958378,1.9184579058785234,1.916540406722234
development|2022-06-01|2022-06-01 14:05:00+00:00,development,2022-06-01,F75_POST_H2_EXIT,2022-06-01 14:05:00+00:00,1965.12,1967.86,1924.0,43.8599999999999,,CLOSE_INVALIDATION,2022-06-01 14:10:00+00:00,2022-06-01 14:15:00+00:00,1943.44,True,2022-06-01 14:05:00+00:00,PRE_H2,False,-5.916202572870832,-6.410439251958378,-5.916202572870832,-6.410439251958378,0.0,0.0
development|2022-06-28|2022-06-28 13:45:00+00:00,development,2022-06-28,BASE_F50,2022-06-28 13:45:00+00:00,1232.44,1234.0,1203.32,30.680000000000064,,CLOSE_INVALIDATION,2022-06-28 14:15:00+00:00,2022-06-28 14:20:00+00:00,1215.94,True,2022-06-28 14:00:00+00:00,PRE_H2,False,-7.094037843627266,-7.587097276067367,-7.094037843627266,-7.587097276067367,0.0,0.0
development|2022-06-28|2022-06-28 13:45:00+00:00,development,2022-06-28,F75_PRE_H2_EXIT,2022-06-28 13:45:00+00:00,1232.44,1234.0,1203.32,30.680000000000064,,F75_CONDITIONAL_NEXT_OPEN,2022-06-28 14:05:00+00:00,2022-06-28 14:05:00+00:00,1225.7,True,2022-06-28 14:00:00+00:00,PRE_H2,True,-3.134413034305938,-3.6314301127323585,-7.094037843627266,-7.587097276067367,3.959624809321328,3.9556671633350087
development|2022-06-28|2022-06-28 13:45:00+00:00,development,2022-06-28,F75_POST_H2_EXIT,2022-06-28 13:45:00+00:00,1232.44,1234.0,1203.32,30.680000000000064,,CLOSE_INVALIDATION,2022-06-28 14:15:00+00:00,2022-06-28 14:20:00+00:00,1215.94,True,2022-06-28 14:00:00+00:00,PRE_H2,False,-7.094037843627266,-7.587097276067367,-7.094037843627266,-7.587097276067367,0.0,0.0
development|2022-07-28|2022-07-28 15:15:00+00:00,development,2022-07-28,BASE_F50,2022-07-28 15:15:00+00:00,1657.31,1659.0,1595.0,64.0,2022-07-28 15:15:00+00:00,TARGET,2022-07-28 15:20:00+00:00,2022-07-28 15:25:00+00:00,1668.6,False,,NO_F75_BREACH,False,3.0061219687324674,2.7545446963843205,3.0061219687324674,2.7545446963843205,0.0,0.0
development|2022-07-28|2022-07-28 15:15:00+00:00,development,2022-07-28,F75_PRE_H2_EXIT,2022-07-28 15:15:00+00:00,1657.31,1659.0,1595.0,64.0,2022-07-28 15:15:00+00:00,TARGET,2022-07-28 15:20:00+00:00,2022-07-28 15:25:00+00:00,1668.6,False,,NO_F75_BREACH,False,3.0061219687324674,2.7545446963843205,3.0061219687324674,2.7545446963843205,0.0,0.0
development|2022-07-28|2022-07-28 15:15:00+00:00,development,2022-07-28,F75_POST_H2_EXIT,2022-07-28 15:15:00+00:00,1657.31,1659.0,1595.0,64.0,2022-07-28 15:15:00+00:00,TARGET,2022-07-28 15:20:00+00:00,2022-07-28 15:25:00+00:00,1668.6,False,,NO_F75_BREACH,False,3.0061219687324674,2.7545446963843205,3.0061219687324674,2.7545446963843205,0.0,0.0
development|2022-08-12|2022-08-12 15:55:00+00:00,development,2022-08-12,BASE_F50,2022-08-12 15:55:00+00:00,1898.45,1903.13,1852.0,51.13000000000011,2022-08-12 16:00:00+00:00,TARGET,2022-08-12 18:40:00+00:00,2022-08-12 18:45:00+00:00,1910.7995,False,,NO_F75_BREACH,False,2.852521794095187,2.6010212834534756,2.852521794095187,2.6010212834534756,0.0,0.0
development|2022-08-12|2022-08-12 15:55:00+00:00,development,2022-08-12,F75_PRE_H2_EXIT,2022-08-12 15:55:00+00:00,1898.45,1903.13,1852.0,51.13000000000011,2022-08-12 16:00:00+00:00,TARGET,2022-08-12 18:40:00+00:00,2022-08-12 18:45:00+00:00,1910.7995,False,,NO_F75_BREACH,False,2.852521794095187,2.6010212834534756,2.852521794095187,2.6010212834534756,0.0,0.0
development|2022-08-12|2022-08-12 15:55:00+00:00,development,2022-08-12,F75_POST_H2_EXIT,2022-08-12 15:55:00+00:00,1898.45,1903.13,1852.0,51.13000000000011,2022-08-12 16:00:00+00:00,TARGET,2022-08-12 18:40:00+00:00,2022-08-12 18:45:00+00:00,1910.7995,False,,NO_F75_BREACH,False,2.852521794095187,2.6010212834534756,2.852521794095187,2.6010212834534756,0.0,0.0
development|2022-08-22|2022-08-22 15:25:00+00:00,development,2022-08-22,BASE_F50,2022-08-22 15:25:00+00:00,1574.84,1580.0,1528.0,52.0,2022-08-22 15:40:00+00:00,TARGET,2022-08-22 15:40:00+00:00,2022-08-22 15:45:00+00:00,1587.8,False,,NO_F75_BREACH,False,3.7147037159330325,3.4627723297681716,3.7147037159330325,3.4627723297681716,0.0,0.0
development|2022-08-22|2022-08-22 15:25:00+00:00,development,2022-08-22,F75_PRE_H2_EXIT,2022-08-22 15:25:00+00:00,1574.84,1580.0,1528.0,52.0,2022-08-22 15:40:00+00:00,TARGET,2022-08-22 15:40:00+00:00,2022-08-22 15:45:00+00:00,1587.8,False,,NO_F75_BREACH,False,3.7147037159330325,3.4627723297681716,3.7147037159330325,3.4627723297681716,0.0,0.0
development|2022-08-22|2022-08-22 15:25:00+00:00,development,2022-08-22,F75_POST_H2_EXIT,2022-08-22 15:25:00+00:00,1574.84,1580.0,1528.0,52.0,2022-08-22 15:40:00+00:00,TARGET,2022-08-22 15:40:00+00:00,2022-08-22 15:45:00+00:00,1587.8,False,,NO_F75_BREACH,False,3.7147037159330325,3.4627723297681716,3.7147037159330325,3.4627723297681716,0.0,0.0
development|2022-08-24|2022-08-24 15:15:00+00:00,development,2022-08-24,BASE_F50,2022-08-24 15:15:00+00:00,1657.19,1660.25,1625.18,35.069999999999936,2022-08-24 15:15:00+00:00,TARGET,2022-08-24 15:20:00+00:00,2022-08-24 15:25:00+00:00,1665.5105,False,,NO_F75_BREACH,False,2.1104242724129922,1.8592946251004387,2.1104242724129922,1.8592946251004387,0.0,0.0
development|2022-08-24|2022-08-24 15:15:00+00:00,development,2022-08-24,F75_PRE_H2_EXIT,2022-08-24 15:15:00+00:00,1657.19,1660.25,1625.18,35.069999999999936,2022-08-24 15:15:00+00:00,TARGET,2022-08-24 15:20:00+00:00,2022-08-24 15:25:00+00:00,1665.5105,False,,NO_F75_BREACH,False,2.1104242724129922,1.8592946251004387,2.1104242724129922,1.8592946251004387,0.0,0.0
development|2022-08-24|2022-08-24 15:15:00+00:00,development,2022-08-24,F75_POST_H2_EXIT,2022-08-24 15:15:00+00:00,1657.19,1660.25,1625.18,35.069999999999936,2022-08-24 15:15:00+00:00,TARGET,2022-08-24 15:20:00+00:00,2022-08-24 15:25:00+00:00,1665.5105,False,,NO_F75_BREACH,False,2.1104242724129922,1.8592946251004387,2.1104242724129922,1.8592946251004387,0.0,0.0
development|2022-09-02|2022-09-02 15:05:00+00:00,development,2022-09-02,BASE_F50,2022-09-02 15:05:00+00:00,1642.52,1644.8,1581.33,63.47000000000003,,CLOSE_INVALIDATION,2022-09-02 16:50:00+00:00,2022-09-02 16:55:00+00:00,1609.94,True,2022-09-02 16:15:00+00:00,PRE_H2,False,-10.317687455860469,-10.807524849707638,-10.317687455860469,-10.807524849707638,0.0,0.0
development|2022-09-02|2022-09-02 15:05:00+00:00,development,2022-09-02,F75_PRE_H2_EXIT,2022-09-02 15:05:00+00:00,1642.52,1644.8,1581.33,63.47000000000003,,F75_CONDITIONAL_NEXT_OPEN,2022-09-02 16:20:00+00:00,2022-09-02 16:20:00+00:00,1628.57,True,2022-09-02 16:15:00+00:00,PRE_H2,True,-4.646523634415411,-5.142029357919231,-10.317687455860469,-10.807524849707638,5.671163821445058,5.665495491788407
