stage,hour_wib,coverage,formal_status,full_gate_passers,character_rule,lookback_min,hold_min,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,supportive_anchors,evaluable_anchors,anchor_gate,pooled_gate,era_gate,min_year_exp,years_wr55,y2022_wr,y2022_exp,y2022_net,y2022_pf,y2023_wr,y2023_exp,y2023_net,y2023_pf,y2024_wr,y2024_exp,y2024_net,y2024_pf
E16A_REFINED,2,1.0,PASS,2,RV_HIGH__RANGE_MID,150,300,230,0.5956521739130435,233.0246203610319,1.0131505233088345,1.3449750143758414,120.15167701583914,7,3,4,True,True,True,0.6857541846490196,3,0.6097560975609756,1.3135178781781909,107.70846601061166,1.3902927312991702,0.581081081081081,0.6857541846490196,50.74580966402745,1.3058704486622839,0.5945945945945946,1.0077073606269291,74.57034468639276,1.3192114762673992
