partition,entry_tf,regime,exit_type,n,win_rate,mean_return,median_return,profit_factor,median_hold_h,median_mfe,median_mae,p90_adverse,max_losing_streak
external,5m,R4_FRESH,X_1H_WEAK,122,0.3524590163934426,0.0022551879426989992,-0.004971714033648711,1.2899169922208968,9.375,0.010721016379101167,-0.010432556776919566,-0.025172480513541772,9
development,5m,R4_FRESH,X_1H_WEAK,136,0.3235294117647059,0.0017997583976037041,-0.003390515889162171,1.3232847692607486,11.333333333333332,0.01187506656792936,-0.007168691058075383,-0.01927089215402822,15
reference_validation,5m,R4_FRESH,X_1H_WEAK,63,0.25396825396825395,-0.0025578906827435997,-0.004830698946137302,0.5748860953508729,8.25,0.005800994176645924,-0.006944079983205564,-0.015436964632575424,11
august,5m,R4_FRESH,X_1H_WEAK,4,0.25,0.030667155076600616,-0.003356480176207932,11.080708497959659,21.5,0.0022251443717070662,-0.0050490887426506426,-0.010146109020068428,3
external,5m,R4_FRESH,X_4H_WEAK,122,0.32786885245901637,0.00844371050957382,-0.011521636602372654,1.5219518757876245,38.625,0.024535394056434012,-0.020102511419009594,-0.05611762368412385,10
development,5m,R4_FRESH,X_4H_WEAK,136,0.35294117647058826,0.008085235549807805,-0.008468423705191963,1.696792920424085,45.708333333333336,0.024435590843416954,-0.01589573975445574,-0.03903906383682282,18
reference_validation,5m,R4_FRESH,X_4H_WEAK,63,0.36507936507936506,-0.0023216420095323706,-0.006975327776540197,0.7860308826112854,42.083333333333336,0.012299080231582327,-0.014800100719021936,-0.03076029011604924,8
august,5m,R4_FRESH,X_4H_WEAK,4,0.25,0.02433170187668282,-0.011074980235124932,3.594657556353885,56.08333333333333,0.007138340884630612,-0.013035383546973256,-0.01657053075307844,3
external,5m,R1H4_FRESH,X_1H_WEAK,102,0.3627450980392157,0.001273453190461475,-0.005351292685599862,1.1415608897439484,12.375,0.014235871846889459,-0.01160193094716705,-0.025711544630004,9
development,5m,R1H4_FRESH,X_1H_WEAK,122,0.3360655737704918,0.001791415765989769,-0.004674247226410078,1.2866424790418094,13.666666666666668,0.012968092839014123,-0.008521965713294777,-0.020820274406420123,12
reference_validation,5m,R1H4_FRESH,X_1H_WEAK,56,0.21428571428571427,-0.0025015706771889085,-0.00610062610277512,0.6188396181814759,8.791666666666668,0.006631277759213461,-0.009017890135118112,-0.015833574802399497,10
august,5m,R1H4_FRESH,X_1H_WEAK,4,0.25,0.027898989015911202,-0.003356480176207932,10.170774887813762,21.5,0.0022251443717070662,-0.0050490887426506426,-0.010146109020068428,3
external,5m,R1H4_FRESH,X_4H_WEAK,102,0.35294117647058826,0.007424060672803729,-0.012338008232652853,1.4291331937905336,39.041666666666664,0.022628036472311375,-0.02101755188809873,-0.058381547185897865,9
development,5m,R1H4_FRESH,X_4H_WEAK,122,0.32786885245901637,0.0051257113575412395,-0.009234055536844421,1.4040132899445197,52.04166666666667,0.02465428207299858,-0.017093009297785955,-0.042509637595903337,15
reference_validation,5m,R1H4_FRESH,X_4H_WEAK,56,0.30357142857142855,-0.0030062884950901613,-0.007481726608016159,0.7362149935972007,38.54166666666667,0.011139129355693278,-0.01606848663885585,-0.03131909498235835,11
august,5m,R1H4_FRESH,X_4H_WEAK,4,0.25,0.021563535815993407,-0.011074980235124932,3.2994688752245507,54.16666666666667,0.007138340884630612,-0.013035383546973256,-0.01657053075307844,3
external,15m,R4_FRESH,X_1H_WEAK,95,0.29473684210526313,0.002036903245108043,-0.005601266504404734,1.263867342264698,10.0,0.011476020862510428,-0.010338291813150269,-0.02412493298983771,8
development,15m,R4_FRESH,X_1H_WEAK,104,0.2692307692307692,0.0007880094227984904,-0.005279642836484022,1.1073593679277596,7.875,0.009872909769459204,-0.009196996400304247,-0.023984342720782658,11
reference_validation,15m,R4_FRESH,X_1H_WEAK,50,0.36,0.0013544188580932358,-0.0029570541403572403,1.2885576509274614,7.375,0.007251684003856451,-0.005268258434316275,-0.013906371244783621,6
august,15m,R4_FRESH,X_1H_WEAK,3,0.0,-0.0024943548918121192,-0.0034548879092829443,0.0,11.5,0.0033659561101495594,-0.0037053182214473734,-0.0048646794100740244,3
external,15m,R4_FRESH,X_4H_WEAK,95,0.3473684210526316,0.011585473110597556,-0.011226937345179877,1.7531931612316327,41.25,0.027127954949482058,-0.020283216352665945,-0.05976392958428665,8
development,15m,R4_FRESH,X_4H_WEAK,104,0.3269230769230769,0.006800459319734328,-0.009997105115787663,1.487090634682756,50.5,0.020144340378450476,-0.021273030845246954,-0.04110426370623895,12
reference_validation,15m,R4_FRESH,X_4H_WEAK,50,0.44,0.0017933114310343145,-0.0037910075450180436,1.2360443159762833,48.125,0.0206145818033604,-0.010985543695670008,-0.025253777524738473,5
august,15m,R4_FRESH,X_4H_WEAK,3,0.3333333333333333,0.03743005908871744,-0.0069715806112186085,7.462422329394774,68.25,0.011786173958859614,-0.009408234561549045,-0.011398710739214057,2
external,15m,R1H4_FRESH,X_1H_WEAK,57,0.3157894736842105,0.0017461267847957828,-0.0050049895896217,1.2017741629183736,11.0,0.012207682566483857,-0.011738223313330187,-0.026141917308198304,9
development,15m,R1H4_FRESH,X_1H_WEAK,70,0.34285714285714286,0.0029031618873426013,-0.004852835534532918,1.4190290335740858,8.5,0.009329202627218147,-0.009542319515416231,-0.022868282045358113,6
reference_validation,15m,R1H4_FRESH,X_1H_WEAK,38,0.3684210526315789,0.0004506990042893718,-0.0038709612692202633,1.0813470318108975,9.375,0.00823888640893411,-0.0070074068122607525,-0.014981541396087816,5
august,15m,R1H4_FRESH,X_1H_WEAK,1,0.0,-0.0034548879092829443,-0.0034548879092829443,0.0,11.5,0.00466780696509117,-0.005154519707230687,-0.005154519707230687,1
external,15m,R1H4_FRESH,X_4H_WEAK,57,0.3333333333333333,0.008050364984545541,-0.011226937345179877,1.493377001556689,37.25,0.019737295341933025,-0.019861882650907603,-0.05462921683111514,7
development,15m,R1H4_FRESH,X_4H_WEAK,70,0.34285714285714286,0.004357379234787217,-0.008913111514711192,1.3276761231096095,47.625,0.016113851331822304,-0.02003176487989522,-0.03922458806480813,13
reference_validation,15m,R1H4_FRESH,X_4H_WEAK,38,0.3684210526315789,-3.249083533092629e-05,-0.005545517304434089,0.9962232123331813,49.25,0.0206145818033604,-0.013402181238726663,-0.025374174074093547,5
august,15m,R1H4_FRESH,X_4H_WEAK,1,0.0,-0.0069715806112186085,-0.0069715806112186085,0.0,119.5,0.011786173958859614,-0.009408234561549045,-0.009408234561549045,1
