candidate,trades_n,tp_n,tp_rate,sl_n,sl_rate,time_exit_n,time_exit_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,positive_event_tp_rate,negative_event_tp_rate,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,uniform_150_mean_r,uniform_150_pf,gate_n_ge_40,gate_mean_r_gt_0,gate_pf_ge_1_05,gate_cum_r_gt_0,gate_buy_mean_r_gt_0,gate_sell_mean_r_gt_0,gate_score3_mean_r_gt_0,gate_score4_mean_r_gt_0_if_n_ge5,gate_h1_cum_r_gt_0,gate_h2_cum_r_gt_0,gate_mean_r_gt_uniform_150r
SCORE3_100R__SCORE4_150R,60,15,0.25,23,0.38333333333333336,22,0.36666666666666664,0.5333333333333333,0.00014410528170588632,0.09814700846608274,1.0003634710402702,0.00864631690235318,5.103550295857987,6,117.5,0.42857142857142855,0.0,23,0.043099182731527366,1.1138367509676756,37,-0.026557699619534476,0.934839691530071,48,-0.04834937593539759,0.8764771660202825,12,0.19411803015011989,1.4658832723602875,0.040772091698026265,1.1028378308416942,True,True,False,True,True,False,False,True,False,True,False
