partition,timeframe,bull_cross_ts,signal_ts,entry_ts,exit_ts,bars_cross_to_signal,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason
external,5m,2021-06-15 16:30:00+00:00,2021-06-15 16:35:00+00:00,2021-06-15 16:40:00+00:00,2021-06-15 18:50:00+00:00,1,40170.0,40610.0,0.010953447846651754,0.0309434901667911,-0.0023619616629324547,26,130,5.476723923325877,5.0767239233258765,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-15 23:35:00+00:00,2021-06-15 23:40:00+00:00,2021-06-15 23:45:00+00:00,2021-06-16 00:00:00+00:00,1,40305.06,40132.86,-0.004272416416201796,0.0011132597247096587,-0.004795675778674013,3,15,-2.136208208100898,-2.536208208100898,REVERSAL_CUT
external,5m,2021-06-16 04:35:00+00:00,2021-06-16 04:50:00+00:00,2021-06-16 04:55:00+00:00,2021-06-16 07:15:00+00:00,3,40284.17,40296.76,0.0003125297108022007,0.00523356941448716,-0.0035401002428497863,28,140,0.15626485540110036,-0.24373514459889967,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-17 01:20:00+00:00,2021-06-17 01:25:00+00:00,2021-06-17 01:30:00+00:00,2021-06-17 01:55:00+00:00,1,38693.85,38579.72,-0.002949564336451327,0.000908413094070637,-0.0036889583228342238,5,25,-1.4747821682256634,-1.8747821682256633,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-17 23:10:00+00:00,2021-06-17 23:45:00+00:00,2021-06-17 23:50:00+00:00,2021-06-18 00:45:00+00:00,7,38088.63,37916.51,-0.004518933865565566,0.002871460590732733,-0.005740033180505533,11,55,-2.259466932782783,-2.659466932782783,REVERSAL_CUT
external,5m,2021-06-18 03:40:00+00:00,2021-06-18 03:45:00+00:00,2021-06-18 03:50:00+00:00,2021-06-18 05:05:00+00:00,1,37884.25,37821.74,-0.0016500260662413169,0.006444894646192134,-0.0031477460950131153,15,75,-0.8250130331206584,-1.2250130331206583,REVERSAL_CUT
external,5m,2021-06-18 08:25:00+00:00,2021-06-18 08:35:00+00:00,2021-06-18 08:40:00+00:00,2021-06-18 09:05:00+00:00,2,37891.28,37750.0,-0.0037285623499654363,0.0014969143296295062,-0.004957341108561053,5,25,-1.8642811749827182,-2.264281174982718,REVERSAL_CUT
external,5m,2021-06-18 11:10:00+00:00,2021-06-18 11:40:00+00:00,2021-06-18 11:45:00+00:00,2021-06-18 12:05:00+00:00,6,37827.99,37720.0,-0.0028547644217944423,0.003225389453682448,-0.003912182487094795,4,20,-1.4273822108972212,-1.827382210897221,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-19 00:00:00+00:00,2021-06-19 00:05:00+00:00,2021-06-19 00:10:00+00:00,2021-06-19 00:55:00+00:00,1,35801.72,35681.86,-0.003347883844686761,0.0032573853993604907,-0.004422692541028894,9,45,-1.6739419223433805,-2.0739419223433804,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-19 06:25:00+00:00,2021-06-19 06:30:00+00:00,2021-06-19 06:35:00+00:00,2021-06-19 07:20:00+00:00,1,35622.0,35518.59,-0.002902981303688823,0.0064005389927572764,-0.004306046824995802,9,45,-1.4514906518444115,-1.8514906518444114,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-19 20:05:00+00:00,2021-06-19 20:20:00+00:00,2021-06-19 20:25:00+00:00,2021-06-19 20:35:00+00:00,3,35863.29,35778.71,-0.002358400470230171,0.00038395808081181926,-0.004553123821043781,2,10,-1.1792002351150854,-1.5792002351150853,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-20 04:05:00+00:00,2021-06-20 04:15:00+00:00,2021-06-20 04:20:00+00:00,2021-06-20 05:50:00+00:00,2,35700.01,35732.82,0.0009190473616114136,0.006062463287825448,-0.0028529403773276396,18,90,0.4595236808057068,0.0595236808057068,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-20 15:15:00+00:00,2021-06-20 15:25:00+00:00,2021-06-20 15:30:00+00:00,2021-06-20 17:55:00+00:00,2,34475.0,34484.0,0.00026105873821613557,0.008208846990572782,-0.006614938361131362,29,145,0.13052936910806778,-0.26947063089193224,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-21 14:00:00+00:00,2021-06-21 14:05:00+00:00,2021-06-21 14:10:00+00:00,2021-06-21 14:25:00+00:00,1,32987.99,32577.07,-0.012456654679475765,0.0002125015801206498,-0.014186678242596673,3,15,-6.228327339737882,-6.628327339737883,REVERSAL_CUT
external,5m,2021-06-21 16:00:00+00:00,2021-06-21 16:05:00+00:00,2021-06-21 16:10:00+00:00,2021-06-21 16:20:00+00:00,1,32941.28,32585.7,-0.010794358932014747,0.00011292821651132101,-0.013395957898417965,2,10,-5.3971794660073735,-5.797179466007374,REVERSAL_CUT
external,5m,2021-06-21 19:00:00+00:00,2021-06-21 19:10:00+00:00,2021-06-21 19:15:00+00:00,2021-06-21 19:20:00+00:00,2,32709.42,32518.99,-0.005821870274679175,3.057223272318055e-07,-0.006402436973813597,1,5,-2.9109351373395875,-3.3109351373395874,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-21 20:40:00+00:00,2021-06-21 20:45:00+00:00,2021-06-21 20:50:00+00:00,2021-06-21 21:05:00+00:00,1,32721.0,32357.1,-0.011121298248831124,0.0,-0.011552214174383457,3,15,-5.560649124415562,-5.960649124415562,REVERSAL_CUT
external,5m,2021-06-22 01:15:00+00:00,2021-06-22 01:25:00+00:00,2021-06-22 01:30:00+00:00,2021-06-22 04:10:00+00:00,2,32555.0,32810.84,0.007858700660420714,0.02104131469820314,-0.006688066349255117,32,160,3.929350330210357,3.5293503302103573,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-22 15:30:00+00:00,2021-06-22 15:40:00+00:00,2021-06-22 15:45:00+00:00,2021-06-22 19:10:00+00:00,2,31447.29,32611.56,0.03702290404038,0.05808799422780142,-0.004472881447018184,41,205,18.51145202019,18.11145202019,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-23 00:40:00+00:00,2021-06-23 00:45:00+00:00,2021-06-23 00:50:00+00:00,2021-06-23 03:00:00+00:00,1,33715.69,33795.32,0.0023618084043361964,0.01970328947739164,-0.006005512566997884,26,130,1.1809042021680982,0.7809042021680982,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-23 10:30:00+00:00,2021-06-23 10:40:00+00:00,2021-06-23 10:45:00+00:00,2021-06-23 11:20:00+00:00,2,34074.07,33919.03,-0.004550087500553968,0.012500121059797031,-0.0059197507077962674,7,35,-2.275043750276984,-2.6750437502769837,REVERSAL_CUT
external,5m,2021-06-23 12:25:00+00:00,2021-06-23 12:30:00+00:00,2021-06-23 12:35:00+00:00,2021-06-23 13:40:00+00:00,1,34096.33,34149.99,0.0015737764152328193,0.02262530894087411,-0.004992326153577253,13,65,0.7868882076164097,0.38688820761640963,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-23 22:35:00+00:00,2021-06-23 22:40:00+00:00,2021-06-23 22:45:00+00:00,2021-06-23 23:10:00+00:00,1,33464.89,33319.01,-0.004359195562871898,0.000779921882307022,-0.004359494383516571,5,25,-2.179597781435949,-2.579597781435949,REVERSAL_CUT
external,5m,2021-06-24 06:30:00+00:00,2021-06-24 06:40:00+00:00,2021-06-24 06:45:00+00:00,2021-06-24 07:55:00+00:00,2,32895.43,32770.58,-0.0037953600241735774,0.010726717966599075,-0.00396498844976334,14,70,-1.8976800120867887,-2.2976800120867886,REVERSAL_CUT
external,5m,2021-06-25 00:10:00+00:00,2021-06-25 00:15:00+00:00,2021-06-25 00:20:00+00:00,2021-06-25 00:45:00+00:00,1,34896.04,34786.28,-0.0031453425660906698,0.006870693637444303,-0.003309831144164166,5,25,-1.5726712830453349,-1.9726712830453348,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-25 02:05:00+00:00,2021-06-25 02:10:00+00:00,2021-06-25 02:15:00+00:00,2021-06-25 03:10:00+00:00,1,35400.01,34970.72,-0.012126832732533122,0.0028245754732836303,-0.01265253879871786,11,55,-6.06341636626656,-6.463416366266561,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-26 02:40:00+00:00,2021-06-26 02:45:00+00:00,2021-06-26 02:50:00+00:00,2021-06-26 04:00:00+00:00,1,31960.0,31955.38,-0.00014455569461824247,0.009089486858573137,-0.0021846057571964783,14,70,-0.07227784730912123,-0.47227784730912126,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-26 11:10:00+00:00,2021-06-26 11:15:00+00:00,2021-06-26 11:20:00+00:00,2021-06-26 12:55:00+00:00,1,31587.67,31482.7,-0.0033231320955295907,0.012574526706148337,-0.007408586958138952,19,95,-1.6615660477647953,-2.0615660477647952,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-26 17:10:00+00:00,2021-06-26 17:20:00+00:00,2021-06-26 17:25:00+00:00,2021-06-26 17:30:00+00:00,2,31276.57,31160.56,-0.0037091663184293244,0.004945235363084999,-0.004597051403015029,1,5,-1.8545831592146622,-2.254583159214662,REVERSAL_CUT
external,5m,2021-06-26 22:20:00+00:00,2021-06-26 22:30:00+00:00,2021-06-26 22:35:00+00:00,2021-06-27 03:30:00+00:00,2,31684.54,32750.17,0.0336324907983514,0.04743480574437875,-0.0028992057325117893,59,295,16.8162453991757,16.4162453991757,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-27 11:50:00+00:00,2021-06-27 12:05:00+00:00,2021-06-27 12:10:00+00:00,2021-06-27 13:05:00+00:00,3,33139.49,33159.0,0.000588723604376673,0.012749441829068564,-0.003408018650860156,11,55,0.2943618021883365,-0.1056381978116635,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-27 14:40:00+00:00,2021-06-27 14:45:00+00:00,2021-06-27 14:50:00+00:00,2021-06-27 15:20:00+00:00,1,33180.2,32952.31,-0.006868252753147952,0.0019782882562491277,-0.009650333632708619,6,30,-3.434126376573976,-3.834126376573976,REVERSAL_CUT
external,5m,2021-06-27 22:05:00+00:00,2021-06-27 22:10:00+00:00,2021-06-27 22:15:00+00:00,2021-06-28 01:20:00+00:00,1,33680.26,34536.51,0.025422903504901617,0.03912499487830545,-0.0002553424468813015,37,185,12.71145175245081,12.31145175245081,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-28 14:15:00+00:00,2021-06-28 14:35:00+00:00,2021-06-28 14:40:00+00:00,2021-06-28 14:45:00+00:00,4,34422.87,34305.18,-0.003418947926189797,0.0004287847004038614,-0.004802040039078803,1,5,-1.7094739630948985,-2.1094739630948984,REVERSAL_CUT
external,5m,2021-06-28 20:30:00+00:00,2021-06-28 20:50:00+00:00,2021-06-28 20:55:00+00:00,2021-06-28 22:05:00+00:00,4,34522.77,34456.56,-0.001917864644117473,0.008609679930086767,-0.003223669479592517,14,70,-0.9589323220587365,-1.3589323220587364,REVERSAL_CUT
external,5m,2021-06-29 00:10:00+00:00,2021-06-29 00:15:00+00:00,2021-06-29 00:20:00+00:00,2021-06-29 01:20:00+00:00,1,34590.53,34685.89,0.0027568239052710997,0.016983550121955293,-0.0003044185793047438,12,60,1.3784119526355498,0.9784119526355498,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-29 04:05:00+00:00,2021-06-29 04:20:00+00:00,2021-06-29 04:25:00+00:00,2021-06-29 05:15:00+00:00,3,34695.0,34694.6,-1.1529038766444621e-05,0.00876206946245861,-0.0012336071480041344,10,50,-0.005764519383222311,-0.40576451938322233,DYNAMIC_DETERIORATION_CUT
external,5m,2021-06-30 18:00:00+00:00,2021-06-30 18:10:00+00:00,2021-06-30 18:15:00+00:00,2021-06-30 20:55:00+00:00,2,34636.71,34533.2,-0.0029884478058107566,0.013854953313984009,-0.007988922735444492,32,160,-1.4942239029053783,-1.8942239029053782,REVERSAL_CUT
external,5m,2021-07-01 01:20:00+00:00,2021-07-01 01:30:00+00:00,2021-07-01 01:35:00+00:00,2021-07-01 02:05:00+00:00,2,34962.09,34772.45,-0.005424160855372229,0.0017579040612276664,-0.005424446879462752,6,30,-2.7120804276861143,-3.1120804276861143,REVERSAL_CUT
external,5m,2021-07-01 12:25:00+00:00,2021-07-01 12:30:00+00:00,2021-07-01 12:35:00+00:00,2021-07-01 13:05:00+00:00,1,33626.08,33577.73,-0.0014378720326603256,0.006480684040482743,-0.0028807996650219714,6,30,-0.7189360163301628,-1.1189360163301627,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-01 18:05:00+00:00,2021-07-01 18:35:00+00:00,2021-07-01 18:40:00+00:00,2021-07-01 18:55:00+00:00,6,33525.01,33443.01,-0.002445935139169242,0.0034064121084527166,-0.002644891082806744,3,15,-1.222967569584621,-1.6229675695846209,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-01 21:20:00+00:00,2021-07-01 21:40:00+00:00,2021-07-01 21:45:00+00:00,2021-07-01 23:05:00+00:00,4,33515.39,33380.02,-0.004039039975366587,0.0037030749157327403,-0.004934747887463065,16,80,-2.0195199876832937,-2.4195199876832936,REVERSAL_CUT
external,5m,2021-07-02 07:45:00+00:00,2021-07-02 07:50:00+00:00,2021-07-02 07:55:00+00:00,2021-07-02 09:10:00+00:00,1,33370.02,33260.01,-0.0032966716831454024,0.0068918148685557235,-0.004721903073477307,15,75,-1.6483358415727012,-2.048335841572701,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-02 12:50:00+00:00,2021-07-02 12:55:00+00:00,2021-07-02 13:00:00+00:00,2021-07-02 15:20:00+00:00,1,33218.44,33403.47,0.005570099017292662,0.014496767458074489,-0.004694982666254011,28,140,2.785049508646331,2.3850495086463313,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-02 21:50:00+00:00,2021-07-02 21:55:00+00:00,2021-07-02 22:00:00+00:00,2021-07-03 00:15:00+00:00,1,33431.67,33647.99,0.006470511344482732,0.013790815714560534,-0.001529388152012645,27,135,3.235255672241366,2.835255672241366,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-03 04:50:00+00:00,2021-07-03 04:55:00+00:00,2021-07-03 05:00:00+00:00,2021-07-03 06:40:00+00:00,1,33641.91,33677.17,0.001048097447499119,0.005374546213339215,-0.0026630473715673064,20,100,0.5240487237495595,0.12404872374955944,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-03 17:35:00+00:00,2021-07-03 17:40:00+00:00,2021-07-03 17:45:00+00:00,2021-07-03 18:15:00+00:00,1,34900.01,34640.47,-0.007436674086912842,0.0001441260332015748,-0.008567619321599107,6,30,-3.718337043456421,-4.118337043456421,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-04 03:05:00+00:00,2021-07-04 03:10:00+00:00,2021-07-04 03:15:00+00:00,2021-07-04 08:30:00+00:00,1,34629.43,35409.99,0.02254036523269365,0.03181888930889132,-0.0007747745198232181,63,315,11.270182616346824,10.870182616346824,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-04 15:15:00+00:00,2021-07-04 15:20:00+00:00,2021-07-04 15:25:00+00:00,2021-07-04 16:05:00+00:00,1,35441.21,35436.3,-0.00013853928802076698,0.0032532749305118625,-0.001021691979478101,8,40,-0.06926964401038349,-0.4692696440103835,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-05 09:55:00+00:00,2021-07-05 10:00:00+00:00,2021-07-05 10:05:00+00:00,2021-07-05 11:15:00+00:00,1,34328.07,34229.21,-0.0028798589609028147,0.006115403516713913,-0.003089891159042679,14,70,-1.4399294804514073,-1.8399294804514073,REVERSAL_CUT
external,5m,2021-07-05 18:20:00+00:00,2021-07-05 18:25:00+00:00,2021-07-05 18:30:00+00:00,2021-07-05 20:25:00+00:00,1,34095.22,33854.99,-0.007045855694727932,0.004823550046018088,-0.00773216890813444,23,115,-3.522927847363966,-3.9229278473639657,REVERSAL_CUT
external,5m,2021-07-06 00:40:00+00:00,2021-07-06 00:45:00+00:00,2021-07-06 00:50:00+00:00,2021-07-06 01:10:00+00:00,1,34102.6,33957.1,-0.0042665368622920585,0.0006706233542310702,-0.004474732131860892,4,20,-2.1332684311460293,-2.533268431146029,REVERSAL_CUT
external,5m,2021-07-06 04:00:00+00:00,2021-07-06 04:05:00+00:00,2021-07-06 04:10:00+00:00,2021-07-06 06:50:00+00:00,1,34565.04,34657.3,0.0026691709310910916,0.00833269685207938,-0.004743231889793975,32,160,1.3345854655455458,0.9345854655455458,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-06 13:05:00+00:00,2021-07-06 13:25:00+00:00,2021-07-06 13:30:00+00:00,2021-07-06 13:35:00+00:00,4,34283.92,34086.99,-0.005744092274162393,8.983803485729247e-05,-0.006006314330449958,1,5,-2.8720461370811967,-3.2720461370811966,REVERSAL_CUT
external,5m,2021-07-06 22:40:00+00:00,2021-07-06 22:45:00+00:00,2021-07-06 22:50:00+00:00,2021-07-06 23:50:00+00:00,1,34060.66,34016.26,-0.0013035566545099853,0.0031719878593072792,-0.003630581439114877,12,60,-0.6517783272549926,-1.0517783272549925,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-07 11:15:00+00:00,2021-07-07 11:25:00+00:00,2021-07-07 11:30:00+00:00,2021-07-07 12:45:00+00:00,2,34866.25,34756.62,-0.003144301437636554,0.006404761051159724,-0.003592299143154176,15,75,-1.572150718818277,-1.972150718818277,REVERSAL_CUT
external,5m,2021-07-07 18:25:00+00:00,2021-07-07 18:35:00+00:00,2021-07-07 18:40:00+00:00,2021-07-07 19:15:00+00:00,2,34694.58,34637.24,-0.0016527077140003898,0.0007326792830464335,-0.002524025366498206,7,35,-0.8263538570001949,-1.2263538570001948,REVERSAL_CUT
external,5m,2021-07-08 14:50:00+00:00,2021-07-08 15:05:00+00:00,2021-07-08 15:10:00+00:00,2021-07-08 16:20:00+00:00,3,32764.04,32749.15,-0.0004544616597953466,0.005397075574318677,-0.00208673899799916,14,70,-0.2272308298976733,-0.6272308298976733,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-09 02:30:00+00:00,2021-07-09 02:35:00+00:00,2021-07-09 02:40:00+00:00,2021-07-09 03:50:00+00:00,1,32838.99,32769.6,-0.0021130369722088815,0.007271234590345177,-0.005185908580014109,14,70,-1.0565184861044408,-1.4565184861044407,REVERSAL_CUT
external,5m,2021-07-09 09:45:00+00:00,2021-07-09 09:50:00+00:00,2021-07-09 09:55:00+00:00,2021-07-09 10:10:00+00:00,1,32928.64,32823.99,-0.0031780844881538206,0.0012426872169637448,-0.0039066296087539865,3,15,-1.5890422440769103,-1.9890422440769102,REVERSAL_CUT
external,5m,2021-07-09 13:00:00+00:00,2021-07-09 13:05:00+00:00,2021-07-09 13:10:00+00:00,2021-07-09 16:10:00+00:00,1,33146.0,33470.39,0.009786701261087272,0.016713932299523337,-0.00219242140831466,36,180,4.893350630543636,4.4933506305436355,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-09 20:20:00+00:00,2021-07-09 20:30:00+00:00,2021-07-09 20:35:00+00:00,2021-07-09 23:50:00+00:00,2,33453.8,33859.62,0.01213075943540054,0.019316191284697082,-0.0006217529847133418,39,195,6.06537971770027,5.66537971770027,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-10 08:15:00+00:00,2021-07-10 08:20:00+00:00,2021-07-10 08:25:00+00:00,2021-07-10 09:00:00+00:00,1,33815.0,33753.0,-0.0018335058406032667,0.004555079106905113,-0.001892651190300132,7,35,-0.9167529203016334,-1.3167529203016333,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-10 11:45:00+00:00,2021-07-10 11:50:00+00:00,2021-07-10 11:55:00+00:00,2021-07-10 13:10:00+00:00,1,33842.73,33786.42,-0.0016638728613207476,0.0028892468190362397,-0.0031832538332458027,15,75,-0.8319364306603738,-1.2319364306603737,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-10 15:10:00+00:00,2021-07-10 15:20:00+00:00,2021-07-10 15:25:00+00:00,2021-07-10 17:10:00+00:00,2,33815.73,33887.01,0.00210789475785389,0.011067926080554624,-0.00046221092964737753,21,105,1.053947378926945,0.6539473789269449,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-10 22:40:00+00:00,2021-07-10 22:45:00+00:00,2021-07-10 22:50:00+00:00,2021-07-10 23:55:00+00:00,1,33532.1,33512.84,-0.0005743750018639693,0.00485803155782083,-0.0016801810802185013,13,65,-0.28718750093198464,-0.6871875009319847,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-11 05:55:00+00:00,2021-07-11 06:00:00+00:00,2021-07-11 06:05:00+00:00,2021-07-11 06:25:00+00:00,1,33605.31,33513.34,-0.0027367698735706325,0.0004371332982793241,-0.003133730949067215,4,20,-1.3683849367853163,-1.7683849367853162,REVERSAL_CUT
external,5m,2021-07-11 08:25:00+00:00,2021-07-11 08:35:00+00:00,2021-07-11 08:40:00+00:00,2021-07-11 10:35:00+00:00,2,33650.97,33634.11,-0.0005010256762286724,0.005914539759180659,-0.0018546270731573111,23,115,-0.2505128381143362,-0.6505128381143362,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-11 21:20:00+00:00,2021-07-11 21:30:00+00:00,2021-07-11 21:35:00+00:00,2021-07-11 23:10:00+00:00,2,34397.21,34306.54,-0.0026359696033485536,0.006756652647118777,-0.0030092556925402913,19,95,-1.3179848016742768,-1.7179848016742767,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-12 02:55:00+00:00,2021-07-12 03:00:00+00:00,2021-07-12 03:05:00+00:00,2021-07-12 04:35:00+00:00,1,34303.5,34350.01,0.00135583832553543,0.010472109259988205,-0.0006850612911218912,18,90,0.677919162767715,0.277919162767715,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-12 06:45:00+00:00,2021-07-12 06:55:00+00:00,2021-07-12 07:00:00+00:00,2021-07-12 07:40:00+00:00,2,34361.76,34347.95,-0.00040190025190811607,0.0033537280977458117,-0.001572387444647716,8,40,-0.20095012595405803,-0.6009501259540581,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-12 23:15:00+00:00,2021-07-12 23:30:00+00:00,2021-07-12 23:35:00+00:00,2021-07-13 00:05:00+00:00,3,33099.24,32912.95,-0.005628225904884876,0.005763274322915013,-0.006019473558909416,6,30,-2.814112952442438,-3.214112952442438,REVERSAL_CUT
external,5m,2021-07-13 00:30:00+00:00,2021-07-13 00:40:00+00:00,2021-07-13 00:45:00+00:00,2021-07-13 00:55:00+00:00,2,33114.01,32994.86,-0.0035981749114649686,0.0017666238549784996,-0.003895934077449481,2,10,-1.7990874557324843,-2.199087455732484,REVERSAL_CUT
external,5m,2021-07-13 01:30:00+00:00,2021-07-13 01:40:00+00:00,2021-07-13 01:45:00+00:00,2021-07-13 03:00:00+00:00,2,33118.44,33066.92,-0.001555628827928035,0.002221119110682679,-0.0020665224569756946,15,75,-0.7778144139640175,-1.1778144139640174,REVERSAL_CUT
external,5m,2021-07-13 07:15:00+00:00,2021-07-13 07:30:00+00:00,2021-07-13 07:35:00+00:00,2021-07-13 08:20:00+00:00,3,33218.86,33093.84,-0.0037635246965128655,0.001539486905932419,-0.003805067362335768,9,45,-1.8817623482564327,-2.2817623482564326,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-13 16:35:00+00:00,2021-07-13 16:50:00+00:00,2021-07-13 16:55:00+00:00,2021-07-13 17:30:00+00:00,3,32790.81,32723.36,-0.002056978769356288,0.005081606706269337,-0.0022146448959327047,7,35,-1.028489384678144,-1.428489384678144,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-13 22:20:00+00:00,2021-07-13 22:25:00+00:00,2021-07-13 22:30:00+00:00,2021-07-13 22:40:00+00:00,1,32604.35,32517.9,-0.0026514866881258703,9.783970543808529e-05,-0.0032004931857251284,2,10,-1.3257433440629351,-1.725743344062935,REVERSAL_CUT
external,5m,2021-07-13 22:55:00+00:00,2021-07-13 23:00:00+00:00,2021-07-13 23:05:00+00:00,2021-07-13 23:50:00+00:00,1,32600.0,32541.69,-0.0017886503067484627,0.004601226993865115,-0.002196319018404891,9,45,-0.8943251533742314,-1.2943251533742313,REVERSAL_CUT
external,5m,2021-07-14 09:10:00+00:00,2021-07-14 09:15:00+00:00,2021-07-14 09:20:00+00:00,2021-07-14 11:40:00+00:00,1,32390.12,32377.46,-0.0003908599288918735,0.00956711491034934,-0.004603873032887784,28,140,-0.19542996444593674,-0.5954299644459368,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-14 20:25:00+00:00,2021-07-14 20:45:00+00:00,2021-07-14 20:50:00+00:00,2021-07-14 22:10:00+00:00,4,32788.01,32763.45,-0.0007490543036920982,0.004466571774255135,-0.0008542756940723706,16,80,-0.3745271518460491,-0.7745271518460491,REVERSAL_CUT
external,5m,2021-07-15 00:45:00+00:00,2021-07-15 01:00:00+00:00,2021-07-15 01:05:00+00:00,2021-07-15 01:30:00+00:00,3,33094.25,32892.03,-0.006110427037929633,0.0013065713832463022,-0.00798446860104085,5,25,-3.0552135189648166,-3.4552135189648165,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-15 20:15:00+00:00,2021-07-15 20:20:00+00:00,2021-07-15 20:25:00+00:00,2021-07-15 22:00:00+00:00,1,31620.84,31646.69,0.0008174988393729876,0.005349636505544986,-0.001354802718713355,19,95,0.4087494196864938,0.008749419686493787,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-16 01:10:00+00:00,2021-07-16 01:15:00+00:00,2021-07-16 01:20:00+00:00,2021-07-16 03:45:00+00:00,1,31776.32,31900.0,0.003892206523600006,0.008386433671362825,-0.0010630557597607337,29,145,1.946103261800003,1.546103261800003,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-16 13:00:00+00:00,2021-07-16 13:15:00+00:00,2021-07-16 13:20:00+00:00,2021-07-16 15:10:00+00:00,3,31833.83,31784.83,-0.0015392430002924007,0.004591656109239617,-0.0036385819739567227,22,110,-0.7696215001462003,-1.1696215001462003,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-17 05:30:00+00:00,2021-07-17 05:50:00+00:00,2021-07-17 05:55:00+00:00,2021-07-17 07:20:00+00:00,4,31423.3,31439.11,0.0005031298431419362,0.004749023813539699,-0.00013684113380829643,17,85,0.2515649215709681,-0.14843507842903192,REVERSAL_CUT
external,5m,2021-07-17 08:35:00+00:00,2021-07-17 08:40:00+00:00,2021-07-17 08:45:00+00:00,2021-07-17 09:50:00+00:00,1,31792.76,31614.82,-0.0055968717406100765,0.004788511598238232,-0.007179622027153276,13,65,-2.7984358703050383,-3.198435870305038,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-17 13:00:00+00:00,2021-07-17 13:05:00+00:00,2021-07-17 13:10:00+00:00,2021-07-17 13:25:00+00:00,1,31502.75,31447.27,-0.0017611160930395275,0.0030870320845004517,-0.0019918895969399664,3,15,-0.8805580465197638,-1.2805580465197637,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-17 13:40:00+00:00,2021-07-17 13:55:00+00:00,2021-07-17 14:00:00+00:00,2021-07-17 15:05:00+00:00,3,31607.99,31557.5,-0.0015973809153951857,0.0041394596745949475,-0.0018346626913006148,13,65,-0.7986904576975928,-1.1986904576975927,DYNAMIC_DETERIORATION_CUT
external,5m,2021-07-18 00:50:00+00:00,2021-07-18 00:55:00+00:00,2021-07-18 01:00:00+00:00,2021-07-18 03:15:00+00:00,1,31957.83,32141.64,0.005751642085836117,0.014960339922954757,-0.0009647088053226227,27,135,2.8758210429180586,2.4758210429180587,DYNAMIC_DETERIORATION_CUT
