partition,entry_tf,higher_tf,entry_type,signal_ts,entry_ts,higher_state,entry_px,max_follow_bars,bars_to_soft_failure,hours_to_soft_failure,soft_censored,bars_to_hard_failure,hours_to_hard_failure,hard_censored
external,5m,1h,PULLBACK_RECLAIM,2021-12-22 07:35:00+00:00,2021-12-22 07:40:00+00:00,NEUTRAL,49190.18,2788,5.0,0.4166666666666667,False,6.0,0.5,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-22 07:40:00+00:00,2021-12-22 07:45:00+00:00,NEUTRAL,49205.51,2787,4.0,0.3333333333333333,False,5.0,0.4166666666666667,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-22 08:30:00+00:00,2021-12-22 08:35:00+00:00,NEUTRAL,49409.89,2777,5.0,0.4166666666666667,False,10.0,0.8333333333333334,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-22 21:25:00+00:00,2021-12-22 21:30:00+00:00,NEUTRAL,48958.61,2622,8.0,0.6666666666666666,False,9.0,0.75,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-22 22:55:00+00:00,2021-12-22 23:00:00+00:00,NEUTRAL,48951.42,2604,1.0,0.08333333333333333,False,1.0,0.08333333333333333,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-23 12:00:00+00:00,2021-12-23 12:05:00+00:00,NEUTRAL,48406.0,2447,4.0,0.3333333333333333,False,27.0,2.25,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-23 12:05:00+00:00,2021-12-23 12:10:00+00:00,NEUTRAL,48444.92,2446,3.0,0.25,False,26.0,2.1666666666666665,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-23 15:10:00+00:00,2021-12-23 15:15:00+00:00,STRONG_BULL,48668.82,2409,14.0,1.1666666666666667,False,100.0,8.333333333333334,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-23 16:45:00+00:00,2021-12-23 16:50:00+00:00,STRONG_BULL,48955.68,2390,52.0,4.333333333333333,False,81.0,6.75,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-24 09:05:00+00:00,2021-12-24 09:10:00+00:00,STRONG_BULL,51098.02,2194,12.0,1.0,False,30.0,2.5,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-24 09:10:00+00:00,2021-12-24 09:15:00+00:00,STRONG_BULL,51118.77,2193,11.0,0.9166666666666666,False,29.0,2.4166666666666665,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-24 11:15:00+00:00,2021-12-24 11:20:00+00:00,STRONG_BULL,51296.59,2168,2.0,0.16666666666666666,False,4.0,0.3333333333333333,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-24 14:25:00+00:00,2021-12-24 14:30:00+00:00,NEUTRAL,51088.0,2130,5.0,0.4166666666666667,False,5.0,0.4166666666666667,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-24 14:30:00+00:00,2021-12-24 14:35:00+00:00,NEUTRAL,51127.02,2129,4.0,0.3333333333333333,False,4.0,0.3333333333333333,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-24 14:40:00+00:00,2021-12-24 14:45:00+00:00,NEUTRAL,51136.36,2127,2.0,0.16666666666666666,False,2.0,0.16666666666666666,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-25 02:10:00+00:00,2021-12-25 02:15:00+00:00,NEUTRAL,50967.32,1989,6.0,0.5,False,7.0,0.5833333333333334,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-25 20:50:00+00:00,2021-12-25 20:55:00+00:00,NEUTRAL,50971.0,1765,1.0,0.08333333333333333,False,16.0,1.3333333333333333,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-25 21:00:00+00:00,2021-12-25 21:05:00+00:00,NEUTRAL,50911.27,1763,11.0,0.9166666666666666,False,14.0,1.1666666666666667,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 10:30:00+00:00,2021-12-26 10:35:00+00:00,STRONG_BEAR,50004.45,1601,12.0,1.0,False,12.0,1.0,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 10:50:00+00:00,2021-12-26 10:55:00+00:00,STRONG_BEAR,50033.47,1597,8.0,0.6666666666666666,False,8.0,0.6666666666666666,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 11:15:00+00:00,2021-12-26 11:20:00+00:00,STRONG_BEAR,50047.36,1592,3.0,0.25,False,3.0,0.25,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 11:20:00+00:00,2021-12-26 11:25:00+00:00,STRONG_BEAR,50082.87,1591,2.0,0.16666666666666666,False,2.0,0.16666666666666666,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 15:50:00+00:00,2021-12-26 15:55:00+00:00,STRONG_BEAR,50005.04,1537,24.0,2.0,False,36.0,3.0,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 16:20:00+00:00,2021-12-26 16:25:00+00:00,STRONG_BEAR,50089.6,1531,18.0,1.5,False,30.0,2.5,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-26 19:35:00+00:00,2021-12-26 19:40:00+00:00,NEUTRAL,50355.68,1492,7.0,0.5833333333333334,False,17.0,1.4166666666666667,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-27 02:10:00+00:00,2021-12-27 02:15:00+00:00,STRONG_BULL,50760.57,1413,22.0,1.8333333333333333,False,37.0,3.0833333333333335,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-29 02:40:00+00:00,2021-12-29 02:45:00+00:00,STRONG_BEAR,47891.54,831,9.0,0.75,False,20.0,1.6666666666666667,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-29 02:45:00+00:00,2021-12-29 02:50:00+00:00,STRONG_BEAR,47900.0,830,8.0,0.6666666666666666,False,19.0,1.5833333333333333,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 06:15:00+00:00,2021-12-30 06:20:00+00:00,NEUTRAL,46719.0,500,24.0,2.0,False,25.0,2.0833333333333335,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 06:20:00+00:00,2021-12-30 06:25:00+00:00,NEUTRAL,46762.22,499,23.0,1.9166666666666667,False,24.0,2.0,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 06:30:00+00:00,2021-12-30 06:35:00+00:00,NEUTRAL,46769.99,497,21.0,1.75,False,22.0,1.8333333333333333,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 07:25:00+00:00,2021-12-30 07:30:00+00:00,NEUTRAL,46982.91,486,10.0,0.8333333333333334,False,11.0,0.9166666666666666,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 11:15:00+00:00,2021-12-30 11:20:00+00:00,NEUTRAL,46968.0,440,23.0,1.9166666666666667,False,36.0,3.0,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 11:20:00+00:00,2021-12-30 11:25:00+00:00,NEUTRAL,46998.31,439,22.0,1.8333333333333333,False,35.0,2.9166666666666665,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-30 18:25:00+00:00,2021-12-30 18:30:00+00:00,NEUTRAL,47666.34,354,17.0,1.4166666666666667,False,18.0,1.5,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-31 04:15:00+00:00,2021-12-31 04:20:00+00:00,NEUTRAL,47229.99,236,13.0,1.0833333333333333,False,21.0,1.75,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-31 06:20:00+00:00,2021-12-31 06:25:00+00:00,NEUTRAL,47498.85,211,10.0,0.8333333333333334,False,10.0,0.8333333333333334,False
external,5m,1h,PULLBACK_RECLAIM,2021-12-31 06:50:00+00:00,2021-12-31 06:55:00+00:00,NEUTRAL,47450.0,205,4.0,0.3333333333333333,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-01 06:10:00+00:00,2022-01-01 06:15:00+00:00,NEUTRAL,47289.97,315573,7.0,0.5833333333333334,False,9.0,0.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-01 08:10:00+00:00,2022-01-01 08:15:00+00:00,NEUTRAL,47144.68,315549,8.0,0.6666666666666666,False,15.0,1.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-01 08:15:00+00:00,2022-01-01 08:20:00+00:00,NEUTRAL,47281.18,315548,7.0,0.5833333333333334,False,14.0,1.1666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-02 00:35:00+00:00,2022-01-02 00:40:00+00:00,STRONG_BULL,47647.45,315352,5.0,0.4166666666666667,False,7.0,0.5833333333333334,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-02 11:20:00+00:00,2022-01-02 11:25:00+00:00,STRONG_BEAR,47294.01,315223,4.0,0.3333333333333333,False,5.0,0.4166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-02 13:05:00+00:00,2022-01-02 13:10:00+00:00,STRONG_BULL,47263.45,315202,1.0,0.08333333333333333,False,1.0,0.08333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-03 10:35:00+00:00,2022-01-03 10:40:00+00:00,STRONG_BEAR,47156.81,314944,23.0,1.9166666666666667,False,27.0,2.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-03 12:10:00+00:00,2022-01-03 12:15:00+00:00,NEUTRAL,47477.22,314925,4.0,0.3333333333333333,False,8.0,0.6666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-04 04:20:00+00:00,2022-01-04 04:25:00+00:00,STRONG_BEAR,46300.0,314731,3.0,0.25,False,3.0,0.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-04 10:25:00+00:00,2022-01-04 10:30:00+00:00,NEUTRAL,46502.71,314658,20.0,1.6666666666666667,False,23.0,1.9166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-05 04:10:00+00:00,2022-01-05 04:15:00+00:00,NEUTRAL,46504.13,314445,5.0,0.4166666666666667,False,12.0,1.0,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-05 07:25:00+00:00,2022-01-05 07:30:00+00:00,NEUTRAL,46417.78,314406,1.0,0.08333333333333333,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-05 08:45:00+00:00,2022-01-05 08:50:00+00:00,NEUTRAL,46599.99,314390,21.0,1.75,False,29.0,2.4166666666666665,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-05 15:55:00+00:00,2022-01-05 16:00:00+00:00,NEUTRAL,46611.47,314304,2.0,0.16666666666666666,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-06 18:05:00+00:00,2022-01-06 18:10:00+00:00,NEUTRAL,43092.31,313990,26.0,2.1666666666666665,False,30.0,2.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-06 18:30:00+00:00,2022-01-06 18:35:00+00:00,NEUTRAL,43083.36,313985,21.0,1.75,False,25.0,2.0833333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-06 18:35:00+00:00,2022-01-06 18:40:00+00:00,NEUTRAL,43133.09,313984,20.0,1.6666666666666667,False,24.0,2.0,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-07 12:15:00+00:00,2022-01-07 12:20:00+00:00,NEUTRAL,42370.74,313772,10.0,0.8333333333333334,False,11.0,0.9166666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-07 12:30:00+00:00,2022-01-07 12:35:00+00:00,NEUTRAL,42433.01,313769,7.0,0.5833333333333334,False,8.0,0.6666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-07 21:30:00+00:00,2022-01-07 21:35:00+00:00,NEUTRAL,41860.0,313661,4.0,0.3333333333333333,False,6.0,0.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-08 03:05:00+00:00,2022-01-08 03:10:00+00:00,NEUTRAL,41873.99,313594,1.0,0.08333333333333333,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-08 05:25:00+00:00,2022-01-08 05:30:00+00:00,NEUTRAL,41940.69,313566,2.0,0.16666666666666666,False,8.0,0.6666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-08 09:00:00+00:00,2022-01-08 09:05:00+00:00,NEUTRAL,42011.0,313523,15.0,1.25,False,21.0,1.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-08 09:05:00+00:00,2022-01-08 09:10:00+00:00,NEUTRAL,42061.73,313522,14.0,1.1666666666666667,False,20.0,1.6666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-09 01:05:00+00:00,2022-01-09 01:10:00+00:00,NEUTRAL,41853.03,313330,3.0,0.25,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-09 17:55:00+00:00,2022-01-09 18:00:00+00:00,NEUTRAL,42084.68,313128,11.0,0.9166666666666666,False,59.0,4.916666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-09 19:20:00+00:00,2022-01-09 19:25:00+00:00,NEUTRAL,42293.29,313111,14.0,1.1666666666666667,False,42.0,3.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-10 18:35:00+00:00,2022-01-10 18:40:00+00:00,STRONG_BEAR,41477.71,312832,9.0,0.75,False,15.0,1.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-10 20:45:00+00:00,2022-01-10 20:50:00+00:00,STRONG_BEAR,41533.32,312806,12.0,1.0,False,25.0,2.0833333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-10 20:55:00+00:00,2022-01-10 21:00:00+00:00,NEUTRAL,41696.81,312804,10.0,0.8333333333333334,False,23.0,1.9166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-11 01:30:00+00:00,2022-01-11 01:35:00+00:00,NEUTRAL,41985.92,312749,32.0,2.6666666666666665,False,45.0,3.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-11 23:00:00+00:00,2022-01-11 23:05:00+00:00,STRONG_BULL,42765.65,312491,6.0,0.5,False,6.0,0.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 00:10:00+00:00,2022-01-12 00:15:00+00:00,STRONG_BULL,42910.01,312477,2.0,0.16666666666666666,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 06:00:00+00:00,2022-01-12 06:05:00+00:00,STRONG_BULL,42715.85,312407,3.0,0.25,False,3.0,0.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 06:10:00+00:00,2022-01-12 06:15:00+00:00,STRONG_BULL,42680.55,312405,1.0,0.08333333333333333,False,1.0,0.08333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 09:55:00+00:00,2022-01-12 10:00:00+00:00,NEUTRAL,42778.0,312360,9.0,0.75,False,68.0,5.666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 12:00:00+00:00,2022-01-12 12:05:00+00:00,STRONG_BULL,42987.91,312335,2.0,0.16666666666666666,False,43.0,3.5833333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 12:20:00+00:00,2022-01-12 12:25:00+00:00,STRONG_BULL,43095.0,312331,38.0,3.1666666666666665,False,39.0,3.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 12:55:00+00:00,2022-01-12 13:00:00+00:00,STRONG_BULL,43245.67,312324,31.0,2.5833333333333335,False,32.0,2.6666666666666665,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 20:10:00+00:00,2022-01-12 20:15:00+00:00,STRONG_BULL,43648.72,312237,4.0,0.3333333333333333,False,5.0,0.4166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 20:15:00+00:00,2022-01-12 20:20:00+00:00,STRONG_BULL,43703.96,312236,3.0,0.25,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 20:20:00+00:00,2022-01-12 20:25:00+00:00,STRONG_BULL,43711.0,312235,2.0,0.16666666666666666,False,3.0,0.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 23:10:00+00:00,2022-01-12 23:15:00+00:00,STRONG_BULL,43896.06,312201,8.0,0.6666666666666666,False,13.0,1.0833333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-12 23:30:00+00:00,2022-01-12 23:35:00+00:00,STRONG_BULL,43960.0,312197,4.0,0.3333333333333333,False,9.0,0.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-13 07:20:00+00:00,2022-01-13 07:25:00+00:00,NEUTRAL,43749.99,312103,1.0,0.08333333333333333,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-13 09:30:00+00:00,2022-01-13 09:35:00+00:00,NEUTRAL,43917.3,312077,2.0,0.16666666666666666,False,17.0,1.4166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-13 14:50:00+00:00,2022-01-13 14:55:00+00:00,NEUTRAL,44022.02,312013,2.0,0.16666666666666666,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-14 04:35:00+00:00,2022-01-14 04:40:00+00:00,STRONG_BEAR,42749.99,311848,4.0,0.3333333333333333,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-14 05:35:00+00:00,2022-01-14 05:40:00+00:00,STRONG_BEAR,42788.43,311836,14.0,1.1666666666666667,False,23.0,1.9166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-14 05:50:00+00:00,2022-01-14 05:55:00+00:00,STRONG_BEAR,42815.43,311833,11.0,0.9166666666666666,False,20.0,1.6666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-14 06:15:00+00:00,2022-01-14 06:20:00+00:00,STRONG_BEAR,42890.95,311828,6.0,0.5,False,15.0,1.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-14 18:50:00+00:00,2022-01-14 18:55:00+00:00,NEUTRAL,43026.09,311677,13.0,1.0833333333333333,False,54.0,4.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-14 21:00:00+00:00,2022-01-14 21:05:00+00:00,NEUTRAL,43186.49,311651,15.0,1.25,False,28.0,2.3333333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-15 07:15:00+00:00,2022-01-15 07:20:00+00:00,STRONG_BULL,43024.68,311528,2.0,0.16666666666666666,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-15 16:30:00+00:00,2022-01-15 16:35:00+00:00,STRONG_BULL,43311.33,311417,7.0,0.5833333333333334,False,56.0,4.666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-16 07:30:00+00:00,2022-01-16 07:35:00+00:00,NEUTRAL,43149.26,311237,11.0,0.9166666666666666,False,15.0,1.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-16 07:35:00+00:00,2022-01-16 07:40:00+00:00,NEUTRAL,43190.94,311236,10.0,0.8333333333333334,False,14.0,1.1666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-16 16:10:00+00:00,2022-01-16 16:15:00+00:00,STRONG_BULL,43219.59,311133,10.0,0.8333333333333334,False,18.0,1.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-16 22:55:00+00:00,2022-01-16 23:00:00+00:00,NEUTRAL,43157.22,311052,9.0,0.75,False,11.0,0.9166666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-16 23:10:00+00:00,2022-01-16 23:15:00+00:00,NEUTRAL,43196.23,311049,6.0,0.5,False,8.0,0.6666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-17 09:50:00+00:00,2022-01-17 09:55:00+00:00,STRONG_BEAR,42871.68,310921,2.0,0.16666666666666666,False,6.0,0.5,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-17 10:05:00+00:00,2022-01-17 10:10:00+00:00,STRONG_BEAR,42839.99,310918,2.0,0.16666666666666666,False,3.0,0.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-18 00:10:00+00:00,2022-01-18 00:15:00+00:00,STRONG_BEAR,42266.44,310749,16.0,1.3333333333333333,False,24.0,2.0,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-18 03:05:00+00:00,2022-01-18 03:10:00+00:00,NEUTRAL,42267.86,310714,1.0,0.08333333333333333,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-18 20:05:00+00:00,2022-01-18 20:10:00+00:00,STRONG_BEAR,41671.35,310510,2.0,0.16666666666666666,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-18 20:10:00+00:00,2022-01-18 20:15:00+00:00,STRONG_BEAR,41677.65,310509,1.0,0.08333333333333333,False,1.0,0.08333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-20 06:20:00+00:00,2022-01-20 06:25:00+00:00,NEUTRAL,41973.39,310099,11.0,0.9166666666666666,False,23.0,1.9166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-20 07:05:00+00:00,2022-01-20 07:10:00+00:00,NEUTRAL,41976.35,310090,2.0,0.16666666666666666,False,14.0,1.1666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-20 07:10:00+00:00,2022-01-20 07:15:00+00:00,NEUTRAL,41988.46,310089,1.0,0.08333333333333333,False,13.0,1.0833333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-20 07:40:00+00:00,2022-01-20 07:45:00+00:00,NEUTRAL,42072.28,310083,4.0,0.3333333333333333,False,7.0,0.5833333333333334,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-20 10:55:00+00:00,2022-01-20 11:00:00+00:00,NEUTRAL,42089.94,310044,8.0,0.6666666666666666,False,13.0,1.0833333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-23 07:05:00+00:00,2022-01-23 07:10:00+00:00,NEUTRAL,35358.71,309226,16.0,1.3333333333333333,False,53.0,4.416666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-23 12:55:00+00:00,2022-01-23 13:00:00+00:00,NEUTRAL,35780.01,309156,2.0,0.16666666666666666,False,16.0,1.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-23 13:15:00+00:00,2022-01-23 13:20:00+00:00,NEUTRAL,35779.99,309152,11.0,0.9166666666666666,False,12.0,1.0,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-23 22:45:00+00:00,2022-01-23 22:50:00+00:00,NEUTRAL,35411.41,309038,18.0,1.5,False,33.0,2.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-23 22:50:00+00:00,2022-01-23 22:55:00+00:00,NEUTRAL,35442.4,309037,17.0,1.4166666666666667,False,32.0,2.6666666666666665,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-23 23:05:00+00:00,2022-01-23 23:10:00+00:00,NEUTRAL,35779.01,309034,14.0,1.1666666666666667,False,29.0,2.4166666666666665,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-24 17:20:00+00:00,2022-01-24 17:25:00+00:00,NEUTRAL,34556.15,308815,27.0,2.25,False,81.0,6.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 08:45:00+00:00,2022-01-25 08:50:00+00:00,STRONG_BULL,36244.21,308630,2.0,0.16666666666666666,False,2.0,0.16666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 09:15:00+00:00,2022-01-25 09:20:00+00:00,STRONG_BULL,36176.25,308624,17.0,1.4166666666666667,False,25.0,2.0833333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 11:00:00+00:00,2022-01-25 11:05:00+00:00,STRONG_BULL,36497.64,308603,4.0,0.3333333333333333,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 11:05:00+00:00,2022-01-25 11:10:00+00:00,STRONG_BULL,36548.36,308602,3.0,0.25,False,3.0,0.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 12:25:00+00:00,2022-01-25 12:30:00+00:00,STRONG_BULL,36431.98,308586,8.0,0.6666666666666666,False,8.0,0.6666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 12:30:00+00:00,2022-01-25 12:35:00+00:00,STRONG_BULL,36455.0,308585,7.0,0.5833333333333334,False,7.0,0.5833333333333334,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 14:35:00+00:00,2022-01-25 14:40:00+00:00,STRONG_BULL,36920.9,308560,2.0,0.16666666666666666,False,3.0,0.25,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-25 16:45:00+00:00,2022-01-25 16:50:00+00:00,STRONG_BULL,36905.18,308534,27.0,2.25,False,33.0,2.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-26 00:05:00+00:00,2022-01-26 00:10:00+00:00,NEUTRAL,36839.66,308446,1.0,0.08333333333333333,False,1.0,0.08333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-26 03:10:00+00:00,2022-01-26 03:15:00+00:00,NEUTRAL,36996.84,308409,33.0,2.75,False,40.0,3.3333333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-26 11:30:00+00:00,2022-01-26 11:35:00+00:00,STRONG_BULL,37936.35,308309,8.0,0.6666666666666666,False,17.0,1.4166666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-26 12:05:00+00:00,2022-01-26 12:10:00+00:00,STRONG_BULL,37928.74,308302,1.0,0.08333333333333333,False,10.0,0.8333333333333334,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-26 16:20:00+00:00,2022-01-26 16:25:00+00:00,STRONG_BULL,38108.87,308251,2.0,0.16666666666666666,False,14.0,1.1666666666666667,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-26 16:45:00+00:00,2022-01-26 16:50:00+00:00,STRONG_BULL,38168.85,308246,9.0,0.75,False,9.0,0.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-27 11:30:00+00:00,2022-01-27 11:35:00+00:00,STRONG_BEAR,36757.92,308021,12.0,1.0,False,47.0,3.9166666666666665,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-27 13:05:00+00:00,2022-01-27 13:10:00+00:00,NEUTRAL,36767.3,308002,5.0,0.4166666666666667,False,28.0,2.3333333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-27 14:40:00+00:00,2022-01-27 14:45:00+00:00,NEUTRAL,36972.39,307983,7.0,0.5833333333333334,False,9.0,0.75,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-27 14:45:00+00:00,2022-01-27 14:50:00+00:00,NEUTRAL,36980.01,307982,6.0,0.5,False,8.0,0.6666666666666666,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-28 06:05:00+00:00,2022-01-28 06:10:00+00:00,STRONG_BULL,37391.78,307798,7.0,0.5833333333333334,False,7.0,0.5833333333333334,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-28 15:05:00+00:00,2022-01-28 15:10:00+00:00,NEUTRAL,36940.79,307690,21.0,1.75,False,28.0,2.3333333333333335,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-28 18:45:00+00:00,2022-01-28 18:50:00+00:00,STRONG_BULL,36982.23,307646,3.0,0.25,False,4.0,0.3333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-29 07:00:00+00:00,2022-01-29 07:05:00+00:00,STRONG_BULL,37729.9,307499,1.0,0.08333333333333333,False,1.0,0.08333333333333333,False
development,5m,1h,PULLBACK_RECLAIM,2022-01-29 07:55:00+00:00,2022-01-29 08:00:00+00:00,STRONG_BULL,37822.15,307488,3.0,0.25,False,13.0,1.0833333333333333,False
