role,partition,dev_block,execution_start,parent_entry_ts,lane,component,H,L,R,entry_ts,entry_price,baseline_exit_ts,baseline_exit_price,baseline_exit_reason,baseline_pnl,baseline_pnl_5bps,intervention,signal_ts,candidate_exit_ts,candidate_exit_price,candidate_exit_reason,candidate_pnl,candidate_pnl_5bps,guard_entry_to_e20_min,guard_running_mae_R_to_e20,selection_scope
CENTRAL,development,2.0,2023-06-11 18:00:00+00:00,2023-06-11 18:05:00+00:00,G_SHALLOW25,PARENT,15.6,15.101,0.4989999999999988,2023-06-11 18:05:00+00:00,15.6,2023-06-11 18:15:00+00:00,15.7996,TARGET,6.39743589743591,6.14743589743591,False,,2023-06-11 18:15:00+00:00,15.7996,TARGET,6.39743589743591,6.14743589743591,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-12 18:00:00+00:00,2023-06-13 03:15:00+00:00,G_SHALLOW25,PARENT,15.47,14.708,0.7620000000000005,2023-06-13 03:15:00+00:00,15.47,2023-06-13 05:55:00+00:00,15.365,TIME,-3.3936651583710287,-3.6436651583710287,False,,2023-06-13 05:55:00+00:00,15.365,TIME,-3.3936651583710287,-3.6436651583710287,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-13 18:00:00+00:00,2023-06-14 02:40:00+00:00,G_SHALLOW25,PARENT,15.269,14.751,0.5180000000000007,2023-06-14 02:40:00+00:00,15.269,2023-06-14 05:55:00+00:00,15.028,TIME,-7.891806929071987,-8.141806929071988,False,,2023-06-14 05:55:00+00:00,15.028,TIME,-7.891806929071987,-8.141806929071988,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-15 18:00:00+00:00,2023-06-15 19:00:00+00:00,G_SHALLOW25,PARENT,14.807,14.161,0.6460000000000008,2023-06-15 19:00:00+00:00,14.807,2023-06-15 21:15:00+00:00,15.0654,TARGET,8.725602755453533,8.475602755453531,False,,2023-06-15 21:15:00+00:00,15.0654,TARGET,8.725602755453533,8.475602755453531,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-16 18:00:00+00:00,2023-06-16 18:05:00+00:00,G_SHALLOW25,PARENT,15.286,14.315,0.971,2023-06-16 18:05:00+00:00,15.286,2023-06-16 18:35:00+00:00,15.266,FAILED_BREAK,-0.6541933795629618,-0.9041933795629618,False,,2023-06-16 18:35:00+00:00,15.266,FAILED_BREAK,-0.6541933795629618,-0.9041933795629618,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-19 18:00:00+00:00,2023-06-19 18:00:00+00:00,G_SHALLOW25,PARENT,15.827,15.419,0.4079999999999995,2023-06-19 18:00:00+00:00,15.827,2023-06-19 18:30:00+00:00,15.824,FAILED_BREAK,-0.0947747520060882,-0.3447747520060882,False,,2023-06-19 18:30:00+00:00,15.824,FAILED_BREAK,-0.0947747520060882,-0.3447747520060882,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-20 18:00:00+00:00,2023-06-20 18:20:00+00:00,G_SHALLOW25,PARENT,16.49,15.715,0.7749999999999986,2023-06-20 18:20:00+00:00,16.49,2023-06-21 00:20:00+00:00,16.799999999999997,TARGET,9.399636143117007,9.149636143117007,False,,2023-06-21 00:20:00+00:00,16.799999999999997,TARGET,9.399636143117007,9.149636143117007,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-21 18:00:00+00:00,2023-06-21 23:05:00+00:00,G_SHALLOW25,PARENT,17.307,16.6,0.7069999999999972,2023-06-21 23:05:00+00:00,17.307,2023-06-21 23:25:00+00:00,17.3,FAILED_BREAK,-0.2022303114346257,-0.4522303114346258,False,,2023-06-21 23:25:00+00:00,17.3,FAILED_BREAK,-0.20223031143462578,-0.4522303114346258,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-23 18:00:00+00:00,2023-06-23 20:30:00+00:00,G_SHALLOW25,PARENT,17.29,16.196,1.0939999999999976,2023-06-23 20:30:00+00:00,17.29,2023-06-23 21:25:00+00:00,17.286,FAILED_BREAK,-0.1156737998842527,-0.3656737998842527,True,2023-06-23 21:05:00+00:00,2023-06-23 21:10:00+00:00,17.397,A16_GUARDED_E10_FAIL,3.0942741469056623,2.8442741469056623,30.0,0.09597806215722181,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-27 18:00:00+00:00,2023-06-27 21:35:00+00:00,G_SHALLOW25,PARENT,16.83,16.321,0.5089999999999968,2023-06-27 21:35:00+00:00,16.83,2023-06-27 21:45:00+00:00,16.822,FAILED_BREAK,-0.2376708259060889,-0.4876708259060889,False,,2023-06-27 21:45:00+00:00,16.822,FAILED_BREAK,-0.2376708259060889,-0.4876708259060889,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-29 18:00:00+00:00,2023-06-29 18:55:00+00:00,G_SHALLOW25,PARENT,17.782,17.25,0.532,2023-06-29 18:55:00+00:00,17.782,2023-06-29 22:35:00+00:00,17.9948,TARGET,5.983578900011333,5.733578900011333,False,,2023-06-29 22:35:00+00:00,17.9948,TARGET,5.983578900011333,5.733578900011333,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-01 18:00:00+00:00,2023-07-01 23:10:00+00:00,G_SHALLOW25,PARENT,18.496,18.241,0.254999999999999,2023-07-01 23:10:00+00:00,18.496,2023-07-01 23:50:00+00:00,18.598,TARGET,2.7573529411765163,2.5073529411765163,False,,2023-07-01 23:50:00+00:00,18.598,TARGET,2.7573529411765163,2.5073529411765163,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-02 18:00:00+00:00,2023-07-02 20:40:00+00:00,G_SHALLOW25,PARENT,19.494,18.85,0.6439999999999984,2023-07-02 20:40:00+00:00,19.494,2023-07-02 20:55:00+00:00,19.47,FAILED_BREAK,-0.6155740227762885,-0.8655740227762885,True,2023-07-02 20:45:00+00:00,2023-07-02 20:50:00+00:00,19.499,A16_GUARDED_E10_FAIL,0.12824458807836336,-0.12175541192163664,0.0,0.08229813664596422,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-03 18:00:00+00:00,2023-07-04 00:15:00+00:00,G_SHALLOW25,PARENT,19.356,18.931,0.4250000000000007,2023-07-04 00:15:00+00:00,19.356,2023-07-04 05:55:00+00:00,19.204,TIME,-3.9264310808018177,-4.176431080801818,False,,2023-07-04 05:55:00+00:00,19.204,TIME,-3.9264310808018177,-4.176431080801818,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-05 18:00:00+00:00,2023-07-05 23:15:00+00:00,G_SHALLOW25,PARENT,18.891,18.43,0.4609999999999985,2023-07-05 23:15:00+00:00,18.891,2023-07-06 00:05:00+00:00,19.0754,TARGET,4.880630988301271,4.630630988301271,False,,2023-07-06 00:05:00+00:00,19.0754,TARGET,4.880630988301271,4.630630988301271,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-06 18:00:00+00:00,2023-07-06 18:00:00+00:00,G_SHALLOW25,PARENT,20.066,18.803,1.262999999999998,2023-07-06 18:00:00+00:00,20.066,2023-07-06 18:20:00+00:00,20.057,FAILED_BREAK,-0.2242599421907742,-0.4742599421907743,False,,2023-07-06 18:20:00+00:00,20.057,FAILED_BREAK,-0.22425994219077428,-0.4742599421907743,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-07 18:00:00+00:00,2023-07-07 22:15:00+00:00,G_SHALLOW25,PARENT,21.74,20.722,1.0179999999999971,2023-07-07 22:15:00+00:00,21.74,2023-07-08 05:55:00+00:00,21.418,TIME,-7.405703771849126,-7.655703771849126,False,,2023-07-08 05:55:00+00:00,21.418,TIME,-7.405703771849126,-7.655703771849126,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-08 18:00:00+00:00,2023-07-09 01:00:00+00:00,G_SHALLOW25,PARENT,22.0,21.362,0.6380000000000017,2023-07-09 01:00:00+00:00,22.0,2023-07-09 01:05:00+00:00,22.2552,TARGET,5.800000000000027,5.550000000000027,False,,2023-07-09 01:05:00+00:00,22.2552,TARGET,5.799999999999916,5.549999999999916,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-10 18:00:00+00:00,2023-07-10 18:40:00+00:00,G_SHALLOW25,PARENT,21.3,20.764,0.5360000000000014,2023-07-10 18:40:00+00:00,21.3,2023-07-10 18:50:00+00:00,21.248,FAILED_BREAK,-1.220657276995274,-1.470657276995274,False,,2023-07-10 18:50:00+00:00,21.248,FAILED_BREAK,-1.220657276995274,-1.470657276995274,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-13 18:00:00+00:00,2023-07-13 18:10:00+00:00,G_SHALLOW25,PARENT,26.555,22.072,4.4830000000000005,2023-07-13 18:10:00+00:00,26.555,2023-07-14 00:45:00+00:00,28.3482,TARGET,33.76388627377136,33.51388627377136,False,,2023-07-14 00:45:00+00:00,28.3482,TARGET,33.76388627377136,33.51388627377136,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-18 18:00:00+00:00,2023-07-18 19:05:00+00:00,G_SHALLOW25,PARENT,25.7,24.8,0.8999999999999986,2023-07-18 19:05:00+00:00,25.7,2023-07-18 19:15:00+00:00,25.638,FAILED_BREAK,-1.2062256809338143,-1.4562256809338143,False,,2023-07-18 19:15:00+00:00,25.638,FAILED_BREAK,-1.2062256809338145,-1.4562256809338145,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-19 18:00:00+00:00,2023-07-19 18:00:00+00:00,G_SHALLOW25,PARENT,26.75,25.82,0.9299999999999996,2023-07-19 18:00:00+00:00,26.75,2023-07-20 05:55:00+00:00,26.824,TIME,1.3831775700935411,1.1331775700935411,True,2023-07-19 20:50:00+00:00,2023-07-19 20:55:00+00:00,26.772,A16_GUARDED_E10_FAIL,0.41121495327101076,0.16121495327101076,165.0,0.22688172043010604,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-21 18:00:00+00:00,2023-07-21 18:00:00+00:00,G_SHALLOW25,PARENT,25.516,25.158,0.357999999999997,2023-07-21 18:00:00+00:00,25.516,2023-07-21 18:05:00+00:00,25.6592,TARGET,2.806082458065573,2.556082458065573,False,,2023-07-21 18:05:00+00:00,25.6592,TARGET,2.806082458065573,2.556082458065573,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-23 18:00:00+00:00,2023-07-23 18:50:00+00:00,G_SHALLOW25,PARENT,25.175,24.58,0.5950000000000024,2023-07-23 18:50:00+00:00,25.175,2023-07-23 19:05:00+00:00,25.157,FAILED_BREAK,-0.3574975173783468,-0.6074975173783468,False,,2023-07-23 19:05:00+00:00,25.157,FAILED_BREAK,-0.3574975173783468,-0.6074975173783468,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-24 18:00:00+00:00,2023-07-24 21:55:00+00:00,G_SHALLOW25,PARENT,23.559,22.814,0.745000000000001,2023-07-24 21:55:00+00:00,23.559,2023-07-25 05:55:00+00:00,23.299,TIME,-5.518061038244426,-5.768061038244427,False,,2023-07-25 05:55:00+00:00,23.299,TIME,-5.518061038244426,-5.768061038244427,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-25 18:00:00+00:00,2023-07-26 03:00:00+00:00,G_SHALLOW25,PARENT,23.58,23.063,0.5169999999999995,2023-07-26 03:00:00+00:00,23.58,2023-07-26 03:20:00+00:00,23.555,FAILED_BREAK,-0.5301102629346466,-0.7801102629346466,False,,2023-07-26 03:20:00+00:00,23.555,FAILED_BREAK,-0.5301102629346466,-0.7801102629346466,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-26 18:00:00+00:00,2023-07-26 18:00:00+00:00,G_SHALLOW25,PARENT,24.985,24.288,0.6969999999999992,2023-07-26 18:00:00+00:00,24.985,2023-07-26 18:15:00+00:00,25.2638,TARGET,5.579347608565155,5.329347608565155,False,,2023-07-26 18:15:00+00:00,25.2638,TARGET,5.579347608565155,5.329347608565155,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-29 18:00:00+00:00,2023-07-29 20:20:00+00:00,G_SHALLOW25,PARENT,25.345,24.9,0.4450000000000003,2023-07-29 20:20:00+00:00,25.345,2023-07-29 20:30:00+00:00,25.329,FAILED_BREAK,-0.3156441112645014,-0.5656441112645014,False,,2023-07-29 20:30:00+00:00,25.329,FAILED_BREAK,-0.3156441112645014,-0.5656441112645014,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-01 18:00:00+00:00,2023-08-01 18:15:00+00:00,G_SHALLOW25,PARENT,23.452,22.738,0.7140000000000022,2023-08-01 18:15:00+00:00,23.452,2023-08-01 19:00:00+00:00,23.737600000000004,TARGET,6.089032918301207,5.839032918301207,False,,2023-08-01 19:00:00+00:00,23.737600000000004,TARGET,6.089032918301207,5.839032918301207,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-03 18:00:00+00:00,2023-08-03 20:25:00+00:00,G_SHALLOW25,PARENT,23.1,22.685,0.4150000000000027,2023-08-03 20:25:00+00:00,23.1,2023-08-03 22:10:00+00:00,22.571,REFERENCE_INVALIDATION,-11.450216450216432,-11.700216450216432,False,,2023-08-03 22:10:00+00:00,22.571,REFERENCE_INVALIDATION,-11.450216450216432,-11.700216450216432,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-05 18:00:00+00:00,2023-08-06 02:00:00+00:00,G_SHALLOW25,PARENT,22.8,22.17,0.629999999999999,2023-08-06 02:00:00+00:00,22.8,2023-08-06 03:10:00+00:00,22.775,FAILED_BREAK,-0.5482456140351588,-0.7982456140351588,False,,2023-08-06 03:10:00+00:00,22.775,FAILED_BREAK,-0.5482456140351588,-0.7982456140351588,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-06 18:00:00+00:00,2023-08-06 18:50:00+00:00,G_SHALLOW25,PARENT,23.25,22.844,0.4059999999999988,2023-08-06 18:50:00+00:00,23.25,2023-08-07 01:15:00+00:00,23.4124,TARGET,3.492473118279493,3.242473118279493,False,,2023-08-07 01:15:00+00:00,23.4124,TARGET,3.4924731182796043,3.2424731182796043,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-07 18:00:00+00:00,2023-08-07 18:05:00+00:00,G_SHALLOW25,PARENT,22.868,22.25,0.6179999999999986,2023-08-07 18:05:00+00:00,22.868,2023-08-07 18:50:00+00:00,22.868,FAILED_BREAK,0.0,-0.25,False,,2023-08-07 18:50:00+00:00,22.868,FAILED_BREAK,0.0,-0.25,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-08 18:00:00+00:00,2023-08-08 18:15:00+00:00,G_SHALLOW25,PARENT,24.253,23.214,1.0390000000000017,2023-08-08 18:15:00+00:00,24.253,2023-08-08 18:50:00+00:00,24.177,FAILED_BREAK,-1.5668164763122383,-1.8168164763122383,False,,2023-08-08 18:50:00+00:00,24.177,FAILED_BREAK,-1.5668164763122383,-1.8168164763122383,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-10 18:00:00+00:00,2023-08-11 03:10:00+00:00,G_SHALLOW25,PARENT,24.885,24.35,0.5350000000000001,2023-08-11 03:10:00+00:00,24.885,2023-08-11 05:55:00+00:00,24.729,TIME,-3.134418324291788,-3.384418324291788,False,,2023-08-11 05:55:00+00:00,24.729,TIME,-3.134418324291788,-3.3844183242917882,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-12 18:00:00+00:00,2023-08-12 18:55:00+00:00,G_SHALLOW25,PARENT,24.788,24.491,0.2970000000000006,2023-08-12 18:55:00+00:00,24.788,2023-08-12 19:15:00+00:00,24.771,FAILED_BREAK,-0.3429078586412726,-0.5929078586412726,False,,2023-08-12 19:15:00+00:00,24.771,FAILED_BREAK,-0.3429078586412726,-0.5929078586412726,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-13 18:00:00+00:00,2023-08-13 19:50:00+00:00,G_SHALLOW25,PARENT,24.662,24.368,0.2940000000000005,2023-08-13 19:50:00+00:00,24.662,2023-08-13 20:00:00+00:00,24.645,FAILED_BREAK,-0.3446598005028001,-0.5946598005028001,False,,2023-08-13 20:00:00+00:00,24.645,FAILED_BREAK,-0.3446598005028001,-0.5946598005028001,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-14 18:00:00+00:00,2023-08-15 01:00:00+00:00,G_SHALLOW25,PARENT,25.29,24.427,0.8629999999999995,2023-08-15 01:00:00+00:00,25.29,2023-08-15 05:55:00+00:00,24.978,TIME,-6.16844602609723,-6.41844602609723,True,2023-08-15 01:05:00+00:00,2023-08-15 01:10:00+00:00,25.215,A16_GUARDED_E10_FAIL,-1.4827995255041193,-1.7327995255041193,0.0,0.11123986095017396,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-16 18:00:00+00:00,2023-08-16 18:00:00+00:00,G_SHALLOW25,PARENT,23.442,22.849,0.593,2023-08-16 18:00:00+00:00,23.442,2023-08-16 20:30:00+00:00,22.671,REFERENCE_INVALIDATION,-16.44484259022272,-16.69484259022272,False,,2023-08-16 20:30:00+00:00,22.671,REFERENCE_INVALIDATION,-16.44484259022272,-16.69484259022272,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-20 18:00:00+00:00,2023-08-20 20:45:00+00:00,G_SHALLOW25,PARENT,21.931,21.512,0.4190000000000005,2023-08-20 20:45:00+00:00,21.931,2023-08-21 00:55:00+00:00,21.51,REFERENCE_INVALIDATION,-9.598285531895456,-9.848285531895456,False,,2023-08-21 00:55:00+00:00,21.51,REFERENCE_INVALIDATION,-9.598285531895456,-9.848285531895456,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-21 18:00:00+00:00,2023-08-21 21:35:00+00:00,G_SHALLOW25,PARENT,21.404,20.2,1.2040000000000006,2023-08-21 21:35:00+00:00,21.404,2023-08-22 05:55:00+00:00,21.005,TIME,-9.320687721921184,-9.570687721921184,False,,2023-08-22 05:55:00+00:00,21.005,TIME,-9.320687721921184,-9.570687721921184,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-23 18:00:00+00:00,2023-08-23 19:25:00+00:00,G_SHALLOW25,PARENT,21.49,20.618,0.8719999999999999,2023-08-23 19:25:00+00:00,21.49,2023-08-24 04:40:00+00:00,21.8388,TARGET,8.115402512796631,7.865402512796632,False,,2023-08-24 04:40:00+00:00,21.8388,TARGET,8.115402512796631,7.865402512796632,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-08-28 18:00:00+00:00,2023-08-29 01:15:00+00:00,G_SHALLOW25,PARENT,20.683,20.438,0.245000000000001,2023-08-29 01:15:00+00:00,20.683,2023-08-29 01:30:00+00:00,20.678,FAILED_BREAK,-0.120872213895451,-0.370872213895451,True,2023-08-29 01:20:00+00:00,2023-08-29 01:25:00+00:00,20.685,A16_GUARDED_E10_FAIL,0.048348885558158194,-0.2016511144418418,0.0,0.23673469387754936,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-03 18:00:00+00:00,2023-09-03 18:10:00+00:00,G_SHALLOW25,PARENT,19.445,19.21,0.2349999999999994,2023-09-03 18:10:00+00:00,19.445,2023-09-03 18:20:00+00:00,19.539,TARGET,2.417073797891467,2.167073797891467,False,,2023-09-03 18:20:00+00:00,19.539,TARGET,2.417073797891467,2.167073797891467,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-07 18:00:00+00:00,2023-09-07 18:00:00+00:00,G_SHALLOW25,PARENT,19.742,19.312,0.4299999999999997,2023-09-07 18:00:00+00:00,19.742,2023-09-07 21:10:00+00:00,19.914,TARGET,4.356194914395761,4.106194914395761,False,,2023-09-07 21:10:00+00:00,19.914,TARGET,4.356194914395761,4.106194914395761,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-10 18:00:00+00:00,2023-09-10 20:15:00+00:00,G_SHALLOW25,PARENT,18.388,17.733,0.6550000000000011,2023-09-10 20:15:00+00:00,18.388,2023-09-10 20:25:00+00:00,18.377,FAILED_BREAK,-0.2991081139874785,-0.5491081139874785,False,,2023-09-10 20:25:00+00:00,18.377,FAILED_BREAK,-0.2991081139874785,-0.5491081139874785,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-11 18:00:00+00:00,2023-09-12 03:15:00+00:00,G_SHALLOW25,PARENT,17.99,17.333,0.657,2023-09-12 03:15:00+00:00,17.99,2023-09-12 03:20:00+00:00,18.2528,TARGET,7.304057809894293,7.054057809894293,False,,2023-09-12 03:20:00+00:00,18.2528,TARGET,7.304057809894404,7.054057809894404,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-13 18:00:00+00:00,2023-09-14 00:10:00+00:00,G_SHALLOW25,PARENT,18.544,17.859,0.6849999999999987,2023-09-14 00:10:00+00:00,18.544,2023-09-14 00:25:00+00:00,18.504,FAILED_BREAK,-1.0785159620362306,-1.3285159620362306,True,2023-09-14 00:15:00+00:00,2023-09-14 00:20:00+00:00,18.553,A16_GUARDED_E10_FAIL,0.24266609145817686,-0.007333908541823147,0.0,0.15620437956204308,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-14 18:00:00+00:00,2023-09-15 02:00:00+00:00,G_SHALLOW25,PARENT,19.184,18.828,0.3560000000000016,2023-09-15 02:00:00+00:00,19.184,2023-09-15 05:55:00+00:00,19.188,TIME,0.1042535446205139,-0.145746455379486,False,,2023-09-15 05:55:00+00:00,19.188,TIME,0.10425354462051395,-0.14574645537948605,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-15 18:00:00+00:00,2023-09-15 22:35:00+00:00,G_SHALLOW25,PARENT,18.939,18.621,0.3180000000000014,2023-09-15 22:35:00+00:00,18.939,2023-09-15 22:40:00+00:00,19.0662,TARGET,3.3581498495168782,3.1081498495168782,False,,2023-09-15 22:40:00+00:00,19.0662,TARGET,3.3581498495168782,3.1081498495168782,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-16 18:00:00+00:00,2023-09-16 23:35:00+00:00,G_SHALLOW25,PARENT,19.126,18.846,0.2800000000000011,2023-09-16 23:35:00+00:00,19.126,2023-09-17 00:55:00+00:00,18.836,REFERENCE_INVALIDATION,-7.5813029384085295,-7.8313029384085295,False,,2023-09-17 00:55:00+00:00,18.836,REFERENCE_INVALIDATION,-7.5813029384085295,-7.8313029384085295,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-17 18:00:00+00:00,2023-09-18 02:25:00+00:00,G_SHALLOW25,PARENT,19.032,18.767,0.2650000000000005,2023-09-18 02:25:00+00:00,19.032,2023-09-18 02:30:00+00:00,19.138,TARGET,2.7847835224884543,2.5347835224884543,False,,2023-09-18 02:30:00+00:00,19.138,TARGET,2.7847835224884543,2.5347835224884543,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-19 18:00:00+00:00,2023-09-20 02:00:00+00:00,G_SHALLOW25,PARENT,20.162,19.804,0.3580000000000005,2023-09-20 02:00:00+00:00,20.162,2023-09-20 05:55:00+00:00,19.873,TIME,-7.166947723440065,-7.416947723440065,True,2023-09-20 02:05:00+00:00,2023-09-20 02:10:00+00:00,20.114,A16_GUARDED_E10_FAIL,-1.1903580993948837,-1.4403580993948837,0.0,0.09776536312849188,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-20 18:00:00+00:00,2023-09-20 18:00:00+00:00,G_SHALLOW25,PARENT,20.38,20.091,0.2889999999999979,2023-09-20 18:00:00+00:00,20.38,2023-09-20 18:30:00+00:00,20.4956,TARGET,2.8361138370952554,2.5861138370952554,False,,2023-09-20 18:30:00+00:00,20.4956,TARGET,2.8361138370952554,2.5861138370952554,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-21 18:00:00+00:00,2023-09-21 18:20:00+00:00,G_SHALLOW25,PARENT,19.685,19.365,0.3200000000000003,2023-09-21 18:20:00+00:00,19.685,2023-09-22 00:15:00+00:00,19.341,REFERENCE_INVALIDATION,-8.737617475234883,-8.987617475234883,False,,2023-09-22 00:15:00+00:00,19.341,REFERENCE_INVALIDATION,-8.737617475234883,-8.987617475234883,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-23 18:00:00+00:00,2023-09-23 18:15:00+00:00,G_SHALLOW25,PARENT,19.449,19.28,0.1690000000000004,2023-09-23 18:15:00+00:00,19.449,2023-09-23 18:25:00+00:00,19.441,FAILED_BREAK,-0.2056661010849669,-0.4556661010849669,False,,2023-09-23 18:25:00+00:00,19.441,FAILED_BREAK,-0.20566610108496697,-0.45566610108496697,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-27 18:00:00+00:00,2023-09-28 00:25:00+00:00,G_SHALLOW25,PARENT,19.284,18.755,0.5289999999999999,2023-09-28 00:25:00+00:00,19.284,2023-09-28 00:35:00+00:00,19.239,FAILED_BREAK,-1.1667703795892326,-1.4167703795892326,False,,2023-09-28 00:35:00+00:00,19.239,FAILED_BREAK,-1.1667703795892326,-1.4167703795892326,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-09-28 18:00:00+00:00,2023-09-28 18:00:00+00:00,G_SHALLOW25,PARENT,19.696,19.218,0.4780000000000015,2023-09-28 18:00:00+00:00,19.696,2023-09-28 23:05:00+00:00,19.887200000000004,TARGET,4.853777416734428,4.603777416734428,False,,2023-09-28 23:05:00+00:00,19.887200000000004,TARGET,4.853777416734428,4.603777416734428,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-10-01 18:00:00+00:00,2023-10-01 22:15:00+00:00,G_SHALLOW25,PARENT,23.273,22.431,0.8419999999999987,2023-10-01 22:15:00+00:00,23.273,2023-10-01 22:20:00+00:00,23.6098,TARGET,7.2358527048511645,6.9858527048511645,False,,2023-10-01 22:20:00+00:00,23.6098,TARGET,7.2358527048511645,6.9858527048511645,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-10-04 18:00:00+00:00,2023-10-04 19:05:00+00:00,G_SHALLOW25,PARENT,23.148,22.543,0.6050000000000004,2023-10-04 19:05:00+00:00,23.148,2023-10-04 19:25:00+00:00,23.064,FAILED_BREAK,-1.8144116122343343,-2.064411612234335,True,2023-10-04 19:15:00+00:00,2023-10-04 19:20:00+00:00,23.156,A16_GUARDED_E10_FAIL,0.17280110592710063,-0.07719889407289937,5.0,0.21818181818182042,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-10-06 18:00:00+00:00,2023-10-06 21:35:00+00:00,G_SHALLOW25,PARENT,23.749,22.854,0.8949999999999996,2023-10-06 21:35:00+00:00,23.749,2023-10-07 04:10:00+00:00,24.107,TARGET,7.537159459345633,7.287159459345633,False,,2023-10-07 04:10:00+00:00,24.107,TARGET,7.537159459345633,7.287159459345633,,,DEVELOPMENT_FROZEN_WINNER
