i,period,date,parent_pnl,parent_win,parent_mfe_r,parent_mae_r,failure_to_develop,developed_05r,sf68_pnl,sf9_pnl,ret6h,ret12h,ret24h,ret48h,ret72h,sun_pre16_ret,sat_day_ret,fri_day_ret,thu_day_ret,sat18_to_sun12_ret,sun12_to16_ret,prior24_range,prior24_close_loc,prior24_taker,pre_close_vs_ema7,pre_close_vs_ema20,pre_ema_spread,ret30m,ret60m,ret120m,ret240m,ret480m,taker30,taker60,taker120,taker240,range_pos2h,range_pos4h,range_pos8h,ema7_slope30,ema20_slope60,last_green,last_body_ratio,last_upper_wick_ratio,last_lower_wick_ratio,last_wick_dominant,last_upper_gt_lower,last3_up
33,D,2024-07-21,-7.746752069613234,False,0.20221598764535204,1.0265938632048373,True,False,-7.746752069613234,-7.746752069613234,-0.007175489420428671,-0.008191740811775539,0.004362850776963523,0.04666381328203517,0.028478687201228814,-0.00024559464603668424,0.006067134721426948,0.03906960579727392,-0.005340907144514406,0.007757009205245025,-0.003733743219346164,0.0212450219953082,0.3687202444397127,-0.012616143022339103,-0.00011291689889403322,-9.55083855069816e-06,0.00010337773343627177,-0.00010783689669369156,0.0013559342371896044,0.0010541310541309912,-0.003733743219346164,-0.003971563486083851,-0.03912424487495847,0.08313978796115351,0.06868976087802925,-0.043054478139486485,0.6575837163493076,0.3902961808261965,0.2384523809523844,0.00032252032325397195,0.00035351438632069687,False,0.19117647058814874,0.8088235294118512,0.0,True,True,False
34,D,2024-07-28,-7.750000000000006,False,0.06553692878681032,1.0014000299900356,True,False,-7.750000000000006,-7.750000000000006,-0.011177809977230502,-0.005949042781159153,-0.008924078384749179,0.004165405664891875,0.04694290563855774,-0.019026508073595294,0.01921395564936912,0.038776986071555664,-0.02281699393676384,-0.011888405465231622,0.0006001607361179051,0.04138417549099804,0.2651965762367612,-0.005112958673385288,0.0002193791781550658,-0.00033064911972746636,-0.0005499076595920638,-7.868054215354192e-05,-0.002397893290046027,-0.0015431412485659157,0.0006016471762693154,-0.008445533156482998,-0.06373475208195123,-0.06398862573117314,0.02777764023871976,0.05156494535684453,0.5060103033772138,0.6097187679357162,0.2634755291005254,-0.0010963341856186082,-0.0007335341037476573,True,0.6398467432949433,0.2241379310344395,0.13601532567061717,False,True,True
35,D,2024-08-04,11.75000000000001,True,1.8024492923988429,0.6134792721870705,False,True,11.75000000000001,11.75000000000001,-0.005123536719227606,0.002810770701069387,-0.01722884134662206,-0.06233728823271589,-0.060919279937709514,-0.005716612993018844,-0.037876501621901815,0.006357121391125098,-0.051921856415157785,-0.02018048987333987,6.77232596359989e-05,0.039565217391304364,0.3147083685545218,0.0004226919218116861,0.00041970488678066964,0.0007851715723936614,0.0003653133618100046,0.0022098587842300788,0.0033142982139247046,-0.004018825805369164,6.60713636799759e-05,-0.00299375559888293,0.05139727495435076,0.023660686252174434,-0.018413257022207308,0.015182838380721764,0.6437786100707416,0.5560747663551394,0.45996035678889846,0.002144921653270515,-0.0007248095237084584,False,0.6978417266187452,0.10911270983211493,0.19304556354913985,False,False,False
36,D,2024-08-11,11.75000000000001,True,1.798369369552244,0.9028595881261607,False,True,11.75000000000001,11.75000000000001,0.0037197209143726706,0.004457430472615487,0.008557553873878687,0.0026710119057367088,0.07020113651658177,0.009568675819265238,0.003959832203765945,0.014692962932478126,0.06119549581186079,0.0018238623082722505,0.005998915561689744,0.017213386348575277,0.8335899903753595,-0.031494951204950855,-0.00014979518113156232,0.0004695026857421958,0.0006193906486082756,0.0012068229649579987,1.796651694574436e-05,0.0022098145229010324,0.005998915561689744,0.0027350550532190265,0.15899340467573553,0.08490000755433069,0.01494213571111147,0.04228487652817137,0.5017291066282379,0.687002172338883,0.691525423728811,0.0007344878330859395,0.0008945024629298803,False,0.9209486166007882,0.04940711462450735,0.02964426877470441,False,True,True
37,D,2024-08-18,11.716524105054496,True,1.798410887034902,0.6874059051075821,False,True,11.716524105054496,11.716524105054496,-0.007094605836744261,0.005238812356185285,0.007081139462670416,0.02313540055755392,0.022814489797667203,0.001562539336214419,0.017983970585973896,-0.016353797287531724,0.006980817559506081,0.005965096399614067,0.004142730702312303,0.020733236200996208,0.5308056872037891,0.007292835062134642,0.0009425969426939407,0.001691789791382181,0.0007484873268222003,0.0026479384387916305,0.0021848838283329286,0.0018820250656861326,0.004142730702312303,0.0004828423318601338,0.20076185412822523,0.044060288515711976,-0.003250799387364278,0.00596592403259133,0.9468782338737448,0.9517543859649072,0.44564587758254226,0.001534491621060896,0.0004979829707709715,True,0.5150905432595583,0.10261569416496667,0.3822937625754751,False,False,True
38,D,2024-08-25,-7.734413776197084,False,0.199499920200035,1.0955172088519418,True,False,-7.734413776197084,-7.734413776197084,-0.003133642278121962,-0.00292679578266819,-0.007346682654373549,0.04262695177080733,0.04958228432256506,-0.0054249716768546286,0.04149891406528572,0.02316032463591222,0.007476538705080138,0.0003135730320951158,-0.0032782283218963926,0.016156429119039473,0.37718016174608276,-0.0265843683838194,-0.00010958366923030649,-9.310182145005896e-05,1.6483654119658908e-05,-0.0009410661247459817,0.0011639291616734049,-0.0008957729832991257,-0.003279782782621865,-0.0036387333341647565,0.029535933879432985,0.14946075892890454,0.011972081431579573,-0.03984095377448871,0.6040319513122938,0.38422453423663633,0.26960950764007285,-1.9167413798593103e-05,0.00024306856674516375,False,0.3086734693877409,0.17346938775500356,0.5178571428572556,True,False,False
39,D,2024-09-01,5.567777387066816,True,1.3670422555951807,0.7119909485604322,False,True,5.567777387066816,1.2500000000000018,-0.005231307177367084,-0.01206426580761677,-0.01255532502871215,-0.020394218664799735,-0.022028592982638817,-0.012434700432135126,0.007223517188108763,-0.029034131448388067,0.018741241719251622,-0.011726786681104495,-0.0034907868223226224,0.025761927363559867,0.3216783216783217,-0.005185691552564048,-0.0003325417815271958,-0.0005621191507354517,-0.0002296537386715647,-0.0013708054468499764,-0.004056868015761994,0.0007582152884397786,-0.003492492852373741,-0.011854620891498802,-0.187757014235728,-0.1710177261971847,-0.005610634678524962,-0.06691745235955116,0.2913746630727724,0.6453527586672057,0.3965845975296363,-0.0009770401785051952,6.236783300583859e-05,False,0.23449612403098616,0.38759689922481716,0.3779069767441967,True,True,False
40,D,2024-09-08,-7.775843393449373,False,1.1271264296653767,1.027701102807889,False,True,-7.775843393449373,-7.775843393449373,0.002688280936405496,0.005862751762150342,0.0021494690737775546,-0.023356247791800566,-0.04436683981468481,0.000295740057348004,0.007209990749306172,-0.04008723573539441,-0.035414436097953805,0.0027561497857861994,-0.00016157283813700296,0.019377776455471674,0.6503214662700367,-0.03715450438168422,0.0007606632699375115,0.0011190270181082873,0.00035809136122488816,0.0020572648314440833,0.0008141661229703612,0.003458753853553098,-0.00016157283813700296,0.006308856792277107,0.21601244545434994,0.05960858580304684,0.06356381490269514,-0.05524272979245204,0.7651607651607742,0.7949538024165004,0.7990063233965686,0.001055064853461296,-5.5452429214897236e-05,True,0.9108280254776253,0.0,0.08917197452237466,False,False,True
41,D,2024-09-15,11.76384044280592,True,1.8833213932985537,0.3893696494388405,False,True,11.76384044280592,11.76384044280592,-0.0026278938809275454,0.000855131120105046,0.001467789525653851,0.03645415266276886,0.032762043022219745,0.0016131346191701201,0.00883704727172363,0.02389654251423745,0.013158216334554274,0.004553470684107275,-0.0008786103313259686,0.014956174265205124,0.7681910340166679,-0.016565083498684092,-0.00044161487264471333,-0.000924214313009375,-0.0004828126576149616,1.665500816150356e-06,-0.002070912980103534,-0.001551498784409855,-0.0008786103313259686,0.0008184288166952491,-0.023120361311517956,-0.155416030660267,-0.04966330140573416,-0.023908859316078557,0.19671261930009984,0.19671261930009984,0.19262455865044434,-0.0003878243288611971,-0.0007864270360300463,False,0.6032786885246378,0.0,0.3967213114753621,False,False,False
42,D,2024-09-22,-7.722479837704294,False,0.7485355823112494,1.0213281619902663,False,True,-7.722479837704294,1.2775201622957135,0.0010535030167049264,-0.0018173492685447101,-0.00014283855117269706,-0.0043398689504977606,0.017655743689646508,-0.0030525967644690066,0.005505512673021906,-0.010660655224146165,0.06079197901237254,0.0014613125445739339,-0.0007914466661697039,0.011873976930377284,0.2655223280139451,0.015048542060619334,0.0005677682733613576,0.0008764795403679582,0.00030853609000347504,0.0006019570752191505,0.0014306333572831065,0.002357957709503422,-0.0007914466661697039,-0.0031772151898734613,0.2900594332244404,0.16816273738834786,0.12448895212740907,0.04217072175761594,0.9291536050156557,0.7611464968152839,0.42235494880545815,0.00038965173470129066,0.00046832737320245954,True,0.698666666666589,0.30133333333341095,0.0,False,True,True
43,D,2024-09-29,8.314167261394882,True,1.331412640256118,0.5748563458625336,False,True,8.314167261394882,8.314167261394882,-0.003906434064104958,-0.0011416499509196987,-0.0011431724407034993,-0.00255556333504825,0.028919767624430825,0.0007024412888880782,-0.011775233829614429,0.014586570923315945,0.02963571356505068,-0.00020386243241365953,-0.00281965756301239,0.009360835025035152,0.26769079915019206,-0.011924494772847731,0.0001923357876210119,0.0004536882700094669,0.0002613022246191754,0.001862097749430136,0.0014517802646518696,0.0008399908975531556,-0.0028211749417581533,-0.0017730847561931995,0.2690779255547566,0.18702546898380912,0.11850115686318019,-0.014587435174149066,0.7494318181818265,0.39993935718617435,0.2595945679984254,0.000950098010770617,0.00012932842438306835,False,0.239130434782368,0.02173913043447314,0.7391304347831589,True,False,False
44,D,2024-10-06,-7.728854171615975,False,0.023632148206077983,1.0218310326764537,True,False,-7.728854171615975,-7.728854171615975,0.00046178935301055546,0.004252891447539042,-0.0026927887021982455,0.008975678386722752,0.02705139765554554,0.0005894217369046828,-0.004501238644419869,0.03433649096027436,-0.026446487022006138,-0.0053983298464764795,0.0018011259462378248,0.010897994062125438,0.43103704805832127,-0.03465474735007868,-0.00013367302763600541,6.586903485850115e-05,0.0001995687394522605,-0.000516182315593916,0.0006750667799313437,0.00047632810771802703,0.0018027456705809186,0.0011245395204548814,-0.13775082435348474,-0.039349856818833406,-0.027536475806135496,0.03805973084328462,0.4534515516149328,0.6354034643007971,0.5168316831683086,6.369015917107035e-05,0.00040325246258721137,False,0.37444933920709644,0.0,0.6255506607929036,True,False,False
45,D,2024-10-13,0.9220432701156257,True,0.8711037249382761,0.3783846139669343,False,True,0.9220432701156257,0.9220432701156257,-0.0008529693997229026,-0.0034996555894499792,0.0015025960457157872,0.03552767863622264,0.03271729011161817,-0.0037826799589363302,0.012775373579241966,0.03237349799345357,-0.024387993752478465,-0.003452024791092967,-5.2556976540496514e-05,0.013530217805843181,0.2010151085930078,0.004049866057401545,-0.00041132984231539993,-0.0005401882009709036,-0.000128911383754704,-0.0013424505448536017,-0.0005300943981916273,-0.0008418392516701401,-5.0964422055543857e-05,-0.005754634666210623,-0.30781786985520543,0.0011915713747316925,-0.05819211974364458,0.01000235841988939,0.378212974296196,0.34719101123594415,0.31903334582239984,-0.0006729584451868886,0.0003648376452474178,False,0.02348993288605024,0.2818791946308938,0.694630872483056,True,False,False
46,D,2024-10-20,-7.699830489139026,False,0.2052809329637124,1.0996372012091709,True,False,-7.699830489139026,-7.699830489139026,0.0032383210618522895,0.0023176652710834578,-0.0002441877467465048,0.007000206191640546,0.013987818496487447,0.005075851120126984,-0.010818356307799704,0.021049912254915037,-0.006434539403809336,-1.7588834608006643e-05,0.0021898484255518103,0.007323529411764618,0.749598393574303,-0.03030580834942158,-4.8061500179552574e-05,0.0001373037559777579,0.00018537416551778207,-0.0012678918085132773,0.0003848010885627584,-0.0001155288295612289,0.0021898484255518103,0.0024969576118352155,-0.2675586311329611,0.10939291377328764,0.05739401023742996,0.06934253512985777,0.24424242424244189,0.6403230458609803,0.7087809434843579,-0.00034705426235492887,0.0005633894391674499,True,0.49107142857123715,0.504464285714219,0.00446428571454383,True,True,False
47,D,2024-10-27,-7.699576654611487,False,0.1912458513789025,1.041168353754848,True,False,-4.933030539804398,-4.933030539804398,0.0024647188624100647,-0.0007138703522207024,0.0013263370296905386,-0.006591076764310477,0.005316013274323073,0.003542736121421086,-0.01022388776784866,0.0012610956434473408,0.025700079705469392,0.0014112641555312777,0.0009593797996922948,0.011123103675721113,0.6510781671159108,-0.012573844854042887,0.00019063152772780256,0.00021732810329511132,2.6691487328367458e-05,8.632840814892795e-05,0.00024413953467616878,0.00043030156844192646,0.0009593797996922948,0.002976488132111932,0.043291250613239685,0.07979914950864186,0.018005134424970093,0.00852837263622308,0.5049594229035432,0.6397637795275835,0.7264053635895037,-0.0002655563100020242,0.00015872048184917276,True,0.40072202166069154,0.5956678700358508,0.0036101083034577163,True,True,True
48,D,2024-11-03,-6.655213148658573,False,1.063818466686739,0.9198477415687879,False,True,-6.655213148658573,1.2500000000000018,0.0039032200832549435,-0.01548533860966983,-0.016653309549046424,-0.013439674923269695,-0.052730102729064976,-0.016076740676869927,-0.004947734195135167,-0.007073770538356228,-0.023277680469630857,-0.014983425160434272,-0.0016637406605968241,0.027385549627096717,0.33385360602798864,-0.018111753443771264,1.1543855534146275e-05,0.0002301384068057466,0.0002185920278767739,0.0009078389923427022,0.0010351558216550316,-0.0014890240985642178,-0.0016622849418856944,-0.009974535868853218,0.16145729749421678,0.05245510460425873,-0.005240057643572382,-0.037134443220435354,0.437621359223308,0.3703779786359939,0.4503739199883842,0.0013267932420066852,-0.00040929982126258757,False,0.8735919899874253,0.09011264080095498,0.0362953692116197,False,True,False
49,D,2024-11-10,-7.678931410576727,False,0.016420340507345657,1.2845758689201998,True,False,-7.678931410576727,-7.678931410576727,0.027789353429530372,0.037999627647439915,0.034362424875882036,0.044135335172690304,0.05288629055209659,0.04080935083920667,0.001967951631068221,5.137487057482737e-05,0.021226963988554504,0.036916263142336314,-0.0013068646978757759,0.05548919707411959,0.8302933612725031,0.006362639157634569,0.0011443888720206186,0.001810541229323226,0.000665390891370965,0.0011874622199854468,0.003955200600571862,0.002245777141432148,-0.0013068646978757759,0.029787981269510988,-0.0921733025613205,0.06392149987099138,-0.016266024219448894,0.014725804390229857,0.9064340734028343,0.39744673655732554,0.7791584035696586,0.0006861052780415822,0.0009122890865087552,True,0.7360000000001552,0.0919999999999224,0.17199999999992238,False,False,True
50,D,2024-11-17,11.75000000000001,True,1.8144096194462414,0.3849579731331249,False,True,11.75000000000001,11.75000000000001,0.010881693640521162,0.0025998566279827884,-0.004534049101554194,0.03297625881813704,0.005009106462829038,0.004266396064503297,0.014053945227083364,0.0020128684608393677,-0.0334311898778058,-0.008904462402104962,0.004697477795396532,0.02516775708304575,0.7327555555555543,-0.009219212099280828,0.0018114253573273675,0.00335635983962268,0.0015421410089671017,0.00421101393009593,0.004953642384105894,0.003846751760476108,0.00469858645156318,0.0019235424874002316,0.19520349861061015,0.10525541060104993,0.04950124052503635,0.007593260542633873,0.8897090134847451,0.8907787461343861,0.9549930491195566,0.002622336495520461,0.0017220164927891357,False,0.372,0.23759999999997672,0.3904000000000233,True,False,True
51,D,2024-11-24,3.1542166717734283,True,1.6853869613818104,0.21252936289665023,False,True,3.1542166717734283,3.1542166717734283,-0.003254179447073846,0.0038173404633998764,-0.003635691710399458,-0.007620496060316673,0.01034356021492222,0.003949811511843926,-0.011730652965571409,0.0178676724071396,0.03325319703428353,-0.002353051095839276,-0.0010037033191429012,0.01794007625535765,0.5530316067228843,-0.03137409817812931,-0.00045473898304648763,-0.0013684965193219156,-0.0009141732464879038,-0.001976975958996041,-0.0035790399238095905,-0.002869335500914394,-0.0010026863851476664,0.0015757803378539936,-0.00995686507793525,-0.008325586582773159,-0.04550453009375677,-0.03830932521467212,0.22429249428723347,0.27986292428198967,0.2646813247982328,-0.001674329892568771,-0.0009526455801142086,True,0.3838174273859153,0.6141078838172833,0.002074688796801386,True,True,False
52,D,2024-12-01,-3.9466591692490307,False,0.3788432173160954,0.8576569069297697,True,False,-3.9466591692490307,-3.9466591692490307,0.013095115128713308,0.0005966482588484201,0.0009690122260479495,0.010857083963600855,0.01651017714076941,0.0016815044822926506,-0.009242518241274422,0.02976750549924745,-0.007440047134923744,0.0038481528450551306,0.005465340957335529,0.015809017459380792,0.9008919722497523,-0.012412583507212421,0.00039677102167923195,0.0026555819234497235,0.002257915026518509,0.0008431407715254746,0.005952837284279644,0.007346052935983227,0.005466382112431889,0.007227975834827038,0.04218175857673878,0.08994654826839055,0.09616754654528026,0.01163419904330576,0.830316742081448,0.8378728923476,0.9008919722497523,0.0021837698725395427,0.003660207143270755,False,0.7173144876325137,0.0,0.28268551236748635,False,False,True
53,D,2024-12-08,-7.750000000000006,False,0.2344781724694814,1.0367959794674704,True,False,-7.750000000000006,-7.750000000000006,-0.011886161048352828,-0.013382441137382961,-0.00441223482860742,0.006446125109501821,-0.03707243651510539,-0.00667502507522566,0.006502389055069058,-0.020353284761046697,0.06553116961535488,0.002363809810714379,-0.007873140159726844,0.015149846915635479,0.024536604880652645,-0.02483353288282797,-0.0024049972050447233,-0.004452313493815807,-0.0020522519489724056,-0.004647380973678561,-0.007089318799778699,-0.007127145712985228,-0.007872146246805545,-0.010089570678472048,-0.2544368937470942,-0.2018508343312111,-0.17215104101298362,-0.09975945061668456,0.039616750995804244,0.039616750995804244,0.02596486276723547,-0.002605892451766012,-0.0029828484761450502,False,0.8360071301247706,0.0,0.1639928698752294,False,False,False
54,D,2024-12-15,-7.699652609206941,False,0.06627242281189874,1.0780127296293898,True,False,-7.699652609206941,-7.699652609206941,0.0018177334141651347,0.01221587299066007,0.0018275769572022593,0.01707458672657136,0.00973288055830368,0.0032253525699998953,0.006757794197331135,-0.0049255888133835635,0.008763181314228596,0.007897546618967466,-0.0035855639274091633,0.023271724884098788,0.5983676608836871,-0.010874897493761252,0.0008247664487932571,0.0014762863751338617,0.000650983017389084,0.002520063163814923,0.0028355945306368646,0.0025456926761926457,-0.0035855639274091633,0.005362057184101543,0.24065812535940734,0.18832512138737978,0.10428464645821567,0.01867161763504921,0.9805577376276625,0.4953373015873045,0.3776733099384279,0.001522685572024285,0.0006083675305510461,True,0.25563909774468996,0.24812030075177002,0.49624060150354005,True,False,True
55,D,2024-12-22,11.846863419791195,True,1.9543647504097443,0.6043320654079024,False,True,11.846863419791195,11.846863419791195,-0.0019215773067717823,-0.009539683337934646,-0.02125825416803151,0.010864327882315061,-0.05026231905594658,-0.007747347034879004,0.005911829347123421,-0.03966392831212273,-0.033347671049271166,-0.020692840081596886,0.004616805170821747,0.02896399502228597,0.22987719235063334,-0.048140350986745274,-3.711591013444426e-05,0.00037226397740841577,0.0004093950826138393,-0.000371860805974622,0.003259103398304042,-0.0021135353117567313,0.004652363606836296,-0.007325818934392658,-0.08415754899178474,0.011910997352504449,-0.0894715938527324,-0.041587725427032596,0.5839299920445643,0.6704127717676807,0.4128719275549825,0.00010055439712641778,0.0009166462550846965,False,0.7275132275131715,0.2711640211640003,0.0013227513228282152,False,True,True
56,D,2024-12-29,5.710316441273837,True,1.5977546401739364,0.1219912334575587,False,True,5.710316441273837,1.2500000000000018,-0.00026284303644685814,0.0004797818255277697,0.006801741516881732,-0.006361706040694859,-0.007896032786064322,0.0026349947120856143,0.007355565374778106,-0.02413581149086441,-0.019436471410915312,0.005318980227476011,-1.0516474582278335e-06,0.014631043256997378,0.5571014492753644,-0.006477787425600316,-0.00010378701591273742,-0.0002392227925878121,-0.00013544983460911375,1.0516496702361877e-06,-0.0015173263973841111,-0.000653697806644149,-2.1032927046693572e-06,-0.0002859666091930002,0.13194441589773764,0.052093069198042796,0.08432351142535777,0.042211223273180165,0.21180694056643973,0.4455667789001277,0.6239055957365941,-0.0002701845370498557,-0.0002462320150232733,False,0.6566866267465052,0.0,0.34331337325349476,False,False,True
57,D,2025-01-05,-7.658068585517747,False,0.437292899207377,1.0398210348325776,True,False,-7.658068585517747,-7.658068585517747,-0.0037629015586253534,-0.0076224367857135045,-0.00044957596812100764,0.018060039171365228,0.017692532559066,0.0015162078627817266,-0.0014761460321420783,0.006448858229033183,0.03322415943004198,0.0059300184162063285,-0.005020362165834791,0.013574758154399458,0.2931881757012201,-0.04222338342424061,-0.00015804480163295054,-0.0015967713401963124,-0.0014389539577560617,-0.00024425165483044076,-0.004065144112565755,-0.005963649074460675,-0.005020362165834791,-0.0035883693239748826,0.09932737224333699,-0.16327591489454119,-0.18210021093531847,-0.1715128560866207,0.1584296255046672,0.1495204309551991,0.14513454916465,-0.0007238298391986087,-0.0029522386691033242,True,0.4592198581558541,0.18262411347520063,0.3581560283689453,True,False,False
58,D,2025-01-12,-7.6900201623006295,False,0.3657801549736352,1.0805726959416235,True,False,-5.456569231877605,-5.456569231877605,-0.004651993855139036,-0.0043088085203144555,0.001134667001289058,-0.0051705335593305035,0.012434009521771427,-0.0028270310348479377,0.008494383366732583,-0.006320964905111248,-0.005633074389934989,0.0009773028558841546,-0.004155035282892405,0.011123766539284485,0.1914832535885223,0.005497612952997837,-0.00029337298386500343,-0.0011614850463005366,-0.0008683668178000037,-0.0016151371116723823,-0.001570666191542669,-0.0019178575972180756,-0.004156088685791648,-0.002840761646116463,-0.09143705100237665,-0.07319731547260933,-0.06723375379342322,-0.07936071273049383,0.21697005284793738,0.14258151649625375,0.12388935456832981,-0.0012817696040061666,-0.0010814840434493211,True,0.7426108374384861,0.08990147783237216,0.16748768472914172,False,False,False
59,D,2025-01-19,-7.699749744764567,False,0.6531728686164758,1.0012398518088408,False,True,-7.699749744764567,-7.699749744764567,-0.004136460269666409,0.003984615384615253,0.011355843552042666,0.022749111339881,0.05565059144676976,0.01167921402203298,-0.01634422662520163,0.05657160695224861,0.003618062012370027,0.01811125610543507,-0.005708768077368753,0.027522346768145134,0.5705651574594405,-0.003825407415843193,-0.0016727294345217913,-0.0037754422154767653,-0.0021062359438142053,-0.0020253033893008476,-0.007012718755171177,-0.0107963696307104,-0.005708768077368753,0.003110751595244876,0.015378548507750889,-0.10016962902322835,-0.13459497133983256,-0.07364819333988393,0.08165354330708433,0.14122137404579446,0.26336849763550124,-0.0021403215859752134,-0.003304210518519035,False,0.5421261579179987,0.00044111160119660405,0.4574327304808047,False,False,False
60,D,2025-01-26,11.836547361904772,True,1.8673469387755095,0.16122448979592552,False,True,11.836547361904772,11.836547361904772,0.003305173901452463,0.0007090738580479705,0.006676663125721349,-0.004308027268684178,0.0275802540178387,0.003643704573174311,-0.009315120380672726,0.004780204776208441,0.013780064916587564,0.006282506034613,-0.0013030617194708105,0.01399742023786854,0.6587928311474297,0.00547563718107434,4.0665647436100016e-05,7.131255810355341e-05,3.064566444144212e-05,0.000499296791922843,0.0003458338454151999,0.0003248674093205839,-0.0013030617194708105,0.004185060786669137,-0.10917424320712699,0.026422394312355824,0.025557365757906236,-0.011921289560642645,0.4516806722689041,0.4516806722689041,0.5200424997585243,0.0002363559090552414,7.360481912943584e-05,False,0.5897435897437376,0.002331002330799124,0.4079254079254633,False,False,True
61,D,2025-02-02,11.745715860129232,True,1.947887303577359,0.030280266414796562,False,True,11.745715860129232,11.745715860129232,-0.00616923668395053,-0.014941433726078701,-0.021513906717175235,-0.04046635208543892,-0.04978573469193415,-0.020400549774199916,-0.030288952186562357,-0.005827330435284606,0.035273287385334307,-0.020743600242525417,0.0029339602633828843,0.03341785450908685,0.23972188633615477,-0.0468615209225621,-0.0002450788454982922,-0.00041372919836868416,-0.00016869169563638042,0.0007120578471784267,0.0019661358702309784,-0.0044468744668390014,0.0029339602633828843,-0.01409661422387598,0.0260668480231796,0.031441201476689606,-0.08997366253333183,-0.04319341572183677,0.5224748810153358,0.41790034684036675,0.32540008206811655,0.0009580817527838903,-0.0009190980967201945,True,0.2497603068073076,0.1371045062320471,0.6131351869606453,True,False,False
62,D,2025-02-09,5.805944460148311,True,1.7535416078373929,0.04387350649726063,False,True,5.805944460148311,5.805944460148311,0.003551600599035254,0.006333649652826345,0.012396172534355099,0.0005382553103732146,-0.010782965422535873,0.009881060918291329,-0.017448774965717062,0.012912447885646383,-0.014237738788954846,0.01234771087148534,-0.0015928056221511389,0.0178002092050209,0.8416289592760178,-0.021727396875811426,-0.0006431439569841713,-0.0004575711649387193,0.00018569221887387855,-0.0015208890718254597,0.00012574726860448138,0.0007064499395135204,-0.0015938329263863737,0.005306672192291639,-0.2505652813747864,0.07390294980688683,0.03868219456089972,-0.06263506154549792,0.36835378323106427,0.5432532347504514,0.6874999999999979,-0.0004743191810423486,0.0008381273885580409,False,0.9990079365078788,0.000992063492121209,0.0,False,True,False
63,D,2025-02-16,4.09951627841965,True,0.823941324022153,0.17261361130768307,False,True,4.09951627841965,4.09951627841965,-0.0036347893350787697,-0.0038749433322872173,-0.003645011013001187,0.0030197876647251043,0.012850382007379313,-0.003836117766764069,-0.0013561849819927474,0.024189842741893175,-0.016744666782884665,-0.001276496784682779,-0.0037533479063213138,0.008498601078755774,0.05527272727271669,-0.02094046416398812,-0.00032281896950536737,-0.0012202136889944981,-0.0008976845090773455,-0.0010255080996626198,-0.0008949935910228524,-0.0033096305631298284,-0.0037533479063213138,-0.004364090414686106,0.007911101900533124,0.0508106083896287,-0.06120869795465578,-0.06450246259814096,0.12384573601301366,0.08085106382977175,0.08085106382977175,-0.0011066608529385347,-0.0012919447521667626,True,0.4473684210525896,0.0,0.5526315789474104,True,False,False
64,D,2025-02-23,1.9918075758504448,True,0.8412906395143804,0.11524732491232013,False,True,1.9918075758504448,1.9918075758504448,-0.00044314234624664994,-0.0021993869066548877,0.0014515206654537316,-0.018869884991901453,-0.008055878257573812,-0.0015042551448946062,-0.0175529189850393,0.0069514169998965425,0.012933680863242758,-0.0009114673795260764,-0.00036741048261534903,0.009217270780481623,0.2397832467825785,0.004258739093866124,0.00016390290621037806,-7.28624388950383e-05,-0.0002367265449367828,0.0002357415317384426,-0.0014514600651498455,0.00017342018880994736,-0.00036637298014829955,-0.002845032684745785,-0.1432824844934718,-0.11472619867027112,-0.00829689204458084,-0.07162199636642896,0.27616501145913713,0.528489674048281,0.43596059113302543,-0.0002603853987299676,-0.0004706699418076665,True,0.9426877470356948,0.05731225296430525,0.0,False,True,True
65,D,2025-03-02,-7.750000000000006,False,0.5656365069436817,1.3289873956247984,False,True,-7.750000000000006,-7.750000000000006,-0.0004642298100855369,0.0023921178255472686,0.005085620455078654,0.08533772735850631,-0.003998251927064489,0.005532602458751867,0.01081481147617791,-0.0016577797829019358,-0.026890901548672574,0.010026105352481052,-6.534483402398372e-05,0.02645785133772316,0.6316591928251147,-0.006065364340430692,-0.0012367995893797223,-0.002430915665510347,-0.0011955947872724915,-2.3338421109131424e-05,-0.00577551820715283,-0.006202132939959304,-6.534483402398372e-05,-0.00327420381017296,-0.19011518071768496,-0.127626385788292,-0.09976467937761524,-0.033652169091889506,0.07363991584009683,0.07697494100460776,0.1986341463414691,-0.0002392031913074355,-0.0029231857055498356,False,0.797609233305882,0.0004122011541272566,0.20197856553999077,False,False,False
66,D,2025-03-09,11.749999999999956,True,1.96486253708741,0.08246275432263353,False,True,11.749999999999956,11.749999999999956,-0.002338460106568685,-0.005643572507789352,-0.0031908401383278218,-0.028954818253878356,-0.05889208860481654,-0.0040533320944925455,-0.012818160972254078,-0.023072382473546593,0.004519668490135853,-0.0008119834350731603,-0.003052934583959277,0.011465384817564317,0.15028018339276616,-0.013627000213646495,-0.0008936595422721627,-0.0015030645675691012,-0.0006099501130357732,-0.0014160182405508204,-0.002510213007509754,-0.001298557611119855,-0.003052934583959277,-0.007252878287093534,-0.20846816815672986,-0.021674610980692344,0.08709249789082496,0.014841159957097672,0.06804072510552366,0.06804072510552366,0.03677852348992507,-0.0008933671616230265,-0.0007808089285460396,False,0.6397306397307024,0.12962962962959335,0.23063973063970425,False,False,False
