clock,side,partition,reference_start,execution_start,H,L,k1,clean,leave_bar,eligible_start,terminal,terminal_bar
LONDON,LONG,external,2020-06-12 08:00:00+00:00,2020-06-12 13:30:00+00:00,237.89,235.42,2020-06-12 13:40:00+00:00,True,2020-06-12 13:50:00+00:00,2020-06-12 13:55:00+00:00,H2,2020-06-12 13:55:00+00:00
RAW_0530,LONG,external,2020-06-15 05:30:00+00:00,2020-06-15 11:00:00+00:00,225.7,218.02,2020-06-15 15:10:00+00:00,False,,,BREAK_DURING_K1,2020-06-15 15:20:00+00:00
SHORT_2000,SHORT,external,2020-06-15 20:00:00+00:00,2020-06-16 01:30:00+00:00,233.36,229.0,2020-06-16 02:20:00+00:00,True,2020-06-16 02:25:00+00:00,2020-06-16 02:30:00+00:00,OPPOSITE,2020-06-16 03:45:00+00:00
ALT_0330,LONG,external,2020-06-18 03:30:00+00:00,2020-06-18 09:00:00+00:00,234.0,232.5,2020-06-18 09:50:00+00:00,True,2020-06-18 09:55:00+00:00,2020-06-18 10:00:00+00:00,OPPOSITE,2020-06-18 13:15:00+00:00
ALT_0330,LONG,external,2020-06-19 03:30:00+00:00,2020-06-19 09:00:00+00:00,229.48,226.71,2020-06-19 09:00:00+00:00,True,2020-06-19 09:10:00+00:00,2020-06-19 09:15:00+00:00,H2,2020-06-19 09:15:00+00:00
RAW_0530,LONG,external,2020-06-19 05:30:00+00:00,2020-06-19 11:00:00+00:00,231.51,227.45,2020-06-19 12:20:00+00:00,False,,,BREAK_DURING_K1,2020-06-19 12:25:00+00:00
RAW_2330,LONG,external,2020-06-21 23:30:00+00:00,2020-06-22 05:00:00+00:00,235.46,227.5,2020-06-22 05:00:00+00:00,False,,,BREAK_DURING_K1,2020-06-22 05:05:00+00:00
ALT_0330,LONG,external,2020-06-22 03:30:00+00:00,2020-06-22 09:00:00+00:00,235.89,233.65,2020-06-22 09:00:00+00:00,True,2020-06-22 09:05:00+00:00,2020-06-22 09:10:00+00:00,H2,2020-06-22 11:45:00+00:00
SHORT_2000,SHORT,external,2020-06-22 20:00:00+00:00,2020-06-23 01:30:00+00:00,247.0,241.3,2020-06-23 01:35:00+00:00,False,,,BREAK_DURING_K1,2020-06-23 01:40:00+00:00
RAW_0530,LONG,external,2020-06-23 05:30:00+00:00,2020-06-23 11:00:00+00:00,244.56,241.26,2020-06-23 15:55:00+00:00,True,2020-06-23 16:05:00+00:00,2020-06-23 16:10:00+00:00,NO_H2,
LONDON,LONG,external,2020-06-23 08:00:00+00:00,2020-06-23 13:30:00+00:00,244.2,241.41,2020-06-23 15:35:00+00:00,True,2020-06-23 15:45:00+00:00,2020-06-23 15:50:00+00:00,H2,2020-06-23 15:55:00+00:00
SHORT_2000,SHORT,external,2020-06-25 20:00:00+00:00,2020-06-26 01:30:00+00:00,234.82,230.77,2020-06-26 06:00:00+00:00,True,2020-06-26 06:05:00+00:00,2020-06-26 06:10:00+00:00,H2,2020-06-26 07:00:00+00:00
LONDON,LONG,external,2020-06-29 08:00:00+00:00,2020-06-29 13:30:00+00:00,225.3,221.11,2020-06-29 17:25:00+00:00,False,,,BREAK_DURING_K1,2020-06-29 17:30:00+00:00
SHORT_2000,SHORT,external,2020-06-29 20:00:00+00:00,2020-06-30 01:30:00+00:00,230.13,226.03,2020-06-30 05:20:00+00:00,True,2020-06-30 05:25:00+00:00,2020-06-30 05:30:00+00:00,H2,2020-06-30 05:35:00+00:00
ALT_0330,LONG,external,2020-06-30 03:30:00+00:00,2020-06-30 09:00:00+00:00,227.67,225.76,2020-06-30 09:45:00+00:00,True,2020-06-30 09:50:00+00:00,2020-06-30 09:55:00+00:00,H2,2020-06-30 11:40:00+00:00
RAW_0530,LONG,external,2020-06-30 05:30:00+00:00,2020-06-30 11:00:00+00:00,227.71,225.87,2020-06-30 11:40:00+00:00,True,2020-06-30 12:00:00+00:00,2020-06-30 12:05:00+00:00,OPPOSITE,2020-06-30 12:30:00+00:00
RAW_2330,LONG,external,2020-06-30 23:30:00+00:00,2020-07-01 05:00:00+00:00,226.0,224.01,2020-07-01 05:30:00+00:00,True,2020-07-01 05:45:00+00:00,2020-07-01 05:50:00+00:00,H2,2020-07-01 07:15:00+00:00
ALT_0330,LONG,external,2020-07-01 03:30:00+00:00,2020-07-01 09:00:00+00:00,229.13,224.27,2020-07-01 13:40:00+00:00,True,2020-07-01 13:45:00+00:00,2020-07-01 13:50:00+00:00,H2,2020-07-01 14:30:00+00:00
RAW_0530,LONG,external,2020-07-01 05:30:00+00:00,2020-07-01 11:00:00+00:00,229.13,224.73,2020-07-01 13:40:00+00:00,True,2020-07-01 13:45:00+00:00,2020-07-01 13:50:00+00:00,H2,2020-07-01 14:30:00+00:00
LONDON,LONG,external,2020-07-01 08:00:00+00:00,2020-07-01 13:30:00+00:00,229.13,225.49,2020-07-01 13:40:00+00:00,True,2020-07-01 13:45:00+00:00,2020-07-01 13:50:00+00:00,H2,2020-07-01 14:30:00+00:00
RAW_2330,LONG,external,2020-07-02 23:30:00+00:00,2020-07-03 05:00:00+00:00,228.13,225.33,2020-07-03 08:05:00+00:00,True,2020-07-03 08:10:00+00:00,2020-07-03 08:15:00+00:00,NO_H2,
RAW_0530,LONG,external,2020-07-08 05:30:00+00:00,2020-07-08 11:00:00+00:00,244.57,238.3,2020-07-08 11:00:00+00:00,True,2020-07-08 11:05:00+00:00,2020-07-08 11:10:00+00:00,H2,2020-07-08 12:00:00+00:00
LONDON,LONG,external,2020-07-08 08:00:00+00:00,2020-07-08 13:30:00+00:00,244.78,240.13,2020-07-08 13:45:00+00:00,False,,,BREAK_DURING_K1,2020-07-08 13:50:00+00:00
SHORT_2000,SHORT,external,2020-07-08 20:00:00+00:00,2020-07-09 01:30:00+00:00,249.0,244.82,2020-07-09 01:50:00+00:00,False,,,BREAK_DURING_K1,2020-07-09 01:55:00+00:00
ALT_0330,LONG,external,2020-07-09 03:30:00+00:00,2020-07-09 09:00:00+00:00,247.85,244.0,2020-07-09 12:55:00+00:00,True,2020-07-09 13:00:00+00:00,2020-07-09 13:05:00+00:00,OPPOSITE,2020-07-09 14:50:00+00:00
RAW_0530,LONG,external,2020-07-10 05:30:00+00:00,2020-07-10 11:00:00+00:00,240.45,236.5,2020-07-10 15:15:00+00:00,False,,,BREAK_DURING_K1,2020-07-10 15:20:00+00:00
LONDON,LONG,external,2020-07-10 08:00:00+00:00,2020-07-10 13:30:00+00:00,240.45,237.89,2020-07-10 15:15:00+00:00,False,,,BREAK_DURING_K1,2020-07-10 15:20:00+00:00
ALT_0330,LONG,external,2020-07-13 03:30:00+00:00,2020-07-13 09:00:00+00:00,245.03,241.4,2020-07-13 11:50:00+00:00,True,2020-07-13 11:55:00+00:00,2020-07-13 12:00:00+00:00,H2,2020-07-13 12:00:00+00:00
RAW_0530,LONG,external,2020-07-13 05:30:00+00:00,2020-07-13 11:00:00+00:00,245.03,241.67,2020-07-13 11:50:00+00:00,True,2020-07-13 11:55:00+00:00,2020-07-13 12:00:00+00:00,H2,2020-07-13 12:00:00+00:00
RAW_2330,LONG,external,2020-07-13 23:30:00+00:00,2020-07-14 05:00:00+00:00,240.37,236.74,2020-07-14 11:25:00+00:00,False,,,NO_LEAVE,
RAW_0530,LONG,external,2020-07-14 05:30:00+00:00,2020-07-14 11:00:00+00:00,239.22,237.85,2020-07-14 11:15:00+00:00,False,,,BREAK_DURING_K1,2020-07-14 11:25:00+00:00
LONDON,LONG,external,2020-07-14 08:00:00+00:00,2020-07-14 13:30:00+00:00,241.55,237.73,2020-07-14 17:45:00+00:00,True,2020-07-14 17:50:00+00:00,2020-07-14 17:55:00+00:00,H2,2020-07-14 19:50:00+00:00
SHORT_2000,SHORT,external,2020-07-14 20:00:00+00:00,2020-07-15 01:30:00+00:00,242.24,239.94,2020-07-15 01:30:00+00:00,True,2020-07-15 01:35:00+00:00,2020-07-15 01:40:00+00:00,H2,2020-07-15 02:15:00+00:00
LONDON,LONG,external,2020-07-16 08:00:00+00:00,2020-07-16 13:30:00+00:00,233.29,230.17,2020-07-16 15:20:00+00:00,True,2020-07-16 15:35:00+00:00,2020-07-16 15:40:00+00:00,H2,2020-07-16 16:05:00+00:00
ALT_0330,LONG,external,2020-07-20 03:30:00+00:00,2020-07-20 09:00:00+00:00,239.38,238.27,2020-07-20 09:05:00+00:00,True,2020-07-20 09:10:00+00:00,2020-07-20 09:15:00+00:00,OPPOSITE,2020-07-20 10:45:00+00:00
ALT_0330,LONG,external,2020-07-22 03:30:00+00:00,2020-07-22 09:00:00+00:00,244.65,241.52,2020-07-22 14:55:00+00:00,False,,,BREAK_DURING_K1,2020-07-22 15:00:00+00:00
RAW_0530,LONG,external,2020-07-22 05:30:00+00:00,2020-07-22 11:00:00+00:00,244.62,241.52,2020-07-22 14:55:00+00:00,False,,,BREAK_DURING_K1,2020-07-22 15:00:00+00:00
ALT_0330,LONG,external,2020-07-23 03:30:00+00:00,2020-07-23 09:00:00+00:00,264.93,259.86,2020-07-23 09:00:00+00:00,True,2020-07-23 09:05:00+00:00,2020-07-23 09:10:00+00:00,H2,2020-07-23 12:00:00+00:00
SHORT_2000,SHORT,external,2020-07-23 20:00:00+00:00,2020-07-24 01:30:00+00:00,276.36,271.66,2020-07-24 04:50:00+00:00,False,,,BREAK_DURING_K1,2020-07-24 04:55:00+00:00
SHORT_2000,SHORT,external,2020-07-27 20:00:00+00:00,2020-07-28 01:30:00+00:00,335.0,315.85,2020-07-28 07:50:00+00:00,False,,,NO_LEAVE,
RAW_0530,LONG,external,2020-07-28 05:30:00+00:00,2020-07-28 11:00:00+00:00,319.59,306.02,2020-07-28 14:25:00+00:00,False,,,BREAK_DURING_K1,2020-07-28 14:35:00+00:00
RAW_2330,LONG,external,2020-07-28 23:30:00+00:00,2020-07-29 05:00:00+00:00,319.44,313.0,2020-07-29 05:30:00+00:00,True,2020-07-29 05:35:00+00:00,2020-07-29 05:40:00+00:00,H2,2020-07-29 05:40:00+00:00
RAW_0530,LONG,external,2020-07-31 05:30:00+00:00,2020-07-31 11:00:00+00:00,344.55,332.1,2020-07-31 11:10:00+00:00,True,2020-07-31 11:15:00+00:00,2020-07-31 11:20:00+00:00,H2,2020-07-31 11:45:00+00:00
LONDON,LONG,external,2020-07-31 08:00:00+00:00,2020-07-31 13:30:00+00:00,347.15,336.5,2020-07-31 14:50:00+00:00,False,,,BREAK_DURING_K1,2020-07-31 14:55:00+00:00
RAW_2330,LONG,external,2020-08-04 23:30:00+00:00,2020-08-05 05:00:00+00:00,392.56,384.31,2020-08-05 06:00:00+00:00,False,,,BREAK_DURING_K1,2020-08-05 06:05:00+00:00
ALT_0330,LONG,external,2020-08-05 03:30:00+00:00,2020-08-05 09:00:00+00:00,394.5,387.57,2020-08-05 09:55:00+00:00,True,2020-08-05 10:00:00+00:00,2020-08-05 10:05:00+00:00,H2,2020-08-05 11:05:00+00:00
LONDON,LONG,external,2020-08-05 08:00:00+00:00,2020-08-05 13:30:00+00:00,402.11,389.5,2020-08-05 16:20:00+00:00,True,2020-08-05 16:25:00+00:00,2020-08-05 16:30:00+00:00,NO_H2,
ALT_0330,LONG,external,2020-08-07 03:30:00+00:00,2020-08-07 09:00:00+00:00,397.99,392.58,2020-08-07 09:20:00+00:00,True,2020-08-07 09:25:00+00:00,2020-08-07 09:30:00+00:00,OPPOSITE,2020-08-07 14:05:00+00:00
SHORT_2000,SHORT,external,2020-08-11 20:00:00+00:00,2020-08-12 01:30:00+00:00,382.0,367.0,2020-08-12 06:00:00+00:00,True,2020-08-12 06:05:00+00:00,2020-08-12 06:10:00+00:00,NO_H2,
RAW_0530,LONG,external,2020-08-12 05:30:00+00:00,2020-08-12 11:00:00+00:00,385.0,366.05,2020-08-12 11:20:00+00:00,True,2020-08-12 11:25:00+00:00,2020-08-12 11:30:00+00:00,H2,2020-08-12 13:45:00+00:00
RAW_0530,LONG,external,2020-08-13 05:30:00+00:00,2020-08-13 11:00:00+00:00,393.45,376.77,2020-08-13 11:00:00+00:00,False,,,BREAK_DURING_K1,2020-08-13 11:05:00+00:00
RAW_0530,LONG,external,2020-08-14 05:30:00+00:00,2020-08-14 11:00:00+00:00,428.83,419.18,2020-08-14 11:50:00+00:00,False,,,BREAK_DURING_K1,2020-08-14 11:55:00+00:00
ALT_0330,LONG,external,2020-08-17 03:30:00+00:00,2020-08-17 09:00:00+00:00,430.78,421.01,2020-08-17 12:30:00+00:00,True,2020-08-17 12:35:00+00:00,2020-08-17 12:40:00+00:00,H2,2020-08-17 12:45:00+00:00
RAW_0530,LONG,external,2020-08-17 05:30:00+00:00,2020-08-17 11:00:00+00:00,430.78,421.01,2020-08-17 12:30:00+00:00,True,2020-08-17 12:35:00+00:00,2020-08-17 12:40:00+00:00,H2,2020-08-17 12:45:00+00:00
LONDON,LONG,external,2020-08-17 08:00:00+00:00,2020-08-17 13:30:00+00:00,433.22,422.6,2020-08-17 14:00:00+00:00,True,2020-08-17 14:05:00+00:00,2020-08-17 14:10:00+00:00,H2,2020-08-17 15:45:00+00:00
SHORT_2000,SHORT,external,2020-08-17 20:00:00+00:00,2020-08-18 01:30:00+00:00,440.46,428.01,2020-08-18 04:15:00+00:00,True,2020-08-18 04:20:00+00:00,2020-08-18 04:25:00+00:00,H2,2020-08-18 04:55:00+00:00
ALT_0330,LONG,external,2020-08-18 03:30:00+00:00,2020-08-18 09:00:00+00:00,431.8,426.23,2020-08-18 10:45:00+00:00,False,,,BREAK_DURING_K1,2020-08-18 10:50:00+00:00
RAW_0530,LONG,external,2020-08-18 05:30:00+00:00,2020-08-18 11:00:00+00:00,432.33,426.84,2020-08-18 11:10:00+00:00,True,2020-08-18 11:20:00+00:00,2020-08-18 11:25:00+00:00,OPPOSITE,2020-08-18 13:40:00+00:00
LONDON,LONG,external,2020-08-20 08:00:00+00:00,2020-08-20 13:30:00+00:00,412.23,403.5,2020-08-20 13:35:00+00:00,True,2020-08-20 13:40:00+00:00,2020-08-20 13:45:00+00:00,H2,2020-08-20 13:55:00+00:00
SHORT_2000,SHORT,external,2020-08-24 20:00:00+00:00,2020-08-25 01:30:00+00:00,410.7,401.2,2020-08-25 02:50:00+00:00,True,2020-08-25 03:05:00+00:00,2020-08-25 03:10:00+00:00,H2,2020-08-25 03:25:00+00:00
SHORT_2000,SHORT,external,2020-08-26 20:00:00+00:00,2020-08-27 01:30:00+00:00,390.67,385.35,2020-08-27 01:55:00+00:00,False,,,BREAK_DURING_K1,2020-08-27 02:05:00+00:00
ALT_0330,LONG,external,2020-08-27 03:30:00+00:00,2020-08-27 09:00:00+00:00,387.0,380.62,2020-08-27 09:35:00+00:00,False,,,BREAK_DURING_K1,2020-08-27 09:50:00+00:00
RAW_0530,LONG,external,2020-08-27 05:30:00+00:00,2020-08-27 11:00:00+00:00,388.3,380.62,2020-08-27 13:05:00+00:00,False,,,BREAK_DURING_K1,2020-08-27 13:10:00+00:00
LONDON,LONG,external,2020-08-27 08:00:00+00:00,2020-08-27 13:30:00+00:00,395.49,381.02,2020-08-27 13:30:00+00:00,True,2020-08-27 13:35:00+00:00,2020-08-27 13:40:00+00:00,OPPOSITE,2020-08-27 16:55:00+00:00
RAW_2330,LONG,external,2020-08-27 23:30:00+00:00,2020-08-28 05:00:00+00:00,388.8,379.94,2020-08-28 05:00:00+00:00,True,2020-08-28 05:05:00+00:00,2020-08-28 05:10:00+00:00,H2,2020-08-28 05:55:00+00:00
RAW_0530,LONG,external,2020-08-28 05:30:00+00:00,2020-08-28 11:00:00+00:00,392.6,386.04,2020-08-28 11:35:00+00:00,False,,,BREAK_DURING_K1,2020-08-28 11:40:00+00:00
SHORT_2000,SHORT,external,2020-08-30 20:00:00+00:00,2020-08-31 01:30:00+00:00,430.86,420.6,2020-08-31 06:05:00+00:00,True,2020-08-31 06:10:00+00:00,2020-08-31 06:15:00+00:00,H2,2020-08-31 07:35:00+00:00
ALT_0330,LONG,external,2020-09-04 03:30:00+00:00,2020-09-04 09:00:00+00:00,398.4,375.2,2020-09-04 09:40:00+00:00,False,,,BREAK_DURING_K1,2020-09-04 09:50:00+00:00
SHORT_2000,SHORT,external,2020-09-06 20:00:00+00:00,2020-09-07 01:30:00+00:00,360.0,347.89,2020-09-07 03:00:00+00:00,True,2020-09-07 03:05:00+00:00,2020-09-07 03:10:00+00:00,H2,2020-09-07 03:15:00+00:00
RAW_0530,LONG,external,2020-09-09 05:30:00+00:00,2020-09-09 11:00:00+00:00,347.61,334.3,2020-09-09 11:00:00+00:00,False,,,BREAK_DURING_K1,2020-09-09 11:10:00+00:00
RAW_0530,LONG,external,2020-09-10 05:30:00+00:00,2020-09-10 11:00:00+00:00,373.2,361.07,2020-09-10 12:50:00+00:00,True,2020-09-10 13:10:00+00:00,2020-09-10 13:15:00+00:00,H2,2020-09-10 13:35:00+00:00
SHORT_2000,SHORT,external,2020-09-10 20:00:00+00:00,2020-09-11 01:30:00+00:00,371.8,362.5,2020-09-11 02:50:00+00:00,True,2020-09-11 03:05:00+00:00,2020-09-11 03:10:00+00:00,H2,2020-09-11 03:10:00+00:00
LONDON,LONG,external,2020-09-14 08:00:00+00:00,2020-09-14 13:30:00+00:00,375.95,361.42,2020-09-14 13:30:00+00:00,True,2020-09-14 13:35:00+00:00,2020-09-14 13:40:00+00:00,H2,2020-09-14 14:00:00+00:00
RAW_0530,LONG,external,2020-09-15 05:30:00+00:00,2020-09-15 11:00:00+00:00,379.25,367.5,2020-09-15 11:15:00+00:00,True,2020-09-15 11:20:00+00:00,2020-09-15 11:25:00+00:00,OPPOSITE,2020-09-15 14:45:00+00:00
RAW_2330,LONG,external,2020-09-15 23:30:00+00:00,2020-09-16 05:00:00+00:00,364.76,354.75,2020-09-16 06:50:00+00:00,True,2020-09-16 07:00:00+00:00,2020-09-16 07:05:00+00:00,H2,2020-09-16 07:50:00+00:00
ALT_0330,LONG,external,2020-09-16 03:30:00+00:00,2020-09-16 09:00:00+00:00,366.37,358.63,2020-09-16 12:00:00+00:00,True,2020-09-16 12:05:00+00:00,2020-09-16 12:10:00+00:00,H2,2020-09-16 12:25:00+00:00
RAW_0530,LONG,external,2020-09-16 05:30:00+00:00,2020-09-16 11:00:00+00:00,366.37,360.64,2020-09-16 12:00:00+00:00,True,2020-09-16 12:05:00+00:00,2020-09-16 12:10:00+00:00,H2,2020-09-16 12:25:00+00:00
LONDON,LONG,external,2020-09-16 08:00:00+00:00,2020-09-16 13:30:00+00:00,370.6,360.75,2020-09-16 15:35:00+00:00,True,2020-09-16 15:40:00+00:00,2020-09-16 15:45:00+00:00,H2,2020-09-16 16:00:00+00:00
RAW_0530,LONG,external,2020-09-17 05:30:00+00:00,2020-09-17 11:00:00+00:00,382.85,374.15,2020-09-17 11:35:00+00:00,True,2020-09-17 11:40:00+00:00,2020-09-17 11:45:00+00:00,H2,2020-09-17 11:45:00+00:00
LONDON,LONG,external,2020-09-17 08:00:00+00:00,2020-09-17 13:30:00+00:00,384.34,374.15,2020-09-17 18:05:00+00:00,False,,,BREAK_DURING_K1,2020-09-17 18:10:00+00:00
ALT_0330,LONG,external,2020-09-18 03:30:00+00:00,2020-09-18 09:00:00+00:00,388.89,381.69,2020-09-18 09:40:00+00:00,True,2020-09-18 09:50:00+00:00,2020-09-18 09:55:00+00:00,OPPOSITE,2020-09-18 15:25:00+00:00
SHORT_2000,SHORT,external,2020-09-22 20:00:00+00:00,2020-09-23 01:30:00+00:00,346.75,340.2,2020-09-23 04:15:00+00:00,False,,,BREAK_DURING_K1,2020-09-23 04:20:00+00:00
ALT_0330,LONG,external,2020-09-23 03:30:00+00:00,2020-09-23 09:00:00+00:00,342.3,332.6,2020-09-23 13:30:00+00:00,False,,,BREAK_DURING_K1,2020-09-23 13:35:00+00:00
RAW_0530,LONG,external,2020-09-23 05:30:00+00:00,2020-09-23 11:00:00+00:00,341.64,332.6,2020-09-23 12:35:00+00:00,True,2020-09-23 12:45:00+00:00,2020-09-23 12:50:00+00:00,H2,2020-09-23 13:15:00+00:00
ALT_0330,LONG,external,2020-09-24 03:30:00+00:00,2020-09-24 09:00:00+00:00,328.9,323.4,2020-09-24 09:55:00+00:00,True,2020-09-24 10:05:00+00:00,2020-09-24 10:10:00+00:00,H2,2020-09-24 10:10:00+00:00
SHORT_2000,SHORT,external,2020-09-24 20:00:00+00:00,2020-09-25 01:30:00+00:00,353.09,344.57,2020-09-25 03:55:00+00:00,True,2020-09-25 04:10:00+00:00,2020-09-25 04:15:00+00:00,H2,2020-09-25 04:15:00+00:00
ALT_0330,LONG,external,2020-09-25 03:30:00+00:00,2020-09-25 09:00:00+00:00,348.1,337.5,2020-09-25 12:15:00+00:00,True,2020-09-25 12:20:00+00:00,2020-09-25 12:25:00+00:00,NO_H2,
RAW_0530,LONG,external,2020-09-25 05:30:00+00:00,2020-09-25 11:00:00+00:00,344.79,337.5,2020-09-25 11:35:00+00:00,True,2020-09-25 11:40:00+00:00,2020-09-25 11:45:00+00:00,H2,2020-09-25 12:00:00+00:00
LONDON,LONG,external,2020-09-25 08:00:00+00:00,2020-09-25 13:30:00+00:00,348.67,337.5,2020-09-25 16:10:00+00:00,True,2020-09-25 16:15:00+00:00,2020-09-25 16:20:00+00:00,H2,2020-09-25 17:40:00+00:00
LONDON,LONG,external,2020-09-28 08:00:00+00:00,2020-09-28 13:30:00+00:00,367.65,355.88,2020-09-28 17:30:00+00:00,True,2020-09-28 17:35:00+00:00,2020-09-28 17:40:00+00:00,NO_H2,
SHORT_2000,SHORT,external,2020-09-28 20:00:00+00:00,2020-09-29 01:30:00+00:00,363.81,351.27,2020-09-29 05:55:00+00:00,True,2020-09-29 06:10:00+00:00,2020-09-29 06:15:00+00:00,NO_H2,
ALT_0330,LONG,external,2020-09-29 03:30:00+00:00,2020-09-29 09:00:00+00:00,356.0,350.07,2020-09-29 09:05:00+00:00,True,2020-09-29 09:20:00+00:00,2020-09-29 09:25:00+00:00,H2,2020-09-29 10:10:00+00:00
LONDON,LONG,external,2020-09-29 08:00:00+00:00,2020-09-29 13:30:00+00:00,358.98,353.9,2020-09-29 14:10:00+00:00,True,2020-09-29 14:15:00+00:00,2020-09-29 14:20:00+00:00,H2,2020-09-29 14:20:00+00:00
LONDON,LONG,external,2020-09-30 08:00:00+00:00,2020-09-30 13:30:00+00:00,356.1,351.02,2020-09-30 13:30:00+00:00,True,2020-09-30 13:35:00+00:00,2020-09-30 13:40:00+00:00,H2,2020-09-30 14:00:00+00:00
RAW_2330,LONG,external,2020-09-30 23:30:00+00:00,2020-10-01 05:00:00+00:00,364.23,358.56,2020-10-01 08:00:00+00:00,False,,,BREAK_DURING_K1,2020-10-01 08:05:00+00:00
RAW_0530,LONG,external,2020-10-02 05:30:00+00:00,2020-10-02 11:00:00+00:00,344.67,334.01,2020-10-02 14:55:00+00:00,True,2020-10-02 15:10:00+00:00,2020-10-02 15:15:00+00:00,H2,2020-10-02 15:20:00+00:00
LONDON,LONG,external,2020-10-02 08:00:00+00:00,2020-10-02 13:30:00+00:00,343.4,334.01,2020-10-02 13:45:00+00:00,True,2020-10-02 13:50:00+00:00,2020-10-02 13:55:00+00:00,H2,2020-10-02 14:05:00+00:00
SHORT_2000,SHORT,external,2020-10-04 20:00:00+00:00,2020-10-05 01:30:00+00:00,356.51,350.84,2020-10-05 04:10:00+00:00,True,2020-10-05 04:15:00+00:00,2020-10-05 04:20:00+00:00,H2,2020-10-05 04:45:00+00:00
ALT_0330,LONG,external,2020-10-05 03:30:00+00:00,2020-10-05 09:00:00+00:00,352.54,348.2,2020-10-05 12:55:00+00:00,True,2020-10-05 13:05:00+00:00,2020-10-05 13:10:00+00:00,H2,2020-10-05 13:30:00+00:00
RAW_0530,LONG,external,2020-10-05 05:30:00+00:00,2020-10-05 11:00:00+00:00,352.32,348.2,2020-10-05 11:05:00+00:00,True,2020-10-05 11:10:00+00:00,2020-10-05 11:15:00+00:00,H2,2020-10-05 12:55:00+00:00
LONDON,LONG,external,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,354.2,349.5,2020-10-05 14:00:00+00:00,True,2020-10-05 14:05:00+00:00,2020-10-05 14:10:00+00:00,NO_H2,
SHORT_2000,SHORT,external,2020-10-05 20:00:00+00:00,2020-10-06 01:30:00+00:00,354.95,350.8,2020-10-06 07:45:00+00:00,True,2020-10-06 07:50:00+00:00,2020-10-06 07:55:00+00:00,H2,2020-10-06 07:55:00+00:00
RAW_2330,LONG,external,2020-10-06 23:30:00+00:00,2020-10-07 05:00:00+00:00,340.89,332.22,2020-10-07 06:20:00+00:00,True,2020-10-07 06:25:00+00:00,2020-10-07 06:30:00+00:00,H2,2020-10-07 06:55:00+00:00
ALT_0330,LONG,external,2020-10-07 03:30:00+00:00,2020-10-07 09:00:00+00:00,342.21,335.72,2020-10-07 13:00:00+00:00,True,2020-10-07 13:05:00+00:00,2020-10-07 13:10:00+00:00,H2,2020-10-07 15:20:00+00:00
RAW_0530,LONG,external,2020-10-07 05:30:00+00:00,2020-10-07 11:00:00+00:00,342.21,336.52,2020-10-07 13:00:00+00:00,True,2020-10-07 13:05:00+00:00,2020-10-07 13:10:00+00:00,H2,2020-10-07 15:20:00+00:00
LONDON,LONG,external,2020-10-07 08:00:00+00:00,2020-10-07 13:30:00+00:00,342.3,336.52,2020-10-07 15:20:00+00:00,True,2020-10-07 15:25:00+00:00,2020-10-07 15:30:00+00:00,H2,2020-10-07 15:30:00+00:00
SHORT_2000,SHORT,external,2020-10-07 20:00:00+00:00,2020-10-08 01:30:00+00:00,342.33,338.6,2020-10-08 01:30:00+00:00,True,2020-10-08 01:45:00+00:00,2020-10-08 01:50:00+00:00,H2,2020-10-08 02:15:00+00:00
SHORT_2000,SHORT,external,2020-10-08 20:00:00+00:00,2020-10-09 01:30:00+00:00,353.43,348.23,2020-10-09 06:00:00+00:00,False,,,BREAK_DURING_K1,2020-10-09 06:05:00+00:00
SHORT_2000,SHORT,external,2020-10-12 20:00:00+00:00,2020-10-13 01:30:00+00:00,395.43,383.11,2020-10-13 02:25:00+00:00,True,2020-10-13 02:35:00+00:00,2020-10-13 02:40:00+00:00,H2,2020-10-13 03:00:00+00:00
RAW_0530,LONG,external,2020-10-14 05:30:00+00:00,2020-10-14 11:00:00+00:00,383.4,377.63,2020-10-14 13:35:00+00:00,False,,,BREAK_DURING_K1,2020-10-14 13:40:00+00:00
RAW_2330,LONG,external,2020-10-14 23:30:00+00:00,2020-10-15 05:00:00+00:00,379.7,375.36,2020-10-15 05:50:00+00:00,True,2020-10-15 05:55:00+00:00,2020-10-15 06:00:00+00:00,H2,2020-10-15 06:35:00+00:00
RAW_0530,LONG,external,2020-10-16 05:30:00+00:00,2020-10-16 11:00:00+00:00,371.1,360.53,2020-10-16 11:50:00+00:00,True,2020-10-16 11:55:00+00:00,2020-10-16 12:00:00+00:00,NO_H2,
SHORT_2000,SHORT,external,2020-10-18 20:00:00+00:00,2020-10-19 01:30:00+00:00,379.99,373.12,2020-10-19 03:55:00+00:00,True,2020-10-19 04:05:00+00:00,2020-10-19 04:10:00+00:00,NO_H2,
RAW_2330,LONG,external,2020-10-20 23:30:00+00:00,2020-10-21 05:00:00+00:00,382.0,367.45,2020-10-21 05:00:00+00:00,True,2020-10-21 05:05:00+00:00,2020-10-21 05:10:00+00:00,H2,2020-10-21 06:25:00+00:00
RAW_0530,LONG,external,2020-10-21 05:30:00+00:00,2020-10-21 11:00:00+00:00,382.76,376.2,2020-10-21 12:55:00+00:00,True,2020-10-21 13:00:00+00:00,2020-10-21 13:05:00+00:00,H2,2020-10-21 13:10:00+00:00
