partition,ref_min,hour,visit,opportunity_n,break_n,break_conversion,median_extension_R,median_ext30_R,median_ext60_R,median_break_delay_min,reclaim30_rate,reach_E05_rate,reach_E10_rate,reach_E15_rate,reach_E20_rate,reach_E30_rate,reach_E40_rate,b1_opp_n,b1_break_conversion,b2_opp_n,b2_break_conversion,b3_opp_n,b3_break_conversion,b4_opp_n,b4_break_conversion,b5_opp_n,b5_break_conversion,b6_opp_n,b6_break_conversion,adequate_blocks,pass_blocks,min_adequate_block_conversion,eligible
development,180,11,3,50,37,0.74,0.28571428571428864,0.3725490196078384,0.4875816993463924,200.0,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.5945945945945946,0.4864864864864865,0.43243243243243246,5,0.6,10,0.6,14,0.7857142857142857,7,0.7142857142857143,7,0.8571428571428571,7,0.8571428571428571,5,5,0.6,False
development,180,11,4,11,7,0.6363636363636364,0.13445378151260162,0.4455216989843051,0.6254980079681334,270.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,2,0.5,3,0.6666666666666666,3,0.3333333333333333,1,1.0,1,1.0,1,1.0,0,0,,False
development,180,11,5,2,2,1.0,1.979729729729741,0.8242243300382848,0.8242243300382848,325.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.0,0,,1,1.0,0,,0,,0,,0,0,,False
development,180,12,1,787,502,0.6378653113087674,0.2958663424582338,0.4193019791444996,0.5407937260385407,80.0,0.6374501992031872,0.6912350597609562,0.6633466135458167,0.6374501992031872,0.5816733067729084,0.4940239043824701,0.41434262948207173,121,0.6611570247933884,138,0.5797101449275363,140,0.6071428571428571,122,0.6229508196721312,130,0.7384615384615385,136,0.625,6,6,0.5797101449275363,True
development,180,12,2,244,176,0.7213114754098361,0.2866598196964474,0.3658142999006806,0.4862406932702179,132.5,0.6079545454545454,0.6875,0.6647727272727273,0.625,0.5681818181818182,0.4715909090909091,0.42045454545454547,38,0.6842105263157895,50,0.66,49,0.7551020408163265,37,0.6756756756756757,28,0.8571428571428571,42,0.7380952380952381,6,6,0.66,True
development,180,12,3,57,36,0.631578947368421,0.3658671837790014,0.4139655471665422,0.45502834909890133,157.5,0.5555555555555556,0.7222222222222222,0.7222222222222222,0.6944444444444444,0.6666666666666666,0.5833333333333334,0.4444444444444444,9,0.7777777777777778,14,0.5714285714285714,10,0.8,11,0.45454545454545453,3,0.6666666666666666,10,0.6,5,5,0.45454545454545453,False
development,180,12,4,16,13,0.8125,0.7142857142857143,0.44898559247279685,0.4493041749502963,350.0,0.38461538461538464,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6923076923076923,2,1.0,5,0.8,1,0.0,5,0.8,1,1.0,2,1.0,0,0,,False
development,180,12,5,3,3,1.0,0.18439716312056548,0.23323285606631522,0.2908816880180884,330.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,,1,1.0,1,1.0,1,1.0,0,,0,,0,0,,False
development,180,13,1,756,501,0.6626984126984127,0.28122344944775124,0.3802595359811176,0.49629629629629834,75.0,0.6207584830339321,0.6846307385229541,0.6666666666666666,0.6287425149700598,0.5848303393213573,0.4810379241516966,0.405189620758483,121,0.6859504132231405,132,0.6060606060606061,133,0.6240601503759399,122,0.639344262295082,123,0.7235772357723578,125,0.704,6,6,0.6060606060606061,True
development,180,13,2,207,144,0.6956521739130435,0.2965599876314142,0.3802250231432043,0.4712500000000047,122.5,0.5902777777777778,0.7222222222222222,0.6944444444444444,0.6666666666666666,0.6319444444444444,0.4930555555555556,0.4375,32,0.6875,39,0.6923076923076923,43,0.627906976744186,38,0.631578947368421,26,0.8461538461538461,29,0.7586206896551724,6,6,0.627906976744186,True
development,180,13,3,49,24,0.4897959183673469,0.5115526063319487,0.529548904792889,0.7849816849816873,197.5,0.5833333333333334,0.7083333333333334,0.7083333333333334,0.6666666666666666,0.5833333333333334,0.5416666666666666,0.5416666666666666,9,0.4444444444444444,8,0.375,12,0.5833333333333334,11,0.5454545454545454,3,0.6666666666666666,6,0.3333333333333333,5,5,0.3333333333333333,False
development,180,13,4,17,12,0.7058823529411765,0.6483717971719761,0.6237499188744031,0.6483717971719761,312.5,0.4166666666666667,0.8333333333333334,0.75,0.75,0.75,0.6666666666666666,0.5833333333333334,3,1.0,3,0.6666666666666666,4,0.5,4,0.75,1,1.0,2,0.5,0,0,,False
development,180,13,5,5,3,0.6,0.5561260210035033,0.2941970310391364,0.4013921113689104,270.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,,1,0.0,2,1.0,1,0.0,0,,1,1.0,0,0,,False
development,180,14,1,720,482,0.6694444444444444,0.3257283712654738,0.3842768724707307,0.4757371041496459,65.0,0.5954356846473029,0.7199170124481328,0.6970954356846473,0.6618257261410788,0.6307053941908713,0.5269709543568465,0.45228215767634855,112,0.6785714285714286,116,0.6551724137931034,124,0.6532258064516129,124,0.6370967741935484,121,0.743801652892562,123,0.6504065040650406,6,6,0.6370967741935484,True
development,180,14,2,197,129,0.6548223350253807,0.2823920265780782,0.3492957746478916,0.4080459770114935,125.0,0.6356589147286822,0.7131782945736435,0.7054263565891473,0.6434108527131783,0.6046511627906976,0.4883720930232558,0.40310077519379844,29,0.5862068965517241,34,0.6470588235294118,38,0.6052631578947368,36,0.6388888888888888,24,0.7083333333333334,36,0.75,6,6,0.5862068965517241,True
development,180,14,3,55,32,0.5818181818181818,0.3263616129876946,0.32511765374559215,0.39834357467272896,235.0,0.59375,0.71875,0.6875,0.6875,0.625,0.5,0.375,9,0.3333333333333333,10,0.8,14,0.5714285714285714,11,0.6363636363636364,5,0.6,6,0.5,5,5,0.3333333333333333,False
development,180,14,4,15,9,0.6,0.1873111782477252,0.30205655526992264,0.3153043900072797,275.0,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.1111111111111111,3,0.0,2,0.5,5,0.8,3,0.6666666666666666,1,1.0,1,1.0,0,0,,False
development,180,14,5,6,2,0.3333333333333333,1.390949070790186,0.8326783940984561,0.9924528301886835,380.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0.6666666666666666,1,0.0,1,0.0,1,0.0,0,,0,,0,0,,False
development,180,15,1,676,442,0.6538461538461539,0.2544724061810168,0.31268076447932236,0.40427906229929056,65.0,0.6199095022624435,0.6945701357466063,0.6606334841628959,0.6063348416289592,0.5475113122171946,0.4638009049773756,0.39592760180995473,99,0.7373737373737373,115,0.6347826086956522,119,0.6134453781512605,112,0.6071428571428571,114,0.7368421052631579,117,0.6068376068376068,6,6,0.6068376068376068,True
development,180,15,2,190,132,0.6947368421052632,0.21986629601584767,0.29602188331838375,0.3247250336187957,162.5,0.6363636363636364,0.6893939393939394,0.6742424242424242,0.6136363636363636,0.5378787878787878,0.44696969696969696,0.3712121212121212,20,0.7,37,0.6486486486486487,38,0.7368421052631579,34,0.7058823529411765,22,0.6818181818181818,39,0.6923076923076923,6,6,0.6486486486486487,True
development,180,15,3,47,28,0.5957446808510638,0.24258936355710403,0.2673994129876507,0.2821222557772954,272.5,0.6785714285714286,0.6428571428571429,0.6428571428571429,0.6071428571428571,0.5714285714285714,0.35714285714285715,0.25,5,0.4,11,0.36363636363636365,10,0.7,6,0.8333333333333334,6,1.0,9,0.4444444444444444,5,5,0.36363636363636365,False
development,180,15,4,17,13,0.7647058823529411,0.19042523494928912,0.20661157024793375,0.21621621621620896,230.0,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,2,0.5,7,0.8571428571428571,3,1.0,1,0.0,0,,4,0.75,1,1,0.8571428571428571,False
development,180,15,5,4,2,0.5,0.0,0.13381186809515333,0.13381186809515333,390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0,,1,0.0,0,,1,1.0,0,0,,False
development,180,16,1,653,427,0.6539050535987749,0.20386904761904728,0.2771739130434816,0.32705965909090606,105.0,0.6323185011709602,0.639344262295082,0.6112412177985949,0.5644028103044496,0.5011709601873536,0.39344262295081966,0.33021077283372363,98,0.6326530612244898,115,0.6260869565217392,109,0.6788990825688074,111,0.5855855855855856,109,0.7431192660550459,111,0.6576576576576577,6,6,0.5855855855855856,True
development,180,16,2,184,120,0.6521739130434783,0.2312032802156282,0.2804165615956389,0.33069682991461524,157.5,0.6083333333333333,0.6916666666666667,0.65,0.5916666666666667,0.525,0.43333333333333335,0.35,29,0.4827586206896552,34,0.6176470588235294,31,0.8064516129032258,36,0.6111111111111112,21,0.6190476190476191,33,0.7575757575757576,6,6,0.4827586206896552,True
development,180,16,3,56,41,0.7321428571428571,0.0543140906269404,0.17168375785643603,0.18918918918918945,185.0,0.7560975609756098,0.5121951219512195,0.4634146341463415,0.34146341463414637,0.2682926829268293,0.1951219512195122,0.17073170731707318,12,0.6666666666666666,12,0.5,5,0.6,12,0.9166666666666666,8,1.0,7,0.7142857142857143,5,5,0.5,False
development,180,16,4,13,10,0.7692307692307693,0.19567450442883508,0.22830578512396588,0.4162079263137006,367.5,0.7,0.7,0.6,0.6,0.5,0.3,0.3,3,0.3333333333333333,6,0.8333333333333334,1,1.0,1,1.0,0,,2,1.0,1,1,0.8333333333333334,False
development,180,16,5,3,2,0.6666666666666666,0.3148148148148199,0.3379629629629688,0.35648148148148817,207.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,1.0,0,,0,,0,,0,,0,0,,False
development,180,17,1,641,423,0.6599063962558502,0.2284662183797671,0.306722689075626,0.3781512605042048,105.0,0.5933806146572104,0.6666666666666666,0.640661938534279,0.5957446808510638,0.541371158392435,0.4444444444444444,0.375886524822695,91,0.7032967032967034,108,0.6018518518518519,109,0.7064220183486238,112,0.6339285714285714,109,0.6972477064220184,112,0.625,6,6,0.6018518518518519,True
development,180,17,2,183,132,0.7213114754098361,0.22180660409606207,0.28214995885901883,0.32788090551634763,165.0,0.6439393939393939,0.7045454545454546,0.6666666666666666,0.5681818181818182,0.5227272727272727,0.4166666666666667,0.3333333333333333,24,0.6666666666666666,38,0.631578947368421,23,0.7391304347826086,33,0.8484848484848485,30,0.7333333333333333,35,0.7142857142857143,6,6,0.631578947368421,True
development,180,17,3,46,32,0.6956521739130435,0.2041468761417602,0.25023784434743146,0.31875096316843454,265.0,0.59375,0.65625,0.625,0.5625,0.5,0.40625,0.3125,7,0.5714285714285714,14,0.5,5,1.0,5,1.0,8,0.75,7,0.7142857142857143,4,4,0.5,False
development,180,17,4,11,6,0.5454545454545454,0.10039592760181137,0.20505852842809127,0.40641120117906715,357.5,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,2,0.0,6,0.6666666666666666,0,,0,,1,1.0,2,0.5,1,1,0.6666666666666666,False
development,180,17,5,5,2,0.4,0.3148148148148199,0.30730072761092386,0.32581924612944324,310.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.0,0,,0,,0,,1,1.0,0,0,,False
development,180,18,1,689,463,0.6719883889695211,0.2559808612440171,0.30215827338129503,0.3580246913580237,115.0,0.5874730021598272,0.6825053995680346,0.6479481641468683,0.5982721382289417,0.5485961123110151,0.4449244060475162,0.3563714902807775,100,0.74,115,0.6782608695652174,110,0.6818181818181818,125,0.616,115,0.6956521739130435,124,0.6370967741935484,6,6,0.616,True
development,180,18,2,187,132,0.7058823529411765,0.22658674118240102,0.27644058085040857,0.3000486364735934,147.5,0.6136363636363636,0.6818181818181818,0.6439393939393939,0.5984848484848485,0.5378787878787878,0.38636363636363635,0.32575757575757575,19,0.7368421052631579,33,0.696969696969697,29,0.5862068965517241,38,0.7631578947368421,31,0.8064516129032258,37,0.6486486486486487,6,6,0.5862068965517241,True
development,180,18,3,46,29,0.6304347826086957,0.20818291215402887,0.20065252854812593,0.28875379939209755,280.0,0.6551724137931034,0.7586206896551724,0.7241379310344828,0.5517241379310345,0.5172413793103449,0.4482758620689655,0.27586206896551724,4,0.75,10,0.4,10,0.7,6,0.8333333333333334,5,0.6,11,0.6363636363636364,4,4,0.4,False
development,180,18,4,15,10,0.6666666666666666,0.17497184853014452,0.2131470588235273,0.24969298784231636,332.5,0.5,0.8,0.8,0.7,0.4,0.3,0.3,0,,5,0.6,3,1.0,1,1.0,2,0.5,4,0.5,0,0,,False
development,180,18,5,4,3,0.75,0.43877551020408273,0.43877551020408273,0.43877551020408273,500.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,,2,0.5,0,,0,,0,,2,1.0,0,0,,False
development,180,19,1,715,505,0.7062937062937062,0.20176082171679394,0.26888548281146885,0.3457627118643986,90.0,0.6059405940594059,0.6752475247524753,0.6356435643564357,0.5782178217821782,0.502970297029703,0.4297029702970297,0.36237623762376237,101,0.7425742574257426,117,0.6666666666666666,115,0.7565217391304347,134,0.664179104477612,120,0.7,128,0.71875,6,6,0.664179104477612,True
development,180,19,2,174,117,0.6724137931034483,0.25391849529780347,0.2833333333333315,0.3593004769475336,195.0,0.6153846153846154,0.6581196581196581,0.6324786324786325,0.5811965811965812,0.5384615384615384,0.452991452991453,0.38461538461538464,21,0.8095238095238095,31,0.5806451612903226,22,0.8181818181818182,36,0.6388888888888888,32,0.625,32,0.65625,6,6,0.5806451612903226,True
development,180,19,3,49,32,0.6530612244897959,0.22953492172167245,0.22540815182874888,0.3111085752377344,185.0,0.5,0.78125,0.71875,0.6875,0.59375,0.40625,0.34375,3,1.0,12,0.6666666666666666,4,0.75,10,0.7,12,0.5833333333333334,8,0.5,4,4,0.5,False
development,180,19,4,14,9,0.6428571428571429,0.26666666666666966,0.3876811594203005,0.3876811594203005,295.0,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0,,4,1.0,1,1.0,3,0.6666666666666666,3,0.3333333333333333,3,0.3333333333333333,0,0,,False
development,180,19,5,3,2,0.6666666666666666,0.420707732634344,0.4005223863425322,0.42979281010836595,352.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,,0,,0,,1,0.0,0,,2,1.0,0,0,,False
development,180,20,1,753,514,0.6826029216467463,0.21177147239263933,0.2771233904959868,0.3344493813550721,90.0,0.6439688715953308,0.6517509727626459,0.6147859922178989,0.566147859922179,0.5097276264591439,0.4182879377431907,0.35019455252918286,105,0.6857142857142857,123,0.6260162601626016,121,0.6694214876033058,143,0.6573426573426573,123,0.7154471544715447,138,0.7391304347826086,6,6,0.6260162601626016,True
development,180,20,2,177,121,0.6836158192090396,0.20905391658189199,0.29383886255924263,0.41197183098592016,175.0,0.6115702479338843,0.6363636363636364,0.6115702479338843,0.5619834710743802,0.512396694214876,0.4214876033057851,0.3884297520661157,21,0.5714285714285714,35,0.7142857142857143,30,0.6666666666666666,36,0.6388888888888888,28,0.7857142857142857,27,0.7037037037037037,6,6,0.5714285714285714,True
development,180,20,3,47,28,0.5957446808510638,0.2653274708283995,0.2881231504666524,0.33473358912809226,187.5,0.6428571428571429,0.7857142857142857,0.75,0.75,0.7142857142857143,0.42857142857142855,0.2857142857142857,8,0.875,9,0.5555555555555556,8,0.625,12,0.6666666666666666,6,0.0,4,0.75,5,4,0.0,False
development,180,20,4,17,12,0.7058823529411765,0.17930104796184343,0.28709941386922816,0.41738505747126525,352.5,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5,0.4166666666666667,0.3333333333333333,1,0.0,3,0.6666666666666666,3,1.0,3,0.3333333333333333,6,0.8333333333333334,1,1.0,1,1,0.8333333333333334,False
development,180,20,5,3,2,0.6666666666666666,0.1722223438602633,0.1722223438602633,0.1722223438602633,542.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1,0.0,0,,0,,2,1.0,0,,0,,0,0,,False
development,180,21,1,744,487,0.6545698924731183,0.2651515151515162,0.3173708920187876,0.39473684210525967,100.0,0.6036960985626283,0.7002053388090349,0.6529774127310062,0.6057494866529775,0.5585215605749486,0.46406570841889117,0.38809034907597534,106,0.6132075471698113,122,0.6229508196721312,114,0.6666666666666666,139,0.6258992805755396,126,0.6904761904761905,137,0.7007299270072993,6,6,0.6132075471698113,True
development,180,21,2,212,146,0.6886792452830188,0.22915098100004483,0.27999318336741813,0.33652935606060563,130.0,0.589041095890411,0.6712328767123288,0.6232876712328768,0.589041095890411,0.5342465753424658,0.4452054794520548,0.3356164383561644,32,0.625,36,0.8055555555555556,32,0.625,46,0.717391304347826,29,0.7586206896551724,37,0.5945945945945946,6,6,0.5945945945945946,True
development,180,21,3,54,36,0.6666666666666666,0.28403846153846185,0.3273164861612484,0.33819551140058957,210.0,0.5833333333333334,0.7777777777777778,0.75,0.6388888888888888,0.6111111111111112,0.4722222222222222,0.3055555555555556,11,0.9090909090909091,7,0.7142857142857143,8,0.5,12,0.9166666666666666,5,0.2,11,0.45454545454545453,5,5,0.45454545454545453,False
development,180,21,4,14,7,0.5,0.0,0.34072022160665066,0.42071197411003586,460.0,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,1,1.0,1,0.0,3,0.6666666666666666,1,0.0,4,0.5,4,0.5,0,0,,False
development,180,21,5,3,3,1.0,0.36391571553995206,0.36391571553995206,0.36391571553995206,260.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,,0,,0,,1,1.0,1,1.0,1,1.0,0,0,,False
development,180,22,1,754,528,0.7002652519893899,0.2967061332136229,0.3252452291778105,0.42148321291967294,97.5,0.5852272727272727,0.7215909090909091,0.696969696969697,0.6496212121212122,0.5776515151515151,0.4943181818181818,0.4109848484848485,111,0.6846846846846847,120,0.6916666666666667,120,0.6916666666666667,139,0.6834532374100719,128,0.734375,136,0.7132352941176471,6,6,0.6834532374100719,True
development,180,22,2,195,138,0.7076923076923077,0.20087261632342168,0.30836692043588443,0.3723394660894737,155.0,0.6086956521739131,0.6666666666666666,0.6231884057971014,0.5434782608695652,0.5,0.42028985507246375,0.32608695652173914,30,0.6333333333333333,32,0.6875,29,0.7241379310344828,39,0.8717948717948718,30,0.6,35,0.6857142857142857,6,6,0.6,True
development,180,22,3,47,32,0.6808510638297872,0.18542014468559048,0.2517196318049305,0.2963564330713816,227.5,0.65625,0.65625,0.625,0.59375,0.5,0.4375,0.34375,10,0.7,8,0.625,6,0.8333333333333334,4,0.75,11,0.5454545454545454,8,0.75,5,5,0.5454545454545454,False
development,180,22,4,12,4,0.3333333333333333,0.22227552570560777,0.29248315786777707,0.3812405543174816,387.5,0.75,0.75,0.75,0.75,0.5,0.25,0.25,3,0.0,2,0.5,1,0.0,1,0.0,4,0.75,1,0.0,0,0,,False
development,180,22,5,5,4,0.8,0.5350255292855055,0.436697128361897,0.5350255292855055,427.5,0.25,1.0,0.75,0.75,0.75,0.75,0.75,3,1.0,0,,0,,0,,1,0.0,1,1.0,0,0,,False
development,180,23,1,748,522,0.6978609625668449,0.24629029627616228,0.30391645718611654,0.37845643939393414,90.0,0.6264367816091954,0.7030651340996169,0.6762452107279694,0.6168582375478927,0.5478927203065134,0.4521072796934866,0.3735632183908046,107,0.6822429906542056,120,0.65,118,0.6779661016949152,143,0.7062937062937062,128,0.75,132,0.7121212121212122,6,6,0.65,True
development,180,23,2,194,132,0.6804123711340206,0.19379547248714168,0.3096301955300923,0.4015962507248527,140.0,0.6212121212121212,0.6515151515151515,0.6212121212121212,0.5606060606060606,0.49242424242424243,0.4318181818181818,0.3712121212121212,31,0.8387096774193549,33,0.6363636363636364,30,0.6,37,0.7027027027027027,30,0.6333333333333333,33,0.6666666666666666,6,6,0.6,True
development,180,23,3,53,37,0.6981132075471698,0.4396782841823108,0.45454545454546336,0.4770114942528754,180.0,0.43243243243243246,0.8378378378378378,0.8378378378378378,0.8108108108108109,0.7837837837837838,0.6216216216216216,0.5135135135135135,4,0.5,12,0.6666666666666666,9,0.5555555555555556,9,0.7777777777777778,10,0.8,9,0.7777777777777778,5,5,0.5555555555555556,False
development,180,23,4,13,6,0.46153846153846156,0.10791742879540228,0.2837275473530647,0.318092643051773,275.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.0,3,0.6666666666666666,4,0.5,2,0.5,2,0.5,1,0.0,0,0,,False
development,180,23,5,4,1,0.25,1.2484599589322345,1.2484599589322345,1.2484599589322345,500.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0,,2,0.5,0,,1,0.0,0,,0,0,,False
development,240,0,1,701,487,0.6947218259629101,0.22605363984674465,0.27459618208516945,0.3488372093023237,80.0,0.6139630390143738,0.6960985626283368,0.6714579055441479,0.6036960985626283,0.5359342915811088,0.42915811088295686,0.35523613963039014,96,0.6770833333333334,109,0.6605504587155964,110,0.6454545454545455,133,0.6766917293233082,123,0.7560975609756098,130,0.7384615384615385,6,6,0.6454545454545455,True
development,240,0,2,171,122,0.7134502923976608,0.30544493411515605,0.3401235436026694,0.39358470036826027,160.0,0.5737704918032787,0.7868852459016393,0.7295081967213115,0.680327868852459,0.6065573770491803,0.5163934426229508,0.4098360655737705,29,0.7586206896551724,25,0.6,29,0.7931034482758621,36,0.7777777777777778,25,0.6,27,0.7037037037037037,6,6,0.6,True
development,240,0,3,43,33,0.7674418604651163,0.3834702258727013,0.3877068557919666,0.41093573844419323,230.0,0.3939393939393939,0.7575757575757576,0.7272727272727273,0.7272727272727273,0.6060606060606061,0.5454545454545454,0.45454545454545453,6,1.0,10,0.7,4,0.25,6,0.6666666666666666,10,0.9,7,0.8571428571428571,5,5,0.6666666666666666,False
development,240,0,4,8,4,0.5,0.09190126478988257,0.2426524481609452,0.2770175438596534,292.5,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0,,2,1.0,2,0.5,2,0.5,1,0.0,1,0.0,0,0,,False
development,240,0,5,2,1,0.5,0.8798842257597661,0.8798842257597661,0.8798842257597661,440.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,0,,1,1.0,0,,1,0.0,0,,0,0,,False
development,240,1,1,689,469,0.6806966618287373,0.24335472043996417,0.28425096030730046,0.33888888888888913,85.0,0.5735607675906184,0.7014925373134329,0.6716417910447762,0.5991471215351812,0.5394456289978679,0.44776119402985076,0.36886993603411516,101,0.7029702970297029,106,0.6320754716981132,105,0.6476190476190476,129,0.6744186046511628,125,0.752,123,0.6666666666666666,6,6,0.6320754716981132,True
development,240,1,2,179,124,0.6927374301675978,0.23162577081191954,0.270733982998141,0.3187932000747192,177.5,0.5806451612903226,0.7338709677419355,0.6854838709677419,0.6370967741935484,0.5645161290322581,0.43548387096774194,0.3951612903225806,21,0.8571428571428571,31,0.7096774193548387,29,0.7586206896551724,36,0.6388888888888888,26,0.5,36,0.7222222222222222,6,6,0.5,True
development,240,1,3,47,30,0.6382978723404256,0.24555606198723706,0.2511440940012363,0.30655707736873317,277.5,0.43333333333333335,0.8,0.7333333333333333,0.6666666666666666,0.5333333333333333,0.43333333333333335,0.3,3,1.0,8,0.75,5,0.4,11,0.36363636363636365,12,0.6666666666666666,8,0.875,4,4,0.36363636363636365,False
development,240,1,4,13,9,0.6923076923076923,0.35200000000000387,0.3633663366336637,0.3633663366336637,395.0,0.5555555555555556,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.3333333333333333,0,,1,1.0,3,0.6666666666666666,6,0.8333333333333334,2,0.5,1,0.0,1,1,0.8333333333333334,False
development,240,1,5,3,2,0.6666666666666666,0.05670696603339186,0.11432648611570354,0.17467754382096767,280.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0,,0,,1,1.0,0,,1,0.0,1,1.0,0,0,,False
development,240,2,1,702,474,0.6752136752136753,0.2353707107843115,0.26887075354496326,0.3316740545505382,112.5,0.5675105485232067,0.6940928270042194,0.6476793248945147,0.5907172995780591,0.5316455696202531,0.4388185654008439,0.35443037974683544,107,0.7383177570093458,115,0.6521739130434783,104,0.6538461538461539,122,0.6639344262295082,121,0.7107438016528925,133,0.6390977443609023,6,6,0.6390977443609023,True
development,240,2,2,181,121,0.6685082872928176,0.23021582733812962,0.28700128700128824,0.31632270168855225,220.0,0.5950413223140496,0.6694214876033058,0.6198347107438017,0.5867768595041323,0.5537190082644629,0.4049586776859504,0.3140495867768595,20,0.75,32,0.65625,27,0.7777777777777778,32,0.625,32,0.625,38,0.631578947368421,6,6,0.625,True
development,240,2,3,53,38,0.7169811320754716,0.24362244897958812,0.2791901175542245,0.2978275854687137,307.5,0.5,0.8157894736842105,0.7368421052631579,0.7105263157894737,0.5789473684210527,0.39473684210526316,0.2894736842105263,5,0.8,9,0.5555555555555556,6,0.6666666666666666,12,0.8333333333333334,10,0.8,11,0.6363636363636364,5,5,0.5555555555555556,False
development,240,2,4,10,4,0.4,0.5985561497326216,0.5609090909090922,0.5985561497326216,220.0,0.25,0.75,0.75,0.75,0.75,0.75,0.75,1,0.0,3,0.3333333333333333,1,1.0,1,1.0,1,0.0,3,0.3333333333333333,0,0,,False
development,240,2,5,5,4,0.8,0.16546609012098387,0.18230546835932449,0.23666610083177747,345.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1,1.0,2,0.5,0,,0,,0,,2,1.0,0,0,,False
development,240,3,1,702,474,0.6752136752136753,0.1896636730116673,0.23854864824158817,0.27902583706155226,130.0,0.5991561181434599,0.6687763713080169,0.6265822784810127,0.5590717299578059,0.49156118143459915,0.3881856540084388,0.3080168776371308,108,0.7129629629629629,114,0.6491228070175439,106,0.6320754716981132,121,0.6776859504132231,123,0.6829268292682927,130,0.6923076923076923,6,6,0.6320754716981132,True
development,240,3,2,190,128,0.6736842105263158,0.17684659090909113,0.2440345821325614,0.27699330493000446,197.5,0.6484375,0.7109375,0.6328125,0.546875,0.4765625,0.359375,0.2578125,25,0.8,35,0.6571428571428571,33,0.696969696969697,31,0.5806451612903226,32,0.6875,34,0.6470588235294118,6,6,0.5806451612903226,True
development,240,3,3,58,34,0.5862068965517241,0.21888927984987136,0.24473189552829547,0.2819957451687981,262.5,0.5882352941176471,0.7352941176470589,0.6470588235294118,0.5882352941176471,0.5294117647058824,0.3235294117647059,0.23529411764705882,5,0.8,10,0.6,9,0.4444444444444444,13,0.6923076923076923,9,0.5555555555555556,12,0.5,5,5,0.4444444444444444,False
development,240,3,4,18,10,0.5555555555555556,0.23188610574478805,0.23188610574478805,0.2556618750091083,282.5,0.4,0.6,0.6,0.6,0.6,0.4,0.3,1,1.0,2,0.0,3,0.3333333333333333,2,0.5,4,1.0,6,0.5,1,1,0.5,False
development,240,3,5,6,4,0.6666666666666666,0.14416503287477944,0.1444669482030523,0.1444669482030523,250.0,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0,,2,0.5,2,0.5,0,,0,,2,1.0,0,0,,False
development,240,4,1,707,483,0.6831683168316832,0.19911308203991085,0.24799999999999897,0.31003259688518503,150.0,0.6190476190476191,0.6873706004140787,0.639751552795031,0.567287784679089,0.4989648033126294,0.391304347826087,0.3002070393374741,116,0.6982758620689655,119,0.6218487394957983,103,0.6893203883495146,121,0.6694214876033058,119,0.7058823529411765,129,0.7131782945736435,6,6,0.6218487394957983,True
