week,week_start,week_end,high,high_ts,low,low_ts,high_to_low_pct,low_to_high_pct,extreme_order
2020-W15,2020-04-06 00:00:00+00:00,2020-04-12 23:00:00+00:00,7457.0,2020-04-07 12:00:00+00:00,6741.0,2020-04-10 15:00:00+00:00,9.60171650797908,10.621569500074173,HIGH_FIRST
2020-W16,2020-04-13 00:00:00+00:00,2020-04-19 23:00:00+00:00,7290.0,2020-04-18 22:00:00+00:00,6465.33,2020-04-16 00:00:00+00:00,11.312345679012346,12.755265392485768,LOW_FIRST
2020-W17,2020-04-20 00:00:00+00:00,2020-04-26 23:00:00+00:00,7802.38,2020-04-23 14:00:00+00:00,6735.95,2020-04-20 20:00:00+00:00,13.668008992128048,15.831916804608115,LOW_FIRST
2020-W18,2020-04-27 00:00:00+00:00,2020-05-03 23:00:00+00:00,9479.77,2020-04-30 06:00:00+00:00,7623.98,2020-04-27 13:00:00+00:00,19.57631883473967,24.341485680707464,LOW_FIRST
2020-W19,2020-05-04 00:00:00+00:00,2020-05-10 23:00:00+00:00,10080.0,2020-05-07 23:00:00+00:00,7940.0,2020-05-10 00:00:00+00:00,21.23015873015873,26.952141057934508,HIGH_FIRST
2020-W20,2020-05-11 00:00:00+00:00,2020-05-17 23:00:00+00:00,9950.0,2020-05-14 10:00:00+00:00,8151.12,2020-05-11 18:00:00+00:00,18.0791959798995,22.069114428446646,LOW_FIRST
2020-W21,2020-05-18 00:00:00+00:00,2020-05-24 23:00:00+00:00,9958.67,2020-05-18 01:00:00+00:00,8674.0,2020-05-24 23:00:00+00:00,12.900015765157397,14.810583352547846,HIGH_FIRST
2020-W22,2020-05-25 00:00:00+00:00,2020-05-31 23:00:00+00:00,9753.0,2020-05-30 22:00:00+00:00,8623.38,2020-05-25 00:00:00+00:00,11.58228237465396,13.09950390682077,LOW_FIRST
2020-W23,2020-06-01 00:00:00+00:00,2020-06-07 23:00:00+00:00,10497.25,2020-06-01 23:00:00+00:00,9264.15,2020-06-02 15:00:00+00:00,11.746886089213845,13.310449420616036,HIGH_FIRST
2020-W24,2020-06-08 00:00:00+00:00,2020-06-14 23:00:00+00:00,10015.99,2020-06-10 18:00:00+00:00,9055.07,2020-06-11 17:00:00+00:00,9.593859418789357,10.61195551221581,HIGH_FIRST
2020-W25,2020-06-15 00:00:00+00:00,2020-06-21 23:00:00+00:00,9595.0,2020-06-16 03:00:00+00:00,8888.43,2020-06-15 06:00:00+00:00,7.363939551849919,7.949322883793871,LOW_FIRST
2020-W26,2020-06-22 00:00:00+00:00,2020-06-28 23:00:00+00:00,9795.0,2020-06-22 21:00:00+00:00,8816.4,2020-06-27 19:00:00+00:00,9.99081163859112,11.099768613039341,HIGH_FIRST
2020-W27,2020-06-29 00:00:00+00:00,2020-07-05 23:00:00+00:00,9293.0,2020-07-01 16:00:00+00:00,8900.0,2020-07-05 21:00:00+00:00,4.228989562035941,4.415730337078651,HIGH_FIRST
2020-W28,2020-07-06 00:00:00+00:00,2020-07-12 23:00:00+00:00,9470.0,2020-07-08 14:00:00+00:00,9058.1,2020-07-06 00:00:00+00:00,4.34952481520591,4.547311246287848,LOW_FIRST
2020-W29,2020-07-13 00:00:00+00:00,2020-07-19 23:00:00+00:00,9345.0,2020-07-13 12:00:00+00:00,9044.02,2020-07-16 10:00:00+00:00,3.220759764579985,3.3279448740714814,HIGH_FIRST
2020-W30,2020-07-20 00:00:00+00:00,2020-07-26 23:00:00+00:00,10300.0,2020-07-26 10:00:00+00:00,9131.01,2020-07-20 10:00:00+00:00,11.349417475728153,12.8024172572366,LOW_FIRST
2020-W31,2020-07-27 00:00:00+00:00,2020-08-02 23:00:00+00:00,12154.25,2020-08-02 04:00:00+00:00,9928.61,2020-07-27 00:00:00+00:00,18.311619392393602,22.416430900196495,LOW_FIRST
2020-W32,2020-08-03 00:00:00+00:00,2020-08-09 23:00:00+00:00,11920.0,2020-08-07 02:00:00+00:00,10923.0,2020-08-03 00:00:00+00:00,8.364093959731543,9.127529067106106,LOW_FIRST
2020-W33,2020-08-10 00:00:00+00:00,2020-08-16 23:00:00+00:00,12100.0,2020-08-10 02:00:00+00:00,11127.0,2020-08-11 21:00:00+00:00,8.041322314049587,8.744495371618585,HIGH_FIRST
2020-W34,2020-08-17 00:00:00+00:00,2020-08-23 23:00:00+00:00,12499.42,2020-08-17 16:00:00+00:00,11385.06,2020-08-22 01:00:00+00:00,8.915293669626276,9.787915039534273,HIGH_FIRST
2020-W35,2020-08-24 00:00:00+00:00,2020-08-30 23:00:00+00:00,11831.96,2020-08-24 11:00:00+00:00,11130.0,2020-08-25 18:00:00+00:00,5.932744870672307,6.306918238993703,HIGH_FIRST
2020-W36,2020-08-31 00:00:00+00:00,2020-09-06 23:00:00+00:00,12061.07,2020-09-01 16:00:00+00:00,9808.58,2020-09-05 18:00:00+00:00,18.675706218436673,22.964486194739706,HIGH_FIRST
2020-W37,2020-09-07 00:00:00+00:00,2020-09-13 23:00:00+00:00,10580.0,2020-09-13 04:00:00+00:00,9842.01,2020-09-08 22:00:00+00:00,6.975330812854439,7.498366695420954,LOW_FIRST
2020-W38,2020-09-14 00:00:00+00:00,2020-09-20 23:00:00+00:00,11177.0,2020-09-19 12:00:00+00:00,10241.57,2020-09-14 00:00:00+00:00,8.3692404044019,9.133658218417686,LOW_FIRST
2020-W39,2020-09-21 00:00:00+00:00,2020-09-27 23:00:00+00:00,10980.69,2020-09-21 04:00:00+00:00,10132.21,2020-09-23 20:00:00+00:00,7.727018976038859,8.37408620626696,HIGH_FIRST
2020-W40,2020-09-28 00:00:00+00:00,2020-10-04 23:00:00+00:00,11024.0,2020-09-28 00:00:00+00:00,10371.03,2020-10-02 10:00:00+00:00,5.9231676342525335,6.296095951896767,HIGH_FIRST
2020-W41,2020-10-05 00:00:00+00:00,2020-10-11 23:00:00+00:00,11494.0,2020-10-10 03:00:00+00:00,10510.66,2020-10-06 20:00:00+00:00,8.55524621541674,9.355644650288376,LOW_FIRST
2020-W42,2020-10-12 00:00:00+00:00,2020-10-18 23:00:00+00:00,11732.0,2020-10-12 21:00:00+00:00,11157.0,2020-10-12 10:00:00+00:00,4.901125127855438,5.1537151564040515,LOW_FIRST
2020-W43,2020-10-19 00:00:00+00:00,2020-10-25 23:00:00+00:00,13369.0,2020-10-25 03:00:00+00:00,11404.01,2020-10-19 03:00:00+00:00,14.698107562270923,17.230693413983325,LOW_FIRST
2020-W44,2020-10-26 00:00:00+00:00,2020-11-01 23:00:00+00:00,14140.0,2020-10-31 10:00:00+00:00,12729.0,2020-10-26 17:00:00+00:00,9.978783592644978,11.084924188860084,LOW_FIRST
2020-W45,2020-11-02 00:00:00+00:00,2020-11-08 23:00:00+00:00,15984.2,2020-11-06 01:00:00+00:00,13195.0,2020-11-02 12:00:00+00:00,17.449731609964843,21.13830996589618,LOW_FIRST
2020-W46,2020-11-09 00:00:00+00:00,2020-11-15 23:00:00+00:00,16479.99,2020-11-13 01:00:00+00:00,14822.0,2020-11-09 16:00:00+00:00,10.060625036787044,11.186007286466076,LOW_FIRST
2020-W47,2020-11-16 00:00:00+00:00,2020-11-22 23:00:00+00:00,18986.0,2020-11-21 02:00:00+00:00,15862.0,2020-11-16 00:00:00+00:00,16.45422943221321,19.694868238557557,LOW_FIRST
2020-W48,2020-11-23 00:00:00+00:00,2020-11-29 23:00:00+00:00,19554.19,2020-11-25 13:00:00+00:00,16181.0,2020-11-26 17:00:00+00:00,17.2504716380479,20.84661022186514,HIGH_FIRST
2020-W49,2020-11-30 00:00:00+00:00,2020-12-06 23:00:00+00:00,19956.0,2020-12-01 11:00:00+00:00,18050.0,2020-12-01 13:00:00+00:00,9.551012226899177,10.5595567867036,HIGH_FIRST
2020-W50,2020-12-07 00:00:00+00:00,2020-12-13 23:00:00+00:00,19446.36,2020-12-07 00:00:00+00:00,17555.0,2020-12-11 10:00:00+00:00,9.726036132211892,10.773910566790091,HIGH_FIRST
2020-W51,2020-12-14 00:00:00+00:00,2020-12-20 23:00:00+00:00,24376.0,2020-12-20 20:00:00+00:00,19004.72,2020-12-14 00:00:00+00:00,22.03511650804069,28.26287364402106,LOW_FIRST
2020-W52,2020-12-21 00:00:00+00:00,2020-12-27 23:00:00+00:00,28459.84,2020-12-27 11:00:00+00:00,21920.0,2020-12-21 12:00:00+00:00,22.979187514757637,29.835036496350366,LOW_FIRST
2020-W53,2020-12-28 00:00:00+00:00,2021-01-03 23:00:00+00:00,34832.25,2021-01-03 07:00:00+00:00,25913.01,2020-12-29 05:00:00+00:00,25.606270051460932,34.41993037474227,LOW_FIRST
2021-W01,2021-01-04 00:00:00+00:00,2021-01-10 23:00:00+00:00,42125.51,2021-01-08 15:00:00+00:00,27800.0,2021-01-04 10:00:00+00:00,34.006733687022425,51.53061151079137,LOW_FIRST
2021-W02,2021-01-11 00:00:00+00:00,2021-01-17 23:00:00+00:00,40189.39,2021-01-14 15:00:00+00:00,30448.0,2021-01-11 16:00:00+00:00,24.23871076420916,31.99352995270625,LOW_FIRST
2021-W03,2021-01-18 00:00:00+00:00,2021-01-24 23:00:00+00:00,37961.0,2021-01-19 16:00:00+00:00,28880.0,2021-01-22 01:00:00+00:00,23.921919865124732,31.443905817174517,HIGH_FIRST
2021-W04,2021-01-25 00:00:00+00:00,2021-01-31 23:00:00+00:00,38641.1,2021-01-29 13:00:00+00:00,29240.0,2021-01-27 14:00:00+00:00,24.329276340476845,32.15150478796169,LOW_FIRST
2021-W05,2021-02-01 00:00:00+00:00,2021-02-07 23:00:00+00:00,40992.4,2021-02-06 16:00:00+00:00,32322.47,2021-02-01 00:00:00+00:00,21.150091236424313,26.82322854658075,LOW_FIRST
2021-W06,2021-02-08 00:00:00+00:00,2021-02-14 23:00:00+00:00,49875.16,2021-02-14 12:00:00+00:00,38037.0,2021-02-08 04:00:00+00:00,23.7355830036435,31.12274890238453,LOW_FIRST
2021-W07,2021-02-15 00:00:00+00:00,2021-02-21 23:00:00+00:00,58472.14,2021-02-21 19:00:00+00:00,45349.21,2021-02-15 02:00:00+00:00,22.443047235828892,28.937505195790624,LOW_FIRST
2021-W08,2021-02-22 00:00:00+00:00,2021-02-28 23:00:00+00:00,57591.87,2021-02-22 00:00:00+00:00,43002.05,2021-02-28 16:00:00+00:00,25.33312427604799,33.928196446448474,HIGH_FIRST
2021-W09,2021-03-01 00:00:00+00:00,2021-03-07 23:00:00+00:00,52681.51,2021-03-03 13:00:00+00:00,44972.49,2021-03-01 00:00:00+00:00,14.633255576766885,17.141634808301706,LOW_FIRST
2021-W10,2021-03-08 00:00:00+00:00,2021-03-14 23:00:00+00:00,61950.0,2021-03-13 20:00:00+00:00,49310.0,2021-03-08 08:00:00+00:00,20.403551251008878,25.633745690529302,LOW_FIRST
2021-W11,2021-03-15 00:00:00+00:00,2021-03-21 23:00:00+00:00,60740.0,2021-03-15 04:00:00+00:00,53335.0,2021-03-16 01:00:00+00:00,12.191307211063549,13.883941126839785,HIGH_FIRST
2021-W12,2021-03-22 00:00:00+00:00,2021-03-28 23:00:00+00:00,58500.0,2021-03-22 10:00:00+00:00,50452.08,2021-03-25 13:00:00+00:00,13.757128205128202,15.951611905792582,HIGH_FIRST
2021-W13,2021-03-29 00:00:00+00:00,2021-04-04 23:00:00+00:00,60397.85,2021-04-02 02:00:00+00:00,54931.15,2021-03-29 05:00:00+00:00,9.051149999544682,9.951912530504089,LOW_FIRST
2021-W14,2021-04-05 00:00:00+00:00,2021-04-11 23:00:00+00:00,61800.0,2021-04-10 04:00:00+00:00,55536.07,2021-04-07 19:00:00+00:00,10.135809061488674,11.27903000698465,LOW_FIRST
2021-W15,2021-04-12 00:00:00+00:00,2021-04-18 23:00:00+00:00,64986.11,2021-04-14 06:00:00+00:00,50050.0,2021-04-18 03:00:00+00:00,22.983542175397172,29.842377622377626,HIGH_FIRST
2021-W16,2021-04-19 00:00:00+00:00,2021-04-25 23:00:00+00:00,57532.7,2021-04-19 08:00:00+00:00,46930.43,2021-04-25 21:00:00+00:00,18.428250368920626,22.59146144623008,HIGH_FIRST
2021-W17,2021-04-26 00:00:00+00:00,2021-05-02 23:00:00+00:00,58488.17,2021-05-01 01:00:00+00:00,48763.0,2021-04-26 00:00:00+00:00,16.62758468934829,19.943748333777656,LOW_FIRST
2021-W18,2021-05-03 00:00:00+00:00,2021-05-09 23:00:00+00:00,59590.96,2021-05-08 20:00:00+00:00,52880.38,2021-05-05 00:00:00+00:00,11.26107047109159,12.69011304381701,LOW_FIRST
2021-W19,2021-05-10 00:00:00+00:00,2021-05-16 23:00:00+00:00,59654.0,2021-05-10 04:00:00+00:00,43866.0,2021-05-16 20:00:00+00:00,26.465953666141417,35.99142844116172,HIGH_FIRST
2021-W20,2021-05-17 00:00:00+00:00,2021-05-23 23:00:00+00:00,46655.0,2021-05-17 00:00:00+00:00,28688.0,2021-05-19 13:00:00+00:00,38.51034187118208,62.628973786949246,HIGH_FIRST
2021-W21,2021-05-24 00:00:00+00:00,2021-05-30 23:00:00+00:00,40900.0,2021-05-26 08:00:00+00:00,33356.0,2021-05-30 00:00:00+00:00,18.444987775061126,22.61662069792541,HIGH_FIRST
2021-W22,2021-05-31 00:00:00+00:00,2021-06-06 23:00:00+00:00,39470.0,2021-06-03 10:00:00+00:00,34150.0,2021-05-31 04:00:00+00:00,13.478591335191284,15.578330893118594,LOW_FIRST
2021-W23,2021-06-07 00:00:00+00:00,2021-06-13 23:00:00+00:00,39374.18,2021-06-13 20:00:00+00:00,30969.0,2021-06-08 15:00:00+00:00,21.346933447248933,27.140624495463207,LOW_FIRST
2021-W24,2021-06-14 00:00:00+00:00,2021-06-20 23:00:00+00:00,41413.0,2021-06-15 18:00:00+00:00,33312.0,2021-06-20 12:00:00+00:00,19.56149035327071,24.318563880883765,HIGH_FIRST
2021-W25,2021-06-21 00:00:00+00:00,2021-06-27 23:00:00+00:00,35746.28,2021-06-21 00:00:00+00:00,28780.01,2021-06-22 13:00:00+00:00,19.48809778248254,24.205238288659388,HIGH_FIRST
2021-W26,2021-06-28 00:00:00+00:00,2021-07-04 23:00:00+00:00,36623.0,2021-06-29 17:00:00+00:00,32672.04,2021-07-01 19:00:00+00:00,10.788193211916006,12.092786370241953,HIGH_FIRST
2021-W27,2021-07-05 00:00:00+00:00,2021-07-11 23:00:00+00:00,35281.55,2021-07-05 00:00:00+00:00,32066.0,2021-07-08 11:00:00+00:00,9.113970332936061,10.02791118318469,HIGH_FIRST
2021-W28,2021-07-12 00:00:00+00:00,2021-07-18 23:00:00+00:00,34662.73,2021-07-12 04:00:00+00:00,31018.59,2021-07-16 11:00:00+00:00,10.513136155173013,11.748245165238016,HIGH_FIRST
2021-W29,2021-07-19 00:00:00+00:00,2021-07-25 23:00:00+00:00,35400.0,2021-07-25 23:00:00+00:00,29242.24,2021-07-20 14:00:00+00:00,17.394802259887,21.057757545249604,LOW_FIRST
2021-W30,2021-07-26 00:00:00+00:00,2021-08-01 23:00:00+00:00,48168.6,2021-07-26 01:00:00+00:00,35185.49,2021-07-26 00:00:00+00:00,26.953471763763115,36.8990456008997,LOW_FIRST
2021-W31,2021-08-02 00:00:00+00:00,2021-08-08 23:00:00+00:00,45350.0,2021-08-08 06:00:00+00:00,37291.0,2021-08-05 12:00:00+00:00,17.770672546857774,21.61111260089566,LOW_FIRST
2021-W32,2021-08-09 00:00:00+00:00,2021-08-15 23:00:00+00:00,48300.0,2021-08-14 09:00:00+00:00,42785.0,2021-08-09 01:00:00+00:00,11.418219461697722,12.890031553114408,LOW_FIRST
2021-W33,2021-08-16 00:00:00+00:00,2021-08-22 23:00:00+00:00,49833.0,2021-08-21 17:00:00+00:00,43938.38,2021-08-19 04:00:00+00:00,11.828748018381399,13.415651646692488,LOW_FIRST
2021-W34,2021-08-23 00:00:00+00:00,2021-08-29 23:00:00+00:00,50600.0,2021-08-23 10:00:00+00:00,46280.0,2021-08-26 12:00:00+00:00,8.537549407114625,9.33448573898012,HIGH_FIRST
2021-W35,2021-08-30 00:00:00+00:00,2021-09-05 23:00:00+00:00,51950.0,2021-09-05 21:00:00+00:00,46550.99,2021-09-01 01:00:00+00:00,10.392704523580369,11.598056238975802,LOW_FIRST
2021-W36,2021-09-06 00:00:00+00:00,2021-09-12 23:00:00+00:00,52950.0,2021-09-07 03:00:00+00:00,42088.0,2021-09-07 15:00:00+00:00,20.513692162417374,25.80783121079643,HIGH_FIRST
2021-W37,2021-09-13 00:00:00+00:00,2021-09-19 23:00:00+00:00,48850.0,2021-09-18 09:00:00+00:00,43323.93,2021-09-13 14:00:00+00:00,11.312323439099282,12.755237117223666,LOW_FIRST
2021-W38,2021-09-20 00:00:00+00:00,2021-09-26 23:00:00+00:00,47345.0,2021-09-20 00:00:00+00:00,39503.58,2021-09-21 21:00:00+00:00,16.56229802513465,19.849897148562228,HIGH_FIRST
2021-W39,2021-09-27 00:00:00+00:00,2021-10-03 23:00:00+00:00,49304.12,2021-10-03 17:00:00+00:00,40708.73,2021-09-29 00:00:00+00:00,17.433411244334142,21.11436539533412,LOW_FIRST
2021-W40,2021-10-04 00:00:00+00:00,2021-10-10 23:00:00+00:00,56789.0,2021-10-10 20:00:00+00:00,46885.29,2021-10-04 15:00:00+00:00,17.439486520276812,21.123277684749308,LOW_FIRST
2021-W41,2021-10-11 00:00:00+00:00,2021-10-17 23:00:00+00:00,63997.61,2021-10-15 20:00:00+00:00,53750.0,2021-10-12 20:00:00+00:00,16.012488591370836,19.06532093023256,LOW_FIRST
2021-W42,2021-10-18 00:00:00+00:00,2021-10-24 23:00:00+00:00,67150.0,2021-10-20 14:00:00+00:00,59504.46,2021-10-24 16:00:00+00:00,11.385763216679077,12.848683947388148,HIGH_FIRST
2021-W43,2021-10-25 00:00:00+00:00,2021-10-31 23:00:00+00:00,63795.98,2021-10-25 16:00:00+00:00,57550.0,2021-10-28 18:00:00+00:00,9.790554201064085,10.85313640312772,HIGH_FIRST
2021-W44,2021-11-01 00:00:00+00:00,2021-11-07 23:00:00+00:00,64349.55,2021-11-02 15:00:00+00:00,59400.0,2021-11-01 04:00:00+00:00,7.691662179455805,8.332575757575762,LOW_FIRST
2021-W45,2021-11-08 00:00:00+00:00,2021-11-14 23:00:00+00:00,69198.7,2021-11-10 14:00:00+00:00,62313.0,2021-11-12 16:00:00+00:00,9.950620459632908,11.050182144977768,HIGH_FIRST
2021-W46,2021-11-15 00:00:00+00:00,2021-11-21 23:00:00+00:00,66395.05,2021-11-15 09:00:00+00:00,55604.0,2021-11-19 03:00:00+00:00,16.25279294164249,19.406967124667297,HIGH_FIRST
2021-W47,2021-11-22 00:00:00+00:00,2021-11-28 23:00:00+00:00,59624.56,2021-11-22 13:00:00+00:00,53245.0,2021-11-28 18:00:00+00:00,10.699550654964996,11.981519391492155,HIGH_FIRST
2021-W48,2021-11-29 00:00:00+00:00,2021-12-05 23:00:00+00:00,59224.99,2021-11-30 15:00:00+00:00,40888.89,2021-12-04 05:00:00+00:00,30.96007276658046,44.84372160750756,HIGH_FIRST
2021-W49,2021-12-06 00:00:00+00:00,2021-12-12 23:00:00+00:00,51929.0,2021-12-07 15:00:00+00:00,46724.35,2021-12-11 00:00:00+00:00,10.022627048470028,11.139052763708863,HIGH_FIRST
2021-W50,2021-12-13 00:00:00+00:00,2021-12-19 23:00:00+00:00,50180.0,2021-12-13 00:00:00+00:00,45373.11,2021-12-17 15:00:00+00:00,9.579294539657234,10.594138246199124,HIGH_FIRST
2021-W51,2021-12-20 00:00:00+00:00,2021-12-26 23:00:00+00:00,51805.0,2021-12-24 19:00:00+00:00,45530.67,2021-12-20 14:00:00+00:00,12.111437119969118,13.780447333632475,LOW_FIRST
2021-W52,2021-12-27 00:00:00+00:00,2022-01-02 23:00:00+00:00,52134.0,2021-12-27 17:00:00+00:00,45650.0,2021-12-31 20:00:00+00:00,12.437181110215983,14.203723986856517,HIGH_FIRST
2022-W01,2022-01-03 00:00:00+00:00,2022-01-09 23:00:00+00:00,47575.22,2022-01-03 12:00:00+00:00,40456.56,2022-01-07 15:00:00+00:00,14.962957606922267,17.59581140858245,HIGH_FIRST
2022-W02,2022-01-10 00:00:00+00:00,2022-01-16 23:00:00+00:00,44396.68,2022-01-13 14:00:00+00:00,39610.0,2022-01-10 14:00:00+00:00,10.781617003793977,12.084524110073215,LOW_FIRST
2022-W03,2022-01-17 00:00:00+00:00,2022-01-23 23:00:00+00:00,43495.0,2022-01-20 16:00:00+00:00,33950.0,2022-01-22 10:00:00+00:00,21.945051155305208,28.114874815905743,HIGH_FIRST
2022-W04,2022-01-24 00:00:00+00:00,2022-01-30 23:00:00+00:00,38886.58,2022-01-26 19:00:00+00:00,32853.83,2022-01-24 13:00:00+00:00,15.513706785219991,18.362394886684445,LOW_FIRST
2022-W05,2022-01-31 00:00:00+00:00,2022-02-06 23:00:00+00:00,42656.8,2022-02-06 23:00:00+00:00,36204.3,2022-02-03 12:00:00+00:00,15.126544888505467,17.82246860179592,LOW_FIRST
2022-W06,2022-02-07 00:00:00+00:00,2022-02-13 23:00:00+00:00,45847.5,2022-02-10 17:00:00+00:00,41540.0,2022-02-12 21:00:00+00:00,9.395277823218278,10.369523350987,HIGH_FIRST
2022-W07,2022-02-14 00:00:00+00:00,2022-02-20 23:00:00+00:00,44777.0,2022-02-15 23:00:00+00:00,37905.0,2022-02-20 09:00:00+00:00,15.347164839091498,18.129534362221342,HIGH_FIRST
2022-W08,2022-02-21 00:00:00+00:00,2022-02-27 23:00:00+00:00,40441.1,2022-02-26 00:00:00+00:00,34303.7,2022-02-24 05:00:00+00:00,15.176145060347027,17.891364488378812,LOW_FIRST
2022-W09,2022-02-28 00:00:00+00:00,2022-03-06 23:00:00+00:00,45350.0,2022-03-02 15:00:00+00:00,37414.4,2022-02-28 00:00:00+00:00,17.498566703417858,21.210015395141973,LOW_FIRST
2022-W10,2022-03-07 00:00:00+00:00,2022-03-13 23:00:00+00:00,42647.5,2022-03-09 12:00:00+00:00,37134.0,2022-03-07 20:00:00+00:00,12.928073157863885,14.847579038078312,LOW_FIRST
2022-W11,2022-03-14 00:00:00+00:00,2022-03-20 23:00:00+00:00,42446.6,2022-03-19 20:00:00+00:00,37522.1,2022-03-14 00:00:00+00:00,11.601635937860747,13.124265432904874,LOW_FIRST
2022-W12,2022-03-21 00:00:00+00:00,2022-03-27 23:00:00+00:00,47047.0,2022-03-27 22:00:00+00:00,40430.0,2022-03-21 02:00:00+00:00,14.064658745509808,16.366559485530548,LOW_FIRST
2022-W13,2022-03-28 00:00:00+00:00,2022-04-03 23:00:00+00:00,48200.0,2022-03-28 18:00:00+00:00,44206.2,2022-04-01 02:00:00+00:00,8.285892116182579,9.03447932642933,HIGH_FIRST
2022-W14,2022-04-04 00:00:00+00:00,2022-04-10 23:00:00+00:00,47188.0,2022-04-05 12:00:00+00:00,41838.0,2022-04-10 22:00:00+00:00,11.337628210562007,12.787418136622207,HIGH_FIRST
2022-W15,2022-04-11 00:00:00+00:00,2022-04-17 23:00:00+00:00,42399.9,2022-04-11 01:00:00+00:00,39136.7,2022-04-11 22:00:00+00:00,7.6962445666145545,8.337953889827206,HIGH_FIRST
2022-W16,2022-04-18 00:00:00+00:00,2022-04-24 23:00:00+00:00,42966.0,2022-04-21 13:00:00+00:00,38465.7,2022-04-18 05:00:00+00:00,10.474095796676448,11.699514112573029,LOW_FIRST
2022-W17,2022-04-25 00:00:00+00:00,2022-05-01 23:00:00+00:00,40800.0,2022-04-26 00:00:00+00:00,37350.0,2022-05-01 01:00:00+00:00,8.455882352941178,9.236947791164658,HIGH_FIRST
2022-W18,2022-05-02 00:00:00+00:00,2022-05-08 23:00:00+00:00,40071.7,2022-05-04 19:00:00+00:00,33665.0,2022-05-08 17:00:00+00:00,15.98809134626182,19.03074409624238,HIGH_FIRST
2022-W19,2022-05-09 00:00:00+00:00,2022-05-15 23:00:00+00:00,34243.3,2022-05-09 01:00:00+00:00,26631.0,2022-05-12 07:00:00+00:00,22.230042081224653,28.584356576921643,HIGH_FIRST
2022-W20,2022-05-16 00:00:00+00:00,2022-05-22 23:00:00+00:00,31327.4,2022-05-16 00:00:00+00:00,28629.6,2022-05-18 23:00:00+00:00,8.611630713049927,9.423114538799016,HIGH_FIRST
2022-W21,2022-05-23 00:00:00+00:00,2022-05-29 23:00:00+00:00,30658.0,2022-05-23 06:00:00+00:00,27952.1,2022-05-26 13:00:00+00:00,8.82608128384109,9.680489122463076,HIGH_FIRST
2022-W22,2022-05-30 00:00:00+00:00,2022-06-05 23:00:00+00:00,32427.5,2022-05-31 16:00:00+00:00,29220.0,2022-06-03 14:00:00+00:00,9.891295967928455,10.977070499657769,HIGH_FIRST
