target_name,stop_name,screen_pass,min_wr_major,min_pf_major,min_net_exp_major,pooled_total_net_major
E20,D50,False,0.6388888888888888,0.9816566946168945,-0.036945607708330996,89.67771159107605
E20,D40,False,0.5972222222222222,0.9541571114655686,-0.06070026891253979,72.80890416564763
E15,D40,False,0.625,0.9306518448070117,-0.12353639451560916,66.63304867695311
E15,D30,False,0.5833333333333334,0.8982337405260684,-0.11705990496357462,70.86483097935518
E15,D50,False,0.6666666666666666,0.8964436601234962,-0.19210071289802164,72.99449529545873
E20,D60,False,0.6388888888888888,0.8780729101426354,-0.2745455952647331,89.19764810396583
E20,D30,False,0.5555555555555556,0.8501358114683651,-0.1991997399684991,78.84176923970861
E15,D60,False,0.6666666666666666,0.801517593647572,-0.42970070045442355,67.8993905252884
E10,D40,False,0.6388888888888888,0.7691653900747505,-0.4078518295405397,26.028261297212506
E10,D30,False,0.6111111111111112,0.7130062084838649,-0.33012381641697747,38.67785559980966
E10,D50,False,0.6774193548387096,0.7116437931138678,-0.49208934625638356,32.10237627811249
E10,D60,False,0.6805555555555556,0.6606718259483221,-0.7296893338127857,23.850348622061322
