feature,group_type,group_value,band,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak
ret_72h,partition,development,LOW,289,0.5294117647058824,826.1788131930007,2.858750218660902,1.3274758632593733,307.7972881039863,7,9
ret_72h,partition,development,MID,288,0.4826388888888889,970.8554547710378,3.371025884621659,1.4357024510508862,253.97607862845365,8,10
ret_72h,partition,development,HIGH,288,0.4965277777777778,214.66966410053664,0.7453807781268633,1.080001428414544,489.6134215415241,11,11
ret_72h,partition,reference_validation,LOW,99,0.5959595959595959,452.19756759531504,4.567652197932475,1.6791175131543667,181.53918494300285,8,10
ret_72h,partition,reference_validation,MID,85,0.6235294117647059,359.9910194045615,4.235188463583076,1.906279175117463,58.03866932281076,4,6
ret_72h,partition,reference_validation,HIGH,37,0.43243243243243246,-166.40124166107552,-4.497330855704743,0.5296989790206821,172.55770166892066,4,3
ret_72h,year,2020,LOW,38,0.6842105263157895,230.4934155475908,6.065616198620811,2.2484455826531944,76.85196606390079,4,9
ret_72h,year,2020,MID,29,0.7241379310344828,389.8156721740182,13.441919730138558,3.614323426327049,134.52080539958195,6,10
ret_72h,year,2020,HIGH,44,0.4772727272727273,-140.7043941071733,-3.197827138799393,0.7265571059728689,315.5751462063349,5,6
ret_72h,year,2021,LOW,222,0.5765765765765766,1940.2442720706604,8.739839063381353,1.991025087196503,241.84917546357923,8,12
ret_72h,year,2021,MID,233,0.44635193133047213,-168.561002163983,-0.723437777527824,0.9329135761734536,600.2953226151637,12,15
ret_72h,year,2021,HIGH,385,0.4727272727272727,1504.7745975393361,3.90850544815412,1.282861805438444,1686.9995782412968,18,16
ret_72h,year,2022,LOW,173,0.5086705202312138,501.83509862199617,2.900780916890151,1.3071768397494155,307.7972881039863,7,9
ret_72h,year,2022,MID,109,0.5137614678899083,153.98115333017319,1.4126711314694789,1.1476656272117414,253.97607862845365,6,10
ret_72h,year,2022,HIGH,110,0.5181818181818182,-44.16945480254463,-0.4015404982049512,0.9587894111392433,333.8221496800387,11,9
ret_72h,year,2023,LOW,34,0.47058823529411764,-16.720003816111074,-0.49176481812091394,0.930518053307486,101.94589710099149,5,6
ret_72h,year,2023,MID,82,0.4634146341463415,625.1645368702563,7.623957766710443,2.316919975840282,134.3733250726827,7,6
ret_72h,year,2023,HIGH,108,0.48148148148148145,132.84570041531444,1.2300527816232818,1.1196366371914068,450.4678175126744,10,11
ret_72h,year,2024,LOW,82,0.5975609756097561,341.0637183871157,4.159313638867265,1.5259025434333116,190.96007515709346,4,8
ret_72h,year,2024,MID,97,0.4639175257731959,191.70976457060846,1.9763893254701903,1.2697223429696811,113.82459762230691,8,5
ret_72h,year,2024,HIGH,70,0.4857142857142857,125.99341848776686,1.7999059783966693,1.2514264787012643,169.06279574636733,6,10
ret_72h,year,2025,LOW,73,0.6712328767123288,583.7190790029368,7.996151767163519,2.587467587200605,161.83045824735564,5,10
ret_72h,year,2025,MID,63,0.6507936507936508,311.4237294283849,4.943233800450554,2.0008462350378156,58.03866932281076,4,6
ret_72h,year,2025,HIGH,34,0.4411764705882353,-144.55512740513825,-4.251621394268772,0.5589081817563764,146.46028837427198,3,3
ret_72h,year,2026,LOW,26,0.38461538461538464,-131.52151140762166,-5.05851966952391,0.5588835584830745,181.5391849430029,8,3
ret_72h,year,2026,MID,22,0.5454545454545454,48.56728997617661,2.2076040898262095,1.5643535649873828,46.95677606836912,4,4
ret_72h,year,2026,HIGH,3,0.3333333333333333,-21.846114255937266,-7.282038085312422,0.16290116536504112,26.09741329464865,2,1
ret_7d,partition,external,LOW,206,0.5485436893203883,1268.4181859387563,6.1573698346541565,1.5996841710518168,428.1615207146943,12,15
ret_7d,partition,external,MID,327,0.5076452599388379,484.1120355216004,1.4804649404330286,1.1553882439637486,431.7805780318908,10,12
ret_7d,partition,external,HIGH,418,0.48564593301435405,2003.5323396000917,4.793139568421272,1.3704833746805862,1298.6876248574747,12,14
ret_7d,partition,development,LOW,289,0.5294117647058824,865.6277386733595,2.9952516909112785,1.3406934115534945,282.0412719783378,7,10
ret_7d,partition,development,MID,288,0.4722222222222222,-35.655057695511914,-0.12380228366497192,0.9850560674824471,492.94867424817,11,8
ret_7d,partition,development,HIGH,288,0.5069444444444444,1181.7312510867275,4.1032335107178035,1.4712332941376762,340.0085049763902,10,14
ret_7d,partition,reference_validation,LOW,96,0.5833333333333334,412.13141461144716,4.293035568869241,1.5857719063971005,200.53132444645428,9,10
ret_7d,partition,reference_validation,MID,98,0.5918367346938775,250.7545188604133,2.558719580208299,1.496119079304201,97.7243693931688,6,5
ret_7d,partition,reference_validation,HIGH,27,0.5185185185185185,-17.0985881330595,-0.6332810419651667,0.9177540945244496,62.98630118880002,3,3
ret_7d,year,2020,LOW,36,0.8055555555555556,550.7782893944484,15.299396927623567,5.700396317202449,56.22482749587337,3,15
ret_7d,year,2020,MID,52,0.5576923076923077,119.36930083774861,2.295563477649012,1.3016339603610811,212.8204791513773,5,9
ret_7d,year,2020,HIGH,23,0.43478260869565216,-190.54289661776136,-8.284473765989624,0.43185744229751755,270.2180393485569,6,3
ret_7d,year,2021,LOW,170,0.49411764705882355,717.6398965443082,4.221411156142989,1.359185115043986,428.1615207146941,12,13
ret_7d,year,2021,MID,275,0.49818181818181817,364.7427346838517,1.326337217032188,1.1341085496931154,431.78057803189074,10,12
ret_7d,year,2021,HIGH,395,0.48860759493670886,2194.0752362178537,5.554620851184439,1.432542434904111,1298.687624857475,12,14
ret_7d,year,2022,LOW,189,0.5185185185185185,521.5762010473186,2.759662439403802,1.286211327522014,282.0412719783378,7,9
ret_7d,year,2022,MID,123,0.4715447154471545,-189.95205705910197,-1.5443256671471706,0.8473317797186044,492.94867424817,11,7
ret_7d,year,2022,HIGH,80,0.5625,280.022653161408,3.5002831645176,1.4107665766748438,195.59263529284414,8,9
ret_7d,year,2023,LOW,25,0.32,-151.50544571089802,-6.0602178284359205,0.3327543669876429,159.60892287419955,7,3
ret_7d,year,2023,MID,71,0.5211267605633803,239.2063373566594,3.369103343051541,1.5829140440218799,126.29111969641232,6,7
ret_7d,year,2023,HIGH,128,0.4765625,653.5893418236984,5.106166732997644,1.550001421309214,340.0085049763902,10,14
ret_7d,year,2024,LOW,75,0.6266666666666667,495.556983336939,6.60742644449252,2.0085113788905207,110.1807150993248,7,10
ret_7d,year,2024,MID,94,0.43617021276595747,-84.90933799306936,-0.9032908297135038,0.8838996328893068,286.9190516235134,7,8
ret_7d,year,2024,HIGH,80,0.5,248.1192561016212,3.101490701270265,1.389089038890453,161.7731706162398,6,8
ret_7d,year,2025,LOW,73,0.684931506849315,612.6627390579015,8.392640261067143,2.626473467242155,147.73855075696247,5,10
ret_7d,year,2025,MID,72,0.5972222222222222,162.85758477263505,2.2619108996199313,1.385910616026853,97.7243693931688,6,5
ret_7d,year,2025,HIGH,25,0.48,-24.93264280435328,-0.9973057121741311,0.8800715142452185,62.98630118880002,3,3
ret_7d,year,2026,LOW,23,0.2608695652173913,-200.5313244464544,-8.718753236802366,0.3865444664245763,200.5313244464544,9,3
ret_7d,year,2026,MID,26,0.5769230769230769,87.89693408777823,3.3806513110683936,2.053622456002348,51.79082773002606,4,4
ret_7d,year,2026,HIGH,2,1.0,7.834054671293779,3.9170273356468894,inf,0.0,0,2
range_24h,partition,external,LOW,165,0.44242424242424244,240.12521248807988,1.455304318109575,1.1527966060253974,512.6359618984218,13,13
range_24h,partition,external,MID,300,0.49666666666666665,379.73453673793443,1.265781789126448,1.1237560378694096,422.7914707158036,8,9
range_24h,partition,external,HIGH,486,0.5349794238683128,3136.2028118344347,6.453092205420647,1.522823894198528,1244.740890784171,18,12
range_24h,partition,development,LOW,289,0.5086505190311419,717.0710584850925,2.481214735242535,1.3253361954391598,236.08419792299355,11,8
range_24h,partition,development,MID,288,0.4305555555555556,-211.72435851421415,-0.7351540226187991,0.9177658519396918,648.6819554630825,12,11
range_24h,partition,development,HIGH,288,0.5694444444444444,1506.3572320936971,5.230407055880892,1.5672165164848162,317.73903905837716,7,10
range_24h,partition,reference_validation,LOW,124,0.5241935483870968,16.699263590187165,0.13467148056602551,1.0225821951214833,259.27128544599725,6,5
range_24h,partition,reference_validation,MID,57,0.5614035087719298,137.5304048662886,2.4128141204612032,1.27748441167422,182.28580934518018,4,7
range_24h,partition,reference_validation,HIGH,40,0.775,491.55767688232527,12.288941922058132,3.704181720785926,108.33848552756568,4,17
range_24h,year,2020,LOW,12,0.6666666666666666,74.36744505250847,6.197287087709039,3.1587482671835563,20.5920277989059,2,6
range_24h,year,2020,MID,57,0.5614035087719298,169.76127138710308,2.9782679190719836,1.3453988598809996,247.0318818485996,8,9
range_24h,year,2020,HIGH,42,0.6666666666666666,235.4759771748241,5.606570885114859,1.7304861919263188,118.52576995343095,4,8
range_24h,year,2021,LOW,153,0.42483660130718953,165.75776743557145,1.0833841008860878,1.107838992057621,512.6359618984218,13,13
range_24h,year,2021,MID,243,0.48148148148148145,209.97326535083153,0.864087511731817,1.081482298871604,422.7914707158034,8,9
range_24h,year,2021,HIGH,444,0.5225225225225225,2900.72683465961,6.5331685465306535,1.5110306745179496,1244.7408907841714,18,12
range_24h,year,2022,LOW,108,0.5833333333333334,269.0127230217354,2.4908585464975497,1.292617899417748,236.08419792299355,5,7
range_24h,year,2022,MID,126,0.3888888888888889,-407.0683821735232,-3.230701445821613,0.6935361064500594,648.6819554630825,11,5
range_24h,year,2022,HIGH,158,0.5632911392405063,749.7024563014124,4.7449522550722305,1.499580985767688,317.73903905837716,6,10
range_24h,year,2023,LOW,75,0.44,415.0503070607285,5.534004094143047,1.8042259221036319,210.25515746427803,11,6
range_24h,year,2023,MID,73,0.4383561643835616,16.874937061493817,0.23116352139032625,1.0277678092858276,242.05781165932547,8,5
range_24h,year,2023,HIGH,76,0.5394736842105263,309.3649893472372,4.070591965095226,1.4407143450549456,177.68834492813244,7,6
range_24h,year,2024,LOW,106,0.4811320754716981,33.00802840262842,0.3113964943644191,1.0429414785665811,140.03386049256272,6,5
range_24h,year,2024,MID,89,0.48314606741573035,178.46908659781522,2.005270635930508,1.2794423554743266,223.47635738605786,6,11
range_24h,year,2024,HIGH,54,0.6296296296296297,447.28978644504724,8.2831441934268,1.9872302081719022,115.06774395597631,4,7
range_24h,year,2025,LOW,88,0.5454545454545454,56.02893997011076,0.6366924996603496,1.1037671653122865,157.86258274474108,6,4
range_24h,year,2025,MID,46,0.6304347826086957,319.81621421146866,6.952526395901493,2.0978002346331794,100.46121177188893,3,7
range_24h,year,2025,HIGH,36,0.7777777777777778,374.74252684460384,10.409514634572329,3.137563786717667,108.33848552756568,4,14
range_24h,year,2026,LOW,36,0.4722222222222222,-39.3296763799236,-1.0924910105534333,0.8028977064024477,154.5816069764494,6,5
range_24h,year,2026,MID,11,0.2727272727272727,-182.28580934518018,-16.571437213198198,0.1077905035812339,182.28580934518018,4,2
range_24h,year,2026,HIGH,4,0.75,116.81515003772141,29.203787509430352,19.071773967057005,6.463955904421084,1,3
range_72h,partition,external,LOW,120,0.48333333333333334,529.7596099673497,4.41466341639458,1.6191867928768358,206.29733100457372,13,11
range_72h,partition,external,MID,334,0.49101796407185627,-91.58492088164428,-0.2742063499450427,0.9743053887550143,978.5004099981298,12,10
range_72h,partition,external,HIGH,497,0.5231388329979879,3317.8878719747436,6.675830728319403,1.5335430410443711,970.9717566412601,17,20
range_72h,partition,development,LOW,289,0.47750865051903113,358.81239718277067,1.241565388175677,1.1607336937865873,263.94831157321914,11,7
range_72h,partition,development,MID,288,0.5069444444444444,676.819730344608,2.350068508141,1.2919405647641744,242.1700389473699,9,9
range_72h,partition,development,HIGH,288,0.5243055555555556,976.0718045371964,3.3891382101985985,1.3384722762149006,461.6058622692679,10,12
range_72h,partition,reference_validation,LOW,118,0.5847457627118644,327.32978903191207,2.7739812629823057,1.5209449227716028,145.0514210048849,6,9
range_72h,partition,reference_validation,MID,69,0.4927536231884058,-52.73305269653825,-0.7642471405295399,0.9089847779840152,287.6030024311627,8,6
range_72h,partition,reference_validation,HIGH,34,0.7352941176470589,371.190609003427,10.917370853041971,2.77457056690888,80.35122699386501,3,5
range_72h,year,2020,LOW,13,0.9230769230769231,364.3771288286025,28.0290099098925,23.28058771525291,16.35401783316317,1,7
range_72h,year,2020,MID,56,0.5714285714285714,-9.802655281388581,-0.1750474157390818,0.9811297733520945,177.68865247584003,6,10
range_72h,year,2020,HIGH,42,0.5714285714285714,125.03022006722176,2.976910001600518,1.4001395452259524,200.13585479584958,6,5
range_72h,year,2021,LOW,107,0.42990654205607476,165.38248113874724,1.545630664848105,1.1970670948490347,206.29733100457346,13,11
range_72h,year,2021,MID,278,0.4748201438848921,-81.78226560025576,-0.2941808115117113,0.9731411042317037,978.50040999813,12,10
range_72h,year,2021,HIGH,455,0.5186813186813187,3192.857651907522,7.017269564631916,1.540600817080363,970.971756641261,17,20
range_72h,year,2022,LOW,90,0.5444444444444444,-146.89210791564776,-1.632134532396086,0.8370534447461291,263.94831157321914,5,7
range_72h,year,2022,MID,160,0.49375,454.6071436016267,2.841294647510167,1.373692674035267,239.49912648126488,9,9
range_72h,year,2022,HIGH,142,0.5140845070422535,303.9317614636456,2.140364517349617,1.1864305719836912,461.6058622692679,6,9
range_72h,year,2023,LOW,77,0.42857142857142855,495.5333396579833,6.435497917636146,2.0366511291148357,169.19424309660508,10,6
range_72h,year,2023,MID,63,0.5714285714285714,271.54822062680086,4.310289216298426,1.627985651469218,138.32640980776074,4,8
range_72h,year,2023,HIGH,84,0.44047619047619047,-25.791326815324517,-0.30703960494433946,0.9718232284501721,387.2174938546629,10,8
range_72h,year,2024,LOW,122,0.45901639344262296,10.171165440435157,0.08337020852815702,1.011926045655684,225.3530168892447,11,5
range_72h,year,2024,MID,65,0.47692307692307695,-49.3356338838194,-0.75900975205876,0.9262997590828832,242.17003894736996,9,5
range_72h,year,2024,HIGH,62,0.6612903225806451,697.9313698888753,11.256957578852829,3.0639747333169196,92.35776696141056,5,12
range_72h,year,2025,LOW,80,0.625,346.015865309294,4.3251983163661745,1.8069415703954692,145.0514210048849,5,9
range_72h,year,2025,MID,60,0.55,150.19635675118357,2.503272612519726,1.4004393930242378,103.56086957316214,5,6
range_72h,year,2025,HIGH,30,0.7333333333333333,254.37545896570563,8.479181965523521,2.254885394768672,80.35122699386501,3,5
range_72h,year,2026,LOW,38,0.5,-18.686076277381957,-0.49173884940478835,0.9063539588520272,141.87567462358982,6,6
range_72h,year,2026,MID,9,0.1111111111111111,-202.92940944772184,-22.547712160857984,0.006749088904342575,204.30830435772765,8,1
range_72h,year,2026,HIGH,4,0.75,116.81515003772141,29.203787509430352,19.071773967057005,6.463955904421084,1,3
range_7d,partition,external,LOW,126,0.4365079365079365,-12.651529406219364,-0.10040896354142352,0.9885047054216191,238.65782401546056,7,6
range_7d,partition,external,MID,295,0.5322033898305085,1019.1922198955237,3.4548888810017755,1.3830958291427276,555.6121554553393,11,14
range_7d,partition,external,HIGH,530,0.5094339622641509,2749.5218705711445,5.187777114285178,1.3997829390562817,1294.8663052932734,13,12
range_7d,partition,development,LOW,289,0.4844290657439446,-16.271582025445127,-0.05630305199115961,0.9929574767890647,394.0876114781795,9,12
range_7d,partition,development,MID,288,0.53125,1032.6450616631696,3.5855731307748946,1.4585939551623857,480.3111945248455,11,10
range_7d,partition,development,HIGH,288,0.4930555555555556,995.3304524268508,3.4560085153710096,1.3465386625774451,529.9746456465241,10,10
range_7d,partition,reference_validation,LOW,119,0.5546218487394958,84.33868053119727,0.7087284078251871,1.1283062381945552,130.75704436792927,8,6
range_7d,partition,reference_validation,MID,66,0.6363636363636364,416.6710740165089,6.313198091159226,2.089316197387382,194.38285898027692,5,9
range_7d,partition,reference_validation,HIGH,36,0.5555555555555556,144.77759079109484,4.021599744197079,1.3839566751257566,99.7437121143571,3,4
range_7d,year,2020,LOW,5,0.2,-80.4535816250417,-16.09071632500834,0.002272795986336742,80.4535816250417,3,1
range_7d,year,2020,MID,63,0.5714285714285714,66.65297994138525,1.0579838085934168,1.1243828920682701,220.94163355956385,5,8
range_7d,year,2020,HIGH,43,0.7209302325581395,493.40529529809214,11.474541751118421,3.1286581567931164,177.68865247584003,6,12
range_7d,year,2021,LOW,121,0.4462809917355372,67.8020522188223,0.5603475389985314,1.0664760894542067,238.6578240154606,7,6
range_7d,year,2021,MID,232,0.521551724137931,952.5392399541385,4.105772586009217,1.4483505432700863,555.6121554553392,11,14
range_7d,year,2021,HIGH,487,0.49075975359342916,2256.116575273052,4.63268290610483,1.3394828639658318,1294.8663052932745,13,10
range_7d,year,2022,LOW,100,0.49,-196.19750863469548,-1.9619750863469547,0.7850946805246047,276.7341048468088,8,7
range_7d,year,2022,MID,157,0.5159235668789809,315.79505290298414,2.011433457980791,1.2255834373703172,480.3111945248455,11,10
range_7d,year,2022,HIGH,135,0.5259259259259259,492.04925288133586,3.644809280602488,1.3427919454534603,340.39663641214344,8,10
range_7d,year,2023,LOW,76,0.5394736842105263,361.7150953942801,4.759409149924738,1.7609787960355456,150.5099960481403,8,12
range_7d,year,2023,MID,61,0.5409836065573771,343.264480030894,5.627286557883508,2.001919106111682,163.5846874160041,5,5
range_7d,year,2023,HIGH,87,0.367816091954023,36.31065804428564,0.4173638855665016,1.0360285756318863,529.9746456465236,10,3
range_7d,year,2024,LOW,113,0.4424778761061947,-181.78916878502983,-1.6087537060622108,0.8028742145793081,394.0876114781794,9,7
range_7d,year,2024,MID,70,0.5571428571428572,373.58552872929147,5.336936124704164,1.7335953913504503,120.59127443139872,7,8
range_7d,year,2024,HIGH,66,0.5909090909090909,466.9705415012293,7.075311234867111,2.0886107783058208,161.7731706162398,6,10
range_7d,year,2025,LOW,83,0.5783132530120482,75.63090371076979,0.9112157073586721,1.1553324384152235,130.2775045387374,5,6
range_7d,year,2025,MID,57,0.7017543859649122,609.67503808678,10.696053299768069,4.270703695869017,80.2423371906707,4,9
range_7d,year,2025,HIGH,30,0.5666666666666667,65.28173922863346,2.1760579742877817,1.195874051704992,99.7437121143571,3,4
range_7d,year,2026,LOW,36,0.5,8.707776820427476,0.24188268945631877,1.0510940996779539,124.6502690497921,8,4
range_7d,year,2026,MID,9,0.2222222222222222,-193.00396407027125,-21.444884896696806,0.01579884273895072,194.38285898027704,5,1
range_7d,year,2026,HIGH,6,0.5,79.49585156246141,13.249308593743569,2.8156679463131415,43.78325437968108,3,3
loc_24h,partition,external,LOW,242,0.5165289256198347,414.1042900857518,1.7111747524204621,1.158914505553345,655.6609038730033,7,16
loc_24h,partition,external,MID,317,0.5425867507886435,2690.6973253360597,8.48800418087085,1.862115100642644,398.0444076135975,8,12
loc_24h,partition,external,HIGH,392,0.4719387755102041,651.2609456386373,1.6613799633638706,1.1325949234998391,1259.7991452515473,13,16
loc_24h,partition,development,LOW,289,0.5155709342560554,631.9122752240103,2.1865476651349836,1.3004234949897377,223.49879774665268,7,9
loc_24h,partition,development,MID,288,0.4756944444444444,700.6987607337646,2.4329818081033494,1.24943579798576,374.4988922072374,10,5
loc_24h,partition,development,HIGH,288,0.5173611111111112,679.0928961068,2.357961444815278,1.2692776513375486,456.7666163692226,11,10
loc_24h,partition,reference_validation,LOW,92,0.6195652173913043,385.7624759207461,4.193070390442893,1.606783032231329,213.2453452206621,6,11
loc_24h,partition,reference_validation,MID,65,0.5846153846153846,281.0412703901087,4.323711852155519,1.6561218603450967,85.21338354866961,4,4
loc_24h,partition,reference_validation,HIGH,64,0.515625,-21.016400972053944,-0.3283812651883429,0.9404314848022911,144.85833587479678,8,4
loc_24h,year,2020,LOW,36,0.6111111111111112,137.7265691519504,3.8257380319986223,1.4849598473843366,93.45268232331988,4,16
loc_24h,year,2020,MID,40,0.65,226.51177554498275,5.662794388624569,1.704124430881107,127.17761200678645,3,8
loc_24h,year,2020,HIGH,35,0.5714285714285714,115.36634891750252,3.296181397642929,1.4755232602827588,156.3505926587897,4,8
loc_24h,year,2021,LOW,206,0.5,276.37772093380124,1.341639422008744,1.1190341865334368,655.6609038730033,7,8
loc_24h,year,2021,MID,277,0.5270758122743683,2464.1855497910774,8.895976714047212,1.8802709160228979,398.04440761359774,8,12
loc_24h,year,2021,HIGH,357,0.46218487394957986,535.8945967211346,1.5011053129443546,1.1147759644856425,1259.7991452515473,13,16
loc_24h,year,2022,LOW,155,0.5419354838709678,578.6898012325149,3.7334825885968703,1.4956105461276892,223.49879774665268,7,9
loc_24h,year,2022,MID,129,0.4728682170542636,198.93085210898013,1.542099628751784,1.1396942765981508,374.4988922072374,6,5
loc_24h,year,2022,HIGH,108,0.5185185185185185,-165.97385619187037,-1.5367949647395405,0.8564977652314435,456.7666163692226,8,10
loc_24h,year,2023,LOW,61,0.5081967213114754,25.93890377555714,0.42522793074683835,1.069372191501595,195.31435915074405,5,5
loc_24h,year,2023,MID,77,0.38961038961038963,146.2458975544485,1.8992973708369936,1.1870088797664402,341.586577013832,10,4
loc_24h,year,2023,HIGH,86,0.5232558139534884,569.1054321394539,6.617505024877371,1.8496274320475026,184.9425690149003,11,7
loc_24h,year,2024,LOW,73,0.4657534246575342,27.28357021593829,0.3737475372046341,1.0485588893950384,185.75637852313332,5,7
loc_24h,year,2024,MID,82,0.5609756097560976,355.5220110703361,4.335634281345562,1.5895263340097094,175.3454999473895,4,5
loc_24h,year,2024,HIGH,94,0.5106382978723404,275.9613201592165,2.9357587250980477,1.3967913093394284,172.5351514697061,8,10
loc_24h,year,2025,LOW,69,0.7101449275362319,554.9924815390422,8.043369297667278,2.5214914136044264,151.46612799297043,4,11
loc_24h,year,2025,MID,54,0.5925925925925926,210.3324510153711,3.895045389173539,1.6142080313391853,83.23036654794882,4,4
loc_24h,year,2025,HIGH,47,0.5106382978723404,-14.737251528229956,-0.31355854315382886,0.9507728544132326,144.85833587479678,8,4
loc_24h,year,2026,LOW,23,0.34782608695652173,-169.23000561829602,-7.357826331230262,0.3754925056854634,213.2453452206622,6,3
loc_24h,year,2026,MID,11,0.5454545454545454,70.70881937473764,6.428074488612513,1.8232290958876975,85.21338354866964,4,3
loc_24h,year,2026,HIGH,17,0.5294117647058824,-6.279149443823979,-0.36936173198964584,0.8824967662006703,32.01950731005293,3,3
loc_72h,partition,external,LOW,198,0.5909090909090909,1273.1884055999467,6.430244472727003,1.7483091865522185,346.40266602145107,6,17
loc_72h,partition,external,MID,377,0.5278514588859416,2916.6897348650637,7.736577546061177,1.779742677683461,456.5162235910243,20,9
loc_72h,partition,external,HIGH,376,0.44148936170212766,-433.81557940456156,-1.153764838841919,0.91651822954488,1678.42101548253,10,16
loc_72h,partition,development,LOW,289,0.5294117647058824,601.8891806209359,2.0826615246399167,1.250865780035846,346.7339769564758,7,9
loc_72h,partition,development,MID,288,0.4930555555555556,913.2141674859344,3.1708825259928277,1.3697929215647533,292.6025050234125,10,7
loc_72h,partition,development,HIGH,288,0.4861111111111111,496.60058395770477,1.724307583186475,1.1935559649489675,291.96387441283326,11,11
loc_72h,partition,reference_validation,LOW,111,0.6486486486486487,557.3283107061823,5.020975772127768,1.8253982768880967,219.05547217328456,9,10
loc_72h,partition,reference_validation,MID,59,0.4406779661016949,18.39840285695717,0.3118373365585961,1.0379415098285512,140.43877307560555,5,5
loc_72h,partition,reference_validation,HIGH,51,0.5882352941176471,70.06063177566148,1.3737378779541467,1.2728648663916158,64.70100798837167,3,6
loc_72h,year,2020,LOW,26,0.6538461538461539,85.96482920352274,3.3063395847508747,1.5113486707118609,97.51848363369878,4,13
