role,partition,ref_min,hour,parent_entry_ts,outcome_class,recovery_win,snapshot_min,close_R,running_mfe_from_entry_R,running_mae_from_entry_R,closes_above_H,closes_le_H
CENTRAL,reference_validation,360,15,2025-08-07 21:20:00+00:00,REC_TARGET,True,60,0.2663656884875858,0.1399548532731321,0.279909706546277,12,0
CENTRAL,reference_validation,360,15,2025-08-08 17:55:00+00:00,REC_FAIL,False,5,-0.21065375302663572,0.009685230024211159,0.26634382566585846,0,1
CENTRAL,reference_validation,360,15,2025-08-08 17:55:00+00:00,REC_FAIL,False,10,-0.08958837772397214,0.009685230024211159,0.2687651331719164,0,2
CENTRAL,reference_validation,360,15,2025-08-08 17:55:00+00:00,REC_FAIL,False,15,-0.3220338983050812,0.009685230024211159,0.3753026634382598,0,3
CENTRAL,reference_validation,360,15,2025-08-09 20:40:00+00:00,REC_TARGET,True,5,0.22595078299776725,0.08277404921700328,0.15659955257270444,1,0
CENTRAL,reference_validation,360,15,2025-08-09 20:40:00+00:00,REC_TARGET,True,10,0.3803131991051493,0.2214765100671162,0.15659955257270444,2,0
CENTRAL,reference_validation,360,15,2025-08-09 20:40:00+00:00,REC_TARGET,True,15,0.552572706935123,0.43400447427293026,0.15659955257270444,3,0
CENTRAL,reference_validation,360,15,2025-09-26 16:10:00+00:00,REC_TARGET,True,5,0.1608579088471833,0.08176943699731697,0.046916890080431956,1,0
CENTRAL,reference_validation,360,15,2025-09-26 16:10:00+00:00,REC_TARGET,True,10,0.14209115281501355,0.08579088471849675,0.046916890080431956,2,0
CENTRAL,reference_validation,360,15,2025-09-26 16:10:00+00:00,REC_TARGET,True,15,0.17024128686326817,0.08579088471849675,0.046916890080431956,3,0
CENTRAL,reference_validation,360,15,2025-09-26 16:10:00+00:00,REC_TARGET,True,30,0.20911528150134057,0.17560321715817706,0.046916890080431956,6,0
CENTRAL,reference_validation,360,15,2025-09-27 21:40:00+00:00,REC_FAIL,False,5,0.08997429305912481,0.10282776349613848,0.0051413881748098465,1,0
CENTRAL,reference_validation,360,15,2025-09-27 21:40:00+00:00,REC_FAIL,False,10,0.033419023136245736,0.10282776349613848,0.12082262210796928,2,0
CENTRAL,reference_validation,360,15,2025-09-27 21:40:00+00:00,REC_FAIL,False,15,0.04884318766066797,0.10282776349613848,0.12082262210796928,3,0
CENTRAL,reference_validation,360,15,2025-09-30 20:45:00+00:00,REC_FAIL,False,5,0.0,0.012077294685986176,0.13526570048309186,0,1
CENTRAL,reference_validation,360,15,2025-09-30 20:45:00+00:00,REC_FAIL,False,10,-0.08454106280193756,0.012077294685986176,0.23671497584541418,0,2
CENTRAL,reference_validation,360,15,2025-09-30 20:45:00+00:00,REC_FAIL,False,15,0.036231884057965395,0.012077294685986176,0.23671497584541418,1,2
CENTRAL,reference_validation,360,15,2025-10-05 02:30:00+00:00,REC_TARGET,True,5,0.36390532544378446,0.31065088757395987,0.011834319526633288,1,0
CENTRAL,reference_validation,360,15,2025-10-05 02:30:00+00:00,REC_TARGET,True,10,0.6005917159763325,0.48520710059171257,0.011834319526633288,2,0
CENTRAL,reference_validation,360,15,2025-10-12 15:05:00+00:00,REC_TARGET,True,5,0.19814814814814982,0.04166666666666831,0.05277777777777723,1,0
CENTRAL,reference_validation,360,15,2025-10-12 15:05:00+00:00,REC_TARGET,True,10,0.3759259259259267,0.17777777777777953,0.05277777777777723,2,0
CENTRAL,reference_validation,360,15,2025-10-12 15:05:00+00:00,REC_TARGET,True,15,0.40462962962963067,0.34722222222222276,0.05277777777777723,3,0
CENTRAL,reference_validation,360,15,2025-10-13 16:20:00+00:00,REC_TARGET,True,5,-0.023573200992555544,0.016129032258067475,0.18610421836228283,0,1
CENTRAL,reference_validation,360,15,2025-10-13 16:20:00+00:00,REC_TARGET,True,10,0.026054590570720584,0.016129032258067475,0.20719602977667334,1,1
CENTRAL,reference_validation,360,15,2025-10-13 16:20:00+00:00,REC_TARGET,True,15,0.16129032258064652,0.05334987593052192,0.20719602977667334,2,1
CENTRAL,reference_validation,360,15,2025-10-17 15:55:00+00:00,REC_FAIL,False,5,0.046349942062573105,0.06836616454229145,0.03939745075318697,1,0
CENTRAL,reference_validation,360,15,2025-10-17 15:55:00+00:00,REC_FAIL,False,10,-0.060254924681342074,0.06836616454229145,0.12282734646581725,1,1
CENTRAL,reference_validation,360,15,2025-10-17 15:55:00+00:00,REC_FAIL,False,15,-0.04287369640788004,0.06836616454229145,0.13673232908458952,1,2
CENTRAL,reference_validation,360,15,2025-10-27 16:05:00+00:00,REC_TARGET,True,5,0.5679442508710777,0.44947735191637284,0.03135888501742274,1,0
CENTRAL,reference_validation,360,15,2025-10-27 16:05:00+00:00,REC_TARGET,True,10,0.36933797909407684,0.5958188153310123,0.03135888501742274,2,0
CENTRAL,reference_validation,360,15,2025-11-01 16:05:00+00:00,REC_FAIL,False,5,0.01298701298701047,0.08116883116883158,0.08766233766233221,1,0
CENTRAL,reference_validation,360,15,2025-11-01 16:05:00+00:00,REC_FAIL,False,10,-0.0357142857142811,0.0974025974026016,0.08766233766233221,1,1
CENTRAL,reference_validation,360,15,2025-11-01 16:05:00+00:00,REC_FAIL,False,15,-0.11688311688311269,0.0974025974026016,0.120129870129863,1,2
CENTRAL,reference_validation,360,15,2025-11-02 23:55:00+00:00,REC_FAIL,False,5,0.05676855895196292,0.026200873362446336,0.07641921397379768,1,0
CENTRAL,reference_validation,360,15,2025-11-02 23:55:00+00:00,REC_FAIL,False,10,0.03711790393012817,0.05021834061135755,0.07641921397379768,2,0
CENTRAL,reference_validation,360,15,2025-11-02 23:55:00+00:00,REC_FAIL,False,15,-0.17685589519650657,0.05021834061135755,0.2816593886462857,2,1
CENTRAL,reference_validation,360,15,2025-11-07 16:20:00+00:00,REC_FAIL,False,5,-0.006622516556292887,0.007947019867549959,0.16026490066225246,0,1
CENTRAL,reference_validation,360,15,2025-11-07 16:20:00+00:00,REC_FAIL,False,10,-0.014569536423842844,0.007947019867549959,0.16026490066225246,0,2
CENTRAL,reference_validation,360,15,2025-11-07 16:20:00+00:00,REC_FAIL,False,15,0.007947019867549959,0.007947019867549959,0.16158940397350954,1,2
CENTRAL,reference_validation,360,15,2025-11-11 01:15:00+00:00,REC_FAIL,False,5,0.20192307692307299,0.06346153846154066,0.05576923076922906,1,0
CENTRAL,reference_validation,360,15,2025-11-11 01:15:00+00:00,REC_FAIL,False,10,0.18846153846153588,0.09423076923077067,0.05576923076922906,2,0
CENTRAL,reference_validation,360,15,2025-11-11 01:15:00+00:00,REC_FAIL,False,15,0.19423076923076685,0.11730769230769454,0.05576923076922906,3,0
CENTRAL,reference_validation,360,15,2025-11-11 01:15:00+00:00,REC_FAIL,False,30,-0.10384615384615198,0.11730769230769454,0.29999999999999943,5,1
CENTRAL,reference_validation,360,15,2025-11-21 17:05:00+00:00,REC_FAIL,False,5,0.06415094339622525,0.06163522012578729,0.0,1,0
CENTRAL,reference_validation,360,15,2025-11-21 17:05:00+00:00,REC_FAIL,False,10,0.03396226415094467,0.10314465408804942,0.023899371069182097,2,0
CENTRAL,reference_validation,360,15,2025-11-21 17:05:00+00:00,REC_FAIL,False,15,0.06415094339622525,0.10314465408804942,0.03396226415094467,3,0
CENTRAL,reference_validation,360,15,2025-11-21 17:05:00+00:00,REC_FAIL,False,30,-0.04402515723270367,0.10314465408804942,0.10566037735849096,4,2
CENTRAL,reference_validation,360,15,2025-12-27 15:10:00+00:00,REC_FAIL,False,5,0.174418604651153,0.0,0.16279069767441937,1,0
CENTRAL,reference_validation,360,15,2025-12-27 15:10:00+00:00,REC_FAIL,False,10,0.22093023255813704,0.011627906976750143,0.16279069767441937,2,0
CENTRAL,reference_validation,360,15,2025-12-27 15:10:00+00:00,REC_FAIL,False,15,0.06976744186046781,0.06976744186046781,0.19767441860465326,3,0
CENTRAL,reference_validation,360,15,2026-01-01 17:30:00+00:00,REC_FAIL,False,5,-0.10227272727273168,0.0,0.3522727272727317,0,1
CENTRAL,reference_validation,360,15,2026-01-01 17:30:00+00:00,REC_FAIL,False,10,-0.11363636363635776,0.0,0.3522727272727317,0,2
CENTRAL,reference_validation,360,15,2026-01-01 17:30:00+00:00,REC_FAIL,False,15,0.011363636363642236,0.0,0.3522727272727317,1,2
CENTRAL,reference_validation,360,15,2026-01-05 15:40:00+00:00,REC_FAIL,False,5,-0.1319444444444431,0.04166666666666831,0.23263888888888493,0,1
CENTRAL,reference_validation,360,15,2026-01-05 15:40:00+00:00,REC_FAIL,False,10,-0.09722222222222276,0.04166666666666831,0.243055555555552,0,2
CENTRAL,reference_validation,360,15,2026-01-05 15:40:00+00:00,REC_FAIL,False,15,-0.05208333333333539,0.04166666666666831,0.243055555555552,0,3
CENTRAL,reference_validation,360,15,2026-01-23 15:45:00+00:00,REC_TARGET,True,5,0.17479674796748187,0.09756097560975947,0.23983739837398435,1,0
CENTRAL,reference_validation,360,15,2026-01-23 15:45:00+00:00,REC_TARGET,True,10,0.2926829268292669,0.09756097560975947,0.23983739837398435,2,0
CENTRAL,reference_validation,360,15,2026-01-23 15:45:00+00:00,REC_TARGET,True,15,0.21951219512194728,0.09756097560975947,0.23983739837398435,3,0
CENTRAL,reference_validation,360,15,2026-01-23 15:45:00+00:00,REC_TARGET,True,30,0.08943089430894234,0.09756097560975947,0.45934959349593163,6,0
CENTRAL,reference_validation,360,15,2026-02-02 15:15:00+00:00,REC_FAIL,False,5,0.03733333333333348,0.03733333333333348,0.11200000000000046,1,0
CENTRAL,reference_validation,360,15,2026-02-02 15:15:00+00:00,REC_FAIL,False,10,-0.10400000000000015,0.03733333333333348,0.24266666666666575,1,1
CENTRAL,reference_validation,360,15,2026-02-02 15:15:00+00:00,REC_FAIL,False,15,-0.12800000000000106,0.03733333333333348,0.322666666666665,1,2
CENTRAL,reference_validation,360,15,2026-02-09 15:00:00+00:00,REC_FAIL,False,5,0.07949790794979578,0.05857740585774081,0.13807531380753657,1,0
CENTRAL,reference_validation,360,15,2026-02-09 15:00:00+00:00,REC_FAIL,False,10,0.03347280334728556,0.05857740585774081,0.2426778242677876,2,0
CENTRAL,reference_validation,360,15,2026-02-09 15:00:00+00:00,REC_FAIL,False,15,0.008368200836824363,0.05857740585774081,0.2426778242677876,3,0
CENTRAL,reference_validation,360,15,2026-02-17 00:45:00+00:00,REC_FAIL,False,5,-0.05157593123208965,0.0,0.09169054441260563,0,1
CENTRAL,reference_validation,360,15,2026-02-17 00:45:00+00:00,REC_FAIL,False,10,0.0,0.0,0.12320916905443932,0,2
CENTRAL,reference_validation,360,15,2026-02-17 00:45:00+00:00,REC_FAIL,False,15,0.017191977077364574,0.0,0.12320916905443932,1,2
CENTRAL,reference_validation,360,15,2026-03-14 22:00:00+00:00,REC_FAIL,False,5,-0.011111111111116725,0.011111111111116725,0.03333333333333439,0,1
CENTRAL,reference_validation,360,15,2026-03-14 22:00:00+00:00,REC_FAIL,False,10,-0.13333333333333755,0.011111111111116725,0.17777777777777287,0,2
CENTRAL,reference_validation,360,15,2026-03-14 22:00:00+00:00,REC_FAIL,False,15,-0.08888888888888644,0.011111111111116725,0.17777777777777287,0,3
CENTRAL,reference_validation,360,15,2026-04-12 20:40:00+00:00,REC_FAIL,False,5,0.08730158730158649,0.023809523809524617,0.08730158730158649,1,0
CENTRAL,reference_validation,360,15,2026-04-12 20:40:00+00:00,REC_FAIL,False,10,-0.039682539682537266,0.023809523809524617,0.15079365079364837,1,1
CENTRAL,reference_validation,360,15,2026-04-12 20:40:00+00:00,REC_FAIL,False,15,0.11904761904762308,0.08730158730158649,0.15079365079364837,2,1
CENTRAL,reference_validation,360,15,2026-04-15 16:15:00+00:00,REC_TARGET,True,5,0.2727272727272735,0.1575757575757515,0.006060606060609141,1,0
CENTRAL,reference_validation,360,15,2026-04-15 16:15:00+00:00,REC_TARGET,True,10,0.16363636363636067,0.18181818181817946,0.09696969696970319,2,0
CENTRAL,reference_validation,360,15,2026-04-15 16:15:00+00:00,REC_TARGET,True,15,0.07272727272727524,0.18181818181817946,0.09696969696970319,3,0
CENTRAL,reference_validation,360,15,2026-04-15 16:15:00+00:00,REC_TARGET,True,30,0.2666666666666644,0.2666666666666644,0.12121212121212252,6,0
CENTRAL,reference_validation,360,15,2026-04-15 16:15:00+00:00,REC_TARGET,True,60,0.23030303030302676,0.2666666666666644,0.1696969696969698,12,0
CENTRAL,reference_validation,360,15,2026-04-16 15:10:00+00:00,REC_FAIL,False,5,0.07450980392156782,0.07843137254902081,0.12941176470588184,1,0
CENTRAL,reference_validation,360,15,2026-04-16 15:10:00+00:00,REC_FAIL,False,10,0.09019607843137421,0.07843137254902081,0.12941176470588184,2,0
CENTRAL,reference_validation,360,15,2026-04-16 15:10:00+00:00,REC_FAIL,False,15,0.12549019607842885,0.07843137254902081,0.12941176470588184,3,0
CENTRAL,reference_validation,360,15,2026-04-16 15:10:00+00:00,REC_FAIL,False,30,0.08235294117646823,0.14901960784313564,0.12941176470588184,6,0
CENTRAL,reference_validation,360,15,2026-04-16 15:10:00+00:00,REC_FAIL,False,60,0.003921568627452991,0.14901960784313564,0.21568627450980304,12,0
CENTRAL,reference_validation,360,15,2026-04-23 15:15:00+00:00,REC_TARGET,True,5,0.1372549019607835,0.19607843137254985,0.11764705882353269,1,0
CENTRAL,reference_validation,360,15,2026-04-23 15:15:00+00:00,REC_TARGET,True,10,0.3431372549019518,0.28431372549019934,0.11764705882353269,2,0
CENTRAL,reference_validation,360,15,2026-04-23 15:15:00+00:00,REC_TARGET,True,15,-0.019607843137264738,0.3823529411764673,0.11764705882353269,2,1
CENTRAL,reference_validation,360,15,2026-04-24 20:35:00+00:00,REC_FAIL,False,5,0.040816326530611506,0.03571428571428235,0.025510204081638534,1,0
CENTRAL,reference_validation,360,15,2026-04-24 20:35:00+00:00,REC_FAIL,False,10,0.040816326530611506,0.03571428571428235,0.025510204081638534,2,0
CENTRAL,reference_validation,360,15,2026-04-24 20:35:00+00:00,REC_FAIL,False,15,0.07142857142857195,0.051020408163262566,0.025510204081638534,3,0
CENTRAL,reference_validation,360,15,2026-05-29 15:25:00+00:00,REC_FAIL,False,5,0.06521739130435038,0.08695652173913178,0.008695652173911324,1,0
CENTRAL,reference_validation,360,15,2026-05-29 15:25:00+00:00,REC_FAIL,False,10,-0.056521739130432874,0.10000000000000185,0.10434782608695442,1,1
CENTRAL,reference_validation,360,15,2026-05-29 15:25:00+00:00,REC_FAIL,False,15,-0.1391304347826059,0.10000000000000185,0.2000000000000037,1,2
CENTRAL,reference_validation,360,15,2026-06-07 01:25:00+00:00,REC_FAIL,False,5,0.08333333333333161,0.07083333333333408,0.012500000000000481,1,0
CENTRAL,reference_validation,360,15,2026-06-07 01:25:00+00:00,REC_FAIL,False,10,0.025000000000000962,0.07083333333333408,0.024999999999998003,2,0
CENTRAL,reference_validation,360,15,2026-06-07 01:25:00+00:00,REC_FAIL,False,15,-0.07083333333333408,0.07083333333333408,0.12499999999999889,2,1
CENTRAL,reference_validation,360,15,2026-06-08 15:00:00+00:00,REC_FAIL,False,5,-0.03409090909091056,0.03409090909091056,0.07954545454545528,0,1
CENTRAL,reference_validation,360,15,2026-06-08 15:00:00+00:00,REC_FAIL,False,10,0.0,0.10227272727273168,0.07954545454545528,0,2
CENTRAL,reference_validation,360,15,2026-06-08 15:00:00+00:00,REC_FAIL,False,15,-0.09090909090908944,0.10227272727273168,0.19318181818181304,0,3
CENTRAL,reference_validation,360,15,2026-06-13 15:05:00+00:00,REC_FAIL,False,5,0.12068965517241464,0.07758620689654264,0.06034482758621344,1,0
CENTRAL,reference_validation,360,15,2026-06-13 15:05:00+00:00,REC_FAIL,False,10,-0.24999999999999387,0.07758620689654264,0.37068965517242075,1,1
CENTRAL,reference_validation,360,15,2026-06-13 15:05:00+00:00,REC_FAIL,False,15,-0.17241379310345123,0.07758620689654264,0.3793103448275976,1,2
CENTRAL,reference_validation,360,15,2026-06-19 23:55:00+00:00,REC_FAIL,False,5,0.02366863905325817,0.005917159763316644,0.0710059171597661,1,0
CENTRAL,reference_validation,360,15,2026-06-19 23:55:00+00:00,REC_FAIL,False,10,0.10650887573964915,0.08284023668639098,0.0710059171597661,2,0
CENTRAL,reference_validation,360,15,2026-06-19 23:55:00+00:00,REC_FAIL,False,15,0.20710059171598166,0.17751479289940683,0.0710059171597661,3,0
CENTRAL,reference_validation,360,15,2026-06-19 23:55:00+00:00,REC_FAIL,False,30,0.14792899408284044,0.17751479289940683,0.0710059171597661,6,0
CENTRAL,reference_validation,360,15,2026-06-19 23:55:00+00:00,REC_FAIL,False,60,-0.03550295857988305,0.17751479289940683,0.1005917159763325,10,2
CENTRAL,reference_validation,360,15,2026-06-21 16:50:00+00:00,REC_FAIL,False,5,0.025974025974020702,0.05194805194805063,0.07792207792208056,1,0
CENTRAL,reference_validation,360,15,2026-06-21 16:50:00+00:00,REC_FAIL,False,10,-0.04545454545455007,0.05194805194805063,0.1298701298701312,1,1
CENTRAL,reference_validation,360,15,2026-06-21 16:50:00+00:00,REC_FAIL,False,15,-0.20129870129870195,0.05194805194805063,0.29870129870130263,1,2
CENTRAL,reference_validation,360,15,2026-06-27 15:05:00+00:00,REC_FAIL,False,5,0.07971014492753527,0.02173913043478328,0.04347826086956656,1,0
CENTRAL,reference_validation,360,15,2026-06-27 15:05:00+00:00,REC_FAIL,False,10,0.007246376811587562,0.02173913043478328,0.13043478260869967,2,0
CENTRAL,reference_validation,360,15,2026-06-27 15:05:00+00:00,REC_FAIL,False,15,-0.0724637681159477,0.02173913043478328,0.1956521739130392,2,1
CENTRAL,reference_validation,360,15,2026-07-07 15:25:00+00:00,REC_FAIL,False,5,0.07284768211920536,0.013245033112580226,0.10596026490066063,1,0
CENTRAL,reference_validation,360,15,2026-07-07 15:25:00+00:00,REC_FAIL,False,10,-0.019867549668865635,0.013245033112580226,0.15894039735099094,1,1
CENTRAL,reference_validation,360,15,2026-07-07 15:25:00+00:00,REC_FAIL,False,15,-0.052980132450330314,0.013245033112580226,0.19205298013245564,1,2
CENTRAL,reference_validation,360,15,2026-07-17 16:40:00+00:00,REC_FAIL,False,5,0.18181818181817946,0.0666666666666661,0.12727272727272304,1,0
CENTRAL,reference_validation,360,15,2026-07-17 16:40:00+00:00,REC_FAIL,False,10,0.13939393939394132,0.0666666666666661,0.16363636363636067,2,0
CENTRAL,reference_validation,360,15,2026-07-17 16:40:00+00:00,REC_FAIL,False,15,0.11515151515151338,0.0666666666666661,0.1999999999999983,3,0
CENTRAL,reference_validation,360,15,2026-07-17 16:40:00+00:00,REC_FAIL,False,30,0.151515151515151,0.0666666666666661,0.2181818181818171,6,0
CENTRAL,reference_validation,360,15,2026-07-17 16:40:00+00:00,REC_FAIL,False,60,0.12727272727273164,0.0666666666666661,0.2181818181818171,12,0
CENTRAL,reference_validation,360,15,2026-07-22 15:10:00+00:00,REC_FAIL,False,5,-0.013986013986021074,0.0,0.09790209790209783,0,1
CENTRAL,reference_validation,360,15,2026-07-22 15:10:00+00:00,REC_FAIL,False,10,-0.04195804195804335,0.0,0.23776223776222907,0,2
CENTRAL,reference_validation,360,15,2026-07-22 15:10:00+00:00,REC_FAIL,False,15,-0.13986013986014117,0.0,0.25174825174825016,0,3
CENTRAL,reference_validation,360,15,2026-07-25 15:10:00+00:00,REC_FAIL,False,5,-0.021739130434793353,0.043478260869555814,0.08695652173911163,0,1
CENTRAL,reference_validation,360,15,2026-07-25 15:10:00+00:00,REC_FAIL,False,10,0.021739130434793353,0.043478260869555814,0.13043478260869834,1,1
CENTRAL,reference_validation,360,15,2026-07-25 15:10:00+00:00,REC_FAIL,False,15,-0.08695652173914252,0.043478260869555814,0.1521739130434608,1,2
CLOCK_SUPPORT,development,360,16,2022-01-01 16:05:00+00:00,REC_FAIL,False,5,0.05645161290322032,0.029569892473114315,0.08333333333333397,1,0
CLOCK_SUPPORT,development,360,16,2022-01-01 16:05:00+00:00,REC_FAIL,False,10,0.14516129032257855,0.06720430107526884,0.08333333333333397,2,0
CLOCK_SUPPORT,development,360,16,2022-01-01 16:05:00+00:00,REC_FAIL,False,15,-0.053763440860219655,0.08870967741935058,0.13978494623656193,2,1
CLOCK_SUPPORT,development,360,16,2022-01-02 16:10:00+00:00,REC_TARGET,True,5,0.2685714285714279,0.2571428571428506,0.06285714285715065,1,0
CLOCK_SUPPORT,development,360,16,2022-01-02 16:10:00+00:00,REC_TARGET,True,10,0.3428571428571396,0.3999999999999935,0.06285714285715065,2,0
CLOCK_SUPPORT,development,360,16,2022-01-06 17:05:00+00:00,REC_TARGET,True,5,0.16427104722792243,0.010266940451747704,0.13347022587269097,1,0
CLOCK_SUPPORT,development,360,16,2022-01-06 17:05:00+00:00,REC_TARGET,True,10,0.2874743326488715,0.0903490759753588,0.13347022587269097,2,0
CLOCK_SUPPORT,development,360,16,2022-01-06 17:05:00+00:00,REC_TARGET,True,15,0.3264887063655035,0.11704312114989582,0.13347022587269097,3,0
CLOCK_SUPPORT,development,360,16,2022-01-06 17:05:00+00:00,REC_TARGET,True,30,0.22792607802874418,0.11704312114989582,0.13347022587269097,6,0
CLOCK_SUPPORT,development,360,16,2022-01-21 16:20:00+00:00,REC_FAIL,False,5,0.2830626450116005,0.15545243619489427,0.035962877030162654,1,0
CLOCK_SUPPORT,development,360,16,2022-01-21 16:20:00+00:00,REC_FAIL,False,10,0.1264501160092794,0.15545243619489427,0.04988399071925831,2,0
CLOCK_SUPPORT,development,360,16,2022-01-21 16:20:00+00:00,REC_FAIL,False,15,0.17169373549883862,0.15545243619489427,0.2679814385150813,3,0
CLOCK_SUPPORT,development,360,16,2022-01-28 16:10:00+00:00,REC_FAIL,False,5,0.07547169811320578,0.06603773584905673,0.05660377358490433,1,0
CLOCK_SUPPORT,development,360,16,2022-01-28 16:10:00+00:00,REC_FAIL,False,10,-0.10377358490565962,0.06603773584905673,0.17452830188679086,1,1
CLOCK_SUPPORT,development,360,16,2022-01-28 16:10:00+00:00,REC_FAIL,False,15,-0.125,0.06603773584905673,0.22641509433962068,1,2
CLOCK_SUPPORT,development,360,16,2022-02-01 16:30:00+00:00,REC_FAIL,False,5,0.25564971751412213,0.2033898305084739,0.08757062146892704,1,0
CLOCK_SUPPORT,development,360,16,2022-02-01 16:30:00+00:00,REC_FAIL,False,10,0.25564971751412213,0.2033898305084739,0.08757062146892704,2,0
CLOCK_SUPPORT,development,360,16,2022-02-01 16:30:00+00:00,REC_FAIL,False,15,0.2019774011299421,0.2033898305084739,0.08757062146892704,3,0
CLOCK_SUPPORT,development,360,16,2022-02-01 16:30:00+00:00,REC_FAIL,False,30,0.14265536723163688,0.2033898305084739,0.12005649717514223,6,0
CLOCK_SUPPORT,development,360,16,2022-02-04 16:25:00+00:00,REC_FAIL,False,5,0.01977750309023622,0.03213844252163056,0.012360939431397856,1,0
CLOCK_SUPPORT,development,360,16,2022-02-04 16:25:00+00:00,REC_FAIL,False,10,-0.023485784919653644,0.14956736711990054,0.04079110012361099,1,1
CLOCK_SUPPORT,development,360,16,2022-02-04 16:25:00+00:00,REC_FAIL,False,15,-0.0655129789864032,0.14956736711990054,0.09023485784919714,1,2
CLOCK_SUPPORT,development,360,16,2022-02-16 19:20:00+00:00,REC_FAIL,False,5,0.11134453781512617,0.046218487394957694,0.10714285714285511,1,0
CLOCK_SUPPORT,development,360,16,2022-02-16 19:20:00+00:00,REC_FAIL,False,10,0.09873949579831898,0.06302521008403295,0.10714285714285511,2,0
CLOCK_SUPPORT,development,360,16,2022-02-16 19:20:00+00:00,REC_FAIL,False,15,0.05882352941176488,0.06302521008403295,0.10714285714285511,3,0
CLOCK_SUPPORT,development,360,16,2022-02-16 19:20:00+00:00,REC_FAIL,False,30,0.09243697478991539,0.06302521008403295,0.10714285714285511,6,0
CLOCK_SUPPORT,development,360,16,2022-02-20 17:40:00+00:00,REC_TARGET,True,5,0.23822714681440432,0.21883656509695074,0.08033240997230091,1,0
CLOCK_SUPPORT,development,360,16,2022-02-20 17:40:00+00:00,REC_TARGET,True,10,0.20775623268698065,0.21883656509695074,0.08033240997230091,2,0
CLOCK_SUPPORT,development,360,16,2022-02-20 17:40:00+00:00,REC_TARGET,True,15,0.2520775623268689,0.21883656509695074,0.08033240997230091,3,0
CLOCK_SUPPORT,development,360,16,2022-02-20 17:40:00+00:00,REC_TARGET,True,30,0.38781163434902816,0.33518005540166035,0.08033240997230091,6,0
CLOCK_SUPPORT,development,360,16,2022-03-22 03:15:00+00:00,REC_FAIL,False,5,0.04074074074074049,0.048148148148146414,0.014814814814817116,1,0
CLOCK_SUPPORT,development,360,16,2022-03-22 03:15:00+00:00,REC_FAIL,False,10,0.022222222222223042,0.048148148148146414,0.044444444444446084,2,0
CLOCK_SUPPORT,development,360,16,2022-03-22 03:15:00+00:00,REC_FAIL,False,15,-0.09259259259259249,0.048148148148146414,0.15555555555555603,2,1
CLOCK_SUPPORT,development,360,16,2022-03-27 16:05:00+00:00,REC_FAIL,False,5,-0.003496503496505286,0.09790209790209832,0.03846153846153827,0,1
CLOCK_SUPPORT,development,360,16,2022-03-27 16:05:00+00:00,REC_FAIL,False,10,-0.02797202797203235,0.09790209790209832,0.05944055944056005,0,2
CLOCK_SUPPORT,development,360,16,2022-03-27 16:05:00+00:00,REC_FAIL,False,15,0.01048951048950592,0.09790209790209832,0.05944055944056005,1,2
CLOCK_SUPPORT,development,360,16,2022-05-13 03:05:00+00:00,REC_TARGET,True,5,0.2329974811083126,0.21410579345088113,0.037783375314862006,1,0
CLOCK_SUPPORT,development,360,16,2022-05-13 03:05:00+00:00,REC_TARGET,True,10,0.15365239294710317,0.31989924433249367,0.037783375314862006,2,0
CLOCK_SUPPORT,development,360,16,2022-05-13 03:05:00+00:00,REC_TARGET,True,15,0.12594458438287157,0.31989924433249367,0.037783375314862006,3,0
CLOCK_SUPPORT,development,360,16,2022-05-13 03:05:00+00:00,REC_TARGET,True,30,0.12972292191435786,0.31989924433249367,0.037783375314862006,6,0
CLOCK_SUPPORT,development,360,16,2022-05-13 03:05:00+00:00,REC_TARGET,True,60,0.09697732997481151,0.31989924433249367,0.037783375314862006,12,0
CLOCK_SUPPORT,development,360,16,2022-05-15 18:10:00+00:00,REC_FAIL,False,5,0.19220055710306325,0.13649025069637927,0.04735376044568288,1,0
CLOCK_SUPPORT,development,360,16,2022-05-15 18:10:00+00:00,REC_FAIL,False,10,0.10027855153203317,0.13927576601671296,0.04735376044568288,2,0
CLOCK_SUPPORT,development,360,16,2022-05-15 18:10:00+00:00,REC_FAIL,False,15,0.11977715877437306,0.13927576601671296,0.04735376044568288,3,0
CLOCK_SUPPORT,development,360,16,2022-05-15 18:10:00+00:00,REC_FAIL,False,30,-0.052924791086350294,0.13927576601671296,0.16991643454038965,4,2
CLOCK_SUPPORT,development,360,16,2022-05-21 16:00:00+00:00,REC_FAIL,False,5,0.005235602094243525,0.05759162303664902,0.04712041884816941,1,0
CLOCK_SUPPORT,development,360,16,2022-05-21 16:00:00+00:00,REC_FAIL,False,10,-0.11518324607329804,0.05759162303664902,0.13089005235602116,1,1
CLOCK_SUPPORT,development,360,16,2022-05-21 16:00:00+00:00,REC_FAIL,False,15,-0.24607329842931921,0.05759162303664902,0.2670157068062859,1,2
CLOCK_SUPPORT,development,360,16,2022-05-30 20:25:00+00:00,REC_TARGET,True,5,0.2234636871508373,0.05027932960893651,0.13407821229050396,1,0
CLOCK_SUPPORT,development,360,16,2022-05-30 20:25:00+00:00,REC_TARGET,True,10,0.15083798882681348,0.05027932960893651,0.20111731843575795,2,0
CLOCK_SUPPORT,development,360,16,2022-05-30 20:25:00+00:00,REC_TARGET,True,15,0.31284916201117463,0.12849162011173015,0.20111731843575795,3,0
