partition,date_utc,signal_ts,window_status,filled,h2_after_fill,fill_bar_start,entry_px,entry_fraction,H,L,range,h2_bar_start,path_class,pre_max_frac,pre_required_d,cons_max_frac,cons_required_d,next_max_frac,next_required_d,failure_max_frac,failure_required_d
external,2020-08-19,2020-08-19 15:00:00+00:00,H2_ARRIVAL,False,False,,,0.15,11922.5,11741.87,180.6299999999992,2020-08-19 15:05:00+00:00,NO_FILL,,,,,,,,
external,2020-08-21,2020-08-21 17:05:00+00:00,H2_ARRIVAL,True,True,2020-08-21 18:10:00+00:00,11660.773000000001,0.15,11842.01,11628.79,213.21999999999935,2020-08-21 18:15:00+00:00,F15_H2_WINNER,0.2263858925053877,0.07638589250538771,0.2354844761279396,0.08548447612793961,,,,
external,2020-08-25,2020-08-25 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,11662.71,11460.0,202.70999999999913,,NO_FILL,,,,,,,,
external,2020-08-26,2020-08-26 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,11450.47,11266.83,183.63999999999942,,NO_FILL,,,,,,,,
external,2020-08-27,2020-08-27 14:10:00+00:00,H2_ARRIVAL,True,True,2020-08-27 14:25:00+00:00,11325.318,0.15,11593.0,11278.08,314.9200000000001,2020-08-27 16:55:00+00:00,F15_H2_WINNER,0.29505906261907805,0.14505906261907806,0.29505906261907805,0.14505906261907806,0.29505906261907805,0.14505906261907806,,
external,2020-09-03,2020-09-03 15:40:00+00:00,H2_ARRIVAL,True,True,2020-09-03 16:10:00+00:00,10741.586,0.15,11475.0,10612.16,862.8400000000001,2020-09-03 16:50:00+00:00,F15_H2_WINNER,0.1571554401743085,0.007155440174308497,0.1571554401743085,0.007155440174308497,0.1571554401743085,0.007155440174308497,,
external,2020-09-04,2020-09-04 14:20:00+00:00,H2_ARRIVAL,False,False,,,0.15,10530.37,10295.0,235.3700000000008,2020-09-04 14:30:00+00:00,NO_FILL,,,,,,,,
external,2020-10-13,2020-10-13 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,11562.0,11372.06,189.9400000000005,,NO_FILL,,,,,,,,
external,2020-11-10,2020-11-10 15:00:00+00:00,H2_ARRIVAL,True,True,2020-11-10 15:10:00+00:00,15210.6955,0.15,15474.17,15164.2,309.96999999999935,2020-11-10 15:20:00+00:00,F15_H2_WINNER,0.32741878246281897,0.17741878246281897,0.32741878246281897,0.17741878246281897,0.1929218956673207,0.042921895667320714,,
external,2020-11-18,2020-11-18 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,18292.67,17855.0,437.66999999999825,,NO_FILL,,,,,,,,
external,2020-11-26,2020-11-26 17:30:00+00:00,H2_ARRIVAL,True,True,2020-11-26 17:35:00+00:00,16512.1315,0.15,17646.21,16312.0,1334.2099999999991,2020-11-26 19:25:00+00:00,F15_H2_WINNER,0.3957847715127316,0.24578477151273162,0.3957847715127316,0.24578477151273162,0.3957847715127316,0.24578477151273162,,
external,2020-12-02,2020-12-02 15:05:00+00:00,H2_ARRIVAL,True,True,2020-12-02 15:10:00+00:00,18884.75,0.15,19365.0,18800.0,565.0,2020-12-02 15:30:00+00:00,F15_H2_WINNER,0.3488495575221213,0.19884955752212133,0.3488495575221213,0.19884955752212133,0.3488495575221213,0.19884955752212133,,
external,2020-12-07,2020-12-07 14:20:00+00:00,H2_ARRIVAL,True,True,2020-12-07 17:40:00+00:00,19144.4915,0.15,19396.61,19100.0,296.6100000000006,2020-12-07 18:15:00+00:00,F15_H2_WINNER,0.3100704628974107,0.1600704628974107,0.3100704628974107,0.1600704628974107,0.3100704628974107,0.1600704628974107,,
external,2020-12-10,2020-12-10 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,18487.47,18080.0,407.47000000000116,,NO_FILL,,,,,,,,
external,2020-12-18,2020-12-18 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,23330.0,22738.07,591.9300000000003,,NO_FILL,,,,,,,,
external,2020-12-29,2020-12-29 16:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,27133.76,26454.18,679.5799999999981,,NO_FILL,,,,,,,,
external,2021-01-01,2021-01-01 18:45:00+00:00,NO_H2_BY_SESSION_END,True,False,2021-01-01 19:00:00+00:00,29015.329,0.15,29668.86,28900.0,768.8600000000006,,F15_NON_H2_FILL,,,,,,,0.3251567255417109,0.17515672554171088
external,2021-01-15,2021-01-15 14:25:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,38850.0,37232.0,1618.0,,NO_FILL,,,,,,,,
external,2021-01-21,2021-01-21 14:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,34728.2,31330.0,3398.199999999997,,NO_FILL,,,,,,,,
external,2021-02-04,2021-02-04 14:55:00+00:00,H2_ARRIVAL,False,False,,,0.15,38833.0,36800.0,2033.0,2021-02-04 15:00:00+00:00,NO_FILL,,,,,,,,
external,2021-02-10,2021-02-10 15:15:00+00:00,H2_ARRIVAL,True,True,2021-02-10 15:20:00+00:00,44884.6675,0.15,47475.0,44427.55,3047.449999999997,2021-02-10 15:25:00+00:00,F15_H2_WINNER,0.260033798749773,0.11003379874977301,0.260033798749773,0.11003379874977301,,,,
external,2021-02-17,2021-02-17 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2021-02-17 14:40:00+00:00,50837.069,0.15,51806.46,50666.0,1140.4599999999991,,F15_NON_H2_FILL,,,,,,,1.0907879276783061,0.9407879276783061
external,2021-03-18,2021-03-18 14:15:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2021-03-18 14:25:00+00:00,57811.5215,0.15,58726.81,57650.0,1076.8099999999977,,F15_NON_H2_FILL,,,,,,,1.1329761053482068,0.9829761053482068
external,2021-04-06,2021-04-06 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,59116.71,58340.48,776.2299999999959,,NO_FILL,,,,,,,,
external,2021-05-04,2021-05-04 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,56670.0,55503.12,1166.8799999999974,,NO_FILL,,,,,,,,
external,2021-05-06,2021-05-06 15:55:00+00:00,H2_ARRIVAL,True,True,2021-05-06 16:05:00+00:00,57088.334,0.15,58450.0,56848.04,1601.9599999999991,2021-05-06 16:50:00+00:00,F15_H2_WINNER,0.4474768408699324,0.2974768408699324,0.4474768408699324,0.2974768408699324,0.4474768408699324,0.2974768408699324,,
external,2021-05-10,2021-05-10 14:05:00+00:00,H2_ARRIVAL,False,False,,,0.15,58695.57,57446.09,1249.4800000000032,2021-05-10 14:15:00+00:00,NO_FILL,,,,,,,,
external,2021-05-12,2021-05-12 13:35:00+00:00,H2_ARRIVAL,True,True,2021-05-12 14:55:00+00:00,56076.7,0.15,57265.0,55867.0,1398.0,2021-05-12 15:05:00+00:00,F15_H2_WINNER,0.29542203147353363,0.14542203147353364,0.29542203147353363,0.14542203147353364,0.2167381974248927,0.0667381974248927,,
external,2021-05-13,2021-05-13 16:55:00+00:00,H2_ARRIVAL,False,False,,,0.15,50963.89,48500.0,2463.8899999999994,2021-05-13 17:00:00+00:00,NO_FILL,,,,,,,,
external,2021-06-07,2021-06-07 14:55:00+00:00,H2_ARRIVAL,True,True,2021-06-07 15:00:00+00:00,36037.4255,0.15,36799.0,35903.03,895.9700000000012,2021-06-07 16:20:00+00:00,F15_H2_WINNER,0.2643280466979937,0.11432804669799371,0.2643280466979937,0.11432804669799371,0.2643280466979937,0.11432804669799371,,
external,2021-06-10,2021-06-10 17:30:00+00:00,H2_ARRIVAL,False,False,,,0.15,38489.0,36229.23,2259.769999999997,2021-06-10 17:40:00+00:00,NO_FILL,,,,,,,,
external,2021-06-11,2021-06-11 15:05:00+00:00,H2_ARRIVAL,False,False,,,0.15,37679.54,36890.58,788.9599999999991,2021-06-11 15:15:00+00:00,NO_FILL,,,,,,,,
external,2021-06-18,2021-06-18 13:45:00+00:00,H2_ARRIVAL,True,True,2021-06-18 13:50:00+00:00,37192.1345,0.15,38000.0,37049.57,950.4300000000003,2021-06-18 14:05:00+00:00,F15_H2_WINNER,0.26157633913070977,0.11157633913070977,0.26157633913070977,0.11157633913070977,0.26157633913070977,0.11157633913070977,,
external,2021-06-25,2021-06-25 14:50:00+00:00,H2_ARRIVAL,False,False,,,0.15,34479.1,32637.0,1842.0999999999985,2021-06-25 15:00:00+00:00,NO_FILL,,,,,,,,
external,2021-07-07,2021-07-07 16:15:00+00:00,NO_H2_BY_SESSION_END,True,False,2021-07-07 16:20:00+00:00,34543.894,0.15,35089.56,34447.6,641.9599999999991,,F15_NON_H2_FILL,,,,,,,0.5022119758240419,0.35221197582404185
external,2021-07-12,2021-07-12 13:35:00+00:00,H2_ARRIVAL,True,True,2021-07-12 13:50:00+00:00,33506.5,0.15,34450.0,33340.0,1110.0,2021-07-12 15:00:00+00:00,F15_H2_WINNER,0.23875675675675387,0.08875675675675387,0.23875675675675387,0.08875675675675387,0.23875675675675387,0.08875675675675387,,
external,2021-07-13,2021-07-13 19:30:00+00:00,H2_ARRIVAL,False,False,,,0.15,33329.84,32259.0,1070.8399999999965,2021-07-13 19:35:00+00:00,NO_FILL,,,,,,,,
external,2021-07-19,2021-07-19 13:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,31659.44,30550.0,1109.4399999999987,2021-07-19 14:05:00+00:00,NO_FILL,,,,,,,,
external,2021-07-20,2021-07-20 14:20:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,29868.2,29250.0,618.2000000000007,,NO_FILL,,,,,,,,
external,2021-07-28,2021-07-28 14:55:00+00:00,H2_ARRIVAL,True,True,2021-07-28 15:10:00+00:00,39581.6,0.15,40894.0,39350.0,1544.0,2021-07-28 17:35:00+00:00,F15_H2_WINNER,0.5799676165803116,0.4299676165803116,0.5799676165803116,0.4299676165803116,0.5799676165803116,0.4299676165803116,,
external,2021-07-29,2021-07-29 18:35:00+00:00,NO_H2_BY_SESSION_END,True,False,2021-07-29 19:10:00+00:00,39589.75,0.15,40665.0,39400.0,1265.0,,F15_NON_H2_FILL,,,,,,,0.26803162055335783,0.11803162055335784
external,2021-08-03,2021-08-03 18:10:00+00:00,NO_H2_BY_SESSION_END,True,False,2021-08-03 18:15:00+00:00,37829.8205,0.15,38799.56,37658.69,1140.8699999999953,,F15_NON_H2_FILL,,,,,,,0.5927756887287786,0.4427756887287786
external,2021-08-12,2021-08-12 14:10:00+00:00,H2_ARRIVAL,True,True,2021-08-12 14:15:00+00:00,44507.0,0.15,45680.0,44300.0,1380.0,2021-08-12 14:20:00+00:00,F15_H2_WINNER,0.15886231884058202,0.008862318840582029,0.15886231884058202,0.008862318840582029,,,,
external,2021-08-17,2021-08-17 14:30:00+00:00,H2_ARRIVAL,True,True,2021-08-17 14:45:00+00:00,46081.171500000004,0.15,47194.0,45884.79,1309.2099999999991,2021-08-17 15:00:00+00:00,F15_H2_WINNER,0.18347705868424416,0.033477058684244165,0.18347705868424416,0.033477058684244165,0.18347705868424416,0.033477058684244165,,
external,2021-09-07,2021-09-07 14:05:00+00:00,H2_ARRIVAL,True,True,2021-09-07 14:10:00+00:00,50784.619,0.15,52397.46,50500.0,1897.4599999999991,2021-09-07 14:15:00+00:00,F15_H2_WINNER,0.15649341751604906,0.006493417516049066,0.15649341751604906,0.006493417516049066,,,,
external,2021-09-10,2021-09-10 14:10:00+00:00,H2_ARRIVAL,True,True,2021-09-10 14:15:00+00:00,45759.475,0.15,46538.5,45622.0,916.5,2021-09-10 14:20:00+00:00,F15_H2_WINNER,0.3033278777959629,0.15332787779596288,0.3033278777959629,0.15332787779596288,,,,
external,2021-09-17,2021-09-17 18:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,47988.0,47123.96,864.0400000000009,,NO_FILL,,,,,,,,
external,2021-09-27,2021-09-27 14:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,44100.0,43206.2,893.8000000000029,2021-09-27 14:50:00+00:00,NO_FILL,,,,,,,,
external,2021-09-28,2021-09-28 14:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,42566.85,41505.01,1061.8399999999965,,NO_FILL,,,,,,,,
external,2021-10-07,2021-10-07 14:40:00+00:00,H2_ARRIVAL,True,True,2021-10-07 14:50:00+00:00,53840.1305,0.15,54826.87,53666.0,1160.8700000000026,2021-10-07 16:10:00+00:00,F15_H2_WINNER,0.5116852016160282,0.36168520161602813,0.5116852016160282,0.36168520161602813,0.5116852016160282,0.36168520161602813,,
external,2021-10-12,2021-10-12 14:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,57630.0,56707.43,922.5699999999997,,NO_FILL,,,,,,,,
external,2021-10-14,2021-10-14 15:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,58199.2,57224.7,974.5,,NO_FILL,,,,,,,,
external,2021-10-26,2021-10-26 13:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,63194.0,62350.0,844.0,2021-10-26 13:45:00+00:00,NO_FILL,,,,,,,,
external,2021-11-01,2021-11-01 14:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,62543.58,61666.0,877.5800000000017,,NO_FILL,,,,,,,,
external,2021-11-09,2021-11-09 15:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,68300.0,67343.0,957.0,,NO_FILL,,,,,,,,
external,2021-11-10,2021-11-10 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.15,67186.0,66333.8,852.1999999999971,,NO_FILL,,,,,,,,
external,2021-11-15,2021-11-15 14:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,66395.05,65326.39,1068.6600000000035,,NO_FILL,,,,,,,,
external,2021-11-24,2021-11-24 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,57499.02,56312.21,1186.8099999999977,,NO_FILL,,,,,,,,
external,2021-12-14,2021-12-14 16:00:00+00:00,H2_ARRIVAL,True,True,2021-12-14 16:10:00+00:00,46946.601500000004,0.15,47958.62,46768.01,1190.6100000000006,2021-12-14 16:15:00+00:00,F15_H2_WINNER,0.23831481341497032,0.08831481341497033,0.23831481341497032,0.08831481341497033,,,,
external,2021-12-20,2021-12-20 14:25:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2021-12-20 14:30:00+00:00,45699.706,0.15,46548.04,45550.0,998.0400000000009,,F15_NON_H2_FILL,,,,,,,1.1000561099755526,0.9500561099755526
external,2021-12-21,2021-12-21 15:30:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,49298.78,48425.77,873.010000000002,,NO_FILL,,,,,,,,
external,2021-12-22,2021-12-22 13:35:00+00:00,NO_H2_BY_SESSION_END,True,False,2021-12-22 13:45:00+00:00,48605.742,0.15,49522.28,48444.0,1078.2799999999988,,F15_NON_H2_FILL,,,,,,,0.7474867381385177,0.5974867381385177
reference_validation,2025-01-20,2025-01-20 15:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,109300.8,105500.0,3800.800000000003,,NO_FILL,,,,,,,,
reference_validation,2025-01-24,2025-01-24 14:10:00+00:00,H2_ARRIVAL,True,True,2025-01-24 14:15:00+00:00,105008.09,0.15,105758.3,104875.7,882.6000000000058,2025-01-24 14:30:00+00:00,F15_H2_WINNER,0.4671425334239748,0.3171425334239748,0.4671425334239748,0.3171425334239748,0.4671425334239748,0.3171425334239748,,
reference_validation,2025-01-29,2025-01-29 13:35:00+00:00,H2_ARRIVAL,True,True,2025-01-29 13:40:00+00:00,101955.70999999999,0.15,103012.6,101769.2,1243.4000000000087,2025-01-29 13:45:00+00:00,F15_H2_WINNER,0.212321055171303,0.062321055171303014,0.212321055171303,0.062321055171303014,,,,
reference_validation,2025-01-30,2025-01-30 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,105514.2,104813.8,700.3999999999942,,NO_FILL,,,,,,,,
reference_validation,2025-02-06,2025-02-06 14:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,99093.0,97880.0,1213.0,2025-02-06 14:50:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-02-25,2025-02-25 15:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,89952.0,86800.0,3152.0,,NO_FILL,,,,,,,,
reference_validation,2025-02-27,2025-02-27 13:55:00+00:00,H2_ARRIVAL,True,True,2025-02-27 14:05:00+00:00,86012.935,0.15,87066.0,85827.1,1238.8999999999942,2025-02-27 14:15:00+00:00,F15_H2_WINNER,0.3575752683832449,0.2075752683832449,0.3575752683832449,0.2075752683832449,0.29558479296149714,0.14558479296149715,,
reference_validation,2025-03-04,2025-03-04 13:35:00+00:00,H2_ARRIVAL,True,True,2025-03-04 13:55:00+00:00,82778.925,0.15,84359.5,82500.0,1859.5,2025-03-04 14:30:00+00:00,F15_H2_WINNER,0.47061037913417897,0.320610379134179,0.47061037913417897,0.320610379134179,0.47061037913417897,0.320610379134179,,
reference_validation,2025-03-17,2025-03-17 13:35:00+00:00,H2_ARRIVAL,True,True,2025-03-17 13:45:00+00:00,82980.85,0.15,84000.0,82801.0,1199.0,2025-03-17 14:00:00+00:00,F15_H2_WINNER,0.5481234361968282,0.3981234361968282,0.5481234361968282,0.3981234361968282,0.3206005004170093,0.17060050041700933,,
reference_validation,2025-03-21,2025-03-21 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,84344.4,83334.9,1009.5,,NO_FILL,,,,,,,,
reference_validation,2025-04-01,2025-04-01 13:40:00+00:00,H2_ARRIVAL,True,True,2025-04-01 13:55:00+00:00,83562.07,0.15,84474.8,83401.0,1073.800000000003,2025-04-01 14:00:00+00:00,F15_H2_WINNER,0.3070404172099052,0.15704041720990522,0.3070404172099052,0.15704041720990522,,,,
reference_validation,2025-04-08,2025-04-08 14:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,80359.5,78788.0,1571.5,,NO_FILL,,,,,,,,
reference_validation,2025-04-14,2025-04-14 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2025-04-14 13:55:00+00:00,84358.105,0.15,85242.7,84202.0,1040.699999999997,,F15_NON_H2_FILL,,,,,,,1.3223791678677823,1.1723791678677824
reference_validation,2025-04-28,2025-04-28 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,95578.8,94259.2,1319.6000000000058,,NO_FILL,,,,,,,,
reference_validation,2025-04-29,2025-04-29 14:05:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2025-04-29 14:20:00+00:00,94648.905,0.15,95264.9,94540.2,724.6999999999971,,F15_NON_H2_FILL,,,,,,,1.0852766662067106,0.9352766662067106
reference_validation,2025-05-07,2025-05-07 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,97150.0,96670.1,479.8999999999942,,NO_FILL,,,,,,,,
reference_validation,2025-05-08,2025-05-08 13:45:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,99863.3,99165.2,698.1000000000058,,NO_FILL,,,,,,,,
reference_validation,2025-05-09,2025-05-09 14:45:00+00:00,H2_ARRIVAL,True,True,2025-05-09 16:00:00+00:00,102608.025,0.15,103920.0,102376.5,1543.5,2025-05-09 16:55:00+00:00,F15_H2_WINNER,0.3333333333333333,0.18333333333333332,0.3333333333333333,0.18333333333333332,0.3333333333333333,0.18333333333333332,,
reference_validation,2025-05-15,2025-05-15 14:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,102799.9,101433.0,1366.8999999999942,,NO_FILL,,,,,,,,
reference_validation,2025-05-26,2025-05-26 14:00:00+00:00,H2_ARRIVAL,True,True,2025-05-26 14:15:00+00:00,109595.82,0.15,110138.8,109500.0,638.8000000000029,2025-05-26 14:20:00+00:00,F15_H2_WINNER,0.2700375704445824,0.12003757044458238,0.2700375704445824,0.12003757044458238,,,,
reference_validation,2025-06-05,2025-06-05 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,105878.3,104373.0,1505.300000000003,,NO_FILL,,,,,,,,
reference_validation,2025-06-12,2025-06-12 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2025-06-12 13:55:00+00:00,106854.5,0.15,107798.0,106688.0,1110.0,,F15_NON_H2_FILL,,,,,,,1.0018018018018018,0.8518018018018018
reference_validation,2025-06-13,2025-06-13 14:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,105459.7,104360.0,1099.699999999997,,NO_FILL,,,,,,,,
reference_validation,2025-06-16,2025-06-16 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2025-06-16 13:45:00+00:00,106622.83499999999,0.15,107199.9,106521.0,678.8999999999942,,F15_NON_H2_FILL,,,,,,,1.2589482987185217,1.1089482987185217
reference_validation,2025-06-18,2025-06-18 13:35:00+00:00,H2_ARRIVAL,True,True,2025-06-18 13:40:00+00:00,104068.27,0.15,105276.8,103855.0,1421.800000000003,2025-06-18 17:30:00+00:00,F15_H2_WINNER,1.0163173442115607,0.8663173442115607,1.0163173442115607,0.8663173442115607,1.0163173442115607,0.8663173442115607,,
reference_validation,2025-06-20,2025-06-20 13:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,106486.2,105715.0,771.1999999999971,2025-06-20 13:45:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-06-23,2025-06-23 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,102028.9,101045.6,983.2999999999884,,NO_FILL,,,,,,,,
reference_validation,2025-06-26,2025-06-26 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,108135.0,106958.2,1176.800000000003,,NO_FILL,,,,,,,,
reference_validation,2025-07-07,2025-07-07 13:45:00+00:00,H2_ARRIVAL,True,True,2025-07-07 14:10:00+00:00,108128.98,0.15,109041.2,107968.0,1073.199999999997,2025-07-07 14:35:00+00:00,F15_H2_WINNER,0.4863958255683949,0.33639582556839487,0.4863958255683949,0.33639582556839487,0.27208348863212894,0.12208348863212895,,
reference_validation,2025-07-09,2025-07-09 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2025-07-09 14:50:00+00:00,108694.275,0.15,109738.5,108510.0,1228.5,,F15_NON_H2_FILL,,,,,,,1.1659747659747612,1.0159747659747613
reference_validation,2025-07-23,2025-07-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,118615.3,117750.0,865.3000000000029,,NO_FILL,,,,,,,,
reference_validation,2025-08-01,2025-08-01 14:05:00+00:00,H2_ARRIVAL,True,True,2025-08-01 17:55:00+00:00,114340.66,0.15,115956.0,114055.6,1900.3999999999942,2025-08-01 18:10:00+00:00,F15_H2_WINNER,0.21358661334455664,0.06358661334455665,0.21358661334455664,0.06358661334455665,0.21358661334455664,0.06358661334455665,,
reference_validation,2025-08-04,2025-08-04 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,114715.0,114115.4,599.6000000000058,,NO_FILL,,,,,,,,
reference_validation,2025-08-06,2025-08-06 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,114372.7,113663.3,709.3999999999942,,NO_FILL,,,,,,,,
reference_validation,2025-08-14,2025-08-14 16:30:00+00:00,H2_ARRIVAL,False,False,,,0.15,122050.0,117410.0,4640.0,2025-08-14 18:20:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-08-21,2025-08-21 14:45:00+00:00,H2_ARRIVAL,True,True,2025-08-21 14:50:00+00:00,113059.235,0.15,113947.4,112902.5,1044.8999999999942,2025-08-21 15:10:00+00:00,F15_H2_WINNER,0.43219446837018693,0.2821944683701869,0.43219446837018693,0.2821944683701869,0.4244425303856852,0.2744425303856852,,
reference_validation,2025-09-04,2025-09-04 13:50:00+00:00,H2_ARRIVAL,False,False,,,0.15,111111.0,110366.0,745.0,2025-09-04 14:00:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-09-17,2025-09-17 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,117156.6,116030.0,1126.6000000000058,,NO_FILL,,,,,,,,
reference_validation,2025-10-14,2025-10-14 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,112100.1,109969.2,2130.9000000000087,,NO_FILL,,,,,,,,
reference_validation,2025-10-15,2025-10-15 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,113477.9,111289.7,2188.199999999997,2025-10-15 13:40:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-10-20,2025-10-20 16:05:00+00:00,H2_ARRIVAL,True,True,2025-10-20 16:30:00+00:00,110691.965,0.15,111650.0,110522.9,1127.1000000000058,2025-10-20 16:35:00+00:00,F15_H2_WINNER,0.36012776151185044,0.21012776151185045,0.36012776151185044,0.21012776151185045,,,,
reference_validation,2025-10-29,2025-10-29 13:55:00+00:00,H2_ARRIVAL,False,False,,,0.15,113593.0,112666.0,927.0,2025-10-29 14:00:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-11-06,2025-11-06 14:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,103585.0,102329.0,1256.0,2025-11-06 14:50:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-11-11,2025-11-11 14:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,105464.2,104160.0,1304.199999999997,2025-11-11 14:40:00+00:00,NO_FILL,,,,,,,,
reference_validation,2025-11-19,2025-11-19 14:30:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,91920.0,91038.9,881.1000000000058,,NO_FILL,,,,,,,,
reference_validation,2025-12-04,2025-12-04 13:50:00+00:00,H2_ARRIVAL,True,True,2025-12-04 14:00:00+00:00,92589.35,0.15,93600.0,92411.0,1189.0,2025-12-04 14:35:00+00:00,F15_H2_WINNER,0.31715727502103097,0.16715727502103098,0.31715727502103097,0.16715727502103098,0.31715727502103097,0.16715727502103098,,
reference_validation,2025-12-08,2025-12-08 13:45:00+00:00,H2_ARRIVAL,True,True,2025-12-08 13:50:00+00:00,91557.95000000001,0.15,92262.6,91433.6,829.0,2025-12-08 13:55:00+00:00,F15_H2_WINNER,0.2501809408926347,0.10018094089263471,0.2501809408926347,0.10018094089263471,,,,
reference_validation,2025-12-10,2025-12-10 14:55:00+00:00,H2_ARRIVAL,True,True,2025-12-10 15:10:00+00:00,91954.685,0.15,93278.9,91721.0,1557.8999999999942,2025-12-10 15:30:00+00:00,F15_H2_WINNER,0.2477694332113752,0.09776943321137521,0.2477694332113752,0.09776943321137521,0.24250593747994373,0.09250593747994373,,
reference_validation,2025-12-12,2025-12-12 14:35:00+00:00,H2_ARRIVAL,True,True,2025-12-12 15:00:00+00:00,92120.94,0.15,92600.0,92036.4,563.6000000000058,2025-12-12 15:05:00+00:00,F15_H2_WINNER,0.6579134137686286,0.5079134137686285,0.6579134137686286,0.5079134137686285,,,,
reference_validation,2025-12-19,2025-12-19 14:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,88345.1,87700.0,645.1000000000058,,NO_FILL,,,,,,,,
